0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21232 14662	1	 * 	289.75	DCR|3VULN|2DMG|2DUR|2ASPD|2LIT|1NUKE	17aVULN|27ASPD|3NUKE|4aLIT|5LWND|67DMG|7aBPWR|8aDUR|9RCR
169	23422 21262	1	   	263.06	DCR|4VULN|2CDMG|1DUR|1ASPD	1245VULN|35CDMG|5BPWR|6DUST|7ASPD|8DUR|9LIT|aRCR
170	23632 21262	1	   	263.06	DCR|4VULN|2CDMG|1DUR|1ASPD	1235VULN|45CDMG|5BPWR|6DUST|7ASPD|8DUR|9LIT|aRCR
171	22315 16212	10	   	263.06	DCR|4VULN|2DMG|1AART	1345VULN|25DUST|5BPWR|6RCR|7LIT|8aDMG|9AART
172	63631 13513	10	   	262.86	DCR|3VULN|3DMG|1CDMG|1ASPD	167DMG|2CDMG|34aVULN|5LHND|8ASPD|9RCR
173	25615 12112	8	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	145VULN|2DMSP|358DUR|5BPWR|6RCR|7CGEN|9DMG|aCDMG
174	25615 12122	9	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	145VULN|2DMSP|358DUR|5BPWR|6RCR|7CGEN|9DMG|aCDMG
175	25615 13112	8	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	145VULN|2DMSP|358DUR|5BPWR|6RCR|7MLV|9DMG|aCDMG
176	25615 13112	6	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	145VULN|2DMSP|357DUR|5BPWR|6RCR|8RMIN|9DMG|aCDMG
177	25615 13122	9	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	145VULN|2DMSP|358DUR|5BPWR|6RCR|7MLV|9DMG|aCDMG
178	25615 13312	6	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	145VULN|2DMSP|357DUR|5BPWR|6RCR|8CGEN|9DMG|aCDMG
179	22315 13366	6	   	262.50	DCR|4VULN|3DUR|1ASPD	1345VULN|25DUST|5BPWR|6RCR|78aDUR|9ASPD
180	23412 45348	1	   	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	129VULN|39CDMG|4DMG|5MBVNT|6RCR|7MLV|89ASPD|9BPWR|aDUR
181	23453 43341	1	   	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1TLV	129VULN|39CDMG|4ZMB|5MBVNT|6RCR|7TLV|89ASPD|9BPWR|aDMG
182	23421 31441	5	 * 	262.29	DCR|2VULN|3DMG|2DUR|2CDMG	1aVULN|2BELT|36aDMG|46DUR|5RMIN|6aBPWR|7DUST|8aCDMG|9RCR
183	22223 21436	10	 * 	262.09	DCR|2VULN|3DMG|2DUR|2TLV	1aVULN|2DUST|37aDMG|4ERES|58DUR|6aTLV|9RCR|aBPWR
184	23232 13772	1	   	261.79	DCR|3VULN|2DMG|2DUR	12aVULN|3aDUR|4LIT|5LWND|6aDMG|7MBVNT|8RCVC|9RCR|aBPWR
185	23435 23623	7	 * 	261.79	DCR|3VULN|2DMG|3ASPD	149VULN|26BELT|39DMG|589ASPD|7RCR|9BPWR|aLIT
186	22315 16213	9	   	261.72	DCR|4VULN|1DMG|1TLV|1AART	1345VULN|25DUST|5BPWR|6RCR|7LIT|8DMG|9AART|aTLV
187	22315 16216	10	   	261.72	DCR|4VULN|1DMG|1TLV|1AART	1345VULN|25DUST|5BPWR|6RCR|7LIT|8DMG|9AART|aTLV
188	22215 13436	4	   	261.44	DCR|4VULN|2DMG|1TLV	1589VULN|2DUST|39DMG|49CGEN|6TBNT|7RCR|9BPWR|aTLV
189	22235 13436	3	   	261.44	DCR|4VULN|2DMG|1TLV	1589VULN|2DUST|39DMG|49CGEN|6TBNT|7RCR|9BPWR|aTLV
190	22225 13436	4	   	261.24	DCR|4VULN|2DMG|1TLV	1589VULN|2DUST|39DMG|49ERES|6TBNT|7RCR|9BPWR|aTLV
191	23432 16153	3	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	178aVULN|2BELT|37DMG|4SELL|5BBNT|6RCR|7BPWR|9DUR
192	22212 13435	4	   	260.94	DCR|4VULN|3DMG	189aVULN|2aDUST|359DMG|49aCGEN|6TBNT|7RCR|9aBPWR
193	22232 13435	3	   	260.94	DCR|4VULN|3DMG	189aVULN|2aDUST|359DMG|49aCGEN|6TBNT|7RCR|9aBPWR
194	24225 13433	1	   	260.94	DCR|4VULN|3DMG	1589VULN|2LWND|3BBNT|49MLV|69aDMG|7RCR|9BPWR
195	25231 12144	2	   	260.89	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2DMSP|39DUR|4LIT|5AART|6CGEN|79DMG|8RCR|9BPWR|aTLV
196	61346 12132	8	   	260.86	DCR|3VULN|2DMG|1TLV|1CDMG	15DMG|2TLV|3LIT|459VULN|5BPWR|6RMIN|7BEXP|8CDMG|aRCR
197	22215 13433	4	   	260.84	DCR|4VULN|3DMG	1589VULN|2DUST|39aDMG|49CGEN|6TBNT|7RCR|9BPWR
198	22235 13433	3	   	260.84	DCR|4VULN|3DMG	1589VULN|2DUST|39aDMG|49CGEN|6TBNT|7RCR|9BPWR
199	24215 13433	2	   	260.84	DCR|4VULN|3DMG	1589VULN|2ERES|39aDMG|49FEWX|6TBNT|7RCR|9BPWR
200	24245 13133	1	   	260.84	DCR|4VULN|3DMG	159aVULN|2LWND|3BBNT|49aERES|69aDMG|7RCR|8RMIN|9aBPWR
201	24136 32134	10	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	15aVULN|2ERES|3LIT|45DMG|5BPWR|6CDMG|7CGEN|8DUR|9RCR
202	24136 32135	9	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	15aVULN|2ERES|3LIT|45DMG|5BPWR|6CDMG|7CGEN|8DUR|9RCR
203	24136 32432	7	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	158VULN|2ERES|3LIT|45DMG|5BPWR|6CDMG|7CGEN|9DUR|aRCR
204	61346 21133	7	   	260.76	DCR|3VULN|2DMG|1TLV|1CDMG	15DMG|2TLV|3LIT|459VULN|5BPWR|6BEXP|7DLOT|8RCR|aCDMG
205	22314 24522	10	   	260.69	DCR|5VULN|1DMG|1CDMG	13479VULN|2DUST|5FEWX|6RCR|8CDMG|aDMG
206	22315 12342	10	   	260.69	DCR|5VULN|1DMG|1CDMG	1345aVULN|25DUST|5BPWR|6RCR|7CGEN|8DMG|9CDMG
207	22315 12522	10	   	260.69	DCR|5VULN|1DMG|1CDMG	1345aVULN|25DUST|5BPWR|6RCR|7CGEN|8CDMG|9DMG
208	23323 33624	1	   	260.69	DCR|5VULN|1DMG|1CDMG	1256aVULN|3ERES|4CGEN|7CDMG|8RCR|9DMG
209	23513 33624	1	   	260.69	DCR|5VULN|1DMG|1CDMG	1256aVULN|3CGEN|4ERES|7CDMG|8RCR|9DMG
210	63632 16313	10	   	260.69	DCR|5VULN|1DMG|1CDMG	1DMG|2CDMG|3467aVULN|5MLV|8RCR|9ERES
211	22315 12212	8	   	260.69	DCR|5VULN|1DMG|1CDMG	13458VULN|25DUST|5BPWR|6RCR|7CGEN|9DMG|aCDMG
212	22315 13212	8	   	260.69	DCR|5VULN|1DMG|1CDMG	13458VULN|25DUST|5BPWR|6RCR|7MLV|9DMG|aCDMG
213	23231 32233	1	   	260.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	12VULN|36DUR|4LIT|5AART|7RCR|8TLV|9aDMG
214	61114 32532	6	   	260.67	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1DMG|2TLV|3DLOT|4DUR|5AART|6CDMG|7RCR|89aVULN
215	23412 43316	1	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	12aVULN|3CDMG|48DMG|5MBVNT|6RCR|7DUR|9LIT
216	63632 43316	4	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	18DMG|2CDMG|34aVULN|5MBVNT|6RCR|7DUR|9LIT
217	22312 24262	4	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	134VULN|2DUST|57DMG|6DUR|8CDMG|9LIT|aRCR
218	23414 31262	1	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	126VULN|3CDMG|45DMG|7LEGI|8DUR|9LIT|aRCR
219	63633 11262	7	   	260.66	DCR|3VULN|2DMG|1DUR|1CDMG	16DMG|2CDMG|347VULN|5DUST|8DUR|9LIT|aRCR
220	22222 13433	4	   	260.64	DCR|4VULN|3DMG	189aVULN|2aDUST|359DMG|49aERES|6TBNT|7RCR|9aBPWR
221	22225 13433	4	   	260.64	DCR|4VULN|3DMG	1589VULN|2DUST|39aDMG|49ERES|6TBNT|7RCR|9BPWR
222	22364 13433	3	   	260.64	DCR|4VULN|3DMG	1389VULN|2DUST|4BBNT|59ERES|69aDMG|7RCR|9BPWR
223	22424 13433	2	   	260.64	DCR|4VULN|3DMG	1489VULN|2DUST|3BBNT|59ERES|69aDMG|7RCR|9BPWR
224	23432 16142	3	   	260.60	DCR|4VULN|3DMG|1SELL	178aVULN|2BELT|37aDMG|4SELL|5BBNT|6RCR|7aBPWR|9aERES
225	22313 33624	4	   	260.59	DCR|5VULN|1DMG|1CDMG	1345aVULN|26DUST|7CDMG|8RCR|9DMG
226	24231 43126	2	   	260.58	DCR|3VULN|2DMG|2CDMG|1AART	16aVULN|2ERES|3aDMG|4LIT|5AART|7BEXP|8RCR|9aCDMG|aBPWR
227	23612 63235	8	 * 	260.31	ACR|4VULN|2DMG|2TLV|1DUR|1ASPD	179aVULN|2BELT|3RCR|4DUR|57DMG|67TLV|7BPWR|8ASPD
228	25232 14134	2	   	260.30	DCR|2VULN|3DMG|2DUR|1AART	17VULN|2DMSP|37DUR|4LIT|5LWND|679DMG|7BPWR|8AART|aRCR
229	25231 12143	2	   	260.30	DCR|2VULN|3DMG|2DUR|1AART	19VULN|2DMSP|39DUR|4LIT|5AART|6CGEN|79aDMG|8RCR|9BPWR
230	25631 12143	3	   	260.30	DCR|2VULN|3DMG|2DUR|1AART	19VULN|2DMSP|39DUR|4LIT|5AART|6CGEN|79aDMG|8RCR|9BPWR
231	25631 12143	4	   	260.30	DCR|2VULN|3DMG|2DUR|1AART	19VULN|2DMSP|39DUR|4LIT|5AART|6CGEN|79aDMG|8RCR|9BPWR
232	23254 23253	7	   	260.25	DCR|4VULN|2DMG|2LIT	159aVULN|26BELT|3ZMB|49DMG|7RCR|89LIT|9BPWR
233	23622 12356	1	   	260.15	DCR|4VULN|2DMG|2LIT	123aVULN|4CGEN|5DLOT|6RPLT|7aDMG|8RCR|9aLIT|aBPWR
234	63153 21432	1	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|2RCVC|389VULN|4DUR|5LWND|6BBNT|79ASPD|9BPWR|aRCR
235	22242 26432	2	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	179VULN|27DUST|39ASPD|4TLV|57DMG|6BBNT|79BPWR|89ZMB|aRCR
236	62251 11432	1	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|2BBNT|3DUR|489VULN|5ZMB|6MLV|79ASPD|9BPWR|aRCR
237	23315 56232	4	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1569VULN|2BELT|3LWND|4DUR|7RCR|8TLV|aDMG
238	22234 21432	5	   	260.01	DCR|3VULN|2DMG|2ASPD|1TLV	189VULN|2DUST|39DMG|4TLV|5ZMB|6BBNT|79ASPD|9BPWR|aRCR
239	22234 31432	6	   	260.01	DCR|3VULN|2DMG|2ASPD|1TLV	189VULN|2DUST|39DMG|4TLV|5ZMB|69ASPD|7BBNT|9BPWR|aRCR
240	63152 21432	1	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|2RCVC|389VULN|4DUR|5DUST|6BBNT|79ASPD|9BPWR|aRCR
241	22312 63145	4	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	134aVULN|2DUST|5DMG|6TLV|7DUR|8RPLT|9RCR
242	22265 21432	3	   	259.91	DCR|3VULN|2DMG|2ASPD|1DUR	189VULN|29DUST|35DMG|4DUR|6BBNT|79ASPD|9BPWR|aRCR
243	63135 12115	1	 * 	259.88	ACR|4VULN|3DMG|2DUR	178DMG|2RCVC|378aVULN|478aCGEN|5RCR|6TBNT|78aBPWR|9aDUR
244	22163 61432	1	   	259.79	DCR|4VULN|2DUR|2ASPD	1689VULN|29ZMB|3BEXP|46DUR|5BBNT|69BPWR|79ASPD|aRCR
