0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31541 32315	4	 * 	265.58	DCR|4VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aDMG
167	31412 11121	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RPLT|9ASPD|aDMG
168	61333 31315	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2TLV|3RMIN|4BEXP|5DUR|678VULN|9RCR|aDMG
169	62412 11124	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2RCVC|35aVULN|4DUR|6RCR|7RPLT|8TLV|9DMG
170	62412 11151	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2RCVC|358VULN|4DUR|6RCR|7RPLT|9TLV|aDMG
171	63431 21236	10	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|29MLV|378VULN|4TLV|5DUR|6DMG|aRCR
172	63433 32315	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|368VULN|4TLV|5BEXP|7DUR|9RCR|aDMG
173	63431 31315	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|378VULN|4TLV|5DUR|6LWND|9RCR|aDMG
174	63431 33315	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|378VULN|4TLV|5DUR|6LWND|9RCR|aDMG
175	13112 31314	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|578VULN|6RCR|9RMIN|aTLV
176	61112 31344	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|578VULN|6RCR|9ERES|aTLV
177	63112 31344	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|578VULN|6RCR|9ERES|aTLV
178	11122 26253	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|2DUR|3DMG|4CGEN|589VULN|6ASPD|7TLV|aRCR
179	12121 26253	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|289VULN|3DMG|4CGEN|5DUR|6ASPD|7TLV|aRCR
180	13421 26253	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|2ASPD|389VULN|4CGEN|5DUR|6DMG|7TLV|aRCR
181	22135 32234	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2LIT|35aVULN|4TLV|6DMG|7RCR|8DUST|9DUR
182	25135 32234	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2LIT|35aVULN|4TLV|6DMG|7RCR|8DUST|9DUR
183	41112 21311	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2ZMB|3DMG|4DUR|57aVULN|6ASPD|8RCR|9TLV
184	43112 21311	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2MLV|3DMG|4DUR|57aVULN|6ASPD|8RCR|9TLV
185	43112 21331	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2MLV|3DMG|4DUR|579VULN|6ASPD|8RCR|aTLV
186	43112 21334	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2MLV|3DMG|4DUR|579VULN|6ASPD|8RCR|aTLV
187	61212 21311	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2ZMB|3ERES|4DUR|57aVULN|6DMG|8RCR|9TLV
188	63212 21311	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|3ERES|4DUR|57aVULN|6DMG|8RCR|9TLV
189	63212 21331	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|3ERES|4DUR|579VULN|6DMG|8RCR|aTLV
190	63212 21334	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|3ERES|4DUR|579VULN|6DMG|8RCR|aTLV
191	31622 16253	10	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	1RCVC|28TLV|38CGEN|4NUKE|578VULN|6RCR|8BPWR|9DMG|aDUR
192	31622 16253	9	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	1RCVC|28TLV|38CGEN|4NUKE|578VULN|6RCR|8BPWR|9DMG|aDUR
193	33422 16253	9	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	1RCVC|28CGEN|38TLV|4NUKE|578VULN|6RCR|8BPWR|9DMG|aDUR
194	33422 16253	10	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	1RCVC|28CGEN|38TLV|4NUKE|578VULN|6RCR|8BPWR|9DMG|aDUR
195	31412 12224	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2TLV|35aVULN|47DUR|6RCR|8FEWX|9CDMG
196	31412 12424	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2TLV|35aVULN|47DUR|6RCR|8LHND|9CDMG
197	31411 14324	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2TLV|38aVULN|45DUR|6RCR|7BEXP|9CDMG
198	13131 33156	6	   	244.62	DCR|2VULN|2DMG|1TLV|1CDMG|1NUKE|1AART	1NUKE|2ASPD|38DMG|4AART|5TLV|67VULN|9RCR|aCDMG
199	13131 33156	7	   	244.62	DCR|2VULN|2DMG|1TLV|1CDMG|1NUKE|1AART	1NUKE|2ASPD|38DMG|4AART|5TLV|67VULN|9RCR|aCDMG
200	13112 31344	6	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|578VULN|6RCR|9ERES|aTLV
201	13212 21311	10	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3ERES|4DUR|57aVULN|6DMG|8RCR|9TLV
202	31416 61222	8	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1RCVC|29TLV|378VULN|4DUR|5DMG|6RCR|aLHND
203	31541 35213	4	   	244.53	DCR|3VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|456VULN|7DMG|8RMIN|9RCR|aDUR
204	31411 16324	7	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|2TLV|38aVULN|45DUR|6RCR|7DUST|9CDMG
205	61112 32356	6	   	244.45	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|589VULN|6RCR|aLIT
206	63112 32356	6	   	244.45	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|37DMG|4DUR|589VULN|6RCR|aLIT
207	21633 32315	1	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1BEXP|268VULN|3DUST|45TLV|7DUR|9RCR|aDMG
208	31513 32315	4	   	244.43	DCR|3VULN|3TLV|1DMG|1DUR	1RCVC|234TLV|34BPWR|568VULN|7DUR|9RCR|aDMG
209	31513 41315	4	   	244.43	DCR|3VULN|3TLV|1DMG|1DUR	1RCVC|234TLV|34BPWR|578VULN|6DUR|9RCR|aDMG
210	31516 31315	5	   	244.43	DCR|3VULN|3TLV|1DMG|1DUR	1RCVC|234TLV|34BPWR|5DUR|678VULN|9RCR|aDMG
211	31553 32315	4	   	244.43	DCR|3VULN|3TLV|1DMG|1DUR	1RCVC|234TLV|3BPWR|568VULN|7DUR|9RCR|aDMG
212	12244 13151	10	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6DUR|8LIT|9RCR|aTLV
213	12244 13151	9	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6DUR|8LIT|9RCR|aTLV
214	12244 63111	9	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6RCR|8LIT|9DUR|aTLV
215	12244 63111	10	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6RCR|8LIT|9DUR|aTLV
216	12244 63131	10	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6RCR|8LIT|9TLV|aDUR
217	12244 63231	7	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6RCR|8DUR|9LIT|aTLV
218	13112 32356	6	   	244.35	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|589VULN|6RCR|aLIT
219	31416 62132	8	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1RCVC|2TLV|3aVULN|48DUR|5DMG|6RCR|7AART|9LIT
220	21342 52352	1	   	244.22	DCR|4VULN|2TLV|2LIT	17BEXP|2457VULN|3BBNT|67TLV|7BPWR|89LIT|aRCR
221	31412 12256	6	   	244.20	DCR|3VULN|3DUR|1TLV	1RCVC|2TLV|359VULN|47aDUR|6RCR|8FEWX
222	32431 54322	6	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1RCVC|29LHND|39VULN|4TLV|5aDUR|6RPLT|79DMG|8RCR|9BPWR
223	12122 41163	3	   	244.00	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|25VULN|35DMG|4AART|5BPWR|67DUR|8ASPD|9LIT|aRCR
224	12123 61253	3	   	244.00	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|28VULN|38DMG|4AART|5ERES|6ASPD|78DUR|8BPWR|9RCR|aLIT
225	12246 62221	6	   	243.96	DCR|3VULN|3DUR|1TLV|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|568DUR|7TLV|9RCR|aRMIN
226	12246 62222	6	   	243.96	DCR|3VULN|3DUR|1TLV|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|568DUR|7TLV|9RCR|aLHND
227	31412 11611	8	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1RCVC|2TLV|35VULN|48DUR|6RCR|7RPLT|9aDMG
228	31412 22346	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1RCVC|2TLV|35VULN|48DUR|6RPLT|79DMG|aRCR
229	31411 11111	7	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1RCVC|2TLV|38VULN|45DUR|6RCR|7RPLT|9aDMG
230	62412 12315	10	   	243.84	DCR|2VULN|3DUR|2TLV|2ASPD	1aASPD|2RCVC|35VULN|47aDUR|6RCR|8aTLV|9DLOT|aBPWR
231	21213 35215	1	   	243.59	DCR|3VULN|3DMG|1DUR	13BEXP|236VULN|3BPWR|47aDMG|5DUR|8FEWX|9RCR
232	21213 35415	1	   	243.59	DCR|3VULN|3DMG|1DUR	13BEXP|236VULN|3BPWR|47aDMG|5DUR|8LHND|9RCR
233	21213 62315	1	   	243.59	DCR|3VULN|3DMG|1DUR	13BEXP|238VULN|3BPWR|47aDMG|5DUR|6LHND|9RCR
234	21215 32315	1	   	243.59	DCR|3VULN|3DMG|1DUR	13BEXP|238VULN|3BPWR|45aDMG|6LHND|7DUR|9RCR
235	21225 42315	1	   	243.59	DCR|3VULN|3DMG|1DUR	13BEXP|238VULN|3BPWR|4DUR|5LWND|67aDMG|9RCR
236	21213 42225	1	   	243.34	DCR|2VULN|3DMG|2DUR|1AART	138BEXP|23VULN|38BPWR|489DMG|58DUR|6AART|7DMSP|aRCR
237	12141 62212	7	   	243.28	DCR|2VULN|1TLV|1DMG|2ASPD|1CDMG|1NUKE|1AART	1NUKE|26VULN|3DMG|4CDMG|56ASPD|6BPWR|7LIT|8RCR|9AART|aTLV
238	12141 63212	6	   	243.28	DCR|2VULN|1TLV|1DMG|2ASPD|1CDMG|1NUKE|1AART	1NUKE|26VULN|3DMG|4CDMG|56ASPD|6BPWR|7LIT|8RCR|9AART|aTLV
239	21243 62533	1	   	243.06	DCR|2VULN|2DUR|1TLV|1DMG	13BEXP|23VULN|3BPWR|4LIT|5DMG|6TLV|7RCR|89DUR|aASPD
240	31412 14111	7	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RCVC|2TLV|35VULN|4DUR|6RCR|7BEXP|8CDMG|9aDMG
241	31412 43621	6	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RCVC|2TLV|35VULN|4DUR|6CDMG|7aDMG|8LHND|9RCR
242	31416 31621	8	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RCVC|2TLV|37VULN|4DUR|5aDMG|6FEWX|8CDMG|9RCR
243	31553 32123	5	 * 	242.98	ACR|3VULN|3DMG|3TLV|1CDMG	1RCVC|234TLV|389BPWR|5RCR|689VULN|789DMG|aCDMG
244	22135 32533	2	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|2LIT|35VULN|4TLV|6DMG|7RCR|89DUR|aASPD
245	25135 32533	1	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|2LIT|35VULN|4TLV|6DMG|7RCR|89DUR|aASPD
246	31215 61362	9	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	1RCVC|28TLV|3LHND|48DUR|5BELT|68VULN|7RCR|8BPWR|9LIT|aDMG
247	33131 11311	1	   	242.92	DCR|4VULN|2TLV|1CDMG	12RCVC|3578VULN|45TLV|5BPWR|6BBNT|9RCR|aCDMG
248	33131 11164	1	   	242.92	DCR|4VULN|2TLV|1CDMG	12RCVC|357aVULN|45TLV|5BPWR|6BBNT|8CDMG|9RCR
249	33131 24164	1	   	242.92	DCR|4VULN|2TLV|1CDMG	12RCVC|358aVULN|45TLV|5BPWR|6CDMG|7BBNT|9RCR
250	31412 16111	7	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RCVC|2TLV|35VULN|4DUR|6RCR|7DUST|8CDMG|9aDMG
251	31412 43321	6	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RCVC|2TLV|35VULN|4DUR|6CDMG|7aDMG|8LEGI|9RCR
252	31542 11311	5	   	242.82	DCR|4VULN|2TLV|1CDMG	1RCVC|23TLV|3BPWR|4578VULN|6BBNT|9RCR|aCDMG
253	31544 11311	4	   	242.82	DCR|4VULN|2TLV|1CDMG	1RCVC|23TLV|3BPWR|4578VULN|6BBNT|9RCR|aCDMG
254	31411 12232	10	   	242.64	DCR|2VULN|3DUR|2TLV|2LIT	17RCVC|2aTLV|3aVULN|459DUR|6RCR|8aLIT|aBPWR
255	12533 12521	6	   	242.61	DCR|3VULN|3DUR|2LIT|1NUKE|1AART	1NUKE|278VULN|3RPLT|479DUR|5AART|67LIT|7BPWR|aRCR
256	12533 16321	8	   	242.61	DCR|3VULN|3DUR|2LIT|1NUKE|1AART	1NUKE|278VULN|3RPLT|479DUR|5AART|67LIT|7BPWR|aRCR
257	12533 16521	7	   	242.61	DCR|3VULN|3DUR|2LIT|1NUKE|1AART	1NUKE|278VULN|3RPLT|479DUR|5AART|67LIT|7BPWR|aRCR
258	13116 31524	8	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1NUKE|29ASPD|3DMG|49DUR|5TLV|6FEWX|79VULN|8RCR|9BPWR|aDMSP
259	13116 31525	8	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1NUKE|29ASPD|3DMG|49DUR|5TLV|6FEWX|79VULN|8RCR|9BPWR|aLHND
260	21213 32215	1	 * 	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|236VULN|3BPWR|4aDMG|57DUR|8FEWX|9RCR
261	21213 32415	1	   	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|236VULN|3BPWR|4aDMG|57DUR|8LHND|9RCR
262	21213 35213	1	   	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|236VULN|3BPWR|47DMG|5aDUR|8FEWX|9RCR
263	21213 35413	1	   	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|236VULN|3BPWR|47DMG|5aDUR|8LHND|9RCR
264	21213 62313	1	   	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|238VULN|3BPWR|47DMG|5aDUR|6LHND|9RCR
265	21215 32313	1	   	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|238VULN|3BPWR|45DMG|6LHND|7aDUR|9RCR
266	21225 42313	1	   	242.52	DCR|3VULN|2DMG|2DUR	13BEXP|238VULN|3BPWR|4aDUR|5LWND|67DMG|9RCR
267	35231 23215	10	 * 	242.50	ACR|2VULN|3DUR|2DMG|1TLV|2AART	1RCVC|2RCR|3aDMG|48AART|5TLV|69aDUR|7aVULN|aBPWR
268	13116 31521	8	   	242.49	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1NUKE|29ASPD|3DMG|49DUR|5TLV|6FEWX|79VULN|8RCR|9BPWR|aDUST
269	13116 31522	8	   	242.49	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1NUKE|29ASPD|3DMG|49DUR|5TLV|6FEWX|79VULN|8RCR|9BPWR|aBBNT
270	13116 31526	8	   	242.49	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE	1NUKE|29ASPD|3DMG|49DUR|5TLV|6FEWX|79VULN|8RCR|9BPWR|aDLOT
271	12526 13116	2	   	242.42	DCR|3VULN|2DMG|2DUR|1NUKE	1NUKE|29aVULN|3aDUR|4TBNT|5ZMB|6RCR|7BEXP|8aDMG|aBPWR
272	12356 12116	4	   	242.42	DCR|3VULN|2DMG|2DUR|1NUKE	1NUKE|28aVULN|3FEWX|4RMIN|5BBNT|6RCR|7aDMG|9aDUR|aBPWR
273	31734 12117	1	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|2MBVNT|3BBNT|48aVULN|5BEXP|6RCR|7aDMG|9aDUR|aBPWR
274	31734 12817	1	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|2MBVNT|3BBNT|49aVULN|5BEXP|6RCR|7aDMG|8aDUR|aBPWR
275	31734 14117	1	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|2MBVNT|3BBNT|49aVULN|5BEXP|6RCR|7aDUR|8aDMG|aBPWR
276	31735 12117	1	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|2MBVNT|3BBNT|48aVULN|5FEWX|6RCR|7aDMG|9aDUR|aBPWR
277	12111 51241	10	   	242.40	DCR|4VULN|2DMG|1NUKE|1AART	1NUKE|259aVULN|39DMG|49LHND|6AART|7RMIN|8RCR|9BPWR
278	12111 51243	9	   	242.40	DCR|4VULN|2DMG|1NUKE|1AART	1NUKE|259aVULN|39DMG|49LHND|6AART|7RMIN|8RCR|9BPWR
279	12151 51241	10	   	242.40	DCR|4VULN|2DMG|1NUKE|1AART	1NUKE|259aVULN|39DMG|49FEWX|6AART|7RMIN|8RCR|9BPWR
280	12151 51243	9	   	242.40	DCR|4VULN|2DMG|1NUKE|1AART	1NUKE|259aVULN|39DMG|49FEWX|6AART|7RMIN|8RCR|9BPWR
281	32415 33241	10	   	242.40	DCR|4VULN|2DMG|1AART	1RCVC|29LHND|379aVULN|4LEGI|5AART|6RCR|89DMG|9BPWR
282	32415 33243	9	   	242.40	DCR|4VULN|2DMG|1AART	1RCVC|29LHND|379aVULN|4LEGI|5AART|6RCR|89DMG|9BPWR
283	61361 11214	8	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|2ZMB|3CDMG|478VULN|5DMG|6RPLT|9RCR|aTLV
284	11113 43165	3	   	242.10	DCR|2VULN|2DMG|2DUR|2LIT|1NUKE|1AART|1SELL	1NUKE|2aDUR|35DMG|4SELL|6aLIT|7AART|8aVULN|9RCR|aBPWR
285	11223 43165	4	   	242.10	DCR|2VULN|2DMG|2DUR|2LIT|1NUKE|1AART|1SELL	1NUKE|2aDUR|3SELL|45DMG|6aLIT|7AART|8aVULN|9RCR|aBPWR
286	13361 11214	8	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG|1NUKE	1NUKE|2ASPD|3CDMG|478VULN|5DMG|6RPLT|9RCR|aTLV
287	13365 21214	8	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG|1NUKE	1NUKE|2ASPD|3CDMG|478VULN|5RPLT|6DMG|9RCR|aTLV
288	13441 11214	8	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG|1NUKE	1NUKE|2ASPD|378VULN|4CDMG|5DMG|6RPLT|9RCR|aTLV
289	12141 11214	8	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG|1NUKE	1NUKE|278VULN|3DMG|4CDMG|5ASPD|6RPLT|9RCR|aTLV
290	12145 21214	8	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG|1NUKE	1NUKE|278VULN|3DMG|4CDMG|5RPLT|6ASPD|9RCR|aTLV
291	33131 21324	1	   	241.90	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	12RCVC|35VULN|45TLV|5BPWR|6CDMG|7DMG|8ASPD|9RCR|aDUR
292	61112 31325	6	   	241.87	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1ASPD|2ZMB|3DMG|4DUR|578VULN|6RCR|9CDMG|aAART
293	63112 31325	6	   	241.87	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1ASPD|2MLV|3DMG|4DUR|578VULN|6RCR|9CDMG|aAART
294	31542 21324	5	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1RCVC|23TLV|3BPWR|45VULN|6CDMG|7DMG|8ASPD|9RCR|aDUR
295	13112 31325	6	   	241.77	DCR|3VULN|1DMG|1DUR|1CDMG|1NUKE|1AART	1NUKE|2ASPD|3DMG|4DUR|578VULN|6RCR|9CDMG|aAART
296	12141 62351	10	   	241.70	DCR|2VULN|2TLV|1DMG|2ASPD|1CDMG|1NUKE	1NUKE|26VULN|3DMG|4CDMG|56ASPD|6BPWR|7LIT|8aTLV|9RCR
297	21216 11414	1	   	241.35	DCR|4VULN|1TLV|1DMG	13BEXP|236aVULN|3BPWR|4DMG|5TLV|7RMIN|8LHND|9RCR
298	21216 14214	1	   	241.35	DCR|4VULN|1TLV|1DMG	13BEXP|236aVULN|3BPWR|4DMG|5TLV|7FEWX|8RMIN|9RCR
299	21216 12216	1	   	241.35	DCR|4VULN|1TLV|1DMG	13BEXP|2369VULN|3BPWR|4DMG|5TLV|7RPLT|8DMSP|aRCR
300	21216 16214	1	   	241.25	DCR|4VULN|1TLV|1DMG	13BEXP|236aVULN|3BPWR|4DMG|5TLV|7DUST|8RMIN|9RCR
301	21631 31315	1	   	241.25	DCR|4VULN|1TLV|1DMG	1BEXP|2678VULN|3DUST|4TLV|56LWND|6BPWR|9RCR|aDMG
302	21632 31315	1	   	241.25	DCR|4VULN|1TLV|1DMG	1BEXP|2678VULN|3DUST|4TLV|56FEWX|6BPWR|9RCR|aDMG
303	63133 31165	1	   	241.17	DCR|2VULN|2DMG|2CDMG|2ASPD|1AART	1aASPD|2LIT|3aVULN|48CDMG|5LHND|6AART|7aDMG|9RCR|aBPWR
304	21342 11625	1	   	241.15	DCR|4VULN|1TLV|1DMG	1BEXP|2459VULN|3BBNT|6CGEN|7TLV|8RCR|aDMG
305	23243 41314	2	   	241.15	DCR|4VULN|1TLV|1DMG	1BEXP|2DUST|3MLV|478aVULN|5TLV|6DMG|9RCR
306	21631 51315	1	   	241.15	DCR|4VULN|1TLV|1DMG	1BEXP|2678VULN|3DUST|4TLV|5LWND|9RCR|aDMG
307	33134 11315	1	   	241.15	DCR|4VULN|1TLV|1DMG	12RCVC|3578VULN|4TLV|6BBNT|9RCR|aDMG
308	31411 43225	4	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1RCVC|2TLV|3VULN|468DUR|5CDMG|7aDMG|9RCR
309	31421 43225	3	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1RCVC|2TLV|3VULN|468DUR|5CDMG|7aDMG|9RCR
310	31411 43225	6	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1RCVC|2TLV|3VULN|458DUR|6CDMG|7aDMG|9RCR
311	12244 63131	7	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|aLHND
312	12244 63132	7	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|aFEWX
313	12244 63331	8	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|aLHND
314	12244 63332	8	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|aFEWX
315	12243 21232	10	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8RMIN|9RCR|aDMG
316	12243 25121	5	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6DMG|7TLV|9RCR|aLHND
317	12243 25122	5	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6DMG|7TLV|9RCR|aFEWX
318	12243 36124	5	   	240.91	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|245aVULN|3SELL|4BPWR|6FEWX|7DMG|8TLV|9RCR
319	13112 31147	6	   	240.88	DCR|3VULN|2DUR|1DMG|2ASPD|1NUKE	1NUKE|2aASPD|3DMG|4aDUR|57aVULN|6RCR|8MBVNT|9TBNT|aBPWR
320	12244 63133	7	   	240.81	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|aDUST
321	12244 63333	8	   	240.81	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|aDUST
322	12243 21132	10	   	240.81	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8ERES|9RCR|aDMG
323	12243 25123	5	   	240.81	DCR|4VULN|1TLV|1DMG|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6DMG|7TLV|9RCR|aDUST
324	33422 12235	10	   	240.73	DCR|3VULN|2DUR|1TLV|1NUKE|1AART	1RCVC|2aCGEN|3TLV|4NUKE|58aVULN|6RCR|7aDUR|9AART|aBPWR
325	33422 16135	10	   	240.73	DCR|3VULN|2DUR|1TLV|1NUKE|1AART	1RCVC|2aCGEN|3TLV|4NUKE|57aVULN|6RCR|8aDUR|9AART|aBPWR
326	11153 15212	3	 * 	240.72	DCR|2VULN|3DUR|2DMG|1NUKE|1AART	1NUKE|245DUR|3aDMG|6RCR|7aVULN|8AART|9aLHND|aBPWR
327	11153 15252	3	   	240.72	DCR|2VULN|3DUR|2DMG|1NUKE|1AART	1NUKE|245DUR|3aDMG|6RCR|7aVULN|8AART|9aBEXP|aBPWR
328	31412 14631	10	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1RCVC|2TLV|35aVULN|49DUR|6RCR|7BEXP|8AART
