0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33323 28372	1	 * 	269.76	DCR|4VULN|1TLV|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|356aVULN|46LIT|6BPWR|7RCR|8TLV|9DMG
166	23623 52511	6	   	245.31	DCR|4VULN|1DMG|1CDMG	1FEWX|2DMG|3489VULN|5ASPD|6LIT|7CDMG|aRCR
167	23623 53111	6	   	245.31	DCR|4VULN|1DMG|1CDMG	1FEWX|2DMG|3479VULN|5ASPD|6LIT|8CDMG|aRCR
168	23623 53511	7	   	245.31	DCR|4VULN|1DMG|1CDMG	1FEWX|2DMG|3489VULN|5ASPD|6LIT|7CDMG|aRCR
169	13125 41352	2	   	245.09	DCR|3VULN|2TLV|1DMG	18LHND|2DMG|38aVULN|4ASPD|5LIT|68TLV|7DMSP|8BPWR|9RCR
170	23342 13425	6	   	245.00	DCR|2VULN|3DMG|1TLV|2ASPD	1FEWX|245DMG|35ASPD|5BPWR|6TLV|78VULN|9RCVC|aRCR
171	23342 12632	10	   	245.00	DCR|2VULN|3DMG|1TLV|2ASPD	1FEWX|245DMG|35ASPD|5BPWR|6TLV|7RCR|8LWND|9aVULN
172	33323 25324	1	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1CDMG|2MBVNT|356VULN|46LIT|6BPWR|7DUR|8TLV|9RPLT|aRCR
173	33323 28385	1	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1CDMG|2MBVNT|356VULN|46LIT|6BPWR|7RCR|8TLV|9FEWX|aDUR
174	33323 28315	1	   	244.80	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1CDMG|2MBVNT|356VULN|46LIT|6BPWR|7RCR|8TLV|9DUST|aDUR
175	32263 22115	6	   	244.79	DCR|3VULN|2TLV|2CDMG	13CDMG|2aTLV|4LIT|569VULN|7RCR|8ASPD
176	23623 22543	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|348VULN|5ASPD|6BEXP|7DUR|9RCR|aTLV
177	23624 43121	10	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|2DMG|348VULN|5DUR|6TLV|7MLV|9LIT|aRCR
178	32263 22614	8	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|568VULN|7DUR|9RCR|aLHND
179	32263 22616	8	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|568VULN|7DUR|9RCR|aFEWX
180	32263 22621	8	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|568VULN|7DUR|9ZMB|aRCR
181	32263 22661	9	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|568VULN|7DUR|9ZMB|aRCR
182	33348 23525	1	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2MBVNT|358VULN|45DUR|5BPWR|6RPLT|7RCR|9RCVC|aTLV
183	33348 23554	1	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2MBVNT|358VULN|45DUR|5BPWR|6RPLT|7RCR|9LWND|aTLV
184	33348 23574	1	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2MBVNT|358VULN|45DUR|5BPWR|6RPLT|7RCR|9BEXP|aTLV
185	32423 14431	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|3MLV|49DUR|578VULN|6BEXP|aRCR
186	32423 34421	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|3MLV|49DUR|578VULN|6LWND|aRCR
187	35413 31321	5	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|23DUR|4LWND|578VULN|6CGEN|9TLV|aRCR
188	35461 31321	3	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|23DUR|478VULN|5LHND|6CGEN|9TLV|aRCR
189	35463 31321	3	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|23DUR|478VULN|5LWND|6CGEN|9TLV|aRCR
190	32263 22611	8	   	244.56	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|568VULN|7DUR|9RCR|aLEGI
191	32263 22613	8	   	244.56	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|568VULN|7DUR|9RCR|aERES
192	32263 21514	6	   	244.56	DCR|3VULN|1TLV|2CDMG|1DUR	13CDMG|2TLV|4LIT|56aVULN|7TBNT|8RCR|9DUR
193	34151 21114	1	   	244.56	DCR|3VULN|3CDMG|1DMG|1DUR|1NUKE	135CDMG|2NUKE|459VULN|5BPWR|6DMG|7ASPD|8RCR|aDUR
194	31213 42131	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|346VULN|5TLV|79DUR|8LHND|aRCR
195	31213 43231	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|346VULN|5TLV|7LHND|89DUR|aRCR
196	31213 61311	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|348VULN|5TLV|6RCR|7CGEN|9aDUR
197	31213 63231	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|347VULN|5TLV|6RCR|89DUR|aRMIN
198	31213 63232	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|347VULN|5TLV|6RCR|89DUR|aFEWX
199	31213 63235	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|347VULN|5TLV|6RCR|89DUR|aCGEN
200	31213 63251	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|347VULN|5TLV|6RCR|8aDUR|9RMIN
201	32212 42131	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|346VULN|5ERES|79DUR|8LHND|aRCR
202	32212 43231	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|346VULN|5ERES|7LHND|89DUR|aRCR
203	32212 61311	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|348VULN|5ERES|6RCR|7CGEN|9aDUR
204	32212 63231	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|347VULN|5ERES|6RCR|89DUR|aRMIN
205	32212 63232	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|347VULN|5ERES|6RCR|89DUR|aFEWX
206	32212 63235	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|347VULN|5ERES|6RCR|89DUR|aCGEN
207	32212 63251	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|347VULN|5ERES|6RCR|8aDUR|9RMIN
208	32314 61411	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|3LEGI|49aVULN|57DUR|6RCR|8LWND
209	32314 61511	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|3LEGI|49aVULN|57DUR|6RCR|8FEWX
210	32314 61611	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|3LEGI|49aVULN|57DUR|6RCR|8LHND
211	33348 23544	1	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2MBVNT|358VULN|45DUR|5BPWR|6RPLT|7RCR|9DUST|aTLV
212	31213 33231	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|347VULN|5TLV|6BEXP|89DUR|aRCR
213	32212 33231	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|347VULN|5ERES|6BEXP|89DUR|aRCR
214	35214 31321	3	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|25DUR|3CGEN|478VULN|6LEGI|9TLV|aRCR
215	35614 31321	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|25DUR|3CGEN|478VULN|6LEGI|9TLV|aRCR
216	26643 22333	4	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1FEWX|2AART|3579VULN|4TLV|6RCR|8MLV|aCDMG
217	31213 63233	2	   	244.42	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2ERES|347VULN|5TLV|6RCR|89DUR|aDUST
218	32212 63233	2	   	244.42	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|347VULN|5ERES|6RCR|89DUR|aDUST
219	32314 61111	2	   	244.42	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|2TLV|3LEGI|49aVULN|57DUR|6RCR|8DUST
220	33323 26464	1	   	243.56	DCR|4VULN|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|3568VULN|46LIT|6BPWR|7DMG|9RCR|aLHND
221	33323 26465	1	   	243.56	DCR|4VULN|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|3568VULN|46LIT|6BPWR|7DMG|9RCR|aLWND
222	33323 26467	1	   	243.56	DCR|4VULN|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|3568VULN|46LIT|6BPWR|7DMG|9RCR|aFEWX
223	13623 23653	7	   	243.51	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1LHND|2DMG|3ZMB|467VULN|5AART|8RCR|9CDMG|aTLV
224	26643 22233	4	   	243.51	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1FEWX|2AART|357VULN|4TLV|6RCR|8RCVC|9CDMG|aDMG
225	33323 26461	1	   	243.46	DCR|4VULN|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|3568VULN|46LIT|6BPWR|7DMG|9RCR|aLEGI
226	33323 26463	1	   	243.46	DCR|4VULN|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|3568VULN|46LIT|6BPWR|7DMG|9RCR|aERES
227	33323 86462	1	   	243.46	DCR|4VULN|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|3568VULN|4aLIT|7DMG|9RCR
228	13152 22165	2	   	243.38	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LHND|2DMG|39VULN|4AART|5TLV|6RCR|7CDMG|8ASPD|aDUR
229	13152 25613	2	   	243.38	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LHND|2DMG|3aVULN|4AART|5TLV|6RCR|7LIT|8CDMG|9DUR
230	23162 25612	2	   	243.38	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1FEWX|2DMG|3aVULN|4AART|5TLV|6RCR|7LIT|8CDMG|9DUR
231	31113 61631	1	   	243.28	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1CDMG|2AART|3DUR|4ERES|56VULN|7DMG|8TLV|9LIT|aRCR
232	31143 61631	1	   	243.28	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1CDMG|2AART|3DUR|46VULN|5ERES|7DMG|8TLV|9LIT|aRCR
233	32261 41314	4	   	243.26	DCR|3VULN|1TLV|2CDMG|2LIT	13CDMG|2TLV|45LIT|6ASPD|7RCR|89aVULN
234	32263 52114	5	   	243.26	DCR|3VULN|1TLV|2CDMG|2LIT	13CDMG|2TLV|46LIT|59aVULN|7RCR|8ASPD
235	31213 15151	2	   	243.26	DCR|2VULN|2DMG|1TLV|1CDMG	1CDMG|2ERES|34VULN|5TLV|6LIT|79DMG|8ASPD|aRCR
236	32212 15151	2	   	243.26	DCR|2VULN|2DMG|1TLV|1CDMG	1CDMG|2TLV|34VULN|5ERES|6LIT|79DMG|8ASPD|aRCR
237	43162 35311	1	   	243.26	DCR|2VULN|2DMG|1TLV|1CDMG	1ERES|2LIT|3ASPD|4TLV|5CDMG|67DMG|89VULN|aRCR
238	31263 22614	6	   	243.22	DCR|4VULN|1DMG|2CDMG	13CDMG|2ERES|4LIT|569aVULN|7RCR|8DMG
239	32214 42411	2	   	243.15	DCR|4VULN|1TLV|1CDMG	1CDMG|2TLV|3469VULN|5ZMB|7LIT|8LWND|aRCR
240	32216 62224	2	   	243.05	DCR|4VULN|1TLV|1CDMG	1CDMG|2TLV|349aVULN|5BBNT|6RCR|7BEXP|8LIT
241	33323 88324	1	   	243.05	DCR|4VULN|1TLV|1CDMG	1CDMG|2MBVNT|356aVULN|4LIT|7RCR|8TLV|9CGEN
242	33323 88334	1	   	243.05	DCR|4VULN|1TLV|1CDMG	1CDMG|2MBVNT|3569VULN|4LIT|7RCR|8TLV|aLHND
243	33323 88337	1	   	243.05	DCR|4VULN|1TLV|1CDMG	1CDMG|2MBVNT|3569VULN|4LIT|7RCR|8TLV|aFEWX
244	33323 88338	1	   	243.05	DCR|4VULN|1TLV|1CDMG	1CDMG|2MBVNT|3569VULN|4LIT|7RCR|8TLV|aLWND
245	23223 31451	7	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aCGEN
246	23223 31456	7	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1aFEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR
247	23223 31651	8	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aCGEN
248	23223 31656	8	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1aFEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR
249	23223 34451	6	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aCGEN
250	51442 32333	9	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RMIN|26VULN|3FEWX|4DUST|56DMG|6BPWR|7DUR|8TLV|9RCR|aCDMG
251	23253 31121	10	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1FEWX|2DMG|34DUR|5ASPD|6TLV|78VULN|9LIT|aRCR
252	23354 51121	10	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1FEWX|2DMG|3ASPD|4TLV|56DUR|78VULN|9LIT|aRCR
253	23364 31121	10	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1FEWX|2DMG|3ASPD|45DUR|6TLV|78VULN|9LIT|aRCR
254	51341 36732	3	 * 	242.95	DCR|5VULN|1DMG|1AART	1RMIN|2459aVULN|3MBVNT|6AART|7DMG|8RCR
255	51344 46732	3	   	242.95	DCR|5VULN|1DMG|1AART	1RMIN|2469aVULN|3MBVNT|5AART|7DMG|8RCR
256	33323 88331	1	   	242.95	DCR|4VULN|1TLV|1CDMG	1CDMG|2MBVNT|3569VULN|4LIT|7RCR|8TLV|aLEGI
257	33323 88333	1	   	242.95	DCR|4VULN|1TLV|1CDMG	1CDMG|2MBVNT|3569VULN|4LIT|7RCR|8TLV|aERES
258	31213 46411	2	   	242.95	DCR|4VULN|1TLV|1CDMG	1CDMG|2ERES|3469VULN|5TLV|7MBVNT|8LIT|aRCR
259	32212 46411	2	   	242.95	DCR|4VULN|1TLV|1CDMG	1CDMG|2TLV|3469VULN|5ERES|7MBVNT|8LIT|aRCR
260	23223 31453	7	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aBBNT
261	23223 31454	7	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aDUST
262	23223 31455	6	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7ERES|9RCR|aTLV
263	23223 31653	8	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aBBNT
264	23223 31654	8	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aDUST
265	23223 34453	6	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|26DMG|3DUR|48VULN|5CDMG|7TLV|9RCR|aBBNT
266	31213 62366	2	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|2ERES|34VULN|5TLV|6RCR|7BEXP|8DUR|9aDMG
267	32212 62366	2	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|2TLV|34VULN|5ERES|6RCR|7BEXP|8DUR|9aDMG
268	32216 61326	2	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|2TLV|34VULN|5BBNT|6RCR|78DMG|9BELT|aDUR
269	32216 61362	2	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1CDMG|2TLV|34VULN|5BBNT|6RCR|78DMG|9DUR|aMLV
270	35432 26233	6	 * 	242.87	DCR|2VULN|3DUR|3CDMG|2LIT	179CDMG|237DUR|49FEWX|5ASPD|67LIT|79BPWR|89VULN|aRCR
271	51111 13236	10	   	242.71	DCR|3VULN|3DUR|2LIT|1AART	13RMIN|24aVULN|56aDUR|7AART|8RCR|9aLIT|aBPWR
272	16423 25223	2	   	242.66	DCR|3VULN|1TLV|1DUR|1AART	1LHND|2AART|3TLV|4ASPD|589VULN|6RCR|7LIT|aDUR
273	23342 33652	7	 * 	242.58	DCR|2VULN|3DMG|3ASPD|1DUR	16FEWX|245DMG|356ASPD|56BPWR|78VULN|9RCR|aDUR
274	41241 31361	1	   	242.45	DCR|3VULN|3DUR|2ASPD	1ERES|25ASPD|345DUR|5BPWR|6LIT|78aVULN|9RCR
275	32322 13661	3	 * 	242.38	DCR|3VULN|2TLV|3CDMG|1SELL	178CDMG|25TLV|3SELL|45aVULN|5BPWR|6ASPD|9RCR
276	33683 61114	1	   	242.30	DCR|2VULN|3DMG|1TLV|1CDMG	1CDMG|2MBVNT|3DLOT|467DMG|56VULN|6BPWR|8RCR|9BEXP|aTLV
277	23223 21555	7	 * 	242.22	DCR|1VULN|2DMG|2TLV|2DUR|2CDMG	1FEWX|26DMG|38DUR|4VULN|56CDMG|6BPWR|7aTLV|9RCR
278	23623 63135	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1FEWX|2DMG|347VULN|5ASPD|6CDMG|8LWND|9RCR|aTLV
279	32214 42511	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|346VULN|5ZMB|7LIT|8DMG|9RMIN|aRCR
280	31213 12611	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2ERES|349VULN|5TLV|6LIT|7RMIN|8DMG|aRCR
281	32212 12611	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|349VULN|5ERES|6LIT|7RMIN|8DMG|aRCR
282	32214 15311	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|349VULN|5ZMB|6LIT|7DMG|8ERES|aRCR
283	32216 62226	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|349VULN|5BBNT|6RCR|7BEXP|8LIT|aDMG
284	32312 62261	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LEGI|48aVULN|5LWND|6RCR|7ASPD|9DMG
285	32312 62311	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LEGI|49aVULN|5LWND|6RCR|7ASPD|8DMG
286	33323 88371	1	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|356VULN|4LIT|7RCR|8TLV|9DMG|aZMB
287	33323 88374	1	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|356VULN|4LIT|7RCR|8TLV|9DMG|aLWND
288	36212 15312	1	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|348VULN|5ERES|6LIT|7DMG|9RCR|aTLV
289	51516 13111	5	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1RMIN|279VULN|3LIT|4DMG|5TLV|6ERES|8CDMG|aRCR
290	31212 12615	2	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|25ERES|349VULN|6LIT|7RCR|8DMG|aTLV
291	31212 61615	2	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|25ERES|349VULN|6RCR|7LIT|8DMG|aTLV
292	33323 88373	1	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|356VULN|4LIT|7RCR|8TLV|9DMG|aERES
293	23653 21412	5	   	241.90	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18FEWX|2DMG|38VULN|4DUR|5CDMG|6TBNT|78TLV|8BPWR|9LIT|aRCR
294	13511 22511	5	   	241.85	DCR|3VULN|2DMG|1CDMG	1LHND|24DMG|3LIT|589VULN|6ASPD|7CDMG|aRCR
295	13511 23111	5	   	241.85	DCR|3VULN|2DMG|1CDMG	1LHND|24DMG|3LIT|579VULN|6ASPD|8CDMG|aRCR
296	13511 33111	7	   	241.85	DCR|3VULN|2DMG|1CDMG	1LHND|24DMG|3LIT|569VULN|7ASPD|8CDMG|aRCR
297	23623 53151	6	   	241.85	DCR|3VULN|2DMG|1CDMG	1FEWX|29DMG|347VULN|5ASPD|6LIT|8CDMG|aRCR
298	32241 11226	2	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1CDMG|27TLV|39VULN|4BBNT|5DUR|6RCR|8LIT|aDMG
299	23623 55121	10	   	241.65	DCR|3VULN|2DUR|1DMG	19FEWX|2DMG|349VULN|5ASPD|6LIT|79DUR|8RMIN|9BPWR|aRCR
300	32464 31311	5	   	241.57	DCR|2VULN|2DMG|1TLV|2CDMG	17CDMG|2TLV|37MLV|4ZMB|5LIT|67DMG|7BPWR|89VULN|aRCR
301	33323 88415	1	   	241.50	DCR|5VULN|2CDMG	18CDMG|2MBVNT|3569aVULN|4LIT|7RCR
302	32223 61412	2	   	241.47	DCR|2VULN|2DMG|1TLV|2CDMG	18CDMG|2TLV|38VULN|4FEWX|5BEXP|68DMG|7BBNT|8BPWR|9LIT|aRCR
303	32225 61412	2	   	241.47	DCR|2VULN|2DMG|1TLV|2CDMG	18CDMG|2TLV|38VULN|4FEWX|5LWND|68DMG|7BBNT|8BPWR|9LIT|aRCR
304	32222 15311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4FEWX|57DMG|6LIT|89VULN|aRCR
305	32222 55311	6	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4FEWX|57DMG|6LIT|89VULN|aRCR
306	32224 35311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4FEWX|5LIT|67DMG|89VULN|aRCR
307	32242 15311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LWND|57DMG|6LIT|89VULN|aRCR
308	32242 55311	6	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LWND|57DMG|6LIT|89VULN|aRCR
309	32244 35311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LWND|5LIT|67DMG|89VULN|aRCR
310	32261 35311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LIT|5LHND|67DMG|89VULN|aRCR
311	32263 35311	4	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LIT|5BEXP|67DMG|89VULN|aRCR
312	32263 35411	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LIT|59VULN|67DMG|8LWND|aRCR
313	32264 35311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LIT|5BEXP|67DMG|89VULN|aRCR
314	32266 35311	5	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LIT|5LWND|67DMG|89VULN|aRCR
315	23411 43152	7	   	241.34	DCR|2VULN|2DMG|2TLV|2CDMG	135FEWX|2aDMG|48VULN|6RCR|7aTLV|9aCDMG|aBPWR
316	23611 43152	7	   	241.34	DCR|2VULN|2DMG|2TLV|2CDMG	145FEWX|2aDMG|38VULN|6RCR|7aTLV|9aCDMG|aBPWR
317	32262 35311	4	   	241.27	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2TLV|4LIT|5DUST|67DMG|89VULN|aRCR
318	31213 15615	2	   	241.27	DCR|2VULN|2DMG|1TLV|2CDMG	1aCDMG|2ERES|34VULN|5TLV|6LIT|78DMG|9RCR
319	32212 15615	2	   	241.27	DCR|2VULN|2DMG|1TLV|2CDMG	1aCDMG|2TLV|34VULN|5ERES|6LIT|78DMG|9RCR
320	51151 51221	10	 * 	241.24	DCR|4VULN|2DMG	13RMIN|2568VULN|458MLV|58BPWR|78DMG|9LIT|aRCR
321	13543 61233	9	   	241.20	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	1LHND|2DMG|36LIT|48VULN|5aDUR|7TLV|9RCR
322	32342 42532	8	 * 	241.06	DCR|2VULN|2DUR|1TLV|2CDMG|2LIT|1SELL	17CDMG|2TLV|3SELL|47LIT|57DUR|6RPLT|7BPWR|8RCR|9aVULN
323	32216 63351	2	   	241.05	DCR|4VULN|1TLV|2CDMG	19CDMG|2TLV|3489VULN|5BBNT|6RCR|79ERES|9BPWR|aBEXP
324	32216 63352	2	   	241.05	DCR|4VULN|1TLV|2CDMG	19CDMG|2TLV|3489VULN|5BBNT|6RCR|79ERES|9BPWR|aFEWX
325	32216 63353	2	   	241.05	DCR|4VULN|1TLV|2CDMG	19CDMG|2TLV|3489VULN|5BBNT|6RCR|79ERES|9BPWR|aRCVC
326	13522 61162	3	   	241.04	DCR|4VULN|2DMG	18LHND|28DMG|3LIT|4CGEN|578aVULN|6BBNT|8BPWR|9RCR
327	33323 28346	1	   	241.00	DCR|3VULN|1TLV|3CDMG|2LIT	19aCDMG|2MBVNT|356VULN|46LIT|6BPWR|7RCR|8TLV
328	51324 38413	3	 * 	240.98	DCR|3VULN|2DUR|3LIT|2ASPD	1RMIN|27aVULN|3MBVNT|47ASPD|5BBNT|67aLIT|7aBPWR|8aDUR|9RCR
329	13623 23635	7	   	240.96	DCR|4VULN|1DMG|1DUR|1AART	1LHND|2DMG|3ZMB|4679VULN|5AART|8RCR|aDUR
330	23222 42453	8	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1FEWX|25DMG|378DUR|4VULN|6TLV|9CDMG|aRCR
331	23223 31533	7	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1FEWX|26DMG|389DUR|4VULN|5CDMG|7TLV|aRCR
332	23223 34533	6	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1FEWX|26DMG|389DUR|4VULN|5CDMG|7TLV|aRCR
333	23653 31533	7	   	240.95	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1FEWX|26DMG|3VULN|489DUR|5CDMG|7TLV|aRCR
334	13511 32252	6	   	240.94	DCR|4VULN|2DMG	1LHND|24DMG|3LIT|567aVULN|8LWND|9RCR
