0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42561 32321	5	 * 	273.85	DCR|4VULN|2TLV|2DUR|1CDMG	1CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|9aTLV
163	61312 61224	9	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|37DMG|46VULN|5LIT|8BEXP|9DUR|aRCR
164	61322 31233	9	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|38DMG|4LIT|59VULN|6DUR|7LHND|aRCR
165	61322 32234	9	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|38DMG|4LIT|59VULN|6DUR|7FEWX|aRCR
166	61322 33263	8	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|38DMG|4LIT|5aVULN|6DUR|7ZMB|9RCR
167	61322 53126	6	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|36DMG|4LIT|59VULN|7DUR|8BELT|aRCR
168	61322 61224	9	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|37DMG|4LIT|56VULN|8BEXP|9DUR|aRCR
169	61312 33364	8	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|3aDMG|48VULN|5LIT|6DUR|7ZMB|9RCR
170	61322 33364	8	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|3aDMG|4LIT|58VULN|6DUR|7ZMB|9RCR
171	61312 34263	8	   	245.63	DCR|2VULN|2DMG|2TLV|1DUR|1NUKE	12TLV|2BPWR|38DMG|4aVULN|5LIT|6DUR|7NUKE|9RCR
172	61322 34263	8	   	245.63	DCR|2VULN|2DMG|2TLV|1DUR|1NUKE	12TLV|2BPWR|38DMG|4LIT|5aVULN|6DUR|7NUKE|9RCR
173	61112 34252	7	   	245.63	DCR|2VULN|2DMG|3TLV|1DUR	12aTLV|2aBPWR|3ERES|4aVULN|5LIT|6DUR|7aDMG|8RCR|9MBVNT
174	61112 35252	6	   	245.63	DCR|2VULN|2DMG|3TLV|1DUR	12aTLV|2aBPWR|3ERES|4aVULN|5LIT|6DUR|7aDMG|8RCR|9MBVNT
175	15333 16313	6	   	245.45	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR|1SELL	1DMSP|29ASPD|39DMG|4TLV|5SELL|6CGEN|7RCR|89VULN|9BPWR|aDUR
176	15333 26313	5	   	245.45	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR|1SELL	1DMSP|29ASPD|39DMG|4TLV|5SELL|6MLV|7RCR|89VULN|9BPWR|aDUR
177	64511 13334	5	   	245.42	DCR|4VULN|2TLV|2ASPD	19TLV|2ERES|3689VULN|49ASPD|5MBVNT|7RMIN|9BPWR|aRCR
178	64511 42214	8	   	245.14	DCR|2VULN|3DMG|2TLV	1aTLV|2ERES|3aVULN|4ASPD|5MBVNT|6RCR|7BEXP|89aDMG|aBPWR
179	11623 15216	1	   	245.14	DCR|2VULN|3DMG|2TLV	1DMSP|2TBNT|367DMG|47TLV|57VULN|7BPWR|8LIT|9BBNT|aRCR
180	42561 13213	5	 * 	244.90	DCR|3VULN|2DUR|1DMG|2CDMG	18CDMG|24DUR|349VULN|4BPWR|5DMSP|6DMG|7LWND|aRCR
181	61311 25363	5	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|47aVULN|5LWND|6ASPD|8LIT|9RCR
182	61312 15363	5	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|47aVULN|5LIT|6FEWX|8ASPD|9RCR
183	61313 25363	4	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|47aVULN|5FEWX|6ASPD|8LIT|9RCR
184	61313 25363	5	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|47aVULN|5BEXP|6ASPD|8LIT|9RCR
185	61322 15363	5	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|4LIT|57aVULN|6FEWX|8ASPD|9RCR
186	61324 32363	3	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|4ASPD|56aVULN|7BEXP|8LIT|9RCR
187	61333 25363	3	   	244.89	DCR|3VULN|2TLV|1DMG	12TLV|2BPWR|3DMG|47aVULN|5FEWX|6ASPD|8LIT|9RCR
188	11336 23653	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2CGEN|3DMG|4TLV|57aVULN|6DUR|8RCR|9LIT
189	12532 23263	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2FEWX|34aVULN|5LIT|6DUR|7DMG|8RCR|9TLV
190	12532 23364	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2FEWX|348VULN|5LIT|6DUR|7DMG|9TLV|aRCR
191	22532 24263	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	12BEXP|34aVULN|5LIT|6DUR|7DMG|8RCR|9TLV
192	34532 23263	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	13FEWX|24aVULN|5LIT|6DUR|7DMG|8RCR|9TLV
193	15215 33326	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2ASPD|357VULN|4DUR|6RCVC|8DMG|9TLV|aRCR
194	15215 33342	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2ASPD|357VULN|4DUR|6RCVC|8DMG|9RCR|aTLV
195	62112 11216	5	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	16TLV|2FEWX|3DUR|4RPLT|567VULN|6BPWR|8LHND|9DMG|aRCR
196	63112 11216	5	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	16TLV|2BEXP|3DUR|4RPLT|567VULN|6BPWR|8LHND|9DMG|aRCR
197	42562 33122	9	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|24DUR|347VULN|4BPWR|5DUST|6BELT|8RPLT|9RCR|aTLV
198	61241 23224	4	   	244.53	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4FEWX|5CGEN|68ASPD|7RCR|9DMG
199	61261 23224	4	   	244.53	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4LHND|5CGEN|68ASPD|7RCR|9DMG
200	61261 23224	3	   	244.53	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4CGEN|5LHND|68ASPD|7RCR|9DMG
201	61263 23224	3	   	244.53	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4CGEN|5FEWX|68ASPD|7RCR|9DMG
202	61211 23224	3	   	244.43	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4DUST|5CGEN|68ASPD|7RCR|9DMG
203	61214 31464	4	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|358VULN|4RCVC|6DUR|7MBVNT|9DMG|aRCR
204	61216 31464	5	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|358VULN|4RCVC|6DUR|7MBVNT|9DMG|aRCR
205	61221 23224	4	   	244.43	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4DUST|5CGEN|68ASPD|7RCR|9DMG
206	61226 23224	5	   	244.43	DCR|3VULN|3TLV|1DMG|2ASPD	128TLV|28BPWR|38aVULN|4DUST|5CGEN|68ASPD|7RCR|9DMG
207	61321 35363	3	   	244.30	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR	12TLV|2BPWR|3DMG|45ASPD|6DUR|7aVULN|8LIT|9RCR
208	11161 32216	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|356DUR|468VULN|6BPWR|7TLV|9BEXP|aRCR
209	11161 32236	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|356DUR|468VULN|6BPWR|7TLV|9FEWX|aRCR
210	11331 32216	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|368VULN|456DUR|6BPWR|7TLV|9BEXP|aRCR
211	11331 32236	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|368VULN|456DUR|6BPWR|7TLV|9FEWX|aRCR
212	14161 32216	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|356DUR|468VULN|6BPWR|7TLV|9BEXP|aRCR
213	14161 32236	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|356DUR|468VULN|6BPWR|7TLV|9FEWX|aRCR
214	14331 32216	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|368VULN|456DUR|6BPWR|7TLV|9BEXP|aRCR
215	14331 32236	1	   	244.20	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|368VULN|456DUR|6BPWR|7TLV|9FEWX|aRCR
216	42226 23162	10	 * 	244.16	DCR|3VULN|3DUR|3CDMG|1SELL	179CDMG|279DUR|3CGEN|4BEXP|5BELT|679VULN|79BPWR|8SELL|aRCR
217	11336 23223	6	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|28CGEN|38DMG|4TLV|5aVULN|68DUR|7RCR|8BPWR|9RCVC
218	23123 66412	7	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	18BEXP|28DUR|3LWND|4BELT|59DMG|6RCR|78VULN|8BPWR|aTLV
219	11336 21623	7	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|27CGEN|37DMG|4TLV|5aVULN|67DUR|7BPWR|8RCR|9RCVC
220	11336 22623	6	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|27CGEN|37DMG|4TLV|5aVULN|67DUR|7BPWR|8RCR|9RCVC
221	42531 32235	2	 * 	244.12	DCR|2VULN|3DUR|3CDMG|2LIT|1AART	13aCDMG|237DUR|3aBPWR|4aVULN|5aLIT|6RCR|8AART|9RPLT
222	11161 32226	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|356DUR|468VULN|6BPWR|7TLV|9LEGI|aRCR
223	11161 34444	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|356DUR|46aVULN|6BPWR|7RCR|8MBVNT|9TLV
224	11331 32226	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|368VULN|456DUR|6BPWR|7TLV|9LEGI|aRCR
225	11331 34444	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2TBNT|36aVULN|456DUR|6BPWR|7RCR|8MBVNT|9TLV
226	14161 32226	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|356DUR|468VULN|6BPWR|7TLV|9LEGI|aRCR
227	14331 32226	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|368VULN|456DUR|6BPWR|7TLV|9LEGI|aRCR
228	14331 34444	1	   	244.10	DCR|3VULN|3DUR|1TLV	1DMSP|2BBNT|36aVULN|456DUR|6BPWR|7RCR|8MBVNT|9TLV
229	11336 23543	6	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|2CGEN|39DMG|4TLV|5aVULN|68DUR|7RCR
