0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53211 23256	3	 * 	275.01	DCR|3VULN|2DMG|2DUR|2AART|2LIT	1BELT|29DUR|3aAART|46DMG|569VULN|69BPWR|79LIT|8RCR
172	13315 31216	7	   	245.75	DCR|4VULN|1TLV|1DUR	17FEWX|2DUR|3LIT|4589VULN|6RCR|aTLV
173	13315 33216	8	   	245.75	DCR|4VULN|1TLV|1DUR	18FEWX|2DUR|3LIT|4579VULN|6RCR|aTLV
174	13315 33244	10	   	245.75	DCR|4VULN|1TLV|1DUR	18FEWX|2DUR|3LIT|457aVULN|6RCR|9TLV
175	13315 33316	7	   	245.75	DCR|4VULN|1TLV|1DUR	18FEWX|2DUR|3LIT|4579VULN|6RCR|aTLV
176	13315 33636	10	   	245.75	DCR|4VULN|1TLV|1DUR	1FEWX|2DUR|3LIT|4579VULN|6RCR|8ZMB|aTLV
177	22424 31343	9	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|2CGEN|3RPLT|4TLV|579aVULN|6DUR|8RCR
178	26123 36226	9	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|268aVULN|3DUR|4ZMB|5LWND|7RCR|9TLV
179	26313 36223	9	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|268aVULN|3CGEN|4DUR|5LWND|7RCR|9TLV
180	21313 34233	8	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|2LHND|3TLV|4DUR|5LWND|6789VULN|aRCR
181	26153 11523	10	   	245.70	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	19ASPD|29VULN|3DUR|45BELT|6LWND|79DMG|8RCR|9BPWR|aTLV
182	13315 33432	7	   	245.65	DCR|4VULN|1TLV|1DUR	1FEWX|2DUR|3LIT|457aVULN|6RCR|8BBNT|9TLV
183	23216 34513	3	 * 	245.62	DCR|4VULN|2TLV|2ASPD	17ASPD|24BEXP|3679VULN|57TLV|7BPWR|8DMSP|aRCR
184	23236 34513	3	   	245.62	DCR|4VULN|2TLV|2ASPD	17ASPD|2BEXP|3679VULN|4RCVC|57TLV|7BPWR|8DMSP|aRCR
185	26115 22513	2	   	245.59	DCR|2VULN|2DMG|2TLV|2ASPD|1SELL	18ASPD|29VULN|38TLV|4LIT|5CGEN|6SELL|78DMG|8BPWR|aRCR
186	26321 31442	2	   	245.52	DCR|4VULN|2TLV|2ASPD	19ASPD|289aVULN|3BBNT|4FEWX|5CGEN|6RCR|79TLV|9BPWR
187	25316 14333	2	   	245.31	DCR|4VULN|1DMG|1CDMG	1ASPD|2CDMG|3DMG|4569VULN|7RCR|8LHND|aLIT
188	26214 53133	7	   	245.31	DCR|4VULN|1DMG|1CDMG	1ASPD|2369VULN|4LHND|5DMG|7RCR|8CDMG|aLIT
