0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22223 21652	7	 * 	252.80	DCR|4VULN|2DMG|2CDMG	1RPLT|2aDMG|35CGEN|456aVULN|5aBPWR|7MBVNT|8RCR|9aCDMG
164	23325 21114	2	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9TLV|aLHND
165	23325 21116	2	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9TLV|aMLV
166	33162 62121	1	   	229.84	DCR|5VULN|1LIT|1ASPD	1BEXP|2489aVULN|3BBNT|5ASPD|6LIT|7RCR
167	22325 21113	1	   	229.84	DCR|3VULN|1TLV|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9TLV|aDUST
168	23325 21113	2	   	229.84	DCR|3VULN|1TLV|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9TLV|aDUST
169	21543 13262	10	   	229.76	DCR|3VULN|1TLV|2CDMG|1AART	1RPLT|257ERES|357VULN|4RMIN|57BPWR|67CDMG|8AART|9TLV|aRCR
170	22316 51233	2	   	229.71	DCR|2VULN|2DMG|1TLV|1LIT|1ASPD	1RPLT|26DMG|3ASPD|4RCVC|5TLV|7RCR|89VULN|aLIT
171	22533 52631	7	   	229.71	DCR|2VULN|2DMG|1TLV|1LIT|1ASPD	1RPLT|28DMG|39VULN|4LHND|5TLV|6LIT|7ASPD|aRCR
172	33322 36412	1	   	229.59	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1BEXP|2aVULN|3TLV|4AART|5CGEN|68DUR|7RCR|9CDMG
173	33324 36412	1	   	229.59	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1BEXP|2aVULN|3TLV|4AART|58DUR|6CGEN|7RCR|9CDMG
174	12312 16355	8	 * 	229.50	DCR|4VULN|1TLV|1LIT	1CGEN|2LWND|358aVULN|4LIT|6BELT|7TLV|9RCR
175	33324 13412	1	   	229.49	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1BEXP|2aVULN|3TLV|4AART|58DUR|6ERES|7RCR|9CDMG
176	32663 31431	10	   	229.37	DCR|2VULN|3DUR|1TLV|1AART	1aBEXP|249DUR|3TLV|5AART|6aFEWX|7RCR|8aVULN|aBPWR
177	22551 21622	3	   	229.35	DCR|2VULN|2DMG|1TLV|2ASPD	1RPLT|2aDMG|3aVULN|46RCVC|5TLV|7ERES|8RCR|9aASPD|aBPWR
178	32334 33442	5	   	229.35	DCR|2VULN|2DMG|1TLV|1DUR	1BEXP|2DUR|3aDUST|4aVULN|5FEWX|6RCR|7aDMG|8LHND|9TLV|aBPWR
179	32335 33442	4	   	229.35	DCR|2VULN|2DMG|1TLV|1DUR	1BEXP|2DUR|3aDUST|4aVULN|5FEWX|6RCR|7aDMG|8LHND|9TLV|aBPWR
180	32665 23313	5	   	229.27	DCR|2VULN|3DUR|1TLV|1AART	18BEXP|248DUR|3TLV|5CGEN|68VULN|7TBNT|8BPWR|9AART|aRCR
181	32665 23313	6	   	229.27	DCR|2VULN|3DUR|1TLV|1AART	18BEXP|248DUR|3TLV|5CGEN|68VULN|7TBNT|8BPWR|9AART|aRCR
182	23666 32331	9	   	229.22	DCR|2VULN|2TLV|2DUR|2LIT|1NUKE	1RPLT|2aDUR|3aLIT|4ERES|56VULN|7NUKE|8aTLV|9RCR|aBPWR
183	32365 24313	2	   	229.17	DCR|2VULN|3DUR|1TLV|1AART	18BEXP|258DUR|3TLV|4ERES|68VULN|7TBNT|8BPWR|9AART|aRCR
184	32364 34313	2	   	229.17	DCR|2VULN|3DUR|1TLV|1AART	18BEXP|268DUR|3TLV|4ERES|58VULN|7TBNT|8BPWR|9AART|aRCR
185	25336 36132	3	   	229.15	DCR|2VULN|2DMG|2ASPD|1DUR|1AART	1RPLT|28ASPD|3FEWX|4BELT|58DMG|6RCR|78VULN|8BPWR|9DUR|aAART
186	22223 21634	7	   	228.70	DCR|4VULN|1DMG|1CDMG	1RPLT|2DMG|35CGEN|4569VULN|5BPWR|7MBVNT|8RCR|aCDMG
187	22223 21656	7	   	228.70	DCR|4VULN|1DMG|1CDMG	1RPLT|2DMG|35CGEN|456aVULN|5BPWR|7MBVNT|8RCR|9CDMG
188	21325 21156	1	   	228.60	DCR|4VULN|1DMG|1CDMG	1RPLT|2FEWX|3TBNT|4CDMG|5689VULN|7RCR|aDMG
189	36612 11134	6	   	228.55	DCR|3VULN|1TLV|2LIT|1CDMG	1BEXP|2DUST|3TLV|46LIT|579VULN|8CDMG|aRCR
190	22326 12424	10	   	228.51	DCR|3VULN|1TLV|1DMG|1LIT	1RPLT|2DMG|3FEWX|4LIT|5BELT|6TLV|78aVULN|9RCR
191	22223 21871	10	   	228.51	DCR|3VULN|1TLV|1DMG|1ASPD	1RPLT|2DMG|35CGEN|456VULN|5BPWR|7MBVNT|8ASPD|9RCR|aTLV
192	43322 63343	7	   	228.51	DCR|3VULN|1TLV|1DMG|1ASPD	1RCVC|2ZMB|3ASPD|468VULN|5FEWX|7DMG|9RCR|aTLV
193	43322 64133	8	   	228.51	DCR|3VULN|1TLV|1DMG|1ASPD	1RCVC|2ZMB|3ASPD|468VULN|5FEWX|7RCR|9DMG|aTLV
194	22253 21451	5	   	228.40	DCR|3VULN|2DMG|1LIT|1ASPD	1RPLT|27DMG|37CGEN|4BEXP|5LIT|678VULN|7BPWR|9ASPD|aRCR
195	22324 21451	5	   	228.40	DCR|3VULN|2DMG|1LIT|1ASPD	1RPLT|27DMG|37FEWX|4LIT|5MLV|678VULN|7BPWR|9ASPD|aRCR
196	22323 12134	8	   	228.37	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1RPLT|2DMG|3FEWX|4LIT|5aVULN|6TLV|7ASPD|8DUR|9RCR
197	22513 52134	8	   	228.37	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1RPLT|2DMG|3aVULN|4FEWX|5TLV|6LIT|7ASPD|8DUR|9RCR
198	22532 41312	3	   	228.31	DCR|2VULN|3DMG|2ASPD|1AART|1SELL	1RPLT|28aDMG|3aVULN|4BELT|5aASPD|6SELL|7RCR|9AART|aBPWR
199	22253 21451	3	   	228.30	DCR|3VULN|2DMG|1LIT|1ASPD	1RPLT|27DMG|37CGEN|4LIT|5DUST|678VULN|7BPWR|9ASPD|aRCR
200	32325 11512	2	   	228.27	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1BEXP|2DUR|3TLV|4LIT|5BBNT|6RCR|78VULN|9DMG|aASPD
201	32615 11512	4	   	228.27	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1BEXP|2DUR|3TLV|4LIT|5BBNT|6RCR|78VULN|9DMG|aASPD
202	32625 11512	3	   	228.27	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1BEXP|2DUR|3TLV|4LIT|5BBNT|6RCR|78VULN|9DMG|aASPD
203	34341 11512	1	   	228.27	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1BEXP|2BBNT|3TLV|4DUR|5LIT|6RCR|78VULN|9DMG|aASPD
204	36325 11512	1	   	228.27	DCR|2VULN|1TLV|1DMG|1DUR|1LIT|1ASPD	1BEXP|2DUR|3TLV|4LIT|5BBNT|6RCR|78VULN|9DMG|aASPD
205	21363 31451	2	   	228.20	DCR|3VULN|2DMG|1LIT|1ASPD	1RPLT|27ERES|378VULN|4LIT|5LWND|67DMG|7BPWR|9ASPD|aRCR
206	22513 31542	9	 * 	228.18	DCR|3VULN|2TLV|1DMG	1RPLT|2DMG|38aVULN|4FEWX|56TLV|7DLOT|9RCR
207	22513 31543	10	   	228.18	DCR|3VULN|2TLV|1DMG	1RPLT|2DMG|38aVULN|4FEWX|56TLV|7DLOT|9RCR
208	22533 31542	9	   	228.18	DCR|3VULN|2TLV|1DMG	1RPLT|2DMG|38aVULN|4LHND|56TLV|7DLOT|9RCR
209	22533 31543	10	   	228.18	DCR|3VULN|2TLV|1DMG	1RPLT|2DMG|38aVULN|4LHND|56TLV|7DLOT|9RCR
210	22225 61611	4	   	228.15	DCR|2VULN|2DMG|1TLV|2LIT	16RPLT|2aDMG|3CGEN|4aVULN|5TLV|7BEXP|8RCR|9aLIT|aBPWR
211	33324 26411	1	   	228.11	DCR|1VULN|2DUR|1TLV|1DMG|1CDMG|1AART|1ASPD	1BEXP|2VULN|3TLV|4AART|58DUR|6ASPD|7RCR|9CDMG|aDMG
212	22153 21451	2	   	228.10	DCR|3VULN|2DMG|1LIT|1ASPD	1RPLT|27DMG|37ERES|4LIT|5DUST|678VULN|7BPWR|9ASPD|aRCR
213	22323 21881	9	   	228.05	DCR|2VULN|2DMG|1TLV|2LIT	1RPLT|29DMG|3FEWX|49LIT|59VULN|6RMIN|7MBVNT|8RCR|9BPWR|aTLV
214	23413 15251	8	   	228.01	DCR|2VULN|3DUR|1TLV|1LIT	1RPLT|248DUR|3FEWX|58MLV|68VULN|7RCR|8BPWR|9LIT|aTLV
215	32622 35162	7	   	228.01	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|28aDUR|3TLV|4ZMB|5aLWND|6ASPD|7aVULN|9RCR|aBPWR
216	32622 35262	8	   	228.01	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|28aDUR|3TLV|4ZMB|5aLWND|6ASPD|7aVULN|9RCR|aBPWR
217	22512 51831	8	   	227.95	DCR|2VULN|2DMG|1TLV|2LIT	1RPLT|29DMG|39VULN|4FEWX|5ERES|69LIT|7MBVNT|8RCR|9BPWR|aTLV
218	22223 21622	6	   	227.94	DCR|3VULN|2DMG|2ASPD	1RPLT|2aDMG|35aCGEN|456VULN|5aBPWR|7ERES|8RCR|9aASPD
219	22223 26622	7	   	227.94	DCR|3VULN|2DMG|2ASPD	1RPLT|2aDMG|35aCGEN|456VULN|5aBPWR|7ERES|8RCR|9aASPD
220	22432 35151	2	   	227.94	DCR|3VULN|2DMG|2ASPD	1RPLT|28DMG|3LHND|4BELT|58ASPD|6RCR|78aVULN|8BPWR|9BEXP
221	22432 35161	2	   	227.94	DCR|3VULN|2DMG|2ASPD	1RPLT|28DMG|3LHND|4BELT|58ASPD|6RCR|78aVULN|8BPWR|9LWND
222	32131 22335	5	   	227.84	DCR|3VULN|2DMG|1DUR	1BEXP|2DUR|3LHND|48aVULN|59DMG|6RCR|7DMSP
223	22553 23622	5	   	227.84	DCR|3VULN|2DMG|2ASPD	1RPLT|2aDMG|35aVULN|45ERES|5aBPWR|6RCVC|7MLV|8RCR|9aASPD
224	15234 11142	4	   	227.81	DCR|2VULN|3DUR|1TLV|1NUKE|1LIT	17CGEN|237DUR|47VULN|5NUKE|6DLOT|7BPWR|8TLV|9RCR|aLIT
225	32111 51316	10	   	227.81	DCR|2VULN|3DUR|1TLV|1LIT	1BEXP|248DUR|3LHND|5TLV|6aVULN|7LIT|9RCR
226	32612 53316	10	   	227.81	DCR|2VULN|3DUR|1TLV|1LIT	1BEXP|268DUR|3TLV|4LIT|5aVULN|7LWND|9RCR
227	32131 25345	5	   	227.74	DCR|3VULN|2DMG|1DUR	1BEXP|2DUR|3LHND|48aVULN|59DMG|6RCR|7TBNT
228	32355 21364	6	   	227.71	DCR|2VULN|3DUR|1TLV|1LIT	1BEXP|268DUR|3DUST|4LIT|56VULN|6BPWR|7MBVNT|9TLV|aRCR
229	32331 21335	5	   	227.64	DCR|3VULN|2DMG|1DUR	1BEXP|2DUR|37DUST|48aVULN|59DMG|6RCR
230	22335 21344	8	   	227.59	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDMG|3aFEWX|47DUR|5LHND|6RCR|8aVULN|9AART|aBPWR
231	32131 52344	4	   	227.59	DCR|2VULN|2DMG|2DUR|1AART	1aBEXP|2aDUR|3LHND|47VULN|5RPLT|6aDMG|8RCR|9AART|aBPWR
232	22141 31344	1	   	227.59	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aVULN|46FEWX|5LHND|7aDMG|8RCR|9AART|aBPWR
233	23141 31344	2	   	227.59	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aVULN|46FEWX|5LHND|7aDMG|8RCR|9AART|aBPWR
234	23231 52344	3	   	227.59	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aBEXP|47VULN|5LHND|6aDMG|8RCR|9AART|aBPWR
235	22121 41344	1	   	227.49	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aVULN|4DUST|5LHND|6RCVC|7aDMG|8RCR|9AART|aBPWR
236	23121 41344	2	   	227.49	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aVULN|4DUST|5LHND|6RCVC|7aDMG|8RCR|9AART|aBPWR
237	22231 52344	1	   	227.39	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aDUST|47VULN|5LHND|6aDMG|8RCR|9AART|aBPWR
238	23231 52344	2	   	227.39	DCR|2VULN|2DMG|2DUR|1AART	1RPLT|2aDUR|3aDUST|47VULN|5LHND|6aDMG|8RCR|9AART|aBPWR
239	12355 26232	4	 * 	227.34	DCR|3VULN|3DMG	1aCGEN|2LWND|38aVULN|49aDMG|5RMIN|6RCR|7LEGI|aBPWR
240	12356 26232	5	   	227.34	DCR|3VULN|3DMG	1aCGEN|2LWND|38aVULN|49aDMG|5RMIN|6RCR|7LEGI|aBPWR
241	22223 13265	10	   	227.23	DCR|2VULN|1TLV|1DMG|1CDMG|1AART|1ASPD	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|7TLV|8ASPD|9RCR|aAART
242	22223 13352	7	   	227.23	DCR|2VULN|1TLV|1DMG|1CDMG|1AART|1LIT	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|7TLV|8LIT|9AART|aRCR
243	22261 23344	10	   	227.20	DCR|2VULN|3DMG|1DUR|1LIT	1RPLT|246DMG|34CGEN|4BPWR|5LIT|7DUR|89VULN|aRCR
244	22432 35123	2	   	227.20	DCR|2VULN|3DMG|2ASPD|1LIT	1RPLT|28aDMG|3LHND|4BELT|58ASPD|6RCR|78VULN|8BPWR|9LIT
245	15233 43211	10	 * 	227.05	ACR|3VULN|2DUR|1TLV|1DMG|1ASPD	1CGEN|23DUR|469VULN|5RCR|7TLV|8ASPD|aDMG
246	15233 43213	9	   	227.05	ACR|3VULN|2DUR|1TLV|1DMG|1ASPD	1CGEN|23DUR|469VULN|5RCR|7TLV|8ASPD|aDMG
247	22553 13352	7	   	227.03	DCR|2VULN|1TLV|1DMG|1CDMG|1AART|1LIT	1RPLT|2DMG|35VULN|45ERES|5BPWR|6CDMG|7TLV|8LIT|9AART|aRCR
248	33355 26211	1	   	227.03	DCR|2VULN|1TLV|1DMG|1CDMG|1AART|1ASPD	1BEXP|28VULN|3TLV|4DUST|5AART|6ASPD|7RCR|9CDMG|aDMG
249	15232 21243	5	   	227.02	DCR|2VULN|3DUR|1DMG|1CDMG	1CGEN|236DUR|46VULN|5BELT|6BPWR|7ERES|8CDMG|9DMG|aRCR
250	11254 12112	9	   	226.97	DCR|2VULN|3DUR|1DMG|1CDMG|1SELL	1aCGEN|2BEXP|38aDUR|4SELL|5DMG|6CDMG|7RCR|9aVULN|aBPWR
251	14254 12112	9	   	226.97	DCR|2VULN|3DUR|1DMG|1CDMG|1SELL	1aCGEN|2FEWX|38aDUR|4SELL|5DMG|6CDMG|7RCR|9aVULN|aBPWR
252	23222 26333	9	   	226.93	DCR|3VULN|2DUR|1CDMG|1ASPD	1RPLT|29DUR|39BEXP|4BELT|5ASPD|6CDMG|789VULN|9BPWR|aRCR
253	22432 35113	2	 * 	226.92	DCR|2VULN|2DMG|3ASPD|1DUR	1RPLT|28DMG|3LHND|4BELT|58aASPD|6RCR|78VULN|8BPWR|9DUR
254	44113 32262	1	   	226.82	DCR|2VULN|2DMG|3ASPD|1DUR	1RCVC|23aASPD|4DUR|5aVULN|6LWND|7RCR|8ERES|9aDMG|aBPWR
255	12312 34144	6	   	226.73	DCR|3VULN|2DUR|1CDMG|1LIT	1CGEN|2LWND|356VULN|4LIT|79DUR|8CDMG|aRCR
256	12312 34144	7	   	226.73	DCR|3VULN|2DUR|1CDMG|1LIT	1CGEN|2LWND|356VULN|4LIT|79DUR|8CDMG|aRCR
257	15112 51124	6	   	226.73	DCR|3VULN|2DUR|1CDMG|1LIT	1CGEN|26DUR|3LWND|4LIT|579VULN|8CDMG|aRCR
258	15116 31124	6	   	226.73	DCR|3VULN|2DUR|1CDMG|1LIT	1CGEN|25DUR|3LWND|4LIT|679VULN|8CDMG|aRCR
259	22162 26341	1	   	226.73	DCR|3VULN|2DUR|1CDMG|1LIT	1RPLT|25DUR|348VULN|6RCVC|7CDMG|9RCR|aLIT
260	23162 26341	2	   	226.73	DCR|3VULN|2DUR|1CDMG|1LIT	1RPLT|25DUR|348VULN|6RCVC|7CDMG|9RCR|aLIT
261	43222 52132	9	   	226.70	DCR|3VULN|3DUR|1ASPD	1RCVC|29aZMB|3CGEN|49aVULN|5FEWX|6ASPD|7RCR|89aDUR|9aBPWR
262	43324 52132	9	   	226.70	DCR|3VULN|3DUR|1ASPD	1RCVC|29aZMB|3ASPD|49aVULN|5CGEN|6FEWX|7RCR|89aDUR|9aBPWR
263	22513 21844	5	   	226.65	DCR|2VULN|2DMG|1TLV|1CDMG	1RPLT|27DMG|38VULN|4FEWX|5TLV|6MBVNT|9RCR|aCDMG
264	22523 21844	5	   	226.65	DCR|2VULN|2DMG|1TLV|1CDMG	1RPLT|27DMG|38VULN|4BEXP|5TLV|6MBVNT|9RCR|aCDMG
265	22511 41411	5	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4FEWX|5ZMB|67LIT|7BPWR|9MLV|aRCR
266	22511 51411	6	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4FEWX|5ZMB|67LIT|7BPWR|9MLV|aRCR
267	22512 41411	4	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4FEWX|5ZMB|67LIT|7BPWR|9MLV|aRCR
268	22521 41411	5	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4BEXP|5ZMB|67LIT|7BPWR|9MLV|aRCR
269	22522 41411	4	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4BEXP|5ZMB|67LIT|7BPWR|9MLV|aRCR
270	22531 41411	5	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4LHND|5ZMB|67LIT|7BPWR|9MLV|aRCR
271	22531 51411	6	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4LHND|5ZMB|67LIT|7BPWR|9MLV|aRCR
272	22532 41411	4	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|27DMG|378VULN|4LHND|5ZMB|67LIT|7BPWR|9MLV|aRCR
273	22223 31611	6	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|2aDMG|35CGEN|45aVULN|5aBPWR|6ERES|7BEXP|8RCR|9aLIT
274	22223 34331	9	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|2aDMG|35CGEN|45aVULN|5aBPWR|6ERES|7LWND|8aLIT|9RCR
275	22223 35331	9	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|2aDMG|35CGEN|45aVULN|5aBPWR|6ERES|7FEWX|8aLIT|9RCR
276	22223 61611	5	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|2aDMG|35CGEN|45aVULN|5aBPWR|6ERES|7BEXP|8RCR|9aLIT
277	22226 61611	4	   	226.64	DCR|3VULN|2DMG|2LIT	1RPLT|2aDMG|35CGEN|45aVULN|5aBPWR|6ERES|7BEXP|8RCR|9aLIT
278	25336 36112	3	   	226.56	DCR|2VULN|2DMG|2ASPD|1CDMG|1AART	1RPLT|28ASPD|3FEWX|4BELT|58DMG|6RCR|78VULN|8BPWR|9AART|aCDMG
279	32611 31254	6	 * 	226.52	DCR|1VULN|2TLV|2DUR|1DMG|1CDMG|1LIT	1BEXP|27DUR|36TLV|4LIT|5DMG|8CDMG|9RCR|aVULN
280	22512 41221	3	   	226.51	DCR|2VULN|2DMG|1DUR|2LIT|1ASPD	1RPLT|27DMG|37VULN|4ASPD|5DUR|67LIT|7BPWR|8ZMB|9RCVC|aRCR
281	22222 41451	4	   	226.51	DCR|2VULN|2DMG|1DUR|2LIT|1ASPD	1RPLT|27DMG|37CGEN|48VULN|5DUR|67LIT|7BPWR|9ASPD|aRCR
282	32155 25321	9	   	226.40	DCR|3VULN|3DUR|1LIT	1BEXP|268DUR|3aLHND|4LIT|567VULN|6BPWR|9RCR
283	32155 25323	10	   	226.40	DCR|3VULN|3DUR|1LIT	1BEXP|268DUR|3LHND|4LIT|567VULN|6BPWR|9RCR|aLWND
284	32155 25323	9	   	226.40	DCR|3VULN|3DUR|1LIT	1BEXP|268DUR|3LHND|4LIT|567VULN|6BPWR|9RCR|aRPLT
285	26122 36131	1	   	226.40	DCR|3VULN|1DMG|2ASPD|1DUR	1RPLT|2BELT|38DUST|4DMG|58ASPD|6RCR|78aVULN|8BPWR|9DUR
286	22164 31633	1	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|26DUR|34VULN|5TLV|7BEXP|8RCR|9FEWX|aDMG
287	23164 31633	2	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|26DUR|34VULN|5TLV|7BEXP|8RCR|9FEWX|aDMG
288	22515 23215	7	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|38VULN|4FEWX|5LHND|6RCR|7TLV|9aDUR
289	22525 23215	7	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|38VULN|4BEXP|5LHND|6RCR|7TLV|9aDUR
290	22531 13351	3	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|3aVULN|4BELT|5FEWX|6RCR|79DUR|8TLV
291	22535 13351	3	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|3aVULN|4BELT|5LHND|6RCR|79DUR|8TLV
292	22536 13351	3	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|3aVULN|4BELT|5LWND|6RCR|79DUR|8TLV
293	22536 23215	7	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|38VULN|4LHND|5BEXP|6RCR|7TLV|9aDUR
294	23523 43363	5	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|26DUR|3LHND|4LWND|5TLV|79VULN|8RCR|aDMG
295	32131 33425	10	   	226.34	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|2aDUR|3LHND|48VULN|5DMG|6TLV|7FEWX|9RCR
296	32511 36213	10	 * 	226.30	DCR|3DUR|1VULN|2TLV|1DMG|1LIT	17BEXP|279DUR|3RMIN|4LIT|5DMG|67TLV|7BPWR|8VULN|aRCR
297	22523 22262	3	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|3aVULN|4TBNT|5TLV|69DUR|7BELT|8RCR
298	22663 22262	2	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2DMG|3TBNT|4aVULN|5TLV|69DUR|7BELT|8RCR
299	26247 12812	2	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2RCVC|3MBVNT|4TLV|5DMG|6RCR|79DUR|8aVULN
300	32321 26146	5	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|29DUR|3DUST|4FEWX|5DMG|6RCR|7TLV|8aVULN
301	32331 33425	9	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|2aDUR|3DUST|48VULN|5DMG|6TLV|7FEWX|9RCR
302	32331 33425	10	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|2aDUR|3DUST|48VULN|5DMG|6TLV|7FEWX|9RCR
303	15232 23116	4	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1CGEN|23DUR|48VULN|5LHND|6RCR|7BBNT|9TLV|aDMG
304	26247 43442	2	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2RCVC|3MBVNT|4TLV|5DMG|68DUR|7aVULN|9RCR
305	32331 33126	9	   	226.24	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|28DUR|3DUST|4aVULN|5DMG|6TLV|7FEWX|9RCR
306	23616 31221	3	   	226.23	DCR|2VULN|2DMG|2DUR|1LIT	1RPLT|27DUR|3LIT|4RMIN|57VULN|67DMG|7BPWR|8ZMB|9RCVC|aRCR
307	23646 31221	4	   	226.23	DCR|2VULN|2DMG|2DUR|1LIT	1RPLT|27DUR|3LIT|4RMIN|57VULN|67DMG|7BPWR|8ZMB|9RCVC|aRCR
308	32155 25322	10	   	226.16	DCR|3VULN|3DUR|1LIT|1SELL	1BEXP|268DUR|3LHND|4LIT|567VULN|6BPWR|9RCR|aSELL
309	22335 12424	5	   	226.13	DCR|2VULN|2DMG|2DUR|1ASPD	1RPLT|2aDMG|3FEWX|4aDUR|5LHND|6ASPD|7TBNT|8aVULN|9RCR|aBPWR
310	22335 12424	4	   	226.13	DCR|2VULN|2DMG|2DUR|1ASPD	1RPLT|2aDMG|3FEWX|4aDUR|5LHND|6ASPD|7TBNT|8aVULN|9RCR|aBPWR
311	22323 42134	6	   	226.13	DCR|2VULN|2DMG|2DUR|1LIT	1RPLT|27DMG|37FEWX|4LIT|5aVULN|67DUR|7BPWR|8DUST|9RCR
312	22321 36151	2	 * 	226.08	DCR|2VULN|3DMG|3ASPD|1SELL	1RPLT|27aDMG|37aASPD|47DUST|5SELL|6RCR|7aBPWR|8ZMB|9aVULN
313	23262 34261	10	   	226.05	DCR|3VULN|1TLV|1DUR|1AART	1RPLT|2DUR|3BEXP|4LWND|5AART|6RCR|789VULN|aTLV
314	35312 33261	10	   	226.05	DCR|3VULN|1TLV|1DUR|1AART	1BEXP|2RPLT|3LHND|4DUR|5AART|6RCR|789VULN|aTLV
315	33324 26622	1	   	226.05	DCR|2VULN|2TLV|1DUR|1AART|1LIT|1ASPD	1BEXP|2aVULN|39TLV|4AART|5DUR|6ASPD|7RCR|8LIT
316	22323 31134	10	   	226.03	DCR|2VULN|2DMG|2DUR|1LIT	1RPLT|2aDMG|3FEWX|4LIT|56VULN|78DUR|9RCR
317	22165 13142	1	   	225.95	DCR|3VULN|1TLV|1DUR|1AART	1RPLT|2DUR|347VULN|5MLV|6BBNT|8TLV|9RCR|aAART
318	23165 13142	2	   	225.95	DCR|3VULN|1TLV|1DUR|1AART	1RPLT|2DUR|347VULN|5MLV|6BBNT|8TLV|9RCR|aAART
319	23532 33261	10	   	225.95	DCR|3VULN|1TLV|1DUR|1AART	1RPLT|2DUR|3LHND|4DUST|5AART|6RCR|789VULN|aTLV
320	22223 13263	7	   	225.87	DCR|2VULN|1TLV|1DMG|1CDMG|1LIT|1ASPD	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|7TLV|8RCR|9ASPD|aLIT
321	22223 13263	9	   	225.87	DCR|2VULN|1TLV|1DMG|1CDMG|1LIT|1ASPD	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|7TLV|8ASPD|9RCR|aLIT
322	25223 13263	7	   	225.87	DCR|2VULN|1TLV|1DMG|1CDMG|1LIT|1ASPD	1RPLT|2ASPD|35CGEN|45VULN|5BPWR|6CDMG|7TLV|8RCR|9DMG|aLIT
