0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22153 12114	8	 * 	308.57	DCR|3VULN|3DMG|3DUR|3CDMG|1NUKE	137DMG|2NUKE|49aVULN|59aDUR|6RCR|89aCDMG|9aBPWR
168	25211 14522	5	   	279.24	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD	138DMG|2DMSP|48DUR|5TLV|6ASPD|78VULN|8BPWR|9AART|aRCR
169	22361 12623	7	   	279.07	DCR|3VULN|3DMG|1TLV|2LIT|1NUKE	157DMG|2NUKE|378VULN|47LIT|6RCR|7BPWR|9TLV|aAART
170	22155 12623	7	   	279.07	DCR|3VULN|3DMG|1TLV|2LIT|1NUKE	137DMG|2NUKE|478VULN|57LIT|6RCR|7BPWR|9TLV|aAART
171	33325 11336	7	   	279.07	DCR|3VULN|3DMG|1DUR|2LIT	147VULN|256DMG|36LIT|6BPWR|8AART|9RCR|aDUR
172	33325 11363	7	   	279.07	DCR|3VULN|3DMG|1DUR|2LIT	147VULN|256DMG|36LIT|6BPWR|8AART|9DUR|aRCR
173	33325 15336	6	   	279.07	DCR|3VULN|3DMG|1DUR|2LIT	147VULN|256DMG|36LIT|6BPWR|8AART|9RCR|aDUR
174	33325 15363	6	   	279.07	DCR|3VULN|3DMG|1DUR|2LIT	147VULN|256DMG|36LIT|6BPWR|8AART|9DUR|aRCR
175	33324 32155	4	   	279.01	DCR|3VULN|3DMG|1TLV|1DUR	145VULN|27aDMG|3LIT|6RCR|8DUR|9TLV
176	21424 71272	4	 * 	278.88	ACR|5VULN|3DMG|2DUR|1SELL	15aDMG|2RCR|3MBVNT|4578aVULN|5aBPWR|6SELL|9aDUR
177	32524 32152	1	   	278.83	DCR|3VULN|2DMG|3LIT|2TLV|1DUR	15aVULN|24aLIT|37DMG|6RCR|8DUR|9aTLV|aBPWR
178	11524 32152	2	   	278.83	DCR|3VULN|2DMG|3LIT|2TLV|1DUR	14aLIT|25aVULN|37DMG|6RCR|8DUR|9aTLV|aBPWR
179	22153 14253	9	   	278.80	DCR|3VULN|3DMG|2DUR|1NUKE	13aDMG|2NUKE|47aVULN|5aDUR|6RCR|8AART|9RMIN|aBPWR
180	22153 16363	8	   	278.80	DCR|3VULN|3DMG|2DUR|1NUKE	13aDMG|2NUKE|48aVULN|5aDUR|6RCR|7RMIN|9AART|aBPWR
181	33431 78211	9	   	278.74	DCR|3VULN|2ASPD|1DMG|2CDMG|1TLV|1DUR	19aVULN|2DMG|3MBVNT|4aCDMG|5TLV|6DUR|7aASPD|8RCR|aBPWR
182	22153 14233	10	   	278.70	DCR|3VULN|3DMG|2DUR|1NUKE	139DMG|2NUKE|47aVULN|5aDUR|6RCR|8AART|aBPWR
183	22153 12363	10	   	278.70	DCR|3VULN|3DMG|2DUR|1NUKE	137DMG|2NUKE|48aVULN|5aDUR|6RCR|9AART|aBPWR
