0	Index      	 *	Score 	Summary	Detail	
1	41232 54313	 * 	213.26	ACR|3VULN|2AART|2CDMG|1ASPD|1ZMB	1RCR|256VULN|3ZMB|49CDMG|7ASPD|8aAART
155	62424 23123	   	188.48	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	138VULN|2DUR|4CDMG|5AAC|6ZMB|7RPLT|9DMG|aRCR
156	62426 23123	   	188.48	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	138VULN|2DUR|4CDMG|5TLV|6ZMB|7RPLT|9DMG|aRCR
157	63326 11125	 * 	188.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	14VULN|2MDPS|3BEXP|5ASPD|6ZMB|7RCR|8LWND|9DMG|aCDMG
158	62633 11621	   	188.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	18VULN|2DUR|3CGEN|4CDMG|5RPLT|6RCR|7MDPS|9DMG|aASPD
159	23214 11756	   	188.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|58VULN|6RCR|7MDPS|9ASPD|aCDMG
160	55233 33521	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1ERES|2AART|39VULN|4LIT|5CDMG|6LWND|7ASPD|8RCR|aDUR
161	62211 62125	   	188.08	DCR|4VULN|1DMG|1ZMB|1DUR	1678VULN|2DUR|3ZMB|4MBVNT|5LWND|9DMG|aRCR
162	62214 62125	   	188.08	DCR|4VULN|1DMG|1ZMB|1DUR	1678VULN|2DUR|3ZMB|4MBVNT|5LHND|9DMG|aRCR
163	23284 17231	   	187.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|29DMG|3MBVNT|4LHND|5aVULN|6RCR|7ZMB|8CDMG
164	23244 42788	   	187.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2DMG|3MBVNT|4ASPD|5DUST|679VULN|8RCR|aZMB
165	23254 17231	   	187.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|29DMG|3MBVNT|4DUST|5aVULN|6RCR|7ZMB|8CDMG
166	23284 18138	   	187.80	DCR|2VULN|1AART|1ASPD|1DMG	17CGEN|2DMG|3MBVNT|47LHND|57VULN|6RCR|7BPWR|8BEXP|9ASPD|aAART
167	41411 61311	   	187.73	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|23aVULN|4RCVC|5BELT|6CDMG|7DMG|8AART|9DUR
168	63326 15231	 * 	187.70	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB	147VULN|2MDPS|39BEXP|5ASPD|6ZMB|8AART|aRCR
169	23284 18238	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	17CGEN|2DMG|3MBVNT|47LHND|57VULN|6RCR|7BPWR|8DUST|9ASPD|aAART
170	23214 12565	   	187.69	DCR|3VULN|2DMG|1DUR	18CGEN|28DMG|3MBVNT|4DUR|59aVULN|6RCR|78BEXP|8BPWR
171	23213 16561	   	187.69	DCR|3VULN|2DMG|1DUR	18CGEN|28DMG|3MBVNT|4DUR|5FEWX|6RCR|789VULN|8BPWR|aLHND
172	23213 16562	   	187.69	DCR|3VULN|2DMG|1DUR	18CGEN|28DMG|3MBVNT|4DUR|5FEWX|6RCR|789VULN|8BPWR|aMLV
173	23213 16563	   	187.69	DCR|3VULN|2DMG|1DUR	18CGEN|28DMG|3MBVNT|4DUR|5FEWX|6RCR|789VULN|8BPWR|aAELBLL
174	41234 32332	   	187.66	ACR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1RCR|28VULN|3ZMB|47CDMG|5BELT|6ASPD|9AART|aDUR
175	41234 62332	 * 	187.66	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1RCR|28VULN|3ZMB|47CDMG|5BELT|6DMG|9AART|aDUR
176	23244 42768	   	187.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1CGEN|29DMG|3MBVNT|4ASPD|5DUST|67VULN|8RCR|aZMB
177	41432 62313	   	187.63	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1RCR|238VULN|4CANSTR|5DUR|6AART|7FEWX|9ASPD|aCDMG
178	23254 18438	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	17CGEN|2DMG|3MBVNT|47DUST|57VULN|6RCR|7BPWR|8LWND|9ASPD|aAART
179	23213 16564	   	187.59	DCR|3VULN|2DMG|1DUR	18CGEN|28DMG|3MBVNT|4DUR|5FEWX|6RCR|789VULN|8BPWR|aDUST
180	41432 61313	   	187.53	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1RCR|238VULN|4CANSTR|5DUR|6AART|7DUST|9ASPD|aCDMG
181	41433 63313	   	187.53	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1RCR|238VULN|4CANSTR|5DUST|6AART|7DUR|9ASPD|aCDMG
182	23214 12365	   	187.49	DCR|3VULN|2DMG|1DUR	1CGEN|28DMG|3MBVNT|4DUR|59aVULN|6RCR|7BEXP
183	23213 16365	   	187.49	DCR|3VULN|2DMG|1DUR	1CGEN|28DMG|3MBVNT|4DUR|5FEWX|6RCR|79aVULN
184	41432 62312	   	187.46	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|238VULN|4CANSTR|5DUR|6aAART|7FEWX|9ASPD
185	53214 12365	   	187.39	DCR|3VULN|2DMG|1DUR	1ERES|28DMG|3MBVNT|4DUR|59aVULN|6RCR|7BEXP
186	41432 61312	   	187.36	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|238VULN|4CANSTR|5DUR|6aAART|7DUST|9ASPD
187	41433 63312	   	187.36	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|238VULN|4CANSTR|5DUST|6aAART|7DUR|9ASPD
188	23284 17731	 * 	187.02	DCR|3DMG|1VULN|1ASPD|1ZMB	1CGEN|289DMG|3MBVNT|4LHND|5VULN|6RCR|7ZMB|aASPD
189	23214 37764	   	186.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1CGEN|29DMG|3MBVNT|46DUR|5VULN|7ASPD|8RCR|aCDMG
190	55132 52213	   	186.81	DCR|2AART|1VULN|2CDMG|1DMG	13ERES|2aAART|4AELBLL|5VULN|6RCR|7DMG|89CDMG
191	55221 52213	   	186.81	DCR|2AART|1VULN|2CDMG|1DMG	15ERES|2aAART|3VULN|4RCVC|6RCR|7DMG|89CDMG
192	64232 13423	   	186.81	DCR|4VULN|2CDMG|2ZMB	1589VULN|2BEXP|39ZMB|49CDMG|6RPLT|7MBVNT|9BPWR|aRCR
193	41423 34311	   	186.76	ACR|3VULN|1AART|2CDMG|1ASPD|1SELL	1RCR|236VULN|49CDMG|5AME|7ASPD|8AART|aSELL
194	41411 32122	 * 	186.58	ACR|4VULN|2DMG|2ZMB	1RCR|238aVULN|4RCVC|5BELT|6aZMB|7aDMG|9RPLT|aBPWR
195	61232 24331	 * 	186.42	DCR|2VULN|3ZMB|1ASPD|1CDMG|1DUR	15VULN|2LWND|369ZMB|4CDMG|7ASPD|8DUR|aRCR
196	65232 24331	   	186.42	DCR|2VULN|3ZMB|1ASPD|1CDMG|1DUR	15VULN|2LHND|369ZMB|4CDMG|7ASPD|8DUR|aRCR
197	63326 11121	   	186.38	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	14VULN|2MDPS|3BEXP|5aASPD|6ZMB|7RCR|8LWND|9DMG
198	63326 11521	   	186.38	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	14VULN|2MDPS|3BEXP|5aASPD|6ZMB|7RCR|8LHND|9DMG
199	62232 24131	   	186.32	DCR|2VULN|3ZMB|1ASPD|1CDMG|1DUR	15VULN|2DUR|369ZMB|4CDMG|7ASPD|8DUST|aRCR
200	63326 21335	   	186.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	14VULN|2MDPS|3BEXP|5ASPD|6TLV|7RCR|8DMG|9DUR|aCDMG
201	61526 11221	   	186.28	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	14VULN|2LWND|3MDPS|5aASPD|6ZMB|7RCR|8DUST|9DMG
202	23214 11751	   	186.25	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|58VULN|6RCR|7MDPS|9aASPD
203	23214 18431	 * 	186.24	DCR|2VULN|1AART|1DMG|3DUR	17CGEN|2DMG|3MBVNT|47aDUR|57VULN|6RCR|7BPWR|8ERES|9AART
204	23214 17783	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18CGEN|2DMG|3MBVNT|4DUR|59VULN|6RCR|7ZMB|aAART
205	23214 17883	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DMG|3MBVNT|4DUR|59VULN|6RCR|7ZMB|8RCVC|aAART
206	53214 11751	   	186.15	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|58VULN|6RCR|7MDPS|9aASPD
207	23214 17281	   	186.08	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5aVULN|6RCR|7ZMB|89CDMG
208	41232 54231	 * 	186.04	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1RCR|256VULN|3ZMB|4CDMG|7ASPD|8CGEN|9DMG|aMULFIG
209	41232 54233	   	186.04	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1RCR|256VULN|3ZMB|4CDMG|7ASPD|8CGEN|9DMG|aRPLT
210	41411 61313	 * 	185.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1RCR|23VULN|4RCVC|5BELT|6CDMG|7DMG|8aAART|9DUR
211	23212 62781	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5ASPD|679VULN|8RCR|aBELT
212	41212 47418	   	185.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1RCR|268VULN|3ZMB|4MBVNT|5LIT|7CDMG|9DMG|aASPD
213	41232 54232	   	185.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1RCR|256VULN|3ZMB|4CDMG|7ASPD|8CGEN|9DMG|aERES
214	23212 62782	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR|1MSE	1CGEN|2DMG|3MBVNT|4DUR|5ASPD|679VULN|8RCR|aMSE
215	23214 17136	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5VULN|6RCR|7ZMB|8LWND|9AART|aASPD
216	23216 16453	   	185.80	DCR|2VULN|2DMG|1CDMG|1DUR	1CGEN|29DMG|3MBVNT|4DUR|5DUST|6RCR|7aVULN|8CDMG
217	41423 31333	   	185.77	ACR|3VULN|2AART|1CDMG|1ZMB	1RCR|236VULN|4CDMG|5AME|7ZMB|8aAART|9RCVC
218	23212 85743	 * 	185.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	19CGEN|2DMG|3MBVNT|4DUR|56ASPD|7VULN|8RCR|aAART
219	62633 36123	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	18VULN|26DUR|3CGEN|4CDMG|5RPLT|7ASPD|9DMG|aRCR
220	23212 62761	   	185.72	DCR|2VULN|2DMG|1ASPD|1DUR	1CGEN|29DMG|3MBVNT|4DUR|5ASPD|67VULN|8RCR|aBELT
221	41423 34212	   	185.71	ACR|4VULN|2ASPD|1CDMG	1RCR|2369VULN|4CDMG|5AME|7aASPD|8CGEN
222	23214 12567	   	185.71	DCR|3DMG|2VULN|1DUR	18aCGEN|28aDMG|3MBVNT|4DUR|59VULN|6RCR|78aBEXP|8aBPWR
223	62526 11332	   	185.71	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1ZMB	14VULN|29DUR|3MDPS|5ASPD|6ZMB|7RCR|8DMG|aFEWX
224	62526 11333	   	185.71	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1ZMB	14VULN|29DUR|3MDPS|5ASPD|6ZMB|7RCR|8DMG|aRPLT
225	41425 31333	   	185.67	ACR|3VULN|2AART|1CDMG|1ZMB	1RCR|236VULN|4CDMG|5ERES|7ZMB|8aAART|9RCVC
226	41426 31333	   	185.67	ACR|3VULN|2AART|1CDMG|1ZMB	1RCR|236VULN|4CDMG|5TLV|7ZMB|8aAART|9RCVC
227	23212 62762	   	185.62	DCR|2VULN|2DMG|1ASPD|1DUR|1MSE	1CGEN|29DMG|3MBVNT|4DUR|5ASPD|67VULN|8RCR|aMSE
228	62526 11331	   	185.61	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1ZMB	14VULN|29DUR|3MDPS|5ASPD|6ZMB|7RCR|8DMG|aERES
229	23214 18268	   	185.58	DCR|3VULN|1DMG|2DUR|1ZMB	17CGEN|2DMG|3MBVNT|47DUR|579VULN|6RCR|7BPWR|8DUST|aZMB
230	41423 31361	 * 	185.54	ACR|4VULN|1AART|1CDMG|1ZMB	1RCR|236aVULN|4CDMG|5AME|7ZMB|8AART|9RMIN
231	23214 12367	   	185.51	DCR|3DMG|2VULN|1DUR	1aCGEN|28aDMG|3MBVNT|4DUR|59VULN|6RCR|7aBEXP|aBPWR
232	23213 16524	   	185.51	DCR|3DMG|2VULN|1DUR	18CGEN|28aDMG|3MBVNT|4DUR|5FEWX|6RCR|78VULN|8BPWR|9LIT
233	23213 16547	   	185.51	DCR|3DMG|2VULN|1DUR	18CGEN|28aDMG|3MBVNT|4DUR|5FEWX|6RCR|78VULN|8BPWR|9RPLT
234	23216 16524	   	185.41	DCR|3DMG|2VULN|1DUR	18CGEN|28aDMG|3MBVNT|4DUR|5DUST|6RCR|78VULN|8BPWR|9LIT
235	23133 34653	 * 	185.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1CGEN|29DMG|3DMSP|4CDMG|5RPLT|6DUR|7VULN|8RCR|aAART
236	23333 34653	   	185.40	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13CGEN|29DMG|4CDMG|5RPLT|6DUR|7VULN|8RCR|aAART
237	23284 12846	   	185.37	DCR|3VULN|1AART|1DMG	1CGEN|2DMG|3MBVNT|4LHND|59aVULN|6RCR|7BEXP|8AART
238	23283 16542	   	185.33	DCR|2VULN|2DMG|1AART	18CGEN|28DMG|3MBVNT|4LHND|5FEWX|6RCR|78VULN|8BPWR|9RPLT|aAART
239	53214 12367	   	185.31	DCR|3DMG|2VULN|1DUR	1aERES|28aDMG|3MBVNT|4DUR|59VULN|6RCR|7aBEXP|aBPWR
240	41423 31316	   	185.30	ACR|4VULN|1AART|1CDMG|1ZMB|1SELL	1RCR|236aVULN|4CDMG|5AME|7ZMB|8AART|9SELL
241	23253 16542	   	185.23	DCR|2VULN|2DMG|1AART	18CGEN|28DMG|3MBVNT|4DUST|5FEWX|6RCR|78VULN|8BPWR|9RPLT|aAART
242	23284 18333	   	185.23	DCR|2VULN|2DMG|1AART|1AAC	17CGEN|29DMG|3MBVNT|47LHND|57VULN|6RCR|7BPWR|8AAC|aAART
243	41123 34313	   	185.10	ACR|2VULN|2AART|2CDMG|1ASPD	1RCR|26VULN|3RCVC|49CDMG|5AME|7ASPD|8aAART
244	23254 13783	   	185.03	DCR|2VULN|2DMG|1AART	1CGEN|28DMG|3MBVNT|4DUST|59VULN|6RCR|7MLV|aAART
245	23284 12538	   	185.01	DCR|2DMG|1AART|1VULN|1ASPD	18CGEN|28DMG|3MBVNT|4LHND|5VULN|6RCR|78BEXP|8BPWR|9ASPD|aAART
246	41125 34313	   	185.00	ACR|2VULN|2AART|2CDMG|1ASPD	1RCR|26VULN|3RCVC|49CDMG|5ERES|7ASPD|8aAART
247	41126 34313	   	185.00	ACR|2VULN|2AART|2CDMG|1ASPD	1RCR|26VULN|3RCVC|49CDMG|5TLV|7ASPD|8aAART
248	41232 26262	   	184.95	ACR|4VULN|1ASPD|1CDMG|2ZMB	1RCR|2579VULN|36ZMB|4CDMG|8DUST|aASPD
249	41232 51262	   	184.95	ACR|4VULN|1ASPD|1CDMG|2ZMB	1RCR|2569VULN|37ZMB|4CDMG|8DUST|aASPD
250	23283 16338	   	184.81	DCR|2DMG|1AART|1VULN|1ASPD	1CGEN|28DMG|3MBVNT|4LHND|5FEWX|6RCR|7VULN|9ASPD|aAART
251	23284 12338	   	184.81	DCR|2DMG|1AART|1VULN|1ASPD	1CGEN|28DMG|3MBVNT|4LHND|5VULN|6RCR|7BEXP|9ASPD|aAART
252	62234 32533	   	184.79	DCR|1VULN|1AART|2CDMG|1ASPD|2ZMB|1DUR	1VULN|2DUR|38ZMB|47CDMG|5BELT|6ASPD|9AART|aRCR
253	65123 12123	   	184.53	DCR|3VULN|3CDMG|1DMG	178VULN|26LHND|3RCVC|456CDMG|6BPWR|9DMG|aRCR
254	65123 62123	   	184.43	DCR|3VULN|3CDMG|1DMG	178VULN|2LHND|3RCVC|456CDMG|9DMG|aRCR
255	65423 12333	   	184.43	DCR|3VULN|3CDMG|1DMG	137VULN|26LHND|456CDMG|6BPWR|8DUST|9DMG|aRCR
256	23212 62715	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5ASPD|67VULN|8RCR|9BELT|aCDMG
257	23212 62744	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	19CGEN|2DMG|3MBVNT|4DUR|5ASPD|67VULN|8RCR|aCDMG
258	23212 62754	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5ASPD|67VULN|8RCR|9DMSP|aCDMG
259	23214 67744	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	19CGEN|2DMG|3MBVNT|4DUR|56VULN|7ASPD|8RCR|aCDMG
260	23212 25784	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	16CGEN|2DMG|3MBVNT|4DUR|5ASPD|79VULN|8RCR|aCDMG
261	23212 35784	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5ASPD|6RCVC|79VULN|8RCR|aCDMG
262	23237 22784	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	14CGEN|2DMG|3MBVNT|59VULN|6ASPD|7DUR|8RCR|aCDMG
263	62526 21311	   	184.25	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	14VULN|2DUR|3MDPS|5aASPD|6TLV|7RCR|8DMG|9FEWX
264	63326 21331	   	184.25	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	14VULN|2MDPS|3BEXP|5aASPD|6TLV|7RCR|8DMG|9DUR
265	62526 21321	   	184.15	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	14VULN|2DUR|3MDPS|5aASPD|6TLV|7RCR|8DMG|9DUST
266	43112 52126	   	184.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1RCR|24BEXP|3DUR|5ASPD|678VULN|9DMG|aCDMG
267	43312 52126	   	184.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1RCR|23BEXP|4DUR|5ASPD|678VULN|9DMG|aCDMG
268	41111 32611	   	183.97	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCR|29VULN|34RCVC|5BELT|6ZMB|79DMG|89ASPD|9BPWR|aFEWX
269	41111 32613	   	183.97	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCR|29VULN|34RCVC|5BELT|6ZMB|79DMG|89ASPD|9BPWR|aCGEN
270	41111 32615	   	183.97	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCR|29VULN|34RCVC|5BELT|6ZMB|79DMG|89ASPD|9BPWR|aLHND
271	62316 11331	   	183.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DUR|3LHND|4BEXP|5ASPD|6ZMB|7RCR|8DMG|9AART|aLIT
272	62316 11334	   	183.96	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DUR|3aLHND|4BEXP|5ASPD|6ZMB|7RCR|8DMG|9AART
273	62316 11335	   	183.96	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DUR|3LHND|4BEXP|5ASPD|6ZMB|7RCR|8DMG|9AART|aCGEN
274	41212 43474	   	183.95	ACR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1RCR|26VULN|3ZMB|4MBVNT|5LIT|7ASPD|8DUR|9AART|aDMG
275	55261 22131	 * 	183.92	DCR|2VULN|2AART|1DMG|1DUR	1ERES|26AART|35VULN|4LWND|7DMG|8DUR|9BEXP|aRCR
276	41431 21163	 * 	183.92	ACR|3VULN|1DMG|1NUKE|1CDMG|1DUR	1RCR|236VULN|4CANSTR|5RCVC|7DMG|8CDMG|9DUR|aNUKE
277	41212 43826	   	183.91	ACR|3VULN|2ASPD|1DMG|1ZMB	1RCR|26aVULN|3ZMB|4MBVNT|5LIT|79ASPD|8DMG
278	23214 17271	   	183.89	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1CGEN|2DMG|3MBVNT|49DUR|5aVULN|6RCR|7ZMB|8CDMG
279	23214 17684	   	183.89	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1CGEN|2DMG|3MBVNT|48DUR|59VULN|6RCR|7ZMB|aCDMG
280	23284 18438	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	17CGEN|2DMG|3MBVNT|47LHND|57VULN|6RCR|7BPWR|8ERES|9AART|aCDMG
281	41111 32612	   	183.87	ACR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1RCR|29VULN|34RCVC|5BELT|6ZMB|79DMG|89ASPD|9BPWR|aSELL
282	41111 32616	   	183.87	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCR|29VULN|34RCVC|5BELT|6ZMB|79DMG|89ASPD|9BPWR|aTLV
283	62316 11333	   	183.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DUR|3LHND|4BEXP|5ASPD|6ZMB|7RCR|8DMG|9AART|aERES
284	55241 22131	   	183.82	DCR|2VULN|2AART|1DMG|1DUR	1ERES|26AART|35VULN|4LEGI|7DMG|8DUR|9BEXP|aRCR
285	23211 51421	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aLWND
286	23211 51422	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aBEXP
287	23211 51424	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aAELBLL
288	23211 51427	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aRMIN
289	23211 51428	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aLHND
290	23211 51433	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9RPLT|aVULN
291	41421 21116	   	183.77	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|23aVULN|4CDMG|5aCGEN|6ZMB|7FEWX|8aDMG|9RPLT|aBPWR
292	41421 22116	   	183.77	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|23aVULN|4CDMG|5aCGEN|6ZMB|7LWND|8aDMG|9RPLT|aBPWR
293	41423 21116	   	183.77	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|23aVULN|4CDMG|5aAME|6ZMB|7FEWX|8aDMG|9RPLT|aBPWR
294	41423 22116	   	183.77	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|23aVULN|4CDMG|5aAME|6ZMB|7LWND|8aDMG|9RPLT|aBPWR
295	62223 61335	   	183.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DUR|3ZMB|4ERES|5FEWX|6LEGI|7RCR|8DMG|9AART|aASPD
296	53336 16231	   	183.74	DCR|2VULN|2DMG|1ASPD|1ZMB	18ERES|26DMG|3CGEN|4ZMB|56VULN|6BPWR|7ASPD|9AME|aRCR
297	23211 51423	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aCANSTR
298	23211 51426	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1MSE	1CGEN|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aMSE
299	53211 51421	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aLWND
300	53211 51422	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aBEXP
301	53211 51424	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aAELBLL
302	53211 51427	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aRMIN
303	53211 51428	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aLHND
304	53211 51433	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9RPLT|aVULN
305	53211 51444	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9AME|aVULN
306	53211 51484	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9MLV|aVULN
307	41212 43825	   	183.67	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCR|26VULN|3ZMB|4MBVNT|5LIT|79ASPD|8aDMG
308	41432 13243	   	183.64	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|237VULN|4CANSTR|5DUR|6MLV|89AART|aCDMG
309	23284 12826	   	183.61	DCR|2VULN|2AART|1DMG	1CGEN|2DMG|3MBVNT|4LHND|5aVULN|6RCR|7BEXP|89AART
310	23284 12848	   	183.61	DCR|2VULN|2AART|1DMG	1CGEN|2DMG|3MBVNT|4LHND|59VULN|6RCR|7BEXP|8aAART
311	23232 25783	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	14CGEN|2DMG|3MBVNT|5BEXP|6ASPD|79VULN|8RCR|aAART
312	23234 25783	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	14CGEN|2DMG|3MBVNT|5FEWX|6ASPD|79VULN|8RCR|aAART
313	23237 23783	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	14CGEN|2DMG|3MBVNT|59VULN|6ASPD|7BEXP|8RCR|aAART
314	23237 24783	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	14CGEN|2DMG|3MBVNT|59VULN|6ASPD|7FEWX|8RCR|aAART
