0	Index      	 *	Score 	Summary	Detail	
1	13621 45221	 * 	205.95	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1MLV|2AAC|3CDMG|478VULN|5ZMB|6AART|9RCR|aASPD
156	11616 26112	 * 	185.47	DCR|3VULN|2CDMG|1DMG	1aMLV|24aVULN|3DLOT|5CGEN|6RCR|7DMSP|8DMG|9aCDMG|aBPWR
157	21333 23352	   	185.43	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1RPLT|2DUR|38VULN|4MLV|5MDPS|6AART|79DMG|aRCR
158	21363 21352	   	185.43	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1RPLT|2DUR|38VULN|49DMG|5MDPS|6AART|7MLV|aRCR
159	21363 35252	   	185.43	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1RPLT|2DUR|37VULN|49DMG|5MDPS|6AME|8AART|aRCR
160	11614 26112	   	185.37	DCR|3VULN|2CDMG|1DMG	1aMLV|24aVULN|3DLOT|5ERES|6RCR|7DMSP|8DMG|9aCDMG|aBPWR
161	22231 21632	   	185.37	DCR|3VULN|2CDMG|1ASPD	1RPLT|29aVULN|3aTLV|4SNIFST|5ASPD|6RCR|7aCDMG|8BELT|aBPWR
162	23231 21632	   	185.37	DCR|3VULN|2CDMG|1ASPD	1RPLT|2aERES|39aVULN|4SNIFST|5ASPD|6RCR|7aCDMG|8BELT|aBPWR
163	21363 24352	   	185.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1RPLT|2DUR|38VULN|49DMG|5MDPS|6AART|7ERES|aRCR
164	22353 41224	   	185.07	DCR|3VULN|1ASPD|1DMG|1DUR	1RPLT|236VULN|4RCVC|5DUR|7DMG|8MBVNT|9ASPD|aRCR
165	22353 44244	   	185.07	DCR|3VULN|1ASPD|1DMG|1DUR	1RPLT|236VULN|4RCVC|5DUR|7ASPD|8MBVNT|9DMG|aRCR
166	61612 31111	   	184.98	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|248VULN|3DLOT|5RCVC|6DMG|7CDMG|9RCR|aZMB
167	11433 63513	 * 	184.91	DCR|2AART|1MDPS|1VULN|2CDMG|1ASPD	1MLV|2VULN|3MDPS|4ASPD|58CDMG|6LHND|7RCR|9aAART
168	31612 31111	   	184.88	DCR|3VULN|1DMG|1CDMG|1ZMB	1ERES|248VULN|3DLOT|5RCVC|6DMG|7CDMG|9RCR|aZMB
169	31433 63513	   	184.81	DCR|2AART|1MDPS|1VULN|2CDMG|1ASPD	1ERES|2VULN|3MDPS|4ASPD|58CDMG|6LHND|7RCR|9aAART
170	13626 22236	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1MLV|2AAC|3CDMG|4aVULN|5ASPD|6DUR|7LEGI|8RCR|9DMG
171	41112 12532	   	184.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4DMG|5AAC|6BEXP|7RCR|8AART|9aVULN
172	41152 12532	   	184.18	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5AAC|6BEXP|7RCR|8AART|9aVULN
173	31131 32266	   	184.18	DCR|3VULN|1AART|1ASPD	1ERES|247VULN|3FEWX|5RCVC|6MLV|8RCR|9ASPD|aAART
174	31131 34256	   	184.18	DCR|3VULN|1AART|1ASPD	1ERES|249VULN|3FEWX|5RCVC|6MLV|7ASPD|8RCR|aAART
175	22631 21132	 * 	184.15	DCR|3VULN|1MDPS|1ASPD|1CDMG	1RPLT|289VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|aMDPS
176	11432 13443	   	184.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1MLV|29VULN|3MDPS|4ASPD|5DUR|6AART|7CDMG|8CGEN|aRCR
177	31612 34412	   	184.08	DCR|3VULN|2CDMG|1DMG	1aERES|24aVULN|3DLOT|5RCVC|6DMG|7AME|8RCR|9aCDMG|aBPWR
178	22231 21132	   	184.05	DCR|3VULN|1MDPS|1ASPD|1CDMG	1RPLT|289VULN|3TLV|4SNIFST|5ASPD|6RCR|7CDMG|aMDPS
179	23231 21142	   	184.05	DCR|3VULN|1MDPS|1ASPD|1CDMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7CDMG|aMDPS
180	21112 36362	   	183.99	DCR|2VULN|1AART|1ASPD|2DUR	1RPLT|28DUR|3ASPD|4CGEN|5RCVC|6RCR|79VULN|aAART
181	31612 36412	   	183.98	DCR|3VULN|2CDMG|1DMG	1aERES|24aVULN|3DLOT|5RCVC|6DMG|7TLV|8RCR|9aCDMG|aBPWR
182	41314 12531	   	183.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6aBEXP|7RCR|8AART|9VULN
183	41314 12533	   	183.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8AART|9VULN|aMLV
184	22631 21635	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|29VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|8BELT|aAART
185	41312 42334	   	183.86	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8ZMB|9CGEN|aAART
186	41312 42363	   	183.86	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8ZMB|9AART|aLHND
187	11616 23131	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|24VULN|3DLOT|5CGEN|6RCR|7AART|8BELT|9DMG|aCDMG
188	22231 21635	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|29VULN|3TLV|4SNIFST|5ASPD|6RCR|7CDMG|8BELT|aAART
189	22231 24553	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2aVULN|3TLV|4SNIFST|5ASPD|6RCR|7CGEN|8CDMG|9AART
190	23231 21635	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2ERES|39VULN|4SNIFST|5ASPD|6RCR|7CDMG|8BELT|aAART
191	23231 24553	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2ERES|3aVULN|4SNIFST|5ASPD|6RCR|7CGEN|8CDMG|9AART
192	43111 44322	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DMG|5aVULN|6RCR|7AART|8LIT|9DUST
193	41314 42321	   	183.78	DCR|2VULN|1ASPD|1DMG|2ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|58ZMB|6aVULN|7RCR|9CGEN
194	11432 13156	   	183.78	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2VULN|3MDPS|4ASPD|5DUR|6AART|7CDMG|8LHND|9DMG|aRCR
195	11432 13256	   	183.78	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2VULN|3MDPS|4ASPD|5DUR|6AART|7CDMG|8BEXP|9DMG|aRCR
196	11113 15136	 * 	183.77	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1MLV|2VULN|3FEWX|4DMG|5MDPS|6AART|79ASPD|8ZMB|aRCR
197	61113 15136	   	183.77	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1ZMB	1CGEN|2VULN|3FEWX|4DMG|5MDPS|6AART|79ASPD|8ZMB|aRCR
198	31116 22263	 * 	183.76	DCR|3VULN|1MDPS|1ASPD|1DMG	15ERES|267VULN|3FEWX|4DMG|8RCR|9ASPD|aMDPS
199	41312 42361	   	183.76	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8ZMB|9AART|aERES
200	41112 42162	   	183.76	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4DMG|5AAC|6VULN|7RCR|8TLV|9AART|aASPD
201	33126 43226	   	183.72	DCR|2VULN|2ASPD|1AART|1AAC|1DUR|1SELL	1ERES|2AAC|3SELL|48VULN|57ASPD|6AART|9RCR|aDUR
202	11614 23131	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|24VULN|3DLOT|5ERES|6RCR|7AART|8BELT|9DMG|aCDMG
203	61614 23121	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|24VULN|3DLOT|5ERES|6RCR|7AART|8BELT|9DMG|aCDMG
204	31432 13156	   	183.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2VULN|3MDPS|4ASPD|5DUR|6AART|7CDMG|8LHND|9DMG|aRCR
205	31432 13256	   	183.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2VULN|3MDPS|4ASPD|5DUR|6AART|7CDMG|8BEXP|9DMG|aRCR
206	61435 23312	   	183.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2VULN|3MDPS|4ASPD|5TLV|6DMG|7CDMG|8DUR|9AART|aRCR
207	31433 26412	   	183.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6AME|7DUR|8DMG|9AART|aRCR
208	31113 15136	   	183.67	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1ERES|2VULN|3FEWX|4DMG|5MDPS|6AART|79ASPD|8ZMB|aRCR
209	22126 11441	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1RPLT|26VULN|3ASPD|4BEXP|5FEWX|7MDPS|8RCR|9AART|aDMG
210	43111 44112	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7AART|8ASPD|9LWND|aLHND
211	43111 44131	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7AART|8ASPD|9AME|aCGEN
212	43111 44133	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7AART|8ASPD|9AME|aMLV
213	11116 43225	   	183.49	DCR|3VULN|2DMG|1DUR	1MLV|26aVULN|3FEWX|47DMG|5ERES|8RCR|9DUR
214	21343 52533	   	183.47	DCR|2VULN|2ASPD|1CDMG|1DUR|1SPLREG	1RPLT|2DUR|34VULN|5aASPD|6SPLREG|7DUST|8CDMG|9RCR
215	22321 41414	   	183.47	DCR|3VULN|1AART|1DMG	1RPLT|23aVULN|4BEXP|5CGEN|6LHND|7RCR|8DMG|9AART
216	22623 11342	   	183.47	DCR|3VULN|1AART|1DMG	1RPLT|269VULN|3AME|4BEXP|5FEWX|7RCR|8AART|aDMG
217	43111 44113	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7AART|8ASPD|9LWND|aSELL
218	43111 44121	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7AART|8ASPD|9TLV|aCGEN
219	43111 44123	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7AART|8ASPD|9TLV|aMLV
220	43121 44113	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2BELT|3CDMG|4DUST|5DMG|6RCR|7AART|8ASPD|9LWND|aVULN
221	31134 47334	   	183.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1ERES|24VULN|3FEWX|5MDPS|6MBVNT|7ASPD|8RCR|9AART|aDMG
222	22226 11342	   	183.37	DCR|3VULN|1AART|1DMG	1RPLT|269VULN|3TLV|4BEXP|5FEWX|7RCR|8AART|aDMG
223	23223 11342	   	183.37	DCR|3VULN|1AART|1DMG	1RPLT|2ERES|369VULN|4BEXP|5FEWX|7RCR|8AART|aDMG
224	23223 11414	   	183.37	DCR|3VULN|1AART|1DMG	1RPLT|2ERES|36aVULN|4BEXP|5FEWX|7RCR|8DMG|9AART
225	21321 51452	   	183.30	DCR|2AART|2ASPD|1VULN|2DUR	1RPLT|29DUR|3VULN|49ASPD|589AME|67AART|9BPWR|aRCR
226	22324 31342	   	183.27	DCR|3VULN|1AART|1DMG	1RPLT|239VULN|4BEXP|5TLV|6DUST|7RCR|8AART|aDMG
227	11133 37572	   	183.13	DCR|2VULN|1MDPS|2DMG|1AART	1aMLV|2aVULN|3FEWX|4ERES|5MDPS|6MBVNT|7RCR|8aDMG|9AART|aBPWR
228	61421 47234	   	183.03	DCR|2VULN|2DMG|1MDPS|1AART	1CGEN|28VULN|3MDPS|4LWND|5MBVNT|6aDMG|7RCR|9AART
229	21344 23363	   	182.99	DCR|4VULN|1ASPD|2DUR	1RPLT|27DUR|3479VULN|567TLV|7BPWR|8ASPD|aRCR
230	61612 31116	   	182.95	DCR|3VULN|1DMG|1CDMG|1DUR	1CGEN|248VULN|3DLOT|5RCVC|6DMG|7CDMG|9RCR|aDUR
231	41324 53233	 * 	182.90	DCR|2DMG|2ASPD|1AART|2DUR	1FEWX|24DUR|34ASPD|4BPWR|5RMIN|6aDMG|7AART|8TLV|9RCR
232	33562 31423	 * 	182.87	DCR|3ASPD|2VULN|1MDPS|1DMG|1AAC	18ERES|2AAC|3DMG|4MDPS|578ASPD|68VULN|8BPWR|9MLV|aRCR
233	31612 31116	   	182.85	DCR|3VULN|1DMG|1CDMG|1DUR	1ERES|248VULN|3DLOT|5RCVC|6DMG|7CDMG|9RCR|aDUR
234	22631 21154	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1RPLT|28VULN|3AME|4SNIFST|5aASPD|6RCR|7CDMG|9DUR
235	41511 11341	   	182.55	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1aFEWX|2DUR|3aVULN|4CGEN|5RMIN|6DMG|7MDPS|8RCR|9aASPD|aBPWR
236	41521 11341	   	182.55	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1aFEWX|2DUR|3aVULN|4AME|5RMIN|6DMG|7MDPS|8RCR|9aASPD|aBPWR
237	22231 21154	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RPLT|28VULN|3TLV|4SNIFST|5aASPD|6RCR|7CDMG|9DUR
238	23231 21154	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RPLT|2ERES|38VULN|4SNIFST|5aASPD|6RCR|7CDMG|9DUR
239	23231 25164	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RPLT|2ERES|38VULN|4SNIFST|5aASPD|6RCR|7DUR|9CDMG
240	21326 25633	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	1RPLT|2DUR|37VULN|49ASPD|5LHND|6LWND|8RCR|aDMG
241	41323 25241	 * 	182.41	DCR|2ASPD|1VULN|1AART|3DUR|1ZMB	1FEWX|247DUR|34ASPD|4BPWR|5ERES|6VULN|8AART|9ZMB|aRCR
242	11261 24225	   	182.35	DCR|3VULN|1ASPD|1CDMG|1DUR	1MLV|246VULN|34AME|4BPWR|5FEWX|7ASPD|8RCR|9DUR|aCDMG
243	31261 24225	   	182.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1ERES|246VULN|34AME|4BPWR|5FEWX|7ASPD|8RCR|9DUR|aCDMG
244	21324 11443	   	182.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1RPLT|2DUR|36VULN|4ASPD|5BEXP|7MDPS|8RCR|9AART|aZMB
245	61616 31111	   	182.18	DCR|3VULN|1DMG|1CDMG|1ZMB	15CGEN|248VULN|3DLOT|6DMG|7CDMG|9RCR|aZMB
246	61133 24225	   	182.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1CGEN|246VULN|3FEWX|5ERES|7ASPD|8RCR|9DUR|aCDMG
247	43111 42142	   	182.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7MLV|8DUR|9ZMB|aAART
248	43111 43142	   	182.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2BELT|3CDMG|4DMG|5VULN|6RCR|7RMIN|8DUR|9ZMB|aAART
249	31616 31111	   	182.08	DCR|3VULN|1DMG|1CDMG|1ZMB	1ERES|248VULN|3DLOT|5AELBLL|6DMG|7CDMG|9RCR|aZMB
250	31614 31111	   	181.98	DCR|3VULN|1DMG|1CDMG|1ZMB	15ERES|248VULN|3DLOT|6DMG|7CDMG|9RCR|aZMB
251	31315 52263	   	181.95	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	14ERES|257VULN|3AAC|6DUR|8RCR|9ASPD|aCDMG
252	33315 52263	   	181.95	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	14ERES|2AAC|357VULN|6DUR|8RCR|9ASPD|aCDMG
253	11433 51114	   	181.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2aVULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8CGEN|9AART
254	22434 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|26VULN|3LHND|4MLV|5BEXP|7RCR|8DMG|9aAART
255	22462 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|26VULN|3LHND|4FEWX|5MLV|7RCR|8DMG|9aAART
256	22622 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|26VULN|3AME|4BEXP|5LWND|7RCR|8DMG|9aAART
257	25334 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|2LWND|36VULN|4MLV|5BEXP|7RCR|8DMG|9aAART
258	22321 41413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4BEXP|5CGEN|6LHND|7RCR|8DMG|9aAART
259	22325 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4BEXP|5LWND|6MLV|7RCR|8DMG|9aAART
260	22325 21413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4BEXP|5LWND|6AME|7RCR|8DMG|9aAART
261	22361 41413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4CGEN|5BEXP|6LHND|7RCR|8DMG|9aAART
262	22442 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|24VULN|3LHND|5BEXP|6MLV|7RCR|8DMG|9aAART
263	22442 21413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|24VULN|3LHND|5BEXP|6AME|7RCR|8DMG|9aAART
264	25342 11413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|2LWND|34VULN|5BEXP|6MLV|7RCR|8DMG|9aAART
265	25342 21413	   	181.71	DCR|2VULN|2AART|1DMG	1RPLT|2LWND|34VULN|5BEXP|6AME|7RCR|8DMG|9aAART
266	11433 21114	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2aVULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8CGEN|9AART
267	31433 11114	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1ERES|2aVULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8CGEN|9AART
268	31433 21114	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1ERES|2aVULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8CGEN|9AART
269	31433 63314	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1ERES|2aVULN|3MDPS|4ASPD|5CDMG|6LHND|7RCR|8AELBLL|9AART
270	61421 47231	   	181.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1CGEN|28VULN|3MDPS|4LWND|5MBVNT|6DMG|7RCR|9AART|aCDMG
271	61433 11214	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CGEN|2aVULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8ERES|9AART
272	61433 21214	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CGEN|2aVULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8ERES|9AART
273	41314 12523	   	181.67	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2aDUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8AART|9CDMG
274	11265 52323	   	181.66	DCR|4VULN|1AART|1DUR	1MLV|2457VULN|34AME|4BPWR|6DUR|8CGEN|9AART|aRCR
275	22231 24636	   	181.66	DCR|3VULN|1ASPD|1DMG	1RPLT|289VULN|3TLV|4SNIFST|5ASPD|6RCR|7CGEN|aDMG
276	23231 24636	   	181.66	DCR|3VULN|1ASPD|1DMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7CGEN|aDMG
277	41312 22313	 * 	181.65	DCR|2DMG|2ASPD|2CDMG|1AAC|1DUR	19FEWX|2DUR|39ASPD|4aDMG|5AAC|6LWND|7RCR|89CDMG|9BPWR
278	22324 41413	   	181.61	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4BEXP|5TLV|6LHND|7RCR|8DMG|9aAART
279	22463 11413	   	181.61	DCR|2VULN|2AART|1DMG	1RPLT|26VULN|3LHND|4FEWX|5TLV|7RCR|8DMG|9aAART
280	23231 22521	   	181.61	DCR|2VULN|2DMG|1ASPD	1RPLT|2ERES|3aVULN|4SNIFST|5ASPD|6RCR|7aLWND|8MULFIG|9aDMG|aBPWR
281	23231 23521	   	181.61	DCR|2VULN|2DMG|1ASPD	1RPLT|2ERES|3aVULN|4SNIFST|5ASPD|6RCR|7aFEWX|8MULFIG|9aDMG|aBPWR
282	23231 26521	   	181.61	DCR|2VULN|2DMG|1ASPD	1RPLT|2ERES|3aVULN|4SNIFST|5ASPD|6RCR|7aBEXP|8MULFIG|9aDMG|aBPWR
283	22433 53336	   	181.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1RPLT|28VULN|3LHND|4MLV|5MDPS|6AART|7DMG|9RCR|aASPD
284	31433 11614	   	181.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1ERES|2aVULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8AAC|9AART
285	31433 21614	   	181.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1ERES|2aVULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8AAC|9AART
286	22331 51215	   	181.59	DCR|3VULN|2DMG|1DUR	1RPLT|238VULN|4BELT|56DMG|7DMSP|9RCR|aDUR
287	41312 42342	   	181.57	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC|1ZMB	1FEWX|29DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8ZMB|aCDMG
288	24422 12162	   	181.49	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2AART|3LHND|4aVULN|5ASPD|6CDMG|7MLV|8RCR|9RCVC
289	11231 24256	   	181.47	DCR|3VULN|1AART|1ASPD	1MLV|269VULN|3AME|4AELBLL|5FEWX|7ASPD|8RCR|aAART
290	11433 51412	   	181.47	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aLHND
291	61433 11412	   	181.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8DMG|9AART|aLHND
292	61433 21412	   	181.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aLHND
293	23231 25225	   	181.45	DCR|3VULN|1MDPS|1ASPD|2DUR	1RPLT|28ERES|389VULN|4SNIFST|5ASPD|6RCR|78DUR|8BPWR|aMDPS
294	41142 21411	   	181.45	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4LHND|5CDMG|6VULN|7RCR|8DMG|9AART|aRCVC
295	15212 23535	   	181.41	DCR|2VULN|2DMG|1ASPD	1aMLV|2BELT|3DLOT|4aVULN|5ERES|6RCR|7LEGI|8ASPD|9aDMG|aBPWR
296	25133 43252	 * 	181.38	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE	1RPLT|2LWND|3ASPD|4MLV|5DMG|6LHND|7VULN|8AART|9RCR|aNUKE
297	11216 22211	   	181.37	DCR|3VULN|1AART|1DMG	1MLV|267VULN|3AME|4ERES|5DMG|8RCR|9DMSP|aAART
298	11216 22236	   	181.37	DCR|3VULN|1AART|1DMG	1MLV|267VULN|3AME|4ERES|5DMG|8RCR|9CGEN|aAART
299	11216 22241	   	181.37	DCR|3VULN|1AART|1DMG	1MLV|267VULN|39AME|4ERES|5DMG|8RCR|aAART
300	22126 11453	   	181.37	DCR|3VULN|1MDPS|1AART|1ASPD	1RPLT|269VULN|3ASPD|4BEXP|5FEWX|7MDPS|8RCR|aAART
301	31136 32266	   	181.37	DCR|3VULN|1AART|1ASPD	1ERES|247VULN|3FEWX|5DMSP|6MLV|8RCR|9ASPD|aAART
302	22332 51323	   	181.37	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4BELT|5BPWR|6MLV|7AART|8RCR|9DUST|aDMG
303	22332 61323	   	181.37	DCR|3VULN|1AART|1DMG	1RPLT|235VULN|4BELT|5BPWR|6AME|7AART|8RCR|9DUST|aDMG
304	11433 21412	   	181.37	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8DMG|9AART|aLHND
305	11433 21416	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8DMG|9AART|aBELT
306	11433 51413	   	181.37	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aTSLARM
307	31433 11412	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8DMG|9AART|aLHND
308	31433 11415	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8DMG|9AART|aRMIN
309	31433 11416	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8DMG|9AART|aBEXP
310	31433 21412	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aLHND
311	31433 21415	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aRMIN
