0	Index      	 *	Score 	Summary	Detail	
1	13122 14513	 * 	193.27	DCR|4VULN|2DMG|1AART	13aCGEN|2368VULN|3aBPWR|4aTLV|5AART|7RCR|9aDMG
165	13112 14252	   	169.17	DCR|4VULN|1AART|1CDMG	13CGEN|2369VULN|3BPWR|4ERES|5AART|7RCR|8MLV|aCDMG
166	13122 14252	   	169.17	DCR|4VULN|1AART|1CDMG	13CGEN|2369VULN|3BPWR|4TLV|5AART|7RCR|8MLV|aCDMG
167	32462 22162	 * 	169.08	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|2DUR	1FEWX|2aASPD|3LIT|4DMG|5aZMB|6RCR|7VULN|8aDUR|9AART|aBPWR
168	21131 21451	   	169.07	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|9ZMB|aDUST
169	13112 14552	   	169.07	DCR|4VULN|1AART|1CDMG	13CGEN|2369VULN|3BPWR|4ERES|5AART|7RCR|8TLV|aCDMG
170	13122 14562	   	169.07	DCR|4VULN|1AART|1CDMG	13CGEN|2368VULN|3BPWR|4TLV|5AART|7RCR|9ERES|aCDMG
171	11213 23656	   	169.01	DCR|3DMG|2VULN|1CDMG	159CGEN|2BASHEA|379DMG|49VULN|6RCR|8RPLT|9BPWR|aCDMG
172	11214 36343	   	168.81	DCR|3VULN|2DMG|1CDMG	1CGEN|2BASHEA|37DMG|49aVULN|5CDMG|6RCR|8FEWX
173	13331 36343	   	168.81	DCR|3VULN|2DMG|1CDMG	1CGEN|29aVULN|3CDMG|47DMG|5SNIHEL|6RCR|8FEWX
174	31134 36253	   	168.81	DCR|3VULN|2DMG|1CDMG	19FEWX|27DMG|39CANHEL|4ERES|5CDMG|6RCR|89aVULN|9BPWR
175	36132 22551	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1FEWX|29VULN|3DUR|4CGEN|5CDMG|6ZMB|7RCR|8aDMG
176	21633 66323	   	168.72	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|24DMG|35CDMG|6RCR|7RCVC|8aVULN|9LWND
177	31134 36243	   	168.71	DCR|3VULN|2DMG|1CDMG	1FEWX|27DMG|3CANHEL|4ERES|5CDMG|6RCR|89aVULN
178	13112 14642	 * 	168.62	DCR|3VULN|1AART|2ASPD|1CDMG	13CGEN|236VULN|3BPWR|4ERES|5AART|7RCR|89ASPD|aCDMG
179	13112 14633	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	13CGEN|236VULN|3BPWR|4ERES|5AART|7RCR|8ASPD|9LIT|aDMG
180	13112 14254	   	168.35	DCR|5VULN|1AART	13CGEN|2369aVULN|3BPWR|4ERES|5AART|7RCR|8MLV
181	13122 14254	   	168.35	DCR|5VULN|1AART	13CGEN|2369aVULN|3BPWR|4TLV|5AART|7RCR|8MLV
182	13122 14522	   	168.35	DCR|5VULN|1AART	13CGEN|2368aVULN|3BPWR|4TLV|5AART|7RCR|9FEWX
183	21321 32643	   	168.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	13DUR|2DMG|47VULN|5MLV|6AART|8ZMB|9ASPD|aRCR
184	21323 32643	   	168.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	13DUR|2DMG|47VULN|5CGEN|6AART|8ZMB|9ASPD|aRCR
185	36113 12435	   	168.20	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	18FEWX|248VULN|34DUR|48BPWR|5CDMG|68DUST|7RCR|9DMG|aASPD
186	21136 32653	   	168.12	DCR|3VULN|2DMG|3DUR	157DUR|26DMG|37CANHEL|47aVULN|7BPWR|8RCR|9RCVC
187	23434 32433	   	168.12	ACR|3VULN|2DMG|2DUR	1aDUR|2aLWND|3RCR|45BEXP|679VULN|8aDMG|aBPWR
188	21322 32643	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	13DUR|2DMG|47VULN|5ERES|6AART|8ZMB|9ASPD|aRCR
189	21326 32643	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	13DUR|2DMG|47VULN|5TLV|6AART|8ZMB|9ASPD|aRCR
190	21326 36213	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	13DUR|2DMG|48VULN|5TLV|6AART|7ASPD|9ZMB|aRCR
191	16662 23211	 * 	168.10	DCR|2VULN|2DMG|3ZMB	18CGEN|238ZMB|4aVULN|5CANHEL|6RCR|78DMG|8BPWR|9LWND
192	16662 23221	   	168.10	DCR|2VULN|2DMG|3ZMB	18CGEN|238ZMB|4aVULN|5CANHEL|6RCR|78DMG|8BPWR|9FEWX
193	23426 32433	   	168.02	ACR|3VULN|2DMG|2DUR	1aDUR|25aLWND|3RCR|4DUST|679VULN|8aDMG|aBPWR
194	16662 23231	   	168.00	DCR|2VULN|2DMG|3ZMB	18CGEN|238ZMB|4aVULN|5CANHEL|6RCR|78DMG|8BPWR|9LEGI
195	21431 62312	   	167.95	DCR|2VULN|2DMG|1AART|2DUR	18DUR|29DMG|38LIT|4ERES|5LWND|6AART|78VULN|8BPWR|aRCR
196	31266 63312	   	167.95	DCR|2VULN|2DMG|1AART|2DUR	18FEWX|29DMG|38DUR|4LIT|5ERES|6AART|78VULN|8BPWR|aRCR
197	22131 23323	   	167.87	DCR|2DMG|1VULN|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|4VULN|57CDMG|6RCR|7BPWR|8BEXP|9aDMG
198	22131 23422	   	167.87	DCR|2VULN|1DMG|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|4aVULN|57CDMG|6RCR|7BPWR|8DMG|9LIT
199	22131 23442	   	167.87	DCR|2VULN|1DMG|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|49VULN|57CDMG|6RCR|7BPWR|8DMG|aMLV
200	22131 23445	   	167.87	DCR|2VULN|1DMG|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|49VULN|57CDMG|6RCR|7BPWR|8DMG|aBEXP
201	21234 35134	   	167.82	DCR|3DMG|2VULN|3DUR	145DUR|25aDMG|3RCVC|5aBPWR|6aVULN|7RMIN|8aCGEN|9RCR
202	12263 14333	   	167.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15CGEN|2DUR|3RCVC|4AART|69DMG|7RCR|8VULN|aZMB
203	25263 14333	   	167.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|25CGEN|3RCVC|4AART|69DMG|7RCR|8VULN|aZMB
204	22131 23446	   	167.77	DCR|2VULN|1DMG|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|49VULN|57CDMG|6RCR|7BPWR|8DMG|aERES
205	22131 23452	   	167.77	DCR|2VULN|1DMG|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|4aVULN|57CDMG|6RCR|7BPWR|8DMG|9LSRREG
206	21234 35234	   	167.62	DCR|3DMG|2VULN|3DUR	145DUR|25aDMG|3RCVC|5aBPWR|6aVULN|7RMIN|8aERES|9RCR
207	22131 23555	 * 	167.60	DCR|1VULN|3ASPD|1DMG|2CDMG|2DUR|1ZMB	17DUR|278ASPD|3CANHEL|4VULN|57CDMG|6RCR|7BPWR|9ZMB|aDMG
208	11214 33512	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5CDMG|6RCR|7AART|8ASPD|9LIT
209	11214 33521	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5CDMG|6RCR|7AART|8ASPD|9LWND
210	11214 33531	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5CDMG|6RCR|7AART|8ASPD|9BEXP
211	11214 33551	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2BASHEA|3aDMG|4VULN|5CDMG|6RCR|7AART|8ASPD|9DMSP
212	11214 33251	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2BASHEA|39DMG|4VULN|5CDMG|6RCR|7AART|8LHND|aDUR
213	13331 33251	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2VULN|3CDMG|49DMG|5SNIHEL|6RCR|7AART|8LHND|aDUR
214	13331 33512	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3CDMG|4DMG|5SNIHEL|6RCR|7AART|8ASPD|9LIT
215	13331 33521	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3CDMG|4DMG|5SNIHEL|6RCR|7AART|8ASPD|9LWND
216	13331 33531	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3CDMG|4DMG|5SNIHEL|6RCR|7AART|8ASPD|9BEXP
217	13331 33551	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3CDMG|4aDMG|5SNIHEL|6RCR|7AART|8ASPD|9DMSP
218	13331 33556	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3CDMG|4DMG|5SNIHEL|6RCR|7AART|8ASPD|9DMSP
219	13351 33251	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3CDMG|4ASPD|5SNIHEL|6RCR|7AART|8LHND|9DMG
220	21263 12643	   	167.51	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCVC|4AART|5CGEN|67VULN|8ZMB|9ASPD|aRCR
221	16611 32623	   	167.42	ACR|3VULN|3ZMB|1AART	19CGEN|23aZMB|49LHND|5RCR|6AART|789VULN|9BPWR
222	16661 32123	   	167.42	ACR|3VULN|3ZMB|1AART	19CGEN|23aZMB|479VULN|5RCR|6AART|89LHND|9BPWR
223	11214 33561	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5CDMG|6RCR|7AART|8ASPD|9LEGI
224	13331 33561	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3CDMG|4DMG|5SNIHEL|6RCR|7AART|8ASPD|9LEGI
225	36115 11612	   	167.35	DCR|2VULN|2DMG|1AART|2DUR	1FEWX|24VULN|34DUR|4BPWR|5MLV|6LIT|7AART|89DMG|aRCR
226	16161 32353	 * 	167.34	ACR|4VULN|1AART|1ZMB	1aCGEN|2ZMB|3RCVC|479aVULN|5RCR|6AART|8aERES|aBPWR
227	16161 32522	   	167.34	ACR|4VULN|1AART|1ZMB	1CGEN|2ZMB|3RCVC|478aVULN|5RCR|6AART|9FEWX
228	22131 21234	   	167.27	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	18DUR|2ASPD|3CANHEL|4VULN|5aCDMG|6RCR|7DMG|9AART
229	21623 62262	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|29DMG|3CDMG|4LWND|59ERES|6RCR|7ASPD|89VULN|9BPWR|aCGEN
230	36422 41112	 * 	167.13	ACR|2VULN|2DMG|2CDMG|1ASPD	178FEWX|2aVULN|3RCR|4ASPD|5aCDMG|6RMIN|9aDMG|aBPWR
231	13331 33253	   	167.09	DCR|2DMG|1AART|1VULN|2CDMG	1aCGEN|2VULN|3aCDMG|49DMG|5SNIHEL|6RCR|7AART|8aLHND|aBPWR
232	21623 62251	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|2aDMG|3CDMG|4LWND|5ERES|6RCR|7ASPD|89VULN
233	11214 33254	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	1CGEN|2BASHEA|39DMG|4VULN|5aCDMG|6RCR|7AART|8LHND
234	13331 33254	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	1CGEN|2VULN|3aCDMG|49DMG|5SNIHEL|6RCR|7AART|8LHND
235	13336 23525	   	166.87	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2VULN|3CDMG|46aDMG|5LIT|7RCR|8ASPD|9ZMB
236	12626 23251	   	166.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3CDMG|4LWND|5RCR|6ZMB|7aDMG|89VULN
237	16161 32352	   	166.79	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3RCVC|479VULN|5RCR|6AART|8ERES|aCDMG
238	22263 54323	   	166.75	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	19DUR|26ASPD|3RCVC|4AART|59CGEN|7RCR|89VULN|9BPWR|aZMB
239	13122 14621	   	166.72	DCR|4VULN|1AART|1ZMB	13aCGEN|236aVULN|3aBPWR|4TLV|5AART|7RCR|8ZMB|9aFEWX
240	31636 25313	   	166.71	DCR|3DMG|2VULN|1CDMG	18FEWX|248DMG|3CDMG|5LIT|68LWND|7RCR|8BPWR|9aVULN
241	12621 63261	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19CGEN|2DUR|39CDMG|4LWND|5RMIN|6RCR|7aDMG|89VULN|9BPWR
242	36313 42431	   	166.61	DCR|3VULN|2DMG|1CDMG	18FEWX|248VULN|34DUST|48BPWR|5CDMG|68LHND|7RCR|9aDMG
243	13122 14553	   	166.52	DCR|4VULN|1AART|1ZMB	13CGEN|2368VULN|3BPWR|4TLV|5AART|7RCR|9BEXP|aZMB
244	13122 14626	   	166.52	DCR|4VULN|1AART|1ZMB	13CGEN|236aVULN|3BPWR|4TLV|5AART|7RCR|8ZMB|9FEWX
245	13122 14651	   	166.52	DCR|4VULN|1AART|1ZMB	13CGEN|2369VULN|3BPWR|4TLV|5AART|7RCR|8ZMB|aLWND
246	13336 23663	   	166.51	DCR|3VULN|2DMG|1CDMG	1CGEN|29aVULN|3CDMG|46DMG|5LIT|7RCR|8MLV
247	21136 32631	   	166.51	DCR|3DMG|2VULN|3DUR	157DUR|269DMG|37CANHEL|47VULN|7BPWR|8RCR|aFEWX
248	21136 32634	   	166.51	DCR|3DMG|2VULN|3DUR	157DUR|269DMG|37CANHEL|47VULN|7BPWR|8RCR|aCGEN
249	21136 32635	   	166.51	DCR|3DMG|2VULN|3DUR	157DUR|269DMG|37CANHEL|47VULN|7BPWR|8RCR|aBEXP
250	21136 52631	   	166.51	DCR|3VULN|2DMG|3DUR	157DUR|29DMG|37CANHEL|467VULN|7BPWR|8RCR|aMLV
251	21136 52632	   	166.51	DCR|3VULN|2DMG|3DUR	157DUR|29DMG|37CANHEL|467VULN|7BPWR|8RCR|aBEXP
252	13112 14153	   	166.42	DCR|4VULN|1AART|1ZMB	13CGEN|2369VULN|3BPWR|4ERES|5AART|7RCR|8LEGI|aZMB
253	13122 14153	   	166.42	DCR|4VULN|1AART|1ZMB	13CGEN|2369VULN|3BPWR|4TLV|5AART|7RCR|8LEGI|aZMB
254	13336 23463	   	166.41	DCR|3VULN|2DMG|1CDMG	1CGEN|29aVULN|3CDMG|46DMG|5LIT|7RCR|8TLV
255	21136 32613	   	166.41	DCR|3VULN|2DMG|3DUR	157DUR|26DMG|37CANHEL|47aVULN|7BPWR|8RCR|9DUST
256	21136 32632	   	166.41	DCR|3DMG|2VULN|3DUR	157DUR|269DMG|37CANHEL|47VULN|7BPWR|8RCR|aERES
257	21136 32633	   	166.41	DCR|3DMG|2VULN|3DUR	157DUR|269DMG|37CANHEL|47VULN|7BPWR|8RCR|aSNIHEL
258	21136 51633	   	166.41	DCR|3VULN|2DMG|3DUR	157DUR|29DMG|3CANHEL|46aVULN|8RCR
259	21636 62121	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|24DMG|3CDMG|5LIT|67VULN|8RCR|9ZMB|aFEWX
260	21636 62122	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|24DMG|3CDMG|5LIT|67VULN|8RCR|9ZMB|aLWND
261	21636 62132	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|24DMG|3CDMG|5LIT|67VULN|8RCR|9RPLT|aZMB
262	22462 22125	   	166.40	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3LIT|4aDMG|5ZMB|6RCR|79VULN|8RCVC
263	22631 12163	   	166.35	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1DUR|2ASPD|3aCDMG|4aDMG|5MLV|6aVULN|7ERES|8FEWX|9RCR|aBPWR
264	22631 12563	   	166.35	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1DUR|2ASPD|3aCDMG|4aDMG|5MLV|6aVULN|7ERES|8BEXP|9RCR|aBPWR
265	22631 13163	   	166.35	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1DUR|2ASPD|3aCDMG|4aDMG|5MLV|6aVULN|7TLV|8FEWX|9RCR|aBPWR
266	22631 16363	   	166.35	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1DUR|2ASPD|3aCDMG|4aDMG|5MLV|6aVULN|7FEWX|8ERES|9RCR|aBPWR
267	21131 25461	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3CANHEL|4aVULN|5CDMG|6RCR|7LHND|8FEWX|9AART
268	21131 21223	   	166.31	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|27DMG|3CANHEL|4aVULN|58CDMG|6RCR|9ERES
269	21221 32643	   	166.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCVC|47VULN|5MLV|6AART|8ZMB|9ASPD|aRCR
270	21223 32643	   	166.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCVC|47VULN|5CGEN|6AART|8ZMB|9ASPD|aRCR
271	21636 62123	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|24DMG|3CDMG|5LIT|67VULN|8RCR|9ZMB|aDUST
272	36113 12443	   	166.30	DCR|4VULN|1CDMG|2DUR|1ZMB	18FEWX|248aVULN|34DUR|48BPWR|5CDMG|68DUST|7RCR|9ZMB
273	13112 14616	   	166.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	13CGEN|236VULN|3BPWR|4ERES|5AART|7RCR|8ASPD|9ZMB|aDUR
274	13122 14633	   	166.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	13CGEN|236VULN|3BPWR|4TLV|5AART|7RCR|8ZMB|9DUR|aASPD
275	21433 41363	 * 	166.28	DCR|3DMG|1VULN|3DUR|2ZMB	158DUR|289DMG|3LIT|4ERES|68ZMB|7RCR|8BPWR|aVULN
276	21222 32643	   	166.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCVC|47VULN|5ERES|6AART|8ZMB|9ASPD|aRCR
277	21226 32643	   	166.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCVC|47VULN|5TLV|6AART|8ZMB|9ASPD|aRCR
278	21226 36213	   	166.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCVC|48VULN|5TLV|6AART|7ASPD|9ZMB|aRCR
279	21462 12242	   	166.15	DCR|2VULN|2DMG|1AART|2DUR	18DUR|24DMG|38LIT|5FEWX|6ERES|78VULN|8BPWR|9AART|aRCR
280	16661 32221	   	166.12	ACR|3VULN|1AART|2ZMB|2DUR	19CGEN|23ZMB|479VULN|5RCR|6AART|89DUR|9BPWR|aFEWX
281	13122 14662	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	139CGEN|236VULN|3BPWR|4TLV|5AART|7RCR|8ZMB|aCDMG
282	16661 32222	   	166.02	ACR|3VULN|1AART|2ZMB|2DUR	19CGEN|23ZMB|479VULN|5RCR|6AART|89DUR|9BPWR|aDLOT
283	21131 34471	   	165.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|2DMG|3CANHEL|4aVULN|56CDMG|7MBVNT|8AART|9RCR
284	21131 21346	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|27DMG|3CANHEL|4VULN|5CDMG|6RCR|8BEXP|9LIT|aAART
285	31243 62261	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	19FEWX|2aDMG|39DUR|4CGEN|5CDMG|6RCR|7RMIN|89VULN|9BPWR
286	16161 32221	   	165.68	ACR|3VULN|1AART|2DUR|1ZMB	19CGEN|2ZMB|3RCVC|479VULN|5RCR|6AART|89DUR|9BPWR|aFEWX
287	16161 32224	   	165.68	ACR|3VULN|1AART|2DUR|1ZMB	19CGEN|2ZMB|3RCVC|479VULN|5RCR|6AART|89DUR|9BPWR|aRMIN
288	16161 32226	   	165.68	ACR|3VULN|1AART|2DUR|1ZMB	19CGEN|2ZMB|3RCVC|479VULN|5RCR|6AART|89DUR|9BPWR|aLWND
289	31134 16252	   	165.63	DCR|3DMG|2VULN|2CDMG	1FEWX|279DMG|3CANHEL|4ERES|59CDMG|6LHND|89VULN|9BPWR|aRCR
290	31134 26252	   	165.63	DCR|3DMG|2VULN|2CDMG	1FEWX|279DMG|3CANHEL|4ERES|59CDMG|6LWND|89VULN|9BPWR|aRCR
291	21131 21546	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|27DMG|3CANHEL|4VULN|5CDMG|6RCR|8DUST|9LIT|aAART
292	36416 11212	 * 	165.59	ACR|3VULN|2AART|1ZMB	14FEWX|24aVULN|3RCR|4BPWR|5ZMB|6LIT|79AART|8LHND
293	36416 11312	   	165.59	ACR|3VULN|2AART|1ZMB	14FEWX|24aVULN|3RCR|4BPWR|5ZMB|6LIT|79AART|8LWND
294	16161 32222	   	165.58	ACR|3VULN|1AART|2DUR|1ZMB	19CGEN|2ZMB|3RCVC|479VULN|5RCR|6AART|89DUR|9BPWR|aDLOT
295	16161 32225	   	165.58	ACR|3VULN|1AART|2DUR|1ZMB	19CGEN|2ZMB|3RCVC|479VULN|5RCR|6AART|89DUR|9BPWR|aERES
296	12626 22261	   	165.52	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	1CGEN|29DUR|3CDMG|4LWND|5RCR|69ZMB|7ASPD|89VULN|9BPWR|aDMG
297	13331 32253	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|29VULN|3CDMG|4aDMG|59SNIHEL|6RCR|7BEXP|89DUR|9BPWR
298	21131 21153	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|27DMG|39CANHEL|4aVULN|5CDMG|6RCR|89CGEN|9BPWR
299	21131 21653	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|27DMG|39CANHEL|4aVULN|5CDMG|6RCR|89MLV|9BPWR
300	36113 61631	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	17FEWX|24VULN|34DUR|4BPWR|5CDMG|6RCR|8DUST|9aDMG
301	36113 62331	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|24VULN|34DUR|4BPWR|5CDMG|6RCR|7RMIN|8ERES|9aDMG
302	21131 21133	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|27DMG|3CANHEL|4aVULN|5CDMG|6RCR|8CGEN
303	21131 21633	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|27DMG|3CANHEL|4aVULN|5CDMG|6RCR|8MLV
304	21362 32622	 * 	165.17	DCR|3VULN|2DMG|1AART|3DUR|1MSE	139DUR|29DMG|4AART|5MSE|6CGEN|789VULN|9BPWR|aRCR
305	22131 23554	 * 	165.12	DCR|2VULN|3ASPD|2CDMG|2DUR|1ZMB	17DUR|278ASPD|3CANHEL|4aVULN|57CDMG|6RCR|7BPWR|9ZMB
306	21131 21436	   	165.10	DCR|3DMG|1VULN|1CDMG|1DUR|1ASPD	1DUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|9RPLT|aASPD
307	36113 12433	 * 	165.08	DCR|3VULN|1DMG|3DUR|1CDMG	18FEWX|248VULN|34aDUR|48BPWR|5CDMG|68DUST|7RCR|9DMG
308	33113 34416	   	165.05	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2aLWND|3DUR|4LSRREG|5aVULN|6AART|7LSRICY|8aDMG|9RCR|aBPWR
309	16661 32232	   	165.04	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1CGEN|23ZMB|47VULN|5RCR|6AART|8DUR|9DMG|aMLV
310	16661 32233	   	165.04	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1CGEN|23ZMB|47VULN|5RCR|6AART|8DUR|9DMG|aFEWX
311	21131 21425	   	165.00	DCR|3DMG|1VULN|1CDMG|1DUR|1ASPD	1DUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|9NUKE|aASPD
312	36113 12231	   	165.00	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|24VULN|34DUR|4BPWR|5CDMG|6DUST|7RCR|8RCVC|9aDMG
313	16661 32231	   	164.94	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1CGEN|23ZMB|47VULN|5RCR|6AART|8DUR|9DMG|aLSRREG
314	23442 22261	   	164.93	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1DUR|29LWND|3RCR|4ERES|5CDMG|69ZMB|7ASPD|89VULN|9BPWR|aDMG
315	22131 23221	 * 	164.85	DCR|2VULN|3CDMG|2ASPD|2DUR|1ZMB	17DUR|27ASPD|3CANHEL|49VULN|578CDMG|6RCR|7BPWR|aZMB
316	22131 21231	   	164.78	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ASPD	18aDUR|2ASPD|3CANHEL|4VULN|5CDMG|6RCR|7DMG|9AART
317	13122 44631	   	164.75	DCR|3VULN|1AART|2DUR|1ZMB	13aCGEN|23aVULN|3aBPWR|46TLV|5AART|7RCR|8ZMB|9aDUR
318	36422 33431	 * 	164.70	ACR|2DMG|1VULN|2ZMB|2ASPD|1CDMG	18FEWX|2VULN|3RCR|48ASPD|5CDMG|6BEXP|78ZMB|8BPWR|9aDMG
319	21131 23156	   	164.68	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|29aDMG|3CANHEL|4VULN|59CDMG|6RCR|7FEWX|89CGEN|9BPWR
320	21131 25153	   	164.68	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|29aDMG|3CANHEL|4VULN|59CDMG|6RCR|7LHND|89CGEN|9BPWR
321	36422 13431	   	164.60	ACR|2DMG|1VULN|2ZMB|2ASPD|1CDMG	18FEWX|2VULN|3RCR|48ASPD|5CDMG|6DUST|78ZMB|8BPWR|9aDMG
322	16161 35312	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|3RCVC|4aVULN|5RCR|6AART|7DUR|8LIT|9DMG
323	16161 32232	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|3RCVC|47VULN|5RCR|6AART|8DUR|9DMG|aMLV
324	16161 32233	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|3RCVC|47VULN|5RCR|6AART|8DUR|9DMG|aFEWX
325	16161 32235	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aCGEN|2ZMB|3RCVC|47VULN|5RCR|6AART|8DUR|9DMG
