0	Index      	 *	Score 	Summary	Detail	
1	26256 12332	 * 	203.16	DCR|4VULN|2DMG|2CDMG|2DUR|1ZMB	17DMG|27CDMG|3489VULN|5ZMB|67DUR|7BPWR|aRCR
166	18523 42722	   	175.80	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2RCVC|3RCR|4AART|5ZMB|679VULN|8LHND|aDMG
167	23142 42363	   	175.78	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	146DMG|2LHND|3RCR|5DUR|7FEWX|8VULN|9AART|aASPD
168	17246 24743	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|5LWND|6ZMB|78aVULN|9DMG
169	17247 23111	   	175.70	ACR|3DMG|1AART|1VULN|1ZMB	1MBVNT|2ERES|3RCR|4AART|5VULN|6ZMB|79aDMG|8LWND
170	17247 23183	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|59aVULN|6ZMB|7DMG|8LWND
171	17247 23711	   	175.70	ACR|3DMG|1AART|1VULN|1ZMB	1MBVNT|2ERES|3RCR|4AART|5VULN|6ZMB|79aDMG|8LHND
172	21365 25222	   	175.67	DCR|4VULN|2DMG|1ZMB	17DMG|2ERES|347aVULN|57FEWX|6BELT|7BPWR|8RCR|9ZMB
173	21661 25222	   	175.67	DCR|4VULN|2DMG|1ZMB	17DMG|2ERES|37FEWX|457aVULN|6BELT|7BPWR|8RCR|9ZMB
174	23153 33612	   	175.67	ACR|2VULN|2DMG|1AART|2DUR	18DMG|2LHND|3RCR|48VULN|5BEXP|69FEWX|78DUR|8BPWR|aAART
175	23153 33622	   	175.67	ACR|2VULN|2DMG|1AART|2DUR	18DMG|2LHND|3RCR|48VULN|59BEXP|6FEWX|78DUR|8BPWR|aAART
176	23153 33632	   	175.67	ACR|2VULN|2DMG|1AART|2DUR	18DMG|29LHND|3RCR|48VULN|5BEXP|6FEWX|78DUR|8BPWR|aAART
177	23153 33662	   	175.67	ACR|2VULN|2DMG|1AART|2DUR	18DMG|2LHND|3RCR|48VULN|5BEXP|6FEWX|78DUR|8BPWR|9RCVC|aAART
178	17247 23311	   	175.60	ACR|3DMG|1AART|1VULN|1ZMB	1MBVNT|2ERES|3RCR|4AART|5VULN|6ZMB|79aDMG|8DUST
179	17247 24222	   	175.60	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|579VULN|6ZMB|8TLV|aDMG
180	18524 32111	 * 	175.55	ACR|2AART|2VULN|2CDMG|2ZMB	1MBVNT|2RCVC|3RCR|48AART|5aVULN|6LIT|7aCDMG|9aZMB|aBPWR
181	26532 23533	   	175.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DMG|2CDMG|3ASPD|4aVULN|5ERES|6AART|79DUR|8RCR
182	13236 47741	   	175.42	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2LWND|3AART|48VULN|5ERES|6ZMB|7RCR|9aDMG
183	21322 36511	   	174.95	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DMG|2ERES|36VULN|4ASPD|59DUR|7AART|8RCR|aCDMG
184	21322 66511	   	174.95	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	16DMG|2ERES|3VULN|4ASPD|59DUR|7AART|8RCR|aCDMG
185	21352 11263	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2ERES|38VULN|4ZMB|5DUR|6FEWX|7RCR|9AART|aCDMG
186	17251 48442	 * 	174.85	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|27ERES|3RCR|4DMG|578VULN|67FEWX|7BPWR|9CDMG|aAART
187	17254 48442	   	174.85	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|27ERES|3RCR|4DMG|57BEXP|678VULN|7BPWR|9CDMG|aAART
188	23151 63433	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|2LHND|3RCR|4aVULN|5LIT|6LWND|7ZMB|9AART
189	23151 64233	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2LHND|3RCR|4aVULN|5LIT|6LWND|8ZMB|9AART
190	21154 31263	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2ERES|3DUR|4ZMB|5DUST|68VULN|7RCR|9AART|aCDMG
191	21322 11261	   	174.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2ERES|38VULN|4ASPD|5DUR|6FEWX|7RCR|9AART
192	17251 41442	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2ERES|3RCR|4DMG|578VULN|6FEWX|9CDMG|aAART
193	17251 51112	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2ERES|3RCR|4DMG|589VULN|6CDMG|7BEXP|aAART
194	17254 41442	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2ERES|3RCR|4DMG|5BEXP|678VULN|9CDMG|aAART
195	17256 41442	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2ERES|3RCR|4DMG|5FEWX|678VULN|9CDMG|aAART
196	42141 41112	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2TLV|3RCR|4DMG|589VULN|6CDMG|7BEXP|aAART
197	52141 61342	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TLV|3RCR|4DMG|578VULN|6MBVNT|9CDMG|aAART
198	23141 31633	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	14DMG|2LHND|3RCR|5LEGI|6aVULN|7ZMB|8LIT|9AART
199	33353 26326	   	174.73	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1SELL|2RCR|39VULN|4DMSP|5ASPD|6AART|7RMIN|8aDMG
200	21124 31261	   	174.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2ERES|3DUR|4ASPD|5DUST|68VULN|7RCR|9AART
201	17252 41442	   	174.65	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2ERES|3RCR|4DMG|5DUST|678VULN|9CDMG|aAART
202	17252 48442	   	174.65	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|27ERES|3RCR|4DMG|57DUST|678VULN|7BPWR|9CDMG|aAART
203	42141 61342	   	174.65	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2TLV|3RCR|4DMG|578VULN|6MBVNT|9CDMG|aAART
204	18523 33121	 * 	174.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|2RCVC|3RCR|4aAART|5ZMB|6DMG|7CDMG|8VULN|9ASPD
205	18523 33174	   	174.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2RCVC|3RCR|4aAART|5ZMB|6DMG|7CDMG|8VULN|9DUR
206	22332 36124	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CGEN|38aVULN|4LSRICY|5RPLT|6AART|7RCR|9CDMG
207	22332 36364	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CGEN|39aVULN|4LSRICY|5RPLT|6AART|7RCR|8CDMG
208	26252 26122	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|349VULN|5FEWX|6AART|7RCR|8DMSP|aLWND
209	21332 36364	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2ERES|39aVULN|4LSRICY|5RPLT|6AART|7RCR|8CDMG
210	26252 26121	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|349VULN|5FEWX|6AART|7RCR|8DMSP|aAIRHEL
211	26252 26123	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|349VULN|5FEWX|6AART|7RCR|8DMSP|aTLV
212	14454 23372	 * 	174.39	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD|1SELL	1MBVNT|2aASPD|3aVULN|4DMG|5SELL|6BEXP|7aCDMG|8RCR|9AART|aBPWR
213	13123 47472	   	174.27	DCR|3VULN|2DMG|1AART	1MBVNT|25aLWND|3DUST|47aVULN|6aDMG|8RCR|9AART|aBPWR
214	13128 17472	   	174.27	DCR|3VULN|2DMG|1AART	1MBVNT|2aLWND|3DUST|47aVULN|5aDMG|6RCVC|8RCR|9AART|aBPWR
215	24123 33315	   	174.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	18DMG|2ASPD|36AART|4MGNLIT|5BEXP|7CDMG|9RCR|aVULN
216	18524 32161	 * 	174.24	ACR|2AART|2VULN|2CDMG|2ASPD	1MBVNT|2RCVC|3RCR|48AART|5aVULN|6LIT|7aCDMG|9aASPD|aBPWR
217	26121 26334	   	174.17	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	189DMG|2CDMG|3DUST|4VULN|5RCVC|6AART|7ASPD|aRCR
218	24131 32511	   	174.16	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	15aDMG|2ASPD|3AART|4FEWX|6MLV|7VULN|8RCR|9DUR
219	24131 52511	   	174.16	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	15aDMG|2ASPD|3AART|4FEWX|6RMIN|7VULN|8RCR|9DUR
220	24141 32511	   	174.16	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	16aDMG|2ASPD|3AART|4CGEN|5BEXP|7VULN|8RCR|9DUR
221	24151 32511	   	174.16	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	16aDMG|2ASPD|3AART|4MLV|5BEXP|7VULN|8RCR|9DUR
222	24161 32511	   	174.16	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	15aDMG|2ASPD|3AART|4BEXP|6MLV|7VULN|8RCR|9DUR
223	23144 31325	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	14DMG|2LHND|3RCR|5DUST|68VULN|7ZMB|9CGEN|aAART
224	13125 47471	   	174.07	DCR|3VULN|2DMG|1AART	1MBVNT|2LWND|3DUST|457VULN|6aDMG|8RCR|9AART
225	26226 22532	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4TLV|5CGEN|6AART|79LWND|8RCR|9BPWR|aERES
226	21324 36531	   	174.06	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1DMG|2ERES|36VULN|4ASPD|5DUST|79AART|8RCR|aCDMG
227	17248 45324	 * 	174.04	ACR|2AART|2VULN|1DMG|1CDMG	1MBVNT|28ERES|3RCR|4aAART|5DMG|68DUST|78VULN|8BPWR|9CDMG
228	26226 22533	   	173.92	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|2CDMG|39VULN|4TLV|5CGEN|6AART|79LWND|8RCR|9BPWR|aSELL
229	22361 25231	   	173.87	DCR|3VULN|2DMG|1AART	17DMG|2CGEN|357VULN|47FEWX|6BELT|7BPWR|8RCR|9LHND|aAART
230	22361 25261	   	173.87	DCR|3VULN|2DMG|1AART	17DMG|2CGEN|357VULN|47FEWX|6BELT|7BPWR|8RCR|9LWND|aAART
231	16424 48252	   	173.85	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2MGNLIT|3AART|4FEWX|59VULN|6RCR|7aDMG|8DUR
232	16484 44252	   	173.85	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2MGNLIT|3AART|4BEXP|59VULN|6RCR|7aDMG|8DUR
233	18523 33221	   	173.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2RCVC|3RCR|4AART|5ZMB|6aDMG|7CDMG|8RPLT|9VULN
234	18523 33341	   	173.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|29RCVC|3RCR|4AART|5ZMB|68DMG|7CDMG|aVULN
235	18523 47342	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2RCVC|3RCR|4AART|5ZMB|69VULN|7DMG|8BELT|aCDMG
236	23152 13146	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2LHND|3RCR|48VULN|5CDMG|6CGEN|7DUR|9AART|aASPD
237	23152 22543	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2LHND|3RCR|46VULN|5CDMG|7RMIN|8DUR|9AART|aASPD
238	21365 25231	   	173.77	DCR|3VULN|2DMG|1AART	17DMG|2ERES|347VULN|57FEWX|6BELT|7BPWR|8RCR|9LHND|aAART
239	21661 25231	   	173.77	DCR|3VULN|2DMG|1AART	17DMG|2ERES|37FEWX|457VULN|6BELT|7BPWR|8RCR|9LHND|aAART
240	17241 25743	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|5FEWX|6ZMB|78VULN|9DMG|aCDMG
241	17243 24243	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|5LHND|6ZMB|78VULN|9DMG|aCDMG
242	17247 23713	   	173.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|5VULN|6ZMB|79DMG|8LHND|aCDMG
243	17247 23843	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|59VULN|6ZMB|7DMG|8CDMG|aBEXP
244	17247 23844	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|59VULN|6ZMB|7DMG|8CDMG|aLHND
245	17247 24543	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|57VULN|6ZMB|8BEXP|9DMG|aCDMG
246	17247 24643	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|57VULN|6ZMB|8FEWX|9DMG|aCDMG
247	17247 24843	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|57VULN|6ZMB|8LHND|9DMG|aCDMG
248	18523 33316	   	173.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2RCVC|3RCR|4AART|5ZMB|68DMG|7CDMG|9LSRREG|aVULN
249	18523 33354	   	173.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2RCVC|3RCR|4AART|5ZMB|68DMG|7CDMG|9DUST|aVULN
250	23111 43146	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LHND|3RCR|4ERES|58VULN|6CDMG|7DUR|9AART|aASPD
251	23122 36153	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	18DMG|2LHND|3RCR|4DMSP|5DUR|679VULN|aZMB
252	23142 31325	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	14DMG|2LHND|3RCR|5DUR|68aVULN|7ZMB|9CGEN
253	23142 36325	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	14DMG|2LHND|3RCR|5DUR|67aVULN|8ZMB|9CGEN
254	23142 43511	   	173.63	ACR|3DMG|2VULN|1ZMB|1DUR	146DMG|2LHND|3RCR|5DUR|7ZMB|8aVULN|9CGEN
255	22361 43322	   	173.62	DCR|4VULN|2DMG|1CDMG	17DMG|26CGEN|3578VULN|47FEWX|7BPWR|9CDMG|aRCR
256	17247 23313	   	173.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|5VULN|6ZMB|79DMG|8DUST|aCDMG
257	17247 23383	   	173.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ERES|3RCR|4AART|59VULN|6ZMB|7DMG|8DUST|aCDMG
258	17247 23842	   	173.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2aERES|3RCR|4AART|59VULN|6ZMB|7DMG|8CDMG
259	21322 36521	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2ERES|36VULN|4ASPD|5DUR|7AART|8RCR|9LHND
260	21322 36541	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2ERES|36VULN|4ASPD|5DUR|7AART|8RCR|9LWND
261	23142 31312	   	173.53	ACR|3VULN|2DMG|1ZMB|1DUR	14DMG|2LHND|3RCR|5DUR|68aVULN|7ZMB|9DLOT
262	23142 36312	   	173.53	ACR|3VULN|2DMG|1ZMB|1DUR	14DMG|2LHND|3RCR|5DUR|67aVULN|8ZMB|9DLOT
263	21322 36551	   	173.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1aDMG|2ERES|36VULN|4ASPD|5DUR|7AART|8RCR|9LEGI
264	21324 36511	   	173.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2ERES|36VULN|4ASPD|5DUST|7AART|8RCR|9DUR
265	13236 47743	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LWND|3AART|48aVULN|5ERES|6ZMB|7RCR|9DMG
266	12424 31448	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|2aLHND|3DUR|45aVULN|6ERES|7RCR|8CDMG|9aDMG|aBPWR
267	12427 41448	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|2aLHND|3DUR|46aVULN|5ERES|7RCR|8CDMG|9aDMG|aBPWR
268	13425 31448	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|2aLWND|3DUR|45aVULN|6ERES|7RCR|8CDMG|9aDMG|aBPWR
269	13427 41448	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|2aLWND|3DUR|46aVULN|5ERES|7RCR|8CDMG|9aDMG|aBPWR
270	23142 42423	   	173.43	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	146DMG|2LHND|3RCR|5DUR|7FEWX|8ZMB|9AART|aCDMG
271	24115 25211	   	173.42	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	169DMG|2ASPD|3AART|4LIT|5RMIN|7ZMB|8VULN|aRCR
272	26246 12312	   	173.41	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	17DMG|27CDMG|38VULN|49RCVC|5ZMB|67DUR|7BPWR|aRCR
273	25122 11145	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	15DMG|2LIT|3AART|4ERES|68VULN|7MLV|9RCR|aCDMG
274	12438 31872	   	173.35	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|2aLHND|34DUR|5aDMG|6aVULN|7RCR|8RCVC|9AART|aBPWR
275	13438 31672	   	173.35	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|28aLWND|34DUR|5aDMG|6aVULN|7RCR|9AART|aBPWR
276	23141 43423	   	173.33	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	146DMG|2LHND|3RCR|5LEGI|7ZMB|8DUR|9AART|aCDMG
277	25122 65211	   	173.32	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	159DMG|2LIT|3AART|4ERES|6ASPD|7ZMB|8VULN|aRCR
278	26431 42232	   	173.24	DCR|4VULN|1DMG|2CDMG|1ZMB	1DMG|25CDMG|3RMIN|4579VULN|5BPWR|6CGEN|8ZMB|aRCR
279	18523 42428	   	173.24	ACR|3VULN|1AART|2ZMB|1CDMG	1MBVNT|2RCVC|3RCR|4AART|58ZMB|679VULN|aCDMG
280	18523 22425	   	173.22	ACR|3VULN|3ZMB|1AART	1MBVNT|26RCVC|3RCR|4AART|58aZMB|79aVULN|aBPWR
