0	Index      	 *	Score 	Summary	Detail	
1	11123 46262	 * 	191.64	DCR|2VULN|2DMG|3ZMB|1AART|1DUR	169ZMB|2DUR|37DMG|46VULN|5AART|6BPWR|8RPLT|aRCR
165	12621 15234	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3LHND|49VULN|5NUKE|6CDMG|7RCR|8DMG|aAART
166	13123 42165	   	167.23	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	16ZMB|2LWND|3DMG|46VULN|5AART|6BPWR|7CDMG|8RMIN|9LIT|aRCR
167	32133 26563	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LHND|23DMG|4RMIN|57VULN|6RCR|8DUR|9CDMG|aASPD
168	11126 15433	   	166.87	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|38aDMG|4VULN|5CGEN|6CDMG|7RCR|9LWND
169	13123 42244	   	166.81	3VULN|2DMG|3ZMB|1AART|2CDMG	16aZMB|2aLWND|38DMG|469VULN|5AART|6aBPWR|7aCDMG
170	32161 43621	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|23DMG|4MLV|5ERES|6VULN|7AART|8RCR|9CDMG|aZMB
171	32251 43621	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|24DMG|3MLV|5ERES|6VULN|7AART|8RCR|9CDMG|aZMB
172	11115 15431	   	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|389DMG|4DUST|5MLV|6CDMG|7RCR|aVULN
173	11126 15231	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DMG|49aVULN|5CGEN|6CDMG|7RCR|8NUKE
174	12213 61315	   	166.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2TLV|3BELT|4RCR|5VULN|6AART|7ASPD|8CDMG|9DUR|aDMG
175	12213 61325	   	166.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2TLV|3BELT|4RCR|5VULN|6AART|7ASPD|8CDMG|9DMG|aDUR
176	32121 46521	   	166.37	DCR|3DMG|1AART|1VULN|1ASPD|1SELL	1LHND|239DMG|4RPLT|5VULN|6SELL|7RCR|8AART|aASPD
177	32633 26213	   	166.27	DCR|3DMG|2VULN|1ZMB	13LHND|238DMG|3BPWR|4RMIN|57VULN|6RCR|9LSRREG|aZMB
178	11325 53335	 * 	166.27	DCR|2AART|1DMG|2ZMB|2ASPD|2DUR	18ZMB|28DUR|3RCVC|4RMIN|5aAART|6RCR|78ASPD|8BPWR|9DMG
179	32133 26213	   	166.17	DCR|3DMG|2VULN|1ZMB	1LHND|238DMG|4RMIN|57VULN|6RCR|9LSRREG|aZMB
180	32133 26661	   	166.17	DCR|3VULN|2DMG|1ZMB	1LHND|23DMG|4RMIN|578VULN|6RCR|9ZMB|aMBVNT
181	32133 26662	   	166.17	DCR|3VULN|2DMG|1ZMB	1LHND|23DMG|4RMIN|578VULN|6RCR|9ZMB|aTLV
182	32126 15522	 * 	166.03	DCR|3DMG|1AART|1VULN|1CDMG	1LHND|239DMG|4RPLT|5CDMG|6DUST|7VULN|8AART|aRCR
183	32133 26663	   	166.02	DCR|3VULN|2DMG|1ZMB|1SELL	1LHND|23DMG|4RMIN|578VULN|6RCR|9ZMB|aSELL
184	22522 21434	   	165.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2DUR|3AART|4ZMB|5RCR|6CGEN|7ASPD|8DMG|9VULN|aCDMG
185	11633 54223	 * 	165.97	DCR|2DMG|1VULN|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4RCVC|58DMG|6RCR|7BELT|9CDMG|aVULN
186	32316 21553	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2DMG|3CGEN|4DUST|5AART|69aVULN|7DUR|8RCR
187	26116 13421	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1BELT|28MLV|3ASPD|4RCR|58DUST|678VULN|8BPWR|9DMG|aAART
188	22522 21416	 * 	165.82	ACR|2DMG|1AART|2ZMB|2ASPD|2DUR	1BELT|2aDUR|3AART|4aZMB|5RCR|6CGEN|79ASPD|8aDMG|aBPWR
189	11121 23434	   	165.76	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1ZMB|2DUR|38DMG|46aVULN|5SELL|7RPLT|9RCR
190	11121 23436	   	165.76	DCR|3DMG|2VULN|1ZMB|1DUR|1SELL	1ZMB|2DUR|38aDMG|46VULN|5SELL|7RPLT|9RCR
191	32633 22553	   	165.72	DCR|2VULN|2DMG|1AART	13LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|7FEWX|8AART|9RCVC
192	61212 41325	 * 	165.69	DCR|2VULN|2DMG|1FLTHEA|2DUR	1CGEN|2aDUR|3FLTHEA|4LIT|5aVULN|6RCR|7FEWX|8aDMG|9RMIN|aBPWR
193	11325 52361	   	165.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4RMIN|5AART|6RCR|7CDMG|8VULN|9RPLT|aDMG
194	32133 22553	   	165.62	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|7FEWX|8AART|9RCVC
195	61212 43325	   	165.59	DCR|2VULN|2DMG|1FLTHEA|2DUR	1CGEN|2aDUR|3FLTHEA|4LIT|5aVULN|6RCR|7DUST|8aDMG|9RMIN|aBPWR
196	22532 62422	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2DUR|3AART|4ERES|5RCR|6LHND|7DMG|8CDMG|9aVULN
197	22532 62622	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2DUR|3AART|4ERES|5RCR|6LHND|7DMG|8aVULN|9CDMG
198	15313 26234	   	165.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3LWND|4CGEN|5RCR|69VULN|7MLV|8DMG|aAART
199	32133 26562	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|23DMG|4RMIN|57VULN|6RCR|8aDUR|9CDMG
200	22532 32562	   	165.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2DUR|3AART|4ERES|5RCR|6MBVNT|7DMG|8CDMG|9aVULN
201	15333 26234	   	165.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3LWND|4ERES|5RCR|69VULN|7MLV|8DMG|aAART
202	12216 12416	 * 	165.36	ACR|4VULN|3ZMB|1DUR	178ZMB|2TLV|3BELT|4RCR|578BEXP|678aVULN|78BPWR|9DUR
203	12213 22426	   	165.36	ACR|4VULN|3ZMB|1ASPD	178ZMB|2TLV|3BELT|4RCR|578aVULN|678LWND|78BPWR|9ASPD
204	14123 16351	   	165.28	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2BEXP|3DMG|479VULN|5AART|6RMIN|8RPLT|aRCR
205	11633 51343	 * 	165.25	DCR|3DMG|3ZMB|3DUR	138ZMB|237DUR|3aBPWR|4RCVC|59aDMG|6RCR
206	12213 61442	   	165.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3BELT|4RCR|5aVULN|6AART|7ASPD|8DMG|9RCVC
207	12213 22424	   	164.91	ACR|3VULN|3ZMB|1CDMG|1ASPD	178ZMB|2TLV|3BELT|4RCR|578VULN|678LWND|78BPWR|9ASPD|aCDMG
208	11126 15153	 * 	164.86	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1ZMB|2DUR|3DMG|4aVULN|5CGEN|6CDMG|7RCR|8BEXP|9FLTHEA
209	13126 15353	   	164.86	DCR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1ZMB|2LWND|3DMG|4aVULN|5CGEN|6CDMG|7RCR|8DUR|9FLTHEA
210	32633 25212	   	164.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13LHND|23DMG|3BPWR|4RMIN|5VULN|6RCR|7RPLT|8AART|9DUR|aZMB
211	65134 31123	 * 	164.44	ACR|2VULN|2DMG|3CDMG	19CGEN|279CDMG|3BASICY|4RCVC|5RCR|6aVULN|89DMG|9BPWR
212	12216 12423	   	164.38	ACR|3VULN|3ZMB|1DMG	178ZMB|2TLV|3BELT|4RCR|578BEXP|678VULN|78BPWR|9FEWX|aDMG
213	32133 25212	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|23DMG|4RMIN|5VULN|6RCR|7RPLT|8AART|9DUR|aZMB
214	32633 25243	   	164.31	DCR|2VULN|2DMG|1AART	13aLHND|23DMG|3aBPWR|4RMIN|5aVULN|6RCR|7RPLT|8AART|9aBEXP
215	12216 12443	   	164.28	ACR|3VULN|3ZMB|1DMG	178ZMB|2TLV|3BELT|4RCR|578BEXP|678VULN|78BPWR|9DUST|aDMG
216	32133 25243	   	164.21	DCR|2VULN|2DMG|1AART	1aLHND|23DMG|4RMIN|5aVULN|6RCR|7RPLT|8AART|9aBEXP|aBPWR
217	12213 31561	   	164.18	ACR|3VULN|3ZMB|1DMG	178ZMB|2TLV|3BELT|4RCR|579VULN|67LIT|7BPWR|aDMG
218	15153 32311	   	164.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|36MLV|45AART|7DMG|8RCR|9RCVC|aVULN
219	32633 21263	   	164.11	DCR|2VULN|2DMG|1AART	13LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|7CGEN|8AART|9MLV
220	32633 22543	   	164.11	DCR|2VULN|2DMG|1AART	13LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|79FEWX|8AART
221	32633 22563	   	164.11	DCR|2VULN|2DMG|1AART	13LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|7FEWX|8AART|9DMSP
222	11123 52165	   	164.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DMG|4VULN|56AART|7CDMG|8RMIN|9LIT|aRCR
223	32133 21263	   	164.01	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|7CGEN|8AART|9MLV
224	32133 22543	   	164.01	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|79FEWX|8AART
225	32133 22563	   	164.01	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|7FEWX|8AART|9DMSP
226	32633 23516	   	164.01	DCR|2VULN|2DMG|1AART	13LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|7DUST|8AART|9BEXP
227	32633 23563	   	164.01	DCR|2VULN|2DMG|1AART	139LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|7DUST|8AART
228	32633 21213	   	164.01	DCR|2VULN|2DMG|1AART	13LHND|23DMG|3BPWR|4RMIN|5aVULN|6RCR|7CGEN|8AART|9ERES
229	32113 44116	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|23DMG|4LEGI|5AART|6FEWX|7DUR|8RCR|9CDMG|aVULN
230	32113 66116	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|23DMG|4LEGI|5AART|6DUR|7FEWX|8RCR|9CDMG|aVULN
231	32613 61116	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13LHND|23DMG|3BPWR|4LEGI|5AART|6DUR|7DUST|8RCR|9CDMG|aVULN
232	32133 21213	   	163.91	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|7CGEN|8AART|9ERES
233	32133 23516	   	163.91	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|7DUST|8AART|9BEXP
234	32133 23546	   	163.91	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|5aVULN|6RCR|7DUST|8AART|9FEWX
235	32133 23563	   	163.91	DCR|2VULN|2DMG|1AART	19LHND|23DMG|4RMIN|5aVULN|6RCR|7DUST|8AART
236	14111 33365	 * 	163.82	DCR|2DMG|3ZMB|1VULN|1CDMG|1SELL	178ZMB|2BEXP|38DMG|48DUST|5SELL|6RCR|8BPWR|9CDMG|aVULN
237	32113 54116	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|23DMG|4LEGI|5AART|6DUST|7DUR|8RCR|9CDMG|aVULN
238	32113 61116	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|23DMG|4LEGI|5AART|6DUR|7DUST|8RCR|9CDMG|aVULN
239	32116 16317	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|23DMG|4LEGI|5MBVNT|6CDMG|7RCR|8DUR|9AART|aVULN
240	32133 26265	   	163.81	DCR|3DMG|2VULN|1DUR	1LHND|238DMG|4RMIN|57VULN|6RCR|9RCVC|aDUR
241	13123 15253	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LWND|3DMG|4aVULN|5AART|6RMIN|7RCR|8CGEN|9DUR
242	13123 15451	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|29LWND|3DMG|48VULN|5AART|6RMIN|7RCR|aDUR
243	22413 33462	   	163.68	ACR|3VULN|1AART|2DUR|1ZMB	1BELT|28DUR|3RCVC|4ZMB|5RCR|68ERES|78aVULN|8BPWR|9AART
244	13123 25451	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|29LWND|3DMG|48VULN|5AART|6TLV|7RCR|aDUR
245	13123 35451	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|29LWND|3DMG|48VULN|5AART|6ERES|7RCR|aDUR
246	13123 25153	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LWND|3DMG|4aVULN|5AART|6TLV|7RCR|8RMIN|9DUR
247	13123 35153	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LWND|3DMG|4aVULN|5AART|6ERES|7RCR|8RMIN|9DUR
248	16123 15253	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LEGI|3DMG|4aVULN|5AART|6RMIN|7RCR|8CGEN|9DUR
249	11633 16262	   	163.66	DCR|3ZMB|1AART|1DMG|1VULN|2DUR	139ZMB|23DUR|3BPWR|4RCVC|5DMG|6VULN|7AART|8RPLT|aRCR
250	61123 43143	   	163.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	16CGEN|2DUR|3DMG|46VULN|5AART|6BPWR|7ASPD|8MLV|9ZMB|aRCR
251	12212 62632	 * 	163.59	ACR|3VULN|2AART|1ZMB	1ZMB|2TLV|3BELT|4RCR|5LHND|69AART|78aVULN
252	13123 35411	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LWND|3DMG|48VULN|5AART|69ERES|7RCR|aDUR
253	13123 35416	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2LWND|3DMG|48VULN|5AART|69ERES|7RCR|aASPD
254	14123 35411	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3DMG|48VULN|5AART|69ERES|7RCR|aDUR
255	13123 25353	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LWND|3DMG|4aVULN|5AART|6TLV|7RCR|8ERES|9DUR
256	13123 25523	   	163.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2LWND|3aDMG|4VULN|5AART|6TLV|7RCR|8DUST|9DUR
257	13123 35523	   	163.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2LWND|3aDMG|4VULN|5AART|6ERES|7RCR|8DUST|9DUR
258	14123 25353	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3DMG|4aVULN|5AART|6TLV|7RCR|8ERES|9DUR
259	16123 25153	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LEGI|3DMG|4aVULN|5AART|6TLV|7RCR|8RMIN|9DUR
260	16123 35153	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LEGI|3DMG|4aVULN|5AART|6ERES|7RCR|8RMIN|9DUR
261	12213 61431	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3BELT|4RCR|59VULN|6AART|7ASPD|8DMG|aLIT
262	12213 61434	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3BELT|4RCR|59VULN|6AART|7ASPD|8DMG|aMLV
263	12213 61436	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3BELT|4RCR|59VULN|6AART|7ASPD|8DMG|aLWND
264	16123 35411	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LEGI|3DMG|48VULN|5AART|69ERES|7RCR|aDUR
265	16123 25353	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LEGI|3DMG|4aVULN|5AART|6TLV|7RCR|8ERES|9DUR
266	16123 25523	   	163.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2LEGI|3aDMG|4VULN|5AART|6TLV|7RCR|8DUST|9DUR
267	16123 35523	   	163.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2LEGI|3aDMG|4VULN|5AART|6ERES|7RCR|8DUST|9DUR
268	11123 33513	   	163.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3DMG|49VULN|5AART|6ERES|7ASPD|8CGEN|aRCR
269	12213 61435	   	163.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3BELT|4RCR|59VULN|6AART|7ASPD|8DMG|aDUST
270	13153 36323	   	163.38	DCR|3DMG|1AART|1VULN|1ZMB	1ZMB|2LWND|347DMG|5VULN|6DLOT|8AART|9RMIN|aRCR
271	23233 63433	 * 	163.32	ACR|3DMG|2VULN|2DUR	12BELT|38aDMG|4aFEWX|5RCR|68ERES|78VULN|8aBPWR|9aDUR
272	13153 36313	   	163.28	DCR|3DMG|1AART|1VULN|1ZMB	1ZMB|2LWND|347DMG|5VULN|6DLOT|8AART|9NUKE|aRCR
273	26114 12834	 * 	163.00	ACR|3VULN|1DMG|2ASPD|1CDMG	1BELT|27MLV|37ASPD|4RCR|5MBVNT|67aVULN|7BPWR|8DMG|9CDMG
274	22522 22626	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6CGEN|78VULN|9BEXP|aDMG
275	22522 53112	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6LIT|7DMG|89VULN|aFEWX
276	22522 53113	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6LIT|7DMG|89VULN|aBEXP
277	22522 53114	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6LIT|7DMG|89VULN|aLHND
278	22522 53115	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6aLIT|7DMG|89VULN
279	22522 22252	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6CGEN|7aVULN|8BASICY|9DMG
280	22522 22262	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6CGEN|79VULN|8BASICY|aDMG
281	22522 53111	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUR|3AART|4ZMB|5RCR|6LIT|7DMG|89VULN|aMBVNT
282	32133 26452	   	162.81	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|57VULN|6RCR|8LIT|9BEXP|aAART
283	13153 36263	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	1ZMB|2LWND|347DMG|5VULN|6DLOT|8MLV|9AART|aRCR
284	15113 26214	 * 	162.74	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	18ZMB|28CDMG|37MLV|4LWND|5RCR|68VULN|8BPWR|9DUR|aAART
285	15123 26214	   	162.74	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	18ZMB|28CDMG|37MLV|4LHND|5RCR|68VULN|8BPWR|9DUR|aAART
286	15313 32214	   	162.74	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	18ZMB|28CDMG|3LWND|46CGEN|5RCR|78VULN|8BPWR|9DUR|aAART
287	11126 15114	   	162.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2aDUR|3DMG|4VULN|5CGEN|6CDMG|7RCR|8BEXP|9AART
288	13126 15314	   	162.72	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1ZMB|2LWND|3DMG|4VULN|5CGEN|6CDMG|7RCR|8aDUR|9AART
289	32133 25434	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|23DMG|4RMIN|58VULN|6RCR|7RPLT|9ERES|aAART
290	33334 63621	 * 	162.37	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2BEXP|356VULN|4ERES|7AART|8RCR|9CDMG|aZMB
291	11633 51613	   	162.35	DCR|1AART|1VULN|1DMG|3DUR|2ZMB	13ZMB|237DUR|3BPWR|4RCVC|5DMG|6RCR|8FEWX|9AART|aVULN
292	11353 54223	   	162.31	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1ZMB|24DUR|3RCVC|58DMG|6RCR|7BELT|9CDMG|aVULN
293	32633 26512	   	162.30	DCR|3VULN|2DMG|1DUR	13LHND|23DMG|3BPWR|4RMIN|579VULN|6RCR|8DUR|aBEXP
294	32633 26513	   	162.30	DCR|3VULN|2DMG|1DUR	13LHND|23DMG|3BPWR|4RMIN|579VULN|6RCR|8DUR|aLIT
295	32635 25311	   	162.30	DCR|3DMG|2VULN|1DUR	139LHND|239DMG|39BPWR|4RMIN|5DUR|6RCR|7aVULN|89CANHEL
296	32633 26232	   	162.30	DCR|3DMG|2VULN|1DUR	13LHND|238DMG|3BPWR|4RMIN|57VULN|6RCR|9BEXP|aDUR
297	32633 26611	   	162.30	DCR|3VULN|2DMG|1ASPD	139LHND|23DMG|3BPWR|4RMIN|578VULN|6RCR|aASPD
298	32133 26512	   	162.20	DCR|3VULN|2DMG|1DUR	1LHND|23DMG|4RMIN|579VULN|6RCR|8DUR|aBEXP
299	32133 26513	   	162.20	DCR|3VULN|2DMG|1DUR	1LHND|23DMG|4RMIN|579VULN|6RCR|8DUR|aLIT
300	32133 26514	   	162.20	DCR|3VULN|2DMG|1DUR	1aLHND|23DMG|4RMIN|579VULN|6RCR|8DUR
301	32133 26515	   	162.20	DCR|3VULN|2DMG|1DUR	1LHND|23DMG|4RMIN|579VULN|6RCR|8DUR|aLWND
302	32135 25311	   	162.20	DCR|3DMG|2VULN|1DUR	19LHND|239DMG|4RMIN|5DUR|6RCR|7aVULN|89CANHEL|9BPWR
303	32633 26511	   	162.20	DCR|3VULN|2DMG|1DUR	13LHND|23DMG|3BPWR|4RMIN|579VULN|6RCR|8DUR|aMBVNT
304	32133 24255	   	162.20	DCR|3DMG|2VULN|1DUR	1LHND|238DMG|4RMIN|59VULN|6RCR|7DMSP|aDUR
305	32133 26232	   	162.20	DCR|3DMG|2VULN|1DUR	1LHND|238DMG|4RMIN|57VULN|6RCR|9BEXP|aDUR
306	32133 26611	   	162.20	DCR|3VULN|2DMG|1ASPD	19LHND|23DMG|4RMIN|578VULN|6RCR|aASPD
307	32633 22524	   	162.18	DCR|3DMG|1AART|1VULN	13LHND|239DMG|3BPWR|4RMIN|5VULN|6RCR|7FEWX|8AART|aBEXP
308	32633 22526	   	162.18	DCR|3DMG|1AART|1VULN	13aLHND|239DMG|3BPWR|4RMIN|5VULN|6RCR|7FEWX|8AART
309	11126 15334	   	162.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1ZMB|28DUR|3DMG|4VULN|5CGEN|6CDMG|7RCR|9LWND|aAART
310	32133 26511	   	162.10	DCR|3VULN|2DMG|1DUR	1LHND|23DMG|4RMIN|579VULN|6RCR|8DUR|aMBVNT
311	32133 26516	   	162.10	DCR|3VULN|2DMG|1DUR	1LHND|23DMG|4RMIN|579VULN|6RCR|8DUR|aDUST
312	32133 22524	   	162.08	DCR|3DMG|1AART|1VULN	1LHND|239DMG|4RMIN|5VULN|6RCR|7FEWX|8AART|aBEXP
313	32133 22526	   	162.08	DCR|3DMG|1AART|1VULN	1aLHND|239DMG|4RMIN|5VULN|6RCR|7FEWX|8AART
314	32133 25266	   	162.08	DCR|3DMG|1AART|1VULN	1LHND|23aDMG|4RMIN|5VULN|6RCR|7RPLT|8AART|9LIT
315	32633 22523	   	162.08	DCR|3DMG|1AART|1VULN	13LHND|239DMG|3BPWR|4RMIN|5VULN|6RCR|7FEWX|8AART|aDUST
316	32633 23524	   	162.08	DCR|3DMG|1AART|1VULN	13LHND|239DMG|3BPWR|4RMIN|5VULN|6RCR|7DUST|8AART|aBEXP
317	32133 22523	   	161.98	DCR|3DMG|1AART|1VULN	1LHND|239DMG|4RMIN|5VULN|6RCR|7FEWX|8AART|aDUST
318	32133 23524	   	161.98	DCR|3DMG|1AART|1VULN	1LHND|239DMG|4RMIN|5VULN|6RCR|7DUST|8AART|aBEXP
319	32633 23523	   	161.98	DCR|3DMG|1AART|1VULN	13LHND|239DMG|3BPWR|4RMIN|5VULN|6RCR|7aDUST|8AART
320	32133 23523	   	161.88	DCR|3DMG|1AART|1VULN	1LHND|239DMG|4RMIN|5VULN|6RCR|7aDUST|8AART
321	32134 25523	   	161.88	DCR|3DMG|1AART|1VULN	1LHND|239DMG|4RMIN|5aDUST|6RCR|7VULN|8AART
322	61212 46132	 * 	161.88	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1CGEN|2DUR|3FLTHEA|4LIT|5VULN|6RCR|7DMG|8MLV|9CDMG|aAART
323	22522 22425	   	161.87	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BELT|2aDUR|3AART|4ZMB|5RCR|6CGEN|79VULN|8CDMG
324	15113 42222	   	161.78	ACR|3VULN|3ZMB|2CDMG	168ZMB|28CDMG|3MLV|4aLWND|5RCR|789VULN|8BPWR
325	15113 42224	   	161.78	ACR|3VULN|3ZMB|2CDMG	168ZMB|28CDMG|3MLV|4LWND|5RCR|789VULN|8BPWR|aCGEN
326	15113 42226	   	161.78	ACR|3VULN|3ZMB|2CDMG	168ZMB|28CDMG|3MLV|4LWND|5RCR|789VULN|8BPWR|aBEXP
327	15313 42222	   	161.78	ACR|3VULN|3ZMB|2CDMG	168ZMB|28CDMG|3aLWND|4CGEN|5RCR|789VULN|8BPWR
328	15313 42224	   	161.78	ACR|3VULN|3ZMB|2CDMG	168ZMB|28CDMG|3LWND|4aCGEN|5RCR|789VULN|8BPWR
329	13126 15411	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2LWND|38DMG|4aVULN|5CGEN|6CDMG|7RCR|9ERES
