0	Index      	 *	Score 	Summary	Detail	
1	15136 36323	 * 	206.74	ACR|4VULN|3DMG|3CDMG	149CDMG|2ERES|3679VULN|5RCR|89aDMG|9BPWR
168	25233 24336	   	181.72	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	13aDMG|2ERES|4CGEN|5AART|6RCR|7ZMB|8VULN|9ASPD
169	14162 63133	   	181.65	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1CDMG|28DMG|3VULN|4RCR|5TLV|6aAART|7LIT|9ZMB
170	21243 24336	   	181.62	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	13aDMG|2TLV|4ERES|5AART|6RCR|7ZMB|8VULN|9ASPD
171	25233 22536	   	181.57	DCR|3DMG|2VULN|1AART	13aDMG|2ERES|4aCGEN|5AART|6RCR|7LWND|8LIT|9aVULN|aBPWR
172	25233 23136	   	181.57	DCR|3DMG|2VULN|1AART	13aDMG|2ERES|4aCGEN|5AART|6RCR|7LIT|8LHND|9aVULN|aBPWR
173	25233 23636	   	181.57	DCR|3DMG|2VULN|1AART	13aDMG|2ERES|4aCGEN|5AART|6RCR|7LIT|8LWND|9aVULN|aBPWR
174	66222 52312	 * 	181.50	ACR|4VULN|3ASPD|1DMG|1DUR	1DUR|2RCR|369ASPD|456aVULN|6BPWR|7DMG|8FEWX
175	63113 62324	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|279VULN|3LIT|4DMG|5LHND|6RCR|8CDMG|aAART
176	22643 23136	   	181.47	DCR|3DMG|2VULN|1AART	12aDMG|3CGEN|4aERES|5AART|6RCR|7LIT|8LHND|9aVULN|aBPWR
177	14161 33422	   	181.40	ACR|2VULN|2DMG|1AART|2CDMG	15CDMG|2aDMG|36VULN|4RCR|7CGEN|8LWND|9AART
178	25233 23436	   	181.37	DCR|3DMG|2VULN|1AART	13aDMG|2aERES|4CGEN|5AART|6RCR|7LIT|8LEGI|9aVULN|aBPWR
179	63121 15135	   	181.35	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|279VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|8CDMG|aLWND
180	63121 15136	   	181.35	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|279VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|8CDMG|aFEWX
181	14163 31512	   	181.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7AART|8DUR|9LWND|aFEWX
182	14163 31513	   	181.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7AART|8DUR|9LWND|aMLV
183	11642 48346	   	181.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|249VULN|3MBVNT|5ERES|6AART|7RCR|8DMG|aDUR
184	13683 43812	   	181.26	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3MBVNT|49DMG|5VULN|6AART|7ZMB|8RCR|aASPD
185	63121 15132	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|279VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|8CDMG|aMBVNT
186	63121 15133	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|279VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|8CDMG|aERES
187	22463 12134	   	181.22	DCR|3DMG|1VULN|2CDMG|2ASPD|2DUR	128DMG|3aDUR|4BELT|58ASPD|68CDMG|7RCR|8BPWR|9VULN
188	14162 11134	   	181.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|27DMG|38VULN|4RCR|5TLV|6DUR|9DUST|aAART
189	14162 11334	   	181.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|27DMG|39VULN|4RCR|5TLV|6DUR|8DUST|aAART
190	14362 11134	   	181.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|27DMG|3DUST|4RCR|5TLV|6DUR|89VULN|aAART
191	14163 31325	   	181.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7AART|8TLV|9LHND|aDUR
192	14163 31511	   	181.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7AART|8DUR|9LWND|aERES
193	14163 31531	   	181.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7AART|8DUR|9MLV|aMBVNT
194	63141 15132	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|279VULN|3LIT|4TLV|57DMG|6RCR|7BPWR|8CDMG|aMBVNT
195	63141 15133	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|279VULN|3LIT|4TLV|57DMG|6RCR|7BPWR|8CDMG|aERES
196	11643 32645	   	181.11	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|246VULN|3MBVNT|5ASPD|7DUR|8DMG|9RCR|aAART
197	65213 52213	   	181.10	DCR|2VULN|2DMG|1AART|1FLTHEA|1DUR	1DUR|2DMSP|35DMG|45VULN|5BPWR|69LWND|7RCR|8FLTHEA|aAART
198	14163 31335	   	181.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7AART|8TLV|9DUST|aDUR
199	11146 32234	   	181.04	DCR|3VULN|1AART|1DMG|2CDMG	18CDMG|289VULN|3RMIN|4DMG|5FEWX|6RCR|78LWND|8BPWR|aAART
200	22466 12112	   	180.97	DCR|3DMG|1AART|2CDMG|2ZMB|1DUR	128DMG|3DUR|4BELT|58ZMB|68CDMG|7RCR|8BPWR|9AART|aRPLT
201	22423 34332	   	180.79	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1DUR|1ASPD	12DMG|3DUR|4FEWX|5FLTHEA|6RCR|7aVULN|8CDMG|9ASPD
202	11644 31236	   	180.73	DCR|4VULN|1AART|1DMG|1CDMG	1CDMG|2468VULN|3MBVNT|5DMG|7AART|9MGNSTR|aRCR
203	11683 31236	   	180.73	DCR|4VULN|1AART|1DMG|1CDMG	1CDMG|2568VULN|3MBVNT|4DMG|7AART|9MGNSTR|aRCR
204	14211 27272	   	180.73	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	13CDMG|23DMG|3BPWR|4RPLT|5MBVNT|6AART|7DUR|8RCR|9VULN|aZMB
205	14161 31232	   	180.66	ACR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|368VULN|4RCR|7AART|9MGNSTR|aCGEN
206	14161 31233	   	180.66	ACR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|368VULN|4RCR|7AART|9MGNSTR|aLWND
207	14161 31252	   	180.66	ACR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|368VULN|4RCR|7AART|9BEXP|aLWND
208	14161 31262	   	180.66	ACR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|368VULN|4RCR|7AART|9BELT|aLWND
209	13683 43821	   	180.63	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	1aCDMG|2DUR|3MBVNT|4aDMG|5VULN|6AART|7ZMB|8RCR|9aERES|aBPWR
210	14161 31231	   	180.56	ACR|3VULN|1AART|2CDMG|1DMG	15CDMG|2DMG|368VULN|4RCR|7AART|9MGNSTR|aERES
211	14161 31234	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|368VULN|4RCR|7AART|9MGNSTR|aTLV
212	14161 31261	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|368VULN|4RCR|7AART|9BELT|aDUST
213	14163 31312	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	19CDMG|2DMG|356VULN|4RCR|7AART|8TLV|aLHND
214	14163 31343	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|2DMG|356VULN|4RCR|7AART|8TLV|9RMIN
215	14163 31353	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|2DMG|356VULN|4RCR|7AART|8TLV|9MLV
216	14163 31424	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|2DMG|356VULN|4RCR|7AART|8MBVNT|9BEXP
217	14163 31444	   	180.56	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|2DMG|356VULN|4RCR|7AART|8MBVNT|9FEWX
218	65213 21236	   	180.56	DCR|3VULN|2DMG|2FLTHEA|2DUR	1aDUR|2DMSP|35DMG|45aVULN|5aBPWR|6BEXP|7LWND|8aFLTHEA|9RCR
219	12153 31243	 * 	180.54	DCR|5VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|35689VULN|4BEXP|7AART|aRCR
220	14163 31311	   	180.46	ACR|3VULN|1AART|1DMG|2CDMG	19CDMG|2DMG|356VULN|4RCR|7AART|8TLV|aCANSTR
221	14163 31313	   	180.46	ACR|3VULN|1AART|1DMG|2CDMG	19CDMG|2DMG|356VULN|4RCR|7AART|8TLV|aDUST
222	22411 41236	   	180.46	DCR|3DMG|2VULN|2FLTHEA|2DUR	12aDMG|36DUR|4aVULN|5BEXP|7LWND|8aFLTHEA|9RCR|aBPWR
223	14211 28226	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	13CDMG|23DMG|3BPWR|4RPLT|5MBVNT|6AART|7aVULN|8RCR|9CGEN
224	14211 28246	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	13CDMG|23DMG|3BPWR|4RPLT|5MBVNT|6AART|7aVULN|8RCR|9FEWX
225	14211 28273	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	13CDMG|23DMG|3BPWR|4RPLT|5MBVNT|6AART|79VULN|8RCR|aCGEN
226	14211 28274	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	13CDMG|23DMG|3BPWR|4RPLT|5MBVNT|6AART|79VULN|8RCR|aFEWX
227	14211 28271	   	180.28	DCR|2VULN|2DMG|1AART|2CDMG	13CDMG|23DMG|3BPWR|4RPLT|5MBVNT|6AART|79VULN|8RCR|aDUST
228	15136 31622	   	180.10	ACR|2VULN|2DMG|1AART|2CDMG	14CDMG|2ERES|36VULN|5RCR|7AART|8aDMG|9LHND
229	63121 15531	   	180.00	DCR|3VULN|2DMG|2DUR|1ZMB	17DUR|278VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|9ZMB|aRCVC
230	15136 31632	   	180.00	ACR|2VULN|2DMG|1AART|2CDMG	14CDMG|2ERES|36VULN|5RCR|7AART|8aDMG|9DUST
231	14142 32316	   	179.92	DCR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|24aDMG|3VULN|5ERES|6SELL|7RCR|8AART|9DUR
232	14213 22122	   	179.83	DCR|2DMG|3CDMG|1AART|1VULN|1ZMB	139CDMG|23DMG|3BPWR|4RPLT|5LEGI|6AART|7ZMB|8RCR|aVULN
233	61612 32353	   	179.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDUR|23CGEN|4aVULN|5LIT|6AART|7ASPD|8RCR|9aDMG|aBPWR
234	24125 32114	   	179.71	DCR|3DMG|1AART|2ZMB|1CDMG|2DUR|1SELL	158DMG|2BELT|3SELL|48DUR|68ZMB|7RCR|8BPWR|9AART|aCDMG
235	24512 23324	   	179.67	DCR|2VULN|2DMG|1AART|2ZMB	1aDMG|2BELT|3AART|4LHND|5aVULN|6FEWX|7RCR|8BEXP|9aZMB|aBPWR
236	24512 33324	   	179.67	DCR|2VULN|2DMG|1AART|2ZMB	1aDMG|2BELT|3AART|4LHND|5aVULN|6LWND|7RCR|8BEXP|9aZMB|aBPWR
237	22463 12112	   	179.67	DCR|3DMG|1AART|2CDMG|2ASPD|1DUR	128DMG|3DUR|4BELT|58ASPD|68CDMG|7RCR|8BPWR|9AART|aRPLT
238	22463 12115	   	179.67	DCR|3DMG|1AART|2CDMG|2ASPD|1DUR	128DMG|3DUR|4BELT|58ASPD|68CDMG|7RCR|8BPWR|9AART|aLIT
239	22463 12116	   	179.67	DCR|3DMG|1AART|2CDMG|2ASPD|1DUR	128DMG|3DUR|4BELT|58ASPD|68CDMG|7RCR|8BPWR|9AART|aBEXP
240	23365 11123	   	179.67	DCR|2AART|2VULN|2DMG	1aDMG|2aMLV|3LHND|48AART|5LIT|6RCR|7aVULN|9RCVC|aBPWR
241	63121 15226	 * 	179.66	DCR|2VULN|2DMG|1AART|3DUR	17aDUR|27VULN|3aLIT|4CGEN|57DMG|6RCR|7aBPWR|8aERES|9AART
242	66111 33313	   	179.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2RCR|3LIT|45DMG|6BEXP|7VULN|8CDMG|9ZMB|aAART
243	11644 37524	   	179.63	DCR|4VULN|2DMG|2CDMG	19CDMG|2467VULN|3MBVNT|59DMG|89TLV|9BPWR|aRCR
244	25224 13143	   	179.57	DCR|3DMG|1AART|1VULN|1FLTHEA|1DUR	136DMG|2ERES|4BEXP|5AART|7FLTHEA|8RCR|9VULN|aDUR
245	12146 32232	   	179.54	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	18CDMG|2aASPD|38VULN|4DMG|5FEWX|6RCR|78LWND|8BPWR|9AART
246	12146 35232	   	179.54	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	18CDMG|2aASPD|38VULN|4DMG|5FEWX|6RCR|78LHND|8BPWR|9AART
247	14163 22134	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|358VULN|4RCR|6DUR|7RMIN|9BEXP|aAART
248	14163 32224	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7DUR|8BEXP|9MLV|aAART
249	14163 22334	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|359VULN|4RCR|6DUR|7RMIN|8DUST|aAART
250	14163 32134	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7DUR|8MLV|9DUST|aAART
251	14163 32214	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7DUR|8BEXP|9ERES|aAART
252	14163 33334	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|356VULN|4RCR|7CGEN|8DUR|9DUST|aAART
253	11643 48834	   	179.36	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|24VULN|3MBVNT|5ASPD|6AART|7RCR|8FLTHEA|9CGEN|aDMG
254	11643 48841	   	179.36	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|24VULN|3MBVNT|5ASPD|6AART|7RCR|8FLTHEA|9DMG|aMLV
255	11643 48843	   	179.36	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|24VULN|3MBVNT|5ASPD|6AART|7RCR|8FLTHEA|9DMG|aBEXP
256	13644 37284	   	179.35	DCR|3VULN|3CDMG|1AART|2DUR	189CDMG|27DUR|3MBVNT|489VULN|589LWND|6RCR|89BPWR|aAART
257	11642 48614	   	179.26	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ASPD	1CDMG|24VULN|3MBVNT|5ERES|6AART|7RCR|8ASPD|9FLTHEA|aDMG
258	11643 48114	   	179.26	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|24VULN|3MBVNT|5ASPD|6AART|7RCR|8TLV|9FLTHEA|aDMG
259	11643 48842	   	179.26	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ASPD	1CDMG|24VULN|3MBVNT|5ASPD|6AART|7RCR|8FLTHEA|9DMG|aERES
260	11643 48844	   	179.26	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|24VULN|3MBVNT|5ASPD|6AART|7RCR|8FLTHEA|9DMG|aDUST
261	14163 32521	   	179.17	ACR|3VULN|2DMG|1CDMG|2DUR	1CDMG|28DMG|356VULN|4RCR|7aDUR|9RPLT
262	11634 21241	   	179.14	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8MLV|9RCR|aRCVC
263	11634 21541	   	179.14	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8RMIN|9RCR|aRCVC
264	14261 33231	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	13CDMG|23DMG|3BPWR|4LHND|567VULN|8BELT|9RCR|aZMB
265	62321 23413	   	179.05	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2LSRREG|3RCVC|4aVULN|5AART|6LIT|7RCR|8DUST|9aDMG|aBPWR
266	11634 21741	   	179.04	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8ERES|9RCR|aRCVC
267	14231 36131	   	179.03	DCR|3VULN|2DMG|2CDMG|1ZMB	13CDMG|23DMG|3BPWR|4DUST|567VULN|8BELT|9RCR|aZMB
268	66222 22216	   	179.03	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|456VULN|7DMG|8CDMG|9CGEN|aZMB
269	66522 22233	   	179.03	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2RCR|3ZMB|456VULN|7DMG|8CDMG|9BEXP|aASPD
270	22624 41123	   	179.01	DCR|3DMG|2VULN|1AART|1DUR	127DMG|3CGEN|47BEXP|5AART|67VULN|7BPWR|8LHND|9DUR|aRCR
271	23524 41123	   	179.01	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2MLV|47BEXP|5AART|67VULN|7BPWR|8LHND|9DUR|aRCR
272	14165 31322	   	178.99	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|36VULN|4RCR|5RCVC|7AART|8TLV|9LHND
273	12146 32214	   	178.94	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	18CDMG|29ASPD|38VULN|4DMG|5FEWX|6RCR|78LWND|8BPWR|aAART
274	63113 64213	 * 	178.93	DCR|3VULN|1AART|1DMG|3DUR	19aDUR|28aVULN|3LIT|4DMG|5aLHND|6RCR|7AART|aBPWR
275	21224 41123	   	178.91	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2TLV|47BEXP|5AART|67VULN|7BPWR|8LHND|9DUR|aRCR
276	22624 41312	   	178.91	DCR|3DMG|2VULN|1AART|1DUR	127DMG|3CGEN|47BEXP|5AART|67VULN|7BPWR|8AIRHEA|9DUR|aRCR
277	23524 41312	   	178.91	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2MLV|47BEXP|5AART|67VULN|7BPWR|8AIRHEA|9DUR|aRCR
278	25224 41123	   	178.91	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2ERES|47BEXP|5AART|67VULN|7BPWR|8LHND|9DUR|aRCR
279	14164 21113	 * 	178.89	ACR|2VULN|2DMG|3CDMG|2ZMB	17aCDMG|27DMG|3aVULN|4RCR|59CGEN|67ZMB|7aBPWR|8aMLV
280	14164 21123	   	178.89	ACR|2VULN|2DMG|3CDMG|2ZMB	17aCDMG|27DMG|3aVULN|4RCR|5CGEN|67ZMB|7aBPWR|8aMLV|9DMSP
281	14165 31332	   	178.89	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|36VULN|4RCR|5RCVC|7AART|8TLV|9DUST
282	26411 21236	   	178.87	DCR|3VULN|2DMG|2FLTHEA|1DUR	1aDMG|2RCVC|3DUR|46aVULN|5BEXP|7LWND|8aFLTHEA|9RCR|aBPWR
283	65213 52223	   	178.85	DCR|3VULN|2DMG|1FLTHEA|2DUR	1aDUR|2DMSP|35DMG|45aVULN|5aBPWR|6LWND|7RCR|8FLTHEA|9aERES
284	22413 52241	   	178.85	DCR|3VULN|2DMG|1FLTHEA|2DUR	12DMG|35DUR|45aVULN|5BPWR|6LWND|7RCR|8FLTHEA|9RPLT
285	22413 52263	   	178.85	DCR|3VULN|2DMG|1FLTHEA|2DUR	12DMG|35DUR|45aVULN|5BPWR|6LWND|7RCR|8FLTHEA|9FEWX
286	21224 41312	   	178.81	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2TLV|47BEXP|5AART|67VULN|7BPWR|8AIRHEA|9DUR|aRCR
287	25224 41312	   	178.81	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2ERES|47BEXP|5AART|67VULN|7BPWR|8AIRHEA|9DUR|aRCR
288	14162 21413	   	178.79	ACR|2VULN|2DMG|3CDMG|2ZMB	17aCDMG|27DMG|3aVULN|4RCR|5TLV|67ZMB|7aBPWR|89aCGEN
289	14162 21423	   	178.79	ACR|2VULN|2DMG|3CDMG|2ZMB	17aCDMG|27DMG|3aVULN|4RCR|5TLV|67ZMB|7aBPWR|8aCGEN|9DMSP
290	11618 48314	   	178.74	DCR|2DMG|1AART|1VULN|2CDMG|1FLTHEA	14CDMG|2VULN|3MBVNT|5MLV|6AART|7RCR|8aDMG|9FLTHEA
291	63121 15533	   	178.70	DCR|3VULN|2DMG|2DUR|1ZMB	17DUR|278VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|9ZMB|aMLV
292	14162 21163	   	178.69	ACR|2VULN|2DMG|3CDMG|2ZMB	17aCDMG|27DMG|3aVULN|4RCR|59TLV|67ZMB|7aBPWR|8aMLV
293	11612 48314	   	178.64	DCR|2DMG|1AART|1VULN|2CDMG|1FLTHEA	14CDMG|2VULN|3MBVNT|5ERES|6AART|7RCR|8aDMG|9FLTHEA
294	63121 15532	   	178.60	DCR|3VULN|2DMG|2DUR|1ZMB	17DUR|278VULN|3LIT|4CGEN|57DMG|6RCR|7BPWR|9ZMB|aMBVNT
295	22424 13211	 * 	178.58	DCR|3DMG|1VULN|3ASPD|2DUR|1ZMB	129DMG|39DUR|4FEWX|5ZMB|689ASPD|7RCR|9BPWR|aVULN
296	66222 52333	   	178.57	ACR|3VULN|2DMG|2ASPD|1DUR	1DUR|2RCR|36ASPD|456VULN|6BPWR|7aDMG|8FEWX|9TLV
297	14161 36323	   	178.52	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	15CDMG|2DMG|367VULN|4RCR|8LSRHEA|9SELL|aAART
298	14211 23166	   	178.44	DCR|3DMG|1AART|1VULN|2CDMG	13CDMG|239DMG|3BPWR|4RPLT|5MBVNT|6AART|7MLV|8RCR|aVULN
299	14211 24166	   	178.44	DCR|3DMG|1AART|1VULN|2CDMG	13CDMG|239DMG|3BPWR|4RPLT|5MBVNT|6AART|7RMIN|8RCR|aVULN
300	22463 22114	   	178.41	DCR|3DMG|1AART|2ASPD|1CDMG|2DUR|1SELL	128DMG|38DUR|4BELT|58ASPD|6SELL|7RCR|8BPWR|9AART|aCDMG
301	22321 24676	   	178.37	DCR|3VULN|2DMG|1AART	12DMG|3RMIN|4BEXP|5MBVNT|6AART|7RCR|89aVULN
302	11613 48335	   	178.27	DCR|2VULN|3CDMG|1AART|1DMG|1ASPD	14aCDMG|2aVULN|3MBVNT|5ASPD|6AART|7RCR|8DMG|9aFEWX|aBPWR
303	11613 48345	   	178.27	DCR|2VULN|3CDMG|1AART|1DMG|1ASPD	14aCDMG|2aVULN|3MBVNT|5ASPD|6AART|7RCR|8DMG|9aBEXP|aBPWR
304	14162 21134	 * 	178.16	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|27DMG|3VULN|4RCR|5TLV|67ZMB|7BPWR|8MLV|9BEXP|aAART
305	14162 21224	   	178.16	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|27DMG|3VULN|4RCR|5TLV|67ZMB|7BPWR|8FEWX|9MLV|aAART
306	11613 48354	   	178.07	DCR|2VULN|3CDMG|1AART|1DMG|1ASPD	14aCDMG|2aVULN|3MBVNT|5ASPD|6AART|7RCR|8DMG|9aERES|aBPWR
307	66113 21126	   	178.07	ACR|2VULN|2DMG|1AART|2DUR	19DUR|2RCR|3LIT|49DMG|5LHND|6RPLT|7MLV|89VULN|9BPWR|aAART
308	14162 21214	   	178.06	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|27DMG|3VULN|4RCR|5TLV|67ZMB|7BPWR|8FEWX|9ERES|aAART
309	23265 11113	   	178.06	DCR|2AART|2VULN|2DMG	1aDMG|2aMLV|39LWND|48AART|5LIT|6RCR|7aVULN|aBPWR
310	14161 31135	   	177.92	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	15CDMG|2DMG|36VULN|4RCR|7AART|8RCVC|9MGNSTR|aZMB
311	66222 51213	   	177.87	ACR|3VULN|1AART|2ASPD|1FLTHEA|1DUR	1DUR|2RCR|36ASPD|456VULN|6BPWR|79LWND|8FLTHEA|aAART
312	11634 21242	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8MLV|9RCR|aLWND
313	11634 21243	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8MLV|9RCR|aCGEN
314	11634 21244	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8MLV|9RCR|aFEWX
315	11634 21245	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8MLV|9RCR|aBEXP
316	11634 21542	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8RMIN|9RCR|aLWND
317	11634 21543	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8RMIN|9RCR|aCGEN
318	11634 21544	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8RMIN|9RCR|aFEWX
319	11634 21546	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8RMIN|9RCR|aBEXP
320	11634 21548	   	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8RMIN|9RCR|aLHND
321	14252 13363	   	177.80	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13CDMG|23DMG|3BPWR|4TLV|5RCVC|6BELT|7RCR|8AART|9ZMB|aVULN
322	11634 21742	   	177.73	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8ERES|9RCR|aLWND
323	11634 21743	   	177.73	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8ERES|9RCR|aCGEN
324	11634 21744	   	177.73	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8ERES|9RCR|aFEWX
325	11634 21745	   	177.73	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	17CDMG|27VULN|3MBVNT|4SELL|57DMG|6AART|7BPWR|8ERES|9RCR|aBEXP
