0	Index      	 *	Score 	Summary	Detail	
1	31214 23562	 * 	195.91	DCR|3VULN|2AART|1DMG|1CDMG|2DUR	1RMIN|23AART|468VULN|56DUR|6BPWR|7CDMG|9RCR|aDMG
161	22124 21111	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BELT|aCGEN
162	22124 21116	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BELT|aFEWX
163	22124 21141	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9aFEWX
164	22124 21142	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9FEWX|aBEXP
165	22124 21143	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9FEWX|aMLV
166	22124 21145	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9FEWX|aLIT
167	22124 21146	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9FEWX|aLHND
168	22124 21151	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BEXP|aFEWX
169	22124 21153	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9aBEXP
170	22124 21155	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BEXP|aLIT
171	22124 21156	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BEXP|aLHND
172	22124 21521	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|28RPLT|3CDMG|4AART|59VULN|6DMG|7RCR|aLWND
173	22124 21522	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|28RPLT|3CDMG|4AART|59VULN|6DMG|7RCR|aBEXP
174	22124 21523	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|28RPLT|3CDMG|4AART|59VULN|6DMG|7RCR|aMLV
175	22124 21524	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|28RPLT|3CDMG|4AART|59VULN|6DMG|7RCR|aDMSP
176	22124 21525	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|28RPLT|3CDMG|4AART|59VULN|6DMG|7RCR|aFEWX
177	22124 21526	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|28RPLT|3CDMG|4AART|59VULN|6DMG|7RCR|aRMIN
178	22121 21121	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5DUST|68DMG|7RCR|9VULN|aFEWX
179	22121 21123	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5DUST|68DMG|7RCR|9VULN|aBEXP
180	22121 21125	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5DUST|68DMG|7RCR|9VULN|aLIT
181	22121 21126	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5DUST|68DMG|7RCR|9VULN|aLHND
182	22121 21155	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5DUST|68DMG|7RCR|9BEXP|aVULN
183	22124 21112	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BELT|aERES
184	22124 21113	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BELT|aDUST
185	22124 21132	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9CANHEL|aBEXP
186	22124 21133	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9CANHEL|aRMIN
187	22124 21134	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9CANHEL|aCGEN
188	22124 21136	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9CANHEL|aLWND
189	22124 21316	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5aVULN|6DMG|7RCR|8CANSTR|9LIT
190	31323 43124	   	170.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2AART|3LHND|4ASPD|5ZMB|6RCR|7DUR|8DMG|9VULN|aCDMG
191	22124 21135	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9CANHEL|aERES
192	31242 45131	   	170.74	ACR|2AART|2VULN|1DMG|1CDMG	1RMIN|23AART|4MLV|5RCR|6DMG|78VULN|9CDMG|aLWND
193	31242 45133	   	170.74	ACR|2AART|2VULN|1DMG|1CDMG	1RMIN|23AART|4MLV|5RCR|6DMG|78VULN|9CDMG|aLIT
194	52323 41142	 * 	170.60	ACR|2AART|3ZMB|1DMG|2DUR|1ASPD	12DUR|3RCR|4aAART|567ZMB|8DMG|9ASPD
195	31243 43262	   	170.45	DCR|3DMG|2AART|1CDMG|1DUR	1RMIN|23AART|4MLV|5DUR|68aDMG|7CDMG|9RCR
196	12324 21532	   	170.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1BEXP|23DUR|4AART|5VULN|6DMG|7ZMB|8RCR|9CDMG|aASPD
197	53324 21532	   	170.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2BEXP|4AART|5VULN|6DMG|7ZMB|8RCR|9CDMG|aASPD
198	41235 31262	   	170.23	DCR|3DMG|1AART|1VULN|1CDMG	12CGEN|3ERES|4CDMG|5AART|68aDMG|7VULN|9RCR
199	22125 21135	   	170.19	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|4AART|5aDUR|68DMG|7RCR|9ASPD
200	25433 63313	   	170.03	DCR|3VULN|1AART|2ZMB|1CDMG	12ZMB|2BPWR|369VULN|4RCVC|5FEWX|7RCR|8CDMG|aAART
201	33334 13562	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|23DUR|4RCVC|5AART|68VULN|7CDMG|9RCR|aDMG
202	61112 21346	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2CDMG|38VULN|4RPLT|5BEXP|6RCR|7ZMB|9DMG|aAART
203	31114 23266	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|2AART|3RCVC|46VULN|56DUR|6BPWR|7CDMG|8DMG|9RPLT|aRCR
204	52323 41361	   	169.80	ACR|2VULN|3ZMB|1AART|2DUR	12DUR|3RCR|4AART|567ZMB|89VULN|aFEWX
205	52323 41363	   	169.80	ACR|2VULN|3ZMB|1AART|2DUR	12DUR|3RCR|4AART|567ZMB|89VULN|aMLV
206	52323 45132	 * 	169.80	ACR|2DMG|3ZMB|1AART|2DUR	12DUR|3RCR|4AART|568ZMB|7RPLT|9aDMG
207	52323 41321	 * 	169.68	ACR|3ZMB|1AART|1VULN|3DUR|1CDMG	129DUR|3RCR|4AART|567ZMB|8VULN|aCDMG
208	52323 41323	 * 	169.68	ACR|3ZMB|1AART|1VULN|3DUR|1FLTHEA	129DUR|3RCR|4AART|567ZMB|8VULN|aFLTHEA
209	52323 43133	 * 	169.68	ACR|3ZMB|1AART|1DMG|3DUR|1CDMG	127DUR|3RCR|4AART|569ZMB|8CDMG|aDMG
210	15423 21532	   	169.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2FEWX|3VULN|45AART|6DMG|7ZMB|8RCR|9CDMG|aASPD
211	22125 21152	   	169.40	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4aAART|5DUR|68DMG|7RCR|9BEXP
212	22126 21121	   	169.40	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|46AART|5ASPD|7RCR|89VULN|aLWND
213	22126 21122	   	169.40	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|46AART|5ASPD|7RCR|89VULN|aBEXP
214	22126 21123	   	169.40	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|46AART|5ASPD|7RCR|89VULN|aMLV
215	22126 21124	   	169.40	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|46AART|5ASPD|7RCR|89VULN|aDMSP
216	22126 21125	   	169.40	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|46AART|5ASPD|7RCR|89VULN|aFEWX
217	22126 21126	   	169.40	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|46AART|5ASPD|7RCR|89VULN|aRMIN
218	34412 23312	   	169.32	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1RMIN|29ZMB|39CDMG|4FEWX|5DUR|6RCR|7RCVC|89VULN|9BPWR|aAART
219	22121 21162	   	169.30	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4aAART|5DUST|68DMG|7RCR|9DUR
220	21412 31426	 * 	169.17	DCR|3VULN|3ZMB|2CDMG	17aZMB|2aCGEN|37CDMG|47FEWX|5RCVC|6RCR|7aBPWR|89aVULN
221	52324 24331	   	168.89	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3RCR|49AART|5VULN|6DMG|7MGNLIT|8CDMG|aDUST
222	52324 36332	   	168.89	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3RCR|49AART|5VULN|6AIRHEA|7CGEN|8CDMG|aDMG
223	51322 21125	   	168.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DUST|4AART|5RCR|6DMG|7ZMB|89VULN|aRCVC
224	31214 21116	   	168.80	DCR|2AART|2VULN|1CDMG|2DUR|1ZMB	1RMIN|23AART|46VULN|56DUR|6BPWR|7ZMB|8RPLT|9CDMG|aRCR
225	52323 63221	   	168.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7RPLT|8CDMG|9VULN|aFEWX
226	52323 63223	   	168.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7RPLT|8CDMG|9VULN|aMLV
227	52323 63225	   	168.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7RPLT|8CDMG|9VULN|aLIT
228	52323 63226	   	168.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7RPLT|8CDMG|9VULN|aLHND
229	52323 32341	   	168.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DUST|7LHND|8VULN|9CDMG|aDMG
230	52323 35341	   	168.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DUST|7FEWX|8VULN|9CDMG|aDMG
231	52324 15123	   	168.42	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3RCR|4AART|59VULN|6LHND|7ASPD|8DMG|aMLV
232	22124 32326	   	168.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|58VULN|6AIRHEA|7RCVC|9RCR|aDMG
233	52324 15121	   	168.32	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3RCR|4AART|59VULN|6LHND|7ASPD|8DMG|aTLV
234	52324 15122	   	168.32	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3RCR|4AART|59VULN|6LHND|7ASPD|8DMG|aAIRHEL
235	22126 11153	   	168.22	DCR|2DMG|1AART|2CDMG|2ZMB|1ASPD	19ZMB|2RPLT|39CDMG|4AART|5ASPD|6DUST|7RCR|89DMG|9BPWR|aMLV
236	22126 11154	   	168.22	DCR|2DMG|1AART|2CDMG|2ZMB|1ASPD	19ZMB|2RPLT|39CDMG|4AART|5ASPD|6DUST|7RCR|89DMG|9BPWR|aLHND
237	22126 11156	   	168.22	DCR|2DMG|1AART|2CDMG|2ZMB|1ASPD	19ZMB|2RPLT|39CDMG|4AART|5ASPD|6DUST|7RCR|89DMG|9BPWR|aCGEN
238	25411 33261	 * 	168.14	ACR|3VULN|2DMG|2ZMB	12ZMB|2BPWR|36aVULN|4RCR|5FEWX|7MGNLIT|89DMG
239	22126 11151	   	168.12	DCR|2DMG|1AART|2CDMG|2ZMB|1ASPD	19ZMB|2RPLT|39CDMG|4AART|5ASPD|6DUST|7RCR|89DMG|9BPWR|aTLV
240	22126 11152	   	168.12	DCR|2DMG|1AART|2CDMG|2ZMB|1ASPD	19ZMB|2RPLT|39CDMG|4AART|5ASPD|6DUST|7RCR|89DMG|9BPWR|aSNIHEL
241	31554 21122	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2AART|3LEGI|4RPLT|5CDMG|68DMG|7RCR|9VULN|aDUR
242	52326 43211	 * 	168.00	ACR|2DMG|1AART|2CDMG|3DUR	12aDUR|3RCR|4AART|5RCVC|68DMG|79CDMG
243	31212 13663	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	16RMIN|23AART|48VULN|5LWND|7CDMG|9RCR|aDMG
244	31215 13662	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	16RMIN|23AART|48VULN|5LHND|7CDMG|9RCR|aDMG
245	31235 13662	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	1RMIN|23AART|45LHND|68VULN|7CDMG|9RCR|aDMG
246	31252 13663	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	1RMIN|23AART|45LWND|68VULN|7CDMG|9RCR|aDMG
247	31311 12662	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	1RMIN|25AART|3LHND|4CDMG|68VULN|7DMSP|9RCR|aDMG
248	31311 15662	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	17RMIN|25AART|3LHND|4CDMG|68VULN|9RCR|aDMG
249	31212 62663	   	167.92	DCR|2AART|2VULN|1DMG|1CDMG	1RMIN|23AART|48VULN|5LWND|6CDMG|7DMSP|9RCR|aDMG
250	31211 43261	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1RMIN|23AART|4VULN|5ERES|68DMG|7CDMG|9RCR|aLWND
251	31211 43263	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1RMIN|23AART|4VULN|5ERES|68DMG|7CDMG|9RCR|aLIT
252	31211 43265	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1RMIN|23AART|4VULN|5ERES|68DMG|7CDMG|9RCR|aBEXP
253	31213 23162	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1RMIN|23AART|46VULN|56DUST|6BPWR|7CDMG|8FEWX|9RCR|aDMG
254	31114 23561	   	167.80	DCR|3VULN|1AART|1CDMG|2DUR	1RMIN|2AART|3RCVC|468VULN|56DUR|6BPWR|7CDMG|9RCR|aLWND
255	31211 43266	   	167.72	DCR|2AART|2DMG|1VULN|1CDMG	1RMIN|23AART|4VULN|5ERES|68DMG|7CDMG|9RCR|aLEGI
256	31114 23563	   	167.70	DCR|3VULN|1AART|1CDMG|2DUR	1RMIN|2AART|3RCVC|468VULN|56DUR|6BPWR|7CDMG|9RCR|aDLOT
257	52323 23461	 * 	167.68	ACR|2AART|2DMG|3DUR|1ZMB	127DUR|3RCR|46AART|5ZMB|8LIT|9aDMG
258	51322 21123	   	167.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DUST|4AART|5RCR|6DMG|7ZMB|89VULN|aMLV
259	51322 21124	   	167.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DUST|4AART|5RCR|6DMG|7ZMB|89VULN|aLHND
260	51322 21121	   	167.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DUST|4AART|5RCR|6DMG|7ZMB|89VULN|aTLV
261	51322 21122	   	167.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DUST|4AART|5RCR|6DMG|7ZMB|89VULN|aAIRHEL
262	51322 21126	   	167.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DUST|4AART|5RCR|6DMG|7ZMB|89VULN|aLEGI
263	51322 15152	   	167.43	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	139DUR|29DUST|4AART|5RCR|6LWND|7ASPD|89DMG|9BPWR|aVULN
264	25416 13322	   	167.14	ACR|3VULN|1AART|2ZMB|1CDMG	12ZMB|2BPWR|359VULN|4RCR|6ERES|7CDMG|8DUST|aAART
265	31323 43156	 * 	166.95	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	1RMIN|2AART|39LHND|49ASPD|5ZMB|6RCR|7aDUR|89DMG|9BPWR
266	52323 63236	   	166.87	ACR|2AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4aAART|5ZMB|6DMG|7RPLT|8CDMG|9ASPD
267	31114 13562	   	166.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16RMIN|2AART|3RCVC|48VULN|5DUR|7CDMG|9RCR|aDMG
268	22124 21224	   	166.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1ZMB|2RPLT|3aCDMG|4AART|5VULN|6DMG|7RCR|8FEWX|9DUR
269	22124 21424	   	166.74	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1ZMB|2RPLT|3aCDMG|4AART|5VULN|6DMG|7RCR|8LHND|9DUR
270	22126 11124	   	166.64	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3aCDMG|4AART|5ASPD|6DUST|7RCR|8DMG|9VULN
271	25313 42611	   	166.58	DCR|2DMG|3ZMB|1AART|2DUR	128ZMB|28BPWR|3BELT|4LWND|58DMG|6RCR|78DUR|9AART|aLIT
272	25313 42612	   	166.58	DCR|2DMG|3ZMB|1AART|2DUR	128ZMB|28BPWR|3BELT|4LWND|58DMG|6RCR|78DUR|9AART|aCGEN
273	52322 25332	   	166.51	ACR|2AART|2DMG|1CDMG|2DUR	12DUR|3RCR|48AART|57FEWX|6aDMG|9CDMG
274	33311 35516	   	166.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RMIN|23DUR|4RCR|5FEWX|68VULN|7ZMB|9DMG|aAART
275	24533 12261	   	166.39	ACR|3VULN|2DMG|1ZMB	1ZMB|2BEXP|3CANHEL|4RCR|56aVULN|7RCVC|89DMG
276	21421 31426	   	166.36	DCR|3VULN|3ZMB|2CDMG	17aZMB|24aCGEN|37CDMG|57FEWX|6RCR|7aBPWR|89aVULN
277	52322 21164	   	166.34	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	12DUR|3RCR|4aAART|5FEWX|6DMG|7ZMB|8VULN|9BELT
278	31242 43224	   	166.33	ACR|3DMG|2AART|1CDMG	1RMIN|23AART|4MLV|5RCR|68aDMG|7CDMG|9CGEN
279	31242 43232	   	166.33	ACR|3DMG|2AART|1CDMG	1RMIN|23AART|4MLV|5RCR|68aDMG|7CDMG|9FEWX
280	31242 43263	   	166.33	ACR|3DMG|2AART|1CDMG	19RMIN|23AART|4MLV|5RCR|68aDMG|7CDMG
281	52321 26332	   	166.31	ACR|2AART|2DMG|1CDMG|2DUR	12DUR|3RCR|48AART|57DUST|6aDMG|9CDMG
282	22124 21614	   	166.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|5VULN|6DMG|7RCR|9BELT|aRCVC
283	31242 43242	   	166.23	ACR|3DMG|2AART|1CDMG	1RMIN|23AART|4MLV|5RCR|68aDMG|7CDMG|9DUST
284	25414 32122	   	166.21	ACR|3VULN|3ZMB|1CDMG|1ASPD	125ZMB|2BPWR|378VULN|4RCR|6CDMG|9RCVC|aASPD
285	62252 16112	   	166.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LIT|2SELL|3CGEN|4DMG|5AART|6aVULN|7RCR|8CDMG|9DUR
286	22124 21631	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|5VULN|6DMG|7RCR|9CANHEL|aRCVC
287	25411 33262	 * 	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	12ZMB|2BPWR|36VULN|4RCR|5FEWX|7MGNLIT|89DMG|aCDMG
288	52323 32345	   	165.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DUST|7LHND|8aVULN|9CDMG
289	21524 41122	   	165.96	DCR|3ZMB|1AART|1VULN|1DMG|1ASPD	147ZMB|2CGEN|3ASPD|5AART|6RCR|8DMG|9VULN|aMGNLIT
290	21524 41123	   	165.96	DCR|3ZMB|1AART|1VULN|1DMG|1ASPD	147ZMB|2CGEN|3ASPD|5AART|6RCR|8DMG|9VULN|aRPLT
291	25115 31124	   	165.92	ACR|2VULN|3ZMB|1AART|1CDMG	125ZMB|25aBPWR|35aBEXP|4RCR|6CDMG|7aERES|8aVULN|9AART
