0	Index      	 *	Score 	Summary	Detail	
1	12515 23252	 * 	201.22	DCR|3DMG|2VULN|1AART|1CDMG|1ZMB	1AART|24ERES|36VULN|567DMG|6BPWR|8ZMB|9RCR|aCDMG
168	24711 32378	   	176.46	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29DMG|3LEGI|4CGEN|589DUR|69VULN|7RCR|9BPWR|aAART
169	24124 32478	   	176.46	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29DMG|389DUR|4TLV|5LHND|69VULN|7RCR|9BPWR|aAART
170	27241 27237	   	176.46	DCR|4VULN|1AART|1ZMB|1DUR	1MBVNT|27LWND|357aVULN|4AART|6RCR|7BPWR|8ZMB|9DUR
171	27241 27271	   	176.46	DCR|4VULN|1AART|1ZMB|1DUR	1MBVNT|27LWND|3579VULN|4AART|6RCR|7BPWR|8ZMB|aDUR
172	27241 27438	   	176.45	DCR|3VULN|2AART|1CDMG|1DUR	1MBVNT|27LWND|357VULN|49AART|6RCR|7BPWR|8DUR|aCDMG
173	24721 32478	   	176.36	DCR|2VULN|2DMG|1AART|3DUR	1MBVNT|29DMG|3LEGI|4TLV|589DUR|69VULN|7RCR|9BPWR|aAART
174	27241 22237	   	176.36	DCR|4VULN|1AART|1ZMB|1DUR	1MBVNT|2LWND|357aVULN|4AART|6RCR|8ZMB|9DUR
175	27241 22271	   	176.36	DCR|4VULN|1AART|1ZMB|1DUR	1MBVNT|2LWND|3579VULN|4AART|6RCR|8ZMB|aDUR
176	27241 22438	   	176.35	DCR|3VULN|2AART|1CDMG|1DUR	1MBVNT|2LWND|357VULN|49AART|6RCR|8DUR|aCDMG
177	24212 88425	   	176.33	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|246DMG|3ERES|5VULN|7CDMG|8ZMB|9AART|aRCR
178	28222 45154	 * 	176.31	DCR|4VULN|3ZMB|1AART	1MBVNT|27BEXP|3678VULN|4RMIN|567ZMB|67BPWR|9RCR|aAART
179	24114 32178	   	176.20	DCR|3VULN|2DMG|2DUR|1ZMB	1MBVNT|29DMG|39DUR|4CGEN|5LHND|689VULN|7RCR|9BPWR|aZMB
180	24124 32178	   	176.10	DCR|3VULN|2DMG|2DUR|1ZMB	1MBVNT|29DMG|39DUR|4TLV|5LHND|689VULN|7RCR|9BPWR|aZMB
181	24711 32178	   	176.10	DCR|3VULN|2DMG|2DUR|1ZMB	1MBVNT|29DMG|3LEGI|4CGEN|59DUR|689VULN|7RCR|9BPWR|aZMB
182	44213 32413	   	176.07	DCR|3DMG|2VULN|1AART	13VULN|25BEXP|458DMG|5BPWR|6RPLT|7RCR|9ERES|aAART
183	27244 21137	   	176.06	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|3aVULN|4AART|5RCVC|6RCR|78DMG|9DUR
184	24721 32178	   	176.00	DCR|3VULN|2DMG|2DUR|1ZMB	1MBVNT|29DMG|3LEGI|4TLV|59DUR|689VULN|7RCR|9BPWR|aZMB
185	22551 31141	   	175.93	ACR|2AART|2DMG|1VULN|2DUR	1MBVNT|2RCVC|3RCR|4aDUR|59AART|6VULN|78DMG
186	15324 21337	   	175.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|48aVULN|5RCVC|6RCR|7DMG|9DUR
187	15321 21424	   	175.85	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	19AART|2LHND|3MBVNT|45VULN|6RCR|7DMG|8DUR|aASPD
188	24161 54462	   	175.75	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39DUR|4LIT|5AART|6LHND|7RCR|89VULN|9BPWR|aCGEN
189	34653 23233	   	175.73	DCR|3VULN|1AART|1DMG|1CDMG	12BEXP|3CDMG|45aVULN|6RCR|7DMG|8AART|9LIT
190	44413 23233	   	175.73	DCR|3VULN|1AART|1DMG|1CDMG	15aVULN|24BEXP|3CDMG|6RCR|7DMG|8AART|9LIT
191	24161 54461	   	175.65	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39DUR|4LIT|5AART|6LHND|7RCR|89VULN|9BPWR|aDUST
192	34653 23212	   	175.63	DCR|3VULN|1AART|1DMG|1CDMG	12BEXP|3CDMG|45aVULN|6RCR|7DMG|8AART|9DLOT
193	44413 23212	   	175.63	DCR|3VULN|1AART|1DMG|1CDMG	15aVULN|24BEXP|3CDMG|6RCR|7DMG|8AART|9DLOT
194	15321 23322	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2LHND|3MBVNT|45VULN|6RCR|7RPLT|8CDMG|aDMG
195	22551 37222	   	175.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2RCVC|3RCR|47DUR|5AART|67VULN|7BPWR|8ZMB|9BEXP|aDMG
196	24731 34366	 * 	175.58	DCR|2VULN|2DMG|1AART|2CDMG	1MBVNT|29DMG|3LEGI|48BEXP|59CDMG|6AART|79VULN|9BPWR|aRCR
197	22541 14716	 * 	175.54	ACR|3VULN|2DMG|3DUR	1MBVNT|2RCVC|3RCR|49aVULN|589DUR|6BELT|79DMG|9BPWR
198	22551 31132	   	175.48	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1MBVNT|2RCVC|3RCR|49DUR|5AART|6VULN|78DMG|aZMB
199	27241 27222	   	175.48	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8ZMB|9BEXP|aDMG
200	27241 27252	   	175.48	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8ZMB|9LHND|aDMG
201	22582 31337	   	175.44	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2RCVC|3RCR|4AART|58aVULN|6LHND|7DMG|9DUR
202	27241 22222	   	175.38	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LWND|357VULN|4AART|6RCR|8ZMB|9BEXP|aDMG
203	27241 22252	   	175.38	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LWND|357VULN|4AART|6RCR|8ZMB|9LHND|aDMG
204	41124 23236	 * 	175.36	DCR|3VULN|2DMG|3DUR|1CDMG	169VULN|2ERES|389DUR|4TLV|5CDMG|79DMG|9BPWR|aRCR
205	12435 23316	   	175.36	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1aAART|26ERES|3ASPD|4MLV|56DMG|6BPWR|7VULN|8CDMG|9RCR
206	15421 21316	   	175.30	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2LHND|3LWND|4RCR|568VULN|7DMG|9LIT|aZMB
207	11345 37621	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	16AART|2DUST|3MBVNT|4CDMG|5aDMG|7VULN|8ASPD|9RCR
208	11345 37622	   	175.26	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	16AART|2DUST|3MBVNT|4CDMG|5DMG|7aVULN|8ASPD|9RCR
209	12522 11155	   	175.20	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ERES|3VULN|4RCR|5BEXP|6RMIN|78aDMG|9ZMB
210	24112 53174	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39DUR|4CGEN|58VULN|6RCR|79LWND|9BPWR|aAART
211	24372 23318	   	175.12	DCR|3VULN|2DMG|2ASPD|1ZMB	1MBVNT|2aDMG|3LHND|45aVULN|6ZMB|7CGEN|8RCR|9aASPD|aBPWR
212	45211 32421	   	175.12	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	19VULN|2ZMB|39ERES|48DMG|5FEWX|69CDMG|7RCR|9BPWR|aDUR
213	12222 11155	   	175.10	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ERES|3DUST|4RCR|5VULN|6RMIN|78aDMG|9ZMB
214	12521 11155	   	175.10	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ERES|3VULN|4RCR|5DUST|6RMIN|78aDMG|9ZMB
215	15321 21113	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9LIT|aDUR
216	15321 21124	   	175.05	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9BEXP|aASPD
217	15321 21131	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9DUR|aFEWX
218	15321 21133	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9DUR|aMLV
219	15321 21135	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9DUR|aBEXP
220	15321 21144	   	175.05	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9CGEN|aASPD
221	15321 21147	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9CGEN|aDUR
222	15321 21151	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|29LHND|3MBVNT|45VULN|6RCR|78DMG|aDUR
223	15321 21774	   	175.05	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2LHND|3MBVNT|45VULN|6RCR|79DMG|8BEXP|aASPD
224	15321 21414	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|7aDMG|8DUR|9LWND
225	15321 21471	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|79DMG|8DUR|aFEWX
226	15321 21473	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|79DMG|8DUR|aMLV
227	15321 21475	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|79DMG|8DUR|aBEXP
228	15325 21137	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|25LHND|3MBVNT|4aVULN|6RCR|78DMG|9DUR
229	15373 21137	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|4DMSP|5aVULN|6RCR|78DMG|9DUR
230	24122 53174	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39DUR|4TLV|58VULN|6RCR|79LWND|9BPWR|aAART
231	24372 26318	   	175.02	DCR|3VULN|2DMG|2ASPD|1ZMB	1MBVNT|2aDMG|3LHND|45aVULN|6ZMB|7ERES|8RCR|9aASPD|aBPWR
232	24872 24318	   	175.02	DCR|3VULN|2DMG|2ASPD|1ZMB	1MBVNT|2aDMG|3LWND|45aVULN|6ZMB|7TLV|8RCR|9aASPD|aBPWR
233	44212 24318	   	175.02	DCR|3VULN|2DMG|2ASPD|1ZMB	13aVULN|2BEXP|4aDMG|5MBVNT|6ZMB|7TLV|8RCR|9aASPD|aBPWR
234	61245 23233	   	174.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4aVULN|5TLV|6RCR|7DMG|8AART|9LIT
235	61261 23233	   	174.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4ERES|5aVULN|6RCR|7DMG|8AART|9LIT
236	61261 23251	   	174.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4ERES|59VULN|6RCR|7DMG|8AART|aRPLT
237	61261 23252	   	174.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4ERES|59VULN|6RCR|7DMG|8AART|aCGEN
238	61261 23253	   	174.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4ERES|59VULN|6RCR|7DMG|8AART|aLIT
239	15321 21132	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9DUR|aNUKE
240	15321 21136	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9DUR|aERES
241	15321 21171	   	174.95	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2LHND|3MBVNT|45VULN|6RCR|78DMG|9BASICY|aASPD
242	15321 21472	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|79DMG|8DUR|aNUKE
243	15321 21476	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3MBVNT|45VULN|6RCR|79DMG|8DUR|aERES
244	24772 24318	   	174.92	DCR|3VULN|2DMG|2ASPD|1ZMB	1MBVNT|2aDMG|3LEGI|45aVULN|6ZMB|7TLV|8RCR|9aASPD|aBPWR
245	22354 12125	 * 	174.90	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1MBVNT|26RCVC|3FLTHEA|4AART|5aVULN|7CDMG|8DMG|9RCR
246	61245 23212	   	174.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4aVULN|5TLV|6RCR|7DMG|8AART|9DLOT
247	61261 23212	   	174.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|3ZMB|4ERES|5aVULN|6RCR|7DMG|8AART|9DLOT
248	11342 53146	   	174.87	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2DUST|3MBVNT|4CDMG|5RCVC|67DMG|89VULN|aRCR
249	45225 23233	   	174.83	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|24ZMB|3ERES|5CDMG|6RCR|7DMG|8AART|9LIT
250	15421 21136	   	174.78	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LHND|3LWND|4RCR|56VULN|78DMG|9RCVC|aDUR
251	12523 11154	 * 	174.75	ACR|2AART|2DMG|1VULN|2ZMB	1aAART|2ERES|3VULN|4RCR|59ZMB|6LEGI|78DMG
252	45225 23212	   	174.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|24ZMB|3ERES|5CDMG|6RCR|7DMG|8AART|9DLOT
253	12515 21311	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24ERES|36VULN|56DMG|6BPWR|7LWND|8CDMG|9RCR|aMLV
254	12515 21312	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24ERES|36VULN|56DMG|6BPWR|7LWND|8CDMG|9RCR|aBEXP
255	12515 21313	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24ERES|36VULN|56DMG|6BPWR|7LWND|8CDMG|9RCR|aBELT
256	12515 21314	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24ERES|36VULN|56DMG|6BPWR|7LWND|8CDMG|9RCR|aLIT
257	12515 21315	   	174.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24aERES|36VULN|56DMG|6BPWR|7LWND|8CDMG|9RCR
258	24142 58174	   	174.31	DCR|3DMG|1AART|1VULN|2DUR	1MBVNT|24aDMG|34DUR|4BPWR|5RPLT|6RCR|7MLV|8AART|9VULN
259	24453 52171	   	174.26	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2aDMG|3RCVC|4RPLT|59VULN|6RCR|7ASPD|8AART
260	22354 53448	 * 	174.24	DCR|2AART|2VULN|1DMG|2FLTHEA	1MBVNT|2RCVC|38FLTHEA|47AART|58VULN|6NUKE|8BPWR|9DMG|aRCR
261	24142 57174	   	174.21	DCR|3DMG|1AART|1VULN|2DUR	1MBVNT|24aDMG|34DUR|4BPWR|5RPLT|6RCR|7TLV|8AART|9VULN
262	24476 45411	   	174.17	DCR|3DMG|2VULN|1AART	1MBVNT|268DMG|3RCVC|48LSRICY|58VULN|7AART|8BPWR|9LHND|aRCR
263	24476 45441	   	174.17	DCR|3DMG|2VULN|1AART	1MBVNT|268DMG|3RCVC|48LSRICY|58VULN|7AART|8BPWR|9LWND|aRCR
264	15321 22854	   	174.10	DCR|4VULN|1AART|1ASPD|1DUR	1AART|2LHND|3MBVNT|4578VULN|6RCR|9DUR|aASPD
265	24453 54428	   	174.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1MBVNT|2aDMG|3RCVC|4RPLT|5aVULN|6RCR|7CGEN|8ZMB|9aCDMG|aBPWR
266	24311 32175	   	174.00	DCR|4VULN|2DMG|1DUR	1MBVNT|29DMG|39LHND|4CGEN|5DUR|689aVULN|7RCR|9BPWR
267	24811 32175	   	174.00	DCR|4VULN|2DMG|1DUR	1MBVNT|29DMG|39LWND|4CGEN|5DUR|689aVULN|7RCR|9BPWR
268	24453 51428	   	173.98	DCR|2VULN|2DMG|2CDMG|1ZMB	1MBVNT|2aDMG|3RCVC|4RPLT|5aVULN|6RCR|7TLV|8ZMB|9aCDMG|aBPWR
269	15321 27824	   	173.97	DCR|4VULN|1AART|1CDMG	1AART|279LHND|3MBVNT|4578VULN|6RCR|7BPWR|aCDMG
270	22551 37244	   	173.91	ACR|2AART|2VULN|2DUR|1ZMB|1ASPD	1MBVNT|2RCVC|3RCR|47DUR|59AART|67VULN|7BPWR|8ZMB|aASPD
271	24321 32175	   	173.90	DCR|4VULN|2DMG|1DUR	1MBVNT|29DMG|39LHND|4TLV|5DUR|689aVULN|7RCR|9BPWR
272	24821 32175	   	173.90	DCR|4VULN|2DMG|1DUR	1MBVNT|29DMG|39LWND|4TLV|5DUR|689aVULN|7RCR|9BPWR
273	42424 23222	 * 	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	156VULN|2LHND|3CDMG|4RCR|7aDMG|8DUR|9LSRICY
274	15321 22824	   	173.87	DCR|4VULN|1AART|1CDMG	1AART|29LHND|3MBVNT|4578VULN|6RCR|aCDMG
275	24271 32175	   	173.80	DCR|4VULN|2DMG|1DUR	1MBVNT|29DMG|39ERES|4LHND|5DUR|689aVULN|7RCR|9BPWR
276	24284 32175	   	173.80	DCR|4VULN|2DMG|1DUR	1MBVNT|29DMG|39ERES|4DUR|5LHND|689aVULN|7RCR|9BPWR
277	16347 31137	   	173.78	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3MBVNT|4RCVC|5RCR|6aVULN|78DMG|9DUR
278	12524 31135	   	173.77	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	19AART|2ERES|3VULN|4RCR|5DUR|6ASPD|7NUKE|8aDMG
279	11422 35142	 * 	173.64	ACR|2AART|2DMG|1VULN|2ASPD	19AART|28DUST|3LWND|4RCR|58DMG|68ASPD|7RPLT|8BPWR|aVULN
280	15321 83318	   	173.61	DCR|4VULN|1AART|1CDMG|1DUR	1AART|2LHND|3MBVNT|4567VULN|8CDMG|9RCR|aDUR
281	15323 47831	   	173.57	DCR|2VULN|2DMG|1AART|2ZMB	1AART|27LHND|3MBVNT|48VULN|57ZMB|67DMG|7BPWR|9BELT|aRCR
282	22537 37211	   	173.49	ACR|3VULN|2DMG|2DUR	1MBVNT|28RCVC|3RCR|4BELT|59DUR|69DMG|79aVULN|9BPWR
283	22537 84211	   	173.49	ACR|3VULN|2DMG|2DUR	1MBVNT|28RCVC|3RCR|4BELT|59DUR|69aVULN|79DMG|9BPWR
284	22541 14211	   	173.49	ACR|3VULN|2DMG|2DUR	1MBVNT|28RCVC|3RCR|49aVULN|59DUR|6BELT|79DMG|9BPWR
285	22541 14217	   	173.49	ACR|3DMG|2VULN|2DUR	1MBVNT|28RCVC|3RCR|49VULN|59DUR|6BELT|79aDMG|9BPWR
286	22557 14211	   	173.49	ACR|3VULN|2DMG|2DUR	1MBVNT|28RCVC|3RCR|49DUR|59aVULN|6BELT|79DMG|9BPWR
287	24321 32873	   	173.45	DCR|3DMG|2VULN|1CDMG|1DUR	1MBVNT|289DMG|39LHND|4TLV|5DUR|69VULN|7RCR|9BPWR|aCDMG
288	24821 32873	   	173.45	DCR|3DMG|2VULN|1CDMG|1DUR	1MBVNT|289DMG|39LWND|4TLV|5DUR|69VULN|7RCR|9BPWR|aCDMG
289	24145 71463	   	173.45	DCR|3VULN|2DMG|3DUR|1ASPD	1MBVNT|24DMG|345DUR|4BPWR|679VULN|8RCR|aASPD
290	22582 43631	   	173.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2RCVC|3RCR|4AART|5aVULN|6LIT|7DMG|8DUR|9CDMG
291	22582 43632	 * 	173.44	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2RCVC|3RCR|4AART|5VULN|6LIT|7aDMG|8DUR|9CDMG
292	22551 37441	 * 	173.43	ACR|2AART|2VULN|3DUR|1CDMG	1MBVNT|2RCVC|3RCR|478DUR|5aAART|67VULN|7BPWR|9CDMG
293	12523 22561	   	173.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ERES|39VULN|4RCR|5ZMB|6RMIN|7ASPD|8DMG|aDUR
294	15111 23414	   	173.35	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	1AART|2LHND|3LIT|4FLTHEA|57DMG|6DUR|8RCR|9VULN|aASPD
295	16111 23414	   	173.35	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR|1ASPD	1AART|2FEWX|3LIT|4FLTHEA|57DMG|6DUR|8RCR|9VULN|aASPD
296	24271 32873	   	173.35	DCR|3DMG|2VULN|1CDMG|1DUR	1MBVNT|289DMG|39ERES|4LHND|5DUR|69VULN|7RCR|9BPWR|aCDMG
297	24284 32873	   	173.35	DCR|3DMG|2VULN|1CDMG|1DUR	1MBVNT|289DMG|39ERES|4DUR|5LHND|69VULN|7RCR|9BPWR|aCDMG
298	22582 22348	   	173.34	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2RCVC|3RCR|4AART|57VULN|6DUST|8CDMG|9DMG|aASPD
299	27241 21845	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2LWND|35VULN|4AART|6RCR|7DMG|8DUST|9CDMG|aZMB
300	11111 23414	   	173.25	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR|1ASPD	1AART|2DUST|3LIT|4FLTHEA|57DMG|6DUR|8RCR|9VULN|aASPD
301	27241 21113	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9LIT|aDUR
302	27241 21124	   	173.25	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9BEXP|aASPD
303	27241 21131	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9DUR|aFEWX
304	27241 21133	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9DUR|aMLV
305	27241 21135	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9DUR|aBEXP
306	27241 21144	   	173.25	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9CGEN|aASPD
307	27241 21147	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9CGEN|aDUR
308	27241 21154	   	173.25	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9LHND|aASPD
309	27241 21274	   	173.25	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4AART|6RCR|79DMG|8LHND|aASPD
310	27241 21774	   	173.25	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4AART|6RCR|79DMG|8BEXP|aASPD
311	15321 27332	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|27LHND|3MBVNT|457VULN|6RCR|7BPWR|8CGEN|9DUR|aDMG
312	15321 27422	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|27LHND|3MBVNT|457VULN|6RCR|7BPWR|8DUR|9CGEN|aDMG
313	45211 32521	   	173.18	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR	189VULN|2ZMB|39ERES|4DMG|5FEWX|69CDMG|7RCR|9BPWR|aDUR
314	16421 21113	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3LWND|4RCR|56VULN|78DMG|9LIT|aDUR
315	16421 21131	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3LWND|4RCR|56VULN|78DMG|9DUR|aBEXP
316	16421 21133	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3LWND|4RCR|56VULN|78DMG|9DUR|aMLV
317	16421 11136	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3LWND|4RCR|5aVULN|6DMSP|78DMG|9DUR
318	27241 21132	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9DUR|aNUKE
319	27241 21136	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LWND|35VULN|4AART|6RCR|78DMG|9DUR|aERES
320	27241 21874	   	173.15	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4AART|6RCR|79DMG|8DUST|aASPD
321	15321 21237	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|28LHND|3MBVNT|45aVULN|6RCR|7DMG|9DUR
322	15325 21337	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|25LHND|3MBVNT|48aVULN|6RCR|7DMG|9DUR
323	15373 21337	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|4DMSP|58aVULN|6RCR|7DMG|9DUR
324	15321 21313	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9LIT|aDUR
325	15321 21324	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9BEXP|aASPD
326	15321 21331	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9DUR|aFEWX
327	15321 21333	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9DUR|aMLV
328	15321 21335	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9DUR|aBEXP
329	15321 21344	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9CGEN|aASPD
330	15321 21347	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9CGEN|aDUR
331	15321 21351	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|29LHND|3MBVNT|458VULN|6RCR|7DMG|aDUR
332	15321 22332	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|457VULN|6RCR|8CGEN|9DUR|aDMG
333	15321 22422	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|457VULN|6RCR|8DUR|9CGEN|aDMG
334	15321 27442	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|27LHND|3MBVNT|457VULN|6RCR|7BPWR|8DUR|9ERES|aDMG
