0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12326 66232	9	 * 	277.13	DCR|3VULN|2DMG|2DUR|1TLV	1TLV|24aVULN|3LWND|5LIT|6RCR|7aDMG|8ZMB|9aDUR|aBPWR
168	15323 26143	9	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aRMIN
169	15323 26153	8	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9FEWX|aRCR
170	15323 26153	9	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9BEXP|aRCR
171	15323 26163	9	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9FEWX|aRCR
172	12232 26415	2	   	252.02	DCR|4VULN|2DUR|1TLV	1TLV|2579VULN|3RMIN|45DUR|5BPWR|6DUST|8RCVC|aRCR
173	21333 11164	1	   	252.02	DCR|4VULN|2DUR|1TLV	18RPLT|2367VULN|36BPWR|4TBNT|56DUR|9TLV|aRCR
174	21523 11164	1	   	252.02	DCR|4VULN|2DUR|1TLV	18RPLT|2467VULN|36DUR|5BBNT|6BPWR|9TLV|aRCR
175	25333 11164	2	   	252.02	DCR|4VULN|2DUR|1TLV	18RPLT|2367VULN|36BPWR|4TBNT|56DUR|9TLV|aRCR
176	33142 11215	4	   	252.02	DCR|4VULN|2DUR|1TLV	1LWND|25DUR|3458VULN|5BPWR|6TLV|7DMSP|9ERES|aRCR
177	33142 16215	4	   	252.02	DCR|4VULN|2DUR|1TLV	1LWND|25DUR|3458VULN|5BPWR|6TLV|7RCVC|9ERES|aRCR
178	12324 63315	9	   	252.02	DCR|4VULN|2DUR|1TLV	1TLV|2478VULN|3LWND|59DUR|6MLV|aRCR
179	11124 26115	9	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	12TLV|3LHND|47VULN|59DUR|68DMG|aRCR
180	11124 26143	10	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	12TLV|3LHND|47VULN|5aDUR|68DMG|9RCR
181	15323 26125	8	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aDUST
182	15323 26141	10	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aDUST
183	15323 26142	10	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR|1NUKE	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aNUKE
184	15323 26143	8	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9DUST|aRCR
185	15323 26163	8	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9LEGI|aRCR
186	21333 26264	1	   	251.92	DCR|4VULN|2DUR|1TLV	1RPLT|2368VULN|3BPWR|4TBNT|57DUR|9TLV|aRCR
187	15365 11213	9	   	251.87	DCR|2VULN|2DMG|2TLV|2DUR|1SELL	13TLV|23DUR|3BPWR|4SELL|5aVULN|67DMG|8RCR|9BEXP
188	15365 11233	8	   	251.87	DCR|2VULN|2DMG|2TLV|2DUR|1SELL	13TLV|23DUR|3BPWR|4SELL|5aVULN|67DMG|8RCR|9BEXP
189	12121 25523	2	   	251.68	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1TLV|27VULN|3DMG|4CDMG|5DUR|6LIT|8AART|9RCR|aASPD
190	15365 11233	9	   	251.62	DCR|2VULN|2DMG|2TLV|2DUR|2SELL	13TLV|23DUR|3BPWR|49SELL|5aVULN|67DMG|8RCR
191	12122 35415	2	 * 	251.56	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1aTLV|2VULN|38aDMG|4CDMG|5DUST|6RMIN|7RCR|9aDUR|aBPWR
192	11633 21516	6	   	251.54	DCR|3VULN|3TLV|1DMG|2LIT	129TLV|3DMG|49aVULN|5ZMB|6ASPD|7RCR|89LIT|9BPWR
193	12326 36421	8	   	251.45	DCR|4VULN|1TLV|1CDMG	1TLV|2467VULN|3LWND|5LIT|8CDMG|9RCR|aASPD
194	12152 23346	2	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|258VULN|35DMG|4LEGI|5BPWR|6DUST|7BEXP|9CDMG|aRCR
195	33133 21232	10	   	251.25	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1aLWND|2DUR|36aVULN|4ERES|5AART|7RCR|8CDMG|9aDMG|aBPWR
196	11126 33451	10	   	251.23	DCR|4VULN|2TLV|1CDMG	12TLV|3LHND|467aVULN|5LIT|8CDMG|9RCR
197	11336 33451	10	   	251.23	DCR|4VULN|2TLV|1CDMG	12TLV|3FEWX|467aVULN|5LIT|8CDMG|9RCR
198	23651 23262	9	   	251.15	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1RPLT|2AART|368VULN|4CDMG|5DUR|7aDMG|9RCR
199	33143 56123	9	 * 	251.14	DCR|3VULN|2DUR|1TLV|2CDMG	18LWND|28DUR|346VULN|5FEWX|78CDMG|8BPWR|9RCR|aTLV
200	33143 51343	7	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3468VULN|5FEWX|7RCR|9CDMG|aTLV
201	11636 42223	9	   	251.08	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	12TLV|36DMG|4aVULN|5BEXP|7CDMG|8RCR|9DUR
202	12123 74736	2	   	251.08	DCR|2VULN|2DMG|2TLV|2ASPD|1CDMG	1aTLV|28VULN|3aDMG|4CDMG|5MBVNT|6RCR|7LHND|9aASPD|aBPWR
203	12123 76236	2	   	251.08	DCR|2VULN|2DMG|2TLV|2ASPD|1CDMG	1aTLV|28VULN|3aDMG|4CDMG|5MBVNT|6RCR|7FEWX|9aASPD|aBPWR
204	21521 53512	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1RPLT|246VULN|39DUR|5DMG|7RCVC|8RCR|aTLV
205	12232 42641	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25aVULN|3RMIN|45DUR|5BPWR|6DMSP|7RCR|8TBNT|9DMG
206	12324 13215	9	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|247VULN|36LWND|59DUR|8DMG|aRCR
207	12324 13243	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|247VULN|36LWND|5aDUR|8DMG|9RCR
208	15512 32511	4	   	250.95	DCR|2VULN|3DUR|3TLV|2LIT	159TLV|269DUR|3ASPD|45VULN|59BPWR|7RCR|89LIT|aBELT
209	12343 21231	9	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1TLV|268aVULN|3LWND|4LHND|5AART|7RCR|9DMG
210	12343 21231	8	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1TLV|268aVULN|3LWND|4LHND|5AART|7RCR|9DMG
211	12613 21231	9	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1TLV|268aVULN|3LHND|4LWND|5AART|7RCR|9DMG
212	12613 21231	8	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1TLV|268aVULN|3LHND|4LWND|5AART|7RCR|9DMG
213	13623 21231	8	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1TLV|2LWND|3LHND|468aVULN|5AART|7RCR|9DMG
214	13623 21231	9	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1TLV|2LWND|3LHND|468aVULN|5AART|7RCR|9DMG
215	15512 32512	4	   	250.85	DCR|2VULN|3DUR|3TLV|2LIT	159TLV|269DUR|3ASPD|45VULN|59BPWR|7RCR|89LIT|aBBNT
216	12523 26182	3	   	250.37	DCR|3VULN|1TLV|1DMG|1CDMG	1TLV|278VULN|3ASPD|4CDMG|5MBVNT|6LIT|9RCR|aDMG
217	33141 55231	3	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2DUR|36aVULN|4CDMG|5DMG|7RCR|8RPLT|9TLV
218	12324 61341	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|248VULN|3LWND|5DUR|6MLV|7RCR|9CDMG|aDMG
219	12211 23316	9	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|278VULN|3DUST|4LWND|5DUR|6DMG|9CDMG|aRCR
220	12211 23346	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|278VULN|3DUST|4LWND|5DUR|6DMG|9CDMG|aRCR
221	12211 23346	8	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|278VULN|3DUST|4LWND|5DUR|6DMG|9CDMG|aRCR
222	12251 23316	9	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|278VULN|3DUST|4BEXP|5DUR|6DMG|9CDMG|aRCR
223	12251 23346	8	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|278VULN|3DUST|4BEXP|5DUR|6DMG|9CDMG|aRCR
224	12251 23346	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|278VULN|3DUST|4BEXP|5DUR|6DMG|9CDMG|aRCR
225	12321 26346	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|248VULN|3LWND|5DMG|6DUST|7DUR|9CDMG|aRCR
226	13221 23316	9	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2LWND|3DUST|478VULN|5DUR|6DMG|9CDMG|aRCR
227	13221 23346	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2LWND|3DUST|478VULN|5DUR|6DMG|9CDMG|aRCR
228	13221 23346	8	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2LWND|3DUST|478VULN|5DUR|6DMG|9CDMG|aRCR
229	12123 38617	2	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|27aVULN|3DMG|4CDMG|5MBVNT|6RMIN|8RCR|9DUR
230	12121 25522	2	   	249.93	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG|1AART	1TLV|27VULN|3DMG|4CDMG|5DUR|6aLIT|8AART|9RCR
231	14163 21341	4	   	249.86	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1SELL	1TLV|2SELL|348VULN|5DUR|6RPLT|7RCR|9CDMG|aDMG
232	14165 11221	10	   	249.86	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1SELL	1TLV|2SELL|345VULN|6DMG|7BEXP|8RCR|9DUR|aCDMG
233	14213 31341	5	   	249.86	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1SELL	1TLV|2SELL|3RPLT|458VULN|6DUR|7RCR|9CDMG|aDMG
234	12123 73562	2	   	249.78	DCR|2VULN|2DMG|2TLV|2LIT|1CDMG	19TLV|29VULN|3aDMG|4CDMG|5MBVNT|6RCR|7RCVC|89LIT|9BPWR
235	12326 36423	8	   	249.70	DCR|4VULN|1TLV|2LIT|1CDMG	1TLV|2467VULN|3LWND|5aLIT|8CDMG|9RCR
236	23651 33262	10	   	249.65	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1RPLT|2AART|38VULN|4CDMG|56DUR|7DMG|9RCR|aTLV
237	12123 71733	2	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|29VULN|3DMG|4CDMG|5MBVNT|6RCR|7AART|8aDUR
238	12132 42511	2	   	249.48	DCR|2VULN|3TLV|2DUR|1DMG|2LIT	159TLV|29VULN|3DMG|45DUR|59BPWR|6DMSP|7RCR|89LIT|aLWND
239	12132 42512	2	   	249.48	DCR|2VULN|3TLV|2DUR|1DMG|2LIT	159TLV|29VULN|3DMG|45DUR|59BPWR|6DMSP|7RCR|89LIT|aRMIN
240	12132 42514	2	   	249.48	DCR|2VULN|3TLV|2DUR|1DMG|2LIT	159TLV|29VULN|3DMG|45DUR|59BPWR|6DMSP|7RCR|89LIT|aBEXP
241	15361 12211	4	   	249.40	DCR|2VULN|3DUR|2TLV|1CDMG|1SELL	13TLV|239DUR|3BPWR|4SELL|5CDMG|6aVULN|7RCR|8ASPD
242	12132 42515	2	   	249.38	DCR|2VULN|3TLV|2DUR|1DMG|2LIT	159TLV|29VULN|3DMG|45DUR|59BPWR|6DMSP|7RCR|89LIT|aBBNT
243	11635 16221	4	 * 	249.33	DCR|4VULN|2TLV|1DMG	12TLV|3DMG|456aVULN|7BELT|8ZMB|9RCR
244	12235 44222	6	   	249.33	DCR|4VULN|2TLV|2CDMG	1aTLV|268aVULN|3DUST|4RPLT|5CGEN|7RCR|9aCDMG|aBPWR
245	12321 54222	5	   	249.33	DCR|4VULN|2TLV|2CDMG	1aTLV|248aVULN|3LWND|5ERES|6RPLT|7RCR|9aCDMG|aBPWR
246	12132 42513	2	   	249.23	DCR|2VULN|3TLV|2DUR|1DMG|2LIT|1SELL	159TLV|29VULN|3DMG|45DUR|59BPWR|6DMSP|7RCR|89LIT|aSELL
247	33142 11322	4	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1LWND|25DUR|345VULN|5BPWR|6TLV|7DMSP|8ASPD|9RCR|aAART
248	33142 16322	4	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1LWND|25DUR|345VULN|5BPWR|6TLV|7RCVC|8ASPD|9RCR|aAART
249	25171 71142	10	 * 	248.92	DCR|3VULN|2DMG|3ASPD|1CDMG	1RPLT|248VULN|3MBVNT|578ASPD|68DMG|8BPWR|9CDMG|aRCR
250	11334 61324	10	   	248.81	DCR|3VULN|3TLV|2DUR|1AART	12aTLV|3FEWX|49aVULN|5aDUR|6AART|7RCR|8RPLT|aBPWR
251	11234 22115	5	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	12TLV|3CGEN|4AART|56DUR|789VULN|aRCR
252	11234 32115	6	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	12TLV|3CGEN|4AART|56DUR|789VULN|aRCR
253	15321 41136	5	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	13TLV|23DUR|3BPWR|478VULN|5ERES|6AART|9BELT|aRCR
254	15415 32311	5	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	15TLV|26DUR|3ERES|45aVULN|5BPWR|7RCR|8AART|9BEXP
255	15415 32321	5	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	15TLV|26DUR|3ERES|45aVULN|5BPWR|7RCR|8AART|9LHND
256	15321 42115	5	   	248.61	DCR|3VULN|2TLV|2DUR|1AART	13TLV|23DUR|3BPWR|489VULN|57ERES|6AART|aRCR
257	12123 26183	2	   	248.61	DCR|3VULN|1TLV|1DMG|2LIT|1CDMG	1TLV|278VULN|3DMG|4CDMG|5MBVNT|6aLIT|9RCR
258	11334 61251	10	   	248.57	DCR|3VULN|3TLV|2DUR|1AART|1SELL	12aTLV|3FEWX|48aVULN|5aDUR|6AART|7RCR|9SELL|aBPWR
259	12226 33382	2	   	248.47	DCR|3VULN|1TLV|1DMG|2CDMG	1TLV|256VULN|3RMIN|46CDMG|6BPWR|7MBVNT|8LIT|9RCR|aDMG
260	12226 33412	2	   	248.47	DCR|3VULN|1TLV|1DMG|2CDMG	1TLV|256VULN|3RMIN|46CDMG|6BPWR|7MBVNT|8RCR|9LIT|aDMG
261	12126 33266	2	   	248.35	DCR|3VULN|2TLV|1DMG|2CDMG	16TLV|259VULN|3DMG|46CDMG|6BPWR|7RPLT|8LWND|aRCR
262	12126 33636	2	   	248.35	DCR|3VULN|2TLV|1DMG|2CDMG	16TLV|258VULN|3DMG|46CDMG|6BPWR|7RPLT|9FEWX|aRCR
263	12631 32346	6	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	18TLV|28VULN|3LHND|4RPLT|5CDMG|68DUR|7RMIN|8BPWR|9RCR|aDMG
264	21532 32346	1	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1RPLT|28VULN|38DUR|4CDMG|5LWND|68TLV|7RMIN|8BPWR|9RCR|aDMG
265	12223 36616	2	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1aTLV|2aVULN|36RMIN|4CDMG|5MBVNT|7DMG|8RCR|9aDUR|aBPWR
266	12123 36616	2	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1aTLV|2aVULN|3DMG|4CDMG|5MBVNT|67RMIN|8RCR|9aDUR|aBPWR
267	15322 61341	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5LWND|6MLV|7RCR|9CDMG|aDMG
268	15323 21516	9	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|4aVULN|5LHND|6DMG|7RMIN|8CDMG|9RCR
269	15323 23241	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|4aVULN|5LHND|6DMG|7RPLT|8CDMG|9RCR
270	15323 31241	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5LHND|6CGEN|7RCR|9CDMG|aDMG
271	15323 36221	9	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5LHND|6CGEN|7CDMG|9RCR|aDMG
272	15323 36222	10	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5LHND|6CGEN|7CDMG|9RCR|aDMG
273	15323 61341	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5LHND|6MLV|7RCR|9CDMG|aDMG
274	23651 33261	9	   	248.14	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1RPLT|2AART|38aVULN|4CDMG|56DUR|7DMG|9RCR
275	11635 33116	4	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	12TLV|3DMG|45VULN|6CDMG|7RPLT|89DUR|aRCR
276	12132 13414	2	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|29VULN|3DMG|45DUR|5BPWR|6MLV|7CDMG|8BBNT|aRCR
277	12132 23346	2	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|28VULN|3DMG|45DUR|5BPWR|6DUST|7BEXP|9CDMG|aRCR
278	12435 31241	7	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|28VULN|3ERES|45DUR|5BPWR|6BEXP|7RCR|9CDMG|aDMG
279	12435 36221	9	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|28VULN|3ERES|45DUR|5BPWR|6BEXP|7CDMG|9RCR|aDMG
280	12435 36222	10	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|28VULN|3ERES|45DUR|5BPWR|6BEXP|7CDMG|9RCR|aDMG
281	15321 31241	7	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5ERES|6BEXP|7RCR|9CDMG|aDMG
282	15321 13414	4	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|49VULN|5DMG|6MLV|7CDMG|8BBNT|aRCR
283	15321 23346	4	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5DMG|6DUST|7BEXP|9CDMG|aRCR
284	15321 36221	9	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5ERES|6BEXP|7CDMG|9RCR|aDMG
285	15321 36222	10	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5ERES|6BEXP|7CDMG|9RCR|aDMG
286	15321 42513	10	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|4aVULN|5ERES|6DMG|7LWND|8CDMG|9RCR
287	15321 43513	10	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|4aVULN|5ERES|6DMG|7BEXP|8CDMG|9RCR
288	12132 53414	2	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|29VULN|3DMG|45DUR|5BPWR|6ERES|7CDMG|8BBNT|aRCR
289	12435 22253	10	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|2aVULN|36ERES|45DUR|5BPWR|7CDMG|8RCR|9DMG
290	12435 22262	8	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|29VULN|36ERES|45DUR|5BPWR|7CDMG|8RCR|aDMG
291	15321 22253	10	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|4aVULN|56ERES|7CDMG|8RCR|9DMG
292	15321 22254	9	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|4aVULN|56ERES|7CDMG|8RCR|9DMG
293	15321 22262	8	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|49VULN|56ERES|7CDMG|8RCR|aDMG
294	15321 61241	7	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5ERES|6DUST|7RCR|9CDMG|aDMG
295	15321 66221	9	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5ERES|6DUST|7CDMG|9RCR|aDMG
296	15321 66222	10	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	13TLV|23DUR|3BPWR|48VULN|5ERES|6DUST|7CDMG|9RCR|aDMG
297	12132 42161	2	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	15TLV|2aVULN|3DMG|459DUR|5BPWR|6DMSP|7RCR|8BELT
298	15321 42161	4	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	13TLV|239DUR|3BPWR|4aVULN|5DMG|6DMSP|7RCR|8BELT
299	15322 13243	10	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	13TLV|23aDUR|3BPWR|47VULN|56LWND|8DMG|9RCR
300	15342 16213	8	 * 	247.75	DCR|2VULN|3DUR|3TLV|2CDMG	13aTLV|234DUR|3aBPWR|57RCVC|6aCDMG|8RCR|9aVULN
301	11431 22516	6	   	247.73	DCR|3VULN|3TLV|1DUR|2LIT	129TLV|3RCVC|49aVULN|5DUR|6ASPD|7RCR|89LIT|9BPWR
302	33142 11326	4	   	247.69	DCR|3VULN|2DUR|1TLV	1LWND|25DUR|345VULN|5BPWR|6TLV|7DMSP|8ASPD|9RCR|aLIT
303	33142 16326	4	   	247.69	DCR|3VULN|2DUR|1TLV	1LWND|25DUR|345VULN|5BPWR|6TLV|7RCVC|8ASPD|9RCR|aLIT
304	23411 12132	10	   	247.65	DCR|3VULN|2DMG|1TLV|1AART	1RPLT|2AART|3DMSP|47aVULN|5TLV|6RCR|8aLWND|9aDMG|aBPWR
305	23411 11152	10	   	247.65	DCR|3VULN|2DMG|1TLV|1AART	1RPLT|2AART|3DMSP|49aVULN|5TLV|6RCR|7aDMG|8aLHND|aBPWR
306	23411 11552	10	   	247.65	DCR|3VULN|2DMG|1TLV|1AART	1RPLT|2AART|3DMSP|49aVULN|5TLV|6RCR|7aDMG|8aLWND|aBPWR
307	15321 54222	5	   	247.65	DCR|2VULN|3DUR|3TLV|2CDMG	13aTLV|23aDUR|3aBPWR|48VULN|5ERES|6RPLT|7RCR|9aCDMG
308	12513 24363	3	   	247.56	DCR|3VULN|2TLV|2DUR	17TLV|278VULN|3ASPD|4LHND|5RMIN|67DUR|7BPWR|9MLV|aRCR
309	61213 22212	6	   	247.56	DCR|3VULN|2TLV|2DUR	1aCGEN|24TLV|35aVULN|6LWND|7RCR|8ASPD|9aDUR|aBPWR
310	23631 33363	3	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1RPLT|2AART|379VULN|4TLV|59DMG|6TBNT|89ZMB|9BPWR|aRCR
311	11223 22212	6	   	247.46	DCR|3VULN|3TLV|2DUR	12aTLV|3CGEN|45aVULN|6LWND|7RCR|8ASPD|9aDUR|aBPWR
312	15512 32122	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8BELT|aRMIN
313	15512 32123	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8BELT|aRPLT
314	15512 32125	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8BELT|aLHND
315	15512 32126	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8BELT|aBEXP
316	15512 32312	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|45aVULN|5BPWR|7RCR|8LHND|9LWND
317	15512 32332	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|45aVULN|5BPWR|7RCR|8LHND|9BEXP
318	15512 32411	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8RCVC|aFEWX
319	15512 32412	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8RCVC|aLHND
320	15512 32413	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8RCVC|aBEXP
321	15512 33215	4	   	247.46	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7DMSP|8FEWX|aRCR
322	15322 13315	7	   	247.46	DCR|3VULN|2TLV|2DUR	13TLV|23DUR|3BPWR|479VULN|56LWND|8ASPD|aRCR
323	15322 15315	8	   	247.46	DCR|3VULN|2TLV|2DUR	13TLV|23DUR|3BPWR|489VULN|56LWND|7ASPD|aRCR
324	12343 21232	8	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1TLV|268VULN|3LWND|4LHND|5AART|7RCR|9aDMG
325	12343 21232	9	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1TLV|268VULN|3LWND|4LHND|5AART|7RCR|9aDMG
326	12613 21232	8	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1TLV|268VULN|3LHND|4LWND|5AART|7RCR|9aDMG
327	12613 21232	9	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1TLV|268VULN|3LHND|4LWND|5AART|7RCR|9aDMG
328	13623 21232	8	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1TLV|2LWND|3LHND|468VULN|5AART|7RCR|9aDMG
329	13623 21232	9	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1TLV|2LWND|3LHND|468VULN|5AART|7RCR|9aDMG
330	11213 32522	5	   	247.36	DCR|3VULN|2TLV|2DUR	12TLV|3CGEN|46DUR|59aVULN|7RCR|8LIT
331	11215 32522	4	   	247.36	DCR|3VULN|2TLV|2DUR	12TLV|3CGEN|46DUR|59aVULN|7RCR|8LIT
