0	Index      	 *	Score 	Summary	Detail	
1	62213 17521	 * 	192.36	ACR|2DMG|3VULN|1ASPD|1AART|1AAC	169VULN|2MBVNT|39ERES|4AART|5RCR|7AAC|89DMG|9BPWR|aASPD
162	34112 32261	   	167.00	ACR|2DMG|2BEXP|1ASPD	1DUR|2RPLT|3aBEXP|4LIT|5RCR|68DMG|7ASPD|9DUST
163	62713 13127	 * 	166.99	ACR|2AART|2VULN|1ASPD|1DMG	16VULN|2MBVNT|3CGEN|49AART|5RCR|7LHND|8DMG|aASPD
164	12263 34135	   	166.90	ACR|2DMG|2BEXP|2VULN	1RPLT|2AME|3aDMG|4MLV|5RCR|6AEFBLL|7aVULN|8MSLREG|9aBEXP|aBPWR
165	12363 34135	 * 	166.90	ACR|2ASPD|2BEXP|2VULN	1RPLT|2AME|3aASPD|4MLV|5RCR|6AEFBLL|7aVULN|8MSLREG|9aBEXP|aBPWR
166	12351 16334	   	166.90	ACR|2ASPD|2BEXP|1DMG	1RPLT|29AME|39ASPD|4AEMAG|5RCR|6ERES|7RMIN|89BEXP|9BPWR|aDMG
167	12251 24135	   	166.80	ACR|2DMG|2BEXP|2VULN	1RPLT|2AME|3aDMG|4AEMAG|5RCR|6TLV|7aVULN|8MSLREG|9aBEXP|aBPWR
168	12351 24135	   	166.80	ACR|2ASPD|2BEXP|2VULN	1RPLT|2AME|3aASPD|4AEMAG|5RCR|6TLV|7aVULN|8MSLREG|9aBEXP|aBPWR
169	23111 66153	 * 	166.80	ACR|3AART|2BEXP|1ASPD	1CGEN|23BEXP|48aAART|5RCR|6ERES|7LEGI|9ASPD
170	23111 55235	 * 	166.62	ACR|3BEXP|2AART|1DMG	1CGEN|239BEXP|4aAART|5RCR|6FLTFST|7ERES|8DMG
171	32112 63754	 * 	166.57	DCR|1BASARM|2VULN|1BASICY|1BEXP|1CDMG	1DUR|2MBVNT|38VULN|4BASICY|5VENTOX|6BEXP|7BASARM|9CDMG|aRCR
172	62213 62127	 * 	166.52	ACR|3BEXP|2AART|2VULN	19VULN|2MBVNT|3ERES|48AART|5RCR|69DUST|79aBEXP|9BPWR
173	26211 61722	   	166.50	ACR|3BEXP|3VULN|1AART	1289CGEN|389VULN|4AART|5RCR|689BEXP|7MBVNT|89BPWR|aDUR
174	26211 61724	   	166.50	ACR|3BEXP|3VULN|1AART	1289CGEN|389VULN|4AART|5RCR|689BEXP|7MBVNT|89BPWR|aFEWX
175	63232 65323	 * 	166.47	ACR|3VULN|1DMG|2CDMG|1AART	17aVULN|2LIT|37CDMG|47AME|5RCR|6AART|7BPWR|8BELT|9DMG
176	26211 61721	   	166.40	ACR|3BEXP|3VULN|1AART	1289CGEN|389VULN|4AART|5RCR|689BEXP|7MBVNT|89BPWR|aAME
177	63222 63342	   	166.34	ACR|2ASPD|1CDMG|1BEXP|1AART|1VULN	1VULN|2LIT|3CDMG|4CGEN|5RCR|6AART|7ERES|8BEXP|9aASPD
178	33222 61531	 * 	166.12	ACR|2ASPD|1DMG|1BEXP|1CDMG	19DUR|29LIT|3CDMG|4RMIN|5RCR|6DMSP|7DMG|89ASPD|9BPWR|aBEXP
179	33222 61534	 * 	166.12	ACR|2ASPD|1DMG|1AART|1CDMG	19DUR|29LIT|3CDMG|4RMIN|5RCR|6DMSP|7DMG|89ASPD|9BPWR|aAART
180	62713 12423	   	166.03	ACR|4VULN|2BEXP|1AART	169aVULN|2MBVNT|39CGEN|4AART|5RCR|7RCVC|89BEXP|9BPWR
181	34112 32222	   	165.92	ACR|2DMG|1ASPD|1BEXP|1AART	19DUR|2RPLT|3BEXP|4LIT|5RCR|68DMG|7ASPD|aAART
182	34112 32252	   	165.92	ACR|2DMG|1ASPD|1BEXP|1AART	1DUR|2RPLT|3BEXP|4LIT|5RCR|68DMG|7ASPD|9RCVC|aAART
183	62213 12423	   	165.83	ACR|4VULN|2BEXP|1AART	169aVULN|2MBVNT|39ERES|4AART|5RCR|7RCVC|89BEXP|9BPWR
184	62213 16711	   	165.83	ACR|4VULN|2BEXP|1AART	168aVULN|2MBVNT|38ERES|4AART|5RCR|78BEXP|8BPWR|9DUR
185	13245 21225	 * 	165.82	DCR|3ASPD|3DMG|1AAC	1RPLT|29AIRHEL|369DMG|469ASPD|5AAC|69BPWR|7BELT|8MBVNT|aRCR
186	12363 62413	   	165.82	ACR|2ASPD|1DMG|1CDMG|1BEXP	1RPLT|2AME|36ASPD|4MLV|5RCR|7DUR|8DMG|9CDMG|aBEXP
187	12263 62412	 * 	165.72	ACR|2DMG|1ASPD|1BEXP|1CDMG	1RPLT|2AME|38DMG|4MLV|5RCR|6ASPD|7ERES|9BEXP|aCDMG
188	62713 12447	   	165.72	ACR|2ASPD|2VULN|1BEXP|1AART	16VULN|2MBVNT|3CGEN|4AART|5RCR|7RCVC|8BEXP|9aASPD
189	31252 41116	 * 	165.38	DCR|1BASARM|2DMG|2BEXP	18DUR|26DUST|38BEXP|4SNITOX|5BASARM|78DMG|8BPWR|9LWND|aRCR
190	31252 12216	   	165.28	DCR|1BASARM|2DMG|2BEXP	1DUR|2DUST|38BEXP|4SNITOX|5BASARM|67DMG|9LWND|aRCR
191	31252 41136	   	165.28	DCR|1BASARM|2DMG|2BEXP	18DUR|26DUST|38BEXP|4SNITOX|5BASARM|78DMG|8BPWR|9ERES|aRCR
192	31252 12236	   	165.18	DCR|1BASARM|2DMG|2BEXP	1DUR|2DUST|38BEXP|4SNITOX|5BASARM|67DMG|9ERES|aRCR
193	23111 16211	   	165.06	ACR|2BEXP|1DMG|1AART|1CDMG|1AAC	1CGEN|23BEXP|4AART|5RCR|6RCVC|7RMIN|8DMG|9AAC|aCDMG
194	23111 36211	   	165.06	ACR|2BEXP|1DMG|1AART|1CDMG|1AAC	16CGEN|23BEXP|4AART|5RCR|7RMIN|8DMG|9AAC|aCDMG
195	23111 46363	   	165.06	ACR|2BEXP|1ASPD|1CDMG|1AART|1AAC	1CGEN|23BEXP|4AART|5RCR|6DUR|7AAC|8CDMG|9DMSP|aASPD
196	23111 46343	   	164.96	ACR|2BEXP|1ASPD|1CDMG|1AART|1AAC	1CGEN|23BEXP|4AART|5RCR|6DUR|7AAC|8CDMG|9AEFBLL|aASPD
197	23111 61162	   	164.96	ACR|2BEXP|1DMG|1CDMG|1AART|1AAC	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9AAC|aFEWX
198	23111 61163	   	164.96	ACR|2BEXP|1DMG|1CDMG|1AART|1AAC	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9AAC|aDUR
199	23111 61165	   	164.96	ACR|2BEXP|1DMG|1CDMG|1AART|1AAC	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9AAC|aLIT
200	23111 61164	   	164.86	ACR|2BEXP|1DMG|1AART|1CDMG|1AAC	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9AAC|aTLV
201	23111 61166	   	164.86	ACR|2BEXP|1DMG|1AART|1CDMG|1AAC	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9AAC|aAME
202	26211 66113	   	163.96	ACR|2BEXP|2AART|2VULN|1AAC	129CGEN|39VULN|48AART|5RCR|69BEXP|7AAC|9BPWR|aRPLT
203	23111 62121	   	163.76	ACR|2BEXP|2AART|1ASPD|1AAC	1CGEN|23BEXP|48AART|5RCR|6ERES|7LHND|9AAC|aASPD
204	26211 66111	   	163.72	ACR|2BEXP|2AART|2VULN|1AAC|1SELL	129CGEN|39VULN|48AART|5RCR|69BEXP|7AAC|9BPWR|aSELL
205	23111 14154	   	163.69	ACR|2BEXP|1ASPD|1CDMG|1AART|1VULN	1CGEN|23BEXP|4AART|5RCR|6RCVC|7VULN|8ZMB|9ASPD|aCDMG
206	23111 34154	   	163.69	ACR|2BEXP|1ASPD|1CDMG|1AART|1VULN	16CGEN|23BEXP|4AART|5RCR|7VULN|8ZMB|9ASPD|aCDMG
207	63222 62342	   	163.69	ACR|2BEXP|1ASPD|1CDMG|1AART|1VULN	1VULN|2LIT|3CDMG|4CGEN|5RCR|6AART|7DUR|89BEXP|aASPD
208	23111 66121	   	163.66	ACR|2BEXP|2AART|1ASPD|1AAC	1CGEN|23BEXP|48AART|5RCR|6ERES|7LEGI|9AAC|aASPD
209	23111 61123	   	163.59	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9FEWX|aVULN
210	23111 62443	   	163.59	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1CGEN|23BEXP|4AART|5RCR|6ERES|7LHND|8DMG|9CDMG|aVULN
211	62713 52443	   	163.59	ACR|2BEXP|1ASPD|1CDMG|1AART|1VULN	1VULN|2MBVNT|3CGEN|4AART|5RCR|6FEWX|7aBEXP|8CDMG|9ASPD
212	62713 82443	   	163.59	ACR|2BEXP|1ASPD|1CDMG|1AART|1VULN	1VULN|2MBVNT|3CGEN|4AART|5RCR|6LWND|7aBEXP|8CDMG|9ASPD
213	63232 62342	   	163.59	ACR|2BEXP|1ASPD|1AART|1CDMG|1VULN	1VULN|2LIT|3CDMG|4AME|5RCR|6AART|7DUR|89BEXP|aASPD
214	63232 66321	   	163.59	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1VULN|2LIT|3CDMG|4AME|5RCR|6AART|78BEXP|9DMG|aLHND
215	63232 66322	   	163.59	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1VULN|2LIT|3CDMG|4AME|5RCR|6AART|78BEXP|9DMG|aCGEN
216	63232 66323	   	163.59	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1VULN|2LIT|3CDMG|4AME|5RCR|6AART|78BEXP|9DMG|aDUR
217	23111 61153	   	163.49	ACR|2BEXP|1DMG|1AART|1CDMG|1VULN	1CGEN|23BEXP|4AART|5RCR|6ERES|7CDMG|8DMG|9MDPS|aVULN
218	62713 34173	   	163.37	ACR|1ASPD|1DMG|1AART|1CDMG|1AAC|1VULN	1VULN|2MBVNT|3CGEN|4AART|5RCR|6ERES|7ASPD|8DMG|9AAC|aCDMG
219	62213 55243	   	163.28	ACR|1BASARM|1BEXP|1AART|1VULN	1VULN|2MBVNT|3ERES|4AART|5RCR|6FEWX|7MDPS|8DUR|9BASARM|aBEXP
220	62213 55443	   	163.28	ACR|1BASARM|1BEXP|1AART|1VULN	1VULN|2MBVNT|3ERES|4AART|5RCR|6aFEWX|7MDPS|8BEXP|9BASARM
221	62213 55444	   	163.28	ACR|1BASARM|1BEXP|1AART|1VULN	1VULN|2MBVNT|3ERES|4AART|5RCR|6FEWX|7MDPS|8BEXP|9BASARM|aRCVC
222	63232 22635	   	163.28	ACR|1BASARM|1CDMG|1AART|1VULN	1VULN|2LIT|3CDMG|478AME|5RCR|6DUR|9BASARM|aAART
223	23111 14112	   	163.27	ACR|2BEXP|2VULN|1ASPD|1AART	19CGEN|23BEXP|4AART|5RCR|6RCVC|79VULN|89ZMB|9BPWR|aASPD
224	23111 14621	   	163.27	ACR|2BEXP|2VULN|1ASPD|1AART	19CGEN|23BEXP|4AART|5RCR|6RCVC|79VULN|89LWND|9BPWR|aASPD
225	23111 34112	   	163.27	ACR|2BEXP|2VULN|1ASPD|1AART	169CGEN|23BEXP|4AART|5RCR|79VULN|89ZMB|9BPWR|aASPD
226	23111 34621	   	163.27	ACR|2BEXP|2VULN|1ASPD|1AART	169CGEN|23BEXP|4AART|5RCR|79VULN|89LWND|9BPWR|aASPD
227	62213 55441	   	163.18	ACR|1BASARM|1BEXP|1AART|1VULN	1VULN|2MBVNT|3ERES|4AART|5RCR|6FEWX|7MDPS|8BEXP|9BASARM|aDUST
228	62213 55442	   	163.18	ACR|1BASARM|1BEXP|1AART|1VULN	1VULN|2MBVNT|3ERES|4AART|5RCR|6FEWX|7MDPS|8BEXP|9BASARM|aAME
229	26211 61744	   	163.17	ACR|2BEXP|2VULN|1ASPD|1AART	128CGEN|38VULN|4AART|5RCR|68BEXP|7MBVNT|8BPWR|9ASPD|aDMSP
230	23111 16221	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7RMIN|8DMG|9DUR|aASPD
231	23111 16241	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7RMIN|8DMG|9LHND|aASPD
232	23111 16261	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7RMIN|8DMG|9FEWX|aASPD
233	23111 36221	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7RMIN|8DMG|9DUR|aASPD
234	23111 36241	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7RMIN|8DMG|9LHND|aASPD
235	23111 36261	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7RMIN|8DMG|9FEWX|aASPD
236	23111 43141	   	163.17	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9BASICY|aRPLT
237	23111 43143	   	163.17	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9BASICY|aLHND
238	23111 43144	   	163.17	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9BASICY|aLIT
239	23111 43145	   	163.17	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9BASICY|aFEWX
240	23111 43165	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9ZMB|aASPD
241	23111 44116	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LHND|8DMG|9RPLT|aASPD
242	23111 44126	   	163.17	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LHND|8DMG|9DMSP|aASPD
243	23111 44141	   	163.17	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LHND|8DMG|9BASICY|aRPLT
244	23111 44143	   	163.17	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7aLHND|8DMG|9BASICY
245	14112 52263	   	163.17	ACR|2BEXP|1ASPD|1DMG|1CDMG	1RPLT|2LHND|39BEXP|4LIT|5RCR|6CGEN|7ASPD|8DMG|aCDMG
246	23111 25511	   	163.10	ACR|3BEXP|1CDMG|1AART|1AAC|1VULN	1CGEN|237BEXP|4AART|5RCR|6DUST|8AAC|9VULN|aCDMG
247	26211 61741	   	163.07	ACR|2BEXP|2VULN|1ASPD|1AART	128CGEN|38VULN|4AART|5RCR|68BEXP|7MBVNT|8BPWR|9ASPD|aLEGI
248	26211 61742	   	163.07	ACR|2BEXP|2VULN|1ASPD|1AART	128CGEN|38VULN|4AART|5RCR|68BEXP|7MBVNT|8BPWR|9ASPD|aMSLFST
249	26211 61743	   	163.07	ACR|2BEXP|2VULN|1ASPD|1AART	128CGEN|38VULN|4AART|5RCR|68BEXP|7MBVNT|8BPWR|9ASPD|aDUST
250	12263 53152	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1RPLT|2AME|3DMG|4MLV|5RCR|69BEXP|7AART|8LIT|aASPD
251	23111 12135	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9DUR|aASPD
252	23111 12141	   	163.07	ACR|2BEXP|1BASICY|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9BASICY|aRPLT
253	23111 12143	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9BASICY|aLHND
254	23111 12144	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9BASICY|aLIT
255	23111 12145	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9BASICY|aBELT
256	23111 12146	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9BASICY|aFEWX
257	23111 12165	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9ZMB|aASPD
258	23111 12445	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DUR|9DMG|aASPD
259	23111 23141	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9BASICY|aRPLT
260	23111 23143	   	163.07	ACR|2BEXP|1BASICY|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9BASICY|aLHND
261	23111 23144	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9BASICY|aLIT
262	23111 23145	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9BASICY|aFEWX
263	23111 23165	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9ZMB|aASPD
264	23111 24116	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9RPLT|aASPD
265	23111 24126	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9DMSP|aASPD
266	23111 24141	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9BASICY|aRPLT
267	23111 24143	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7aLHND|8DMG|9BASICY
268	23111 24144	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9BASICY|aLIT
269	23111 24145	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9BASICY|aFEWX
270	23111 24165	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9ZMB|aASPD
271	23111 32135	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9DUR|aASPD
272	23111 32141	   	163.07	ACR|2BEXP|1BASICY|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9BASICY|aRPLT
273	23111 32143	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9BASICY|aLHND
274	23111 32144	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9BASICY|aLIT
275	23111 32145	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9BASICY|aBELT
276	23111 32146	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9BASICY|aFEWX
277	23111 32165	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9ZMB|aASPD
278	23111 32445	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DUR|9DMG|aASPD
279	23111 41137	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|69DUR|7MBVNT|8DMG|aASPD
280	23111 41147	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9RCVC|aASPD
281	23111 41151	   	163.07	ACR|2BEXP|1BASICY|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9BASICY|aRPLT
282	23111 41153	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9BASICY|aLHND
283	23111 41154	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1aCGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9BASICY
284	23111 41155	   	163.07	ACR|2BEXP|1BASICY|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9BASICY|aLIT
285	23111 41156	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9BASICY|aFEWX
286	23111 42136	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|69DUR|7DUST|8DMG|aASPD
287	23111 42141	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7DUST|8DMG|9BASICY|aRPLT
288	23111 42143	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7DUST|8DMG|9BASICY|aLHND
289	23111 42144	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7DUST|8DMG|9BASICY|aLIT
290	23111 42145	   	163.07	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7DUST|8DMG|9BASICY|aFEWX
291	23111 42165	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7DUST|8DMG|9ZMB|aASPD
292	23111 43135	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9AME|aASPD
293	23111 43155	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LWND|8DMG|9TLV|aASPD
294	23111 44135	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7LHND|8DMG|9AME|aASPD
295	23111 62415	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6ERES|7LHND|8DMG|9DUR|aASPD
296	23111 62461	   	163.07	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6ERES|7LHND|8DMG|9DMSP|aASPD
297	62713 24325	   	163.07	ACR|2BEXP|2VULN|1ASPD|1AART	19VULN|2MBVNT|3CGEN|4AART|5RCR|69LIT|7MDPS|89BEXP|9BPWR|aASPD
298	62213 16328	   	163.04	ACR|3VULN|2BEXP|1AART|1AAC	169VULN|2MBVNT|389ERES|4AART|5RCR|79BEXP|9BPWR|aAAC
299	23111 21147	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9RCVC|aASPD
300	23111 21151	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY|aRPLT
301	23111 21153	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY|aLHND
302	23111 21154	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1aCGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY
303	23111 21155	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY|aLIT
304	23111 21156	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY|aBELT
305	23111 21157	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY|aFEWX
306	23111 21158	   	162.97	ACR|2BEXP|1DMG|1BASICY|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9BASICY|aDUR
307	62713 12461	   	162.97	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|3CGEN|4AART|5RCR|7RCVC|89BEXP|aASPD
308	23111 12125	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9LEGI|aASPD
309	23111 12155	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|7MDPS|8DMG|9TLV|aASPD
310	23111 14432	   	162.97	ACR|2BEXP|2VULN|1ASPD|1AART	1CGEN|23BEXP|4AART|5RCR|6RCVC|79VULN|8ERES|aASPD
311	23111 23135	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9AME|aASPD
312	23111 23155	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LWND|8DMG|9TLV|aASPD
313	23111 24135	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9AME|aASPD
314	23111 24155	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUST|7LHND|8DMG|9TLV|aASPD
315	23111 32125	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9LEGI|aASPD
316	23111 32155	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	16CGEN|23BEXP|4AART|5RCR|7MDPS|8DMG|9TLV|aASPD
317	23111 34432	   	162.97	ACR|2BEXP|2VULN|1ASPD|1AART	16CGEN|23BEXP|4AART|5RCR|79VULN|8ERES|aASPD
318	23111 41126	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9LEGI|aASPD
319	23111 42155	   	162.97	ACR|2BEXP|1ASPD|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6DUR|7DUST|8DMG|9TLV|aASPD
320	23111 51162	   	162.97	ACR|2BEXP|2VULN|1ASPD|1AART	1CGEN|23BEXP|4AART|5RCR|6FLTFST|7FEWX|8ASPD|9aVULN
321	23111 52162	   	162.97	ACR|2BEXP|2VULN|1ASPD|1AART	1CGEN|23BEXP|4AART|5RCR|6FLTFST|7LWND|8ASPD|9aVULN
