0	Index      	 *	Score 	Summary	Detail	
1	33512 54342	 * 	220.68	ACR|3BEXP|2DMG|1VULN|1ASPD|1CDMG	19DUST|2MBVNT|3RCR|489BEXP|5VULN|6CDMG|79DMG|9BPWR|aASPD
155	33521 24718	 * 	199.46	ACR|2VULN|2DMG|1ASPD|1AART	1DUST|2MBVNT|3RCR|4aVULN|59DMG|6RPLT|7ASPD|8AART
156	33521 18341	   	199.42	ACR|2ASPD|2DMG|1VULN|1CDMG	1DUST|2MBVNT|3RCR|4VULN|59DMG|6RMIN|78ASPD|aCDMG
157	33521 18431	   	199.42	ACR|2ASPD|2DMG|1VULN|1CDMG	1DUST|2MBVNT|3RCR|4VULN|58DMG|6RMIN|79ASPD|aCDMG
158	43221 13325	 * 	199.36	ACR|3VULN|3BEXP|2AART	17aBEXP|26aMLV|37AEMAG|4RCR|57aVULN|7aBPWR|89AART
159	43222 53325	   	199.36	ACR|3VULN|3BEXP|2AART	17aBEXP|25aMLV|37AEMAG|4RCR|67aVULN|7aBPWR|89AART
160	53544 11147	 * 	199.35	ACR|1BASARM|2VULN|1DMG|1BEXP	15FEWX|2MBVNT|3RCR|4BELT|6BEXP|7DMG|89VULN|aBASARM
161	33541 36363	   	199.25	ACR|1BASARM|2VULN|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BELT|5LIT|6aVULN|7BEXP|8DMG|9BASARM
162	25123 41323	   	199.12	ACR|3ASPD|3BEXP|1DMG	17CGEN|27aBEXP|3AEFBLL|4RCR|5DUR|678ASPD|7BPWR|9DMG
163	46223 41323	   	199.02	ACR|3ASPD|3BEXP|1DMG	17aBEXP|23ERES|4RCR|57DUR|678ASPD|7BPWR|9DMG
164	52235 13124	   	198.96	ACR|1BASARM|1VULN|1AART|1BEXP|1CDMG	1FEWX|2LIT|3RCR|4LWND|5SNIHEL|6BEXP|7BASARM|8CDMG|9VULN|aAART
165	52251 13124	   	198.96	ACR|1BASARM|1VULN|1AART|1BEXP|1CDMG	1FEWX|2LIT|3RCR|4VENFST|5LHND|6BEXP|7BASARM|8CDMG|9VULN|aAART
166	46123 41323	   	198.92	ACR|3ASPD|3BEXP|1DMG	17aBEXP|27ERES|3AEFBLL|4RCR|5DUR|678ASPD|7BPWR|9DMG
167	33522 23781	 * 	198.87	ACR|2VULN|2DMG|1ASPD|1BASICY	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7DUR|8aDMG|9ASPD
168	33522 24781	   	198.87	ACR|2VULN|2DMG|1ASPD|1BASICY	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7FEWX|8aDMG|9ASPD
169	53513 21264	   	198.85	ACR|1BASARM|2ASPD|1BEXP|1AAC	1FEWX|2MBVNT|3RCR|4BEXP|5LHND|68ASPD|7LWND|9AAC|aBASARM
170	33511 22278	   	198.75	ACR|1BASARM|2DMG|1BEXP|1AAC	1DUST|2MBVNT|3RCR|4BEXP|59DMG|6RPLT|7LHND|8AAC|aBASARM
171	53524 18442	   	198.70	ACR|2VULN|2ASPD|2DMG	19FEWX|2MBVNT|3RCR|49VULN|5ZMB|6RMIN|7aASPD|89DMG|9BPWR
172	33512 72342	   	198.62	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1AAC	1DUST|2MBVNT|3RCR|47BEXP|5VULN|6AART|8CDMG|9AAC|aASPD
173	53511 14483	   	198.58	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1FEWX|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|7VULN|8AART|9aASPD
174	53521 24713	   	198.58	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP	1FEWX|2MBVNT|3RCR|4VULN|59DMG|6RPLT|7ASPD|8AART|aBEXP
175	33521 11455	   	198.52	ACR|2ASPD|2DMG|1VULN|1BEXP	1aDUST|2MBVNT|3RCR|4VULN|5aDMG|6RMIN|7CGEN|8BEXP|9aASPD|aBPWR
176	33524 18442	   	198.50	ACR|2VULN|2ASPD|2DMG	19DUST|2MBVNT|3RCR|49VULN|5ZMB|6RMIN|7aASPD|89DMG|9BPWR
177	53522 11372	   	198.50	ACR|2VULN|2ASPD|2DMG	1FEWX|2MBVNT|3RCR|45VULN|69DMG|7LHND|8aASPD
178	33525 52322	   	198.47	ACR|3ASPD|2VULN|2CDMG	1DUST|2MBVNT|3RCR|46VULN|56CDMG|6BPWR|7RPLT|89aASPD
179	53426 82423	   	198.44	ACR|2BASARM|2DMG|1VULN	178FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|9RMIN|aVULN
180	53426 82434	   	198.44	ACR|2BASARM|2DMG|1VULN	178FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|9VULN|aDMSP
181	33511 14155	   	198.42	ACR|2ASPD|2DMG|1VULN|1BEXP	1aDUST|2MBVNT|3RCR|4BEXP|5aDMG|6RMIN|7VULN|8TLV|9aASPD|aBPWR
182	33521 18346	   	198.40	ACR|2VULN|2ASPD|2DMG	1DUST|2MBVNT|3RCR|4aVULN|59DMG|6RMIN|78ASPD
183	33521 18436	   	198.40	ACR|2VULN|2ASPD|2DMG	1DUST|2MBVNT|3RCR|4aVULN|58DMG|6RMIN|79ASPD
184	33522 11372	   	198.40	ACR|2VULN|2ASPD|2DMG	1DUST|2MBVNT|3RCR|45VULN|69DMG|7LHND|8aASPD
185	33522 15472	   	198.40	ACR|2VULN|2ASPD|2DMG	1DUST|2MBVNT|3RCR|45VULN|69DMG|7aASPD|8LHND
186	33525 35242	   	198.37	ACR|3ASPD|2VULN|2CDMG	19DUST|2MBVNT|3RCR|47VULN|59CDMG|6LEGI|89aASPD|9BPWR
187	52214 42121	   	198.36	ACR|1BASARM|2ASPD|1DMG	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6BELT|79ASPD|8DMG|aRCVC
188	53426 82433	   	198.34	ACR|2BASARM|2DMG|1VULN	178FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|9VULN|aAEMAG
189	53426 82443	   	198.34	ACR|2BASARM|2DMG|1VULN	178FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|9AME|aVULN
190	33521 24748	 * 	198.33	ACR|2VULN|2AART|1ASPD|1DMG	1DUST|2MBVNT|3RCR|4aVULN|5DMG|6RPLT|7ASPD|89AART
191	33522 15843	   	198.30	ACR|2VULN|2ASPD|2DMG	19DUST|2MBVNT|3RCR|45VULN|69DMG|79ASPD|8LEGI|9BPWR|aDLOT
192	53426 82232	   	198.20	ACR|2BASARM|2DMG|1VULN|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9VULN|aLHND
193	53426 82234	   	198.20	ACR|2BASARM|2DMG|1VULN|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9VULN|aDUR
194	33512 77442	   	198.15	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1DUST|2MBVNT|3RCR|4BEXP|5VULN|6AART|7ASPD|8DMG|9RCVC|aCDMG
195	33512 54322	 * 	198.04	ACR|2BEXP|1VULN|1ASPD|1DMG|2CDMG	1DUST|2MBVNT|3RCR|48BEXP|5VULN|69CDMG|7DMG|aASPD
196	13122 63436	   	197.86	ACR|1BASARM|2ASPD|1BEXP|1AAC	1RCVC|2BEXP|35MLV|4RCR|67ASPD|8TLV|9BASARM|aAAC
197	41312 61222	 * 	197.78	DCR|1BASARM|3BEXP|1VULN|1ASPD|1CDMG|1AAC	123BEXP|4MDPS|5CDMG|6ASPD|7AAC|8VULN|9BASARM|aRCR
198	33512 72314	 * 	197.63	ACR|2BEXP|1VULN|1ASPD|2CDMG|1AART	1DUST|2MBVNT|3RCR|47BEXP|5VULN|6AART|8aCDMG|9ASPD
199	33512 72327	   	197.63	ACR|2BEXP|1VULN|1ASPD|2CDMG|1AART	1DUST|2MBVNT|3RCR|47BEXP|5VULN|6AART|89CDMG|aASPD
200	53512 24833	   	197.58	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1FEWX|2MBVNT|3RCR|4BEXP|5VULN|68ASPD|7LIT|9AART|aDMG
201	52214 24131	   	197.28	ACR|2BASARM|2BEXP|1VULN	19FEWX|29LIT|3RCR|4RPLT|58BASARM|6DUST|79BEXP|9BPWR|aVULN
202	53426 81223	   	197.21	ACR|1BASARM|2DMG|1VULN|1BEXP	1FEWX|2MBVNT|3LIT|48DMG|5RCR|6BASARM|7LSRICY|9BEXP|aVULN
203	25123 14521	   	197.15	ACR|1BASARM|2BEXP|1VULN|1AART	1CGEN|28BEXP|3AEFBLL|4RCR|5DUR|6MLV|7AART|9VULN|aBASARM
204	52214 12533	 * 	197.14	ACR|1BASARM|1DMG|2CDMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7DMG|8aCDMG|9VULN
205	41123 31615	   	197.10	ACR|3BEXP|1ASPD|1DMG|1VULN|1CDMG	129BEXP|3MLV|4RCR|5CDMG|6NUKE|7ASPD|8DMG|aVULN
206	53426 82212	 * 	197.08	ACR|2BASARM|2DMG|1AART|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9AART|aRMIN
207	52214 24111	   	197.08	ACR|2BASARM|2BEXP|1VULN	1FEWX|2LIT|3RCR|4RPLT|58BASARM|6DUST|79BEXP|aVULN
208	52214 42123	   	197.06	ACR|1BASARM|2ASPD|1DMG	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6BELT|79ASPD|8DMG|aMLV
209	63221 14521	   	197.05	ACR|1BASARM|2BEXP|1VULN|1AART	1AME|2FEWX|3AEMAG|4RCR|5VULN|6MLV|7AART|89BEXP|aBASARM
210	53426 82211	 * 	196.98	ACR|2BASARM|2DMG|1AART|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9AART|aLEGI
211	52253 22532	 * 	196.97	ACR|2ASPD|2AART|1VULN|1CDMG	1FEWX|2LIT|3RCR|4VENFST|59ASPD|6VULN|78AART|aCDMG
212	33561 41354	   	196.86	ACR|1BASARM|2DMG|1ASPD	1DUST|2MBVNT|3RCR|4LHND|58DMG|6FEWX|7LWND|9ASPD|aBASARM
213	13121 44226	   	196.83	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1AAC	1RCVC|29BEXP|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|aCDMG
214	53512 62341	   	196.80	ACR|2VULN|3BEXP|2ASPD	19FEWX|2MBVNT|3RCR|49aBEXP|56VULN|7ZMB|89ASPD|9BPWR
215	53512 32341	   	196.80	ACR|3BEXP|2VULN|2ASPD	19FEWX|2MBVNT|3RCR|469BEXP|5aVULN|7ZMB|89ASPD|9BPWR
216	53521 12342	   	196.77	ACR|3ASPD|2VULN|1DMG	19FEWX|2MBVNT|3RCR|49VULN|5DMG|6RMIN|7ZMB|89aASPD|9BPWR
217	41121 42211	   	196.72	ACR|3ASPD|3BEXP|1VULN	127BEXP|3MLV|4RCR|5VULN|68aASPD|9DUR
218	41121 44233	   	196.66	ACR|2ASPD|2BEXP|1VULN|1AART|1AAC	12BEXP|3MLV|4RCR|5VULN|6aASPD|7AART|8AAC|9MDPS
219	43221 44223	   	196.66	ACR|2ASPD|2BEXP|1VULN|1AART|1AAC	19BEXP|2MLV|3AEMAG|4RCR|5VULN|6aASPD|7AART|8AAC
220	33581 51434	   	196.66	ACR|1BASARM|2ASPD|1DMG	158DUST|2MBVNT|3RCR|4ZMB|68ASPD|78LSRICY|8BPWR|9BASARM|aDMG
221	41121 42231	   	196.62	ACR|3ASPD|3BEXP|1VULN	127BEXP|3MLV|4RCR|5VULN|68aASPD|9DUST
222	33512 38741	   	196.60	ACR|2VULN|3BEXP|2ASPD	19DUST|2MBVNT|3RCR|46aBEXP|59VULN|79ASPD|8RMIN|9BPWR
223	33512 62341	   	196.60	ACR|2VULN|3BEXP|2ASPD	19DUST|2MBVNT|3RCR|49aBEXP|56VULN|7ZMB|89ASPD|9BPWR
224	33512 32341	   	196.60	ACR|3BEXP|2VULN|2ASPD	19DUST|2MBVNT|3RCR|469BEXP|5aVULN|7ZMB|89ASPD|9BPWR
225	53512 21252	   	196.58	ACR|3ASPD|1VULN|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|4BEXP|5VULN|689ASPD|7LWND|aDMG
226	33521 12342	   	196.57	ACR|3ASPD|2VULN|1DMG	19DUST|2MBVNT|3RCR|49VULN|5DMG|6RMIN|7ZMB|89aASPD|9BPWR
227	33521 45342	   	196.57	ACR|3ASPD|2VULN|1DMG	19DUST|2MBVNT|3RCR|49VULN|5DMG|67FEWX|89aASPD|9BPWR
228	53522 11322	   	196.57	ACR|3ASPD|2VULN|1DMG	1FEWX|2MBVNT|3RCR|45VULN|6DMG|7LHND|89aASPD
229	53522 15422	   	196.57	ACR|3ASPD|2VULN|1DMG	1FEWX|2MBVNT|3RCR|45VULN|6DMG|79aASPD|8LHND
230	53522 16341	   	196.52	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG	1FEWX|2MBVNT|3RCR|45VULN|6DMG|7AART|8AEFBLL|9CDMG|aASPD
231	33521 18336	   	196.48	ACR|3ASPD|1VULN|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4VULN|5DMG|6RMIN|789ASPD|aBEXP
232	33521 18446	   	196.48	ACR|3DMG|1VULN|1ASPD|1BEXP	1DUST|2MBVNT|3RCR|4VULN|589DMG|6RMIN|7ASPD|aBEXP
233	33547 81311	 * 	196.47	ACR|3DMG|2VULN|1ASPD	1DUST|2MBVNT|3RCR|4BELT|57aDMG|6ASPD|89VULN
234	33522 11322	   	196.47	ACR|3ASPD|2VULN|1DMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|7LHND|89aASPD
235	33522 15422	   	196.47	ACR|3ASPD|2VULN|1DMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|79aASPD|8LHND
236	33512 22535	   	196.46	ACR|3ASPD|2VULN|1BEXP|1AAC	19DUST|2MBVNT|3RCR|4BEXP|59VULN|69aASPD|7AAC|8RMIN|9BPWR
237	53521 24743	   	196.45	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|4VULN|5DMG|6RPLT|7ASPD|89AART|aBEXP
238	33522 16361	   	196.42	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|7AART|8AEFBLL|9CDMG|aASPD
239	33522 16461	   	196.42	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG	18DUST|2MBVNT|3RCR|45VULN|6DMG|7AART|9CDMG|aASPD
240	33523 15842	   	196.37	ACR|3ASPD|2VULN|1DMG	19DUST|2MBVNT|3RCR|49VULN|5AEFBLL|6DMG|79aASPD|8LEGI|9BPWR
241	33522 15822	   	196.37	ACR|3ASPD|2VULN|1DMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|79aASPD|8LEGI
242	41123 31266	   	196.34	ACR|1BASARM|2BEXP|1ASPD|1CDMG	12BEXP|3MLV|4RCR|5CDMG|6NUKE|7ASPD|8ERES|9CGEN|aBASARM
243	41123 31366	   	196.34	ACR|1BASARM|2BEXP|1ASPD|1CDMG	12BEXP|3MLV|4RCR|5CDMG|6NUKE|7ASPD|8AME|9CGEN|aBASARM
244	13123 16246	   	196.25	ACR|1BASARM|2BEXP|1VULN|1CDMG	1RCVC|29BEXP|37MLV|4RCR|5CDMG|6FEWX|8VULN|aBASARM
245	13121 42231	 * 	196.18	ACR|2VULN|3BEXP|1ASPD|1BASICY	1RCVC|27aBEXP|3MLV|4RCR|58VULN|6ASPD|9BASICY
246	41121 16341	   	196.15	ACR|1BASARM|2BEXP|1VULN|1AART	12BEXP|36MLV|4RCR|5VULN|7LWND|8AART|9AME|aBASARM
247	41121 43433	   	196.14	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	12BEXP|3MLV|4RCR|5VULN|6ASPD|7AAC|8DMG|9TLV|aAART
248	52214 41121	   	196.14	ACR|1BASARM|1ASPD|1DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6BELT|7TLV|8DMG|9ASPD|aVULN
249	52214 42131	   	196.14	ACR|1BASARM|1ASPD|1DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6BELT|7ASPD|8DMG|9ERES|aVULN
250	53541 31452	   	196.14	ACR|1BASARM|1VULN|1ASPD|1DMG	1FEWX|2MBVNT|3RCR|4BELT|5LIT|6VULN|7MLV|8ASPD|9BASARM|aDMG
251	53541 32438	   	196.14	ACR|1BASARM|1VULN|1ASPD|1DMG	1FEWX|2MBVNT|3RCR|4BELT|5LIT|6VULN|7ASPD|8DMG|9ZMB|aBASARM
252	53513 22454	   	196.10	ACR|1BASARM|2BEXP|1ASPD|1AAC	1FEWX|2MBVNT|3RCR|49BEXP|5LHND|6ASPD|7AAC|8LWND|aBASARM
253	33547 22327	   	196.04	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUST|2MBVNT|3RCR|4BELT|5DMG|6ZMB|7DMSP|8VULN|9ASPD|aBASARM
254	53541 32252	   	196.04	ACR|1BASARM|1VULN|1ASPD|1DMG	1FEWX|2MBVNT|3RCR|4BELT|5LIT|6VULN|7ASPD|8TLV|9BASARM|aDMG
255	41121 42112	   	196.03	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|69ASPD|8CDMG|aRCVC
256	41121 42222	   	196.03	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|68ASPD|9CDMG|aRCVC
257	53522 11435	 * 	196.02	ACR|3VULN|2BEXP|1ASPD|1DMG	19FEWX|2MBVNT|3RCR|459VULN|6DMG|7LHND|89BEXP|9BPWR|aASPD
258	13125 41224	   	196.01	ACR|3BEXP|2ASPD|2VULN	1RCVC|27aBEXP|3aMLV|4RCR|57LWND|67ASPD|7aBPWR|8aVULN|9MDPS
259	33511 22228	   	196.00	ACR|1BASARM|2BEXP|1DMG|1AAC	1DUST|2MBVNT|3RCR|49BEXP|5DMG|6RPLT|7LHND|8AAC|aBASARM
260	33513 21854	   	196.00	ACR|1BASARM|2BEXP|1ASPD|1AAC	1DUST|2MBVNT|3RCR|49BEXP|5LHND|6ASPD|7LWND|8AAC|aBASARM
261	33547 23327	   	195.94	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUST|2MBVNT|3RCR|4BELT|5DMG|6ZMB|7AEMAG|8VULN|9ASPD|aBASARM
262	13121 13321	   	195.91	ACR|2VULN|3BEXP|2ASPD	1RCVC|27aBEXP|367MLV|4RCR|57VULN|7BPWR|89ASPD
263	13122 53321	   	195.91	ACR|2VULN|3BEXP|2ASPD	1RCVC|27aBEXP|357MLV|4RCR|67VULN|7BPWR|89ASPD
264	33511 26228	   	195.90	ACR|1BASARM|2BEXP|1DMG|1AAC	1DUST|2MBVNT|3RCR|49BEXP|5DMG|6RPLT|7LEGI|8AAC|aBASARM
265	13121 43526	   	195.83	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1AAC	1RCVC|29BEXP|3MLV|4RCR|5VULN|6ASPD|7AAC|8AART|aCDMG
266	33522 11435	   	195.82	ACR|3VULN|2BEXP|1ASPD|1DMG	19DUST|2MBVNT|3RCR|459VULN|6DMG|7LHND|89BEXP|9BPWR|aASPD
267	52224 11132	   	195.71	ACR|3ASPD|2DMG|1BEXP	1aFEWX|2LIT|3RCR|4aDMG|5RPLT|6BEXP|7DUR|89aASPD|aBPWR
268	52224 13132	   	195.71	ACR|3ASPD|2DMG|1BEXP	1aFEWX|2LIT|3RCR|4aDMG|5RPLT|6BEXP|7LWND|89aASPD|aBPWR
269	41121 43533	   	195.66	ACR|2ASPD|2BEXP|1VULN|1AART|1AAC	12BEXP|3MLV|4RCR|5VULN|6aASPD|7AAC|8AART|9MDPS
270	43221 43523	   	195.66	ACR|2ASPD|2BEXP|1VULN|1AART|1AAC	19BEXP|2MLV|3AEMAG|4RCR|5VULN|6aASPD|7AAC|8AART
271	52253 22123	   	195.64	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1FEWX|2LIT|3RCR|4VENFST|5ASPD|6VULN|7AART|8DMG|9BEXP|aCDMG
272	52224 15132	   	195.61	ACR|3ASPD|2DMG|1BEXP	1aFEWX|2LIT|3RCR|4aDMG|5RPLT|6BEXP|7DUST|89aASPD|aBPWR
273	33512 56222	   	195.57	ACR|2ASPD|2BEXP|1VULN|2CDMG	1DUST|2MBVNT|3RCR|47BEXP|5VULN|69CDMG|8aASPD
274	33512 77434	   	195.52	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5aVULN|6AART|7ASPD|8DMG|9RPLT
275	53512 22472	   	195.52	ACR|2VULN|1ASPD|1AART|1CDMG|1BEXP|1AAC	1FEWX|2MBVNT|3RCR|4BEXP|59VULN|6ASPD|7AAC|8AART|aCDMG
276	13121 44521	   	195.51	ACR|3VULN|2BEXP|1ASPD|1AART	1RCVC|28BEXP|3MLV|4RCR|59aVULN|6ASPD|7AART
277	13121 13464	   	195.42	ACR|2VULN|2BEXP|1ASPD|1DMG|1AAC	1RCVC|27BEXP|367MLV|4RCR|57VULN|7BPWR|8AAC|9DMG|aASPD
278	33512 22472	   	195.42	ACR|2VULN|1ASPD|1AART|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4BEXP|59VULN|6ASPD|7AAC|8AART|aCDMG
279	53426 82424	   	195.33	ACR|2BASARM|2DMG|1CDMG	178FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|9RMIN|aCDMG
280	53426 82131	   	195.23	ACR|2BASARM|2DMG|1BEXP	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8ERES|9ZMB|aBEXP
281	53426 82444	   	195.23	ACR|2BASARM|2DMG|1CDMG	178FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|9AME|aCDMG
282	13121 13361	   	195.12	ACR|3VULN|2BEXP|1ASPD|1DMG	1RCVC|27BEXP|367MLV|4RCR|57aVULN|7BPWR|8ASPD|9DMG
283	13122 53361	   	195.12	ACR|3VULN|2BEXP|1ASPD|1DMG	1RCVC|27BEXP|357MLV|4RCR|67aVULN|7BPWR|8ASPD|9DMG
284	53426 82221	   	195.08	ACR|2BASARM|2DMG|1BEXP|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9BEXP|aDUR
285	53426 82224	   	195.08	ACR|2BASARM|2DMG|1BEXP|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9BEXP|aRPLT
286	53426 82222	   	194.98	ACR|2BASARM|2DMG|1BEXP|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8SELL|9BEXP|aLEGI
287	53512 25442	   	194.97	ACR|2DMG|2BEXP|1VULN|1ASPD	179FEWX|2MBVNT|3RCR|49BEXP|5VULN|6ASPD|89DMG|9BPWR|aCGEN
288	53512 25443	   	194.97	ACR|2DMG|2BEXP|1VULN|1ASPD	179FEWX|2MBVNT|3RCR|49BEXP|5VULN|6ASPD|89DMG|9BPWR|aMLV
289	53512 25444	   	194.97	ACR|2DMG|2BEXP|1VULN|1ASPD	179FEWX|2MBVNT|3RCR|49BEXP|5VULN|6ASPD|89DMG|9BPWR|aLIT
290	13121 24323	   	194.94	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART	1RCVC|29BEXP|3MLV|4RCR|5VULN|6ZMB|7AART|8DMG|aASPD
291	52224 11112	   	194.89	ACR|2ASPD|2DMG|2BEXP	1aFEWX|2LIT|3RCR|4aDMG|5RPLT|69BEXP|7DUR|8aASPD|aBPWR
292	52224 13112	   	194.89	ACR|2ASPD|2DMG|2BEXP	1aFEWX|2LIT|3RCR|4aDMG|5RPLT|69BEXP|7LWND|8aASPD|aBPWR
293	33513 22418	   	194.81	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4BEXP|5LHND|6ASPD|7AAC|8CDMG|9DUR|aBASARM
294	33513 22458	   	194.81	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4BEXP|5LHND|6ASPD|7AAC|8CDMG|9FEWX|aBASARM
295	33543 64235	   	194.81	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4BELT|5LWND|6ASPD|7BASARM|8CDMG|9BEXP|aAAC
296	33564 22418	   	194.81	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4LHND|5BEXP|6ASPD|7AAC|8CDMG|9DUR|aBASARM
297	52224 15112	   	194.79	ACR|2ASPD|2DMG|2BEXP	1aFEWX|2LIT|3RCR|4aDMG|5RPLT|69BEXP|7DUST|8aASPD|aBPWR
298	53512 25421	   	194.77	ACR|2ASPD|2BEXP|1VULN|1DMG	17FEWX|2MBVNT|3RCR|4aBEXP|5VULN|69ASPD|8DMG
299	53512 38422	   	194.77	ACR|2ASPD|2BEXP|1VULN|1DMG	1FEWX|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aBELT
300	53512 38424	   	194.77	ACR|2ASPD|2BEXP|1VULN|1DMG	1FEWX|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aLIT
301	13121 24351	   	194.75	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG|1BEXP	1RCVC|2BEXP|3MLV|4RCR|5VULN|6ZMB|7AART|8DMG|9CDMG|aASPD
302	52214 42112	   	194.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6BELT|7ASPD|8DMG|9RCVC|aCDMG
303	41121 42115	   	194.72	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|69ASPD|8CDMG|aCGEN
304	41121 42225	   	194.72	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|68ASPD|9CDMG|aCGEN
305	33516 84342	   	194.71	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4BEXP|5SNIHEL|6ASPD|7FEWX|8AAC|9BASARM|aCDMG
306	53511 54341	   	194.69	ACR|2ASPD|2DMG|2BEXP	19FEWX|2MBVNT|3RCR|4aBEXP|59DMG|6CGEN|7ERES|89ASPD|9BPWR
307	53511 61341	   	194.69	ACR|2ASPD|2DMG|2BEXP	19FEWX|2MBVNT|3RCR|4aBEXP|59DMG|6TLV|7CGEN|89ASPD|9BPWR
308	33512 32375	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|7ZMB|8aASPD|9DMG
309	33512 38342	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|78ASPD|9DMG|aBELT
310	33512 38344	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|78ASPD|9DMG|aLIT
311	33512 38346	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|78ASPD|9DMG|aCGEN
312	33512 38348	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|78ASPD|9DMG|aRPLT
