0	Index      	Bounty	 *	Score 	Summary	Detail	
1	24335 22611	7	 * 	281.77	DCR|3VULN|3ASPD|3TLV|2CDMG|1DUR|1AART	148TLV|2AART|389VULN|5DUR|69CDMG|789ASPD|89BPWR|aRCR
164	22531 21136	1	   	254.11	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	1TLV|25VULN|37DUR|4AART|6RCR|8ASPD|9DMG|aLIT
165	52621 42132	1	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|268VULN|3TBNT|4LIT|5CDMG|7RCR|9DMG|aTLV
166	14263 13511	9	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	1RCVC|2RPLT|39DMG|4FEWX|59TLV|6RCR|789VULN|9BPWR|aASPD
167	52241 32224	1	   	253.71	DCR|3VULN|3DUR|1CDMG|1ASPD	1ASPD|268VULN|3FEWX|4LHND|569DUR|6BPWR|7RCR|aCDMG
168	54316 31131	2	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	19ASPD|2AART|3RCVC|469VULN|5BELT|7RCR|89DMG|9BPWR|aCGEN
169	54316 31131	1	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	19ASPD|2AART|3RCVC|469VULN|5BELT|7RCR|89DMG|9BPWR|aCGEN
170	54316 31133	2	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	19ASPD|2AART|3aRCVC|469VULN|5BELT|7RCR|89DMG|9BPWR
171	54316 31133	1	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	19ASPD|2AART|3aRCVC|469VULN|5BELT|7RCR|89DMG|9BPWR
172	14233 13511	9	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	1RCVC|2RPLT|39DMG|4DUST|59TLV|6RCR|789VULN|9BPWR|aASPD
173	22531 26141	1	   	253.61	DCR|4VULN|2TLV|1DUR|1AART	1aTLV|259aVULN|3DUR|4AART|6RCR|7ZMB|8aLHND|aBPWR
174	11142 34632	6	 * 	253.61	DCR|4VULN|3CDMG|1DMG	1RCVC|27ERES|3678VULN|467CDMG|5LEGI|67BPWR|9RCR|aDMG
175	14253 13512	9	   	253.58	DCR|3VULN|2DMG|2DUR	1RCVC|2RPLT|39DMG|4aMLV|59DUR|6RCR|789VULN|9BPWR
176	14253 13513	10	   	253.58	DCR|3VULN|2DMG|2DUR	1RCVC|2RPLT|39DMG|4MLV|59DUR|6RCR|789VULN|9BPWR|aFEWX
177	14253 13513	9	   	253.58	DCR|3VULN|2DMG|2DUR	1RCVC|2RPLT|39DMG|4MLV|59DUR|6RCR|789VULN|9BPWR|aBEXP
178	22344 33145	1	   	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|256VULN|3MBVNT|4RMIN|5BPWR|7RCR|8aDMG|9ASPD
179	53311 23321	3	   	253.51	ACR|3VULN|3DUR|3ASPD|1TLV|1AART	167ASPD|2RCR|357DUR|478VULN|7BPWR|9TLV|aAART
180	12652 25334	3	 * 	253.51	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	1RCVC|28DUR|38VULN|4LIT|5TLV|6MBVNT|78CDMG|8BPWR|9DMG|aRCR
181	14253 13511	10	   	253.48	DCR|3VULN|2DMG|2DUR	1RCVC|2RPLT|39DMG|4MLV|59DUR|6RCR|789VULN|9BPWR|aDUST
182	52241 32411	1	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	18ASPD|26aVULN|3FEWX|4LHND|56DUR|6BPWR|7RCR|9TLV
183	22331 34621	1	   	253.23	DCR|3VULN|2DUR|2TLV|2AART	1aTLV|25aVULN|3MBVNT|46AART|7RCR|8aDUR|9RMIN|aBPWR
184	51444 34341	9	   	253.17	DCR|2VULN|2DMG|2ASPD|2TLV|1DUR	19ASPD|2ZMB|39DMG|4MBVNT|5aVULN|6RCR|7DUR|89TLV|9BPWR
185	54216 31132	3	   	253.14	DCR|3VULN|2DMG|3ASPD|1AART|1SELL	139ASPD|2AART|39BPWR|469VULN|5BELT|7RCR|89DMG|aSELL
186	11142 34631	6	 * 	253.08	DCR|5VULN|3CDMG	1RCVC|27ERES|3678aVULN|467CDMG|5LEGI|67BPWR|9RCR
187	24356 31111	4	   	252.83	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1TLV|2AART|346VULN|5BELT|7RCR|8DMG|9LIT|aCDMG
188	22531 21142	1	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1TLV|259VULN|37DUR|4AART|6RCR|8ASPD|aZMB
189	22531 21143	1	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1TLV|259VULN|37DUR|4AART|6RCR|8ASPD|aLHND
190	22531 21145	1	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1TLV|259VULN|37DUR|4AART|6RCR|8ASPD|aBEXP
191	22131 25211	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3LWND|4AART|6RCR|78DMG|9aBEXP|aBPWR
192	22131 25221	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3LWND|4AART|6RCR|78DMG|9aFEWX|aBPWR
193	22131 26221	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3LWND|4AART|6RCR|7ZMB|8aDMG|9RMIN|aBPWR
194	22131 26236	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3LWND|4AART|6RCR|7ZMB|8aDMG|9RCVC|aBPWR
195	22131 26256	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|39LWND|4AART|6RCR|7ZMB|8aDMG|aBPWR
196	22231 25211	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3FEWX|4AART|6RCR|78DMG|9aBEXP|aBPWR
197	22231 26221	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3FEWX|4AART|6RCR|7ZMB|8aDMG|9RMIN|aBPWR
198	24122 15241	2	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|3aDMG|4BEXP|58LHND|69aVULN|7RCR|aBPWR
199	24122 15241	1	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|3aDMG|4BEXP|58LHND|69aVULN|7RCR|aBPWR
200	24311 25211	4	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4FEWX|6RCR|78DMG|9aBEXP|aBPWR
201	24311 26221	4	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4FEWX|6RCR|7ZMB|8aDMG|9RMIN|aBPWR
202	24331 25211	3	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4LWND|6RCR|78DMG|9aBEXP|aBPWR
203	24331 25221	3	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4LWND|6RCR|78DMG|9aFEWX|aBPWR
204	24331 26221	3	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4LWND|6RCR|7ZMB|8aDMG|9RMIN|aBPWR
205	24331 26236	3	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4LWND|6RCR|7ZMB|8aDMG|9RCVC|aBPWR
206	24351 25221	3	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4BEXP|6RCR|78DMG|9aLWND|aBPWR
207	24351 26221	3	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4BEXP|6RCR|7ZMB|8aDMG|9RMIN|aBPWR
208	24352 25211	5	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|34aVULN|5LWND|6RCR|78DMG|9aBEXP|aBPWR
209	24352 25221	5	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|34aVULN|5LWND|6RCR|78DMG|9aFEWX|aBPWR
210	24352 26221	5	   	252.37	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|34aVULN|5LWND|6RCR|7ZMB|8aDMG|9RMIN|aBPWR
211	22431 25211	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3DUST|4AART|6RCR|78DMG|9aBEXP|aBPWR
212	22431 26236	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3DUST|4AART|6RCR|79ZMB|8aDMG|aBPWR
213	24311 25211	3	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4DUST|6RCR|78DMG|9aBEXP|aBPWR
214	24311 26236	3	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4DUST|6RCR|79ZMB|8aDMG|aBPWR
215	22331 48152	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	17TLV|257VULN|3MBVNT|4AART|67DMG|7BPWR|8CGEN|9ZMB|aRCR
216	22332 18152	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	17TLV|267VULN|3MBVNT|4AART|57DMG|7BPWR|8CGEN|9ZMB|aRCR
217	22432 15231	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|26aVULN|3DUST|4AART|58DMG|7aFEWX|9RCR|aBPWR
218	24312 15231	3	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|36aVULN|4DUST|58DMG|7aFEWX|9RCR|aBPWR
219	22231 32631	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|37FEWX|4AART|6DUST|8aDMG|9RCR|aBPWR
220	22231 54631	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|36FEWX|4AART|7DUST|8aDMG|9RCR|aBPWR
221	22231 64631	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3FEWX|4AART|6DMSP|7DUST|8aDMG|9RCR|aBPWR
222	22431 52631	1	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|3DUST|4AART|67FEWX|8aDMG|9RCR|aBPWR
223	24311 32631	4	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|47FEWX|6DUST|8aDMG|9RCR|aBPWR
224	24311 52631	3	   	252.27	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|4DUST|67FEWX|8aDMG|9RCR|aBPWR
225	23124 12156	6	   	252.26	DCR|4VULN|2TLV|1DUR	19TLV|2RPLT|39FEWX|4DUR|5LIT|689aVULN|7RCR|9BPWR
226	22131 21361	1	   	252.18	DCR|3VULN|2ASPD|2TLV|1DUR|1AART	1aTLV|25aVULN|38LWND|4AART|6RCR|7DUR|9aASPD|aBPWR
227	24331 21361	3	   	252.18	DCR|3VULN|2ASPD|2TLV|1DUR|1AART	1aTLV|2AART|35aVULN|48LWND|6RCR|7DUR|9aASPD|aBPWR
228	24352 21361	5	   	252.18	DCR|3VULN|2ASPD|2TLV|1DUR|1AART	1aTLV|2AART|34aVULN|58LWND|6RCR|7DUR|9aASPD|aBPWR
229	22431 26216	1	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|25aVULN|39DUST|4AART|6RCR|7ZMB|8aDMG|aBPWR
230	24311 26216	3	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2AART|35aVULN|49DUST|6RCR|7ZMB|8aDMG|aBPWR
231	22331 48752	1	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	17TLV|257VULN|3MBVNT|4AART|67DMG|7BPWR|8ERES|9ZMB|aRCR
232	22332 18752	1	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	17TLV|267VULN|3MBVNT|4AART|57DMG|7BPWR|8ERES|9ZMB|aRCR
233	22231 33631	1	 * 	252.17	DCR|3VULN|2DMG|3TLV|1AART	17aTLV|25aVULN|3FEWX|4AART|6DUST|8aDMG|9RCR|aBPWR
234	22431 53631	1	   	252.17	DCR|3VULN|2DMG|3TLV|1AART	17aTLV|25aVULN|3DUST|4AART|6FEWX|8aDMG|9RCR|aBPWR
235	24311 33631	4	   	252.17	DCR|3VULN|2DMG|3TLV|1AART	17aTLV|2AART|35aVULN|4FEWX|6DUST|8aDMG|9RCR|aBPWR
236	24311 53631	3	   	252.17	DCR|3VULN|2DMG|3TLV|1AART	17aTLV|2AART|35aVULN|4DUST|6FEWX|8aDMG|9RCR|aBPWR
237	24126 21231	2	   	252.12	DCR|2VULN|3DMG|2TLV|1ASPD|1AART	1aTLV|2AART|38aDMG|4BEXP|5ASPD|6RMIN|7aVULN|9RCR|aBPWR
238	24126 21231	1	   	252.12	DCR|2VULN|3DMG|2TLV|1ASPD|1AART	1aTLV|2AART|38aDMG|4BEXP|5ASPD|6RMIN|7aVULN|9RCR|aBPWR
239	62348 45114	1	   	252.07	DCR|3VULN|2DMG|2ASPD	1RMIN|246VULN|3MBVNT|56ASPD|6BPWR|79DMG|8RCR|aLIT
240	42211 42316	5	   	252.06	DCR|4VULN|1DMG|1DUR	1DUST|2RPLT|368aVULN|4DUR|5LIT|7RCR|9DMG
241	62541 13111	5	   	252.05	DCR|3VULN|3DMG|1CDMG	1RMIN|27BEXP|3CDMG|478VULN|5RPLT|679DMG|7BPWR|aRCR
242	61311 32212	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RMIN|2LHND|3MBVNT|468VULN|56DUR|6BPWR|7RCR|9TLV|aDMG
243	61311 32815	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RMIN|2LHND|3MBVNT|46aVULN|56DUR|6BPWR|7RCR|8DMG|9TLV
244	61311 32268	2	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|2LHND|3MBVNT|4689VULN|56DUR|6BPWR|7RCR|aCDMG
245	53311 52336	3	   	252.01	ACR|4VULN|2DUR|2ASPD|2LIT|1AART	19ASPD|2RCR|35DUR|4689VULN|79LIT|9BPWR|aAART
246	32226 24222	6	 * 	251.99	DCR|2VULN|3DMG|2DUR|1AART	1aLWND|2RPLT|37VULN|4aDUR|59aDMG|6RCR|8AART|aBPWR
247	53622 23643	10	   	251.95	ACR|4VULN|2DUR|2ASPD|1TLV	19ASPD|2RCR|3TLV|49DUR|5MBVNT|6789VULN|9BPWR|aLIT
248	55432 23111	1	   	251.82	DCR|4VULN|3ASPD|1CDMG|1NUKE	126ASPD|3457VULN|7BPWR|8RCR|9NUKE|aCDMG
249	53311 53111	3	   	251.79	ACR|3VULN|3DUR|2ASPD|1DMG|1CDMG	17ASPD|2RCR|357DUR|467VULN|7BPWR|8DMG|9CDMG|aRPLT
250	53311 53113	3	   	251.79	ACR|3VULN|3DUR|2ASPD|1DMG|1CDMG	17ASPD|2RCR|357DUR|467VULN|7BPWR|8DMG|9CDMG|aBEXP
251	53311 33116	3	   	251.79	ACR|3VULN|3DUR|2ASPD|1DMG|1CDMG	17ASPD|2RCR|357DUR|47aVULN|6RCVC|7BPWR|8DMG|9CDMG
