0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35242 51222	9	 * 	283.21	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1CGEN|28aVULN|3TLV|4DMG|58DUR|6ASPD|78CDMG|8BPWR|9RCR
173	21126 12632	10	   	258.81	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|346aVULN|46BPWR|56TLV|7RCR|8LHND|9DUR
174	21126 13132	10	   	258.81	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|346aVULN|46BPWR|56TLV|7BEXP|8RCR|9DUR
175	32225 32353	10	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	1CGEN|2DUR|348VULN|57CDMG|6RCR|9aDMG
176	23541 33352	5	 * 	258.71	DCR|2VULN|3DMG|3CDMG|2ASPD	1BELT|2aASPD|356DMG|46aCDMG|6aBPWR|7DLOT|8aVULN|9RCR
177	21121 11434	7	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	1BELT|24LIT|3467VULN|46BPWR|56ERES|8DMG|9RCR|aDUR
178	21121 11435	7	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	1BELT|24LIT|3467VULN|46BPWR|56ERES|8DMG|9RCR|aTLV
179	21126 11264	8	   	258.71	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ERES|9RCR|aDUR
180	21126 11364	7	   	258.71	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ERES|9RCR|aDUR
181	21126 12332	10	   	258.71	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|346aVULN|46BPWR|56TLV|7RCR|8LEGI|9DUR
182	21126 12364	6	   	258.71	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ERES|9RCR|aDUR
183	21126 12532	10	   	258.71	DCR|4VULN|2TLV|1DUR|2LIT	1BELT|24LIT|346aVULN|46BPWR|56TLV|7RCR|8DUST|9DUR
184	32222 41121	10	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	1CGEN|257DUR|34aVULN|6DMG|8RCR|9AART
185	23531 26335	9	   	258.62	DCR|2VULN|3DMG|2ASPD|1DUR|1AART	1BELT|29ASPD|39aDMG|4DUR|5ZMB|6AART|7RCR|89VULN|9BPWR
186	21126 12111	7	   	258.56	DCR|4VULN|2TLV|1DUR|2LIT|1SELL	1BELT|24LIT|346aVULN|46BPWR|56TLV|7RCR|8SELL|9DUR
187	21125 33562	8	 * 	258.54	DCR|4VULN|2DUR|3LIT	1BELT|249LIT|349aVULN|49BPWR|5ZMB|6MLV|79DUR|8RCR
188	32225 36342	8	   	258.54	DCR|4VULN|2DUR|2CDMG	17CGEN|29DUR|3478VULN|57CDMG|6RCR|7BPWR|aFEWX
189	33421 43234	9	 * 	258.47	DCR|3VULN|3DMG|2CDMG	139CGEN|236DMG|39BPWR|4MLV|589VULN|79CDMG|aRCR
190	16333 22462	6	   	258.44	DCR|4VULN|2DUR|1DMG	13BEXP|259aVULN|48DUR|6RCR|7DMG
191	32225 32544	6	   	258.44	DCR|4VULN|2DUR|2CDMG	19CGEN|2aDUR|3479VULN|59CDMG|6RCR|8MBVNT|9BPWR
192	32225 33544	7	   	258.44	DCR|4VULN|2DUR|2CDMG	19CGEN|2aDUR|3479VULN|59CDMG|6RCR|8MBVNT|9BPWR
193	35221 36123	3	   	258.44	DCR|4VULN|2DUR|2TLV	1CGEN|2457VULN|35TLV|5BPWR|6LHND|8aDUR|9RCR
194	35332 25363	9	   	258.44	DCR|4VULN|2DUR|1DMG	1CGEN|2467VULN|3LWND|5aDUR|8RCR|9DMG
195	32633 36333	10	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9RMIN|aDMG
196	32633 36351	9	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9DMG|aRCVC
197	32633 36352	9	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9DMG|aBELT
198	32633 36353	9	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9DMG|aMLV
199	32633 36361	8	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9DMG|aRCVC
200	32633 36362	8	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9DMG|aBELT
201	32633 36363	8	   	258.39	DCR|4VULN|2DUR|1DMG|1SELL	17CGEN|27DUR|3SELL|4578VULN|6RCR|7BPWR|9DMG|aMLV
202	21122 13661	6	 * 	258.37	DCR|3VULN|3DMG|3LIT	1BELT|24aLIT|348VULN|4aBPWR|5aBEXP|67aDMG|9RCR
203	33431 81383	10	   	258.37	DCR|3VULN|3DMG|2CDMG	139CGEN|23aDMG|39BPWR|489VULN|5MBVNT|6RCR|79CDMG
204	33431 81384	9	   	258.37	DCR|3VULN|3DMG|2CDMG	139CGEN|23aDMG|39BPWR|489VULN|5MBVNT|6RCR|79CDMG
205	33431 37383	10	   	258.37	DCR|3VULN|3DMG|2CDMG	139CGEN|23aDMG|39BPWR|489VULN|5MBVNT|69CDMG|7RCR
206	33431 37384	9	   	258.37	DCR|3VULN|3DMG|2CDMG	139CGEN|23aDMG|39BPWR|489VULN|5MBVNT|69CDMG|7RCR
207	32225 33341	8	   	258.34	DCR|4VULN|2DUR|2CDMG	1CGEN|29DUR|3478VULN|5aCDMG|6RCR
208	45221 36123	3	   	258.34	DCR|4VULN|2DUR|2TLV	1ERES|2457VULN|35TLV|5BPWR|6LHND|8aDUR|9RCR
209	42225 36132	10	   	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|2aDUR|3479VULN|57CDMG|6RCR|7BPWR|8FEWX
210	42225 36332	10	   	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|2aDUR|3479VULN|57CDMG|6RCR|7BPWR|8LWND
211	32225 36323	10	   	258.30	DCR|4VULN|3CDMG|1DUR	17CGEN|2DUR|3478VULN|579CDMG|6RCR|7BPWR|aLIT
212	32225 36343	8	   	258.29	DCR|4VULN|2DUR|2CDMG|1SELL	17CGEN|29DUR|3478VULN|57CDMG|6RCR|7BPWR|aSELL
213	33341 37383	10	   	258.27	DCR|3VULN|3DMG|2CDMG	19CGEN|24aDMG|389VULN|5MBVNT|69CDMG|7RCR|9BPWR
214	33341 37384	9	   	258.27	DCR|3VULN|3DMG|2CDMG	19CGEN|24aDMG|389VULN|5MBVNT|69CDMG|7RCR|9BPWR
215	33341 81383	10	   	258.27	DCR|3VULN|3DMG|2CDMG	19CGEN|24aDMG|389VULN|5MBVNT|6RCR|79CDMG|9BPWR
216	33341 81384	9	   	258.27	DCR|3VULN|3DMG|2CDMG	19CGEN|24aDMG|389VULN|5MBVNT|6RCR|79CDMG|9BPWR
217	42225 32544	6	   	258.24	DCR|4VULN|2DUR|2CDMG	19ERES|2aDUR|3479VULN|59CDMG|6RCR|8MBVNT|9BPWR
218	51221 25362	7	 * 	258.11	DCR|5VULN|2DUR	1RMIN|28DUR|3478aVULN|5RCVC|68LHND|8BPWR|9RCR
219	51224 22362	7	   	258.11	DCR|5VULN|2DUR	1RMIN|28DUR|3468aVULN|578LHND|8BPWR|9RCR
220	52112 25362	7	   	258.11	DCR|5VULN|2DUR	1RMIN|2DMSP|38LWND|4678aVULN|58DUR|8BPWR|9RCR
221	56232 22362	7	   	258.11	DCR|5VULN|2DUR	1RMIN|278LHND|3468aVULN|58DUR|8BPWR|9RCR
222	32633 36336	10	   	257.87	DCR|5VULN|2DUR|1SELL	17CGEN|27DUR|3SELL|4578aVULN|6RCR|7BPWR|9RMIN
223	32235 33351	10	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1CGEN|24DUR|378VULN|5CDMG|6RCR|9DMG|aLIT
224	16233 61113	2	   	257.73	DCR|3VULN|3DUR|1DMG	179BEXP|279VULN|3LIT|4CGEN|5RPLT|679DUR|79BPWR|8RCR|aDMG
225	16235 51113	2	   	257.73	DCR|3VULN|3DUR|1DMG	179BEXP|279VULN|3LIT|4CGEN|579DUR|6RPLT|79BPWR|8RCR|aDMG
226	33362 51222	9	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1CGEN|28DMG|3aVULN|4MLV|58DUR|6ASPD|78CDMG|8BPWR|9RCR
227	23531 26333	9	 * 	257.55	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1BELT|29ASPD|39DMG|4aDUR|5ZMB|6AART|7RCR|89VULN|9BPWR
228	43362 51222	9	   	257.54	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1ERES|28DMG|3aVULN|4MLV|58DUR|6ASPD|78CDMG|8BPWR|9RCR
229	16633 21313	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9RCVC|aDMG
230	32215 33356	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|378aVULN|4DMSP|5CDMG|6RCR|9DMG
231	32225 33256	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	18CGEN|2DUR|347aVULN|5CDMG|6RCR|9DMG
232	32225 33351	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aRCVC
233	32225 33352	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aBELT
234	32225 33353	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aMLV
235	32225 33354	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aFEWX
236	32225 33355	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aRPLT
237	32225 33356	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aBEXP
238	32225 33361	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aRCVC
239	32225 33362	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aBELT
240	32225 33363	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aMLV
241	32225 33365	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aRPLT
242	32225 33366	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3478VULN|5CDMG|6RCR|9DMG|aBEXP
243	35125 33352	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2478VULN|3BEXP|5CDMG|6RCR|9DMG|aDUR
244	22634 26333	9	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1NUKE|1AART	1BELT|2NUKE|39DMG|4aDUR|59ASPD|6AART|7RCR|89VULN|9BPWR
245	16633 21333	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9DUST|aDMG
246	51222 41135	8	   	257.33	DCR|3VULN|3DUR|1DMG	1RMIN|257DUR|34aVULN|6DMG|8RCR|9LIT
247	42225 36233	7	   	257.32	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	178ERES|2DUR|347VULN|57CDMG|6RCR|7BPWR|9TLV|aDMG
248	32633 32336	7	   	257.26	DCR|4VULN|1DMG|1DUR|1CDMG|1SELL	1CGEN|2DUR|3SELL|4589VULN|6RCR|7CDMG|aDMG
249	32633 33336	6	   	257.26	DCR|4VULN|1DMG|1DUR|1CDMG|1SELL	1CGEN|2DUR|3SELL|4589VULN|6RCR|7CDMG|aDMG
250	35245 33313	8	   	257.26	DCR|4VULN|1DMG|1TLV|1CDMG|1SELL	1CGEN|278aVULN|3TLV|4DMG|5CDMG|6RCR|9SELL
251	42222 41135	8	   	257.23	DCR|3VULN|3DUR|1DMG	1ERES|257DUR|34aVULN|6DMG|8RCR|9LIT
252	21116 11633	8	   	257.12	DCR|4VULN|2ASPD|2TLV	1BELT|2LIT|3467VULN|56TLV|6BPWR|8aASPD|9RCR
253	16623 21332	9	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4LHND|6RCR|7CDMG|9DUR
254	16633 21234	7	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DUR|6RCR|7CDMG|aMLV
255	16633 21316	10	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4DUR|6RCR|7CDMG|9RCVC
256	16633 21334	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DUR|6RCR|7CDMG|aMLV
257	16663 21332	9	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4LWND|6RCR|7CDMG|9DUR
258	16633 21231	7	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DUR|6RCR|7CDMG|aDUST
259	16633 21233	7	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DUR|6RCR|7CDMG|aTBNT
260	16633 21252	7	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4DUR|6RCR|7CDMG|9LEGI
261	16633 21322	9	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4DUR|6RCR|7CDMG|9LEGI
262	16633 21331	8	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DUR|6RCR|7CDMG|aDUST
263	16633 21332	9	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4DUR|6RCR|7CDMG|9DUST
264	16633 21333	8	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DUR|6RCR|7CDMG|aTBNT
265	16633 21352	8	   	256.88	DCR|5VULN|1DUR|1CDMG	1BEXP|2358aVULN|4DUR|6RCR|7CDMG|9LEGI
266	16633 33413	10	   	256.77	DCR|3VULN|2DMG|1DUR|1AART	1BEXP|235VULN|4DUR|6AART|79DMG|8LIT|aRCR
267	32633 32333	7	   	256.73	DCR|5VULN|1DUR|1CDMG|1SELL	1CGEN|2DUR|3SELL|4589aVULN|6RCR|7CDMG
268	32633 33333	6	   	256.73	DCR|5VULN|1DUR|1CDMG|1SELL	1CGEN|2DUR|3SELL|4589aVULN|6RCR|7CDMG
269	16533 21412	7	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1BEXP|25aVULN|34DUR|6RCR|7CDMG|8TLV|9ASPD
270	23531 26331	10	   	256.61	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG|1AART	1BELT|29ASPD|39DMG|4DUR|5ZMB|6AART|7RCR|89VULN|9BPWR|aCDMG
271	22634 26331	10	   	256.51	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG|1NUKE|1AART	1BELT|2NUKE|39DMG|4DUR|59ASPD|6AART|7RCR|89VULN|9BPWR|aCDMG
272	32241 15115	7	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1CGEN|26DUR|379VULN|4AART|5DMG|8RCR|aASPD
273	32241 15115	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1CGEN|26DUR|379VULN|4AART|5DMG|8RCR|aASPD
274	51222 42115	7	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1RMIN|25DUR|349VULN|6DMG|7AART|8RCR|aASPD
275	51241 13115	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1RMIN|26DUR|379VULN|4AART|5DMG|8RCR|aASPD
276	32633 36433	10	   	256.42	DCR|3VULN|2DUR|1DMG|1ASPD|1AART|1SELL	17CGEN|27DUR|3SELL|457VULN|6RCR|7BPWR|8ASPD|9AART|aDMG
277	35242 51221	10	   	256.30	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1CGEN|28VULN|3TLV|4DMG|58DUR|6ASPD|78CDMG|8BPWR|9RCR|aLHND
278	35242 51222	10	   	256.30	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1CGEN|28VULN|3TLV|4DMG|58DUR|6ASPD|78CDMG|8BPWR|9RCR|aBELT
279	35242 51223	10	   	256.30	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1aCGEN|28VULN|3TLV|4DMG|58DUR|6ASPD|78CDMG|8BPWR|9RCR
280	21126 12232	7	   	256.23	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1BELT|24LIT|346VULN|46BPWR|56TLV|7RCR|8DUR|9DMG|aRCVC
281	21126 12233	7	   	256.23	DCR|3VULN|1DMG|2TLV|1DUR|2LIT	1BELT|24LIT|346VULN|46BPWR|56TLV|7RCR|8DUR|9DMG|aFEWX
282	21126 12235	7	   	256.23	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1BELT|24LIT|346VULN|46BPWR|56TLV|7RCR|8DUR|9DMG|aLHND
283	21126 11531	10	   	256.21	DCR|4VULN|2TLV|2LIT|1CDMG	1BELT|24LIT|3467VULN|46BPWR|56TLV|8CDMG|9MLV|aRCR
284	21116 12231	7	   	256.13	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1BELT|2aLIT|346VULN|56TLV|6BPWR|7RCR|8DUR|9DMG
285	21126 12234	7	   	256.13	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1BELT|24LIT|346VULN|46BPWR|56TLV|7RCR|8DUR|9DMG|aDUST
286	21126 12236	7	   	256.13	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1BELT|24LIT|346VULN|46BPWR|56TLV|7RCR|8DUR|9DMG|aTBNT
287	21126 11541	10	   	256.11	DCR|4VULN|2TLV|2LIT|1CDMG	1BELT|24LIT|3467VULN|46BPWR|56TLV|8CDMG|9ERES|aRCR
288	21116 11431	7	   	255.97	DCR|4VULN|2TLV|1DMG	1BELT|2LIT|3467VULN|56TLV|6BPWR|8DMG|9RCR|aDMSP
289	21116 11432	7	   	255.97	DCR|4VULN|2TLV|1DMG	1BELT|2LIT|3467VULN|56TLV|6BPWR|8DMG|9RCR|aBEXP
290	21116 12431	6	   	255.97	DCR|4VULN|2TLV|1DMG	1BELT|2LIT|3467VULN|56TLV|6BPWR|8DMG|9RCR|aDMSP
291	21116 12432	6	   	255.97	DCR|4VULN|2TLV|1DMG	1BELT|2LIT|3467VULN|56TLV|6BPWR|8DMG|9RCR|aBEXP
292	21125 33563	8	 * 	255.96	DCR|3VULN|2DUR|3LIT|1DMG	1BELT|249LIT|349VULN|49BPWR|5ZMB|6MLV|79DUR|8RCR|aDMG
293	32235 36351	9	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CGEN|24DUR|378VULN|57CDMG|6RCR|7BPWR|9DMG|aRCVC
294	32235 36352	9	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CGEN|24DUR|378VULN|57CDMG|6RCR|7BPWR|9DMG|aBELT
295	32235 36353	9	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CGEN|24DUR|378VULN|57CDMG|6RCR|7BPWR|9DMG|aMLV
296	32235 36361	8	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CGEN|24DUR|378VULN|57CDMG|6RCR|7BPWR|9DMG|aRCVC
297	32235 36362	8	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CGEN|24DUR|378VULN|57CDMG|6RCR|7BPWR|9DMG|aBELT
298	32235 36363	8	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CGEN|24DUR|378VULN|57CDMG|6RCR|7BPWR|9DMG|aMLV
299	51226 63323	9	   	255.91	DCR|4VULN|2DUR|2AART	17RMIN|26DUR|3468VULN|59AART|6BPWR|aRCR
300	21116 11435	7	   	255.87	DCR|4VULN|3TLV|1DMG	1BELT|2LIT|3467VULN|56aTLV|6BPWR|8DMG|9RCR
301	21116 12435	6	   	255.87	DCR|4VULN|3TLV|1DMG	1BELT|2LIT|3467VULN|56aTLV|6BPWR|8DMG|9RCR
302	32225 32355	10	   	255.76	DCR|3VULN|2DUR|1DMG|2CDMG	1CGEN|2aDUR|348VULN|57CDMG|6RCR|9DMG
303	32235 32356	10	   	255.76	DCR|3VULN|2DUR|1DMG|2CDMG	1CGEN|24DUR|38aVULN|57CDMG|6RCR|9DMG
304	16633 25311	10	   	255.53	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1BEXP|235VULN|4DUR|6RCR|7AART|8ASPD|9DMG|aCDMG
305	16633 25311	9	   	255.53	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1BEXP|235VULN|4DUR|6RCR|7AART|8ASPD|9DMG|aCDMG
306	32225 33433	10	   	255.53	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1CGEN|2DUR|347VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
307	21116 11333	10	   	255.45	DCR|5VULN|2TLV	1BELT|2LIT|34679VULN|56TLV|6BPWR|8LWND|aRCR
308	21116 12115	10	   	255.45	DCR|5VULN|2TLV	1BELT|2LIT|3469aVULN|56TLV|6BPWR|7RCR|8RMIN
309	21116 12215	10	   	255.45	DCR|5VULN|2TLV	1BELT|2LIT|3469aVULN|56TLV|6BPWR|7RCR|8CGEN
310	32235 36323	9	 * 	255.16	DCR|3VULN|3DUR|3CDMG	17CGEN|24aDUR|378VULN|579CDMG|6RCR|7BPWR
311	42235 31543	7	   	254.96	DCR|3VULN|3DUR|3CDMG	179ERES|24aDUR|39aVULN|59aCDMG|6RCR|8MBVNT|9aBPWR
312	32225 36112	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8FEWX|9ASPD
313	32225 36331	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3478VULN|57CDMG|6RCR|7BPWR|9ASPD|aRCVC
314	32225 36332	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3478VULN|57CDMG|6RCR|7BPWR|9ASPD|aBELT
315	32225 36333	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3478VULN|57CDMG|6RCR|7BPWR|9ASPD|aMLV
316	32225 36335	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3478VULN|57CDMG|6RCR|7BPWR|9ASPD|aRPLT
317	32225 36336	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3478VULN|57CDMG|6RCR|7BPWR|9ASPD|aBEXP
318	32225 36431	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3479VULN|57CDMG|6RCR|7BPWR|8ASPD|aRCVC
319	32225 36432	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3479VULN|57CDMG|6RCR|7BPWR|8ASPD|aBELT
320	32225 36433	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|3479VULN|57CDMG|6RCR|7BPWR|8ASPD|aMLV
321	32225 36512	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8LHND|9ASPD
322	32225 36612	7	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8LHND|9ASPD
323	32225 36612	8	   	254.96	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8BEXP|9ASPD
324	21121 11264	7	   	254.89	DCR|4VULN|1TLV|1DUR|2LIT	1BELT|24LIT|3467VULN|46BPWR|56ERES|8TLV|9RCR|aDUR
325	16533 33131	6	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1BEXP|257VULN|349DUR|6AART|8RCR|aTLV
326	16633 25331	7	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1BEXP|235VULN|489DUR|6RCR|7AART|aTLV
327	32222 52216	10	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1CGEN|256DUR|348VULN|7AART|9TLV|aRCR
328	32222 55226	10	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1CGEN|256DUR|348VULN|7TLV|9AART|aRCR
329	32222 55331	10	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1CGEN|256DUR|34aVULN|7TLV|8AART|9RCR
330	51222 55331	10	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1RMIN|256DUR|34aVULN|7TLV|8AART|9RCR
331	16533 25231	8	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1BEXP|258VULN|349DUR|6RCR|7AART|aTLV
332	16533 25311	7	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1BEXP|259VULN|348DUR|6RCR|7AART|aTLV
333	16633 22633	10	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1BEXP|2358VULN|4DUR|6RCR|7RMIN|9DMG|aASPD
334	32225 36512	7	   	254.86	DCR|4VULN|2CDMG|1DUR|1ASPD	17CGEN|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8MBVNT|9ASPD
335	35332 25363	10	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1CGEN|2467VULN|3LWND|5DUR|8RCR|9DMG|aASPD
336	33431 84431	6	   	254.85	DCR|4VULN|2DMG|1AART	13CGEN|23DMG|3BPWR|4789VULN|5MBVNT|6RCR|aAART
337	42241 35112	5	   	254.79	DCR|3VULN|1DMG|2AART|1TLV|1DUR	1ERES|2DUR|379VULN|46AART|5DMG|8RCR|aTLV
338	42222 55331	10	   	254.77	DCR|3VULN|3DUR|1TLV|1AART	1ERES|256DUR|34aVULN|7TLV|8AART|9RCR
339	31222 25363	10	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1CGEN|2DUST|3467VULN|5DUR|8RCR|9DMG|aASPD
340	31223 55363	10	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1CGEN|2DUST|3457VULN|6DUR|8RCR|9DMG|aASPD
341	42225 36112	8	   	254.76	DCR|4VULN|2CDMG|1DUR|1ASPD	17ERES|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8FEWX|9ASPD
342	42225 36312	8	   	254.76	DCR|4VULN|2CDMG|1DUR|1ASPD	17ERES|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8LWND|9ASPD
343	33341 84431	6	   	254.75	DCR|4VULN|2DMG|1AART	1CGEN|24DMG|3789VULN|5MBVNT|6RCR|aAART
344	16642 11333	6	   	254.71	DCR|4VULN|2DMG|1AART|1SELL	1BEXP|2359VULN|45DMG|5BPWR|6SELL|7RPLT|8RCR|aAART
345	43313 63262	9	   	254.66	DCR|4VULN|1DMG|1DUR|1ASPD	14ERES|2DMG|356aVULN|7ASPD|8DUR|9RCR
