0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23615 11125	7	 * 	292.08	DCR|4VULN|3DMG|2DUR	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9aDUR
170	23615 13611	5	   	270.46	DCR|4VULN|3DMG|1AART|1SELL	19FEWX|2459VULN|345DMG|459BPWR|6SELL|79ERES|8RCR|aAART
171	23614 14311	4	   	269.93	DCR|3VULN|2DMG|2DUR|1TLV	19aFEWX|249VULN|34DMG|49BPWR|5TLV|6RCR|79DUR|8RPLT
172	23614 14311	3	   	269.93	DCR|3VULN|2DMG|2DUR|1TLV	19aFEWX|249VULN|34DMG|49BPWR|5TLV|6RCR|79DUR|8RPLT
173	23614 14312	3	   	269.93	DCR|3VULN|2DMG|2DUR|1TLV	19FEWX|249VULN|34DMG|49BPWR|5TLV|6RCR|79DUR|8RPLT|aLWND
174	23614 14312	4	   	269.93	DCR|3VULN|2DMG|2DUR|1TLV	19FEWX|249VULN|34DMG|49BPWR|5TLV|6RCR|79DUR|8RPLT|aLWND
175	23614 14313	4	   	269.93	DCR|3VULN|2DMG|2DUR|1TLV	19FEWX|249VULN|34DMG|49BPWR|5TLV|6RCR|79DUR|8RPLT|aRCVC
176	23614 14313	3	   	269.93	DCR|3VULN|2DMG|2DUR|1TLV	19FEWX|249VULN|34DMG|49BPWR|5TLV|6RCR|79DUR|8RPLT|aRCVC
177	23465 22211	8	 * 	269.83	DCR|3VULN|2DMG|3ASPD|1TLV	168FEWX|235VULN|458ASPD|58BPWR|78DMG|9RCR|aTLV
178	23612 22365	3	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	18FEWX|248VULN|34DMG|48BPWR|5ERES|6RMIN|78DUR|9TLV|aRCR
179	23612 22365	4	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	18FEWX|248VULN|34DMG|48BPWR|5ERES|6RMIN|78DUR|9TLV|aRCR
180	36126 23236	1	   	269.79	DCR|3VULN|3DUR|3LIT|1ASPD|1AART	189LIT|2LWND|389DUR|489VULN|5TBNT|6RCR|7AART|89BPWR|aASPD
181	36126 32236	1	   	269.79	DCR|3VULN|3DUR|3LIT|1ASPD|1AART	189LIT|2LWND|389DUR|489VULN|5TBNT|6AART|7RCR|89BPWR|aASPD
182	23614 23313	4	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RMIN|8RCR|9aDUR
183	23614 23313	3	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RMIN|8RCR|9aDUR
184	23614 13315	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RCR|8BBNT|9aDUR
185	23614 13315	4	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RCR|8BBNT|9aDUR
186	23614 33313	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|247VULN|34DMG|4BPWR|5TLV|6ERES|8RCR|9aDUR
187	23614 33313	4	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|247VULN|34DMG|4BPWR|5TLV|6ERES|8RCR|9aDUR
188	23615 11132	7	   	269.55	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9LIT|aRCVC
189	23615 11136	7	   	269.55	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9LIT|aRPLT
190	23615 11111	7	   	269.55	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9LHND|aLIT
191	23615 11141	7	   	269.55	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9LWND|aLIT
192	23614 11162	4	   	269.47	DCR|3VULN|3DMG|2TLV|1ASPD	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9CGEN|aASPD
193	23614 11162	3	   	269.47	DCR|3VULN|3DMG|2TLV|1ASPD	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9CGEN|aASPD
194	23615 11135	7	   	269.45	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9LIT|aDUST
195	23615 11133	6	   	269.45	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7LEGI|9LIT|aRCR
196	23615 61133	5	   	269.45	DCR|4VULN|3DMG	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7LEGI|9LIT|aRCR
197	23611 22412	9	 * 	269.38	DCR|3VULN|3DMG|2ASPD|1AART	17FEWX|249VULN|347DMG|47BPWR|57ASPD|6AART|8RPLT|aRCR
198	23614 11152	4	   	269.37	DCR|3VULN|3DMG|2TLV|1ASPD	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9ERES|aASPD
199	23614 11152	3	   	269.37	DCR|3VULN|3DMG|2TLV|1ASPD	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9ERES|aASPD
200	23615 11224	10	   	269.35	DCR|4VULN|3DMG	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9LIT
201	23615 11234	8	   	269.35	DCR|4VULN|3DMG	1FEWX|2459VULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|aLIT
202	23615 11234	7	   	269.25	DCR|4VULN|3DMG	1FEWX|2458VULN|345DMG|45BPWR|6MLV|7RCR|9TBNT|aLIT
203	23615 11214	9	   	269.24	DCR|3VULN|3DMG|2DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9aDUR
204	23615 11311	7	   	269.24	DCR|3VULN|3DMG|2DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|89DUR|aCGEN
205	23615 11313	7	   	269.24	DCR|3VULN|3DMG|2DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|89DUR|aLHND
206	23615 11316	7	   	269.24	DCR|3VULN|3DMG|2DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|89DUR|aBEXP
207	23615 23132	9	   	269.24	DCR|3VULN|3DMG|2DUR	189FEWX|245VULN|345DMG|459BPWR|69DUR|79DUST|aRCR
208	23615 11314	7	   	269.14	DCR|3VULN|3DMG|2DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|89DUR|aDUST
209	23615 23432	9	   	269.14	DCR|3VULN|3DMG|2DUR	19FEWX|245VULN|345DMG|459BPWR|69DUR|789DUST|aRCR
210	35122 31542	1	 * 	268.99	DCR|3VULN|3DUR|3LIT|2CDMG	168LIT|248VULN|358DUR|7RCR|8BPWR|9aCDMG
211	36122 31542	2	   	268.99	DCR|3VULN|3DUR|3LIT|2CDMG	168LIT|248VULN|358DUR|7RCR|8BPWR|9aCDMG
212	23612 61261	10	   	268.80	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|246VULN|34DMG|4BPWR|5DUR|7BEXP|8TLV|9CDMG|aRCR
213	23614 23333	3	   	268.80	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RMIN|8RCR|9CDMG|aDUR
214	23614 23333	4	   	268.80	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RMIN|8RCR|9CDMG|aDUR
215	36121 63136	4	   	268.78	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1ASPD	19LIT|29VULN|3RCVC|46DMG|5TLV|79DUR|8RCR|9BPWR|aASPD
216	23612 21361	10	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|248VULN|34DMG|4BPWR|5DUR|6LEGI|7TLV|9CDMG|aRCR
217	23612 26261	10	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5DUR|6LEGI|8TLV|9CDMG|aRCR
218	23614 13311	4	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RCR|8BBNT|9DUR|aCDMG
219	23614 13311	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RCR|8BBNT|9DUR|aCDMG
220	23614 33333	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5TLV|6ERES|8RCR|9CDMG|aDUR
221	23614 33333	4	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|247VULN|34DMG|4BPWR|5TLV|6ERES|8RCR|9CDMG|aDUR
222	23651 22335	8	   	268.68	DCR|3VULN|2DMG|2ASPD|2LIT|1AART	17aFEWX|24aVULN|37DMG|57ASPD|6AART|7aBPWR|8RCR|9aLIT
223	23613 65211	10	   	268.50	DCR|4VULN|2DMG|1CDMG|1AART	1FEWX|249aVULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|8AART
224	36122 21143	7	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	1aLIT|279VULN|3RCVC|4aDMG|5aDUR|6RMIN|8RCR|aBPWR
225	23611 41336	9	   	268.42	DCR|3VULN|2DMG|2ASPD|1TLV	1FEWX|247VULN|34DMG|4BPWR|5aASPD|6LIT|8RCR|9TLV
226	35122 11632	1	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	1aLIT|24aVULN|35DUR|6LWND|7TBNT|8RCR|9aDMG|aBPWR
227	36122 11632	2	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	1aLIT|24aVULN|35DUR|6LWND|7TBNT|8RCR|9aDMG|aBPWR
228	23615 11314	10	   	268.30	DCR|3VULN|3DMG|1TLV|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8CGEN|9CDMG|aTLV
229	23615 15313	10	   	268.30	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6MLV|7DUR|8CGEN|9CDMG|aRCR
230	23615 52313	10	   	268.30	DCR|3VULN|3DMG|1TLV|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6LHND|7TLV|8CGEN|9CDMG|aRCR
231	23615 24113	10	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	18FEWX|245VULN|345DMG|45BPWR|6DUR|7LEGI|9CDMG|aRCR
232	23615 43111	6	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6LWND|7RCR|8CDMG|9DUR|aBBNT
233	23615 43113	6	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6LWND|7RCR|8CDMG|9DUR|aTBNT
234	23615 53111	6	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6LHND|7RCR|8CDMG|9DUR|aBBNT
235	23615 53113	6	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6LHND|7RCR|8CDMG|9DUR|aTBNT
236	23612 55121	10	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|24aVULN|349DMG|4BPWR|5DUR|6CDMG|7RCR|8CGEN
237	23612 55331	9	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|248VULN|349DMG|4BPWR|5DUR|6CDMG|7RCR|aBEXP
238	23612 55331	10	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1aFEWX|248VULN|349DMG|4BPWR|5DUR|6CDMG|7RCR
239	23612 55332	9	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1aFEWX|248VULN|349DMG|4BPWR|5DUR|6CDMG|7RCR
240	23615 11335	7	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8DUR|9TBNT|aCDMG
241	23612 55333	9	   	268.10	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|248VULN|349DMG|4BPWR|5DUR|6CDMG|7RCR|aDUST
242	23635 63313	3	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1FEWX|2567VULN|3DMG|4aDUR|8RCR|9AART
243	23652 62311	7	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1FEWX|246aVULN|3DMG|57DUR|8RCR|9AART
244	23652 63313	6	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1FEWX|2467VULN|3DMG|5aDUR|8RCR|9AART
245	23652 63313	5	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1FEWX|2467VULN|3DMG|5aDUR|8RCR|9AART
246	23615 11216	5	   	267.96	DCR|3VULN|3DMG|1DUR|1CDMG|1SELL	1FEWX|245VULN|345DMG|45BPWR|6SELL|7CDMG|8BBNT|9RCR|aDUR
247	23611 41343	10	   	267.87	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1FEWX|247VULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9DUR|aAART
248	23115 31551	2	 * 	267.31	DCR|5VULN|3LIT|1DMG	138FEWX|23589VULN|389BPWR|468LIT|7RCR|aDMG
249	23115 31551	1	   	267.31	DCR|5VULN|3LIT|1DMG	138FEWX|23589VULN|389BPWR|468LIT|7RCR|aDMG
250	23611 11433	5	   	267.27	DCR|3VULN|3DMG|1ASPD|1AART	1FEWX|249VULN|347DMG|4BPWR|5ASPD|6RCR|8AART|aLIT
251	41331 42334	1	   	267.27	DCR|3VULN|2DMG|2ASPD|1CDMG|1AART	1AART|27aVULN|3RCVC|4aASPD|5FEWX|6CDMG|8aDMG|9RCR|aBPWR
252	23612 55323	9	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1FEWX|248VULN|34DMG|4BPWR|5aDUR|6CDMG|7RCR|9RCVC
253	23613 65323	9	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1FEWX|248VULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|9aDUR
254	23615 42133	7	   	266.87	DCR|3VULN|3DMG|2TLV	18FEWX|245VULN|345DMG|458BPWR|68LWND|78TLV|9LIT|aRCR
255	23615 52123	7	   	266.87	DCR|3VULN|3DMG|2TLV	18FEWX|245VULN|345DMG|458BPWR|68LHND|78TLV|9LIT|aRCR
256	23611 11435	5	   	266.74	DCR|3VULN|3DMG|2AART|1ASPD	1FEWX|249VULN|347DMG|4BPWR|5ASPD|6RCR|8aAART
257	23612 62323	7	   	266.71	DCR|3VULN|3DUR|2DMG	1FEWX|246VULN|34DMG|4BPWR|57aDUR|8RCR|9LWND
258	23612 62333	7	   	266.71	DCR|3VULN|3DUR|2DMG	1FEWX|246VULN|34DMG|4BPWR|57aDUR|8RCR|9RPLT
259	23614 11134	3	   	266.67	DCR|3VULN|3DMG|2TLV	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9TBNT|aLIT
260	23614 11134	4	   	266.67	DCR|3VULN|3DMG|2TLV	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9TBNT|aLIT
261	35122 52411	1	   	266.64	DCR|4VULN|2DUR|1DMG	1LIT|2478VULN|35DUR|6TBNT|9DMG|aRCR
262	36122 52411	2	   	266.64	DCR|4VULN|2DUR|1DMG	1LIT|2478VULN|35DUR|6TBNT|9DMG|aRCR
263	23612 62353	7	   	266.61	DCR|3VULN|3DUR|2DMG	1FEWX|246VULN|34DMG|4BPWR|57aDUR|8RCR|9DUST
264	23465 22122	10	   	266.50	DCR|4VULN|2DMG|2ASPD	16FEWX|235aVULN|45ASPD|5BPWR|78DMG|9RCR
265	23611 13626	5	   	266.50	DCR|4VULN|2DMG|2ASPD	18FEWX|247aVULN|34DMG|4BPWR|59ASPD|6RCR
266	23614 12623	3	   	266.35	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	18FEWX|248VULN|34DMG|48BPWR|5TLV|6RCR|78LHND|9ASPD|aDUR
267	23614 12623	4	   	266.35	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	18FEWX|248VULN|34DMG|48BPWR|5TLV|6RCR|78LHND|9ASPD|aDUR
268	23611 33532	10	   	266.15	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1FEWX|24aVULN|34DMG|4BPWR|5ASPD|6LHND|7RCR|8DUR|9TLV
269	23614 14112	3	   	266.15	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1FEWX|24aVULN|34DMG|4BPWR|5TLV|6RCR|7DUR|8ASPD|9RMIN
270	23614 14112	4	   	266.15	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1FEWX|24aVULN|34DMG|4BPWR|5TLV|6RCR|7DUR|8ASPD|9RMIN
271	23611 14111	5	   	265.85	DCR|4VULN|2DMG|1ASPD|1AART	1FEWX|249aVULN|34DMG|4BPWR|5ASPD|6RCR|7AART|8ERES
272	23611 14511	5	   	265.85	DCR|4VULN|2DMG|1ASPD|1AART	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6RCR|7AART|9ERES
273	23615 11212	9	   	265.66	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9DUR|aASPD
274	23615 11212	8	   	265.66	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9ASPD|aTLV
275	23611 36213	10	   	265.56	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|24aVULN|348DMG|4BPWR|5ASPD|6LHND|7DUR|9RCR
276	23611 33243	10	   	265.56	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|24aVULN|348DMG|4BPWR|5ASPD|6LHND|7RCR|9DUR
277	23614 11262	3	   	265.56	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9CGEN|aASPD
278	23614 11262	4	   	265.56	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9CGEN|aASPD
279	23614 11252	3	   	265.46	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9ERES|aASPD
280	23614 11252	4	   	265.46	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9ERES|aASPD
281	23655 33331	5	   	265.25	DCR|4VULN|2DMG|2CDMG	1FEWX|2457VULN|35DMG|5BPWR|6LHND|8RCR|9aCDMG
282	23613 65311	8	   	265.15	DCR|4VULN|2DMG|2CDMG	1FEWX|2489VULN|34DMG|4BPWR|5MBVNT|6aCDMG|7RCR
283	23614 63331	6	   	265.15	DCR|4VULN|2DMG|2CDMG	1FEWX|2467VULN|34DMG|4BPWR|5LEGI|8RCR|9aCDMG
284	23614 63331	5	   	265.15	DCR|4VULN|2DMG|2CDMG	1FEWX|2467VULN|34DMG|4BPWR|5LEGI|8RCR|9aCDMG
285	23611 45111	5	   	264.96	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	17FEWX|247VULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9CGEN|aTLV
286	23611 45111	6	   	264.96	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	17FEWX|247VULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9CGEN|aTLV
287	23611 45133	5	   	264.96	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17FEWX|247VULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9MLV|aDUR
288	23611 45133	6	   	264.96	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17FEWX|247VULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9MLV|aDUR
289	23611 45121	5	   	264.86	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	17FEWX|247VULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9ERES|aTLV
290	23611 45121	6	   	264.86	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	17FEWX|247VULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9ERES|aTLV
291	23655 33311	8	   	264.83	DCR|5VULN|2DMG	1FEWX|24589VULN|35DMG|5BPWR|6RPLT|7BEXP|aRCR
292	23612 13636	4	   	264.73	DCR|5VULN|2DMG	18FEWX|2479aVULN|34DMG|4BPWR|5ERES|6RCR
293	23612 13636	3	   	264.73	DCR|5VULN|2DMG	18FEWX|2479aVULN|34DMG|4BPWR|5ERES|6RCR
294	23614 13343	3	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RCR|8BBNT|9AART|aDUR
295	23614 13343	4	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1FEWX|247VULN|34DMG|4BPWR|5TLV|6RCR|8BBNT|9AART|aDUR
296	23611 41113	7	   	264.60	DCR|4VULN|2DMG|1ASPD	1FEWX|247aVULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9CGEN
297	23611 41141	7	   	264.60	DCR|4VULN|2DMG|1ASPD	1FEWX|2479VULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|aLWND
298	23611 41312	9	   	264.60	DCR|4VULN|2DMG|1ASPD	1FEWX|247aVULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9RPLT
299	23611 41313	8	   	264.60	DCR|4VULN|2DMG|1ASPD	1FEWX|247aVULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9CGEN
300	23611 41341	8	   	264.60	DCR|4VULN|2DMG|1ASPD	1FEWX|2479VULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|aLWND
301	23611 41363	10	   	264.60	DCR|4VULN|2DMG|1ASPD	19FEWX|247aVULN|34DMG|4BPWR|5ASPD|6LIT|8RCR
302	23611 55222	10	   	264.52	DCR|2VULN|3DMG|2TLV|1CDMG|1ASPD	18FEWX|24VULN|348DMG|48BPWR|5ASPD|6CDMG|78TLV|9RCR|aLIT
303	23611 41123	7	   	264.50	DCR|4VULN|2DMG|1ASPD	1FEWX|247aVULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9ERES
304	23611 41323	8	   	264.50	DCR|4VULN|2DMG|1ASPD	1FEWX|247aVULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9ERES
305	23651 41323	10	   	264.50	DCR|4VULN|2DMG|1ASPD	1FEWX|247aVULN|39DMG|5ASPD|6LIT|8RCR
306	23611 16532	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|24aVULN|34DMG|4BPWR|5ASPD|6RCR|78DUR|9LWND
307	23611 16215	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|248VULN|34DMG|4BPWR|5ASPD|6RCR|7aDUR|9LHND
308	23611 16223	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	19FEWX|248VULN|34DMG|4BPWR|5ASPD|6RCR|7aDUR
309	23611 16235	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|248VULN|34DMG|4BPWR|5ASPD|6RCR|7aDUR|9LWND
310	23611 16243	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|248VULN|34DMG|4BPWR|5ASPD|6RCR|7aDUR|9RCVC
311	23611 33325	9	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|248VULN|34DMG|4BPWR|5ASPD|6LHND|7RCR|9aDUR
312	23611 63313	6	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|247VULN|34DMG|4BPWR|5ASPD|6MLV|8RCR|9aDUR
313	23611 13315	5	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1FEWX|247VULN|34DMG|4BPWR|5ASPD|6RCR|8BBNT|9aDUR
314	23611 11643	5	   	264.36	DCR|3VULN|3DMG|2LIT|1ASPD	1aFEWX|24aVULN|347DMG|4aBPWR|5ASPD|6RCR|8ZMB|9aLIT
315	23611 33353	9	   	264.36	DCR|3VULN|3DMG|2LIT|1ASPD	1aFEWX|248VULN|34aDMG|4aBPWR|5ASPD|6LHND|7RCR|9aLIT
316	23615 11223	8	   	264.31	DCR|3VULN|3DMG|1TLV|1AART	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9AART|aTLV
317	23414 63311	4	   	263.99	DCR|5VULN|1DUR|1ASPD|1AART	1FEWX|2367aVULN|4DUR|5ASPD|8RCR|9AART
318	23461 23511	4	   	263.99	DCR|5VULN|1DUR|1ASPD|1AART	1FEWX|2379aVULN|4ASPD|5AART|6RCR|8DUR
319	23611 33322	10	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1FEWX|248VULN|34DMG|4BPWR|5ASPD|6LHND|7RCR|9DUR|aCDMG
320	23611 52234	8	   	263.48	DCR|3VULN|2DMG|2CDMG|1ASPD|1AART	17aFEWX|24aVULN|34DMG|4aBPWR|5ASPD|6aCDMG|8AART|9RCR
321	23612 13313	5	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	16FEWX|247VULN|34DMG|4BPWR|5aDUR|8RCR|9AART
322	23612 32311	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|24aVULN|34DMG|4BPWR|57DUR|6RCVC|8RCR|9AART
323	23612 33313	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|247VULN|34DMG|4BPWR|5aDUR|6RCVC|8RCR|9AART
324	23612 42311	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|24aVULN|34DMG|4BPWR|57DUR|6DMSP|8RCR|9AART
325	23612 43313	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|247VULN|34DMG|4BPWR|5aDUR|6DMSP|8RCR|9AART
326	23612 62313	5	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|246VULN|34DMG|4BPWR|5aDUR|7RCVC|8RCR|9AART
327	23612 62313	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|246VULN|34DMG|4BPWR|5aDUR|7RCVC|8RCR|9AART
328	23612 62314	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|246VULN|34DMG|4BPWR|57DUR|8RCR|9AART|aZMB
329	23612 62315	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1aFEWX|246VULN|34DMG|4BPWR|57DUR|8RCR|9AART
330	23612 62316	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|246VULN|34DMG|4BPWR|57DUR|8RCR|9AART|aRPLT
331	23612 55231	9	   	263.11	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	1FEWX|24VULN|34DMG|4BPWR|59aDUR|6CDMG|7RCR|8AART
332	25334 63313	2	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1FEWX|2TLV|3ASPD|467VULN|5DMG|8RCR|9aDUR
333	25334 63313	3	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1FEWX|2TLV|3ASPD|467VULN|5DMG|8RCR|9aDUR
334	23612 62312	7	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|246VULN|34DMG|4BPWR|57DUR|8RCR|9AART|aLEGI
335	23615 11211	10	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9DUR|aLIT
336	23615 11522	7	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8LIT|9DUR|aRMIN
