0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53516 23231	8	 * 	269.92	ACR|4VULN|3DMG|3DUR|1AART	1RCR|268aVULN|34aDUR|57aDMG|9AART|aBPWR
165	23112 44324	10	   	246.17	DCR|3VULN|2DMG|2TLV	16aMLV|27aVULN|34TLV|56LWND|6aBPWR|8RCR|9aDMG
166	63111 43324	10	   	246.17	DCR|3VULN|2DMG|2TLV	16aCGEN|27aVULN|34TLV|56LHND|6aBPWR|8RCR|9aDMG
167	23141 21524	6	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|26aVULN|3TLV|4DMG|5LHND|7AART|8DUR|9RCR
168	23143 21524	6	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|26aVULN|3TLV|4DMG|5LWND|7AART|8DUR|9RCR
169	63321 31524	6	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1CGEN|25aVULN|3BEXP|4DMG|6TLV|7AART|8DUR|9RCR
170	63321 32524	7	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1CGEN|25aVULN|3BEXP|4DMG|6TLV|7AART|8DUR|9RCR
171	31414 21511	1	   	246.10	DCR|2VULN|2DMG|2DUR|2CDMG	1BELT|28DUR|38VULN|4DUST|5aCDMG|6RCR|78DMG|8BPWR|9LIT
172	52131 35131	8	   	246.09	ACR|3VULN|2DMG|2DUR|1TLV|1AART	1RCR|26DMG|3TLV|4BEXP|568VULN|6BPWR|79DUR|aAART
173	52161 34714	10	   	246.08	ACR|3VULN|2DMG|2TLV|2ASPD|1DUR	1RCR|28DMG|36TLV|4MBVNT|568VULN|68BPWR|78ASPD|9ERES|aDUR
174	23111 33324	10	   	246.07	DCR|3VULN|2DMG|2TLV	1aMLV|27aVULN|34TLV|5LHND|6DMSP|8RCR|9aDMG|aBPWR
175	23112 34324	10	   	246.07	DCR|3VULN|2DMG|2TLV	1aMLV|27aVULN|34TLV|5LWND|6DMSP|8RCR|9aDMG|aBPWR
176	23131 62224	10	   	246.07	DCR|3VULN|2DMG|2TLV	1aMLV|25aVULN|38TLV|46FEWX|7RCR|9aDMG|aBPWR
177	63111 33324	10	   	246.07	DCR|3VULN|2DMG|2TLV	1aCGEN|27aVULN|34TLV|5LHND|6DMSP|8RCR|9aDMG|aBPWR
178	63131 62224	10	   	246.07	DCR|3VULN|2DMG|2TLV	1aCGEN|25aVULN|38TLV|46FEWX|7RCR|9aDMG|aBPWR
179	16161 16324	5	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1FEWX|2DMG|3TLV|4MBVNT|589VULN|6AART|7RCR|aDUR
180	23121 48343	9	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|256VULN|3TLV|4MBVNT|7RCR|8DUR|9DMG|aAART
181	23121 48343	10	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|256VULN|3TLV|4MBVNT|7RCR|8DUR|9DMG|aAART
182	23126 45143	9	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|278VULN|3TLV|4MBVNT|5DUR|6RCR|9DMG|aAART
183	23126 45143	10	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|278VULN|3TLV|4MBVNT|5DUR|6RCR|9DMG|aAART
184	23126 45843	8	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|8DMG|aAART
185	23121 48825	10	   	245.97	DCR|3VULN|2DMG|2TLV	18aMLV|256VULN|3aTLV|4MBVNT|7RCR|9aDMG|aBPWR
186	16123 43475	5	   	245.97	DCR|3VULN|2DMG|2TLV	18FEWX|27DMG|38TLV|4RPLT|5MBVNT|689VULN|8BPWR|aRCR
187	52231 32121	7	 * 	245.94	ACR|3VULN|3DMG|2DUR|2CDMG	1RCR|27aDMG|3RMIN|49DUR|56aVULN|8aCDMG|aBPWR
188	52511 32121	7	   	245.94	ACR|3VULN|3DMG|2DUR|2CDMG	1RCR|27aDMG|39DUR|4RMIN|56aVULN|8aCDMG|aBPWR
189	23121 48225	10	 * 	245.87	DCR|3VULN|2DMG|3TLV	1aMLV|256VULN|38aTLV|4MBVNT|7RCR|9aDMG|aBPWR
190	23121 58442	10	   	245.87	DCR|3VULN|2DMG|2TLV	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8BEXP|9aDMG
191	23121 58542	10	   	245.87	DCR|3VULN|2DMG|2TLV	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8LWND|9aDMG
192	52541 32121	7	   	245.84	ACR|3VULN|3DMG|2DUR|2CDMG|1NUKE	1RCR|27aDMG|39DUR|4NUKE|56aVULN|8aCDMG|aBPWR
193	53361 43121	6	   	245.84	ACR|3VULN|3DMG|2DUR|2CDMG	1RCR|25aVULN|36aDMG|46ERES|6aBPWR|79DUR|8aCDMG
194	52262 11433	6	 * 	245.81	ACR|3VULN|3DMG|3CDMG|1DUR	1RCR|289DMG|3RMIN|4MBVNT|5DUR|689CDMG|789VULN|89BPWR|aASPD
195	52131 32423	7	   	245.81	ACR|3VULN|3DMG|1TLV|1DUR	1RCR|267DMG|3TLV|4BEXP|56aVULN|6BPWR|8LIT|9DUR
196	52131 32611	10	   	245.78	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|267DMG|39TLV|49BEXP|569VULN|69BPWR|8BELT|aDUR
197	23121 48227	10	   	245.77	DCR|3VULN|2DMG|2TLV	1MLV|256VULN|38TLV|4MBVNT|7RCR|9aDMG
198	34166 32123	7	   	245.73	DCR|3VULN|2DMG|2TLV|1SELL	1BELT|2SELL|39TLV|49DMG|5RCVC|6RCR|79aVULN|8BBNT|9BPWR
199	52141 23511	4	   	245.71	ACR|3VULN|3DMG|1TLV|1DUR	1RCR|249DMG|3TLV|59ERES|6DUR|7LIT|89aVULN|9BPWR
200	52361 53211	2	   	245.71	ACR|3VULN|3DMG|1TLV|1DUR	1RCR|289DMG|3LIT|49aVULN|5TLV|6DUR|79ERES|9BPWR
201	52161 34722	9	   	245.66	ACR|3VULN|2DMG|2TLV|3ASPD	1RCR|28DMG|36TLV|4MBVNT|568VULN|68BPWR|789ASPD|aLIT
202	23121 48387	10	   	245.65	DCR|4VULN|1TLV|1DUR	1MLV|2569VULN|3TLV|4MBVNT|7RCR|8DUR|aLIT
203	23121 54525	6	   	245.63	DCR|3VULN|2DMG|2TLV|1SELL	1MLV|256VULN|36TLV|4MBVNT|6BPWR|79DMG|8SELL|aRCR
204	23121 45336	6	   	245.62	DCR|4VULN|2TLV|1DUR	18MLV|2568VULN|38TLV|4MBVNT|7BELT|8BPWR|9DUR|aRCR
205	63121 45336	6	   	245.62	DCR|4VULN|2TLV|1DUR	18CGEN|2568VULN|38TLV|4MBVNT|7BELT|8BPWR|9DUR|aRCR
206	52161 34732	10	   	245.58	ACR|3VULN|3DMG|2TLV|2ASPD	1RCR|28aDMG|36TLV|4MBVNT|568VULN|68BPWR|78ASPD|9BEXP
207	52131 32443	9	   	245.58	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|267DMG|38TLV|4BEXP|569VULN|6BPWR|aDUR
208	52131 32443	8	   	245.58	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|267DMG|38TLV|4BEXP|569VULN|6BPWR|aDUR
209	52131 32463	8	   	245.58	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|267DMG|38TLV|4BEXP|56aVULN|6BPWR|9DUR
210	23121 58316	10	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9FEWX
211	23121 58381	10	   	245.52	DCR|4VULN|2TLV|1DUR	1aMLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR
212	23121 58382	10	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|aRMIN
213	23121 58383	9	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|aBEXP
214	23121 58384	9	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|aFEWX
215	23121 58384	10	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|aCGEN
216	23121 58483	10	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8BEXP|aDUR
217	23121 55436	6	   	245.52	DCR|4VULN|2TLV|1DUR	1MLV|2568VULN|36TLV|4MBVNT|6BPWR|7BELT|9DUR|aRCR
218	63121 52118	6	   	245.52	DCR|4VULN|2TLV|1DUR	1CGEN|2567VULN|36TLV|4MBVNT|6BPWR|8DUR|9BEXP|aRCR
219	33326 12231	1	 * 	245.52	DCR|2VULN|3DUR|1TLV|2ASPD|1AART	1BELT|2AART|38ASPD|4RMIN|58VULN|6RCR|789DUR|8BPWR|aTLV
220	52161 32343	9	   	245.48	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|279DMG|36TLV|4MBVNT|56aVULN|6BPWR|8DUR
221	52161 32348	10	   	245.48	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|279DMG|36TLV|4MBVNT|56aVULN|6BPWR|8DUR
222	23121 58117	8	   	245.42	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8ERES|aDUR
223	23121 58148	8	   	245.42	DCR|4VULN|2TLV|1DUR	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8ERES|9DUR
224	23121 58243	9	   	245.42	DCR|4VULN|3TLV|1DUR	1MLV|2569VULN|368TLV|4MBVNT|6BPWR|7RCR|aDUR
225	23121 58253	8	   	245.42	DCR|4VULN|3TLV|1DUR	1MLV|2569VULN|368TLV|4MBVNT|6BPWR|7RCR|aDUR
226	23121 58325	10	   	245.42	DCR|4VULN|2TLV|1DUR	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9ERES
227	23121 58328	9	   	245.42	DCR|4VULN|2TLV|1DUR	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9ERES
228	23121 58417	7	   	245.42	DCR|4VULN|2TLV|1DUR	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8ERES|aDUR
229	23121 58448	7	   	245.42	DCR|4VULN|2TLV|1DUR	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8ERES|9DUR
230	23121 58713	7	   	245.42	DCR|4VULN|2TLV|2ASPD	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8aASPD
231	53322 34153	4	   	245.39	ACR|3VULN|2DMG|2TLV|1CDMG|1AART	1RCR|27aVULN|37DMG|4CDMG|5FEWX|67TLV|7BPWR|8AART|9LIT
232	23121 54723	7	   	245.27	DCR|4VULN|2TLV|1DUR|1SELL	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7SELL|8RCR|9DUR
233	23121 58373	9	   	245.27	DCR|4VULN|2TLV|1DUR|1SELL	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9SELL
234	63121 54723	7	   	245.27	DCR|4VULN|2TLV|1DUR|1SELL	1CGEN|256aVULN|36TLV|4MBVNT|6BPWR|7SELL|8RCR|9DUR
235	23321 35623	7	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1MLV|256aVULN|3BEXP|4DMG|7CDMG|8RCR|9DUR
236	23126 32472	10	   	244.90	DCR|2VULN|3DMG|1TLV|1DUR	1MLV|26VULN|3TLV|4MBVNT|5DUR|78aDMG|9RCR
237	32233 52335	1	   	244.90	DCR|2VULN|3DMG|1TLV|2ASPD	1BELT|27VULN|3BBNT|4TBNT|578DMG|67ASPD|7BPWR|9TLV|aRCR
238	32333 52335	1	   	244.90	DCR|2VULN|3DMG|1TLV|2ASPD	1BELT|27VULN|3TBNT|4BBNT|578DMG|67ASPD|7BPWR|9TLV|aRCR
239	36233 52335	2	   	244.90	DCR|2VULN|3DMG|1TLV|2ASPD	1BELT|27VULN|3BBNT|4TBNT|578DMG|67ASPD|7BPWR|9TLV|aRCR
240	36333 52335	2	   	244.90	DCR|2VULN|3DMG|1TLV|2ASPD	1BELT|27VULN|3TBNT|4BBNT|578DMG|67ASPD|7BPWR|9TLV|aRCR
241	52161 44428	10	   	244.83	ACR|3VULN|3DMG|1TLV|3ASPD	1RCR|28aDMG|3TLV|4MBVNT|56aVULN|79aASPD|aBPWR
242	52161 44723	10	   	244.83	ACR|3VULN|3DMG|1TLV|3ASPD	1RCR|28aDMG|3TLV|4MBVNT|568VULN|789ASPD|8BPWR
243	24321 35222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|29LWND|3BEXP|4DMG|569VULN|7DUR|89TLV|9BPWR|aRCR
244	62521 35222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1CGEN|29BEXP|3LWND|4DMG|569VULN|7DUR|89TLV|9BPWR|aRCR
245	64321 35222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1CGEN|29LWND|3BEXP|4DMG|569VULN|7DUR|89TLV|9BPWR|aRCR
246	22521 44222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|29BEXP|3DUR|4DMG|579VULN|6LHND|89TLV|9BPWR|aRCR
247	22521 54222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|29BEXP|3DUR|4DMG|579VULN|6LWND|89TLV|9BPWR|aRCR
248	23322 35222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|269VULN|3BEXP|4DMG|59LHND|7DUR|89TLV|9BPWR|aRCR
249	23326 35222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|269VULN|3BEXP|4DMG|59LWND|7DUR|89TLV|9BPWR|aRCR
250	23522 24222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|279VULN|3DUR|4DMG|59LHND|6FEWX|89TLV|9BPWR|aRCR
251	24521 24222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|29LWND|3DUR|4DMG|579VULN|6FEWX|89TLV|9BPWR|aRCR
252	63322 35222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1CGEN|269VULN|3BEXP|4DMG|59LHND|7DUR|89TLV|9BPWR|aRCR
253	63521 15222	10	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	1CGEN|259VULN|3LWND|4DMG|69BEXP|7DUR|89TLV|9BPWR|aRCR
254	23522 36222	10	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|269VULN|3DUR|4DMG|59LHND|7DUST|89TLV|9BPWR|aRCR
255	24521 36222	10	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|29LWND|3DUR|4DMG|569VULN|7DUST|89TLV|9BPWR|aRCR
256	53325 22231	3	   	244.61	ACR|3VULN|3DMG|1TLV|2LIT	1RCR|268VULN|389DMG|4TLV|56LIT|68BPWR|78CGEN|aASPD
257	23121 51348	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7LHND|8DUR|9DMG|aRCR
258	23121 58335	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9RPLT|aDMG
259	23121 58341	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aBEXP
260	23121 58341	10	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aRCVC
261	23121 58342	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aCGEN
262	23121 58346	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aFEWX
263	23121 58347	10	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aZMB
264	23121 58347	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aLHND
265	23121 58348	10	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aDMSP
266	23121 58362	10	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9CGEN|aDMG
267	23121 58443	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8BEXP|9DMG|aDUR
268	23121 58822	10	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	18MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|9DMG|aDUR
269	63121 51348	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1CGEN|256VULN|36TLV|4MBVNT|6BPWR|7LHND|8DUR|9DMG|aRCR
270	23126 45382	9	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|279VULN|3TLV|4MBVNT|58DUR|6RCR|aCDMG
271	23652 31162	2	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1MLV|2356VULN|4TLV|7AART|8CDMG|9RCR|aLWND
272	23652 31163	2	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1MLV|2356VULN|4TLV|7AART|8CDMG|9RCR|aFEWX
273	34113 21541	2	   	244.46	DCR|2VULN|3DUR|2DMG|1CDMG|1SELL	1BELT|2SELL|389DUR|4DUST|58VULN|6RCR|78DMG|8BPWR|aCDMG
274	23121 48222	10	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|38TLV|4MBVNT|7RCR|9DMG|aDUR
275	23121 48348	9	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|3aTLV|4MBVNT|7RCR|8DUR|9DMG
276	23121 58121	9	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8ERES|9DMG|aDUR
277	23121 58322	10	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9ERES|aDMG
278	23121 58344	9	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aDLOT
279	23121 58345	9	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aERES
280	23121 58346	10	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aDUST
281	23121 58348	9	   	244.43	DCR|3VULN|3TLV|1DMG|1DUR	1MLV|256VULN|36aTLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG
282	23126 45148	9	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|278VULN|3aTLV|4MBVNT|5DUR|6RCR|9DMG
283	23126 45245	10	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|27aVULN|38TLV|4MBVNT|5DUR|6RCR|9DMG
284	23413 21124	4	   	244.41	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1MLV|26VULN|3CGEN|4TLV|56DUR|6BPWR|7AART|8LIT|9RCR|aDMG
285	52161 36144	10	   	244.41	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29DMG|36TLV|4MBVNT|568VULN|6BPWR|7aDUR
286	23121 46771	7	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1MLV|256aVULN|3TLV|4MBVNT|7CDMG|8RCR|9AART
287	23121 48171	7	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1MLV|256aVULN|3TLV|4MBVNT|7RCR|8CDMG|9AART
288	23652 31161	2	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1MLV|2356VULN|4TLV|7AART|8CDMG|9RCR|aDUST
289	52361 22235	2	   	244.39	ACR|3VULN|3DMG|2TLV|2LIT	1RCR|268DMG|38LIT|49aVULN|56TLV|68BPWR|78CGEN
290	52133 34333	2	   	244.37	ACR|3VULN|2DMG|2TLV|2DUR|1SELL	1RCR|27DMG|39DUR|47aVULN|5SELL|67TLV|7BPWR|8FEWX
291	52533 34333	3	   	244.37	ACR|3VULN|2DMG|2TLV|2DUR|1SELL	1RCR|27DMG|39DUR|47aVULN|5SELL|67TLV|7BPWR|8FEWX
292	23153 21124	3	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1MLV|26VULN|3TLV|4ERES|56DUR|6BPWR|7AART|8LIT|9RCR|aDMG
293	63153 21124	3	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1CGEN|26VULN|3TLV|4ERES|56DUR|6BPWR|7AART|8LIT|9RCR|aDMG
294	63613 21124	4	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1CGEN|26VULN|3ERES|4TLV|56DUR|6BPWR|7AART|8LIT|9RCR|aDMG
295	53334 25121	2	   	244.26	ACR|4VULN|3DUR|2DMG|1SELL	1RCR|245aVULN|3ERES|67aDUR|8SELL|9aDMG|aBPWR
296	34523 23123	4	 * 	244.26	DCR|3VULN|3DUR|1TLV|1SELL	1BELT|2SELL|39aDUR|4TLV|5BBNT|6RCR|79aVULN|89aMLV|9aBPWR
297	63126 43253	6	 * 	244.20	DCR|3VULN|3DUR|1TLV	18CGEN|289VULN|3TLV|4MBVNT|5DUST|6RCR|78aDUR|8BPWR
298	16225 51121	3	 * 	244.10	ACR|2VULN|3DMG|2DUR|1TLV	1FEWX|29aDMG|3RCR|4TLV|5LIT|69DUR|7ASPD|89VULN|9BPWR
299	51325 51121	3	   	244.10	ACR|2VULN|3DMG|2DUR|1TLV	1RCR|2FEWX|39aDMG|4TLV|5LIT|69DUR|7ASPD|89VULN|9BPWR
300	23126 36324	8	   	244.10	DCR|3VULN|3DUR|1TLV	1MLV|26aVULN|3TLV|4MBVNT|578DUR|9RCR
301	23126 45383	10	   	244.10	DCR|3VULN|3DUR|1TLV	1MLV|279VULN|3TLV|4MBVNT|58aDUR|6RCR
302	52133 34162	2	   	244.05	ACR|2VULN|3DMG|2TLV|1DUR|1CDMG|1AART|1SELL	1RCR|27aDMG|3DUR|47VULN|5SELL|67TLV|7BPWR|8AART|9CDMG
303	53321 54231	5	   	244.04	ACR|3VULN|2DMG|2TLV|1CDMG	1RCR|279VULN|37DMG|4CDMG|5LWND|67TLV|7BPWR|8LIT|aASPD
304	16161 23413	9	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	19FEWX|29DMG|3TLV|4MBVNT|5aVULN|6BELT|7RCR|89DUR|9BPWR
305	23153 26324	3	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1MLV|26VULN|3TLV|4ERES|56DUR|6BPWR|7RPLT|8aDMG|9RCR
306	23126 45342	10	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1MLV|27VULN|3TLV|4MBVNT|58DUR|6RCR|9aDMG
307	52131 34121	6	   	243.80	ACR|3VULN|2DMG|1TLV|1DUR|1CDMG	1RCR|26DMG|3TLV|4BEXP|567VULN|6BPWR|8CDMG|9DUR|aLIT
308	52131 35161	9	   	243.80	ACR|3VULN|2DMG|1TLV|1DUR|1CDMG	1RCR|26DMG|3TLV|4BEXP|568VULN|6BPWR|7DUR|9CDMG|aLIT
309	34143 21521	2	   	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1BELT|2SELL|38DUR|4LHND|58VULN|6RCR|78DMG|8BPWR|9BBNT|aTLV
310	34513 21521	4	   	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1BELT|2SELL|38DUR|4FEWX|58VULN|6RCR|78DMG|8BPWR|9BBNT|aTLV
311	34113 21521	2	   	243.69	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1BELT|2SELL|38DUR|4DUST|58VULN|6RCR|78DMG|8BPWR|9BBNT|aTLV
312	34513 21521	3	   	243.69	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1BELT|2SELL|38DUR|4DUST|58VULN|6RCR|78DMG|8BPWR|9BBNT|aTLV
313	53321 54113	5	   	243.68	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|27aVULN|37DMG|4CDMG|5LWND|67TLV|7BPWR|8DUR|9RPLT
314	53322 34323	4	   	243.68	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|27aVULN|37DMG|4CDMG|58FEWX|67TLV|7BPWR|9DUR
315	23531 32662	10	   	243.59	DCR|3VULN|3DMG|1DUR	18MLV|258VULN|3DUR|4ZMB|6LEGI|78aDMG|8BPWR|9RCR
316	52162 11472	6	   	243.58	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|28DMG|38TLV|4MBVNT|5DUR|6CDMG|789VULN|8BPWR|aRMIN
317	52162 11474	6	   	243.58	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|28DMG|38TLV|4MBVNT|5DUR|6CDMG|789VULN|8BPWR|aZMB
318	52131 35263	9	   	243.58	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|26DMG|38TLV|4BEXP|56aVULN|6BPWR|7DUR|9CDMG
319	52161 35411	7	   	243.58	ACR|3VULN|2DMG|3TLV|1DUR|1CDMG	1RCR|28DMG|368TLV|4MBVNT|568VULN|68BPWR|7RPLT|9DUR|aCDMG
320	52132 24121	2	   	243.52	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|2aDMG|39aDUR|457VULN|6MLV|8aCDMG|aBPWR
321	52532 24121	3	   	243.52	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|2aDMG|39aDUR|457VULN|6MLV|8aCDMG|aBPWR
322	53326 21421	7	   	243.52	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|26aVULN|3aDMG|45CDMG|7MLV|89aDUR|aBPWR
323	16331 32433	7	   	243.49	DCR|3VULN|3DMG|1DUR	1FEWX|269DMG|3BEXP|4ERES|56aVULN|6BPWR|7DUR|8RCR
324	16331 33433	6	   	243.49	DCR|3VULN|3DMG|1DUR	1FEWX|269DMG|3BEXP|4ERES|56aVULN|6BPWR|7DUR|8RCR
325	52161 32123	7	   	243.48	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|27DMG|36TLV|4MBVNT|56aVULN|6BPWR|8CDMG|9DUR
326	52161 32373	9	   	243.48	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|27DMG|36TLV|4MBVNT|56aVULN|6BPWR|8DUR|9CDMG
327	52161 36142	9	   	243.48	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|29DMG|36TLV|4MBVNT|568VULN|6BPWR|7DUR|aCDMG
328	52133 34612	2	   	243.43	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG|1SELL	1RCR|27DMG|3DUR|479VULN|5SELL|67TLV|7BPWR|8CDMG|aMLV
