0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	DCR|3VULN|2DUR|2TLV|1DMG|2CDMG	17TLV|27CDMG|3DMG|49DUR|567VULN|7BPWR|8LIT|aRCR
176	14411 14312	6	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|24aVULN|3DUST|5CDMG|67DMG|8DUR|9RCR
177	43221 13262	10	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	17aVULN|237ERES|4CDMG|5DUR|67DMG|7BPWR|8ASPD|9RCR
178	43221 13264	8	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	179VULN|237ERES|4CDMG|5DUR|67DMG|7BPWR|8ASPD|aRCR
179	43221 13264	9	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	17aVULN|237ERES|4CDMG|5DUR|67DMG|7BPWR|8ASPD|9RCR
180	43243 13262	10	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	17aVULN|237ERES|4DUR|5CDMG|67DMG|7BPWR|8ASPD|9RCR
181	22131 36142	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2LWND|3468VULN|5AART|7RCR|9TLV|aCDMG
182	24131 36142	1	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2LWND|3468VULN|5AART|7RCR|9TLV|aCDMG
183	25131 36142	1	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2BEXP|3468VULN|5AART|7RCR|9TLV|aCDMG
184	25131 36142	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2FEWX|3468VULN|5AART|7RCR|9TLV|aCDMG
185	26121 36142	1	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2368VULN|4LHND|5AART|7RCR|9TLV|aCDMG
186	26131 36142	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|2BEXP|3468VULN|5AART|7RCR|9TLV|aCDMG
187	41121 36142	1	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1368VULN|2DUR|4LHND|5AART|7RCR|9TLV|aCDMG
188	42211 36142	4	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1468VULN|2LWND|3DUR|5AART|7RCR|9TLV|aCDMG
189	42231 36142	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1468VULN|2LWND|3DUR|5AART|7RCR|9TLV|aCDMG
190	42223 21412	6	 * 	263.29	DCR|5VULN|2CDMG|1DUR	1568aVULN|2LWND|3DUR|45CDMG|5BPWR|7MBVNT|9RCR
191	42223 61412	5	   	263.29	DCR|5VULN|2CDMG|1DUR	1568aVULN|2LWND|3DUR|45CDMG|5BPWR|7MBVNT|9RCR
192	24131 36142	2	   	263.25	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1DUR|2DUST|3468VULN|5AART|7RCR|9TLV|aCDMG
193	22413 61316	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	15DUR|2LWND|3TLV|467VULN|8ASPD|9DMG|aRCR
194	22413 61316	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	15DUR|2LWND|3TLV|467VULN|8ASPD|9DMG|aRCR
195	13454 43524	3	   	263.04	DCR|3VULN|2DMG|3ASPD|1AART	159ASPD|2MBVNT|3RMIN|49DMG|679VULN|8RCR|9BPWR|aAART
196	21125 15171	6	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	17DUR|2AART|3CGEN|4MBVNT|578VULN|67DMG|7BPWR|9RCR|aDLOT
197	21125 15174	6	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	17DUR|2AART|3CGEN|4MBVNT|578VULN|67DMG|7BPWR|9RCR|aDUST
198	23325 13432	10	   	263.01	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	137DUR|27ERES|4CDMG|58VULN|67DMG|7BPWR|9RCR|aAART
199	23642 63112	1	   	262.89	DCR|2VULN|3DMG|2DUR|1ASPD|1AART	16DUR|2CGEN|3ASPD|456DMG|6BPWR|7AART|8RCR|9aVULN
200	22642 63112	1	   	262.79	DCR|2VULN|3DMG|2DUR|1ASPD|1AART	16DUR|2ERES|3ASPD|456DMG|6BPWR|7AART|8RCR|9aVULN
201	23642 63112	2	   	262.79	DCR|2VULN|3DMG|2DUR|1ASPD|1AART	16DUR|2ERES|3ASPD|456DMG|6BPWR|7AART|8RCR|9aVULN
202	43313 63335	9	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	14aVULN|2ERES|368DUR|5CDMG|7DMG|9RCR
203	13717 71341	9	   	262.54	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9RCR|aLIT
204	13253 44222	2	 * 	262.49	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DUR|aDMG
205	13253 44277	2	   	262.49	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DMG|aDUR
206	13813 44222	4	   	262.49	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DUR|aDMG
207	13813 44277	4	   	262.49	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DMG|aDUR
208	13853 44222	3	   	262.49	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DUR|aDMG
209	42251 12423	10	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	15aVULN|2LWND|3aDUR|4AART|6TLV|7DMG|8aFEWX|9RCR|aBPWR
210	46331 12623	10	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	15aVULN|2BEXP|3AART|4aLHND|6TLV|7DMG|8aDUR|9RCR|aBPWR
211	44331 12623	10	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	15aVULN|2DUST|3AART|4aLHND|6TLV|7DMG|8aDUR|9RCR|aBPWR
212	26141 61321	1	   	261.79	DCR|3VULN|2DMG|2DUR	15DUR|236VULN|46DMG|6BPWR|7RPLT|8DMSP|9RCR|aLIT
213	41143 61321	1	   	261.79	DCR|3VULN|2DMG|2DUR	135VULN|26DUR|46DMG|6BPWR|7RPLT|8DMSP|9RCR|aLIT
214	25131 31622	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	17DUR|27BEXP|3467VULN|5AART|7BPWR|8BBNT|9RCR|aCDMG
215	25131 31622	2	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	17DUR|27FEWX|3467VULN|5AART|7BPWR|8BBNT|9RCR|aCDMG
216	26131 31622	2	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	17DUR|27BEXP|3467VULN|5AART|7BPWR|8BBNT|9RCR|aCDMG
217	26621 36112	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	13DUR|2368VULN|3BPWR|4LHND|5AART|7RCR|9LWND|aCDMG
218	26621 36122	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	13DUR|2368VULN|3BPWR|4LHND|5AART|7RCR|9FEWX|aCDMG
219	41621 36112	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	1368VULN|23DUR|3BPWR|4LHND|5AART|7RCR|9LWND|aCDMG
220	41621 36122	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	1368VULN|23DUR|3BPWR|4LHND|5AART|7RCR|9FEWX|aCDMG
221	26143 22324	1	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	1DUR|2359VULN|4DMG|6AART|7LIT|8ERES|aRCR
222	41143 22324	1	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	1359VULN|2DUR|4DMG|6AART|7LIT|8ERES|aRCR
223	21524 32176	7	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	16DUR|2AART|3RMIN|4MBVNT|568VULN|6BPWR|7DMG|9RCR|aTLV
224	42251 12323	10	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	15aVULN|2LWND|3aDUR|4AART|6TLV|7DMG|8aDUST|9RCR|aBPWR
225	42251 12342	10	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	159VULN|2LWND|39DUR|4AART|6TLV|7DMG|89DUST|9BPWR|aRCR
226	22131 36165	2	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1aDUR|2LWND|3468VULN|5AART|7RCR|9CDMG
227	25131 56131	1	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	16DUR|2BEXP|3489VULN|5AART|7RCR|aCDMG
228	26121 56131	1	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	16DUR|2389VULN|4LHND|5AART|7RCR|aCDMG
229	26131 56131	2	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	16DUR|2BEXP|3489VULN|5AART|7RCR|aCDMG
230	41121 56131	1	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1389VULN|26DUR|4LHND|5AART|7RCR|aCDMG
231	51151 36131	1	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1LHND|24DUR|3689VULN|5AART|7RCR|aCDMG
232	26121 51211	1	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|237aVULN|47aLHND|5AART|7aBPWR|8RCR|9aFEWX
233	26121 51231	1	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|237aVULN|47aLHND|5AART|7aBPWR|8RCR|9aLWND
234	41121 51211	1	   	261.66	DCR|4VULN|3DUR|1AART	137aVULN|267DUR|47aLHND|5AART|7aBPWR|8RCR|9aFEWX
235	41121 51231	1	   	261.66	DCR|4VULN|3DUR|1AART	137aVULN|267DUR|47aLHND|5AART|7aBPWR|8RCR|9aLWND
236	51151 31211	1	   	261.66	DCR|4VULN|3DUR|1AART	17aLHND|247DUR|367aVULN|5AART|7aBPWR|8RCR|9aFEWX
237	51151 31231	1	   	261.66	DCR|4VULN|3DUR|1AART	17aLHND|247DUR|367aVULN|5AART|7aBPWR|8RCR|9aLWND
238	22131 51211	2	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aLWND|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
239	22131 61211	2	   	261.66	DCR|4VULN|3DUR|1AART	17aDUR|267LWND|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
240	22131 61231	2	   	261.66	DCR|4VULN|3DUR|1AART	17aDUR|267LWND|347aVULN|5AART|7aBPWR|8RCR|9aLHND
241	24131 51211	1	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aLWND|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
242	24131 61211	1	   	261.66	DCR|4VULN|3DUR|1AART	17aDUR|267LWND|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
243	24131 61231	1	   	261.66	DCR|4VULN|3DUR|1AART	17aDUR|267LWND|347aVULN|5AART|7aBPWR|8RCR|9aLHND
244	25131 51211	1	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aBEXP|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
245	25131 51231	1	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aBEXP|347aVULN|5AART|7aBPWR|8RCR|9aLWND
246	25131 51261	2	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aFEWX|347aVULN|5AART|7aBPWR|8RCR|9aLHND
247	26131 51211	2	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aBEXP|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
248	26131 51231	2	   	261.66	DCR|4VULN|3DUR|1AART	167DUR|27aBEXP|347aVULN|5AART|7aBPWR|8RCR|9aLWND
249	41324 31211	3	   	261.66	DCR|4VULN|3DUR|1AART	167aVULN|2AART|347LWND|57aDUR|7aBPWR|8RCR|9aFEWX
250	41324 31231	3	   	261.66	DCR|4VULN|3DUR|1AART	167aVULN|2AART|347LWND|57aDUR|7aBPWR|8RCR|9aLHND
251	42211 51211	4	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|27aLWND|367DUR|5AART|7aBPWR|8RCR|9aFEWX
252	42211 61211	4	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aFEWX
253	42211 61231	4	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aLHND
254	42231 51211	3	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|27aLWND|367DUR|5AART|7aBPWR|8RCR|9aFEWX
255	42231 61211	3	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aFEWX
256	42231 61231	3	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aLHND
257	42251 51211	5	   	261.66	DCR|4VULN|3DUR|1AART	157aVULN|27aLWND|367DUR|4AART|7aBPWR|8RCR|9aFEWX
258	42251 61211	5	   	261.66	DCR|4VULN|3DUR|1AART	157aVULN|267LWND|37aDUR|4AART|7aBPWR|8RCR|9aFEWX
259	42251 61231	5	   	261.66	DCR|4VULN|3DUR|1AART	157aVULN|267LWND|37aDUR|4AART|7aBPWR|8RCR|9aLHND
260	42524 31211	2	   	261.66	DCR|4VULN|3DUR|1AART	167aVULN|247LWND|3AART|57aDUR|7aBPWR|8RCR|9aFEWX
261	42524 31231	2	   	261.66	DCR|4VULN|3DUR|1AART	167aVULN|247LWND|3AART|57aDUR|7aBPWR|8RCR|9aLHND
262	42631 51211	2	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|27aLWND|367DUR|5AART|7aBPWR|8RCR|9aFEWX
263	42631 61211	2	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aFEWX
264	42631 61231	2	   	261.66	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aLHND
265	42111 32325	8	   	261.64	DCR|4VULN|2DMG|1DUR	1489VULN|25LWND|39FEWX|6RCR|79DMG|9BPWR|aDUR
266	42115 32325	8	   	261.64	DCR|4VULN|2DMG|1DUR	1489VULN|2LWND|39FEWX|5DMSP|6RCR|79DMG|9BPWR|aDUR
267	42511 32323	8	   	261.64	DCR|4VULN|2DMG|1DUR	1489VULN|25LWND|39BEXP|6RCR|79DMG|9BPWR|aDUR
268	42515 32323	8	   	261.64	DCR|4VULN|2DMG|1DUR	1489VULN|2LWND|39BEXP|5DMSP|6RCR|79DMG|9BPWR|aDUR
269	26143 21611	1	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1aDUR|235VULN|4DMG|6AART|7TLV|8BBNT|9RCR
270	41143 21611	1	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	135VULN|2aDUR|4DMG|6AART|7TLV|8BBNT|9RCR
271	12634 22132	5	   	261.60	DCR|3VULN|2DUR|2ASPD|1TLV	18ASPD|2BEXP|38DUR|4TLV|5LIT|6BBNT|78aVULN|8BPWR|9RCR
272	24131 31622	2	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	17DUR|27DUST|3467VULN|5AART|7BPWR|8BBNT|9RCR|aCDMG
273	24131 56131	2	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	16DUR|2DUST|3489VULN|5AART|7RCR|aCDMG
274	26621 31212	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47aLHND|5AART|8RCR|9FEWX
275	26621 31214	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8RCR|9FEWX|aRCVC
276	26621 31222	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8RCR|9MLV|aBEXP
277	26621 31224	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8RCR|9MLV|aFEWX
278	26621 31226	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8RCR|9MLV|aCGEN
279	26621 31232	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47aLHND|5AART|8RCR|9LWND
280	26621 31234	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8RCR|9LWND|aBELT
281	26621 31314	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8CGEN|9MLV|aRCR
282	26621 33211	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|236aVULN|3aBPWR|4aLHND|5AART|8RCR|9aFEWX
283	26621 33231	1	   	261.56	DCR|4VULN|3DUR|1AART	137DUR|236aVULN|3aBPWR|4aLHND|5AART|8RCR|9aLWND
284	41621 31212	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47aLHND|5AART|8RCR|9FEWX
285	41621 31214	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8RCR|9FEWX|aRCVC
286	41621 31222	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8RCR|9MLV|aBEXP
287	41621 31224	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8RCR|9MLV|aFEWX
288	41621 31226	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8RCR|9MLV|aCGEN
289	41621 31232	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47aLHND|5AART|8RCR|9LWND
290	41621 31234	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8RCR|9LWND|aBELT
291	41621 31314	1	   	261.56	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8CGEN|9MLV|aRCR
292	41621 33211	1	   	261.56	DCR|4VULN|3DUR|1AART	136aVULN|237DUR|3aBPWR|4aLHND|5AART|8RCR|9aFEWX
293	41621 33231	1	   	261.56	DCR|4VULN|3DUR|1AART	136aVULN|237DUR|3aBPWR|4aLHND|5AART|8RCR|9aLWND
294	26143 61111	1	   	261.54	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7RPLT|8aCGEN|9RCR
295	26143 61113	1	   	261.54	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7RPLT|8CGEN|9RCR|aFEWX
296	26143 61322	1	   	261.54	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7RPLT|8DMSP|9RCR|aLWND
297	26121 51221	1	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|237aVULN|47LHND|5AART|7BPWR|8RCR|9MLV
298	26121 51251	1	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|237aVULN|47aLHND|5AART|7aBPWR|8RCR|9aDUST
299	26621 31236	1	   	261.46	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8RCR|9LWND|aBBNT
300	26621 31252	1	   	261.46	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47aLHND|5AART|8RCR|9DUST
301	41121 51221	1	   	261.46	DCR|4VULN|3DUR|1AART	137aVULN|267DUR|47LHND|5AART|7BPWR|8RCR|9MLV
302	41121 51251	1	   	261.46	DCR|4VULN|3DUR|1AART	137aVULN|267DUR|47aLHND|5AART|7aBPWR|8RCR|9aDUST
303	41621 31236	1	   	261.46	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8RCR|9LWND|aBBNT
304	41621 31252	1	   	261.46	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47aLHND|5AART|8RCR|9DUST
305	51151 31221	1	   	261.46	DCR|4VULN|3DUR|1AART	17LHND|247DUR|367aVULN|5AART|7BPWR|8RCR|9MLV
306	51151 31251	1	   	261.46	DCR|4VULN|3DUR|1AART	17aLHND|247DUR|367aVULN|5AART|7aBPWR|8RCR|9aDUST
307	21524 35436	10	   	261.46	DCR|4VULN|3DUR|1AART	16aDUR|2AART|3RMIN|4MBVNT|569aVULN|6aBPWR|7aLWND|8RCR
308	22131 51221	2	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27LWND|347aVULN|5AART|7BPWR|8RCR|9MLV
309	22131 51251	2	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27aLWND|347aVULN|5AART|7aBPWR|8RCR|9aDUST
310	22131 51451	2	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|278LWND|3479VULN|5AART|79BPWR|aRCR
311	22131 61251	2	   	261.46	DCR|4VULN|3DUR|1AART	17aDUR|267LWND|347aVULN|5AART|7aBPWR|8RCR|9aDUST
312	24131 51221	1	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27LWND|347aVULN|5AART|7BPWR|8RCR|9MLV
313	24131 51251	1	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27aLWND|347aVULN|5AART|7aBPWR|8RCR|9aDUST
314	24131 61251	1	   	261.46	DCR|4VULN|3DUR|1AART	17aDUR|267LWND|347aVULN|5AART|7aBPWR|8RCR|9aDUST
315	25131 51221	1	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27BEXP|347aVULN|5AART|7BPWR|8RCR|9MLV
316	25131 51222	2	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27FEWX|347aVULN|5AART|7BPWR|8RCR|9RCVC
317	25131 51251	1	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27aBEXP|347aVULN|5AART|7aBPWR|8RCR|9aDUST
318	26131 51221	2	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27BEXP|347aVULN|5AART|7BPWR|8RCR|9MLV
319	26131 51251	2	   	261.46	DCR|4VULN|3DUR|1AART	167DUR|27aBEXP|347aVULN|5AART|7aBPWR|8RCR|9aDUST
320	26621 31114	1	   	261.46	DCR|4VULN|3DUR|1AART	137DUR|2367VULN|37BPWR|47LHND|5AART|8ERES|9MLV|aRCR
321	41324 31251	3	   	261.46	DCR|4VULN|3DUR|1AART	167aVULN|2AART|347LWND|57aDUR|7aBPWR|8RCR|9aDUST
322	41621 31114	1	   	261.46	DCR|4VULN|3DUR|1AART	1367VULN|237DUR|37BPWR|47LHND|5AART|8ERES|9MLV|aRCR
323	42211 51221	4	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|27LWND|367DUR|5AART|7BPWR|8RCR|9MLV
324	42211 51251	4	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|27aLWND|367DUR|5AART|7aBPWR|8RCR|9aDUST
325	42211 61251	4	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aDUST
326	42231 51221	3	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|27LWND|367DUR|5AART|7BPWR|8RCR|9MLV
327	42231 51251	3	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|27aLWND|367DUR|5AART|7aBPWR|8RCR|9aDUST
328	42231 61251	3	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|267LWND|37aDUR|5AART|7aBPWR|8RCR|9aDUST
329	42251 51221	5	   	261.46	DCR|4VULN|3DUR|1AART	157aVULN|27LWND|367DUR|4AART|7BPWR|8RCR|9MLV
330	42631 51221	2	   	261.46	DCR|4VULN|3DUR|1AART	147aVULN|27LWND|367DUR|5AART|7BPWR|8RCR|9MLV
331	26143 63223	1	   	261.44	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7ERES|8RCVC|9RCR|aBEXP
332	26143 61112	1	   	261.44	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7RPLT|8CGEN|9RCR|aERES
333	42611 32323	8	   	261.44	DCR|4VULN|2DMG|1DUR	1489VULN|25LWND|39DUST|6RCR|79DMG|9BPWR|aDUR
334	42615 32323	8	   	261.44	DCR|4VULN|2DMG|1DUR	1489VULN|2LWND|39DUST|5DMSP|6RCR|79DMG|9BPWR|aDUR
335	46312 26213	1	   	261.44	DCR|4VULN|2DMG|1DUR	128aVULN|3BBNT|4DUR|5aMLV|6RCR|7aDMG|9LEGI|aBPWR
336	21125 76141	9	   	261.36	DCR|4VULN|3DUR|1AART	167DUR|2AART|37CGEN|4MBVNT|579aVULN|7BPWR|8RCR
337	22131 31622	2	   	261.36	DCR|4VULN|3DUR|1AART	17aDUR|27LWND|3467VULN|5AART|7BPWR|8BBNT|9RCR
338	24131 31622	1	   	261.36	DCR|4VULN|3DUR|1AART	17aDUR|27LWND|3467VULN|5AART|7BPWR|8BBNT|9RCR
339	24131 51211	2	   	261.36	DCR|4VULN|3DUR|1AART	167DUR|27aDUST|347aVULN|5AART|7aBPWR|8RCR|9aFEWX
340	24131 51231	2	   	261.36	DCR|4VULN|3DUR|1AART	167DUR|27aDUST|347aVULN|5AART|7aBPWR|8RCR|9aLWND
341	24131 51261	2	   	261.36	DCR|4VULN|3DUR|1AART	167DUR|27aDUST|347aVULN|5AART|7aBPWR|8RCR|9aBEXP
342	25131 31621	2	   	261.36	DCR|4VULN|3DUR|1AART	17aDUR|27FEWX|3467VULN|5AART|7BPWR|8BBNT|9RCR
343	25131 31621	1	   	261.36	DCR|4VULN|3DUR|1AART	17aDUR|27BEXP|3467VULN|5AART|7BPWR|8BBNT|9RCR
344	26121 31622	1	   	261.36	DCR|4VULN|3DUR|1AART	17aDUR|2367VULN|47LHND|5AART|7BPWR|8BBNT|9RCR
345	26131 31621	2	   	261.36	DCR|4VULN|3DUR|1AART	17aDUR|27BEXP|3467VULN|5AART|7BPWR|8BBNT|9RCR
346	26621 33221	1	   	261.36	DCR|4VULN|3DUR|1AART	137DUR|236aVULN|3BPWR|4LHND|5AART|8RCR|9MLV
347	26621 33251	1	   	261.36	DCR|4VULN|3DUR|1AART	137DUR|236aVULN|3aBPWR|4aLHND|5AART|8RCR|9aDUST
348	26621 36113	1	   	261.36	DCR|4VULN|3DUR|1AART	13aDUR|2368VULN|3BPWR|4LHND|5AART|7RCR|9LWND
349	41121 31622	1	   	261.36	DCR|4VULN|3DUR|1AART	1367VULN|27aDUR|47LHND|5AART|7BPWR|8BBNT|9RCR
350	41621 33221	1	   	261.36	DCR|4VULN|3DUR|1AART	136aVULN|237DUR|3BPWR|4LHND|5AART|8RCR|9MLV
351	41621 33251	1	   	261.36	DCR|4VULN|3DUR|1AART	136aVULN|237DUR|3aBPWR|4aLHND|5AART|8RCR|9aDUST
352	41621 36113	1	   	261.36	DCR|4VULN|3DUR|1AART	1368VULN|23aDUR|3BPWR|4LHND|5AART|7RCR|9LWND
353	42211 31622	4	   	261.36	DCR|4VULN|3DUR|1AART	1467VULN|27LWND|37aDUR|5AART|7BPWR|8BBNT|9RCR
354	42231 31622	3	   	261.36	DCR|4VULN|3DUR|1AART	1467VULN|27LWND|37aDUR|5AART|7BPWR|8BBNT|9RCR
355	42251 31622	5	   	261.36	DCR|4VULN|3DUR|1AART	1567VULN|27LWND|37aDUR|4AART|7BPWR|8BBNT|9RCR
