0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12334 31523	9	 * 	302.39	DCR|5VULN|2DMG|2ASPD|1DUR	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR
169	12552 24482	6	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2679VULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|aLHND
170	12552 24484	6	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2679VULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|aRMIN
171	12314 48652	9	   	275.88	DCR|4VULN|2DMG|3ASPD|1SELL	18DMG|2568VULN|368ASPD|4MBVNT|68BPWR|7RPLT|9SELL|aRCR
172	12211 53425	8	   	275.80	DCR|3VULN|3DMG|3TLV|2AART	137DMG|267VULN|467TLV|5BELT|67BPWR|89AART|aRCR
173	12241 52234	5	   	275.73	DCR|5VULN|2DMG|1ASPD	13DMG|24589VULN|6RCR|7FEWX|aASPD
174	12212 11231	7	   	275.71	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	13DMG|258VULN|4TLV|6DUR|7RCR|9AART|aASPD
175	12241 51234	5	   	275.63	DCR|5VULN|2DMG|1ASPD	13DMG|24589VULN|6RCR|7DUST|aASPD
176	12313 38624	8	   	275.51	DCR|3VULN|3DMG|3CDMG|1ASPD	18aDMG|28aVULN|3ASPD|4MBVNT|56LWND|78aCDMG|8aBPWR|9RCR
177	12313 68624	8	   	275.51	DCR|3VULN|3DMG|3CDMG|1ASPD	18aDMG|28aVULN|3ASPD|4MBVNT|5LWND|6RCVC|78aCDMG|8aBPWR|9RCR
178	12216 14333	3	   	275.34	DCR|3VULN|2DMG|2DUR|1CDMG	13DMG|26aVULN|48DUR|5CDMG|7RCR|9LIT
179	12236 14333	4	   	275.34	DCR|3VULN|2DMG|2DUR|1CDMG	13DMG|26aVULN|48DUR|5CDMG|7RCR|9LIT
180	12116 14261	3	   	275.29	DCR|4VULN|2DMG|1DUR|1CDMG	19DMG|269aVULN|3RCVC|4DUR|5CDMG|7RCR|89CGEN|9BPWR
181	12136 14261	4	   	275.29	DCR|4VULN|2DMG|1DUR|1CDMG	19DMG|269aVULN|3RCVC|4DUR|5CDMG|7RCR|89CGEN|9BPWR
182	12316 14261	2	   	275.29	DCR|4VULN|2DMG|1DUR|1CDMG	19DMG|269aVULN|3RCVC|4DUR|5CDMG|7RCR|89CGEN|9BPWR
183	13316 14261	1	   	275.29	DCR|4VULN|2DMG|1DUR|1CDMG	19DMG|269aVULN|3RCVC|4DUR|5CDMG|7RCR|89CGEN|9BPWR
184	12116 14263	2	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	19DMG|2369VULN|4DUR|5CDMG|7RCR|89CGEN|9BPWR|aBBNT
185	13116 14263	1	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	19DMG|2369VULN|4DUR|5CDMG|7RCR|89CGEN|9BPWR|aBBNT
186	12614 43463	9	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	16DMG|256aVULN|3RMIN|4MBVNT|6BPWR|7DUR|8RCR|9CDMG
187	15614 43463	9	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	16DMG|2RMIN|356aVULN|4MBVNT|6BPWR|7DUR|8RCR|9CDMG
188	12236 42133	10	   	274.99	DCR|4VULN|2DMG|1DUR|1CDMG	13DMG|289aVULN|4DUR|5DUST|6RCR|7CDMG
189	12334 31516	10	   	274.91	DCR|4VULN|2DMG|2ASPD	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9LWND|aLIT
190	12112 11456	10	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|259aVULN|3RCVC|4TLV|68DUR|7RCR
191	14312 11173	9	   	274.62	DCR|3VULN|3DMG|3LIT|1DUR	17aDMG|27aLIT|3CGEN|4DUR|57aVULN|6RCR|7aBPWR|8MBVNT|9RMIN
192	12145 11133	10	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	19aDMG|249VULN|3RCVC|5CGEN|6DUR|7RCR|89TLV|9BPWR
193	12152 11133	10	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	19aDMG|259VULN|3RCVC|4CGEN|6DUR|7RCR|89TLV|9BPWR
194	12245 11131	10	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5aCGEN|6DUR|7RCR|89TLV|9BPWR
195	12245 11132	9	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aZMB
196	12245 11135	9	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aLHND
197	12245 11136	10	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aRPLT
198	12252 11131	10	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4aCGEN|6DUR|7RCR|89TLV|9BPWR
199	12252 11132	9	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aZMB
200	12252 11135	9	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aLHND
201	12252 11136	10	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aRPLT
202	12245 11133	10	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aDUST
203	12245 11134	9	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aBBNT
204	12245 11135	10	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aLEGI
205	12245 11136	9	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aDUST
206	12252 11133	10	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aDUST
207	12252 11134	9	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aBBNT
208	12252 11135	10	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aLEGI
209	12252 11136	9	   	274.52	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aDUST
210	12314 55623	8	   	274.45	DCR|3VULN|2DMG|2DUR|2ASPD|1SELL	18DMG|25aVULN|38ASPD|4MBVNT|68DUR|7SELL|8BPWR|9RCR
211	12352 25623	8	   	274.45	DCR|3VULN|2DMG|2DUR|2ASPD|1SELL	18DMG|26aVULN|38ASPD|48DUR|5MBVNT|7SELL|8BPWR|9RCR
212	12212 11152	9	   	274.42	DCR|3VULN|3DMG|2TLV|1DUR	13aDMG|259VULN|48TLV|6DUR|7RCR
213	12334 51123	8	   	274.40	DCR|5VULN|1DMG|1DUR|1ASPD	1DMG|2567aVULN|3ASPD|4RPLT|8DUR|9RCR
214	14243 31236	6	   	274.37	DCR|3VULN|3DMG|3LIT|1DUR|1SELL	13aDMG|23aLIT|3aBPWR|4LWND|5DUR|6RCR|78aVULN|9SELL
215	14224 63311	10	   	274.33	DCR|3VULN|3DMG|2ASPD|2LIT|1SELL	13aDMG|23LIT|3aBPWR|45aVULN|6aASPD|7RCR|8RPLT|9SELL
216	12211 13333	3	   	274.05	DCR|3VULN|2DMG|2DUR|1ASPD	13DMG|26aVULN|45DUR|7ASPD|8RCR|9AART
217	12231 13333	4	   	274.05	DCR|3VULN|2DMG|2DUR|1ASPD	13DMG|26aVULN|45DUR|7ASPD|8RCR|9AART
218	12241 13332	6	   	274.05	DCR|3VULN|2DMG|2DUR|1ASPD	13DMG|245VULN|6ASPD|7aDUR|8RCR|9AART
219	14312 11362	7	   	273.82	DCR|3VULN|2DMG|2CDMG|1DUR|2LIT	17DMG|27LIT|3CGEN|4DUR|578VULN|6RCR|7BPWR|9aCDMG
220	14224 13216	8	   	273.80	DCR|4VULN|2DMG|2LIT|1CDMG	13DMG|23LIT|3BPWR|4589VULN|6ZMB|7RCR|aCDMG
221	14224 23216	8	   	273.80	DCR|4VULN|2DMG|2LIT|1CDMG	13DMG|23LIT|3BPWR|4589VULN|6RMIN|7RCR|aCDMG
222	12612 61135	9	   	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	19DMG|267VULN|3RMIN|4MBVNT|59CDMG|89DUR|9BPWR|aRCR
223	12212 11151	10	   	273.35	DCR|3VULN|2DMG|2DUR|2TLV	13DMG|259VULN|48TLV|6aDUR|7RCR
224	12526 11134	9	   	273.35	DCR|3VULN|2DMG|2DUR|2CDMG|1NUKE	19DMG|279VULN|3NUKE|4DUST|56CDMG|89DUR|9BPWR|aRCR
225	12116 35331	2	   	273.31	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	19DMG|239VULN|4DUR|5CDMG|69MLV|7AART|8RCR|9BPWR|aASPD
226	12146 25331	2	   	273.31	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	19DMG|239VULN|4TLV|5CDMG|69FEWX|7AART|8RCR|9BPWR|aASPD
227	12146 41331	2	   	273.31	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	19DMG|239VULN|4TLV|5CDMG|6AART|79LHND|8RCR|9BPWR|aASPD
228	13116 35331	1	   	273.31	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	19DMG|239VULN|4DUR|5CDMG|69MLV|7AART|8RCR|9BPWR|aASPD
229	13146 25331	1	   	273.31	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	19DMG|239VULN|4TLV|5CDMG|69FEWX|7AART|8RCR|9BPWR|aASPD
230	13146 41331	1	   	273.31	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	19DMG|239VULN|4TLV|5CDMG|6AART|79LHND|8RCR|9BPWR|aASPD
231	12112 11661	8	   	273.30	DCR|3VULN|2DMG|2DUR|2TLV|1SELL	19DMG|25aVULN|3RCVC|49TLV|69DUR|7RCR|8SELL|9BPWR
232	12241 13336	6	   	273.11	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	13DMG|245VULN|6ASPD|7DUR|8RCR|9AART|aCDMG
233	12264 13211	8	   	273.04	DCR|5VULN|2DMG	13DMG|2589aVULN|4LIT|6ZMB|7RCR
234	12264 23211	8	   	273.04	DCR|5VULN|2DMG	13DMG|2589aVULN|4LIT|6RMIN|7RCR
235	12264 43211	8	   	273.04	DCR|5VULN|2DMG	13DMG|2589aVULN|4LIT|6CGEN|7RCR
236	12145 11134	9	   	272.61	DCR|3VULN|2DMG|2TLV|1DUR|1CDMG	19DMG|249VULN|3RCVC|5CGEN|6DUR|7RCR|89TLV|9BPWR|aCDMG
237	12145 11135	10	   	272.61	DCR|3VULN|2DMG|2TLV|1DUR|1CDMG	19DMG|249VULN|3RCVC|5CGEN|6DUR|7RCR|89TLV|9BPWR|aCDMG
238	12152 11134	9	   	272.61	DCR|3VULN|2DMG|2TLV|1DUR|1CDMG	19DMG|259VULN|3RCVC|4CGEN|6DUR|7RCR|89TLV|9BPWR|aCDMG
239	12152 11135	10	   	272.61	DCR|3VULN|2DMG|2TLV|1DUR|1CDMG	19DMG|259VULN|3RCVC|4CGEN|6DUR|7RCR|89TLV|9BPWR|aCDMG
240	12353 25331	4	   	272.45	DCR|2VULN|2DMG|3ASPD|2CDMG|1DUR	19DMG|29VULN|36aASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
241	12356 25331	5	   	272.45	DCR|2VULN|2DMG|3ASPD|2CDMG|1DUR	19DMG|29VULN|36aASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
242	12334 54123	8	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	17DMG|256aVULN|3ASPD|4RPLT|8DUR|9RCR
243	12614 43444	10	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	16DMG|256aVULN|3RMIN|4MBVNT|6BPWR|7DUR|8RCR|9ASPD
244	15614 43444	10	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	16DMG|2RMIN|356aVULN|4MBVNT|6BPWR|7DUR|8RCR|9ASPD
245	12212 11151	9	   	272.41	DCR|3VULN|2DMG|2TLV|1DUR|1CDMG	13DMG|259VULN|48TLV|6DUR|7RCR|aCDMG
