0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35236 11314	9	 * 	295.94	DCR|5VULN|2DMG|1TLV|2LIT	1349aVULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR
184	33421 63214	3	   	271.85	DCR|4VULN|3DMG|1ASPD	1246VULN|24BPWR|347DMG|5DUST|8FEWX|9ASPD|aRCR
185	33432 14621	2	 * 	271.70	DCR|5VULN|2CDMG|1TLV	12347VULN|247BPWR|5RCVC|67CDMG|8LIT|9RCR|aTLV
186	33632 14621	3	   	271.70	DCR|5VULN|2CDMG|1TLV	12347VULN|247BPWR|5RCVC|67CDMG|8LIT|9RCR|aTLV
187	52236 11334	9	   	271.70	DCR|5VULN|1DMG|1TLV	1LHND|2349aVULN|5TLV|6RCR|7LIT|8DMG
188	35236 11334	9	   	271.60	DCR|5VULN|1DMG|1TLV	1349aVULN|2LEGI|5TLV|6RCR|7LIT|8DMG
189	13333 11262	6	 * 	271.56	DCR|4VULN|3DUR|1DMG	1ERES|249DUR|357aVULN|6RCR|8DMG
190	12332 54423	1	   	271.35	DCR|3VULN|2DMG|2DUR	157ERES|29DUR|39DMG|459VULN|59BPWR|6RCR|8AART|aLIT
191	13332 54423	2	   	271.35	DCR|3VULN|2DMG|2DUR	157ERES|29DUR|39DMG|459VULN|59BPWR|6RCR|8AART|aLIT
192	32323 12665	1	   	271.26	DCR|3VULN|3DMG|1CDMG|1ASPD	149VULN|234DMG|4BPWR|5BEXP|6RCR|7LIT|8ASPD|aCDMG
193	32462 22331	10	   	271.20	DCR|4VULN|2DMG|1DUR	1259VULN|35DMG|4RPLT|5BPWR|6DUR|7RCVC|8AART|aRCR
194	32462 26133	10	   	271.20	DCR|4VULN|2DMG|1DUR	1257VULN|35DMG|4RPLT|5BPWR|6DUR|8FEWX|9AART|aRCR
195	32462 26233	10	   	271.20	DCR|4VULN|2DMG|1DUR	1257VULN|35DMG|4RPLT|5BPWR|6DUR|8BEXP|9AART|aRCR
196	33462 22331	10	   	271.20	DCR|4VULN|2DMG|1DUR	1259VULN|25BPWR|35DMG|4RPLT|6DUR|7RCVC|8AART|aRCR
197	33462 26133	10	   	271.20	DCR|4VULN|2DMG|1DUR	1257VULN|25BPWR|35DMG|4RPLT|6DUR|8FEWX|9AART|aRCR
198	33462 26233	10	   	271.20	DCR|4VULN|2DMG|1DUR	1257VULN|25BPWR|35DMG|4RPLT|6DUR|8BEXP|9AART|aRCR
199	32321 12665	1	   	271.16	DCR|3VULN|3DMG|1CDMG|1ASPD	149VULN|234DMG|4BPWR|5DUST|6RCR|7LIT|8ASPD|aCDMG
200	32322 13665	1	   	271.16	DCR|3VULN|3DMG|1CDMG|1ASPD	149VULN|234DMG|4BPWR|5LIT|6RCR|7DUST|8ASPD|aCDMG
201	32322 14164	1	   	271.16	DCR|3VULN|3DMG|1CDMG|1ASPD	147VULN|234DMG|4BPWR|5LIT|6RCR|8ERES|9ASPD|aCDMG
202	32322 16364	1	   	271.16	DCR|3VULN|3DMG|1CDMG|1ASPD	148VULN|234DMG|4BPWR|5LIT|6RCR|7ERES|9ASPD|aCDMG
203	31633 33312	1	   	271.14	DCR|5VULN|3DUR	14568VULN|278DUR|38DUST|8BPWR|9LHND|aRCR
204	31633 33332	1	   	271.14	DCR|5VULN|3DUR	14568VULN|278DUR|38DUST|8BPWR|9BEXP|aRCR
205	31633 33352	1	   	271.14	DCR|5VULN|3DUR	14568VULN|278DUR|38DUST|8BPWR|9FEWX|aRCR
206	32233 33312	5	   	271.14	DCR|5VULN|3DUR	12468VULN|38DUST|578DUR|8BPWR|9LHND|aRCR
207	32233 33332	5	   	271.14	DCR|5VULN|3DUR	12468VULN|38DUST|578DUR|8BPWR|9BEXP|aRCR
208	32233 33352	5	   	271.14	DCR|5VULN|3DUR	12468VULN|38DUST|578DUR|8BPWR|9FEWX|aRCR
209	32253 33312	4	   	271.14	DCR|5VULN|3DUR	12568VULN|38DUST|478DUR|8BPWR|9LHND|aRCR
210	32253 33332	4	   	271.14	DCR|5VULN|3DUR	12568VULN|38DUST|478DUR|8BPWR|9BEXP|aRCR
211	32253 33352	4	   	271.14	DCR|5VULN|3DUR	12568VULN|38DUST|478DUR|8BPWR|9FEWX|aRCR
212	32623 33312	5	   	271.14	DCR|5VULN|3DUR	12368VULN|48DUST|578DUR|8BPWR|9LHND|aRCR
213	32623 33332	5	   	271.14	DCR|5VULN|3DUR	12368VULN|48DUST|578DUR|8BPWR|9BEXP|aRCR
214	32623 33352	5	   	271.14	DCR|5VULN|3DUR	12368VULN|48DUST|578DUR|8BPWR|9FEWX|aRCR
215	33233 33312	5	   	271.14	DCR|5VULN|3DUR	12468VULN|28BPWR|38DUST|578DUR|9LHND|aRCR
216	33233 33332	5	   	271.14	DCR|5VULN|3DUR	12468VULN|28BPWR|38DUST|578DUR|9BEXP|aRCR
217	33233 33352	5	   	271.14	DCR|5VULN|3DUR	12468VULN|28BPWR|38DUST|578DUR|9FEWX|aRCR
218	33253 33312	4	   	271.14	DCR|5VULN|3DUR	12568VULN|28BPWR|38DUST|478DUR|9LHND|aRCR
219	33253 33332	4	   	271.14	DCR|5VULN|3DUR	12568VULN|28BPWR|38DUST|478DUR|9BEXP|aRCR
220	33253 33352	4	   	271.14	DCR|5VULN|3DUR	12568VULN|28BPWR|38DUST|478DUR|9FEWX|aRCR
221	33623 33312	5	   	271.14	DCR|5VULN|3DUR	12368VULN|28BPWR|48DUST|578DUR|9LHND|aRCR
222	33623 33332	5	   	271.14	DCR|5VULN|3DUR	12368VULN|28BPWR|48DUST|578DUR|9BEXP|aRCR
223	33623 33352	5	   	271.14	DCR|5VULN|3DUR	12368VULN|28BPWR|48DUST|578DUR|9FEWX|aRCR
224	31633 33366	1	   	271.04	DCR|5VULN|3DUR	14568VULN|278DUR|38DUST|8BPWR|9TBNT|aRCR
225	32233 33366	5	   	271.04	DCR|5VULN|3DUR	12468VULN|38DUST|578DUR|8BPWR|9TBNT|aRCR
226	32253 33366	4	   	271.04	DCR|5VULN|3DUR	12568VULN|38DUST|478DUR|8BPWR|9TBNT|aRCR
227	32623 33366	5	   	271.04	DCR|5VULN|3DUR	12368VULN|48DUST|578DUR|8BPWR|9TBNT|aRCR
228	33233 33366	5	   	271.04	DCR|5VULN|3DUR	12468VULN|28BPWR|38DUST|578DUR|9TBNT|aRCR
229	33253 33366	4	   	271.04	DCR|5VULN|3DUR	12568VULN|28BPWR|38DUST|478DUR|9TBNT|aRCR
230	33623 33366	5	   	271.04	DCR|5VULN|3DUR	12368VULN|28BPWR|48DUST|578DUR|9TBNT|aRCR
231	32323 11142	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5BEXP|6RCR|7FEWX|8TLV|9DUR
232	32323 14112	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5BEXP|6RCR|7DUR|8TLV|9LWND
233	32323 14131	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5BEXP|6RCR|7DUR|8TLV|aLHND
234	32323 14134	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5BEXP|6RCR|7DUR|8TLV|aMLV
235	32324 11142	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5FEWX|6RCR|7BEXP|8TLV|9DUR
236	32324 14112	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5FEWX|6RCR|7DUR|8TLV|9LWND
237	32324 14131	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5FEWX|6RCR|7DUR|8TLV|aLHND
238	32324 14134	1	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5FEWX|6RCR|7DUR|8TLV|aMLV
239	32321 11142	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5DUST|6RCR|7FEWX|8TLV|9DUR
240	32321 13142	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5DUST|6RCR|7BEXP|8TLV|9DUR
241	32321 14112	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TLV|9LWND
242	32321 14122	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TLV|9BEXP
243	32321 14131	1	   	270.70	DCR|3VULN|3DMG|1DUR|1TLV	149VULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TLV|aLHND
244	32321 14134	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TLV|aMLV
245	32321 14136	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TLV|aCGEN
246	32323 14132	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5BEXP|6RCR|7DUR|8TLV|aBBNT
247	32323 14135	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5BEXP|6RCR|7DUR|8TLV|aDUST
248	32323 16142	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5BEXP|6RCR|7DUST|8TLV|9DUR
249	32324 14132	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5FEWX|6RCR|7DUR|8TLV|aBBNT
250	32324 14135	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5FEWX|6RCR|7DUR|8TLV|aDUST
251	32324 16142	1	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	14aVULN|234DMG|4BPWR|5FEWX|6RCR|7DUST|8TLV|9DUR
252	32321 14132	1	   	270.60	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TLV|aBBNT
253	32321 14135	1	   	270.60	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5aDUST|6RCR|7DUR|8TLV
254	32646 11311	9	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|49LHND|5TLV|6RCR|7LIT|89DMG|9BPWR|aMLV
255	32646 11312	10	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|49LHND|5TLV|6RCR|7LIT|89DMG|9BPWR|aMLV
256	32646 11312	9	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|49LHND|5TLV|6RCR|7LIT|89DMG|9BPWR|aLWND
257	32646 11313	9	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|49aLHND|5TLV|6RCR|7LIT|89DMG|9BPWR
258	33646 11311	9	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|29BPWR|49LHND|5TLV|6RCR|7LIT|89DMG|aMLV
259	33646 11312	9	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|29BPWR|49LHND|5TLV|6RCR|7LIT|89DMG|aLWND
260	33646 11312	10	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|29BPWR|49LHND|5TLV|6RCR|7LIT|89DMG|aMLV
261	33646 11313	9	   	269.95	DCR|4VULN|2DMG|1TLV	1239VULN|29BPWR|49aLHND|5TLV|6RCR|7LIT|89DMG
262	52236 11311	9	   	269.95	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aMLV
263	52236 11312	10	   	269.95	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aMLV
264	52236 11312	9	   	269.95	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aLWND
265	52236 11313	9	   	269.95	DCR|4VULN|2DMG|1TLV	19aLHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR
266	52236 11314	10	   	269.95	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aLWND
267	52236 11316	10	   	269.95	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aBEXP
268	42331 44541	2	   	269.87	DCR|4VULN|3DUR	1AART|278LHND|3MBVNT|4LIT|578aVULN|678DUR|78BPWR|9RCR
269	42336 14541	2	   	269.87	DCR|4VULN|3DUR	1AART|278LHND|3MBVNT|4LIT|578DUR|678aVULN|78BPWR|9RCR
270	32413 35532	9	   	269.85	DCR|4VULN|2DMG|1DUR	1268VULN|36DMG|4DMSP|5RMIN|6BPWR|7LIT|9DUR|aRCR
271	33413 35532	9	   	269.85	DCR|4VULN|2DMG|1DUR	1268VULN|26BPWR|36DMG|4DMSP|5RMIN|7LIT|9DUR|aRCR
272	52236 11315	9	   	269.85	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aBBNT
273	52236 11316	9	   	269.85	DCR|4VULN|2DMG|1TLV	19LHND|2349VULN|5TLV|6RCR|7LIT|89DMG|9BPWR|aDUST
274	52236 11261	6	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR	1LHND|2347VULN|5TLV|6RCR|8DMG|9DUR|aAART
275	32463 35122	3	   	269.75	DCR|4VULN|2DMG|1TLV	1267VULN|35DMG|4TLV|8LIT|9BEXP|aRCR
276	33463 35122	3	   	269.75	DCR|4VULN|2DMG|1TLV	1267VULN|2BPWR|35DMG|4TLV|8LIT|9BEXP|aRCR
277	52236 11335	10	   	269.75	DCR|4VULN|2DMG|1TLV	1LHND|2349VULN|5TLV|6RCR|7LIT|8aDMG
278	35236 11261	6	   	269.66	DCR|4VULN|1DMG|1TLV|1DUR	1347VULN|2LEGI|5TLV|6RCR|8DMG|9DUR|aAART
279	32421 61342	3	   	269.65	DCR|4VULN|2DMG|1TLV	1246VULN|34DMG|4BPWR|59DUST|7LIT|8TLV|aRCR
280	33421 61342	3	   	269.65	DCR|4VULN|2DMG|1TLV	1246VULN|24BPWR|34DMG|59DUST|7LIT|8TLV|aRCR
281	35236 11335	10	   	269.65	DCR|4VULN|2DMG|1TLV	1349VULN|2LEGI|5TLV|6RCR|7LIT|8aDMG
282	32361 21553	1	   	269.51	DCR|3VULN|3DMG|1TLV|2LIT	17aVULN|23aDMG|4TLV|5LWND|6aLIT|8BELT|9RCR|aBPWR
283	32322 43342	1	   	269.41	DCR|3VULN|3DMG|1DUR|2LIT	14aVULN|234DMG|4BPWR|58LIT|6BELT|7RCR|9DUR
284	32322 11315	1	   	269.25	DCR|4VULN|3DMG	148aVULN|234DMG|4BPWR|5LIT|6RCR|7CGEN|9MLV
285	32322 43112	1	   	269.25	DCR|4VULN|3DMG	148aVULN|234DMG|4BPWR|5LIT|6BELT|7RCR|9LWND
286	32462 12111	7	   	269.25	DCR|4VULN|3DMG	1257VULN|359DMG|4RPLT|5BPWR|6CGEN|8RCR|aLIT
287	32462 62111	5	   	269.25	DCR|4VULN|3DMG	1256VULN|359DMG|4RPLT|5BPWR|7CGEN|8RCR|aLIT
288	32463 32151	7	   	269.25	DCR|4VULN|3DMG	1279VULN|369DMG|4RPLT|5RMIN|8RCR|9BPWR|aLIT
289	33462 12111	7	   	269.25	DCR|4VULN|3DMG	1257VULN|25BPWR|359DMG|4RPLT|6CGEN|8RCR|aLIT
290	33462 62111	5	   	269.25	DCR|4VULN|3DMG	1256VULN|25BPWR|359DMG|4RPLT|7CGEN|8RCR|aLIT
291	33463 32151	7	   	269.25	DCR|4VULN|3DMG	1279VULN|29BPWR|369DMG|4RPLT|5RMIN|8RCR|aLIT
292	32431 11513	2	   	269.24	DCR|5VULN|1TLV|1DUR	12347VULN|4BPWR|5DUR|6AART|8RCR|9RPLT|aTLV
293	32631 11513	3	   	269.24	DCR|5VULN|1TLV|1DUR	12347VULN|4BPWR|5DUR|6AART|8RCR|9RPLT|aTLV
294	33431 11513	2	   	269.24	DCR|5VULN|1TLV|1DUR	12347VULN|24BPWR|5DUR|6AART|8RCR|9RPLT|aTLV
295	33631 11513	3	   	269.24	DCR|5VULN|1TLV|1DUR	12347VULN|24BPWR|5DUR|6AART|8RCR|9RPLT|aTLV
296	32322 11345	1	   	269.15	DCR|4VULN|3DMG	148aVULN|234DMG|4BPWR|5LIT|6RCR|7CGEN|9ERES
297	32322 14115	1	   	269.15	DCR|4VULN|3DMG	147aVULN|234DMG|4BPWR|5LIT|6RCR|8ERES|9MLV
298	32322 14125	1	   	269.15	DCR|4VULN|3DMG	147aVULN|234DMG|4BPWR|5LIT|6RCR|8ERES|9CGEN
299	32322 16315	1	   	269.15	DCR|4VULN|3DMG	148aVULN|234DMG|4BPWR|5LIT|6RCR|7ERES|9MLV
300	32322 16325	1	   	269.15	DCR|4VULN|3DMG	148aVULN|234DMG|4BPWR|5LIT|6RCR|7ERES|9CGEN
301	32462 63111	5	   	269.15	DCR|4VULN|3DMG	1256VULN|359DMG|4RPLT|5BPWR|7ERES|8RCR|aLIT
302	33462 63111	5	   	269.15	DCR|4VULN|3DMG	1256VULN|25BPWR|359DMG|4RPLT|7ERES|8RCR|aLIT
303	32452 31262	10	   	269.14	DCR|3VULN|3DMG|2DUR	129VULN|369DMG|48LWND|5ERES|79DUR|9BPWR|aRCR
304	32462 23311	9	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|35aDMG|4RPLT|5BPWR|68DUR|7FEWX|9RCR
305	32462 23316	10	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|35aDMG|4RPLT|5BPWR|68DUR|7FEWX|9RCR
306	33462 23311	9	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|25BPWR|35aDMG|4RPLT|68DUR|7FEWX|9RCR
307	33462 23316	10	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|25BPWR|35aDMG|4RPLT|68DUR|7FEWX|9RCR
308	32322 14135	1	   	269.05	DCR|4VULN|3DMG	147aVULN|234DMG|4BPWR|5LIT|6RCR|8ERES|9BBNT
309	32322 16335	1	   	269.05	DCR|4VULN|3DMG	148aVULN|234DMG|4BPWR|5LIT|6RCR|7ERES|9BBNT
310	11432 27347	3	   	268.40	DCR|4VULN|2DMG|1CDMG	1ERES|2MBVNT|35DMG|4568VULN|5BPWR|7AART|9RCR|aCDMG
311	11432 27347	4	   	268.40	DCR|4VULN|2DMG|1CDMG	1ERES|2MBVNT|35DMG|4568VULN|5BPWR|7AART|9RCR|aCDMG
312	32331 12425	7	 * 	268.35	DCR|5VULN|2ASPD|2CDMG	1245aVULN|3BEXP|6aASPD|7aCDMG|8TBNT|9RCR|aBPWR
313	33331 12425	7	   	268.35	DCR|5VULN|2ASPD|2CDMG	1245aVULN|2aBPWR|3BEXP|6aASPD|7aCDMG|8TBNT|9RCR
314	32231 12425	7	   	268.25	DCR|5VULN|2ASPD|2CDMG	1245aVULN|3DUST|6aASPD|7aCDMG|8TBNT|9RCR|aBPWR
315	32621 12425	7	   	268.25	DCR|5VULN|2ASPD|2CDMG	1235aVULN|4DUST|6aASPD|7aCDMG|8TBNT|9RCR|aBPWR
316	33231 12425	7	   	268.25	DCR|5VULN|2ASPD|2CDMG	1245aVULN|2aBPWR|3DUST|6aASPD|7aCDMG|8TBNT|9RCR
317	33621 12425	7	   	268.25	DCR|5VULN|2ASPD|2CDMG	1235aVULN|2aBPWR|4DUST|6aASPD|7aCDMG|8TBNT|9RCR
318	35231 12425	7	   	268.25	DCR|5VULN|2ASPD|2CDMG	1345aVULN|2LEGI|6aASPD|7aCDMG|8TBNT|9RCR|aBPWR
319	32323 11133	1	   	268.20	DCR|3VULN|3DMG|1TLV|1CDMG	149VULN|234DMG|4BPWR|5BEXP|6RCR|7FEWX|8TLV|aCDMG
320	32324 11133	1	   	268.20	DCR|3VULN|3DMG|1TLV|1CDMG	149VULN|234DMG|4BPWR|5FEWX|6RCR|7BEXP|8TLV|aCDMG
321	32321 11133	1	   	268.10	DCR|3VULN|3DMG|1TLV|1CDMG	149VULN|234DMG|4BPWR|5DUST|6RCR|7FEWX|8TLV|aCDMG
322	32323 14333	1	   	268.10	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5BEXP|6RCR|7DUR|8TBNT|aCDMG
323	32323 15633	1	   	268.10	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5BEXP|6RCR|7BBNT|8DUR|aCDMG
324	32324 14333	1	   	268.10	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5FEWX|6RCR|7DUR|8TBNT|aCDMG
325	32324 15633	1	   	268.10	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5FEWX|6RCR|7BBNT|8DUR|aCDMG
326	32324 16133	1	   	268.10	DCR|3VULN|3DMG|1TLV|1CDMG	149VULN|234DMG|4BPWR|5FEWX|6RCR|7DUST|8TLV|aCDMG
327	11432 22115	3	   	268.00	DCR|3VULN|3DMG|1DUR|1CDMG	1ERES|2MBVNT|359DMG|456VULN|5BPWR|7CDMG|8RCR|aDUR
328	11432 22115	4	   	268.00	DCR|3VULN|3DMG|1DUR|1CDMG	1ERES|2MBVNT|359DMG|456VULN|5BPWR|7CDMG|8RCR|aDUR
329	32321 14333	1	   	268.00	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5DUST|6RCR|7DUR|8TBNT|aCDMG
330	32321 15633	1	   	268.00	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5DUST|6RCR|7BBNT|8DUR|aCDMG
331	22233 15252	8	   	267.88	DCR|5VULN|1TLV|1DUR	1LWND|23678VULN|4DUR|5LIT|9TLV|aRCR
332	32133 15252	8	   	267.88	DCR|5VULN|1TLV|1DUR	12678VULN|3LWND|4DUR|5LIT|9TLV|aRCR
333	33133 15252	8	   	267.88	DCR|5VULN|1TLV|1DUR	12678VULN|2BPWR|3LWND|4DUR|5LIT|9TLV|aRCR
334	13333 11462	6	   	267.75	DCR|4VULN|3DUR|1TLV	1ERES|249DUR|357aVULN|6RCR|8TLV
335	32431 11515	2	   	267.57	DCR|5VULN|2DUR	12347VULN|4BPWR|5aDUR|6AART|8RCR|9RPLT
336	32451 11512	2	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9RPLT|aTBNT
337	32451 11521	2	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9CGEN|aERES
338	32451 11531	2	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9DUST|aLWND
339	32451 11533	2	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9DUST|aCGEN
340	32631 11515	3	   	267.57	DCR|5VULN|2DUR	12347VULN|4BPWR|5aDUR|6AART|8RCR|9RPLT
341	32651 11512	3	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9RPLT|aTBNT
342	32651 11521	3	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9CGEN|aERES
343	32651 11531	3	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9DUST|aLWND
344	32651 11533	3	   	267.57	DCR|5VULN|2DUR	12357VULN|45DUR|5BPWR|6AART|8RCR|9DUST|aCGEN
345	33431 11515	2	   	267.57	DCR|5VULN|2DUR	12347VULN|24BPWR|5aDUR|6AART|8RCR|9RPLT
346	33451 11512	2	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9RPLT|aTBNT
347	33451 11521	2	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9CGEN|aERES
348	33451 11531	2	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9DUST|aLWND
349	33451 11533	2	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9DUST|aCGEN
350	33631 11515	3	   	267.57	DCR|5VULN|2DUR	12347VULN|24BPWR|5aDUR|6AART|8RCR|9RPLT
351	33651 11512	3	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9RPLT|aTBNT
352	33651 11521	3	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9CGEN|aERES
353	33651 11531	3	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9DUST|aLWND
354	33651 11533	3	   	267.57	DCR|5VULN|2DUR	12357VULN|25BPWR|45DUR|6AART|8RCR|9DUST|aCGEN
355	32621 35334	2	 * 	267.21	DCR|5VULN|2TLV|1DMG	12467VULN|34TLV|4BPWR|5RMIN|8RCVC|9DMG|aRCR
356	32623 63631	2	   	267.21	DCR|5VULN|2TLV|1DMG	12469VULN|34TLV|4BPWR|5FEWX|7DMG|8RCR|aRPLT
357	32623 63633	2	   	267.21	DCR|5VULN|2TLV|1DMG	12469VULN|34TLV|4BPWR|5FEWX|7DMG|8RCR|aLHND
358	33621 35334	2	   	267.21	DCR|5VULN|2TLV|1DMG	12467VULN|24BPWR|34TLV|5RMIN|8RCVC|9DMG|aRCR
359	33623 63631	2	   	267.21	DCR|5VULN|2TLV|1DMG	12469VULN|24BPWR|34TLV|5FEWX|7DMG|8RCR|aRPLT
360	33623 63633	2	   	267.21	DCR|5VULN|2TLV|1DMG	12469VULN|24BPWR|34TLV|5FEWX|7DMG|8RCR|aLHND
361	12523 13121	7	   	267.15	DCR|4VULN|2DMG|1CDMG	17ERES|27DMG|3LIT|4BELT|5CDMG|678aVULN|7BPWR|9RCR
362	12523 13161	9	   	267.15	DCR|4VULN|2DMG|1CDMG	17ERES|27DMG|3LIT|4BELT|5CDMG|679aVULN|7BPWR|8RCR
363	32623 63632	2	   	267.11	DCR|5VULN|2TLV|1DMG	12469VULN|34TLV|4BPWR|5FEWX|7DMG|8RCR|aBBNT
364	33623 63632	2	   	267.11	DCR|5VULN|2TLV|1DMG	12469VULN|24BPWR|34TLV|5FEWX|7DMG|8RCR|aBBNT
365	32353 12622	7	 * 	266.84	DCR|4VULN|2DUR|2CDMG	1269VULN|3BEXP|49DUR|5LIT|7FEWX|89CDMG|9BPWR|aRCR
366	33353 12622	7	   	266.84	DCR|4VULN|2DUR|2CDMG	1269VULN|29BPWR|3BEXP|49DUR|5LIT|7FEWX|89CDMG|aRCR
367	32325 31154	1	 * 	266.77	DCR|3VULN|3DMG|2TLV	149VULN|234DMG|49BPWR|59TLV|6FEWX|7LIT|89BEXP|aRCR
368	32663 22622	5	   	266.74	DCR|4VULN|2DUR|2CDMG	1239VULN|4FEWX|59DUR|6LIT|7DUST|89CDMG|9BPWR|aRCR
369	33663 22622	5	   	266.74	DCR|4VULN|2DUR|2CDMG	1239VULN|29BPWR|4FEWX|59DUR|6LIT|7DUST|89CDMG|aRCR
370	32461 36324	7	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|3aDMG|4RPLT|58aDUR|6MBVNT|7RCR|9RMIN|aBPWR
371	32462 23313	9	   	266.71	DCR|3VULN|3DUR|2DMG	125VULN|35DMG|4RPLT|5BPWR|68aDUR|7FEWX|9RCR
