0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21513 63512	6	 * 	285.19	DCR|5VULN|3DUR|1CDMG	19aBEXP|2589aVULN|3CDMG|4MLV|6RCR|79aDUR|9aBPWR
165	31235 66122	9	   	258.27	DCR|3VULN|3DMG|2CDMG	18LHND|248VULN|349DMG|48BPWR|5ERES|68CDMG|7LEGI|aRCR
166	31233 13312	8	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|248VULN|34DMG|4BPWR|5DUR|6LIT|7CGEN|9RCR|aASPD
167	31233 62312	7	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|247VULN|34DMG|4BPWR|5DUR|6ZMB|8LIT|9RCR|aASPD
168	31233 62612	8	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|247VULN|34DMG|4BPWR|5DUR|6ZMB|8LIT|9RCR|aASPD
169	31234 61112	8	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|247VULN|34DMG|4BPWR|5LIT|6RMIN|8DUR|9RCR|aASPD
170	31233 15312	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|248VULN|34DMG|4BPWR|5DUR|6LIT|7ERES|9RCR|aASPD
171	31234 21112	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|247VULN|34DMG|4BPWR|5LIT|6ERES|8DUR|9RCR|aASPD
172	31233 51362	8	   	257.54	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	17LHND|24VULN|348DMG|4BPWR|5DUR|6CDMG|9TLV|aRCR
173	21135 31125	9	 * 	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1BEXP|25VULN|35DUR|4AART|5BPWR|6aDMG|78ASPD|9RCR
174	21135 31165	8	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1BEXP|25VULN|35DUR|4AART|5BPWR|6aDMG|78ASPD|9RCR
175	31233 41163	8	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1LHND|24VULN|34DMG|4BPWR|5aDUR|6AART|78ASPD|9RCR
176	31233 41663	7	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1LHND|24VULN|34DMG|4BPWR|5aDUR|6AART|78ASPD|9RCR
177	12132 63316	4	   	257.43	DCR|3VULN|3DUR|1DMG	1ZMB|24aDUR|346VULN|4BPWR|5LHND|7DMG|8LIT|9RCR
178	12133 56235	8	   	257.43	DCR|3VULN|3DUR|1DMG	1ZMB|245DUR|349VULN|4BPWR|6LHND|7DMG|8LIT|aRCR
179	12135 63316	4	   	257.43	DCR|3VULN|3DUR|1DMG	1ZMB|24aDUR|345VULN|4BPWR|6LWND|7DMG|8LIT|9RCR
180	12136 63316	4	   	257.43	DCR|3VULN|3DUR|1DMG	1ZMB|24aDUR|346VULN|4BPWR|5BEXP|7DMG|8LIT|9RCR
181	21111 21136	8	   	257.33	DCR|3VULN|3DUR|1DMG	1BEXP|267VULN|358DUR|4LIT|9DMG|aRCR
182	21111 21156	9	   	257.33	DCR|3VULN|3DUR|1DMG	1BEXP|267VULN|358DUR|4LIT|9DMG|aRCR
183	31411 21136	8	   	257.33	DCR|3VULN|3DUR|1DMG	1LHND|267VULN|358DUR|4LIT|9DMG|aRCR
184	31411 21156	9	   	257.33	DCR|3VULN|3DUR|1DMG	1LHND|267VULN|358DUR|4LIT|9DMG|aRCR
185	31232 13352	8	   	257.21	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD|1AART	1LHND|24VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|9DUR|aASPD
186	31233 41425	10	   	257.21	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD|1AART	1LHND|24VULN|34DMG|4BPWR|5DUR|6AART|7ASPD|8LIT|9TLV|aRCR
187	41613 21631	10	 * 	256.91	ACR|3VULN|3DMG|3ASPD|3LIT	1RCR|29aLIT|39aDMG|467VULN|5MLV|89aASPD|9aBPWR
188	31232 13322	8	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1LHND|249VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|aCGEN
189	31232 13323	8	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1LHND|249VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|aBEXP
190	31232 13324	8	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1aLHND|249VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR
191	31232 13325	8	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1LHND|249VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|aRCVC
192	31232 13352	10	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1LHND|24aVULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|9RPLT
193	31232 13356	9	   	256.87	DCR|3VULN|2DMG|1TLV|1AART	1LHND|24aVULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|9RPLT
194	31232 42132	5	   	256.87	DCR|3VULN|2DMG|1DUR|1AART	17LHND|249VULN|34DMG|4BPWR|5AART|6RCR|8LIT|aDUR
195	31233 45362	7	   	256.87	DCR|3VULN|2DMG|1DUR|1AART	1LHND|248VULN|34DMG|4BPWR|5DUR|6AART|7ZMB|9RCR|aLIT
196	21135 34522	7	   	256.85	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1BEXP|25VULN|35DUR|4AART|5BPWR|6DMG|7LIT|8CDMG|9RCR|aTLV
197	31223 46422	8	   	256.85	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1LHND|26VULN|3DMG|4CDMG|56DUR|6BPWR|7LIT|8AART|9RCR|aTLV
198	46113 12531	9	   	256.85	ACR|3VULN|2DMG|2DUR|1TLV|1ASPD	1RCR|279VULN|39DUR|4LIT|5TLV|6RMIN|89DMG|9BPWR|aASPD
199	26314 21112	8	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|2LIT|3TLV|467VULN|5DMG|8DUR|9RCR|aASPD
200	26615 21112	8	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|2LIT|3DMG|467VULN|5TLV|8DUR|9RCR|aASPD
201	31232 13321	8	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1LHND|249VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|aERES
202	31232 13326	8	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1LHND|249VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|aDUST
203	12131 16263	4	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ZMB|24DUR|347VULN|4BPWR|5BBNT|6ASPD|8TLV|9CDMG|aRCR
204	12132 21365	7	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ZMB|24DUR|348VULN|4BPWR|5AART|6BEXP|7ASPD|9RCR|aDMG
205	12132 51365	7	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ZMB|24DUR|348VULN|4BPWR|5AART|6FEWX|7ASPD|9RCR|aDMG
206	12135 26315	4	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ZMB|24DUR|345VULN|4BPWR|6AART|7ASPD|8RCR|9LWND|aDMG
207	21135 21625	9	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|256VULN|35DUR|4AART|5BPWR|7MLV|8ASPD|9RCR|aDMG
208	21135 31325	10	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|25aVULN|35DUR|4AART|5BPWR|6DMG|7ASPD|8DMSP|9RCR
209	21135 31361	7	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|258VULN|35DUR|4AART|5BPWR|6DMG|7ASPD|9RCR|aRMIN
210	21135 31364	7	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|258VULN|35DUR|4AART|5BPWR|6DMG|7ASPD|9RCR|aLHND
211	46111 11352	7	   	256.47	ACR|3VULN|3DUR|2DMG|1CDMG	1RCR|28aVULN|358DUR|4LIT|6CDMG|78DMG|8BPWR|9RMIN
212	46112 11332	7	   	256.47	ACR|3VULN|3DUR|2DMG|1CDMG	1RCR|258VULN|38aDUR|4LIT|6CDMG|78DMG|8BPWR|9DMSP
213	12132 41615	5	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ZMB|24DUR|348VULN|4BPWR|5AART|6RCR|7BBNT|9ASPD|aDMG
214	12132 43615	5	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ZMB|24DUR|348VULN|4BPWR|5AART|6RCR|7TBNT|9ASPD|aDMG
215	12135 26335	4	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ZMB|24DUR|345VULN|4BPWR|6AART|7ASPD|8RCR|9BBNT|aDMG
216	21135 31124	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|25aVULN|35DUR|4AART|5BPWR|6DMG|7BBNT|8ASPD|9RCR
217	21135 31366	7	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|258VULN|35DUR|4AART|5BPWR|6DMG|7ASPD|9RCR|aDUST
218	21135 31424	7	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|25aVULN|35DUR|4AART|5BPWR|6DMG|7ASPD|8BBNT|9RCR
219	21135 33124	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|25aVULN|35DUR|4AART|5BPWR|6DMG|7TBNT|8ASPD|9RCR
220	21135 22426	9	   	256.44	DCR|4VULN|2DUR|1AART	1BEXP|2568VULN|35DUR|4AART|5BPWR|7BELT|9RCR|aLIT
221	12132 13351	8	   	256.43	DCR|2VULN|3DUR|1DMG|1TLV|1AART	1ZMB|249DUR|34VULN|4BPWR|5AART|6TLV|7LIT|8RCR|aDMG
222	15432 13351	8	   	256.43	DCR|2VULN|3DUR|1DMG|1TLV|1AART	1ZMB|24VULN|349DUR|4BPWR|5AART|6TLV|7LIT|8RCR|aDMG
223	46112 11363	7	   	256.37	ACR|3VULN|3DUR|2DMG|1CDMG	1RCR|258VULN|389DUR|4LIT|6CDMG|78DMG|8BPWR|aDUST
224	31232 14621	10	   	256.33	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR|aBEXP
225	31232 14622	9	   	256.33	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR|aCGEN
226	31232 14625	10	   	256.33	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR|aFEWX
227	31232 14625	9	   	256.33	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR|aZMB
228	31232 14626	10	   	256.33	DCR|3VULN|2DMG|2AART|1TLV	1aLHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR
229	31232 14626	9	   	256.33	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR|aRPLT
230	31232 63221	9	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1LHND|247VULN|34DMG|4BPWR|56AART|8MLV|9RCR|aDUR
231	31232 63222	10	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1LHND|247VULN|34DMG|4BPWR|56AART|8MLV|9RCR|aDUR
232	31232 64521	9	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1LHND|248VULN|34DMG|4BPWR|56AART|7MLV|9RCR|aDUR
233	31232 64522	10	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1LHND|248VULN|34DMG|4BPWR|56AART|7MLV|9RCR|aDUR
234	12133 15416	10	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	1ZMB|245DUR|34aVULN|4BPWR|6BEXP|7TLV|8RCR|9ASPD
235	31232 42134	5	   	256.27	DCR|3VULN|3DMG|1AART	17LHND|249VULN|34aDMG|4BPWR|5AART|6RCR|8LIT
236	31232 14623	10	   	256.23	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9RCR|aDUST
237	31232 14637	9	   	256.23	DCR|3VULN|2DMG|2AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57AART|6TLV|9MBVNT|aRCR
238	31232 63165	9	   	256.23	DCR|3VULN|2DMG|2AART|1DUR	1LHND|247VULN|34DMG|4BPWR|56AART|8DUST|9DUR|aRCR
239	21521 13325	7	   	256.21	DCR|4VULN|2TLV|2LIT|1CDMG	18BEXP|2458VULN|3CDMG|69TLV|78LIT|8BPWR|aRCR
240	21521 51325	4	   	256.21	DCR|4VULN|2TLV|2LIT|1CDMG	18BEXP|2478VULN|3CDMG|59TLV|68LIT|8BPWR|aRCR
241	31231 26434	5	   	256.19	DCR|4VULN|2DMG|1ASPD	16LHND|247aVULN|34DMG|4BPWR|5DUST|8ASPD|9RCR
242	31231 66431	5	   	256.19	DCR|4VULN|2DMG|1ASPD	1LHND|2467VULN|34DMG|4BPWR|5DUST|8ASPD|9RCR|aBEXP
243	31231 66432	5	   	256.19	DCR|4VULN|2DMG|1ASPD	1LHND|2467VULN|34DMG|4BPWR|5DUST|8ASPD|9RCR|aFEWX
244	31231 66433	5	   	256.19	DCR|4VULN|2DMG|1ASPD	1LHND|2467VULN|34DMG|4BPWR|5DUST|8ASPD|9RCR|aRMIN
245	21521 53335	8	   	256.11	DCR|4VULN|1DMG|2LIT|1CDMG	1BEXP|2459VULN|3CDMG|6DMG|78LIT|aRCR
246	21521 53335	9	   	256.11	DCR|4VULN|1DMG|2LIT|1CDMG	1BEXP|2459VULN|3CDMG|6DMG|78LIT|aRCR
247	31236 62114	10	   	256.08	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|5ZMB|6CDMG|78DUR|9BELT|aRCR
248	31236 62115	8	   	256.08	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|5ZMB|6CDMG|78DUR|9LWND|aRCR
249	31236 62125	8	   	256.08	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|5ZMB|6CDMG|78DUR|9DMSP|aRCR
250	31236 62136	10	   	256.08	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|5ZMB|6CDMG|78DUR|9CGEN|aRCR
251	31223 42122	9	   	256.08	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|26VULN|389DMG|4CDMG|56DUR|68BPWR|78CGEN|aRCR
252	31223 42122	10	   	256.08	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|26VULN|389DMG|4CDMG|56DUR|68BPWR|78CGEN|aRCR
253	14122 11113	7	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7BEXP|89VULN|aRCR
254	14122 11613	8	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7BEXP|89VULN|aRCR
255	14122 12113	6	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7BEXP|89VULN|aRCR
256	14122 14113	7	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7FEWX|89VULN|aRCR
257	14122 14613	8	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7FEWX|89VULN|aRCR
258	14122 15113	6	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7FEWX|89VULN|aRCR
259	14122 16113	7	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7LHND|89VULN|aRCR
260	14122 16613	8	   	256.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19ZMB|2SELL|35DMG|459DUR|59BPWR|6TLV|7LHND|89VULN|aRCR
261	31235 62122	8	   	255.98	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|5ERES|6CDMG|78DUR|9DMSP|aRCR
262	31235 62162	10	   	255.98	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|5ERES|6CDMG|78DUR|9RPLT|aRCR
263	21135 22425	9	   	255.91	DCR|4VULN|2DUR|2AART	1BEXP|2568VULN|35DUR|4aAART|5BPWR|7BELT|9RCR
264	21135 24623	9	   	255.91	DCR|4VULN|2DUR|2AART	1BEXP|2568VULN|35DUR|4aAART|5BPWR|7DMSP|9RCR
265	31233 53352	10	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	1LHND|24VULN|348DMG|4BPWR|57DUR|6CDMG|9CGEN|aRCR
266	31233 53352	9	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	1LHND|24VULN|348DMG|4BPWR|57DUR|6CDMG|9CGEN|aRCR
267	31233 53522	10	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	1LHND|24VULN|349DMG|4BPWR|57DUR|6CDMG|8CGEN|aRCR
268	31233 53522	9	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	1LHND|24VULN|349DMG|4BPWR|57DUR|6CDMG|8CGEN|aRCR
269	31235 62132	8	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|59ERES|6CDMG|78DUR|aRCR
270	31235 62142	10	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|59ERES|6CDMG|78DUR|aRCR
271	31235 62142	9	   	255.88	DCR|2VULN|3DMG|2DUR|1CDMG	18LHND|24VULN|348DMG|48BPWR|59ERES|6CDMG|78DUR|aRCR
272	12131 25652	4	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	17ZMB|24DUR|347VULN|47BPWR|5BBNT|67TLV|8RCR|9DMG|aERES
273	12111 25651	4	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	17ZMB|24DUR|37aVULN|5BBNT|67TLV|7BPWR|8RCR|9DMG
274	31233 53342	10	   	255.78	DCR|2VULN|3DMG|2DUR|1CDMG	1LHND|24VULN|348DMG|4BPWR|57DUR|6CDMG|9ERES|aRCR
275	31233 53342	9	   	255.78	DCR|2VULN|3DMG|2DUR|1CDMG	1LHND|24VULN|348DMG|4BPWR|57DUR|6CDMG|9ERES|aRCR
276	12132 12432	9	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1ZMB|24DUR|348VULN|4BPWR|5AART|6TLV|7BELT|9CDMG|aRCR
277	12132 42223	5	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1ZMB|24DUR|34aVULN|4BPWR|5AART|6RCR|7LHND|8TLV|9CDMG
278	15432 12432	9	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1ZMB|248VULN|34DUR|4BPWR|5AART|6TLV|7BELT|9CDMG|aRCR
279	15432 42223	5	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1ZMB|24aVULN|34DUR|4BPWR|5AART|6RCR|7LHND|8TLV|9CDMG
280	12352 63125	10	   	255.20	DCR|3VULN|2DUR|2CDMG|1ASPD	1ZMB|2aDUR|3ASPD|4LIT|58aVULN|6BEXP|7RCR|9aCDMG|aBPWR
281	12135 63312	4	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ZMB|24DUR|345VULN|4BPWR|6LWND|7DMG|8LIT|9RCR|aASPD
282	12132 63312	4	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ZMB|24DUR|346VULN|4BPWR|5LHND|7DMG|8LIT|9RCR|aASPD
283	12136 63312	4	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ZMB|24DUR|346VULN|4BPWR|5BEXP|7DMG|8LIT|9RCR|aASPD
284	15432 63312	4	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ZMB|246VULN|34DUR|4BPWR|5LHND|7DMG|8LIT|9RCR|aASPD
