0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31513 14521	3	 * 	276.36	DCR|4VULN|2DMG|2TLV|1ASPD	1RMIN|27TLV|3789VULN|4RCVC|57DMG|6RCR|7BPWR|aASPD
169	62335 31431	8	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	18DUR|28LHND|3RMIN|4aDMG|5TLV|68VULN|7RCR|8BPWR|9LIT
170	61335 31431	8	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	18DUR|28DUST|3RMIN|4aDMG|5TLV|68VULN|7RCR|8BPWR|9LIT
171	61313 31324	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|2DUST|3RMIN|456VULN|7DMG|8RCR|9TLV|aCDMG
172	61523 31324	10	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2DUST|356VULN|4CGEN|7DMG|8RCR|9TLV|aCDMG
173	61533 31324	10	   	250.91	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2DUST|356VULN|4ERES|7DMG|8RCR|9TLV|aCDMG
174	54332 63123	9	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1SELL|2TLV|349VULN|5DMG|6DUR|7CDMG|8BELT|aRCR
175	62432 23523	6	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2LHND|38LIT|4LWND|5DMG|6RCR|789VULN|8BPWR|aCGEN
176	62432 23523	8	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2LHND|38LIT|4LWND|5DMG|6RCR|789VULN|8BPWR|aCGEN
177	62432 23523	7	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2LHND|38LIT|4LWND|5DMG|6RCR|789VULN|8BPWR|aCGEN
178	61432 23523	9	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2DUST|38LIT|4LWND|5DMG|6RCR|78aVULN|8BPWR|9BEXP
179	61432 23523	6	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2DUST|38LIT|4aLWND|5DMG|6RCR|789VULN|8BPWR
180	61432 23523	7	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2DUST|38LIT|4aLWND|5DMG|6RCR|789VULN|8BPWR
181	61432 23523	8	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|2DUST|38LIT|4aLWND|5DMG|6RCR|789VULN|8BPWR
182	33552 26132	10	 * 	250.58	DCR|2VULN|3DUR|2TLV|1DMG	1RMIN|2RCVC|37VULN|457DUR|67TLV|7BPWR|8RCR|9LIT|aDMG
183	62311 22164	9	   	250.58	DCR|2VULN|3DUR|1DMG|2CDMG	167DUR|2LHND|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9DMG|aLIT
184	65311 22124	9	   	250.58	DCR|2VULN|3DUR|2CDMG|1DMG	167DUR|2BEXP|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9DMG|aLIT
185	61311 22124	9	   	250.48	DCR|2VULN|3DUR|2CDMG|1DMG	167DUR|2DUST|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9DMG|aLIT
186	11342 25311	1	   	250.18	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1FEWX|2AART|3TLV|489VULN|5LIT|6ASPD|7RCR|aDMG
187	41342 25311	1	   	250.18	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1BEXP|2AART|3TLV|489VULN|5LIT|6ASPD|7RCR|aDMG
188	12512 42133	4	   	249.85	DCR|4VULN|1DUR|2LIT|1ASPD	1aFEWX|2LHND|358aVULN|4DUR|6RCR|7ASPD|9aLIT|aBPWR
189	12516 42133	5	   	249.85	DCR|4VULN|1DUR|2LIT|1ASPD	1aFEWX|2LHND|358aVULN|4DUR|6RCR|7ASPD|9aLIT|aBPWR
190	42512 42133	4	   	249.85	DCR|4VULN|1DUR|2LIT|1ASPD	1aBEXP|2LHND|358aVULN|4DUR|6RCR|7ASPD|9aLIT|aBPWR
191	22216 13314	8	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	128ERES|28BPWR|3CGEN|48DMG|568VULN|7RCR|9DUR|aASPD
192	23513 35422	5	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1ERES|2BEXP|3DUR|459aVULN|6RCR|7AART|8TLV
193	64521 22121	10	 * 	249.57	DCR|2VULN|3DUR|3CDMG|2ASPD	167DUR|2LEGI|3aVULN|47CGEN|57aCDMG|7aBPWR|8RCR|9aASPD
194	62323 61126	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2LHND|3RMIN|4BEXP|568VULN|6BPWR|7RCR|9DMG|aCDMG
195	62323 61226	8	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2LHND|3RMIN|4BEXP|568VULN|6BPWR|7RCR|9DMG|aCDMG
196	61323 61126	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2DUST|3RMIN|4BEXP|568VULN|6BPWR|7RCR|9DMG|aCDMG
197	61323 61226	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2DUST|3RMIN|4BEXP|568VULN|6BPWR|7RCR|9DMG|aCDMG
198	64531 22121	10	   	249.37	DCR|2VULN|3DUR|3CDMG|2ASPD	167DUR|2LEGI|3aVULN|47ERES|57aCDMG|7aBPWR|8RCR|9aASPD
199	23513 51423	8	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	18ERES|2BEXP|38DUR|458VULN|6LEGI|7RCR|8BPWR|9DMG|aCDMG
200	33552 26123	8	   	249.12	DCR|3VULN|3DUR|2TLV	1RMIN|2RCVC|379VULN|457DUR|67TLV|7BPWR|8RCR|aMLV
201	62311 22226	8	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2LHND|3RMIN|479VULN|57CDMG|7BPWR|8CGEN|aRCR
202	62311 22516	8	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2LHND|3RMIN|47aVULN|57CDMG|7BPWR|8MLV|9RCR
203	62311 22526	8	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2LHND|3RMIN|479VULN|57CDMG|7BPWR|8MLV|aRCR
204	65311 22112	10	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2BEXP|3RMIN|47aVULN|57CDMG|7BPWR|8RCR|9DMSP
205	65311 22134	9	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2BEXP|3RMIN|47aVULN|57CDMG|7BPWR|8RCR|9LWND
206	65311 22226	8	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2BEXP|3RMIN|479VULN|57CDMG|7BPWR|8CGEN|aRCR
207	65311 22326	7	   	249.12	DCR|3VULN|3DUR|2CDMG	167DUR|2BEXP|3RMIN|479VULN|57CDMG|7BPWR|8CGEN|aRCR
208	32131 14624	1	   	249.12	DCR|3VULN|3DUR|1DMG	1RMIN|259VULN|3RCVC|457DUR|5BPWR|6ZMB|8RCR|aDMG
209	61332 31414	9	   	249.02	DCR|3VULN|3DUR|1DMG	189DUR|28DUST|3RMIN|4DMG|5CGEN|68aVULN|7RCR|8BPWR
210	62613 16331	1	   	249.02	DCR|3VULN|3DUR|1DMG	178DUR|2FEWX|346VULN|5DMG|9RCR|aCGEN
211	62613 16332	1	   	249.02	DCR|3VULN|3DUR|1DMG	178DUR|2FEWX|346VULN|5DMG|9RCR|aBELT
212	33552 26122	8	   	249.02	DCR|3VULN|3DUR|2TLV	1RMIN|2RCVC|379VULN|457DUR|67TLV|7BPWR|8RCR|aTBNT
213	61212 31423	10	   	249.02	DCR|3VULN|3DUR|1DMG	148DUR|28DUST|3BEXP|5CGEN|68aVULN|7RCR|8BPWR|9DMG
214	61311 22112	10	   	249.02	DCR|3VULN|3DUR|2CDMG	167DUR|2DUST|3RMIN|47aVULN|57CDMG|7BPWR|8RCR|9DMSP
215	61311 22134	9	   	249.02	DCR|3VULN|3DUR|2CDMG	167DUR|2DUST|3RMIN|47aVULN|57CDMG|7BPWR|8RCR|9LWND
216	61311 22226	8	   	249.02	DCR|3VULN|3DUR|2CDMG	167DUR|2DUST|3RMIN|479VULN|57CDMG|7BPWR|8CGEN|aRCR
217	61311 22326	7	   	249.02	DCR|3VULN|3DUR|2CDMG	167DUR|2DUST|3RMIN|479VULN|57CDMG|7BPWR|8CGEN|aRCR
218	62311 22154	9	   	249.02	DCR|3VULN|3DUR|2CDMG	167DUR|2LHND|3RMIN|47aVULN|57CDMG|7BPWR|8RCR|9DUST
219	64311 22226	8	   	249.02	DCR|3VULN|3DUR|2CDMG	167DUR|2LEGI|3RMIN|479VULN|57CDMG|7BPWR|8CGEN|aRCR
220	61523 31352	10	   	248.92	DCR|3VULN|3DUR|1DMG	19aDUR|2DUST|356VULN|4CGEN|7DMG|8RCR
221	62613 16333	1	   	248.92	DCR|3VULN|3DUR|1DMG	178DUR|2FEWX|346VULN|5DMG|9RCR|aBBNT
222	61311 22152	10	   	248.92	DCR|3VULN|3DUR|2CDMG	167DUR|29DUST|3RMIN|47aVULN|57CDMG|7BPWR|8RCR
223	31123 14333	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3BEXP|4DUR|5DMG|67aVULN|8ASPD|9RCR
224	31143 24333	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3BEXP|47aVULN|5DMG|6DUR|8ASPD|9RCR
225	31223 14333	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3FEWX|4DUR|5DMG|67aVULN|8ASPD|9RCR
226	31243 24333	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3FEWX|47aVULN|5DMG|6DUR|8ASPD|9RCR
227	31523 12633	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|36aVULN|4DUR|5DMG|7ASPD|8FEWX|9RCR
228	31143 12133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3BEXP|46aVULN|5DMG|7ASPD|8DUR|9RCR
229	31243 12133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3FEWX|46aVULN|5DMG|7ASPD|8DUR|9RCR
230	31513 12133	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|36aVULN|4BEXP|5DMG|7ASPD|8DUR|9RCR
231	31522 34324	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|37aVULN|4CGEN|5DUR|6RCR|8ASPD|9DMG
232	31523 54333	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|37aVULN|4DUR|5DMG|6FEWX|8ASPD|9RCR
233	31563 12133	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|36aVULN|4FEWX|5DMG|7ASPD|8DUR|9RCR
234	31513 24333	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|37aVULN|4BEXP|5DMG|6DUR|8ASPD|9RCR
235	31563 24333	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|37aVULN|4FEWX|5DMG|6DUR|8ASPD|9RCR
236	31123 14333	2	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3DUST|4DUR|5DMG|67aVULN|8ASPD|9RCR
237	31143 24333	2	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3DUST|47aVULN|5DMG|6DUR|8ASPD|9RCR
238	31523 11333	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|36aVULN|4DUR|5DMG|7DUST|8ASPD|9RCR
239	35123 14333	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3DUST|4DUR|5DMG|67aVULN|8ASPD|9RCR
240	35143 24333	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3DUST|47aVULN|5DMG|6DUR|8ASPD|9RCR
241	61335 14333	5	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2DUST|3RMIN|4DMG|5TLV|67aVULN|8ASPD|9RCR
242	61335 34333	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2DUST|3RMIN|4DMG|5TLV|67aVULN|8ASPD|9RCR
243	61343 14333	4	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2DUST|3RMIN|4TLV|5DMG|67aVULN|8ASPD|9RCR
244	61353 14333	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2DUST|3RMIN|4TLV|5DMG|67aVULN|8ASPD|9RCR
245	31143 13333	2	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3DUST|46aVULN|5DMG|7DUR|8ASPD|9RCR
246	31532 34324	5	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|37aVULN|4ERES|5DUR|6RCR|8ASPD|9DMG
247	35143 13333	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2TLV|3DUST|46aVULN|5DMG|7DUR|8ASPD|9RCR
248	61313 31325	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2DUST|3RMIN|456VULN|7DMG|8RCR|9TLV|aASPD
249	61523 31325	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2DUST|356VULN|4CGEN|7DMG|8RCR|9TLV|aASPD
250	61333 36123	4	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1DUR|2DUST|3RMIN|45DMG|6RCR|7AART|89aVULN
251	61533 31325	10	   	248.26	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1DUR|2DUST|356VULN|4ERES|7DMG|8RCR|9TLV|aASPD
252	62313 34422	5	   	248.23	DCR|4VULN|2DUR|1AART	1aDUR|2aLHND|3RMIN|457aVULN|6RCR|8AART|9RPLT|aBPWR
253	62316 42123	8	   	248.12	DCR|2VULN|3DUR|2CDMG|1TLV|1AART	157DUR|2LHND|3RMIN|47VULN|67CDMG|7BPWR|8RCR|9TLV|aAART
254	62311 22123	8	   	248.12	DCR|2VULN|3DUR|2CDMG|1TLV|1AART	167DUR|2LHND|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aAART
255	65311 22123	8	   	248.12	DCR|2VULN|3DUR|2CDMG|1TLV|1AART	167DUR|2BEXP|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aAART
256	12531 42422	8	   	248.06	DCR|3VULN|3DMG|1AART	1aFEWX|2LHND|36aVULN|4AART|57aDMG|8RPLT|9RCR|aBPWR
257	61323 61261	9	   	248.03	DCR|4VULN|2DUR|1AART	16DUR|2DUST|3RMIN|4BEXP|5689VULN|6BPWR|7RCR|aAART
258	61335 31413	10	   	248.02	DCR|2VULN|3DUR|1DMG|1TLV|1AART	189DUR|28DUST|3RMIN|4DMG|5TLV|68VULN|7RCR|8BPWR|aAART
259	61311 22123	8	   	248.02	DCR|2VULN|3DUR|2CDMG|1TLV|1AART	167DUR|2DUST|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aAART
260	64311 22123	8	   	248.02	DCR|2VULN|3DUR|2CDMG|1TLV|1AART	167DUR|2LEGI|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aAART
261	32426 26332	1	   	248.02	DCR|2VULN|3DUR|2ASPD|1TLV	1RMIN|29VULN|3ZMB|489DUR|5LIT|6TLV|79ASPD|9BPWR|aRCR
262	22115 15723	3	   	247.83	DCR|4VULN|2DUR|1AART	127ERES|27BPWR|3679VULN|4MBVNT|57DUR|8RCR|aAART
263	22614 15723	2	   	247.83	DCR|4VULN|2DUR|1AART	127ERES|27BPWR|37DUR|4MBVNT|5679VULN|8RCR|aAART
264	61332 31643	9	 * 	247.79	DCR|2VULN|2DMG|2DUR|2ASPD	19DUR|2DUST|3RMIN|49DMG|5CGEN|6aVULN|7RCR|89ASPD|9BPWR
265	53116 14321	5	   	247.16	DCR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1SELL|278CGEN|3CDMG|47DMG|579VULN|6RCR|7BPWR|aASPD
266	12512 43131	4	   	247.11	DCR|3VULN|2DMG|1DUR	1FEWX|2LHND|358VULN|4DUR|6RCR|7aDMG|9LIT
267	12516 43131	5	   	247.11	DCR|3VULN|2DMG|1DUR	1FEWX|2LHND|358VULN|4DUR|6RCR|7aDMG|9LIT
268	42512 43131	4	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|2LHND|358VULN|4DUR|6RCR|7aDMG|9LIT
269	62522 43131	3	   	247.11	DCR|3VULN|2DMG|1DUR	1DUR|2LHND|358VULN|4LWND|6RCR|7aDMG|9LIT
270	62611 43131	1	   	247.11	DCR|3VULN|2DMG|1DUR	1DUR|2FEWX|348VULN|5LHND|6RCR|7aDMG|9LIT
271	62612 43131	3	   	247.11	DCR|3VULN|2DMG|1DUR	1DUR|2LHND|3LWND|458VULN|6RCR|7aDMG|9LIT
272	62622 43131	2	   	247.11	DCR|3VULN|2DMG|1DUR	1DUR|2LHND|358VULN|4LWND|6RCR|7aDMG|9LIT
273	53116 14212	5	   	247.06	DCR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1SELL|27CGEN|3CDMG|47DMG|57aVULN|6RCR|7BPWR|8ASPD|9TBNT
274	53116 14222	5	   	247.06	DCR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1SELL|27CGEN|3CDMG|47DMG|57aVULN|6RCR|7BPWR|8ASPD|9BBNT
275	61113 34321	8	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1DUR|2DUST|3ZMB|456VULN|7TLV|8RCR|9DMG|aAART
276	61313 31321	9	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1DUR|2DUST|3RMIN|456VULN|7DMG|8RCR|9TLV|aAART
277	61313 34321	8	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1DUR|2DUST|3RMIN|456VULN|7TLV|8RCR|9DMG|aAART
278	22216 13312	8	   	247.01	DCR|3VULN|2DMG|1DUR	128ERES|28BPWR|3CGEN|48DMG|568VULN|7RCR|9DUR|aLIT
279	61511 43131	3	   	247.01	DCR|3VULN|2DMG|1DUR	1DUR|2DUST|348VULN|5LHND|6RCR|7aDMG|9LIT
280	61611 43131	2	   	247.01	DCR|3VULN|2DMG|1DUR	1DUR|2DUST|348VULN|5LHND|6RCR|7aDMG|9LIT
281	62511 43131	3	   	247.01	DCR|3VULN|2DMG|1DUR	1DUR|2LHND|348VULN|5LEGI|6RCR|7aDMG|9LIT
282	62611 43131	2	   	247.01	DCR|3VULN|2DMG|1DUR	1DUR|2LHND|348VULN|5LEGI|6RCR|7aDMG|9LIT
283	41263 35312	1	   	246.93	DCR|3VULN|3DUR|1AART	1BEXP|2AART|34aDUR|5LIT|689VULN|7RCR
284	61363 35312	1	   	246.93	DCR|3VULN|3DUR|1AART	14aDUR|2AART|3BEXP|5LIT|689VULN|7RCR
285	61261 38442	9	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	19DUR|2DUST|39BEXP|4ASPD|5MBVNT|6DMG|7RCR|89aVULN|9BPWR
286	62313 34321	5	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1aDUR|2LHND|3RMIN|457VULN|6RCR|8ASPD|9DMG
287	62312 34324	4	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	15DUR|2LHND|3RMIN|47aVULN|6RCR|8ASPD|9DMG
288	62311 22124	8	   	246.77	DCR|2VULN|3DUR|2CDMG|1TLV	167DUR|2LHND|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aLIT
289	65311 22124	8	   	246.77	DCR|2VULN|3DUR|2CDMG|1TLV	167DUR|2BEXP|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aLIT
290	64313 34321	5	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1aDUR|2LEGI|3RMIN|457VULN|6RCR|8ASPD|9DMG
291	61311 22124	8	   	246.67	DCR|2VULN|3DUR|2CDMG|1TLV	167DUR|2DUST|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aLIT
292	64311 22124	8	   	246.67	DCR|2VULN|3DUR|2CDMG|1TLV	167DUR|2LEGI|3RMIN|47VULN|57CDMG|7BPWR|8RCR|9TLV|aLIT
293	31513 14321	3	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	1RMIN|27TLV|37VULN|4RCVC|57DMG|6RCR|7BPWR|8aDUR|9LWND
294	31513 14331	3	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	1RMIN|27TLV|37VULN|4RCVC|57DMG|6RCR|7BPWR|8aDUR|9LHND
295	62335 31421	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18DUR|28LHND|3RMIN|4aDMG|59TLV|68VULN|7RCR|8BPWR
296	11342 25312	1	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|2AART|3TLV|489VULN|5LIT|6ASPD|7RCR|aDUR
297	41342 25312	1	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1BEXP|2AART|3TLV|489VULN|5LIT|6ASPD|7RCR|aDUR
