0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35241 33433	10	 * 	278.50	DCR|4VULN|2DUR|2TLV|1DMG|1NUKE	1RCVC|2569VULN|3DMG|4NUKE|79TLV|89DUR|9BPWR|aRCR
182	16421 12131	7	 * 	257.71	DCR|5VULN|3ASPD	149DUST|29aASPD|35689VULN|7RCR|9BPWR
183	16421 12131	8	   	257.58	DCR|4VULN|2DUR|1ASPD	149DUST|2ASPD|3569VULN|7RCR|89DUR|9BPWR|aLIT
184	35261 42231	8	   	257.53	DCR|3VULN|3DUR|1DMG	1RCVC|259VULN|3DMG|489DUR|69LWND|7RCR|9BPWR|aLIT
185	35261 12631	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2569VULN|3DMG|4DUR|7RCR|8CDMG|aLHND
186	35261 12632	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2569VULN|3DMG|4DUR|7RCR|8CDMG|aFEWX
187	31231 12112	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2FEWX|3DMG|4568VULN|7RCR|9DUR|aCDMG
188	31231 12152	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2FEWX|3DMG|456aVULN|7RCR|8DUR|9CDMG
189	35221 12112	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4FEWX|7RCR|9DUR|aCDMG
190	35221 12152	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|256aVULN|3DMG|4FEWX|7RCR|8DUR|9CDMG
191	35232 14511	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1RCVC|2578VULN|3DMG|4CDMG|6BEXP|9TLV|aRCR
192	35232 24233	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2569VULN|3DMG|4CDMG|7RCR|8LWND|aDUR
193	35232 24623	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	18RCVC|2569VULN|3DMG|4CDMG|7RCR|aDUR
194	35261 12151	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9CDMG|aLHND
195	35261 12152	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9CDMG|aFEWX
196	35261 12342	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9BEXP|aCDMG
197	35261 12351	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9CDMG|aLHND
198	35261 12352	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9CDMG|aFEWX
199	35261 12432	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2569VULN|3DMG|4DUR|7RCR|8LWND|aCDMG
200	35261 12221	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|256aVULN|3DMG|4DUR|7RCR|8BBNT|9CDMG
201	35261 12321	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|256aVULN|3DMG|4DUR|7RCR|8TBNT|9CDMG
202	35261 12621	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|256aVULN|3DMG|4DUR|7RCR|8CDMG|9BBNT
203	35261 12633	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2569VULN|3DMG|4DUR|7RCR|8CDMG|aDUST
204	35211 12112	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUST|7RCR|9DUR|aCDMG
205	35211 12152	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|256aVULN|3DMG|4DUST|7RCR|8DUR|9CDMG
206	35232 26361	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2569VULN|3DMG|4CDMG|7ERES|8DUR|aRCR
207	35261 12122	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9DUST|aCDMG
208	35261 12153	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9CDMG|aDUST
209	35261 12322	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9DUST|aCDMG
210	35261 12353	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2568VULN|3DMG|4DUR|7RCR|9CDMG|aDUST
211	35261 12115	8	   	257.33	DCR|3VULN|3DUR|1DMG	1RCVC|256VULN|3DMG|489DUR|7RCR|aLIT
212	35261 12152	9	   	257.33	DCR|3VULN|3DUR|1DMG	1RCVC|256VULN|3DMG|48aDUR|7RCR|9LIT
213	12333 24462	4	 * 	256.81	ACR|3VULN|3DMG|2DUR|2TLV	137DUST|2aTLV|4RCR|57DUR|67aDMG|7aBPWR|89aVULN
214	35261 12115	10	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1RCVC|256VULN|3DMG|48DUR|7RCR|9ASPD|aAART
215	52342 33222	10	   	256.01	DCR|4VULN|2DUR|2AART	17AART|28FEWX|358aVULN|48DUR|6RCR|8BPWR|9BEXP
216	52342 33235	10	   	256.01	DCR|4VULN|2DUR|2AART	17AART|289FEWX|358aVULN|48DUR|6RCR|8BPWR
217	52342 33241	9	   	256.01	DCR|4VULN|2DUR|2AART	17AART|28FEWX|358aVULN|48DUR|6RCR|8BPWR|9CGEN
218	52342 33251	8	   	256.01	DCR|4VULN|2DUR|2AART	17AART|28FEWX|358aVULN|48DUR|6RCR|8BPWR|9ZMB
219	52342 33252	10	   	256.01	DCR|4VULN|2DUR|2AART	17AART|28FEWX|358aVULN|48DUR|6RCR|8BPWR|9LWND
220	36121 23342	6	 * 	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|29aERES|389DUR|4FEWX|5aVULN|69aDMG|7RCR|9aBPWR
221	36121 23342	5	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|29aERES|389DUR|4FEWX|5aVULN|69aDMG|7RCR|9aBPWR
222	36126 23342	4	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|29aERES|389DUR|4FEWX|5aVULN|69aDMG|7RCR|9aBPWR
223	36126 23342	3	   	255.45	DCR|2VULN|3DMG|3DUR	1RCVC|29aERES|389DUR|4FEWX|5aVULN|69aDMG|7RCR|9aBPWR
224	31231 12165	7	   	255.45	DCR|5VULN|1DMG	1RCVC|2FEWX|3DMG|45689VULN|7RCR|aLIT
225	35221 12165	7	   	255.45	DCR|5VULN|1DMG	1RCVC|25689VULN|3DMG|4FEWX|7RCR|aLIT
226	35211 12165	7	   	255.35	DCR|5VULN|1DMG	1RCVC|25689VULN|3DMG|4DUST|7RCR|aLIT
227	35261 12152	10	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1RCVC|256VULN|3DMG|48DUR|7RCR|9LIT|aASPD
228	52342 35222	10	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	1AART|28FEWX|358VULN|478DUR|6RCR|8BPWR|9BEXP|aTLV
229	52342 35232	10	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	1AART|28FEWX|358VULN|478DUR|6RCR|8BPWR|9LWND|aTLV
230	55342 33222	10	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	1AART|28LWND|358VULN|478DUR|6RCR|8BPWR|9BEXP|aTLV
231	21423 32261	8	   	255.05	DCR|4VULN|2DMG|1AART	18LWND|24LHND|3AART|589aVULN|6RCR|78DMG|8BPWR
232	41423 32261	8	   	255.05	DCR|4VULN|2DMG|1AART	148LHND|2LWND|3AART|589aVULN|6RCR|78DMG|8BPWR
233	55123 32261	8	   	255.05	DCR|4VULN|2DMG|1AART	1AART|28LWND|34LHND|589aVULN|6RCR|78DMG|8BPWR
234	55322 32261	8	   	255.05	DCR|4VULN|2DMG|1AART	1AART|28LWND|359aVULN|48LHND|6RCR|78DMG|8BPWR
235	56323 32261	8	   	255.05	DCR|4VULN|2DMG|1AART	1AART|248LHND|3LWND|589aVULN|6RCR|78DMG|8BPWR
236	52342 35212	10	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	1AART|28FEWX|358VULN|478DUR|6RCR|8BPWR|9DUST|aTLV
237	55342 33212	10	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	1AART|28LWND|358VULN|478DUR|6RCR|8BPWR|9DUST|aTLV
238	52342 33261	9	   	254.90	DCR|3VULN|3DUR|2AART	17AART|28FEWX|358VULN|48aDUR|6RCR|8BPWR|9LIT
239	42422 12222	8	   	254.90	DCR|2VULN|3DMG|1TLV|1DUR|1ASPD	18LHND|2TLV|38VULN|4DUR|5DLOT|6ASPD|78aDMG|8BPWR|9RCR
240	35261 12312	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aLHND
241	35261 12312	10	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aLHND
242	35261 12313	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aFEWX
243	35261 12314	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1aRCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD
244	35261 12314	10	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aBEXP
245	22141 62336	10	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1LWND|2TLV|3ASPD|4MLV|5689VULN|7RCR|aDMG
246	41315 12631	8	   	254.85	DCR|3VULN|3DMG|1TLV	1389LHND|24LWND|589DMG|689VULN|7RCR|89BPWR|aTLV
247	35361 12241	6	   	254.82	DCR|4VULN|2DUR|1TLV	1RCVC|2568VULN|38CGEN|48DUR|7BELT|8BPWR|9RCR|aTLV
248	35261 12311	10	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aLEGI
249	35261 12316	10	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aDUST
250	26126 31236	6	   	254.72	DCR|4VULN|3ASPD|1DUR	19LWND|239ASPD|4FEWX|5DUR|6789VULN|9BPWR|aRCR
251	26131 51236	3	   	254.72	DCR|4VULN|3ASPD|1DUR	19LWND|239ASPD|4DUR|5FEWX|6789VULN|9BPWR|aRCR
252	35213 31636	3	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|279VULN|389DMG|4LWND|5DUR|69BEXP|9BPWR|aRCR
253	35226 21236	7	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4FEWX|5DUR|79LWND|9BPWR|aRCR
254	35226 22236	6	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4FEWX|5DUR|79LWND|9BPWR|aRCR
255	35226 22236	5	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4FEWX|5DUR|79LWND|9BPWR|aRCR
256	35261 22236	4	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4DUR|5FEWX|79LWND|9BPWR|aRCR
257	35262 21236	7	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4DUR|5FEWX|79LWND|9BPWR|aRCR
258	35262 22236	6	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4DUR|5FEWX|79LWND|9BPWR|aRCR
259	35262 22236	5	   	254.65	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4DUR|5FEWX|79LWND|9BPWR|aRCR
260	26113 51236	4	   	254.62	DCR|4VULN|3ASPD|1DUR	19LWND|239ASPD|4DUST|5DUR|6789VULN|9BPWR|aRCR
261	35261 12313	10	   	254.61	DCR|4VULN|1DMG|1DUR|1ASPD|1SELL	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ASPD|aSELL
262	35213 11636	4	   	254.55	DCR|3VULN|3DMG|1DUR	1RCVC|279VULN|389DMG|4DUST|5DUR|69LWND|9BPWR|aRCR
263	35213 16236	4	   	254.55	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|379DMG|4DUST|5DUR|69LWND|9BPWR|aRCR
264	35213 21236	4	   	254.55	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4DUST|5DUR|79FEWX|9BPWR|aRCR
265	35243 21236	3	   	254.55	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|369DMG|4DUST|5DUR|79FEWX|9BPWR|aRCR
266	16113 51236	3	   	254.52	DCR|4VULN|3ASPD|1DUR	19DUST|239ASPD|4LWND|5DUR|6789VULN|9BPWR|aRCR
267	31231 12635	8	   	253.70	DCR|4VULN|2DMG	1RCVC|289FEWX|39DMG|4569VULN|7RCR|9BPWR|aLIT
268	35221 12635	8	   	253.70	DCR|4VULN|2DMG	1RCVC|2569VULN|39DMG|489FEWX|7RCR|9BPWR|aLIT
269	31232 12135	7	   	253.70	DCR|4VULN|2DMG	1RCVC|259FEWX|39DMG|4689VULN|7RCR|9BPWR|aLIT
270	35222 12135	7	   	253.70	DCR|4VULN|2DMG	1RCVC|2689VULN|39DMG|459FEWX|7RCR|9BPWR|aLIT
271	21332 36254	1	   	253.60	DCR|4VULN|2DMG	1aLWND|2LIT|3TBNT|469aVULN|5DMSP|7aDMG|8RCR|aBPWR
272	53422 22261	8	 * 	253.59	ACR|4VULN|2DMG|2DUR|1AART	1AART|2RCR|38DUR|4LHND|589aVULN|6RCVC|78DMG|8BPWR
273	53423 12261	8	   	253.59	ACR|4VULN|2DMG|2DUR|1AART	1AART|2RCR|38DUR|45LHND|689aVULN|78DMG|8BPWR
274	35262 13142	4	   	253.58	DCR|3VULN|2DMG|2DUR	1RCVC|29aVULN|39DMG|4aDUR|5aERES|689FEWX|7RCR|9aBPWR
275	35261 12325	10	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RCVC|2568VULN|3DMG|4DUR|7RCR|9ZMB|aAART
276	35245 12131	8	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1RCVC|269VULN|39DMG|4NUKE|5RMIN|7RCR|89DUR|9BPWR|aLHND
277	35245 12133	8	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1RCVC|269VULN|39DMG|4NUKE|5RMIN|7RCR|89DUR|9BPWR|aRPLT
278	52342 33211	10	   	253.43	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aRCVC
279	52342 33212	9	   	253.43	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aZMB
280	52342 33212	10	   	253.43	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aLHND
281	52342 33213	10	   	253.43	DCR|3VULN|2DUR|1DMG|2AART	17AART|28aFEWX|358VULN|48DUR|6RCR|8BPWR|9DMG
282	52342 33214	9	   	253.43	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aBEXP
283	52342 33215	9	   	253.43	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aLHND
284	35215 12135	7	   	253.40	DCR|4VULN|2DMG	1RCVC|2689VULN|39DMG|459DUST|7RCR|9BPWR|aLIT
285	35261 12141	8	   	253.38	DCR|3VULN|2DMG|2DUR	1RCVC|256VULN|39DMG|48DUR|7RCR|aLWND
286	35261 12412	7	   	253.38	DCR|3VULN|2DMG|2DUR	1RCVC|256VULN|3aDMG|49DUR|7RCR|8LHND
287	35266 12112	7	   	253.38	DCR|3VULN|2DMG|2DUR	15RCVC|268VULN|3aDMG|49DUR|7RCR
288	35266 12312	8	   	253.38	DCR|3VULN|2DMG|2DUR	15RCVC|268VULN|3aDMG|49DUR|7RCR
289	52342 33213	9	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aMBVNT
290	52342 33215	10	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aDUST
291	52342 33216	9	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	17AART|28FEWX|358VULN|48DUR|6RCR|8BPWR|9DMG|aDUST
292	35261 12143	8	   	253.28	DCR|3VULN|2DMG|2DUR	1RCVC|256VULN|39DMG|48DUR|7RCR|aBBNT
293	35261 12214	7	   	253.28	DCR|3VULN|2DMG|2DUR	1RCVC|256VULN|3aDMG|49DUR|7RCR|8BBNT
294	35261 12314	7	   	253.28	DCR|3VULN|2DMG|2DUR	1RCVC|256VULN|3aDMG|49DUR|7RCR|8TBNT
295	35243 16333	10	   	253.28	DCR|3VULN|2DMG|2DUR|1NUKE	1RCVC|289VULN|35DMG|4NUKE|69DUR|79ERES|9BPWR|aRCR
296	52342 35311	9	   	253.23	DCR|3VULN|2DUR|1DMG|2AART	18AART|2FEWX|35aVULN|47DUR|6RCR|9DMG
297	55342 33311	9	   	253.23	DCR|3VULN|2DUR|1DMG|2AART	18AART|2LWND|35aVULN|47DUR|6RCR|9DMG
298	52322 52132	10	   	253.09	DCR|5VULN|1DUR|1AART	1AART|2FEWX|3569aVULN|46LHND|6BPWR|7DUR|8RCR
299	52322 12132	10	   	252.99	DCR|5VULN|1DUR|1AART	1AART|2FEWX|3569aVULN|4LHND|7DUR|8RCR
300	52342 15132	10	   	252.89	DCR|5VULN|1DUR|1AART	1AART|2FEWX|3569aVULN|4DUR|7DUST|8RCR
301	52341 15132	10	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1AART|2FEWX|39aVULN|47DUR|5TLV|6ASPD|8RCR
302	12421 16132	10	   	252.55	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1DUST|2TLV|39aVULN|45DUR|6ASPD|7AART|8RCR
303	31231 12154	9	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|2FEWX|3aDMG|456VULN|7RCR|8DUR|9CDMG
304	35221 12154	9	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|256VULN|3aDMG|4FEWX|7RCR|8DUR|9CDMG
305	35261 12611	7	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|256VULN|39DMG|4DUR|7RCR|8CDMG|aLHND
306	35261 12612	7	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|256VULN|39DMG|4DUR|7RCR|8CDMG|aFEWX
307	35211 12154	9	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|256VULN|3aDMG|4DUST|7RCR|8DUR|9CDMG
308	35254 13321	3	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|25aVULN|36DMG|4TBNT|7RCR|8DUR|9CDMG
309	35261 12613	7	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1RCVC|256VULN|39DMG|4DUR|7RCR|8CDMG|aDUST
310	54262 11231	7	   	252.32	DCR|4VULN|2TLV|2LIT|1AART	1AART|29TLV|35LIT|4579VULN|59BPWR|69LHND|8RCR|aFEWX
311	54262 11232	7	   	252.32	DCR|4VULN|2TLV|2LIT|1AART	1AART|29TLV|35LIT|4579VULN|59BPWR|69LHND|8RCR|aCGEN
312	54262 21231	7	   	252.32	DCR|4VULN|2TLV|2LIT|1AART	1AART|29TLV|35LIT|4579VULN|59BPWR|69aFEWX|8RCR
313	52325 23623	1	   	252.29	DCR|3VULN|1DMG|2AART|1TLV|1CDMG	14AART|29aVULN|3TLV|5CDMG|6DMG|7BEXP|8RCR
314	35232 24621	9	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	18RCVC|2569VULN|3DMG|4CDMG|7RCR|aASPD
315	32231 12132	8	   	252.22	DCR|4VULN|2DUR|1CDMG	1RCVC|29ZMB|3BEXP|4569VULN|7RCR|89DUR|9BPWR|aCDMG
316	32361 62232	7	   	252.22	DCR|4VULN|2DUR|1CDMG	1RCVC|29ZMB|3LWND|49DUR|5689VULN|7RCR|9BPWR|aCDMG
317	32361 62632	9	   	252.22	DCR|4VULN|2DUR|1CDMG	1RCVC|28ZMB|3LWND|48DUR|5689VULN|7RCR|8BPWR|aCDMG
318	32531 12132	8	   	252.22	DCR|4VULN|2DUR|1CDMG	1RCVC|29ZMB|3FEWX|4569VULN|7RCR|89DUR|9BPWR|aCDMG
319	54262 11233	7	   	252.22	DCR|4VULN|2TLV|2LIT|1AART	1AART|29TLV|35LIT|4579VULN|59BPWR|69LHND|8RCR|aBBNT
320	54262 21233	7	   	252.22	DCR|4VULN|2TLV|2LIT|1AART	1AART|29TLV|35LIT|4579VULN|59BPWR|69FEWX|8RCR|aMBVNT
321	35261 12351	10	   	252.16	DCR|4VULN|1DMG|1DUR	1RCVC|2568VULN|3DMG|4DUR|7RCR|9LIT|aCGEN
322	35261 12353	10	   	252.16	DCR|4VULN|1DMG|1DUR	1RCVC|2568VULN|3DMG|4DUR|7RCR|9LIT|aMLV
323	31323 42852	2	   	252.12	DCR|4VULN|2DUR|1CDMG	1RCVC|29FEWX|3MBVNT|4569VULN|79DUR|8RCR|9BPWR|aCDMG
324	35324 14852	1	   	252.12	DCR|4VULN|2DUR|1CDMG	1RCVC|2479VULN|3MBVNT|59DUR|69FEWX|8RCR|9BPWR|aCDMG
325	35324 14852	2	   	252.12	DCR|4VULN|2DUR|1CDMG	1RCVC|2479VULN|3MBVNT|59DUR|69FEWX|8RCR|9BPWR|aCDMG
326	36323 42852	1	   	252.12	DCR|4VULN|2DUR|1CDMG	1RCVC|29FEWX|3MBVNT|4569VULN|79DUR|8RCR|9BPWR|aCDMG
327	52212 35622	1	 * 	252.07	DCR|3VULN|2DMG|3TLV|1AART	1AART|267VULN|3TBNT|47DMG|57aTLV|7BPWR|8DUST|9RCR
328	35261 12132	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|256VULN|3DMG|48DUR|7RCR|9TLV|aLHND
329	35261 12133	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|256VULN|3DMG|48DUR|7RCR|9TLV|aFEWX
330	35261 12134	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1aRCVC|256VULN|3DMG|48DUR|7RCR|9TLV
331	24131 16412	3	 * 	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	13LWND|23CDMG|3BPWR|4TLV|59aVULN|68DUR|7RCR
332	32361 62631	8	   	252.00	DCR|4VULN|3DUR	1RCVC|289ZMB|3LWND|489DUR|5689VULN|7RCR|89BPWR|aFEWX
333	22211 16412	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1LWND|2TLV|34CDMG|59aVULN|68DUR|7RCR
334	22214 36412	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1LWND|2TLV|34CDMG|58DUR|69aVULN|7RCR
335	42211 16412	2	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1LHND|2TLV|34CDMG|59aVULN|68DUR|7RCR
336	35261 12353	9	   	251.91	DCR|4VULN|1DMG|1DUR|1SELL	1RCVC|2568VULN|3DMG|4DUR|7RCR|9LIT|aSELL
337	32361 62633	8	   	251.90	DCR|4VULN|3DUR	1RCVC|289ZMB|3LWND|489DUR|5689VULN|7RCR|89BPWR|aDUST
338	35243 11612	9	   	251.89	DCR|2VULN|3DMG|2DUR|1NUKE|1AART	1RCVC|28VULN|358DMG|4NUKE|68DUR|7AART|8BPWR|9LWND|aRCR
339	31231 12615	7	   	251.85	DCR|3VULN|3DMG|1CDMG	1RCVC|2FEWX|39aDMG|456VULN|7RCR|8CDMG
340	35221 12615	7	   	251.85	DCR|3VULN|3DMG|1CDMG	1RCVC|256VULN|39aDMG|4FEWX|7RCR|8CDMG
341	35232 24315	7	   	251.85	DCR|3VULN|3DMG|1CDMG	1RCVC|256VULN|39aDMG|4CDMG|7RCR|8FEWX
342	35211 12615	7	   	251.75	DCR|3VULN|3DMG|1CDMG	1RCVC|256VULN|39aDMG|4DUST|7RCR|8CDMG
343	35232 24215	7	   	251.75	DCR|3VULN|3DMG|1CDMG	1RCVC|256VULN|39aDMG|4CDMG|7RCR|8DUST
344	35261 12212	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1RCVC|256VULN|3DMG|4DUR|7RCR|8RMIN|9TLV|aCDMG
345	35261 12432	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1RCVC|256VULN|3DMG|4DUR|7RCR|8LHND|9TLV|aCDMG
346	12424 12326	7	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUST|2TLV|36aVULN|4DUR|5CDMG|7LHND|8RCR|9DMG
347	42323 61326	4	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1LHND|2TLV|3DUST|4DUR|57aVULN|6CDMG|8RCR|9DMG
348	42324 11326	6	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1LHND|2TLV|3DUST|4DUR|5CDMG|67aVULN|8RCR|9DMG
349	35232 24433	10	   	250.91	DCR|4VULN|1DMG|1CDMG|1AART	1RCVC|2569VULN|3DMG|4CDMG|7RCR|8BEXP|aAART
350	12424 21326	5	   	250.91	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUST|2TLV|37aVULN|4DUR|5CDMG|6LEGI|8RCR|9DMG
351	65121 62333	10	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1SELL|2CDMG|3DUR|4FEWX|569VULN|7DMG|8TLV|aRCR
352	52322 46321	3	   	250.84	DCR|3VULN|2TLV|1DMG|1DUR|1AART	1AART|2FEWX|368VULN|46TLV|5BBNT|6BPWR|7DMG|9RCR|aDUR
353	52323 21321	3	   	250.84	DCR|3VULN|2TLV|1DMG|1DUR|1AART	1AART|2FEWX|358VULN|45TLV|5BPWR|6DMG|7BBNT|9RCR|aDUR
354	54262 11212	7	 * 	250.84	DCR|3VULN|3LIT|1DMG|1TLV|1AART	1AART|2TLV|35aLIT|457VULN|5BPWR|6LHND|8RCR|9DMG
355	54262 21212	7	   	250.84	DCR|3VULN|3LIT|1DMG|1TLV|1AART	1AART|2TLV|35aLIT|457VULN|5BPWR|6FEWX|8RCR|9DMG
356	26161 22233	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	169LWND|23ASPD|49DUR|589VULN|7RCR|9BPWR|aCDMG
357	26161 62332	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	19LWND|23ASPD|49DUR|569VULN|7RCR|8RCVC|9BPWR|aCDMG
358	26166 12232	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	19LWND|23ASPD|49DUR|5RCVC|689VULN|7RCR|9BPWR|aCDMG
359	26361 12232	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	19LWND|26ASPD|3DMSP|49DUR|589VULN|7RCR|9BPWR|aCDMG
