0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13553 32235	7	 * 	285.69	DCR|4VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|267aVULN|4ASPD|5TLV|8RCR|9DMG
175	15335 32231	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	15aDUR|2CGEN|367VULN|4ASPD|8RCR|9DMG
176	13233 32235	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR|1NUKE	1DUR|267aVULN|3RCVC|4NUKE|5TLV|8RCR|9DMG
177	11334 41133	4	   	259.93	DCR|3VULN|3DUR|2ASPD|1AART	178DUR|2ERES|357VULN|47ASPD|6AART|7BPWR|9BEXP|aRCR
178	11334 41243	4	   	259.93	DCR|3VULN|3DUR|2ASPD|1AART	179DUR|2ERES|357VULN|47ASPD|6AART|7BPWR|8BEXP|aRCR
179	11335 41353	5	   	259.93	DCR|3VULN|3DUR|2ASPD|1AART	157DUR|2ERES|379VULN|47ASPD|6AART|7BPWR|8BEXP|aRCR
180	11335 32231	7	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	15aDUR|2ERES|367VULN|4ASPD|8RCR|9DMG
181	13321 72731	4	 * 	259.93	DCR|3VULN|3DUR|3LIT|1ASPD	169DUR|29aVULN|3ASPD|4MBVNT|5aERES|7RCR|89aLIT|9aBPWR
182	13324 42731	5	   	259.93	DCR|3VULN|3DUR|3LIT|1ASPD	159DUR|29aVULN|3ASPD|4MBVNT|6aERES|7RCR|89aLIT|9aBPWR
183	13324 42731	6	   	259.93	DCR|3VULN|3DUR|3LIT|1ASPD	159DUR|29aVULN|3ASPD|4MBVNT|6aERES|7RCR|89aLIT|9aBPWR
184	13326 42731	4	   	259.93	DCR|3VULN|3DUR|3LIT|1ASPD	159DUR|29aVULN|3ASPD|4MBVNT|6aERES|7RCR|89aLIT|9aBPWR
185	13327 72731	5	   	259.93	DCR|3VULN|3DUR|3LIT|1ASPD	169DUR|29aVULN|3ASPD|4MBVNT|5aERES|7RCR|89aLIT|9aBPWR
186	13534 32231	7	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD|1NUKE	13aDUR|267VULN|4NUKE|5ASPD|8RCR|9DMG
187	13534 32331	8	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD|1NUKE	13aDUR|267VULN|4NUKE|5ASPD|8RCR|9DMG
188	13534 32351	9	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD|1NUKE	13aDUR|267VULN|4NUKE|5ASPD|8RCR|9DMG
189	13554 32331	9	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|267VULN|4ASPD|5DMG|8RCR|9ERES
190	13521 32115	6	   	259.91	DCR|4VULN|3DUR	135DUR|2789VULN|4RCVC|6LIT|aRCR
191	13521 34115	7	   	259.91	DCR|4VULN|3DUR	135DUR|2789VULN|4RCVC|6LIT|aRCR
192	15115 23211	3	   	259.86	DCR|4VULN|3DUR|1SELL	137DUR|27CGEN|4579VULN|6SELL|7BPWR|8RCR|aLIT
193	13336 36222	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|256aVULN|37ASPD|479MLV|7BPWR|8RCR
194	13336 36231	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37ASPD|47MLV|7BPWR|8RCR|aRCVC
195	13336 36232	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37ASPD|47MLV|7BPWR|8RCR|aBEXP
196	13336 36234	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37ASPD|47MLV|7BPWR|8RCR|aRPLT
197	13336 36242	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|256aVULN|37ASPD|47MLV|7BPWR|8RCR|9LWND
198	13336 36252	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|256aVULN|37ASPD|47MLV|7BPWR|8RCR|9LHND
199	13436 36222	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|256aVULN|379MLV|47ASPD|7BPWR|8RCR
200	13436 36231	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37MLV|47ASPD|7BPWR|8RCR|aRCVC
201	13436 36232	7	   	259.79	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37MLV|47ASPD|7BPWR|8RCR|aBEXP
202	11115 23211	3	   	259.66	DCR|4VULN|3DUR|1SELL	137DUR|27ERES|4579VULN|6SELL|7BPWR|8RCR|aLIT
203	16315 23211	1	   	259.66	DCR|4VULN|3DUR|1SELL	127DUR|37ERES|4579VULN|6SELL|7BPWR|8RCR|aLIT
204	13556 22232	4	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	137DUR|257VULN|457ASPD|57BPWR|6SELL|8TBNT|9LWND|aRCR
205	13556 22332	4	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	137DUR|257VULN|457ASPD|57BPWR|6SELL|8BBNT|9LWND|aRCR
206	13334 31235	4	   	259.59	DCR|4VULN|2DUR|2ASPD	17DUR|259aVULN|36ASPD|4MLV|8RCR
207	13336 31235	5	   	259.59	DCR|4VULN|2DUR|2ASPD	17DUR|259aVULN|36ASPD|4MLV|8RCR
208	13434 31235	4	   	259.59	DCR|4VULN|2DUR|2ASPD	17DUR|259aVULN|3MLV|46ASPD|8RCR
209	13436 31235	5	   	259.59	DCR|4VULN|2DUR|2ASPD	17DUR|259aVULN|3MLV|46ASPD|8RCR
210	12244 31231	1	   	259.58	DCR|2VULN|3DUR|2ASPD|1DMG|1TLV	17aDUR|26ASPD|3TLV|45VULN|8RCR|9DMG
211	13556 22222	4	 * 	259.55	DCR|3VULN|3DUR|3ASPD|1SELL	137DUR|257VULN|457ASPD|57BPWR|6SELL|8TBNT|9LEGI|aRCR
212	13556 22322	4	 * 	259.55	DCR|3VULN|3DUR|3ASPD|1SELL	137DUR|257VULN|457ASPD|57BPWR|6SELL|8BBNT|9LEGI|aRCR
213	13254 32233	7	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1DUR|267VULN|3RCVC|4ASPD|59DMG|8RCR|aAART
214	13254 32333	8	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1DUR|267VULN|3RCVC|4ASPD|59DMG|8RCR|aAART
215	13254 32353	9	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1DUR|267VULN|3RCVC|4ASPD|59DMG|8RCR|aAART
216	13256 63333	6	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1DUR|256VULN|3RCVC|4ASPD|7RCR|89DMG|aAART
217	15323 36123	9	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2CGEN|356VULN|4CDMG|7RCR|8TLV|9LIT|aDMG
218	15323 36126	10	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2CGEN|356VULN|4CDMG|7RCR|8TLV|9LIT|aDMG
219	13253 32264	7	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1DUR|267aVULN|3RCVC|4ASPD|5TLV|8RCR|9LIT
220	13341 12115	4	   	259.25	DCR|4VULN|1TLV|1DUR|1ASPD	1DUR|2789VULN|3ASPD|4LIT|5TBNT|6TLV|aRCR
221	13343 16115	5	   	259.25	DCR|4VULN|1TLV|1DUR|1ASPD	1DUR|2589VULN|3ASPD|4LIT|6TLV|7TBNT|aRCR
222	13656 11211	8	   	259.24	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3LHND|4ASPD|78BEXP|8BPWR|9AART|aRCR
223	13656 13211	8	   	259.24	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3LHND|4ASPD|78FEWX|8BPWR|9AART|aRCR
224	13316 11211	8	   	259.24	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3ASPD|4LWND|78BEXP|8BPWR|9AART|aRCR
225	13316 13211	8	   	259.24	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3ASPD|4LWND|78FEWX|8BPWR|9AART|aRCR
226	13615 25211	9	   	259.21	DCR|2VULN|3DUR|2DMG|1ASPD	145DUR|2aVULN|3aLHND|6ASPD|7RCR|8LIT|9aDMG|aBPWR
227	13353 11211	8	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3ASPD|4DUST|78FEWX|8BPWR|9AART|aRCR
228	13353 13211	8	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3ASPD|4DUST|78BEXP|8BPWR|9AART|aRCR
229	13353 15211	8	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	18DUR|2568VULN|3ASPD|4DUST|78LHND|8BPWR|9AART|aRCR
230	13631 33315	10	   	259.10	DCR|3VULN|2DUR|2ASPD|1CDMG	18DUR|248VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|9RCR|aCDMG
231	13631 33337	8	   	259.10	DCR|3VULN|2DUR|2ASPD|1CDMG	18DUR|248VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|9CDMG|aRCR
232	13631 33347	9	   	259.10	DCR|3VULN|2DUR|2ASPD|1CDMG	18DUR|248VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|9CDMG|aRCR
233	13233 36212	7	   	258.68	DCR|3VULN|3DUR|2TLV|1NUKE|1AART	179DUR|267VULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|aAART
234	13533 36433	8	   	258.68	DCR|3VULN|3DUR|2TLV|1NUKE|1AART	137DUR|267VULN|4NUKE|57TLV|7BPWR|8AART|9BEXP|aRCR
235	13536 13242	4	   	258.68	DCR|3VULN|3DUR|1DMG|1NUKE|1AART	135DUR|25aVULN|4NUKE|5BPWR|6AART|7DMG|8CGEN|9RCR
236	13336 36262	7	   	258.68	DCR|3VULN|3DUR|2ASPD	17aDUR|256VULN|37ASPD|47MLV|7BPWR|8RCR|9LIT
237	13253 36236	7	   	258.57	DCR|2VULN|2DUR|2ASPD|2TLV|1DMG	17DUR|26VULN|3RCVC|47ASPD|57TLV|7BPWR|8RCR|9DMG|aLIT
238	13312 43332	2	   	258.54	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|35BEXP|4TBNT|5aBPWR|6RCR|7CGEN|8aTLV
239	13352 43332	2	   	258.54	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|35BEXP|4BBNT|5aBPWR|6RCR|7CGEN|8aTLV
240	15312 43332	1	   	258.54	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|35BEXP|4TBNT|5aBPWR|6RCR|7CGEN|8aTLV
241	15352 43332	1	   	258.54	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|35BEXP|4BBNT|5aBPWR|6RCR|7CGEN|8aTLV
242	34223 32413	5	   	258.54	DCR|4VULN|2DUR|2CDMG	17CDMG|2RMIN|37DUR|4578VULN|6RCVC|7BPWR|9MLV|aRCR
243	34223 32423	5	   	258.54	DCR|4VULN|2DUR|2CDMG	17CDMG|2RMIN|37DUR|4578VULN|6RCVC|7BPWR|9CGEN|aRCR
244	11323 13445	5	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aMLV
245	13233 36225	7	   	258.44	DCR|4VULN|2DUR|2TLV|1NUKE	17DUR|267aVULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9MLV
246	13233 36242	7	   	258.44	DCR|4VULN|2DUR|2TLV|1NUKE	17DUR|267aVULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9LWND
247	13233 36252	7	   	258.44	DCR|4VULN|2DUR|2TLV|1NUKE	17DUR|267aVULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9LHND
248	11323 13423	5	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9CGEN|aRCR
249	11325 13423	4	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9CGEN|aRCR
250	11355 13423	2	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9CGEN|aRCR
251	11355 13423	3	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9CGEN|aRCR
252	13316 43332	2	   	258.44	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|3BEXP|4TBNT|6RCR|7CGEN|8aTLV|aBPWR
253	13356 43332	2	   	258.44	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|3BEXP|4BBNT|6RCR|7CGEN|8aTLV|aBPWR
254	13514 15322	6	   	258.44	DCR|4VULN|2DUR|1DMG	13DUR|269aVULN|4FEWX|5MLV|7RCR|8DMG
255	15316 43332	1	   	258.44	DCR|4VULN|2DUR|2TLV	1aDUR|259aVULN|3BEXP|4TBNT|6RCR|7CGEN|8aTLV|aBPWR
256	15323 13441	5	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2CGEN|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aBBNT
257	15323 13443	5	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|2CGEN|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aDUST
258	15323 23441	6	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|26CGEN|3578VULN|47CDMG|7BPWR|9RCR|aBBNT
259	15323 23443	6	   	258.44	DCR|4VULN|2DUR|2CDMG	17DUR|26CGEN|3578VULN|47CDMG|7BPWR|9RCR|aDUST
260	34223 32441	5	   	258.44	DCR|4VULN|2DUR|2CDMG	17CDMG|2RMIN|37DUR|4578VULN|6RCVC|7BPWR|9RCR|aBBNT
261	34223 32443	5	   	258.44	DCR|4VULN|2DUR|2CDMG	17CDMG|2RMIN|37DUR|4578VULN|6RCVC|7BPWR|9RCR|aDUST
262	11323 13441	5	   	258.34	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aBBNT
263	11323 13443	5	   	258.34	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aDUST
264	11325 13441	4	   	258.34	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aBBNT
265	11325 13443	4	   	258.34	DCR|4VULN|2DUR|2CDMG	17DUR|2ERES|3578VULN|47CDMG|6DMSP|7BPWR|9RCR|aDUST
266	13236 63315	6	   	258.34	DCR|4VULN|2DUR|1DMG|1NUKE	19DUR|256aVULN|3RCVC|4NUKE|7RCR|8DMG
267	15323 33143	6	   	258.34	DCR|4VULN|2DUR|2CDMG	17DUR|2CGEN|3567VULN|47CDMG|7BPWR|89ERES|aRCR
268	11115 55322	3	   	258.34	DCR|4VULN|2DUR|1DMG	13DUR|2ERES|459aVULN|6FEWX|7RCR|8DMG
269	13113 51413	2	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|279aVULN|3RPLT|4TBNT|5DMG|8RCR
270	13123 51413	2	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|279aVULN|3RPLT|4BBNT|5DMG|8RCR
271	13141 51413	2	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|279aVULN|3RPLT|4DMG|5BBNT|8RCR
272	13513 15322	6	   	258.34	DCR|4VULN|2DUR|1DMG	13DUR|269aVULN|4FEWX|5ERES|7RCR|8DMG
273	15113 51413	1	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|279aVULN|3RPLT|4TBNT|5DMG|8RCR
274	15123 51413	1	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|279aVULN|3RPLT|4BBNT|5DMG|8RCR
275	12343 31323	9	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|29FEWX|3ASPD|4LIT|59aVULN|6RCR|7ERES|89DMG|9BPWR
276	12343 31346	8	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|2aFEWX|3ASPD|4LIT|59aVULN|6RCR|7ERES|8aDMG|aBPWR
277	32512 33512	1	 * 	258.17	DCR|3VULN|3DMG|2CDMG	18CDMG|258DMG|3ERES|4BBNT|6MLV|789VULN|8BPWR|aRCR
278	13254 32236	7	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|267VULN|3RCVC|4ASPD|59DMG|8RCR|aLIT
279	13254 32336	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|267VULN|3RCVC|4ASPD|59DMG|8RCR|aLIT
280	12343 35363	10	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	18DUR|28FEWX|3ASPD|47LIT|589VULN|6RCR|8BPWR|aTLV
281	13326 28318	9	   	257.94	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	18DUR|278VULN|3ASPD|4MBVNT|5LWND|68LIT|8BPWR|9RCR|aTLV
282	12343 34363	10	   	257.88	DCR|4VULN|2DUR|1ASPD	18DUR|278FEWX|3ASPD|4LIT|589aVULN|6RCR|8BPWR
283	13553 32263	7	   	257.84	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	13DUR|267VULN|4ASPD|5TLV|8RCR|9aLIT
284	13336 31233	6	   	257.68	DCR|4VULN|2DUR|1ASPD	17DUR|2569VULN|3ASPD|4MLV|8RCR|aLIT
285	13336 31264	6	   	257.68	DCR|4VULN|2DUR|1ASPD	17DUR|256aVULN|3ASPD|4MLV|8RCR|9LIT
286	13336 32213	7	   	257.68	DCR|4VULN|2DUR|1ASPD	19DUR|2567VULN|3ASPD|4MLV|8RCR|aLIT
287	13336 32262	7	   	257.68	DCR|4VULN|2DUR|1ASPD	1aDUR|2567VULN|3ASPD|4MLV|8RCR|9LIT
288	13436 31233	6	   	257.68	DCR|4VULN|2DUR|1ASPD	17DUR|2569VULN|3MLV|4ASPD|8RCR|aLIT
289	13436 32213	7	   	257.68	DCR|4VULN|2DUR|1ASPD	19DUR|2567VULN|3MLV|4ASPD|8RCR|aLIT
290	13436 32262	7	   	257.68	DCR|4VULN|2DUR|1ASPD	1aDUR|2567VULN|3MLV|4ASPD|8RCR|9LIT
291	13328 18533	6	   	257.58	DCR|4VULN|2DUR|1ASPD	19DUR|279aVULN|3ASPD|4MBVNT|5LIT|69ERES|8RCR|9BPWR
292	13343 32533	5	   	257.58	DCR|4VULN|2DUR|1ASPD	19DUR|259aVULN|3ASPD|4LIT|69ERES|7MBVNT|8RCR|9BPWR
293	13344 32533	4	   	257.58	DCR|4VULN|2DUR|1ASPD	19DUR|259aVULN|3ASPD|4LIT|69ERES|7MBVNT|8RCR|9BPWR
294	13314 32515	6	   	257.55	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aDUR|29VULN|3aASPD|4LWND|5FEWX|6RCR|7AART|8aDMG|aBPWR
295	15323 36224	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1DUR|28CGEN|3569VULN|4CDMG|7RCR|aDMG
296	13312 32515	6	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aDUR|29VULN|3aASPD|4LWND|5DUST|6RCR|7AART|8aDMG|aBPWR
297	14353 13211	1	   	257.43	DCR|3VULN|3DUR|2CDMG	157DUR|2CGEN|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
298	15113 13211	3	   	257.43	DCR|3VULN|3DUR|2CDMG	137DUR|2CGEN|479VULN|57CDMG|6DMSP|7BPWR|8RCR|aLIT
299	15153 43211	4	   	257.43	DCR|3VULN|3DUR|2CDMG	137DUR|2CGEN|4DMSP|57CDMG|679VULN|7BPWR|8RCR|aLIT
300	15323 13211	4	   	257.43	DCR|3VULN|3DUR|2CDMG	157DUR|2CGEN|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
301	15353 13211	3	   	257.43	DCR|3VULN|3DUR|2CDMG	157DUR|2CGEN|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
302	15353 13211	2	   	257.43	DCR|3VULN|3DUR|2CDMG	157DUR|2CGEN|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
303	16113 13211	1	   	257.43	DCR|3VULN|3DUR|2CDMG	127DUR|3MLV|479VULN|57CDMG|6DMSP|7BPWR|8RCR|aLIT
304	15323 36531	7	   	257.42	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1DUR|2CGEN|356VULN|48CDMG|7RCR|9DMG|aTLV
305	15323 36631	8	   	257.42	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1DUR|2CGEN|356VULN|48CDMG|7RCR|9DMG|aTLV
306	35213 36431	7	   	257.42	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	14CDMG|2CGEN|3DUR|568VULN|7RCR|9DMG|aTLV
307	15323 36433	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DUR|2CGEN|3568VULN|4CDMG|7RCR|9DMG|aDUST
308	11323 13211	4	   	257.33	DCR|3VULN|3DUR|2CDMG	157DUR|2ERES|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
309	11353 13211	3	   	257.33	DCR|3VULN|3DUR|2CDMG	157DUR|2ERES|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
310	11353 13211	2	   	257.33	DCR|3VULN|3DUR|2CDMG	157DUR|2ERES|379VULN|47CDMG|6DMSP|7BPWR|8RCR|aLIT
311	13233 36262	7	   	257.33	DCR|3VULN|3DUR|2TLV|1NUKE	17aDUR|267VULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9LIT
312	11153 43211	4	   	257.33	DCR|3VULN|3DUR|2CDMG	137DUR|2ERES|4DMSP|57CDMG|679VULN|7BPWR|8RCR|aLIT
313	32632 71513	1	   	257.30	DCR|4VULN|1DMG|1DUR|1CDMG	1CDMG|2DMG|3MBVNT|4TBNT|5DUR|679aVULN|8RCR
314	32663 21513	1	   	257.30	DCR|4VULN|1DMG|1DUR|1CDMG	1CDMG|2DMG|3MBVNT|479aVULN|5DUR|6TBNT|8RCR
315	44211 43211	5	   	257.23	DCR|3VULN|3DUR|2CDMG	17ERES|24CDMG|357DUR|679VULN|7BPWR|8RCR|aLIT
316	44211 63211	6	   	257.23	DCR|3VULN|3DUR|2CDMG	17ERES|24CDMG|357DUR|679VULN|7BPWR|8RCR|aLIT
317	11123 43211	3	   	257.23	DCR|3VULN|3DUR|2CDMG	137DUR|24ERES|57CDMG|679VULN|7BPWR|8RCR|aLIT
318	16323 43211	1	   	257.23	DCR|3VULN|3DUR|2CDMG	127DUR|34ERES|57CDMG|679VULN|7BPWR|8RCR|aLIT
319	13253 36225	7	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	17DUR|26aVULN|3RCVC|47ASPD|57TLV|7BPWR|8RCR|9MLV
320	13253 36242	7	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	17DUR|26aVULN|3RCVC|47ASPD|57TLV|7BPWR|8RCR|9LWND
321	13253 36252	7	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	17DUR|26aVULN|3RCVC|47ASPD|57TLV|7BPWR|8RCR|9LHND
322	35234 32522	3	   	256.98	DCR|5VULN|1DUR|1CDMG	1CDMG|2CGEN|3DUR|4RPLT|5689aVULN|7RCR
323	13324 73612	9	   	256.91	DCR|3VULN|2DUR|2ASPD|1DMG	15DUR|28aVULN|37ASPD|4MBVNT|6DMG|9RCR
324	33653 33413	6	 * 	256.90	DCR|5VULN|2CDMG|1AART	17CDMG|2LHND|35678VULN|47CGEN|7BPWR|9AART|aRCR
325	11323 32522	2	   	256.88	DCR|5VULN|1DUR|1CDMG	1DUR|2ERES|3689aVULN|4RPLT|5CDMG|7RCR
326	11323 32522	3	   	256.88	DCR|5VULN|1DUR|1CDMG	1DUR|2ERES|3689aVULN|4RPLT|5CDMG|7RCR
327	11434 32522	3	   	256.88	DCR|5VULN|1DUR|1CDMG	1DUR|2ERES|3CDMG|4RPLT|5689aVULN|7RCR
328	13223 32522	2	   	256.88	DCR|5VULN|1DUR|1CDMG	1DUR|2689aVULN|3ERES|4RPLT|5CDMG|7RCR
329	15223 32522	1	   	256.88	DCR|5VULN|1DUR|1CDMG	1DUR|2689aVULN|3ERES|4RPLT|5CDMG|7RCR
330	13253 32236	7	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|267VULN|3RCVC|4ASPD|5TLV|8RCR|9DMG|aLIT
331	13534 32321	9	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD|1NUKE	13DUR|267VULN|4NUKE|5ASPD|8RCR|9CDMG|aTLV
332	13254 32213	7	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	19DUR|267VULN|3RCVC|4ASPD|5DMG|8RCR|aAART
333	13254 32313	8	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	19DUR|267VULN|3RCVC|4ASPD|5DMG|8RCR|aAART
334	13256 63313	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	19DUR|256VULN|3RCVC|4ASPD|7RCR|8DMG|aAART
335	13265 14213	4	   	256.46	DCR|3VULN|2DUR|3LIT|1ASPD|1AART	18DUR|268VULN|3RCVC|4AART|58aLIT|7RCR|8BPWR|9ASPD
336	12334 32232	4	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	18aDUR|28FEWX|3ASPD|4TLV|568VULN|7TBNT|8BPWR|9RCR
337	12434 32232	4	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	18aDUR|28FEWX|3TLV|4ASPD|568VULN|7TBNT|8BPWR|9RCR
338	13365 32212	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	159DUR|267VULN|3ASPD|4CGEN|8RCR|aTLV
339	13551 32212	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	139DUR|267VULN|4ASPD|5CGEN|8RCR|aTLV
340	13553 32211	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	139DUR|267VULN|4ASPD|5TLV|8RCR|aCGEN
341	13553 32214	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	139DUR|267VULN|4ASPD|5TLV|8RCR|aZMB
342	13553 32216	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	139DUR|267VULN|4ASPD|5TLV|8RCR|aFEWX
343	13553 32221	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	13aDUR|267VULN|4ASPD|5TLV|8RCR|9MLV
344	13556 22212	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	139DUR|257VULN|4ASPD|6CGEN|8RCR|aTLV
345	15335 32212	7	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	159DUR|2CGEN|367VULN|4ASPD|8RCR|aTLV
346	13342 31166	10	   	256.19	DCR|2VULN|2DMG|2DUR|2ASPD	1aDUR|27VULN|3aASPD|4LIT|5ZMB|6RPLT|8aDMG|9RCR|aBPWR
347	43226 62333	8	   	256.13	DCR|3VULN|1DMG|2CDMG|1DUR|2LIT	1ERES|2aLIT|3DUR|4LHND|5aCDMG|6DMG|78aVULN|9RCR|aBPWR
348	13553 32213	7	   	256.11	DCR|3VULN|3DUR|1TLV|1ASPD	139DUR|267VULN|4ASPD|5TLV|8RCR|aERES
349	34223 32344	5	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	17CDMG|28RMIN|37DUR|457VULN|6RCVC|7BPWR|9RCR|aDMG
