0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32356 51133	1	 * 	287.39	DCR|3VULN|3DUR|1DMG|2LIT|1CDMG|1AART	13aVULN|23aDUR|3aBPWR|4DMG|5AART|6CDMG|7RCR|8aLIT|9BBNT
165	53521 35233	5	   	260.72	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	1aLIT|26aVULN|3AART|4DUST|5CDMG|7BBNT|8RCR|9aDMG|aBPWR
166	53521 35233	6	   	260.72	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	1aLIT|26aVULN|3AART|4DUST|5CDMG|7BBNT|8RCR|9aDMG|aBPWR
167	31863 34722	5	   	260.70	DCR|4VULN|3DMG|1SELL	1579VULN|2MBVNT|3SELL|479DMG|6RPLT|79BPWR|8RCR|aMLV
168	31863 34723	5	   	260.70	DCR|4VULN|3DMG|1SELL	1579VULN|2MBVNT|3SELL|479DMG|6RPLT|79BPWR|8RCR|aCGEN
169	31863 34724	5	   	260.70	DCR|4VULN|3DMG|1SELL	1579VULN|2MBVNT|3SELL|479DMG|6RPLT|79BPWR|8RCR|aLHND
170	24231 13212	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2689VULN|3LIT|4DMG|5ASPD|7RCR|aCDMG
171	26261 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2DMG|3689VULN|4LIT|5ASPD|7RCR|aCDMG
172	26561 13212	3	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2DMG|3689VULN|4LIT|5ASPD|7RCR|aCDMG
173	32522 23616	7	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1359VULN|2ZMB|4ASPD|6LIT|7CDMG|8RCR|aDMG
174	33231 13212	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1689VULN|2LWND|3LIT|4DMG|5ASPD|7RCR|aCDMG
175	35361 13212	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1689VULN|2DMG|3LWND|4LIT|5ASPD|7RCR|aCDMG
176	36361 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1689VULN|2DMG|3LWND|4LIT|5ASPD|7RCR|aCDMG
177	52431 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LIT|2LWND|3689VULN|4DMG|5ASPD|7RCR|aCDMG
178	53331 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LIT|2689VULN|3LWND|4DMG|5ASPD|7RCR|aCDMG
179	54331 13212	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LIT|2689VULN|3LWND|4DMG|5ASPD|7RCR|aCDMG
180	24265 13212	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2689VULN|3LIT|4ASPD|5DMG|7RCR|aCDMG
181	24265 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2ASPD|3689VULN|4LIT|5DMG|7RCR|aCDMG
182	33265 13212	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1689VULN|2LWND|3LIT|4ASPD|5DMG|7RCR|aCDMG
183	34365 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1689VULN|2ASPD|3LWND|4LIT|5DMG|7RCR|aCDMG
184	53365 13212	2	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1LIT|2689VULN|3LWND|4ASPD|5DMG|7RCR|aCDMG
185	31321 11874	9	   	260.47	DCR|2VULN|3DUR|2DMG|1ASPD|1AART	18VULN|2MBVNT|38DMG|4LHND|5ASPD|689DUR|7AART|8BPWR|aRCR
186	33336 31351	8	   	260.47	DCR|2VULN|3DUR|2DMG|1ASPD|1AART	16VULN|2LHND|3aDMG|456DUR|6BPWR|7ASPD|8AART|9RCR
187	32313 64331	1	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	136VULN|23DUR|3BPWR|4RCVC|5RPLT|7TLV|8RCR|9LIT|aDMG
188	32361 33214	1	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	139VULN|23DUR|3BPWR|4LIT|5DMG|6BEXP|7TLV|8FEWX|aRCR
189	32361 33514	1	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	139VULN|23DUR|3BPWR|4LIT|5DMG|6BEXP|7TLV|8LWND|aRCR
190	32312 12261	1	   	260.43	DCR|4VULN|2DUR|1CDMG	1368VULN|23DUR|3BPWR|4RCVC|5DMSP|7CDMG|9RCR|aLIT
191	36522 21533	10	   	260.39	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	135VULN|2DMG|47ASPD|6LIT|8AART|9DUR|aRCR
192	32336 53533	1	   	260.36	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	138VULN|23DUR|3BPWR|4aASPD|5AART|6CDMG|7RMIN|9RCR
193	32132 35615	1	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	19aVULN|28DUR|3LHND|4DMG|5TLV|6LIT|7RCR
194	33332 35615	4	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	19aVULN|2LHND|3DMG|48DUR|5TLV|6LIT|7RCR
195	36523 23411	6	   	260.21	DCR|3VULN|2DMG|2ASPD|1TLV	13aVULN|26DMG|4aASPD|5TLV|7FEWX|8RCR|9aCGEN|aBPWR
196	36523 33411	5	   	260.21	DCR|3VULN|2DMG|2ASPD|1TLV	13aVULN|26DMG|4aASPD|5TLV|7FEWX|8RCR|9aCGEN|aBPWR
197	34231 23411	5	   	260.13	DCR|3VULN|3DUR|1DMG|1ASPD	16aVULN|2ASPD|37aDUR|4ERES|5DMG|8RCR|9aCGEN|aBPWR
198	34231 23461	5	   	260.13	DCR|3VULN|3DUR|1DMG|1ASPD	16aVULN|2ASPD|37aDUR|4ERES|5DMG|8RCR|9aMLV|aBPWR
199	32363 13661	1	   	260.11	DCR|4VULN|3DUR	137aVULN|23aDUR|3aBPWR|4LIT|5MLV|6TBNT|8RCR|9aCGEN
200	32363 21661	1	   	260.11	DCR|4VULN|3DUR	136aVULN|23aDUR|3aBPWR|4LIT|5MLV|7TBNT|8RCR|9aCGEN
201	33345 61222	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1369VULN|23LWND|3BPWR|4DUR|5MBVNT|7DMG|8RCR|aTLV
202	31417 61223	3	   	260.08	ACR|4VULN|2DMG|2DUR|1TLV	1469VULN|2MBVNT|3RCR|59DUR|79DMG|8RMIN|9BPWR|aTLV
203	36523 23122	8	   	260.01	DCR|3VULN|2DMG|2ASPD|1TLV	139VULN|26DMG|47ASPD|5TLV|8RMIN|aRCR
204	31117 61222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2MBVNT|3LHND|5DUR|7DMG|8RCR|aTLV
205	31338 61222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1369VULN|2MBVNT|3BPWR|4DUR|5LHND|7DMG|8RCR|aTLV
206	31377 61222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1369VULN|2MBVNT|3BPWR|4LWND|5DUR|7DMG|8RCR|aTLV
207	31381 51222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1349VULN|2MBVNT|3BPWR|5LWND|6DUR|7DMG|8RCR|aTLV
208	31385 41222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1349VULN|2MBVNT|3BPWR|5FEWX|6DUR|7DMG|8RCR|aTLV
209	31387 41222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1349VULN|2MBVNT|3BPWR|5LHND|6DUR|7DMG|8RCR|aTLV
210	31417 61222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2MBVNT|3FEWX|5DUR|7DMG|8RCR|aTLV
211	31517 61222	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2MBVNT|3LHND|5DUR|7DMG|8RCR|aTLV
212	31717 61222	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2MBVNT|3FEWX|5DUR|7DMG|8RCR|aTLV
213	31717 61222	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2MBVNT|3LWND|5DUR|7DMG|8RCR|aTLV
214	32115 61222	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2DUR|3LHND|5MBVNT|7DMG|8RCR|aTLV
215	32615 61222	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1469VULN|2DUR|3LWND|5MBVNT|7DMG|8RCR|aTLV
216	31461 11814	9	   	260.00	ACR|4VULN|3DUR|3ASPD|1AART	189aVULN|2MBVNT|3RCR|4MLV|58aASPD|68aDUR|7AART|8aBPWR
217	32521 61226	9	   	259.97	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	137VULN|2ZMB|47ASPD|5SELL|67DMG|7BPWR|8BEXP|9DUR|aRCR
218	32346 16112	1	   	259.91	DCR|4VULN|3DUR	1356VULN|234DUR|3BPWR|7LIT|8LWND|9RCR|aERES
219	32346 16113	1	   	259.91	DCR|4VULN|3DUR	1356VULN|234DUR|3BPWR|7LIT|8LWND|9RCR|aDUST
220	32346 16212	1	   	259.91	DCR|4VULN|3DUR	1356VULN|234DUR|3BPWR|7LIT|8LHND|9RCR|aERES
221	32346 16213	1	   	259.91	DCR|4VULN|3DUR	1356VULN|234DUR|3BPWR|7LIT|8LHND|9RCR|aDUST
222	31481 11814	9	   	259.90	ACR|4VULN|3DUR|3ASPD|1AART	189aVULN|2MBVNT|3RCR|4ERES|58aASPD|68aDUR|7AART|8aBPWR
223	32521 61326	8	   	259.87	DCR|3VULN|2DMG|2ASPD|1TLV|1SELL	137VULN|2ZMB|47ASPD|5SELL|67DMG|7BPWR|8TLV|9BBNT|aRCR
224	36521 31127	9	   	259.87	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	137VULN|27DMG|47ASPD|5SELL|6RMIN|7BPWR|8MBVNT|9DUR|aRCR
225	32331 62435	1	 * 	259.69	DCR|3VULN|3DUR|3ASPD	138VULN|236DUR|38BPWR|489ASPD|5TBNT|7BBNT|aRCR
226	32522 62532	8	 * 	259.59	DCR|4VULN|2DUR|2ASPD	1358VULN|2ZMB|47ASPD|69DUR|aRCR
227	32356 51323	1	   	259.55	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD|1AART	13VULN|23DUR|3BPWR|4DMG|5AART|6CDMG|7RCR|8DMSP|9TLV|aASPD
228	32334 53331	1	   	259.53	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	13VULN|23DUR|3BPWR|4ASPD|5MLV|6CDMG|7aDMG|8RCR|9LIT
229	33331 34155	8	   	259.31	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	17VULN|2LHND|37DMG|4DUR|5ASPD|67CDMG|7BPWR|8BEXP|9RCR|aTLV
230	32356 52322	1	   	259.21	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	137VULN|23DUR|3BPWR|4DMG|5AART|6CDMG|8DMSP|9BEXP|aRCR
231	33331 34355	7	   	259.21	DCR|2VULN|2DMG|2CDMG|1DUR|1TLV|1ASPD	17VULN|2LHND|37DMG|4DUR|5ASPD|67CDMG|7BPWR|8DUST|9RCR|aTLV
232	36233 32415	7	   	259.21	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	18VULN|28DMG|3DUR|4ERES|58CDMG|6RCR|7RPLT|8BPWR|9ASPD|aTLV
233	36233 33115	6	   	259.21	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	17VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8RPLT|9ASPD|aTLV
234	32356 11151	1	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	137VULN|23DUR|3BPWR|4DMG|5AART|6DUST|8BEXP|9CDMG|aRCR
235	33331 34613	10	   	259.06	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD|1SELL	17VULN|2LHND|37DMG|4DUR|5ASPD|67CDMG|7BPWR|8TLV|9SELL|aRCR
236	31126 81448	10	   	259.01	DCR|3VULN|2DUR|2TLV|1CDMG|1AART	14aVULN|2MBVNT|3DLOT|5CDMG|6aDUR|7RCR|8aTLV|9AART|aBPWR
237	32322 13444	1	 * 	258.91	ACR|5VULN|3DUR|3LIT	1369aVULN|237DUR|39BPWR|4RCR|589LIT
238	31348 33824	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|2MBVNT|37DMG|4aMLV|5DUR|67CDMG|7aBPWR|8aERES|9RCR
239	31344 48284	4	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	17aVULN|2MBVNT|3aDMG|46MLV|5TLV|8RCR|9aCDMG|aBPWR
240	31344 88284	4	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	17aVULN|2MBVNT|3aDMG|4MLV|5TLV|6RCVC|8RCR|9aCDMG|aBPWR
241	36133 32424	7	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	189VULN|28DMG|3BEXP|4ERES|58CDMG|6RCR|7RPLT|8BPWR|aDUR
242	36133 33124	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3BEXP|4ERES|57CDMG|6RCR|7BPWR|8RPLT|aDUR
243	36233 32421	7	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	189VULN|28DMG|3DUR|4ERES|58CDMG|6RCR|7RPLT|8BPWR|aBELT
244	36233 32426	7	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	189VULN|28DMG|3DUR|4ERES|58CDMG|6RCR|7RPLT|8BPWR|aBEXP
245	36233 33121	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8RPLT|aBELT
246	36233 33126	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8RPLT|aBEXP
247	36233 33411	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8BEXP|9BELT
248	36233 33461	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8aBEXP
249	36233 33511	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8FEWX|9BELT
250	36233 33561	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8FEWX|aBEXP
251	36233 33562	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8FEWX|aCGEN
252	36333 33124	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3FEWX|4ERES|57CDMG|6RCR|7BPWR|8RPLT|aDUR
253	32346 32433	1	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	135VULN|234DUR|3BPWR|6CDMG|7RMIN|8ERES|9RCR|aTLV
254	31382 24211	2	   	258.84	DCR|4VULN|2DMG|1CDMG	1347VULN|2MBVNT|37BPWR|5DMSP|67DMG|8CDMG|9RCR|aLHND
255	31382 24213	2	   	258.84	DCR|4VULN|2DMG|1CDMG	1347VULN|2MBVNT|37BPWR|5DMSP|67DMG|8CDMG|9RCR|aLWND
256	31382 24214	2	   	258.84	DCR|4VULN|2DMG|1CDMG	1347VULN|2MBVNT|37BPWR|5DMSP|67DMG|8CDMG|9RCR|aZMB
257	31382 24218	2	   	258.84	DCR|4VULN|2DMG|1CDMG	1347VULN|2MBVNT|37BPWR|5DMSP|67DMG|8CDMG|9RCR|aCGEN
258	31341 71373	3	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	14aVULN|2MBVNT|3aDMG|5TBNT|6DUR|7CGEN|8RCR|9aCDMG|aBPWR
259	31344 71373	3	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	14aVULN|2MBVNT|3aDMG|5BBNT|6DUR|7CGEN|8RCR|9aCDMG|aBPWR
260	31345 42373	3	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	14aVULN|2MBVNT|3aDMG|5MLV|6DUR|7BBNT|8RCR|9aCDMG|aBPWR
261	31347 62373	4	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	16aVULN|2MBVNT|3aDMG|4MLV|5DUR|7BBNT|8RCR|9aCDMG|aBPWR
262	31348 42373	3	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	14aVULN|2MBVNT|3aDMG|5FEWX|6TLV|7BBNT|8RCR|9aCDMG|aBPWR
263	31348 62373	5	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	16aVULN|2MBVNT|3aDMG|4MLV|5DUR|7BBNT|8RCR|9aCDMG|aBPWR
264	31364 62373	4	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	16aVULN|2MBVNT|3aDMG|4FEWX|5TLV|7BBNT|8RCR|9aCDMG|aBPWR
265	36133 33364	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	179VULN|27DMG|3BEXP|4ERES|57CDMG|6RCR|7BPWR|8DUST|aTLV
266	36233 32423	7	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	189VULN|28DMG|3DUR|4aERES|58CDMG|6RCR|7RPLT|8BPWR
267	36233 32425	7	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	189VULN|28DMG|3DUR|4ERES|58CDMG|6RCR|7RPLT|8BPWR|aDUST
268	36233 33123	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4aERES|57CDMG|6RCR|7BPWR|8RPLT
269	36233 33125	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8RPLT|aDUST
270	36233 33235	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8TBNT|9RMIN
271	36233 33255	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8TBNT|9CGEN
272	36233 33311	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8DUST|9BELT
273	36233 33361	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8DUST|aBEXP
274	36233 33362	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8DUST|aCGEN
275	36233 33365	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8DUST|aDMSP
276	36233 33463	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4ERES|57CDMG|6RCR|7BPWR|8BEXP|aDUST
277	36233 33563	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4aERES|57CDMG|6RCR|7BPWR|8FEWX
278	36333 33364	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	179VULN|27DMG|3FEWX|4ERES|57CDMG|6RCR|7BPWR|8DUST|aTLV
279	31421 33323	8	   	258.75	ACR|3VULN|2DMG|2DUR|2ASPD|1TLV	169VULN|2MBVNT|3RCR|4RCVC|56DMG|69BPWR|79ASPD|89DUR|aTLV
280	31421 33383	9	   	258.75	ACR|3VULN|2DMG|2DUR|2ASPD|1TLV	169VULN|2MBVNT|3RCR|4RCVC|56DMG|69BPWR|79ASPD|89DUR|aTLV
281	31382 24215	2	   	258.74	DCR|4VULN|2DMG|1CDMG	1347VULN|2MBVNT|37BPWR|5DMSP|67DMG|8CDMG|9RCR|aBBNT
282	31382 24216	2	   	258.74	DCR|4VULN|2DMG|1CDMG	1347VULN|2MBVNT|37BPWR|5DMSP|67DMG|8CDMG|9RCR|aTBNT
283	35211 61621	1	   	258.74	DCR|4VULN|2DMG|1CDMG	138aVULN|27DMG|4ERES|5LWND|6RCR|9CDMG
284	36211 61621	2	   	258.74	DCR|4VULN|2DMG|1CDMG	138aVULN|27DMG|4ERES|5LWND|6RCR|9CDMG
285	32311 63226	1	   	258.74	DCR|4VULN|2DUR|1DMG	1379VULN|23DUR|39BPWR|4RCVC|59LWND|6RCR|89FEWX|aDMG
286	32314 63126	1	   	258.74	DCR|4VULN|2DUR|1DMG	1379VULN|23DUR|39BPWR|4RCVC|59FEWX|6RCR|89LHND|aDMG
287	31215 63281	2	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	1468VULN|2MBVNT|34LIT|4BPWR|5BELT|7DUR|9RCR|aDMG
288	34232 32422	7	   	258.67	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	189VULN|28ASPD|3DUR|4ERES|58CDMG|6RCR|7RPLT|8BPWR|aTLV
289	34232 33122	6	   	258.67	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	179VULN|27ASPD|3DUR|4ERES|57CDMG|6RCR|7BPWR|8RPLT|aTLV
290	31337 62373	4	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	16aVULN|2MBVNT|3aDMG|4ERES|5DUR|7BBNT|8RCR|9aCDMG|aBPWR
291	31338 62373	5	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	16aVULN|2MBVNT|3aDMG|4ERES|5DUR|7BBNT|8RCR|9aCDMG|aBPWR
292	36233 33363	6	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	179VULN|27DMG|3DUR|4aERES|57CDMG|6RCR|7BPWR|8DUST
293	31831 71421	8	   	258.62	DCR|3VULN|2DMG|2CDMG|1TLV|1SELL	19aVULN|2MBVNT|3SELL|4TLV|59DMG|6BELT|79CDMG|8RCR|9BPWR
294	31831 71621	7	   	258.62	DCR|3VULN|2DMG|2CDMG|1TLV|1SELL	19aVULN|2MBVNT|3SELL|4TLV|59DMG|6BELT|79CDMG|8RCR|9BPWR
295	32212 35653	1	   	258.58	DCR|3VULN|3DUR|3LIT|1AART	168VULN|246DUR|345LIT|468BPWR|7TBNT|9RCR|aAART
296	34232 33364	6	   	258.57	DCR|3VULN|2ASPD|2CDMG|1DUR|1TLV	179VULN|27ASPD|3DUR|4ERES|57CDMG|6RCR|7BPWR|8DUST|aTLV
297	32311 63236	1	   	258.54	DCR|4VULN|2DUR|1DMG	1379VULN|23DUR|3BPWR|4RCVC|5LWND|6RCR|8FEWX|aDMG
298	32314 63136	1	   	258.54	DCR|4VULN|2DUR|1DMG	1379VULN|23DUR|3BPWR|4RCVC|5FEWX|6RCR|8LHND|aDMG
299	35261 22522	1	   	258.52	DCR|3VULN|2DMG|2CDMG|1DUR|1SELL	139VULN|26DMG|47CDMG|5SELL|8DUR|aRCR
300	36261 22522	2	   	258.52	DCR|3VULN|2DMG|2CDMG|1DUR|1SELL	139VULN|26DMG|47CDMG|5SELL|8DUR|aRCR
301	31338 11345	2	 * 	258.44	DCR|4VULN|2DUR|2CDMG	139aVULN|2MBVNT|3aBPWR|4aDUR|5LHND|6FEWX|7aCDMG|8RCR
302	32114 41345	1	   	258.44	DCR|4VULN|2DUR|2CDMG	149aVULN|2aDUR|3LHND|5FEWX|6MBVNT|7aCDMG|8RCR|aBPWR
303	32115 11345	1	   	258.44	DCR|4VULN|2DUR|2CDMG	149aVULN|2aDUR|3LHND|5MBVNT|6FEWX|7aCDMG|8RCR|aBPWR
304	32116 41345	1	   	258.44	DCR|4VULN|2DUR|2CDMG	149aVULN|2aDUR|3LHND|5BEXP|6MBVNT|7aCDMG|8RCR|aBPWR
305	32212 31113	1	   	258.43	DCR|2VULN|3DUR|3LIT|1DMG|1TLV	16VULN|246DUR|345LIT|46BPWR|7DMG|8TLV|9LWND|aRCR
306	51345 82333	9	 * 	258.37	DCR|3VULN|3DMG|3LIT	189LIT|2BEXP|3MBVNT|4BELT|5RPLT|689DMG|789VULN|89BPWR|aRCR
307	31117 61225	2	   	258.34	DCR|4VULN|2DUR|1DMG	1469VULN|2MBVNT|3LHND|5aDUR|7DMG|8RCR
308	31338 61225	2	   	258.34	DCR|4VULN|2DUR|1DMG	1369VULN|2MBVNT|3BPWR|4aDUR|5LHND|7DMG|8RCR
309	31381 51225	2	   	258.34	DCR|4VULN|2DUR|1DMG	1349VULN|2MBVNT|3BPWR|5LWND|6aDUR|7DMG|8RCR
310	31385 41225	2	   	258.34	DCR|4VULN|2DUR|1DMG	1349VULN|2MBVNT|3BPWR|5FEWX|6aDUR|7DMG|8RCR
311	31387 41225	2	   	258.34	DCR|4VULN|2DUR|1DMG	1349VULN|2MBVNT|3BPWR|5LHND|6aDUR|7DMG|8RCR
312	31417 61225	2	   	258.34	DCR|4VULN|2DUR|1DMG	1469VULN|2MBVNT|3FEWX|5aDUR|7DMG|8RCR
313	32115 61225	1	   	258.34	DCR|4VULN|2DUR|1DMG	1469VULN|2aDUR|3LHND|5MBVNT|7DMG|8RCR
314	36522 12423	5	   	258.32	DCR|4VULN|1DMG|2CDMG|1ASPD|1SELL	1356VULN|2DMG|4ASPD|79CDMG|8SELL|aRCR
315	31341 24284	5	   	258.27	DCR|3VULN|3DMG|2CDMG	17aVULN|2MBVNT|35aDMG|4MLV|6CGEN|8RCR|9aCDMG|aBPWR
316	31346 51722	2	   	258.27	DCR|3VULN|3DMG|2CDMG	139VULN|2MBVNT|39BPWR|49CDMG|5RPLT|679DMG|8RCR|aMLV
317	31346 51723	2	   	258.27	DCR|3VULN|3DMG|2CDMG	139VULN|2MBVNT|39BPWR|49CDMG|5RPLT|679DMG|8RCR|aCGEN
318	31346 51724	2	   	258.27	DCR|3VULN|3DMG|2CDMG	139VULN|2MBVNT|39BPWR|49CDMG|5RPLT|679DMG|8RCR|aLHND
319	31347 54284	5	   	258.27	DCR|3VULN|3DMG|2CDMG	17aVULN|2MBVNT|36aDMG|4MLV|5CGEN|8RCR|9aCDMG|aBPWR
320	32334 53336	1	   	258.20	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	13VULN|23DUR|3BPWR|4ASPD|5MLV|6CDMG|7DMG|8RCR|9LIT|aTLV
321	32334 54331	1	   	258.20	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	13VULN|23DUR|3BPWR|4ASPD|5MLV|6CDMG|7TLV|8RCR|9LIT|aDMG
322	32356 62222	1	   	258.19	DCR|4VULN|2DUR|1DMG|1AART|1SELL	1378VULN|23DUR|3BPWR|4DMG|5AART|6SELL|9BEXP|aRCR
323	31217 63217	2	   	258.18	DCR|5VULN|1DUR|2LIT	14589VULN|2MBVNT|34LIT|4BPWR|6LWND|7RCR|aDUR
324	31217 63246	2	   	258.18	DCR|5VULN|1DUR|2LIT	1458aVULN|2MBVNT|34LIT|4BPWR|6LWND|7RCR|9DUR
325	31215 63284	2	   	258.18	DCR|5VULN|1DUR|2LIT	1468aVULN|2MBVNT|34LIT|4BPWR|5BELT|7DUR|9RCR
326	36133 33264	6	   	258.17	DCR|3VULN|3DMG|2CDMG	17aVULN|279DMG|3BEXP|4ERES|57CDMG|6RCR|7BPWR|8TBNT
327	36333 33264	6	   	258.17	DCR|3VULN|3DMG|2CDMG	17aVULN|279DMG|3FEWX|4ERES|57CDMG|6RCR|7BPWR|8TBNT
