0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46161 32212	1	 * 	273.62	DCR|5VULN|2TLV|1DUR|1AART	1347aVULN|23TLV|3BPWR|5LWND|6AART|8RCR|9DUR
174	41126 12243	3	   	251.01	DCR|4VULN|1TLV|1DMG|1AART	1347VULN|24aLWND|4BPWR|5AART|6DMG|8RCR|9TLV
175	41126 12241	2	   	251.01	DCR|4VULN|1TLV|1DMG|1AART	147aVULN|24LWND|3RCVC|4BPWR|5AART|6DMG|8RCR|9TLV
176	52122 42234	3	   	250.98	DCR|5VULN|2DMG	1BEXP|23469VULN|5LHND|7aDMG|8RCR
177	52123 42234	3	   	250.98	DCR|5VULN|2DMG	1BEXP|23469VULN|5LWND|7aDMG|8RCR
178	52142 32234	6	   	250.98	DCR|5VULN|2DMG	1BEXP|23469VULN|5LHND|7aDMG|8RCR
179	52143 32234	6	   	250.98	DCR|5VULN|2DMG	1BEXP|23469VULN|5FEWX|7aDMG|8RCR
180	62122 42234	3	   	250.98	DCR|5VULN|2DMG	1FEWX|23469VULN|5LHND|7aDMG|8RCR
181	62123 42234	3	   	250.98	DCR|5VULN|2DMG	1FEWX|23469VULN|5LWND|7aDMG|8RCR
182	62142 32234	6	   	250.98	DCR|5VULN|2DMG	1FEWX|23469VULN|5LHND|7aDMG|8RCR
183	52235 11512	10	 * 	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1BEXP|289VULN|3TLV|4ERES|56DUR|7DMG|aRCR
184	41126 12213	3	   	250.92	DCR|5VULN|1DMG|2AART	1347aVULN|24LWND|4BPWR|59AART|6DMG|8RCR
185	41426 12213	1	   	250.92	DCR|5VULN|1DMG|2AART	1247aVULN|34LWND|4BPWR|59AART|6DMG|8RCR
186	52241 32234	6	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1BEXP|2469VULN|3TLV|5RMIN|7DMG|8RCR|aAART
187	62241 32234	6	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2469VULN|3TLV|5RMIN|7DMG|8RCR|aAART
188	41114 12241	3	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	137aVULN|2LWND|4AART|5RCVC|6DMG|8RCR|9TLV
189	41136 12241	4	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	137aVULN|24LWND|5AART|6DMG|8RCR|9TLV
190	22122 42234	3	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5LHND|7aDMG|8RCR
191	22123 42234	3	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5LWND|7aDMG|8RCR
192	22124 42234	3	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5FEWX|7aDMG|8RCR
193	22141 14234	7	   	250.88	DCR|5VULN|2DMG	1DUST|23479VULN|5aDMG|6LWND|8RCR
194	22142 32234	6	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5LHND|7aDMG|8RCR
195	22142 42234	4	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5LHND|7aDMG|8RCR
196	22142 42234	5	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5LHND|7aDMG|8RCR
197	22143 32234	6	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5FEWX|7aDMG|8RCR
198	22143 42234	4	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5LWND|7aDMG|8RCR
199	22143 42234	5	   	250.88	DCR|5VULN|2DMG	1DUST|23469VULN|5FEWX|7aDMG|8RCR
200	41146 12213	4	   	250.82	DCR|5VULN|1DMG|2AART	1347aVULN|2LWND|59AART|6DMG|8RCR
201	22241 32234	6	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1DUST|2469VULN|3TLV|5RMIN|7DMG|8RCR|aAART
202	22241 42234	5	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1DUST|2469VULN|3TLV|5RMIN|7DMG|8RCR|aAART
203	22244 32224	6	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1DUST|2469VULN|3TLV|5CGEN|7DMG|8RCR|aAART
204	62141 33224	7	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2349VULN|5DMG|6ERES|7TLV|8RCR|aAART
205	22114 43612	8	 * 	250.72	DCR|5VULN|3LIT|2AART	17DUST|23678VULN|467LIT|59AART|67BPWR|aRCR
206	22141 33224	7	   	250.71	DCR|4VULN|1TLV|1DMG|1AART	1DUST|2349VULN|5DMG|6ERES|7TLV|8RCR|aAART
207	22143 42224	3	   	250.71	DCR|4VULN|1TLV|1DMG|1AART	1DUST|2369VULN|4TLV|5ERES|7DMG|8RCR|aAART
208	22243 42224	4	   	250.71	DCR|4VULN|1TLV|1DMG|1AART	1DUST|2469VULN|3TLV|5ERES|7DMG|8RCR|aAART
209	41122 33133	9	 * 	250.48	ACR|4VULN|3DMG|2TLV	139aVULN|2LWND|4RPLT|5RCR|69TLV|789DMG|9BPWR
210	41122 33136	10	   	250.48	ACR|4VULN|3DMG|2TLV	139aVULN|2LWND|4RPLT|5RCR|69TLV|789DMG|9BPWR
211	41112 21222	3	   	250.27	DCR|4VULN|2DMG|2AART	137aVULN|2LWND|49AART|57DMG|67FEWX|7BPWR|8RCR
212	41412 21222	1	   	250.27	DCR|4VULN|2DMG|2AART	127aVULN|3LWND|49AART|57DMG|67FEWX|7BPWR|8RCR
213	41126 15213	3	   	250.17	DCR|4VULN|2DMG|2AART	134aVULN|24LWND|4BPWR|59AART|67DMG|8RCR
214	41326 15213	1	   	250.17	DCR|4VULN|2DMG|2AART	124aVULN|34LHND|4BPWR|59AART|67DMG|8RCR
215	41112 61223	3	   	250.07	DCR|4VULN|2DMG|2AART	137aVULN|2LWND|49AART|57DMG|67DUST|7BPWR|8RCR
216	41412 61223	1	   	250.07	DCR|4VULN|2DMG|2AART	127aVULN|3LWND|49AART|57DMG|67DUST|7BPWR|8RCR
217	41621 33521	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	126VULN|3TBNT|4DMG|5CDMG|7DUR|8CGEN|9TLV|aRCR
218	41112 52532	3	   	249.95	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	139VULN|2LWND|4AART|59DMG|6BELT|79LIT|8RCR|9BPWR|aCDMG
219	41312 52532	1	   	249.95	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	129VULN|3LHND|4AART|59DMG|6BELT|79LIT|8RCR|9BPWR|aCDMG
220	42332 82137	7	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	136VULN|2ERES|4CDMG|5MBVNT|7RCR|8DUR|9TLV|aDMG
221	42332 82343	7	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	136VULN|2ERES|4CDMG|5MBVNT|7RCR|8TLV|9DMG|aDUR
222	41122 42233	3	   	249.74	DCR|5VULN|1DMG|1DUR	13469VULN|24LWND|4BPWR|5LHND|7DMG|8RCR|aDUR
223	41422 42233	1	   	249.74	DCR|5VULN|1DMG|1DUR	12469VULN|34LWND|4BPWR|5LHND|7DMG|8RCR|aDUR
224	51223 12164	4	   	249.66	DCR|4VULN|1TLV|1DMG	126BEXP|26BPWR|3LIT|4TLV|5679VULN|8RCR|aDMG
225	41226 12531	1	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	12VULN|3ZMB|4TLV|5AART|6DMG|78DUR|9CDMG|aRCR
226	41141 32533	9	   	249.64	DCR|5VULN|1DMG|1DUR	1348aVULN|2LWND|5DMG|6DUR|7BEXP|9RCR
227	41141 34133	9	   	249.64	DCR|5VULN|1DMG|1DUR	1347aVULN|2LWND|5DMG|6DUR|8LHND|9RCR
228	41141 34333	9	   	249.64	DCR|5VULN|1DMG|1DUR	1347aVULN|2LWND|5DMG|6DUR|8BEXP|9RCR
229	52153 31533	9	   	249.64	DCR|5VULN|1DMG|1DUR	1BEXP|2368aVULN|4LHND|5DUR|7DMG|9RCR
230	41136 32511	3	   	249.64	DCR|5VULN|2CDMG|2ASPD	13589VULN|2LWND|49ASPD|6DMSP|79CDMG|9BPWR|aRCR
231	41141 33253	6	   	249.64	DCR|5VULN|1DMG|1DUR	1349aVULN|2LWND|5DMG|6DUR|7LHND|8RCR
232	41142 34233	7	   	249.64	DCR|5VULN|1DMG|1DUR	13479VULN|2LWND|5LHND|6DMG|8RCR|aDUR
233	41142 42233	5	   	249.64	DCR|5VULN|1DMG|1DUR	13469VULN|2LWND|5LHND|7DMG|8RCR|aDUR
234	41142 42233	4	   	249.64	DCR|5VULN|1DMG|1DUR	13469VULN|2LWND|5LHND|7DMG|8RCR|aDUR
235	41142 62233	6	   	249.64	DCR|5VULN|1DMG|1DUR	13469VULN|2LWND|5LHND|7DMG|8RCR|aDUR
236	41336 12511	1	   	249.64	DCR|5VULN|2CDMG|2ASPD	12589VULN|36LHND|49ASPD|79CDMG|9BPWR|aRCR
237	22142 51533	9	   	249.54	DCR|5VULN|1DMG|1DUR	1DUST|2348aVULN|5LHND|6DUR|7DMG|9RCR
238	22153 31533	9	   	249.54	DCR|5VULN|1DMG|1DUR	1DUST|2368aVULN|4LHND|5DUR|7DMG|9RCR
239	42332 82632	9	   	249.44	DCR|5VULN|2CDMG|1DUR	13689VULN|28ERES|48CDMG|5MBVNT|7RCR|8BPWR|aDUR
240	46122 42232	1	   	249.43	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4MLV|5LHND|7DMG|8RCR|aRPLT
241	46122 42233	1	   	249.43	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4MLV|5aLHND|7DMG|8RCR
242	46123 42232	1	   	249.43	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4MLV|5LWND|7DMG|8RCR|aRPLT
243	46123 42233	1	   	249.43	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4MLV|5LWND|7DMG|8RCR|aLHND
244	22144 42222	3	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6CGEN|7DMG|8RCR|aRPLT
245	22144 42223	3	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6CGEN|7DMG|8RCR|aLHND
246	22144 53222	3	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6DMG|7RCR|8CGEN|aRPLT
247	22144 53223	3	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6DMG|7RCR|8CGEN|aLHND
248	22244 42222	4	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6CGEN|7DMG|8RCR|aRPLT
249	22244 42223	4	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6CGEN|7DMG|8RCR|aLHND
250	22244 53222	4	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6DMG|7RCR|8CGEN|aRPLT
251	22244 53223	4	   	249.33	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6DMG|7RCR|8CGEN|aLHND
252	46113 42222	1	   	249.33	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4LHND|5ERES|7DMG|8RCR|aRPLT
253	46113 42223	1	   	249.33	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4aLHND|5ERES|7DMG|8RCR
254	46133 42222	1	   	249.33	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4FEWX|5ERES|7DMG|8RCR|aRPLT
255	46133 42223	1	   	249.33	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4FEWX|5ERES|7DMG|8RCR|aLHND
256	46163 12222	1	   	249.33	DCR|4VULN|2TLV|1DMG	1349VULN|23TLV|3BPWR|5ERES|6LWND|7DMG|8RCR|aRPLT
257	46163 12223	1	   	249.33	DCR|4VULN|2TLV|1DMG	1349VULN|23TLV|3BPWR|5ERES|6LWND|7DMG|8RCR|aLHND
258	46122 42231	1	   	249.33	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4MLV|5LHND|7DMG|8RCR|aTBNT
259	46123 42231	1	   	249.33	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4MLV|5LWND|7DMG|8RCR|aTBNT
260	52126 23223	3	   	249.29	DCR|5VULN|1TLV|1AART	16BEXP|2346aVULN|5AART|6BPWR|7TLV|8RCR|9RCVC
261	52126 23252	3	   	249.29	DCR|5VULN|1TLV|1AART	16BEXP|2346aVULN|5AART|6BPWR|7TLV|8RCR|9LWND
262	52126 23262	3	   	249.29	DCR|5VULN|1TLV|1AART	16BEXP|2346aVULN|5AART|6BPWR|7TLV|8RCR|9FEWX
263	52146 23223	4	   	249.29	DCR|5VULN|1TLV|1AART	16BEXP|2346aVULN|5AART|6BPWR|7TLV|8RCR|9RCVC
264	41326 25223	1	   	249.29	DCR|5VULN|1TLV|1AART	1246aVULN|346LHND|46BPWR|5AART|7TLV|8RCR|9DUST
265	22144 42221	3	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6CGEN|7DMG|8RCR|aTBNT
266	22144 42232	3	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|235aVULN|45TLV|5BPWR|6CGEN|7DMG|8RCR|9ERES
267	22144 53221	3	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6DMG|7RCR|8CGEN|aTBNT
268	22144 53232	3	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|235aVULN|45TLV|5BPWR|6DMG|7RCR|8CGEN|9ERES
269	22144 53322	3	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6DMG|7RCR|8ERES|aRPLT
270	22144 53323	3	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6DMG|7RCR|8ERES|aLHND
271	22244 42221	4	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6CGEN|7DMG|8RCR|aTBNT
272	22244 42232	4	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|245aVULN|35TLV|5BPWR|6CGEN|7DMG|8RCR|9ERES
273	22244 53221	4	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6DMG|7RCR|8CGEN|aTBNT
274	22244 53232	4	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|245aVULN|35TLV|5BPWR|6DMG|7RCR|8CGEN|9ERES
275	22244 53322	4	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6DMG|7RCR|8ERES|aRPLT
276	22244 53323	4	   	249.23	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6DMG|7RCR|8ERES|aLHND
277	46113 42221	1	   	249.23	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4LHND|5ERES|7DMG|8RCR|aTBNT
278	46133 42221	1	   	249.23	DCR|4VULN|2TLV|1DMG	1369VULN|23TLV|3BPWR|4FEWX|5ERES|7DMG|8RCR|aTBNT
279	46163 12221	1	   	249.23	DCR|4VULN|2TLV|1DMG	1349VULN|23TLV|3BPWR|5ERES|6LWND|7DMG|8RCR|aTBNT
280	41146 23223	4	   	249.19	DCR|5VULN|1TLV|1AART	1346aVULN|26LWND|5AART|6BPWR|7TLV|8RCR|9DUST
281	52126 33223	3	   	249.19	DCR|5VULN|1TLV|1AART	1BEXP|2346aVULN|5AART|7TLV|8RCR|9RCVC
282	52126 33252	3	   	249.19	DCR|5VULN|1TLV|1AART	1BEXP|2346aVULN|5AART|7TLV|8RCR|9LWND
283	52126 33262	3	   	249.19	DCR|5VULN|1TLV|1AART	1BEXP|2346aVULN|5AART|7TLV|8RCR|9FEWX
284	52146 33223	4	   	249.19	DCR|5VULN|1TLV|1AART	1BEXP|2346aVULN|5AART|7TLV|8RCR|9RCVC
285	41126 33223	3	   	249.19	DCR|5VULN|1TLV|1AART	1346aVULN|24LWND|4BPWR|5AART|7TLV|8RCR|9DUST
286	41326 35223	1	   	249.19	DCR|5VULN|1TLV|1AART	1246aVULN|34LHND|4BPWR|5AART|7TLV|8RCR|9DUST
287	41426 33223	1	   	249.19	DCR|5VULN|1TLV|1AART	1246aVULN|34LWND|4BPWR|5AART|7TLV|8RCR|9DUST
288	22144 53321	3	   	249.13	DCR|4VULN|2TLV|1DMG	1DUST|2359VULN|45TLV|5BPWR|6DMG|7RCR|8ERES|aTBNT
289	22244 53321	4	   	249.13	DCR|4VULN|2TLV|1DMG	1DUST|2459VULN|35TLV|5BPWR|6DMG|7RCR|8ERES|aTBNT
290	22126 23223	3	   	249.09	DCR|5VULN|1TLV|1AART	16DUST|2346aVULN|5AART|6BPWR|7TLV|8RCR|9RCVC
291	22126 23253	3	   	249.09	DCR|5VULN|1TLV|1AART	16DUST|2346aVULN|5AART|6BPWR|7TLV|8RCR|9LWND
292	22126 23263	3	   	249.09	DCR|5VULN|1TLV|1AART	16DUST|2346aVULN|5AART|6BPWR|7TLV|8RCR|9FEWX
293	22126 33223	3	   	249.09	DCR|5VULN|1TLV|1AART	1DUST|2346aVULN|5AART|7TLV|8RCR|9RCVC
294	22126 33253	3	   	249.09	DCR|5VULN|1TLV|1AART	1DUST|2346aVULN|5AART|7TLV|8RCR|9LWND
295	22126 33263	3	   	249.09	DCR|5VULN|1TLV|1AART	1DUST|2346aVULN|5AART|7TLV|8RCR|9FEWX
296	22146 23223	4	   	249.09	DCR|5VULN|1TLV|1AART	16DUST|2346aVULN|5AART|6BPWR|7TLV|8RCR|9RCVC
297	22146 23253	4	   	249.09	DCR|5VULN|1TLV|1AART	16DUST|2346aVULN|5AART|6BPWR|7TLV|8RCR|9LWND
298	22146 23263	4	   	249.09	DCR|5VULN|1TLV|1AART	16DUST|2346aVULN|5AART|6BPWR|7TLV|8RCR|9FEWX
299	22146 33223	4	   	249.09	DCR|5VULN|1TLV|1AART	1DUST|2346aVULN|5AART|7TLV|8RCR|9RCVC
300	22146 33253	4	   	249.09	DCR|5VULN|1TLV|1AART	1DUST|2346aVULN|5AART|7TLV|8RCR|9LWND
301	22146 33263	4	   	249.09	DCR|5VULN|1TLV|1AART	1DUST|2346aVULN|5AART|7TLV|8RCR|9FEWX
302	41146 33223	4	   	249.09	DCR|5VULN|1TLV|1AART	1346aVULN|2LWND|5AART|7TLV|8RCR|9DUST
303	42161 32241	2	   	249.09	DCR|5VULN|1TLV|1AART	1347aVULN|23ERES|3BPWR|5LWND|6AART|8RCR|9TLV
304	42361 32241	3	   	249.09	DCR|5VULN|1TLV|1AART	1347aVULN|2ERES|5LWND|6AART|8RCR|9TLV
305	43161 32241	1	   	249.09	DCR|5VULN|1TLV|1AART	1347aVULN|23ERES|3BPWR|5LWND|6AART|8RCR|9TLV
306	46126 23223	3	   	249.09	DCR|5VULN|1TLV|1AART	1346aVULN|26DUST|5AART|6BPWR|7TLV|8RCR|9RCVC
307	46126 33223	3	   	249.09	DCR|5VULN|1TLV|1AART	1346aVULN|2DUST|5AART|7TLV|8RCR|9RCVC
308	41141 35133	9	   	248.89	DCR|4VULN|2DMG|1DUR	134aVULN|2LWND|57DMG|6DUR|8LHND|9RCR
309	41141 35333	9	   	248.89	DCR|4VULN|2DMG|1DUR	134aVULN|2LWND|57DMG|6DUR|8BEXP|9RCR
310	41141 22512	10	   	248.89	DCR|4VULN|2DMG|1DUR	1349VULN|2LWND|58DMG|6FEWX|7DUR|aRCR
311	41141 31512	10	   	248.89	DCR|4VULN|2DMG|1DUR	1349VULN|2LWND|58DMG|6DUR|7FEWX|aRCR
312	41141 35112	10	   	248.89	DCR|4VULN|2DMG|1DUR	1349VULN|2LWND|57DMG|6DUR|8LHND|aRCR
313	41141 35312	10	   	248.89	DCR|4VULN|2DMG|1DUR	1349VULN|2LWND|57DMG|6DUR|8BEXP|aRCR
314	41143 32512	10	   	248.89	DCR|4VULN|2DMG|1DUR	1349VULN|2LWND|5FEWX|68DMG|7DUR|aRCR
315	62141 12512	10	   	248.89	DCR|4VULN|2DMG|1DUR	1FEWX|2349VULN|58DMG|6LWND|7DUR|aRCR
316	41126 21422	1	   	248.01	DCR|4VULN|2CDMG|1DUR	1267VULN|3LIT|47BEXP|57CDMG|7BPWR|8RCR|9ASPD|aDUR
317	41123 22452	2	   	247.66	DCR|3VULN|2TLV|2DUR	149VULN|245LWND|3RCVC|49BPWR|6LIT|79DUR|89TLV|aRCR
318	12421 43331	9	   	247.63	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	18ASPD|2DLOT|3MLV|48DMG|5CDMG|69DUR|78VULN|8BPWR|aRCR
319	46233 22481	2	   	247.57	DCR|2VULN|3DUR|2DMG	1aVULN|2DUST|3MBVNT|48aDUR|5ASPD|6LIT|7aDMG|9RCR|aBPWR
320	41113 12452	6	   	247.56	DCR|3VULN|2TLV|2DUR	139VULN|256LWND|4LIT|79DUR|89TLV|9BPWR|aRCR
321	41133 22452	4	   	247.56	DCR|3VULN|2TLV|2DUR	139VULN|245LWND|6LIT|79DUR|89TLV|9BPWR|aRCR
322	41313 15241	1	 * 	247.45	DCR|3VULN|2DMG|1TLV|1AART	12aVULN|35LHND|4AART|67DMG|8RCR|9TLV
323	42126 25212	1	   	247.30	DCR|4VULN|1TLV|1DUR|1AART	146aVULN|246LHND|3RCVC|46BPWR|5AART|7TLV|8RCR|9DUR
324	21215 12652	6	   	247.26	DCR|3VULN|2TLV|2DUR	126DUST|29BPWR|379VULN|4LIT|59TLV|89DUR|aRCR
325	21315 12662	6	   	247.26	DCR|3VULN|2TLV|2DUR	126DUST|28BPWR|38DUR|4LIT|58TLV|789VULN|aRCR
326	41114 23212	3	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	136aVULN|26LWND|4AART|5RCVC|6BPWR|7TLV|8RCR|9DUR
327	41126 33212	2	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	146aVULN|24LWND|3RCVC|4BPWR|5AART|7TLV|8RCR|9DUR
328	41126 33215	3	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|24LWND|4BPWR|5AART|7TLV|8RCR|9DUR|aBEXP
329	41126 33216	3	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|24LWND|4BPWR|5AART|7TLV|8RCR|9DUR|aFEWX
330	41156 23212	3	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	136aVULN|26LWND|4RCVC|5AART|6BPWR|7TLV|8RCR|9DUR
331	41313 25212	1	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	126aVULN|356LHND|4AART|6BPWR|7TLV|8RCR|9DUR
332	41314 25212	1	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	126aVULN|36LHND|4AART|5RCVC|6BPWR|7TLV|8RCR|9DUR
333	41326 25211	1	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	1246VULN|346LHND|46BPWR|5AART|7TLV|8RCR|9DUR|aDUST
334	41326 25213	1	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	1246VULN|346LHND|46BPWR|5AART|7TLV|8RCR|9DUR|aBBNT
335	41414 23212	1	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	126aVULN|36LWND|4AART|5RCVC|6BPWR|7TLV|8RCR|9DUR
336	42126 35212	1	   	247.20	DCR|4VULN|1TLV|1DUR|1AART	146aVULN|24LHND|3RCVC|4BPWR|5AART|7TLV|8RCR|9DUR
337	41146 23211	4	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|26LWND|5AART|6BPWR|7TLV|8RCR|9DUR|aDUST
338	41146 23213	4	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|26LWND|5AART|6BPWR|7TLV|8RCR|9DUR|aBBNT
339	41114 33212	3	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	136aVULN|2LWND|4AART|5RCVC|7TLV|8RCR|9DUR
340	41126 33211	3	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|24LWND|4BPWR|5AART|7TLV|8RCR|9DUR|aDUST
341	41126 33213	3	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|24LWND|4BPWR|5AART|7TLV|8RCR|9DUR|aBBNT
342	41136 33212	4	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	136aVULN|24LWND|5AART|7TLV|8RCR|9DUR
343	41156 33212	3	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	136aVULN|2LWND|4RCVC|5AART|7TLV|8RCR|9DUR
344	41313 35212	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	126aVULN|35LHND|4AART|7TLV|8RCR|9DUR
345	41314 35212	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	126aVULN|3LHND|4AART|5RCVC|7TLV|8RCR|9DUR
346	41326 35211	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1246VULN|34LHND|4BPWR|5AART|7TLV|8RCR|9DUR|aDUST
347	41326 35213	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1246VULN|34LHND|4BPWR|5AART|7TLV|8RCR|9DUR|aBBNT
348	41414 33212	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	126aVULN|3LWND|4AART|5RCVC|7TLV|8RCR|9DUR
349	41426 33211	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1246VULN|34LWND|4BPWR|5AART|7TLV|8RCR|9DUR|aDUST
350	41426 33213	1	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1246VULN|34LWND|4BPWR|5AART|7TLV|8RCR|9DUR|aBBNT
351	42332 72631	10	 * 	247.09	DCR|4VULN|1TLV|3CDMG	1389VULN|28ERES|468CDMG|5MBVNT|7RCR|8BPWR|aTLV
352	42332 82621	10	   	247.09	DCR|4VULN|1TLV|3CDMG	1368VULN|28ERES|489CDMG|5MBVNT|7RCR|8BPWR|aTLV
353	12311 33661	4	   	247.02	DCR|3VULN|2DUR|1TLV|2ASPD	13ASPD|2DLOT|47DUR|5TLV|68aVULN|9RCR
354	12312 36661	4	   	247.02	DCR|3VULN|2DUR|1TLV|2ASPD	13ASPD|2DLOT|46DUR|58aVULN|7TLV|9RCR
355	41146 33211	4	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|2LWND|5AART|7TLV|8RCR|9DUR|aDUST
356	41146 33213	4	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1346VULN|2LWND|5AART|7TLV|8RCR|9DUR|aBBNT
357	55324 46221	9	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1aBEXP|2CDMG|3MBVNT|46aVULN|5LIT|7DMG|8aDUR|9RCR|aBPWR
358	52126 23214	3	   	246.80	DCR|4VULN|2TLV|2AART	16BEXP|2346VULN|59AART|6BPWR|7aTLV|8RCR
359	41126 12232	3	   	246.77	DCR|4VULN|1DMG|1CDMG|1AART	1347VULN|24LWND|4BPWR|5AART|6DMG|8RCR|9CDMG|aLIT
360	41126 12235	3	   	246.77	DCR|4VULN|1DMG|1CDMG|1AART	1347VULN|24LWND|4BPWR|5AART|6DMG|8RCR|9CDMG|aASPD
361	41426 12232	1	   	246.77	DCR|4VULN|1DMG|1CDMG|1AART	1247VULN|34LWND|4BPWR|5AART|6DMG|8RCR|9CDMG|aLIT
362	52126 33214	3	   	246.70	DCR|4VULN|2TLV|2AART	1BEXP|2346VULN|59AART|7aTLV|8RCR
363	25324 46221	9	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1aDUST|2CDMG|3MBVNT|46aVULN|5LIT|7DMG|8aDUR|9RCR|aBPWR
