0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	DCR|5VULN|1DMG|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9TLV|aDMG
180	11112 65222	6	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LEGI|9RCR|aTLV
181	11612 65222	6	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7LEGI|9RCR|aTLV
182	12355 25123	2	   	258.81	DCR|4VULN|1DMG|1DUR|2LIT	1467VULN|2RPLT|34LIT|4BPWR|5DUR|8RCR|9DMG|aCGEN
183	12162 66232	6	   	258.72	DCR|3VULN|2DMG|2TLV|1DUR|1SELL	179VULN|2RPLT|3SELL|4LWND|57DMG|67TLV|7BPWR|8DUR|aRCR
184	12346 25122	4	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	1467VULN|2RPLT|3DUR|5aLIT|8RCR|9DMG
185	12355 25121	2	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	1467VULN|2RPLT|34LIT|4BPWR|5DUR|8RCR|9DMG|aBBNT
186	13623 31252	10	 * 	258.71	DCR|2VULN|2DUR|2ASPD|1DMG|2LIT|1CDMG	15VULN|29ERES|3CDMG|45ASPD|59BPWR|69DUR|7DMG|89LIT|aRCR
187	13624 63121	8	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	169aVULN|2ERES|3CDMG|46ASPD|5RMIN|6BPWR|7RCR|8DUR
188	13624 63221	7	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	169aVULN|2ERES|3CDMG|46ASPD|5RMIN|6BPWR|7RCR|8DUR
189	13116 36224	9	 * 	258.58	DCR|4VULN|2ASPD|2CDMG|1AART	138aVULN|2aERES|48CDMG|5AART|68CGEN|7RCR|8aBPWR|9aASPD
190	13116 36225	10	   	258.58	DCR|4VULN|2ASPD|2CDMG|1AART	138aVULN|2aERES|48CDMG|5AART|68CGEN|7RCR|8aBPWR|9aASPD
191	11112 16365	8	 * 	258.54	DCR|4VULN|2DUR|2CDMG	139aVULN|2ZMB|4aCDMG|5aDUR|6BELT|7RCR|8RPLT|aBPWR
192	26336 51441	1	   	258.54	DCR|4VULN|2DUR|1DMG	17FEWX|2MBVNT|367aVULN|47DUR|5RPLT|7BPWR|8DMG|9RCR
193	11111 63262	10	   	258.54	DCR|4VULN|2DUR|2CDMG	136aVULN|2ZMB|4aCDMG|56LWND|6aBPWR|7RCR|8DUST|9aDUR
194	11611 63262	10	   	258.54	DCR|4VULN|2DUR|2CDMG	146aVULN|2ZMB|3aCDMG|56LWND|6aBPWR|7RCR|8DUST|9aDUR
195	16623 24128	1	 * 	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	16aVULN|2MBVNT|3DUR|47aLIT|5SELL|8RCR|9aDMG|aBPWR
196	11112 16641	9	   	258.44	DCR|4VULN|2DUR|2CDMG	139aVULN|2ZMB|49CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR
197	11131 43631	3	   	258.44	DCR|4VULN|2DUR|2CDMG	137aVULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DUST
198	11612 16641	9	   	258.44	DCR|4VULN|2DUR|2CDMG	149aVULN|2ZMB|39CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR
199	11112 13631	6	   	258.44	DCR|4VULN|2DUR|2CDMG	137aVULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DUST
200	11612 13631	6	   	258.44	DCR|4VULN|2DUR|2CDMG	147aVULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DUST
201	15333 35321	6	   	258.44	DCR|4VULN|2DUR|1DMG	1579VULN|23BEXP|4DMG|6aDUR|8RCR
202	12361 21562	6	   	258.23	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	17VULN|2RPLT|37DUR|457DMG|6SELL|7BPWR|8TLV|9TBNT|aRCR
203	12512 44132	10	   	258.21	DCR|5VULN|2DUR	1467aVULN|2RPLT|3RMIN|46aBPWR|56aFEWX|8aDUR|9RCR
204	12522 44132	10	   	258.21	DCR|5VULN|2DUR	1467aVULN|2RPLT|3RMIN|56aFEWX|6aBPWR|8aDUR|9RCR
205	12345 62122	7	   	258.11	DCR|5VULN|2DUR	1478aVULN|2RPLT|3aDUR|5BELT|6RCR|9aLHND|aBPWR
206	13123 11314	8	   	258.05	DCR|5VULN|1DMG|1ASPD	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8ASPD|aDMG
207	13116 21526	5	   	258.00	DCR|4VULN|1DUR|1CDMG|1ASPD|1AART	138aVULN|2ERES|4CDMG|5AART|6RCR|7DUR|9ASPD
208	12513 44132	10	   	257.91	DCR|5VULN|2DUR	1467aVULN|2RPLT|3RMIN|46aBPWR|56aDUST|8aDUR|9RCR
209	12523 44132	10	   	257.91	DCR|5VULN|2DUR	1467aVULN|2RPLT|3RMIN|56aDUST|6aBPWR|8aDUR|9RCR
210	13122 25361	6	   	257.91	DCR|5VULN|2DUR	1347aVULN|2ERES|5aDUR|6aBEXP|8RCR|9BBNT|aBPWR
211	13122 45361	5	   	257.91	DCR|5VULN|2DUR	1347aVULN|2ERES|5aDUR|6aLWND|8RCR|9BBNT|aBPWR
212	13533 25361	3	   	257.91	DCR|5VULN|2DUR	1467aVULN|2ERES|3aDUR|5aLWND|8RCR|9BBNT|aBPWR
213	12341 51234	5	 * 	257.85	DCR|3VULN|2DUR|2TLV|1CDMG	148VULN|2RPLT|38DUR|5CDMG|6LHND|78TLV|8BPWR|9LIT|aRCR
214	12314 31234	4	   	257.85	DCR|3VULN|2DUR|2TLV|1CDMG	158VULN|2RPLT|38DUR|4BEXP|6CDMG|78TLV|8BPWR|9LIT|aRCR
215	12314 31234	3	   	257.85	DCR|3VULN|2DUR|2TLV|1CDMG	158VULN|2RPLT|38DUR|4FEWX|6CDMG|78TLV|8BPWR|9LIT|aRCR
216	12344 31234	5	   	257.85	DCR|3VULN|2DUR|2TLV|1CDMG	148VULN|2RPLT|38DUR|5FEWX|6CDMG|78TLV|8BPWR|9LIT|aRCR
217	12354 31234	3	   	257.85	DCR|3VULN|2DUR|2TLV|1CDMG	158VULN|2RPLT|38DUR|4BEXP|6CDMG|78TLV|8BPWR|9LIT|aRCR
218	11125 31333	10	   	257.81	DCR|5VULN|2DUR	1348aVULN|2ZMB|5DUST|67DUR|9RCR
219	13123 14652	6	   	257.80	DCR|5VULN|1DMG|1ASPD|1SELL	13458VULN|25ERES|5BPWR|6RCR|7SELL|9ASPD|aDMG
220	13123 14426	10	   	257.77	DCR|5VULN|2DUR|1SELL	1345aVULN|25ERES|5aBPWR|6RCR|7aBEXP|8SELL|9aDUR
221	12334 31234	4	   	257.75	DCR|3VULN|2DUR|2TLV|1CDMG	158VULN|2RPLT|38DUR|4DUST|6CDMG|78TLV|8BPWR|9LIT|aRCR
222	12341 11234	6	   	257.75	DCR|3VULN|2DUR|2TLV|1CDMG	148VULN|2RPLT|38DUR|5CDMG|6DUST|78TLV|8BPWR|9LIT|aRCR
223	13122 15361	6	   	257.71	DCR|5VULN|2DUR	1347aVULN|2aERES|5aDUR|6LEGI|8RCR|9BBNT|aBPWR
224	13122 65361	5	   	257.71	DCR|5VULN|2DUR	1347aVULN|2ERES|5aDUR|6aDUST|8RCR|9BBNT|aBPWR
225	14131 43423	1	   	257.54	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8ERES|9RCR|aASPD
226	14131 43633	1	   	257.54	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8RCR|9ERES|aASPD
227	12511 12288	6	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	149VULN|2RPLT|3RMIN|49BPWR|5CDMG|69ASPD|7MBVNT|89DMG|aRCR
228	12521 12288	6	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	149VULN|2RPLT|3RMIN|5CDMG|69ASPD|7MBVNT|89DMG|9BPWR|aRCR
229	11663 33121	6	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	179aVULN|2ZMB|3CDMG|4BEXP|5TLV|6RCR|8DMG
230	14633 23121	8	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	159aVULN|23LWND|4DMG|6CDMG|7RCR|8DUR
231	14633 23221	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	159aVULN|23LWND|4DMG|6CDMG|7RCR|8DUR
232	15233 35361	5	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1567VULN|2BEXP|3DUST|4TLV|8RCR|9DMG|aCDMG
233	12346 23125	4	   	257.33	DCR|3VULN|3DUR|1DMG	146VULN|2RPLT|37aDUR|5LIT|8RCR|9DMG
234	13123 16633	6	   	257.30	DCR|4VULN|1DMG|1TLV|1CDMG	1345VULN|25ERES|5BPWR|6RCR|7DMG|8TLV|9BBNT|aCDMG
235	13123 32633	6	   	257.30	DCR|4VULN|1DMG|1TLV|1CDMG	1345VULN|25ERES|5BPWR|6DMG|7RCR|8TLV|9BBNT|aCDMG
236	13123 43164	9	   	257.30	DCR|4VULN|2TLV|1DUR|1CDMG	1345VULN|25ERES|5BPWR|69TLV|7DUR|8CDMG|aRCR
237	13333 52424	7	 * 	257.23	DCR|4VULN|1DMG|2CDMG|1AART	178aVULN|2aERES|3MLV|4DMG|5AART|6RCR|9aCDMG|aBPWR
238	13333 53324	9	   	257.23	DCR|4VULN|1DMG|2CDMG|1AART	189aVULN|2aERES|3MLV|4DMG|5AART|6RCR|7aCDMG|aBPWR
239	13333 53325	10	   	257.23	DCR|4VULN|1DMG|2CDMG|1AART	189aVULN|2aERES|3MLV|4DMG|5AART|6RCR|7aCDMG|aBPWR
240	11111 63121	8	   	257.08	DCR|5VULN|1DUR|1CDMG	1369aVULN|2ZMB|4CDMG|56LWND|6BPWR|7RCR|8DUR
241	11111 63221	7	   	257.08	DCR|5VULN|1DUR|1CDMG	1369aVULN|2ZMB|4CDMG|56LWND|6BPWR|7RCR|8DUR
242	11611 63121	8	   	257.08	DCR|5VULN|1DUR|1CDMG	1469aVULN|2ZMB|3CDMG|56LWND|6BPWR|7RCR|8DUR
243	11611 63221	7	   	257.08	DCR|5VULN|1DUR|1CDMG	1469aVULN|2ZMB|3CDMG|56LWND|6BPWR|7RCR|8DUR
244	61613 63121	8	   	257.08	DCR|5VULN|1DUR|1CDMG	16LHND|2ZMB|3CDMG|4569aVULN|6BPWR|7RCR|8DUR
245	61613 63221	7	   	257.08	DCR|5VULN|1DUR|1CDMG	16LHND|2ZMB|3CDMG|4569aVULN|6BPWR|7RCR|8DUR
246	61613 63313	10	   	257.08	DCR|5VULN|1TLV|1CDMG	16LHND|2ZMB|3CDMG|4569aVULN|6BPWR|7RCR|8TLV
247	12244 71641	2	 * 	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	17aVULN|2RPLT|3DMG|4MBVNT|57DUR|67ASPD|7BPWR|8ERES|9RCR
248	13111 63315	10	   	256.98	DCR|5VULN|1TLV|1CDMG	1369aVULN|2ERES|4CDMG|56LWND|6BPWR|7RCR|8TLV
249	13111 63425	10	   	256.98	DCR|5VULN|1TLV|1CDMG	1368aVULN|2ERES|4CDMG|56LWND|6BPWR|7RCR|9TLV
250	13111 63461	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1368aVULN|2ERES|4CDMG|56LWND|6BPWR|7RCR|9DUR
251	13611 63315	10	   	256.98	DCR|5VULN|1TLV|1CDMG	1469aVULN|2ERES|3CDMG|56LWND|6BPWR|7RCR|8TLV
252	16341 13368	1	 * 	256.91	DCR|3VULN|2DUR|2ASPD|3LIT	18aVULN|2MBVNT|3BBNT|48ASPD|58aLIT|6TBNT|7RCR|8aBPWR|9aDUR
253	11643 63121	8	   	256.88	DCR|5VULN|1DUR|1CDMG	1569aVULN|2ZMB|3CDMG|46DUST|6BPWR|7RCR|8DUR
254	11643 63221	7	   	256.88	DCR|5VULN|1DUR|1CDMG	1569aVULN|2ZMB|3CDMG|46DUST|6BPWR|7RCR|8DUR
255	13123 11124	8	   	256.88	DCR|5VULN|1TLV|1CDMG	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8CDMG|aTLV
256	13123 11164	9	   	256.88	DCR|5VULN|1TLV|1CDMG	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8CDMG|aTLV
257	13123 12632	10	   	256.88	DCR|5VULN|1DUR|1CDMG	1345aVULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9CDMG
258	13123 16112	8	   	256.88	DCR|5VULN|1DUR|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8RCVC|9CDMG|aDUR
259	13123 16233	8	   	256.88	DCR|5VULN|1TLV|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8LHND|9CDMG|aTLV
260	13123 12145	6	   	256.88	DCR|5VULN|1TLV|1CDMG	13458VULN|25ERES|5BPWR|6RCR|7LWND|9TLV|aCDMG
261	13123 13145	6	   	256.88	DCR|5VULN|1TLV|1CDMG	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aCDMG
262	13123 14115	9	   	256.88	DCR|5VULN|1TLV|1CDMG	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aCDMG
263	13123 14145	8	   	256.88	DCR|5VULN|1TLV|1CDMG	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aCDMG
264	13123 14145	7	   	256.88	DCR|5VULN|1TLV|1CDMG	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aCDMG
265	13123 14265	8	   	256.88	DCR|5VULN|1TLV|1CDMG	13459VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|aCDMG
266	13123 16215	9	   	256.88	DCR|5VULN|1TLV|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8LHND|9TLV|aCDMG
267	13123 16245	8	   	256.88	DCR|5VULN|1TLV|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8LHND|9TLV|aCDMG
268	13123 16515	9	   	256.88	DCR|5VULN|1TLV|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8BEXP|9TLV|aCDMG
269	13123 16515	7	   	256.88	DCR|5VULN|1DUR|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8DUR|9ZMB|aCDMG
270	13123 16156	7	   	256.78	DCR|5VULN|1TLV|1CDMG	13457VULN|25ERES|5BPWR|6RCR|8MBVNT|9TLV|aCDMG
271	13123 16616	7	   	256.60	DCR|5VULN|1DMG|1AART	13457VULN|258ERES|58BPWR|6RCR|9DMG|aAART
272	13123 16616	8	   	256.60	DCR|5VULN|1DMG|1AART	13457VULN|258ERES|58BPWR|6RCR|9DMG|aAART
273	11131 43622	3	 * 	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DMG|aLWND
274	11131 43623	3	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DMG|aDMSP
275	11131 43624	3	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DMG|aBEXP
276	11112 13622	6	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aLWND
277	11112 13623	6	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aDMSP
278	11112 13624	6	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aBEXP
279	11612 13622	6	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aLWND
280	11612 13623	6	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aDMSP
281	11612 13624	6	   	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aBEXP
282	11131 43621	3	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DMG|aTBNT
283	11131 43625	3	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DMG|aBBNT
284	11112 16643	10	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	139VULN|2ZMB|49CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR|aDMG
285	11612 16643	10	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	149VULN|2ZMB|39CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR|aDMG
286	11112 13621	6	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aTBNT
287	11112 13625	6	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aBBNT
288	11612 13621	6	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aTBNT
289	11612 13625	6	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DMG|aBBNT
290	12364 28441	8	 * 	255.86	DCR|3VULN|2DUR|2TLV|1DMG	18aVULN|2RPLT|38DUR|4DMG|5MBVNT|6ZMB|78TLV|8BPWR|9RCR
291	12355 23122	2	 * 	255.76	DCR|3VULN|2DUR|3LIT|1DMG	146VULN|2RPLT|34aLIT|4BPWR|57DUR|8RCR|9DMG
292	12455 23122	3	   	255.76	DCR|3VULN|2DUR|3LIT|1DMG	146VULN|2RPLT|34aLIT|4BPWR|57DUR|8RCR|9DMG
293	11113 42868	6	 * 	255.76	DCR|3VULN|3ASPD|1DMG|2CDMG	138VULN|2ZMB|48CDMG|5MBVNT|689ASPD|7RCR|8BPWR|aDMG
294	13123 11151	8	   	255.58	DCR|5VULN|2LIT|1CDMG	1345aVULN|25aERES|5aBPWR|6RCR|7CGEN|8CDMG|9aLIT
295	12244 82124	2	   	255.35	DCR|2VULN|3DMG|3DUR	19VULN|2RPLT|39aDMG|4MBVNT|589DUR|6RCR|7TBNT|9BPWR
296	12364 82124	5	   	255.35	DCR|2VULN|3DMG|3DUR	19VULN|2RPLT|389DUR|49aDMG|5MBVNT|6RCR|7TBNT|9BPWR
297	14131 35412	1	   	255.35	DCR|2VULN|3DMG|3DUR	1aVULN|236DMG|4BELT|567DUR|6BPWR|8RCR|9BBNT
298	14131 35432	1	   	255.35	DCR|2VULN|3DMG|3DUR	1aVULN|236DMG|4BELT|567DUR|6BPWR|8RCR|9TBNT
299	14113 32322	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	169VULN|23DMG|4DUR|57BEXP|8RCR|aTLV
300	14113 35316	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	167VULN|23DMG|4DUR|5BEXP|8RCR|9BELT|aTLV
301	14113 35332	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	167VULN|23DMG|4DUR|5BEXP|8RCR|9DMSP|aTLV
302	14223 35353	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	167VULN|2aDMG|3TLV|4RMIN|5BEXP|8RCR|9DUR
303	52123 56112	10	 * 	254.95	DCR|4VULN|3CDMG|2ASPD	1RPLT|28aCDMG|357aVULN|4DMSP|6aASPD|9RCR|aBPWR
304	13121 42353	5	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	134VULN|2ERES|5TLV|6aDMG|7LWND|8RCR|9DUR
305	13121 43353	5	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	134VULN|2ERES|5TLV|6aDMG|7BEXP|8RCR|9DUR
306	13121 45353	5	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	134VULN|2ERES|5TLV|6aDMG|7LHND|8RCR|9DUR
307	14112 65322	1	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	179VULN|23DMG|4DUR|5RCVC|6DUST|8RCR|aTLV
308	14326 35321	1	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	179VULN|26DMG|3DUST|4CGEN|5TLV|8RCR|aDUR
309	11121 41215	5	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	134VULN|2ZMB|5TLV|68DMG|7BBNT|9RCR|aDUR
310	11121 24246	5	   	254.89	DCR|4VULN|1TLV|1DUR|2LIT	134aVULN|2ZMB|5TLV|6DUR|78LIT|9RCR
311	11121 62246	7	   	254.89	DCR|4VULN|1TLV|1DUR|2LIT	134aVULN|2ZMB|5TLV|68LIT|7DUR|9RCR
312	12166 35321	1	   	254.85	DCR|3VULN|2DMG|1DUR|1TLV	179VULN|2ERES|36DMG|4DUST|5TLV|8RCR|aDUR
313	13166 35321	2	   	254.85	DCR|3VULN|2DMG|1DUR|1TLV	179VULN|2ERES|36DMG|4DUST|5TLV|8RCR|aDUR
314	13121 41215	5	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	134VULN|2ERES|5TLV|68DMG|7BBNT|9RCR|aDUR
315	13123 12622	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1345VULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9ASPD|aDMG
316	13123 52542	7	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1345VULN|25ERES|5BPWR|6BELT|7DUR|8ASPD|9RCR|aDMG
317	13121 24134	10	   	254.66	DCR|4VULN|1DMG|1TLV|1ASPD	1348VULN|2ERES|5TLV|6DUST|7ASPD|9RCR|aDMG
318	13123 11254	6	   	254.66	DCR|4VULN|1DMG|1TLV|1ASPD	1345VULN|25ERES|5BPWR|6RCR|7BBNT|8DMG|9ASPD|aTLV
319	11141 46231	3	   	254.65	DCR|3VULN|3DMG|1TLV	137VULN|247ZMB|5RMIN|678DMG|7BPWR|9RCR|aTLV
320	11113 35352	3	   	254.62	DCR|4VULN|2DUR|1TLV	1367VULN|2ZMB|49DUR|5BEXP|8RCR|aTLV
321	11124 31322	7	   	254.62	DCR|4VULN|2DUR|1TLV	1349VULN|2ZMB|5BEXP|67DUR|8RCR|aTLV
322	11124 35352	6	   	254.62	DCR|4VULN|2DUR|1TLV	1347VULN|2ZMB|5BEXP|69DUR|8RCR|aTLV
323	11153 31322	7	   	254.62	DCR|4VULN|2DUR|1TLV	1359VULN|2ZMB|4BEXP|67DUR|8RCR|aTLV
324	11153 35352	6	   	254.62	DCR|4VULN|2DUR|1TLV	1357VULN|2ZMB|4BEXP|69DUR|8RCR|aTLV
325	11533 35352	3	   	254.62	DCR|4VULN|2DUR|1TLV	1467VULN|2ZMB|39DUR|5BEXP|8RCR|aTLV
326	11122 65352	5	   	254.52	DCR|4VULN|2DUR|1TLV	1347VULN|2ZMB|59DUR|6DUST|8RCR|aTLV
327	11125 31322	7	   	254.52	DCR|4VULN|2DUR|1TLV	1349VULN|2ZMB|5DUST|67DUR|8RCR|aTLV
328	11125 31332	9	   	254.52	DCR|4VULN|2DUR|1TLV	1348VULN|2ZMB|5DUST|67DUR|9RCR|aTLV
329	11125 31332	10	   	254.52	DCR|4VULN|2DUR|1TLV	1348VULN|2ZMB|5DUST|67DUR|9RCR|aTLV
330	11125 35352	6	   	254.52	DCR|4VULN|2DUR|1TLV	1347VULN|2ZMB|5DUST|69DUR|8RCR|aTLV
331	13121 15634	7	   	254.52	DCR|4VULN|2DUR|1TLV	1348VULN|28ERES|5TLV|6LWND|78DUR|8BPWR|9TBNT|aRCR
332	13121 25634	7	   	254.42	DCR|4VULN|2DUR|1TLV	1348VULN|28ERES|5TLV|6DUST|78DUR|8BPWR|9TBNT|aRCR
333	12345 62111	7	   	254.33	DCR|5VULN|1DUR|1ASPD	1478aVULN|2RPLT|3DUR|5BELT|6RCR|9ASPD
334	13122 62424	7	   	254.28	DCR|4VULN|2DUR|1TLV|1SELL	1349VULN|2ERES|58DUR|6TLV|7SELL|aRCR
335	13122 65324	7	   	254.28	DCR|4VULN|2DUR|1TLV|1SELL	1349VULN|2ERES|57DUR|6TLV|8SELL|aRCR
336	13123 43334	7	   	254.28	DCR|4VULN|2DUR|1TLV|1SELL	1345VULN|25ERES|5BPWR|6TLV|79DUR|8SELL|aRCR
337	13123 44334	6	   	254.28	DCR|4VULN|2DUR|1TLV|1SELL	1345VULN|25ERES|5BPWR|6TLV|79DUR|8SELL|aRCR
338	13123 13351	7	   	254.13	DCR|5VULN|1DUR|1ASPD	1345aVULN|257ERES|5BPWR|6RCR|8DUR|9ASPD
339	13123 16154	7	   	254.13	DCR|5VULN|1TLV|1ASPD	13457VULN|25ERES|5BPWR|6RCR|8MBVNT|9TLV|aASPD
340	14422 33741	2	   	254.10	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	18VULN|2LWND|3MBVNT|48LIT|5DUR|6ASPD|78DMG|8BPWR|9TLV|aRCR
341	12315 51131	5	   	253.93	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	17VULN|2RPLT|37DUR|4BEXP|5ASPD|67DMG|7BPWR|8LWND|9RCR|aTLV
342	12315 51331	5	   	253.93	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	17VULN|2RPLT|37DUR|4BEXP|5ASPD|67DMG|7BPWR|8LHND|9RCR|aTLV
343	12335 51131	5	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	17VULN|2RPLT|37DUR|4DUST|5ASPD|67DMG|7BPWR|8LWND|9RCR|aTLV
344	12335 51331	5	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	17VULN|2RPLT|37DUR|4DUST|5ASPD|67DMG|7BPWR|8LHND|9RCR|aTLV
345	12335 51431	5	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	17VULN|2RPLT|37DUR|4DUST|5ASPD|67DMG|7BPWR|8BEXP|9RCR|aTLV
346	14123 31143	5	   	253.78	DCR|3VULN|2DMG|2DUR	17aVULN|247LWND|3aBEXP|5ZMB|67DMG|7aBPWR|8aDUR|9RCR
347	14152 31143	4	   	253.78	DCR|3VULN|2DMG|2DUR	17aVULN|257LWND|3aBEXP|4ZMB|67DMG|7aBPWR|8aDUR|9RCR
348	14153 31143	5	   	253.78	DCR|3VULN|2DMG|2DUR	17aVULN|257LWND|3aBEXP|4ZMB|67DMG|7aBPWR|8aDUR|9RCR
349	14613 31143	3	   	253.78	DCR|3VULN|2DMG|2DUR	17aVULN|237LWND|4aZMB|5BEXP|67DMG|7aBPWR|8aDUR|9RCR
350	14623 31143	4	   	253.78	DCR|3VULN|2DMG|2DUR	17aVULN|237LWND|4aZMB|5BEXP|67DMG|7aBPWR|8aDUR|9RCR
351	15424 24331	1	   	253.60	DCR|4VULN|2DMG	178aVULN|2aLHND|3MBVNT|4LIT|5CGEN|6RCR|9aDMG|aBPWR
352	13121 33124	8	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1349VULN|2ERES|5TLV|6DMSP|7DUR|8CDMG|aRCR
