0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22462 23163	2	 * 	280.78	DCR|5VULN|3DMG	1BELT|289DMG|34789VULN|5RCVC|689CGEN|89BPWR|aRCR
178	52351 52212	2	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	17LHND|2DUST|379VULN|4DUR|5CDMG|67DMG|7BPWR|8RCR|aFEWX
179	23431 43123	5	   	252.40	DCR|4VULN|1DUR|2LIT|1CDMG	1BELT|24LIT|3479VULN|4BPWR|5CDMG|6RCR|8ZMB|aDUR
180	23263 32526	10	 * 	252.27	DCR|3VULN|2DMG|3LIT|1AART	1BELT|26aLIT|3RMIN|4aDMG|57aVULN|8RCR|9AART|aBPWR
181	34312 16522	3	   	252.27	DCR|3VULN|2DMG|2ASPD	1CGEN|24aVULN|3ZMB|5LIT|6aASPD|7RCR|8MLV|9aDMG|aBPWR
182	14442 23213	9	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|24aVULN|3DMG|5TLV|6RCR|7aDUR|8FEWX|9aLHND|aBPWR
183	14442 23223	9	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|24aVULN|3DMG|5TLV|6RCR|7aDUR|8FEWX|9aBEXP|aBPWR
184	34442 23213	9	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24aVULN|3DMG|5TLV|6RCR|7aDUR|8FEWX|9aLHND|aBPWR
185	34442 23223	9	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24aVULN|3DMG|5TLV|6RCR|7aDUR|8FEWX|9aBEXP|aBPWR
186	23415 33262	3	   	252.22	DCR|4VULN|1DMG|2LIT|1AART	1BELT|25LIT|3457VULN|5BPWR|6RPLT|8AART|9RCR|aDMG
187	22463 53311	2	   	252.20	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1BELT|279DMG|34VULN|5ASPD|6RCR|8DUR|aCDMG
188	34312 12622	3	   	252.17	DCR|3VULN|2DMG|2ASPD	1CGEN|24aVULN|3ZMB|5LIT|6aASPD|7ERES|8RCR|9aDMG|aBPWR
189	34342 12622	4	   	252.17	DCR|3VULN|2DMG|2ASPD	1CGEN|24aVULN|3ZMB|5LIT|6aASPD|7ERES|8RCR|9aDMG|aBPWR
190	53126 12212	1	   	252.12	DCR|4VULN|2DUR|1CDMG	17LHND|2CDMG|379aVULN|4DUST|5ZMB|67DUR|7BPWR|8RCR
191	54126 12212	2	   	252.12	DCR|4VULN|2DUR|1CDMG	17LHND|2CDMG|379aVULN|4DUST|5ZMB|67DUR|7BPWR|8RCR
192	12313 65332	3	   	252.06	DCR|4VULN|1DMG|1TLV	1MLV|2ERES|3467VULN|5DMG|8TLV|9RCR|aLIT
193	12342 24332	6	   	252.06	DCR|4VULN|1DMG|1TLV	1MLV|2ERES|3479VULN|5TLV|6RCR|8DMG|aLIT
194	12343 65332	4	   	252.06	DCR|4VULN|1DMG|1TLV	1MLV|2ERES|3467VULN|5DMG|8TLV|9RCR|aLIT
195	13221 32226	4	   	252.06	DCR|4VULN|1DMG|1TLV	1MLV|2LIT|3456VULN|7ERES|8DMG|9RCR|aTLV
196	32342 24332	6	   	252.06	DCR|4VULN|1DMG|1TLV	1CGEN|2ERES|3479VULN|5TLV|6RCR|8DMG|aLIT
197	33221 32226	4	   	252.06	DCR|4VULN|1DMG|1TLV	1CGEN|2LIT|3456VULN|7ERES|8DMG|9RCR|aTLV
198	14143 52223	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|245VULN|3TLV|69DUR|7RCR|8ZMB|aDMG
199	14442 21433	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1aMLV|24aVULN|3DMG|5TLV|6RCR|7MBVNT|8LEGI|9aDUR|aBPWR
200	14442 23131	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3DMG|5TLV|6RCR|7aDUR|9CGEN
201	14442 23223	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|24aVULN|3DMG|5TLV|6RCR|7aDUR|8FEWX|9aDUST|aBPWR
202	34113 62251	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|246VULN|3TLV|5DMG|7aDUR|8FEWX|9RCR
203	34115 13151	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3TLV|5aDUR|6DMG|7BEXP|9RCR
204	34143 52223	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|245VULN|3TLV|69DUR|7RCR|8ZMB|aDMG
205	34313 62251	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|246VULN|3TLV|5DMG|7aDUR|8FEWX|9RCR
206	34315 13151	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3TLV|5aDUR|6DMG|7BEXP|9RCR
207	34442 22121	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|7BEXP|9aDUR
208	34442 23223	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24aVULN|3DMG|5TLV|6RCR|7aDUR|8FEWX|9aDUST|aBPWR
209	14342 23123	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3ZMB|5TLV|6RCR|79DUR|aDMG
210	34342 23123	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3ZMB|5TLV|6RCR|79DUR|aDMG
211	34342 23123	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3ZMB|5TLV|6RCR|79DUR|aDMG
212	34342 23633	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|249VULN|3ZMB|5TLV|6RCR|78DUR|aDMG
213	16121 63142	2	   	251.99	DCR|2VULN|3DMG|2DUR|1AART	18MLV|2AART|34VULN|58DUR|689DMG|7RCR|8BPWR|aBEXP
214	16121 63143	2	   	251.99	DCR|2VULN|3DMG|2DUR|1AART	18MLV|2AART|34VULN|58DUR|689DMG|7RCR|8BPWR|aRMIN
215	12266 43123	3	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|2ERES|3TLV|478VULN|59DUR|6RCR|aDMG
216	12342 24423	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|2ERES|347VULN|5TLV|6RCR|89DUR|aDMG
217	12342 25123	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|2ERES|348VULN|5TLV|6RCR|79DUR|aDMG
218	12342 25123	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|2ERES|348VULN|5TLV|6RCR|79DUR|aDMG
219	12342 25633	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|2ERES|349VULN|5TLV|6RCR|78DUR|aDMG
220	14116 43123	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|278VULN|3TLV|4ERES|59DUR|6RCR|aDMG
221	14143 52123	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|245VULN|3TLV|69DUR|7RCR|8ERES|aDMG
222	14442 21121	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3DMG|5TLV|6RCR|7MBVNT|9aDUR
223	14442 23111	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3DMG|5TLV|6RCR|7aDUR|9ERES
224	14442 23121	9	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3DMG|5TLV|6RCR|7aDUR|9DUST
225	14442 23122	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3DMG|5TLV|6RCR|79DUR|aDUST
226	14442 23122	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|248VULN|3DMG|5TLV|6RCR|7aDUR|9DUST
227	32342 24423	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2ERES|347VULN|5TLV|6RCR|89DUR|aDMG
228	32342 25123	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2ERES|348VULN|5TLV|6RCR|79DUR|aDMG
229	32342 25123	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2ERES|348VULN|5TLV|6RCR|79DUR|aDMG
230	32342 25633	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2ERES|349VULN|5TLV|6RCR|78DUR|aDMG
231	34143 52123	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|245VULN|3TLV|69DUR|7RCR|8ERES|aDMG
232	34442 21121	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|7MBVNT|9aDUR
233	34442 21121	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|7MBVNT|9aDUR
234	34442 23111	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|7aDUR|9ERES
235	34442 23121	9	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|7aDUR|9DUST
236	34442 23122	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|79DUR|aDUST
237	34442 23122	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|7aDUR|9DUST
238	34442 23122	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|248VULN|3DMG|5TLV|6RCR|79DUR|aDUST
239	14231 54333	4	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MLV|2aVULN|3CDMG|4CGEN|5aDMG|6RCR|7ASPD|8RPLT|9aDUR|aBPWR
240	14241 15333	4	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MLV|2aVULN|3CDMG|4ASPD|5aDMG|6CGEN|7RCR|8RPLT|9aDUR|aBPWR
241	14241 52333	4	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MLV|2aVULN|3CDMG|4ASPD|5aDMG|6RCR|7CGEN|8RPLT|9aDUR|aBPWR
242	14251 15333	3	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MLV|2aVULN|3CDMG|4ASPD|5aDMG|6CGEN|7RCR|8RPLT|9aDUR|aBPWR
243	14251 52333	3	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1MLV|2aVULN|3CDMG|4ASPD|5aDMG|6RCR|7CGEN|8RPLT|9aDUR|aBPWR
244	22411 52612	2	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	1BELT|27DMG|37VULN|4LIT|5TLV|67DUR|7BPWR|8RCR|9FEWX|aCGEN
245	22411 52613	2	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	1BELT|27DMG|37VULN|4LIT|5TLV|67DUR|7BPWR|8RCR|9FEWX|aRCVC
246	22411 52631	2	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	19BELT|27DMG|37VULN|4LIT|5TLV|67DUR|7BPWR|8RCR|aFEWX
247	22411 52632	2	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	19BELT|27DMG|37VULN|4LIT|5TLV|67DUR|7BPWR|8RCR|aBEXP
248	22411 52633	2	   	251.13	DCR|2VULN|2DMG|2DUR|1TLV	19BELT|27DMG|37VULN|4LIT|5TLV|67DUR|7BPWR|8RCR|aDUST
249	23411 42423	5	 * 	251.13	DCR|3VULN|3CDMG|3LIT|1DMG	1BELT|247LIT|379VULN|579CDMG|6RCR|79BPWR|8RCVC|aDMG
250	14442 23133	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|248VULN|3DMG|5TLV|6RCR|7DUR|9CGEN|aCDMG
251	34442 23131	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	19CGEN|248VULN|3DMG|5TLV|6RCR|7DUR|aCDMG
252	63151 12213	1	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1BEXP|2CDMG|379VULN|4TLV|5FEWX|6DUR|8RCR|aDMG
253	64151 12213	2	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1BEXP|2CDMG|379VULN|4TLV|5FEWX|6DUR|8RCR|aDMG
254	14143 52221	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2458VULN|3TLV|6DUR|7RCR|9ZMB|aASPD
255	34133 52332	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|259aVULN|3TLV|4RCVC|6DUR|7RCR|8ASPD
256	34141 52332	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|249aVULN|3TLV|5RCVC|6DUR|7RCR|8ASPD
257	34143 22326	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|245aVULN|3TLV|6FEWX|7RCR|8ASPD|9DUR
258	34143 32326	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|245aVULN|3TLV|6LWND|7RCR|8ASPD|9DUR
259	34143 52221	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2458VULN|3TLV|6DUR|7RCR|9ZMB|aASPD
260	34143 52231	8	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2459VULN|3TLV|6DUR|7RCR|8ZMB|aASPD
261	34143 52333	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2459VULN|3TLV|6DUR|7RCR|8ASPD|aLHND
262	34342 23131	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2489VULN|3ZMB|5TLV|6RCR|7DUR|aASPD
263	34342 23131	8	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2489VULN|3ZMB|5TLV|6RCR|7DUR|aASPD
264	33232 64334	9	 * 	251.02	DCR|3VULN|2DMG|2CDMG	1aCGEN|2LIT|35aVULN|46CDMG|7LHND|8RCR|9aDMG|aBPWR
265	14442 23113	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|248VULN|3DMG|5TLV|6RCR|7DUR|9ERES|aCDMG
266	34442 23113	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CGEN|248VULN|3DMG|5TLV|6RCR|7DUR|9ERES|aCDMG
267	12266 43131	3	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2ERES|3TLV|4789VULN|5DUR|6RCR|aASPD
268	12342 24431	6	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2ERES|3479VULN|5TLV|6RCR|8DUR|aASPD
269	12342 24511	6	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2ERES|3478VULN|5TLV|6RCR|9DUR|aASPD
270	12342 25131	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2ERES|3489VULN|5TLV|6RCR|7DUR|aASPD
271	12342 25131	8	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2ERES|3489VULN|5TLV|6RCR|7DUR|aASPD
272	14116 43131	4	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2789VULN|3TLV|4ERES|5DUR|6RCR|aASPD
273	14143 52131	8	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2459VULN|3TLV|6DUR|7RCR|8ERES|aASPD
274	14143 52231	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2458VULN|3TLV|6DUR|7RCR|9ERES|aASPD
275	32342 24431	6	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2ERES|3479VULN|5TLV|6RCR|8DUR|aASPD
276	32342 24511	6	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2ERES|3478VULN|5TLV|6RCR|9DUR|aASPD
277	32342 25131	8	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2ERES|3489VULN|5TLV|6RCR|7DUR|aASPD
278	32342 25131	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2ERES|3489VULN|5TLV|6RCR|7DUR|aASPD
279	34143 52131	8	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2459VULN|3TLV|6DUR|7RCR|8ERES|aASPD
280	34143 52213	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2458VULN|3TLV|6DUR|7RCR|9DUST|aASPD
281	22256 16131	2	   	250.82	DCR|3VULN|2DMG|2TLV	1BELT|27DMG|3TBNT|478VULN|5BBNT|67TLV|7BPWR|9LIT|aRCR
