0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25225 52123	8	 * 	299.97	DCR|3VULN|3DMG|3ASPD|2DUR	17DUR|289DMG|37aASPD|457VULN|6RCR|7BPWR
164	25363 53322	2	   	270.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1DUR|2DMG|378VULN|4ASPD|5TLV|6LIT|9RCR|aCDMG
165	25225 52211	9	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9LEGI|aLWND
166	25225 52212	9	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9LEGI|aBEXP
167	25225 52221	9	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aMLV
168	25225 52222	9	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aFEWX
169	25225 52222	10	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aBEXP
170	25225 52223	9	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aZMB
171	25225 52232	10	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9LHND|aDUST
172	25225 52321	7	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8DUST|aLWND
173	25225 52322	7	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8DUST|aBEXP
174	25225 52323	7	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8DUST|aFEWX
175	25225 53131	6	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	189DUR|2DMG|38ASPD|458VULN|6RCR|7BBNT|8BPWR|aBEXP
176	25225 53132	6	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	189DUR|2DMG|38ASPD|458VULN|6RCR|7BBNT|8BPWR|aCGEN
177	25225 53133	6	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	189DUR|2DMG|38ASPD|458VULN|6RCR|7BBNT|8BPWR|aLWND
178	25212 36251	5	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	18aDUR|2DMG|38ASPD|4RCVC|578VULN|6BBNT|8BPWR|9RCR
179	25212 52213	10	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|57aVULN|6RCR|7BPWR|9LEGI
180	25212 52225	8	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aDLOT
181	25212 52225	10	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|57aVULN|6RCR|7BPWR|9ERES
182	25212 52226	8	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aTBNT
183	25212 52263	10	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aERES
184	25212 53135	6	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	189DUR|2DMG|38ASPD|4RCVC|58aVULN|6RCR|7BBNT|8BPWR
185	25222 51251	4	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	18aDUR|2DMG|38ASPD|468VULN|5BBNT|7RCVC|8BPWR|9RCR
186	25222 52251	4	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	18aDUR|2DMG|38ASPD|468VULN|5BBNT|7DMSP|8BPWR|9RCR
187	25225 31251	5	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	18aDUR|2DMG|38ASPD|458VULN|6BBNT|7RCVC|8BPWR|9RCR
188	25225 32251	5	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	18aDUR|2DMG|38ASPD|458VULN|6BBNT|7DMSP|8BPWR|9RCR
189	25225 52332	7	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	17aDUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8DUST|9RPLT
190	25225 53111	6	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	18aDUR|2DMG|38ASPD|458VULN|6RCR|7BBNT|8BPWR|9RCVC
191	23511 66331	1	   	270.23	DCR|3VULN|3DUR|2ASPD|1DMG	19aDUR|25ASPD|3BBNT|457VULN|5BPWR|6RCR|8DMG
192	25225 52212	10	   	270.23	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9LEGI|aDUST
193	25225 52223	10	   	270.23	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9aERES
194	25213 47116	2	   	270.23	DCR|3VULN|3DUR|2ASPD|1DMG	148DUR|2DMG|3MBVNT|58ASPD|6BBNT|78aVULN|8BPWR|9RCR
