0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63331 64333	10	 * 	300.45	DCR|4VULN|3DUR|2DMG|1ASPD	135DUR|236aVULN|36BPWR|46DMG|7FEWX|8RCR|9ASPD
177	63363 21132	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4LHND|5DMSP|8CDMG|9DMG|aRCR
178	63364 31132	7	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2357VULN|3BPWR|46LHND|8CDMG|9DMG|aRCR
179	63364 31132	6	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2357VULN|3BPWR|46LHND|8CDMG|9DMG|aRCR
180	63365 21132	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|45LHND|8CDMG|9DMG|aRCR
181	33522 21132	2	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1LHND|2467VULN|35DUR|8CDMG|9DMG|aRCR
182	33566 21132	1	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1LHND|23DUR|4567VULN|8CDMG|9DMG|aRCR
183	63214 21132	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	14DUR|2567VULN|3LHND|8CDMG|9DMG|aRCR
184	63216 21132	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	14DUR|2567VULN|3LHND|8CDMG|9DMG|aRCR
185	63222 21132	3	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	15DUR|2467VULN|3LHND|8CDMG|9DMG|aRCR
186	63331 14422	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5DMSP|8DUST|9CDMG|aRCR
187	63331 15412	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|236aVULN|3BPWR|4DMG|5DMSP|7CDMG|8BBNT|9RCR
188	63332 11522	6	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2378VULN|3BPWR|4DMG|5RCVC|6LEGI|9CDMG|aRCR
189	63332 14422	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5RCVC|8DUST|9CDMG|aRCR
190	63332 15412	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|236aVULN|3BPWR|4DMG|5RCVC|7CDMG|8BBNT|9RCR
191	63332 41522	6	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2378VULN|3BPWR|4DMG|5RCVC|6DUST|9CDMG|aRCR
192	63333 21162	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9DUST|aRCR
193	63333 21222	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8ERES|9CDMG|aRCR
194	63333 41522	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2378VULN|3BPWR|4DMG|5DUST|6RCVC|9CDMG|aRCR
195	63333 51162	7	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9DUST|aRCR
196	63333 51162	6	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9DUST|aRCR
197	63333 51222	7	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8ERES|9CDMG|aRCR
198	63333 51222	6	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8ERES|9CDMG|aRCR
199	63336 16222	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2356VULN|3BPWR|4DMG|7CGEN|8ERES|9CDMG|aRCR
200	63336 21411	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2359VULN|3BPWR|4DMG|6BBNT|7RCVC|8RCR|aCDMG
201	13331 25432	5	   	271.86	DCR|4VULN|3DUR|1DMG	136FEWX|2379VULN|36BPWR|4DMG|56aDUR|8RCR
202	63331 14342	4	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2367VULN|3BPWR|4DMG|5DMSP|9CGEN|aRCR
203	63331 16332	4	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2369VULN|3BPWR|4DMG|5DMSP|7CGEN|aRCR
204	63331 21436	7	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|239aVULN|3BPWR|4DMG|6CGEN|7MLV|8RCR
205	63331 31436	7	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|239aVULN|3BPWR|4DMG|6BEXP|7RCVC|8RCR
206	63331 33432	7	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6BEXP|8RCR|aBELT
207	63331 33433	7	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6aBEXP|8RCR
208	63331 33434	7	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6BEXP|8RCR|aRCVC
209	63331 35432	6	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6BEXP|8RCR|aBELT
210	63331 35433	6	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6aBEXP|8RCR
211	63331 43432	7	   	271.76	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6LWND|8RCR|aFEWX
212	63332 14342	5	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2367VULN|3BPWR|4DMG|5RCVC|9CGEN|aRCR
213	63332 16332	5	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2369VULN|3BPWR|4DMG|5RCVC|7CGEN|aRCR
214	63333 41332	6	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2379VULN|3BPWR|4DMG|56CGEN|aRCR
215	63333 41332	7	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2379VULN|3BPWR|4DMG|56CGEN|aRCR
216	63333 51326	8	   	271.76	DCR|4VULN|3DUR|1DMG	13aDUR|2367VULN|3BPWR|4DMG|58CGEN|9RCR
217	63333 54332	7	   	271.76	DCR|4VULN|3DUR|1DMG	138DUR|2369VULN|3BPWR|4DMG|57CGEN|aRCR
218	63361 22343	3	 * 	271.76	DCR|4VULN|3DUR|2TLV	139DUR|2349VULN|39BPWR|59TLV|6BBNT|7BELT|8RPLT|aRCR
219	63321 15215	4	   	271.66	DCR|5VULN|2DUR|1CDMG	13DUR|23689VULN|3BPWR|4CGEN|5DMSP|7CDMG|aRCR
220	63321 15215	5	   	271.66	DCR|5VULN|2DUR|1CDMG	13DUR|23689VULN|3BPWR|4CGEN|5RCVC|7CDMG|aRCR
221	63321 25215	6	   	271.66	DCR|5VULN|2DUR|1CDMG	13DUR|23689VULN|3BPWR|4CGEN|5RCVC|7CDMG|aRCR
222	63331 14226	4	   	271.66	DCR|4VULN|3DUR|1DMG	13aDUR|2367VULN|3BPWR|4DMG|5DMSP|8ERES|9RCR
223	63332 14226	5	   	271.66	DCR|4VULN|3DUR|1DMG	13aDUR|2367VULN|3BPWR|4DMG|5RCVC|8ERES|9RCR
224	63332 51326	6	   	271.66	DCR|4VULN|3DUR|1DMG	13aDUR|2378VULN|3BPWR|4DMG|5RCVC|6ERES|9RCR
225	63332 51326	7	   	271.66	DCR|4VULN|3DUR|1DMG	13aDUR|2378VULN|3BPWR|4DMG|5RCVC|6ERES|9RCR
226	63326 21352	5	   	271.66	DCR|4VULN|3DUR|2TLV	138DUR|2367VULN|3BPWR|4CGEN|59TLV|aRCR
227	63331 11436	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|239aVULN|3BPWR|4DMG|6DUST|7RCVC|8RCR
228	63331 13432	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aBELT
229	63331 13433	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aBEXP
230	63331 13434	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aRCVC
231	63331 13436	5	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|239aVULN|3BPWR|4DMG|6ERES|7CGEN|8RCR
232	63331 15432	6	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aBELT
233	63331 15433	6	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aBEXP
234	63331 22436	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|239aVULN|3BPWR|4DMG|6CGEN|7ERES|8RCR
235	63331 22636	8	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|239aVULN|3BPWR|4DMG|6CGEN|7ERES|8RCR
236	63331 33431	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6BEXP|8RCR|aERES
237	63331 35431	6	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6BEXP|8RCR|aERES
238	63331 43431	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6LWND|8RCR|aERES
239	63331 43433	7	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6LWND|8RCR|aDUST
240	63332 51432	7	   	271.66	DCR|4VULN|3DUR|1DMG	138DUR|2379VULN|3BPWR|4DMG|5RCVC|6ERES|aRCR
241	63332 51432	6	   	271.66	DCR|4VULN|3DUR|1DMG	138DUR|2379VULN|3BPWR|4DMG|5RCVC|6ERES|aRCR
242	63333 25432	4	   	271.66	DCR|4VULN|3DUR|1DMG	136DUR|2379VULN|36BPWR|4DMG|56DUST|8RCR|aBELT
243	63333 25433	4	   	271.66	DCR|4VULN|3DUR|1DMG	136DUR|2379VULN|36BPWR|4DMG|56DUST|8RCR|aBEXP
244	63313 61323	5	   	271.56	DCR|5VULN|2DUR|1CDMG	13DUR|23678VULN|3BPWR|4ERES|5BEXP|9RCR|aCDMG
245	63315 61323	4	   	271.56	DCR|5VULN|2DUR|1CDMG	13DUR|23678VULN|3BPWR|4ERES|5BEXP|9RCR|aCDMG
246	63316 14223	4	   	271.56	DCR|5VULN|2DUR|1CDMG	13DUR|23567VULN|3BPWR|4ERES|8FEWX|9RCR|aCDMG
247	63323 61323	3	   	271.56	DCR|5VULN|2DUR|1CDMG	13DUR|23678VULN|3BPWR|4BEXP|5ERES|9RCR|aCDMG
248	63331 13431	7	   	271.56	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aERES
249	63331 15431	6	   	271.56	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aERES
250	63333 25431	4	   	271.56	DCR|4VULN|3DUR|1DMG	136DUR|2379VULN|36BPWR|4DMG|56DUST|8RCR|aERES
251	63321 14511	4	   	271.24	DCR|5VULN|3DUR	138DUR|23679VULN|3BPWR|4CGEN|5DMSP|aRCR
252	63321 14511	5	   	271.24	DCR|5VULN|3DUR	138DUR|23679VULN|3BPWR|4CGEN|5RCVC|aRCR
253	63321 24511	6	   	271.24	DCR|5VULN|3DUR	138DUR|23679VULN|3BPWR|4CGEN|5RCVC|aRCR
254	13335 21314	5	   	271.21	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	13FEWX|2367VULN|3BPWR|4DMG|5ASPD|8DUR|9RCR|aTLV
255	53335 21314	5	   	271.21	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	13LWND|2367VULN|3BPWR|4DMG|5ASPD|8DUR|9RCR|aTLV
256	63311 14511	5	   	271.14	DCR|5VULN|3DUR	138DUR|23679VULN|3BPWR|4ERES|5RCVC|aRCR
257	63311 14511	4	   	271.14	DCR|5VULN|3DUR	138DUR|23679VULN|3BPWR|4ERES|5DMSP|aRCR
258	63311 24511	6	   	271.14	DCR|5VULN|3DUR	138DUR|23679VULN|3BPWR|4ERES|5RCVC|aRCR
259	63331 26222	10	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	135DUR|239VULN|3BPWR|4DMG|6CGEN|7CDMG|8LIT|aRCR
260	63311 32355	3	   	270.91	DCR|4VULN|3DUR|1ASPD	137DUR|237aVULN|37BPWR|4TBNT|57DUST|6RCR|8ASPD|9LIT
261	13332 31353	10	 * 	270.71	DCR|4VULN|3DMG	137FEWX|2379VULN|37BPWR|457DMG|6AART|8DUST|aRCR
