0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
168	21535 31511	   	164.63	ACR|2AART|2DMG|1VULN|1DUR	1LWND|2CGEN|3DUR|4RCR|5aAART|67DMG|8RPLT|9VULN
169	31238 17117	   	164.60	ACR|2VULN|1AART|1DMG|2ZMB	1LIT|2RCR|3MBVNT|4LWND|56ZMB|7AART|89VULN|aDMG
170	31238 17163	   	164.60	ACR|2DMG|1AART|1VULN|2ZMB	1LIT|2RCR|3MBVNT|4LWND|56ZMB|7AART|8VULN|9aDMG
171	53531 14644	   	164.49	ACR|3VULN|1AART|2ASPD|1ZMB	16ASPD|2CGEN|37aVULN|4RCR|5MBVNT|8AART|9ZMB
172	31254 31362	   	164.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7aVULN|8LHND|9DMG
173	31254 31417	   	164.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|79VULN|8LWND|aDMG
174	31254 31463	   	164.45	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7VULN|8LWND|9aDMG
175	31254 34117	   	164.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7LWND|89VULN|aDMG
176	31254 34163	   	164.45	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7LWND|8VULN|9aDMG
177	31285 31164	   	164.32	ACR|3VULN|2AART|1ASPD	14LIT|2RCR|3MBVNT|5ASPD|6aAART|789VULN
178	31334 17481	   	164.22	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|78VULN|9DMG|aASPD
179	63322 25163	   	164.18	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2AART|3CGEN|4RCR|56DUR|7ERES|8aVULN|9DMG
180	31345 21326	   	164.08	ACR|2VULN|1DMG|2CDMG|2DUR|1ASPD	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7DMG|89VULN|aASPD
181	23215 22614	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3DUST|4BEXP|5RCVC|6CDMG|7RCR|89VULN|aDMG
182	31333 17316	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2RCR|3RPLT|4MBVNT|5LEGI|6AART|79VULN|8CDMG|aDMG
183	31284 31166	   	163.88	ACR|3VULN|1AART|1ZMB|1ASPD	14LIT|2RCR|3MBVNT|5ZMB|6AART|789VULN|aASPD
184	31141 26152	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3DUST|4RCVC|5LHND|6ZMB|7AART|8aVULN|9DMG
185	31142 26115	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3DUST|4RCVC|5LWND|6DMG|7AART|89VULN|aZMB
186	31251 27162	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5LHND|6ZMB|7AART|8aVULN|9DMG
187	31252 27116	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5LWND|6DMG|7AART|89VULN|aZMB
188	31254 27362	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6aVULN|7AART|8LHND|9DMG
189	31254 27417	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7AART|8LWND|aDMG
190	31254 27463	   	163.85	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|7AART|8LWND|9aDMG
191	31436 32121	   	163.85	ACR|2DMG|1AART|1VULN|1ZMB	19LIT|2RCR|3ERES|4AART|59DMG|6VULN|7ZMB|89TLV|9BPWR|aRCVC
192	63423 61211	   	163.85	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8CGEN|9LHND|aVULN
193	63423 61221	   	163.85	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8CGEN|9BEXP|aVULN
194	63423 61233	   	163.85	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8CGEN|9RMIN|aVULN
195	63423 63121	   	163.85	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8VULN|9BEXP|aASPD
196	53533 16333	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CGEN|38VULN|4RCR|5CDMG|6LWND|7DMG|9RPLT|aAART
197	31254 21334	   	163.83	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|48RCVC|5ZMB|6VULN|79DMG|aAART
198	31436 31233	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9aDUR
199	31436 31333	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8CGEN|9aDUR
200	33234 26333	   	163.76	DCR|3DMG|3ZMB|1VULN	12LIT|36aDMG|456ZMB|6BPWR|7RCR|8VULN|9LHND
201	34234 26333	   	163.76	DCR|3DMG|3ZMB|1VULN	12LIT|26BPWR|36aDMG|456ZMB|7RCR|8VULN|9LHND
202	33234 26223	   	163.76	DCR|3DMG|3ZMB|1VULN	12LIT|36aDMG|456ZMB|6BPWR|7RCR|8LHND|9VULN
203	34234 26223	   	163.76	DCR|3DMG|3ZMB|1VULN	12LIT|26BPWR|36aDMG|456ZMB|7RCR|8LHND|9VULN
204	63422 22154	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7BEXP|8MBVNT|9VULN|aDMG
205	63422 22233	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7BEXP|8ERES|9DMG|aVULN
206	63423 61111	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8ERES|9LHND|aVULN
207	63423 61121	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8ERES|9BEXP|aVULN
208	63423 62211	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|25AART|3ZMB|4RCR|6DMG|7CANSTR|8DUR|9RPLT|aVULN
209	63423 62221	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|25AART|3ZMB|4RCR|6DMG|7CANSTR|8DUR|9LWND|aVULN
210	63423 63311	   	163.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8DUST|9VULN|aASPD
211	31436 31613	   	163.68	ACR|2VULN|1AART|1DMG|2DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8aDUR|9TLV
212	63422 23154	   	163.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7DUST|8MBVNT|9VULN|aDMG
213	63422 23233	   	163.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7DUST|8ERES|9DMG|aVULN
214	63423 62341	   	163.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|25AART|3ZMB|4RCR|6DMG|7CANSTR|8MBVNT|9DUR|aVULN
215	31123 26512	   	163.62	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1LIT|2RCR|3DUST|4DUR|5LHND|69DMG|7AART|8ASPD|aVULN
216	31264 23376	   	163.60	ACR|2DMG|2AART|1VULN	17LIT|2RCR|3MBVNT|47BEXP|5RCVC|67DMG|7BPWR|89AART|aVULN
217	63325 11152	   	163.58	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2AART|35CGEN|4RCR|6ZMB|7ASPD|89VULN|aCDMG
218	35113 26123	   	163.51	DCR|2VULN|2DMG|1AART	1aLIT|2CGEN|3aDMG|4BEXP|5AART|6ERES|7RCR|8aVULN|9DMSP|aBPWR
219	35113 26143	   	163.51	DCR|2VULN|2DMG|1AART	1aLIT|29CGEN|3aDMG|4BEXP|5AART|6ERES|7RCR|8aVULN|aBPWR
220	35113 26163	   	163.51	DCR|2VULN|2DMG|1AART	19aLIT|2CGEN|3aDMG|4BEXP|5AART|6ERES|7RCR|8aVULN|aBPWR
221	35113 46123	   	163.51	DCR|2VULN|2DMG|1AART	1aLIT|2CGEN|3aDMG|4BEXP|5AART|6TLV|7RCR|8aVULN|9DMSP|aBPWR
222	23216 24315	   	163.51	DCR|2AART|2VULN|1DMG|1ASPD	1LWND|27AART|3DUST|4BEXP|56VULN|8RCR|9ASPD|aDMG
223	31227 21584	 * 	163.51	ACR|3DMG|1AART|2DUR|1ASPD	158LIT|2RCR|3MBVNT|48DUR|678DMG|8BPWR|9AART|aASPD
224	31227 23784	   	163.51	ACR|3DMG|1AART|2DUR|1ASPD	157LIT|2RCR|3MBVNT|47DUR|678DMG|7BPWR|9AART|aASPD
225	31363 62533	   	163.49	ACR|2DMG|1AART|1VULN|1CDMG	14LIT|2RCR|3RPLT|4BPWR|5LWND|6aDMG|7AART|8VULN|9CDMG
226	31264 21376	   	163.40	ACR|2DMG|2AART|1VULN	1LIT|2RCR|3MBVNT|4BEXP|5RCVC|67DMG|89AART|aVULN
227	31234 27118	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	15LIT|2RCR|3MBVNT|4LWND|6DMG|7AART|89VULN|aCDMG
228	31234 27168	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	15LIT|2RCR|3MBVNT|4LWND|69DMG|7AART|8VULN|aCDMG
229	31282 27118	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	14LIT|2RCR|3MBVNT|5LWND|6DMG|7AART|89VULN|aCDMG
230	31254 22723	   	163.38	ACR|2VULN|2DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7DUR|8aDMG
231	63251 22133	   	163.36	DCR|4VULN|1AART|1ASPD	1RCVC|2AART|3ASPD|467aVULN|5ERES|8FEWX|9RCR
232	63251 22433	   	163.36	DCR|4VULN|1AART|1ASPD	1RCVC|2AART|3ASPD|467aVULN|5ERES|8LWND|9RCR
233	63251 24133	   	163.36	DCR|4VULN|1AART|1ASPD	1RCVC|2AART|3ASPD|468aVULN|5ERES|7FEWX|9RCR
234	63264 22133	   	163.36	DCR|4VULN|1AART|1ASPD	1RCVC|2AART|3ASPD|4ERES|567aVULN|8FEWX|9RCR
235	31436 32223	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3ERES|49AART|5DMG|6VULN|7ZMB|8LHND|aDUR
236	31436 32523	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3ERES|48AART|5DMG|6VULN|7ZMB|9LHND|aDUR
237	31436 32532	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3ERES|48AART|5DMG|6VULN|7ZMB|9DUR|aBEXP
238	31274 25316	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|48AART|5ZMB|6FEWX|7DUR|9VULN|aDMG
239	31274 32848	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|48AART|5ZMB|6RPLT|7DUR|9DMG|aVULN
240	31274 34148	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8DUR|9DMG|aVULN
241	31274 34641	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9DMG|aDUR
242	15423 31314	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2LWND|3CDMG|4DUR|59VULN|6AART|7TLV|8RCR|aDMG
243	21423 31314	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2CGEN|3CDMG|4DUR|59VULN|6AART|7TLV|8RCR|aDMG
244	31238 37117	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6RCVC|7AART|89VULN|aDMG
245	31238 37163	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6RCVC|7AART|8VULN|9aDMG
246	31436 32513	   	163.25	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3ERES|48AART|5DMG|6VULN|7ZMB|9DUST|aDUR
247	33166 26213	   	163.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	12LIT|3BEXP|49VULN|5RCR|6DMG|7AART|8DUR|aFLTHEA
248	33166 26133	   	163.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	12LIT|3BEXP|48VULN|5RCR|6DMG|7AART|9DUR|aFLTHEA
249	63633 22316	   	163.21	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3aFEWX|4ASPD|6aTLV|79aVULN|8RCR|aBPWR
250	63422 34121	   	163.19	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8VULN|9BEXP|aASPD
251	31543 23433	 * 	163.19	ACR|3DMG|1AART|3DUR	178LIT|2RCR|3LWND|4RCVC|578DUR|678DMG|78BPWR|9MLV|aAART
252	21443 33511	   	163.17	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	18LWND|2CGEN|38CDMG|4ASPD|5ERES|6RCR|78VULN|8BPWR|9ZMB|aAART
253	31626 32521	   	163.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3DLOT|4MLV|5DMG|6VULN|7ZMB|8AART|9CDMG|aDUR
254	63243 22313	   	163.11	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3ASPD|4BEXP|6TLV|79aVULN|8RCR
255	63633 22313	   	163.11	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6TLV|79aVULN|8RCR
256	63422 34311	   	163.09	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8DUST|9VULN|aASPD
257	31274 32636	   	163.07	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4AART|5ZMB|6RPLT|7DUR|8aDMG|9CDMG
258	63233 22313	   	163.01	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3ASPD|4DUST|6TLV|79aVULN|8RCR
259	31277 41316	   	162.99	ACR|2AART|2DMG|1VULN	1LIT|2RCR|3MBVNT|48AART|5BEXP|6FEWX|7aDMG|9VULN
260	31436 35323	   	162.99	ACR|2AART|2DMG|1VULN	1LIT|2RCR|3ERES|48AART|5aDMG|6VULN|7LWND|9FEWX
261	63251 21333	 * 	162.81	DCR|3VULN|1AART|2ASPD|1DUR	1RCVC|2AART|37ASPD|46aVULN|5ERES|8DUR|9RCR
262	63264 21333	   	162.81	DCR|3VULN|1AART|2ASPD|1DUR	1RCVC|2AART|37ASPD|4ERES|56aVULN|8DUR|9RCR
263	31156 21353	   	162.79	ACR|2DMG|1AART|1VULN|1FLTHEA	15LIT|2RCR|3DUST|4BEXP|67DMG|8AART|9VULN|aFLTHEA
264	31267 21343	   	162.79	ACR|2DMG|1AART|1VULN|1FLTHEA	15LIT|2RCR|3MBVNT|4BEXP|67DMG|8AART|9VULN|aFLTHEA
265	31288 21343	   	162.79	ACR|2DMG|1AART|1VULN|1FLTHEA	14LIT|2RCR|3MBVNT|5BEXP|67DMG|8AART|9VULN|aFLTHEA
266	31332 36416	   	162.79	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2RCR|3RPLT|4MBVNT|5CGEN|6VULN|7CDMG|8AART|9aDMG
267	21413 36611	   	162.79	ACR|2VULN|3CDMG|1AART|1ZMB	18LWND|2CGEN|378CDMG|4RCR|58VULN|6AART|8BPWR|9RMIN|aZMB
268	31215 21338	   	162.76	ACR|3DMG|2VULN	1aLIT|2RCR|3MBVNT|4CGEN|58RCVC|6aVULN|79aDMG|aBPWR
269	63311 11233	 * 	162.72	DCR|1AART|3CDMG|1VULN|1DMG|2RCVC	15RCVC|2AART|3CGEN|468CDMG|7RCR|9DMG|aVULN
270	63213 72136	   	162.72	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|78VULN|9RMIN|aRCR
271	63213 72336	   	162.72	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|79VULN|8RMIN|aRCR
272	51531 13332	   	162.71	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8DUR|9RCR|aLHND
273	51531 13333	   	162.71	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8DUR|9RCR|aFEWX
274	51531 13335	   	162.71	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8DUR|9RCR|aCGEN
275	21413 36631	   	162.69	ACR|2VULN|3CDMG|1AART|1ZMB	18LWND|2CGEN|378CDMG|4RCR|58VULN|6AART|8BPWR|9ERES|aZMB
276	63423 13325	   	162.65	ACR|2AART|3ZMB|1VULN|1DUR	19RCVC|25AART|368ZMB|4RCR|7DUR|aVULN
277	51531 13331	   	162.61	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8DUR|9RCR|aDUST
278	31163 36116	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2RCR|3DUST|4AART|6LWND|7ZMB|89VULN|aDMG
279	31163 36153	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	15LIT|2RCR|3DUST|4AART|6LWND|7ZMB|8VULN|9aDMG
280	31274 11443	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6CGEN|79VULN|8LWND|aDMG
281	31274 41362	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7aVULN|8LHND|9DMG
282	31274 41417	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|79VULN|8LWND|aDMG
283	31274 41463	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7VULN|8LWND|9aDMG
284	31274 44117	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7LWND|89VULN|aDMG
285	31274 44163	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7LWND|8VULN|9aDMG
286	31274 51162	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LHND|7DMSP|8aVULN|9DMG
287	31274 52162	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	17LIT|2RCR|3MBVNT|4AART|5ZMB|6LHND|8aVULN|9DMG
288	31274 81117	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|7DMSP|89VULN|aDMG
289	31274 81163	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|7DMSP|8VULN|9aDMG
290	31274 82117	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	17LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|89VULN|aDMG
291	31274 82163	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	17LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|8VULN|9aDMG
292	31433 61252	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6RMIN|7aVULN|8LHND|9DMG
293	31436 32122	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	19LIT|2RCR|3ERES|4AART|59DMG|6VULN|7ZMB|89TLV|9BPWR|aCGEN
294	31436 32125	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	19LIT|2RCR|3ERES|4AART|59DMG|6VULN|7ZMB|89TLV|9BPWR|aLWND
295	31436 32126	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	19LIT|2RCR|3ERES|4AART|59DMG|6VULN|7ZMB|89TLV|9BPWR|aLHND
296	31436 32212	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7ZMB|8LHND|aBEXP
297	31436 32214	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7ZMB|8LHND|aLWND
298	31436 32215	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7ZMB|8LHND|aFEWX
299	31436 32216	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7ZMB|8LHND|aCGEN
300	31436 32242	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|6aVULN|7ZMB|8LHND|9CGEN
301	31436 32252	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3ERES|4AART|59DMG|6VULN|7ZMB|8LHND|aBEXP
302	31436 32413	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7ZMB|8BELT|aLWND
303	31436 32433	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3ERES|4AART|5aDMG|6VULN|7ZMB|8BELT|9RMIN
304	31315 21323	   	162.49	ACR|2VULN|2DMG|2CDMG	1LIT|2RCR|3RPLT|46BEXP|56CDMG|6BPWR|7aDMG|89VULN
305	31315 23353	   	162.49	ACR|2VULN|2DMG|2CDMG	1LIT|2RCR|3RPLT|46BEXP|56CDMG|6BPWR|78VULN|9aDMG
306	31315 23623	   	162.49	ACR|2VULN|2DMG|2CDMG	1LIT|2RCR|3RPLT|46BEXP|56CDMG|6BPWR|79VULN|8aDMG
307	31325 23353	   	162.49	ACR|2VULN|2DMG|2CDMG	1LIT|2RCR|3RPLT|46LHND|56CDMG|6BPWR|78VULN|9aDMG
308	31325 23623	   	162.49	ACR|2VULN|2DMG|2CDMG	1LIT|2RCR|3RPLT|46LHND|56CDMG|6BPWR|79VULN|8aDMG
309	31274 11516	   	162.45	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6CGEN|7VULN|8DUST|9aDMG
310	31274 11816	   	162.45	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6CGEN|7VULN|8LEGI|9aDMG
311	31274 28116	   	162.45	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6FEWX|7VULN|8ERES|9aDMG
312	31274 53644	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LHND|7BASICY|89VULN|aDMG
313	31274 83644	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|7BASICY|89VULN|aDMG
314	31274 88143	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|79VULN|8ERES|aDMG
315	31433 31443	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6MBVNT|79VULN|8LWND|aDMG
316	31433 41252	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6TLV|7aVULN|8LHND|9DMG
317	31435 32252	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3ERES|4AART|5NUKE|6aVULN|7ZMB|8LHND|9DMG
318	63421 14113	 * 	162.40	ACR|3VULN|1AART|2ZMB	1RCVC|2AART|37ZMB|4RCR|5ERES|6LWND|89aVULN
319	63421 24113	   	162.40	ACR|3VULN|1AART|2ZMB	1RCVC|2AART|37ZMB|4RCR|5ERES|68aVULN|9LHND
320	63421 24123	   	162.40	ACR|3VULN|1AART|2ZMB	1RCVC|2AART|37ZMB|4RCR|5ERES|68aVULN|9BEXP
321	63421 24213	   	162.40	ACR|3VULN|1AART|2ZMB	1RCVC|2AART|37ZMB|4RCR|5ERES|69aVULN|8LWND
322	63421 63113	   	162.40	ACR|3VULN|1AART|2ZMB	1RCVC|2AART|36ZMB|4RCR|5ERES|7LWND|89aVULN
323	31336 23723	   	162.39	ACR|2VULN|2DMG|2CDMG	16LIT|2RCR|3RPLT|4MBVNT|56CDMG|6BPWR|79VULN|8aDMG
324	53532 21315	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|25CGEN|35VULN|4RCR|5BPWR|6DUST|7ZMB|8AART|9LWND|aDMG
325	31433 31516	   	162.35	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6MBVNT|7VULN|8DUST|9aDMG
326	25241 22521	 * 	162.27	DCR|4VULN|2DMG	15LWND|27FEWX|36DMG|458aVULN|5BPWR|9RCR
327	31234 22674	   	162.19	ACR|2DMG|1AART|1VULN|1FLTHEA	15LIT|2RCR|3MBVNT|4LWND|6aDMG|7FLTHEA|8VULN|9AART
328	31282 22674	   	162.19	ACR|2DMG|1AART|1VULN|1FLTHEA	14LIT|2RCR|3MBVNT|5LWND|6aDMG|7FLTHEA|8VULN|9AART
329	31521 26153	   	162.18	ACR|2DMG|1AART|1VULN|2DUR	1LIT|2RCR|36LWND|46DUR|5RMIN|6BPWR|7AART|8VULN|9aDMG
330	31334 16848	   	162.15	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|68AART|7ZMB|9DMG|aVULN
331	31247 22674	   	162.09	ACR|2DMG|1AART|1VULN|1FLTHEA	15LIT|2RCR|3MBVNT|4LEGI|6aDMG|7FLTHEA|8VULN|9AART
332	31526 26113	   	162.08	ACR|2VULN|1AART|1DMG|2DUR	15LIT|2RCR|3LWND|4aDUR|6DMG|7AART|89VULN
