0	Index      	 *	Score 	Summary	Detail	
1	13623 31214	 * 	203.99	ACR|4VULN|2DMG|1AART|1ZMB	159aVULN|2LHND|3ZMB|4RCR|6AART|78DMG
169	16226 31113	   	180.39	ACR|3VULN|3CDMG|1AART|2ZMB	138VULN|23TLV|38BPWR|4RCR|5RPLT|68aCDMG|78ZMB|9AART
170	13323 46211	   	180.31	ACR|5VULN|2DMG	15789VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|aLEGI
171	16221 61116	   	180.31	ACR|5VULN|2DMG	1378aVULN|23TLV|38BPWR|4RCR|58CGEN|68DMG|9BEXP
172	16221 61126	   	180.31	ACR|5VULN|2DMG	1378aVULN|23TLV|38BPWR|4RCR|58CGEN|68DMG|9LHND
173	16221 61136	   	180.31	ACR|5VULN|2DMG	1378aVULN|23TLV|38BPWR|4RCR|58CGEN|68DMG|9FEWX
174	16221 61141	   	180.31	ACR|5VULN|2DMG	1378aVULN|23TLV|38BPWR|4RCR|58CGEN|68DMG|9BELT
175	55113 51121	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|24VULN|3RCR|5AART|6DUR|7DMG|8ZMB|9LWND|aCDMG
176	55223 25211	   	180.19	ACR|2VULN|1AART|1DMG|2CDMG|1DUR|1ASPD	13MLV|23VULN|3BPWR|4RCR|5AART|68CDMG|7ASPD|9DMG|aDUR
177	16113 51121	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2TLV|3RCR|5AART|6DUR|7DMG|8ZMB|9LWND|aCDMG
178	16113 51151	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2TLV|3RCR|5AART|6DUR|7DMG|8ZMB|9LHND|aCDMG
179	16113 51161	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2TLV|3RCR|5AART|6DUR|7DMG|8ZMB|9BEXP|aCDMG
180	12162 37634	   	180.09	ACR|3VULN|2DMG|1AART	16aVULN|2RCVC|3RCR|4BELT|5MBVNT|7aDMG|8AART|9RMIN|aBPWR
181	16223 46211	   	179.99	ACR|2VULN|1AART|1DMG|2CDMG|1DUR|1ASPD	13VULN|23TLV|3BPWR|4RCR|5AART|6DMG|78CDMG|9ASPD|aDUR
182	23124 13224	   	179.95	ACR|3DMG|1AART|1VULN|2ZMB	19FEWX|2CGEN|3RCR|4AART|5RMIN|689DMG|79ZMB|9BPWR|aVULN
183	13623 33583	   	179.89	ACR|4VULN|1AART|1CDMG|1ZMB	1579VULN|2LHND|3ZMB|4RCR|6AART|8MBVNT|aCDMG
184	16113 16612	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|2TLV|3RCR|5AART|6MLV|7CDMG|89DMG|aCGEN
185	16113 26612	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|2TLV|3RCR|5AART|6aCGEN|7CDMG|89DMG
186	16113 26613	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|2TLV|3RCR|5AART|6CGEN|7CDMG|89DMG|aRPLT
187	55113 22612	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1MLV|24VULN|3RCR|5AART|6CDMG|7ERES|89DMG|aCGEN
188	16223 41513	   	179.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	139VULN|23TLV|3BPWR|4RCR|5AART|6DMG|7ZMB|8RPLT|aDUR
189	16223 45333	   	179.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	137VULN|23TLV|3BPWR|4RCR|5AART|6DMG|8DUR|9CGEN|aZMB
190	23113 45111	   	179.69	ACR|3VULN|2DMG|1AART	18FEWX|2aCGEN|3RCR|458VULN|68DMG|7RMIN|8BPWR|9AART
191	23113 45114	   	179.69	ACR|3VULN|2DMG|1AART	18FEWX|2CGEN|3RCR|458VULN|68DMG|7RMIN|8BPWR|9AART|aLHND
192	23113 45116	   	179.69	ACR|3VULN|2DMG|1AART	18FEWX|2CGEN|3RCR|458VULN|68DMG|7RMIN|8BPWR|9AART|aBEXP
193	22331 42344	   	179.69	ACR|3DMG|2VULN|1AART	18FEWX|2RPLT|3RCR|4LHND|5RMIN|68VULN|78aDMG|8BPWR|9AART
194	16113 16613	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|2TLV|3RCR|5AART|6MLV|7CDMG|89DMG|aERES
195	55113 22613	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1MLV|24VULN|3RCR|5AART|6CDMG|7aERES|89DMG
196	12133 46232	   	179.61	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1aVULN|2RCVC|3RCR|4ZMB|5AART|6DMG|78CDMG|9BEXP
197	55122 63111	   	179.59	ACR|3VULN|2DMG|1AART	18MLV|258VULN|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aCGEN
198	55122 63112	   	179.59	ACR|3VULN|2DMG|1AART	18aMLV|258VULN|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART
199	55122 63114	   	179.59	ACR|3VULN|2DMG|1AART	18MLV|258VULN|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aRCVC
200	16122 62111	   	179.59	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78FEWX|8BPWR|9AART|aCGEN
201	16122 62112	   	179.59	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78FEWX|8BPWR|9AART|aMLV
202	16122 62114	   	179.59	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78FEWX|8BPWR|9AART|aLHND
203	16122 62116	   	179.59	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78FEWX|8BPWR|9AART|aBEXP
204	16122 64111	   	179.59	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78BEXP|8BPWR|9AART|aCGEN
205	16122 64112	   	179.59	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78BEXP|8BPWR|9AART|aMLV
206	23113 45112	   	179.59	ACR|3VULN|2DMG|1AART	18FEWX|2CGEN|3RCR|458VULN|68DMG|7RMIN|8BPWR|9AART|aDUST
207	23113 45115	   	179.59	ACR|3VULN|2DMG|1AART	18FEWX|2CGEN|3RCR|458VULN|68DMG|7RMIN|8BPWR|9AART|aAIRHEL
208	16225 42113	   	179.52	ACR|4VULN|1AART|1CDMG|2DUR	1358VULN|23TLV|38BPWR|4RCR|68DUR|78FEWX|9AART|aCDMG
209	12133 46242	   	179.51	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1aVULN|2RCVC|3RCR|4ZMB|5AART|6DMG|78CDMG|9LEGI
210	16122 62113	   	179.49	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78FEWX|8BPWR|9AART|aMBVNT
211	16122 62115	   	179.49	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78FEWX|8BPWR|9AART|aAIRHEL
212	16122 64113	   	179.49	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78BEXP|8BPWR|9AART|aMBVNT
213	16112 45111	   	179.39	ACR|3VULN|2DMG|1AART	148VULN|2TLV|3RCR|58DUST|68DMG|7RMIN|8BPWR|9AART|aCGEN
214	16112 45112	   	179.39	ACR|3VULN|2DMG|1AART	148VULN|2TLV|3RCR|58DUST|68DMG|7RMIN|8BPWR|9AART|aMLV
215	16122 63111	   	179.39	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aCGEN
216	16122 63112	   	179.39	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aMLV
217	16122 63113	   	179.39	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aRPLT
218	16122 63114	   	179.39	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aLHND
219	16122 63117	   	179.39	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aBEXP
220	16122 63118	   	179.39	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aDMSP
221	16112 45113	   	179.29	ACR|3VULN|2DMG|1AART	148VULN|2TLV|3RCR|58DUST|68DMG|7RMIN|8BPWR|9AART|aMBVNT
222	16122 63116	   	179.29	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9AART|aAIRHEL
223	12133 13462	   	179.25	ACR|3VULN|1AART|2CDMG|2ZMB	19aVULN|2RCVC|3RCR|49ZMB|5AART|6MLV|7LHND|89CDMG|9BPWR
224	13623 32154	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	15aVULN|2LHND|3ZMB|4RCR|6AART|7BEXP|8DMG|9DUR
225	11543 21112	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	19aVULN|2FEWX|3DUR|4RCR|5LHND|6AART|7DMG|8ZMB
226	11546 21112	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	19aVULN|2FEWX|3DUR|4RCR|5LWND|6AART|7DMG|8ZMB
227	31542 21112	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2FEWX|3DUR|4RCR|59aVULN|6AART|7DMG|8ZMB
228	22346 34232	 * 	179.21	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	18FEWX|2RPLT|3RCR|4VULN|58CDMG|6AART|78DMG|8BPWR|9LIT|aZMB
229	13623 33314	 * 	179.17	ACR|5VULN|1AART|1ZMB	1579aVULN|2LHND|3ZMB|4RCR|6AART|8CGEN
230	12133 31114	   	179.15	ACR|3VULN|1AART|1DMG|2ZMB	19aVULN|2RCVC|3RCR|48ZMB|5AART|6FEWX|7DMG
231	32133 45114	   	179.15	ACR|3VULN|1AART|1DMG|2ZMB	1LHND|2RCVC|3RCR|48ZMB|5AART|6DMG|79aVULN
232	33133 45114	   	179.15	ACR|3VULN|1AART|1DMG|2ZMB	12LHND|3RCR|48ZMB|5AART|6DMG|79aVULN
233	11222 34264	   	179.09	ACR|3VULN|2DMG|1AART	18aVULN|2FEWX|3RMIN|4RCR|58BEXP|6AART|78DMG|8BPWR|9LWND
234	12143 61143	   	179.09	ACR|3VULN|2DMG|1AART	178VULN|2RCVC|3RCR|4CGEN|58MLV|68DMG|8BPWR|9BELT|aAART
235	53113 46321	   	179.09	ACR|3VULN|2DMG|1AART	17MLV|2LHND|3RCR|457VULN|67DMG|7BPWR|8RCVC|9BELT|aAART
236	12133 41215	   	179.05	ACR|3VULN|1AART|1DMG|2ZMB	19aVULN|2RCVC|3RCR|47ZMB|5AART|6DMG|8MBVNT
237	12133 43114	   	179.05	ACR|3VULN|1AART|1DMG|2ZMB	19aVULN|2RCVC|3RCR|48ZMB|5AART|6DMG|7DUST
238	52123 32663	   	179.02	ACR|2VULN|2DMG|1AART|2DUR|1SELL	19MLV|27DUR|3RCR|4AART|5SELL|69VULN|89DMG|9BPWR|aRPLT
239	36113 46321	   	178.99	ACR|3VULN|2DMG|1AART	17LHND|2TLV|3RCR|457VULN|67DMG|7BPWR|8RCVC|9BELT|aAART
240	16122 66121	   	178.99	ACR|3VULN|2DMG|1AART	158VULN|2TLV|3RCR|4RMIN|68DMG|78LHND|8BPWR|9CGEN|aAART
241	53113 46121	   	178.99	ACR|3VULN|2DMG|1AART	17MLV|2LHND|3RCR|457VULN|67DMG|7BPWR|8ERES|9CGEN|aAART
242	53113 46231	   	178.99	ACR|3VULN|2DMG|1AART	17MLV|2LHND|3RCR|457VULN|67DMG|7BPWR|8CGEN|9TLV|aAART
243	12135 42113	   	178.92	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	158VULN|2RCVC|3RCR|4ZMB|68DUR|78FEWX|8BPWR|9AART|aCDMG
244	12135 44113	   	178.92	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	158VULN|2RCVC|3RCR|4ZMB|68DUR|78BEXP|8BPWR|9AART|aCDMG
245	12114 41111	   	178.89	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78ZMB|8BPWR|9AART|aCGEN
246	12114 41112	   	178.89	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78ZMB|8BPWR|9AART|aMLV
247	12114 41114	   	178.89	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78ZMB|8BPWR|9AART|aLHND
248	12114 41115	   	178.89	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78ZMB|8BPWR|9AART|aMGNSTR
249	12114 41116	   	178.89	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78ZMB|8BPWR|9AART|aBEXP
250	36113 46121	   	178.89	ACR|3VULN|2DMG|1AART	17LHND|2TLV|3RCR|457VULN|67DMG|7BPWR|8ERES|9CGEN|aAART
251	11221 34244	   	178.89	ACR|3VULN|2DMG|1AART	18aVULN|2FEWX|3RMIN|4RCR|58DUST|6AART|78DMG|8BPWR|9BEXP
252	12161 36513	   	178.89	ACR|3VULN|2DMG|1AART	168VULN|2RCVC|3RCR|4BELT|5BEXP|79DMG|aAART
253	12112 41111	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9AART|aCGEN
254	12112 41112	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9AART|aMLV
255	12112 41114	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9AART|aLHND
256	12112 41115	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9AART|aMGNSTR
257	12112 41116	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9AART|aBEXP
258	12114 41113	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78ZMB|8BPWR|9AART|aMBVNT
259	12131 63113	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4aZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART
260	16122 63138	   	178.79	ACR|3VULN|2DMG|1AART	158VULN|28TLV|3RCR|4RMIN|68DMG|7MBVNT|8BPWR|9LIT|aAART
261	12112 41113	   	178.69	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9AART|aMBVNT
262	52116 11631	   	178.67	ACR|2VULN|2DMG|1AART|2DUR	19MLV|26DUR|3RCR|49VULN|5AART|79DMG|8RPLT|9BPWR|aFEWX
263	52116 11632	   	178.67	ACR|2VULN|2DMG|1AART|2DUR	19MLV|26DUR|3RCR|49VULN|5AART|79DMG|8RPLT|9BPWR|aBEXP
264	52116 11633	   	178.67	ACR|2VULN|2DMG|1AART|2DUR	19MLV|26DUR|3RCR|49VULN|5AART|79DMG|8RPLT|9BPWR|aLHND
265	32135 31114	   	178.55	ACR|3VULN|1AART|1DMG|2ZMB	1LHND|2RCVC|3RCR|48ZMB|59aVULN|6AART|7DMG
266	33135 31114	   	178.55	ACR|3VULN|1AART|1DMG|2ZMB	12LHND|3RCR|48ZMB|59aVULN|6AART|7DMG
267	13323 46235	   	178.49	ACR|4VULN|2DMG|1ZMB	1578VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|9DUST|aZMB
268	22326 24622	   	178.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2RPLT|3RCR|4ZMB|5CDMG|6DUR|7aDMG|8AART|9VULN
269	55122 63144	   	178.38	ACR|3VULN|3DMG|1DUR	18MLV|258VULN|3RCR|4RMIN|68aDMG|7MBVNT|8BPWR|9DUR
270	52124 13122	 * 	178.36	ACR|2DMG|3ZMB|1AART|1CDMG|1DUR	19MLV|2DUR|3RCR|4AART|5RMIN|69DMG|789ZMB|9BPWR|aCDMG
271	12113 45215	   	178.30	ACR|4VULN|1AART|1DMG	179aVULN|2RCVC|3RCR|4RMIN|5AART|6DMG|8MBVNT
272	16122 55313	   	178.23	ACR|4VULN|1AART|1CDMG|1DUR	1579VULN|2TLV|3RCR|4RMIN|6AART|8DUR|aCDMG
273	16113 45211	   	178.20	ACR|4VULN|1AART|1DMG	1479VULN|2TLV|3RCR|5AART|6DMG|8MBVNT|aDMSP
274	12112 41125	   	178.19	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCVC|3RCR|4RMIN|5DUST|68DMG|78ZMB|8BPWR|9FEWX|aAART
275	16122 63144	   	178.18	ACR|3VULN|3DMG|1DUR	158VULN|28TLV|3RCR|4RMIN|68aDMG|7MBVNT|8BPWR|9DUR
276	16113 45212	   	178.10	ACR|4VULN|1AART|1DMG	1479VULN|2TLV|3RCR|5AART|6DMG|8MBVNT|aDUST
277	13623 31233	   	178.09	ACR|2VULN|2DMG|1AART|2ZMB	15VULN|2LHND|3aZMB|4RCR|6AART|78DMG|9CGEN
278	16132 36312	   	178.08	ACR|4VULN|1DMG|2ASPD|2DUR	1579VULN|2TLV|3RCR|47ASPD|67DUR|7BPWR|8RCVC|aDMG
279	16113 53314	   	178.00	ACR|5VULN|1AART|1DUR	1479aVULN|2TLV|3RCR|5AART|6DUR|8CGEN
280	16113 25314	   	178.00	ACR|5VULN|1AART|1DUR	1479aVULN|2TLV|3RCR|5AART|6CGEN|8DUR
281	55113 23621	   	177.95	ACR|3VULN|1AART|1DMG|1CDMG	1MLV|248VULN|3RCR|5AART|6CDMG|7LIT|9DMG|aRMIN
282	55113 23622	   	177.95	ACR|3VULN|1AART|1DMG|1CDMG	1MLV|248VULN|3RCR|5AART|6CDMG|7aLIT|9DMG
283	55223 51121	   	177.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13MLV|23VULN|3BPWR|4RCR|5AART|6DUR|7DMG|8ZMB|9LWND|aCDMG
284	16113 26341	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	148VULN|2TLV|3RCR|5AART|6CGEN|7CDMG|9DMSP|aDMG
285	16113 45132	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	147VULN|2TLV|3RCR|5AART|6DMG|8MLV|9DMSP|aCDMG
286	55113 21512	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	18MLV|24aVULN|3RCR|5AART|6CDMG|7MBVNT|9DMG
287	55113 22341	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	1MLV|248VULN|3RCR|5AART|6CDMG|7ERES|9DMSP|aDMG
288	11626 14121	   	177.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2FEWX|3ZMB|4RCR|5AART|6DUR|7DMG|9MLV|aCDMG
289	23124 13124	   	177.83	ACR|2DMG|3ZMB|1AART|1VULN	19FEWX|2CGEN|3RCR|4AART|5RMIN|69DMG|789ZMB|9BPWR|aVULN
290	13126 14261	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2LHND|3AART|48DUST|5ZMB|6DUR|78DMG|8BPWR|9RCR|aFEWX
291	13126 14262	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2LHND|3AART|48DUST|5ZMB|6DUR|78DMG|8BPWR|9RCR|aLWND
292	13126 14263	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2LHND|3AART|48DUST|5ZMB|6DUR|78DMG|8BPWR|9RCR|aRCVC
293	16113 26361	   	177.75	ACR|3VULN|1AART|1DMG|1CDMG	148VULN|29TLV|3RCR|5AART|6CGEN|7CDMG|aDMG
294	16223 51121	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|23TLV|3BPWR|4RCR|5AART|6DUR|7DMG|8ZMB|9LWND|aCDMG
295	16223 51151	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|23TLV|3BPWR|4RCR|5AART|6DUR|7DMG|8ZMB|9LHND|aCDMG
296	16223 51161	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|23TLV|3BPWR|4RCR|5AART|6DUR|7DMG|8ZMB|9BEXP|aCDMG
297	55223 22612	   	177.48	ACR|2VULN|2DMG|1AART|1CDMG	13MLV|23VULN|3BPWR|4RCR|5AART|6CDMG|7ERES|89DMG|aCGEN
298	22343 33631	 * 	177.48	ACR|2VULN|2DMG|2AART	179FEWX|2RPLT|3RCR|47VULN|579LIT|6aAART|79BPWR|89DMG
299	12156 36113	   	177.41	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2RCVC|3RCR|4RPLT|5DMG|68CDMG|78CGEN|8BPWR|9AART|aZMB
300	16223 16612	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	13VULN|23TLV|3BPWR|4RCR|5AART|6MLV|7CDMG|89DMG|aCGEN
301	16223 26612	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	13VULN|23TLV|3BPWR|4RCR|5AART|6aCGEN|7CDMG|89DMG
302	16223 26613	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	13VULN|23TLV|3BPWR|4RCR|5AART|6CGEN|7CDMG|89DMG|aRPLT
303	55223 22613	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	13MLV|23VULN|3BPWR|4RCR|5AART|6CDMG|7aERES|89DMG
304	12136 63612	   	177.35	ACR|3VULN|1AART|1DMG|2ZMB	16aVULN|2RCVC|3RCR|47ZMB|5RPLT|8AART|9DMG
305	11223 45111	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78MLV|8BPWR|9AART|aCGEN
306	11223 45112	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78aMLV|8BPWR|9AART
307	11223 45114	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78MLV|8BPWR|9AART|aLHND
308	11223 45116	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78MLV|8BPWR|9AART|aBEXP
309	11223 46111	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78aCGEN|8BPWR|9AART
310	11223 46114	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78CGEN|8BPWR|9AART|aLHND
311	11223 46116	   	177.29	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78CGEN|8BPWR|9AART|aBEXP
312	16223 16613	   	177.28	ACR|2VULN|2DMG|1AART|1CDMG	13VULN|23TLV|3BPWR|4RCR|5AART|6MLV|7CDMG|89DMG|aERES
313	11622 34153	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2FEWX|3ZMB|4RCR|5BEXP|6AART|7DMG|9DUR|aCDMG
314	13623 36136	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2LHND|3ZMB|4RCR|6AART|7RPLT|8CDMG|9DMG|aDUR
315	12133 31215	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|6FEWX|78DMG|aRMIN
316	32133 45211	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|5AART|68DMG|79VULN|aDMSP
317	32133 45215	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|5AART|68DMG|79VULN|aRMIN
318	33133 45211	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|5AART|68DMG|79VULN|aDMSP
319	33133 45215	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|5AART|68DMG|79VULN|aRMIN
320	11223 45115	   	177.19	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78MLV|8BPWR|9AART|aAIRHEL
321	11223 46112	   	177.19	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78CGEN|8BPWR|9AART|aDUST
322	11223 46115	   	177.19	ACR|3VULN|2DMG|1AART	158VULN|2FEWX|3RMIN|4RCR|68DMG|78CGEN|8BPWR|9AART|aAIRHEL
323	16323 45111	   	177.19	ACR|3VULN|2DMG|1AART	158VULN|2TLV|38FEWX|4RCR|68DMG|7RMIN|8BPWR|9AART|aCGEN
324	16323 45112	   	177.19	ACR|3VULN|2DMG|1AART	158VULN|2TLV|38FEWX|4RCR|68DMG|7RMIN|8BPWR|9AART|aMLV
325	11621 34513	   	177.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2FEWX|3ZMB|4RCR|5DUST|6AART|7DMG|8DUR|aCDMG
326	12133 31211	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|6FEWX|78DMG|aLEGI
327	12133 31216	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|6FEWX|78DMG|aBASHEA
328	12133 42124	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCVC|3RCR|4ZMB|5AART|67DMG|8MLV|9ERES
329	12133 43215	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|68DMG|7DUST|aRMIN
330	32133 45212	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|5AART|68DMG|79VULN|aDUST
331	32133 45216	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|5AART|68DMG|79VULN|aBASHEA
332	33133 45212	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|5AART|68DMG|79VULN|aDUST
333	33133 45216	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|5AART|68DMG|79VULN|aBASHEA
334	16323 45113	   	177.09	ACR|3VULN|2DMG|1AART	158VULN|2TLV|38FEWX|4RCR|68DMG|7RMIN|8BPWR|9AART|aMBVNT
335	11222 34221	   	177.08	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2FEWX|3RMIN|4RCR|58BEXP|6AART|78DMG|8BPWR|9MLV|aCDMG
336	11222 34263	   	177.08	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2FEWX|3RMIN|4RCR|58BEXP|6AART|78DMG|8BPWR|9LWND|aCDMG
