0	Index      	 *	Score 	Summary	Detail	
1	22611 11553	 * 	200.87	DCR|3VULN|2DMG|1AART|2CDMG|1DUR	159LWND|249VULN|34CDMG|49BPWR|6DUR|79DMG|8RCR|aAART
170	22611 11516	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	15LWND|249aVULN|34CDMG|4BPWR|6DUR|7DMG|8RCR
171	22612 11511	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1aLWND|2459VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR
172	22612 11512	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1LWND|2459VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|aMLV
173	22612 11514	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1LWND|2459VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|aBEXP
174	22612 11515	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1LWND|2459VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|aRPLT
175	22612 11542	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1LWND|245aVULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|9LIT
176	52611 11511	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1DUR|2469VULN|34CDMG|4BPWR|5aLWND|7DMG|8RCR
177	52611 11512	   	173.98	DCR|4VULN|1DMG|2CDMG|1DUR	1DUR|2469VULN|34CDMG|4BPWR|5LWND|7DMG|8RCR|aMLV
178	46222 12114	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|67aVULN|7BPWR|8FEWX|9LIT
179	46222 12122	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|379CGEN|457DMG|67aVULN|7BPWR|8FEWX
180	46222 12323	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9FEWX|aMLV
181	46222 12331	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37aCGEN|457DMG|678VULN|7BPWR|9DMSP
182	46222 12333	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9DMSP|aLHND
183	46222 12334	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9DMSP|aMLV
184	46222 12336	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9DMSP|aBEXP
185	46222 12352	   	173.94	ACR|3VULN|3DMG	1RPLT|2RCR|37aCGEN|457DMG|678VULN|7BPWR|9LWND
186	22612 11513	   	173.88	DCR|4VULN|1DMG|2CDMG|1DUR	1LWND|2459VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|aERES
187	52611 11513	   	173.88	DCR|4VULN|1DMG|2CDMG|1DUR	1DUR|2469VULN|34CDMG|4BPWR|5LWND|7DMG|8RCR|aERES
188	22443 21632	   	173.85	ACR|3VULN|2AART|1DMG	18LWND|248VULN|3RCVC|5RCR|67AART|8BPWR|9RPLT|aDMG
189	46222 12214	   	173.84	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|67aVULN|7BPWR|8DUST|9LIT
190	46222 12222	   	173.84	ACR|3VULN|3DMG	1RPLT|2RCR|379CGEN|457DMG|67aVULN|7BPWR|8DUST
191	46222 12315	   	173.84	ACR|3VULN|3DMG	1aRPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9ERES
192	46222 12316	   	173.84	ACR|3VULN|3DMG	1RPLT|2RCR|37aCGEN|457DMG|678VULN|7BPWR|9ERES
193	46222 12353	   	173.84	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9LWND|aERES
194	46421 21332	   	173.84	ACR|3VULN|3DMG	1RPLT|2RCR|346DMG|56aVULN|6BPWR|78FEWX|9RMIN
195	22443 21221	   	173.75	ACR|3VULN|2AART|1DMG	1LWND|249VULN|3RCVC|5RCR|67AART|8LHND|aDMG
196	22443 21532	   	173.75	ACR|3VULN|2AART|1DMG	1LWND|248VULN|3RCVC|5RCR|67AART|9RPLT|aDMG
197	22443 21613	   	173.75	ACR|3VULN|2AART|1DMG	18LWND|248VULN|3RCVC|5RCR|67AART|8BPWR|9ERES|aDMG
198	46322 12114	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|67aVULN|7BPWR|8FEWX|9LIT
199	46322 12325	   	173.74	ACR|3VULN|3DMG	1aRPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9CGEN
200	46322 12326	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9aCGEN
201	46322 12331	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9DMSP|aCGEN
202	46322 12332	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9DMSP|aLWND
203	46322 12333	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9DMSP|aMLV
204	46322 12336	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9DMSP|aBEXP
205	46322 12343	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9FEWX|aMLV
206	46322 12352	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9LWND|aCGEN
207	46222 12262	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|67aVULN|7BPWR|89DUST
208	46222 12311	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9ERES|aTLV
209	46222 12312	   	173.74	ACR|3VULN|3DMG	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9ERES|aLEGI
210	22443 21513	   	173.65	ACR|3VULN|2AART|1DMG	1LWND|248VULN|3RCVC|5RCR|67AART|9ERES|aDMG
211	46322 12214	   	173.64	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|67aVULN|7BPWR|8DUST|9LIT
212	46322 12311	   	173.64	ACR|3VULN|3DMG	1RPLT|2RCR|379ERES|457DMG|678VULN|7BPWR|aCGEN
213	46322 12314	   	173.64	ACR|3VULN|3DMG	1RPLT|2RCR|379ERES|457DMG|678VULN|7BPWR|aLHND
214	46322 12321	   	173.64	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9CGEN|aTLV
215	46322 12322	   	173.64	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9CGEN|aLEGI
216	46222 12313	   	173.59	ACR|3VULN|3DMG|1SELL	1RPLT|2RCR|37CGEN|457DMG|678VULN|7BPWR|9ERES|aSELL
217	46322 12262	   	173.54	ACR|3VULN|3DMG	1RPLT|2RCR|37ERES|457DMG|67aVULN|7BPWR|89DUST
218	46322 12313	   	173.54	ACR|3VULN|3DMG	1RPLT|2RCR|379ERES|457DMG|678VULN|7BPWR|aDUST
219	22612 11525	 * 	173.53	DCR|3VULN|2CDMG|1DMG|1FLTHEA|1DUR	1LWND|245VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|9FEWX|aFLTHEA
220	46322 12323	   	173.49	ACR|3VULN|3DMG|1SELL	1RPLT|2RCR|37ERES|457DMG|678VULN|7BPWR|9CGEN|aSELL
221	22612 11535	   	173.43	DCR|3VULN|2CDMG|1DMG|1FLTHEA|1DUR	1LWND|245VULN|34CDMG|4BPWR|6DUR|7DMG|8RCR|9DUST|aFLTHEA
222	46322 12316	   	173.39	ACR|3VULN|3DMG|1SELL	1RPLT|2RCR|379ERES|457DMG|678VULN|7BPWR|aSELL
223	22613 12422	   	173.28	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR	1LWND|24aVULN|34CDMG|4BPWR|5DMG|6BELT|7RCR|8ZMB|9DUR
224	62431 33115	   	173.23	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1aCGEN|28DMG|3aCDMG|4ZMB|5RCR|6DUR|7LEGI|9aVULN|aBPWR
225	46222 31361	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2RCR|3CGEN|45DMG|6RMIN|78VULN|9AART|aDUR
226	22323 17432	   	173.16	DCR|3VULN|3DMG|1DUR	1aLWND|26aVULN|3LHND|4MBVNT|5DUR|79aDMG|8RCR|aBPWR
227	22327 37432	   	173.16	DCR|3VULN|3DMG|1DUR	1aLWND|25aVULN|3LHND|4MBVNT|6DUR|79aDMG|8RCR|aBPWR
228	46221 12116	 * 	173.14	ACR|3VULN|2DMG|2ZMB	1RPLT|2RCR|37CGEN|47DMG|5DMSP|679VULN|7BPWR|8aZMB
229	46421 23212	   	173.14	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|79BEXP|8CDMG|aRCVC
230	32635 48132	   	173.13	DCR|2DMG|3CDMG|1AART|1VULN	19BEXP|2VULN|3MBVNT|49DMG|589CDMG|6RCR|7AART|9BPWR|aMLV
231	32635 48134	   	173.13	DCR|2DMG|3CDMG|1AART|1VULN	19BEXP|2VULN|3MBVNT|49DMG|589CDMG|6RCR|7AART|9BPWR|aRMIN
232	46322 31361	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2RCR|3ERES|45DMG|6RMIN|78VULN|9AART|aDUR
233	46321 12116	   	172.94	ACR|3VULN|2DMG|2ZMB	1RPLT|2RCR|37ERES|47DMG|5DMSP|679VULN|7BPWR|8aZMB
234	62431 31162	   	172.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|28DMG|3CDMG|4ZMB|5RCR|6DUR|7VULN|9AART|aDUST
235	62431 31362	   	172.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DMG|3CDMG|4ZMB|5RCR|6DUR|78VULN|9AART|aDUST
236	64242 23311	   	172.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2ASPD|3BASHEA|46aVULN|5AART|7DMG|8RCR|9DUR
237	32684 34734	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	1aBEXP|2aVULN|3MBVNT|4RMIN|5RCR|6CDMG|7LHND|8aDMG|9AART|aBPWR
238	33135 46131	   	172.71	DCR|3VULN|1AART|1DMG|2DUR	17BEXP|2CGEN|3AART|47DUR|567VULN|7BPWR|8RCR|9BELT|aDMG
239	62432 33431	   	172.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17CGEN|25DMG|3CDMG|4ZMB|6VULN|8RCR|9AART|aDUR
240	32634 33235	   	172.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|27VULN|3MBVNT|4aDMG|5RCR|6CDMG|8FEWX|9AART
241	32634 33545	   	172.48	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|27VULN|3MBVNT|4aDMG|5RCR|6CDMG|8LEGI|9AART
242	22621 61342	   	172.46	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1LWND|25VULN|3CDMG|4CGEN|68AART|7ASPD|9RCR|aDMG
243	62431 31325	   	172.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1CGEN|2aDMG|3CDMG|4ZMB|5RCR|6aDUR|78VULN|9aFEWX|aBPWR
244	41441 22254	   	172.28	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2MBVNT|3DMG|4LSRHEA|5AART|69aVULN|7RCR|8ZMB
245	32635 43313	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1BEXP|2789VULN|3MBVNT|4DMG|5CDMG|6RCR|aDUR
246	41441 24457	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	1RPLT|2MBVNT|38DMG|4LSRHEA|5AART|68VULN|78LWND|8BPWR|9RCR|aCDMG
247	32634 33168	   	172.25	ACR|3DMG|2VULN|2CDMG	19BEXP|27VULN|3MBVNT|489DMG|5RCR|69CDMG|9BPWR|aRCVC
248	46222 12531	   	172.16	ACR|3DMG|2VULN|1ASPD|1DUR	1RPLT|2RCR|37CGEN|457DMG|67VULN|7BPWR|8ASPD|9RMIN|aDUR
249	62431 31335	   	172.12	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1CGEN|2aDMG|3CDMG|4ZMB|5RCR|6aDUR|78VULN|9aDUST|aBPWR
250	62122 32563	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|24DMG|3aVULN|5ERES|6CDMG|7DUST|8RCR|9AART
251	46221 12215	 * 	172.03	ACR|3DMG|2VULN|2ASPD	1RPLT|2RCR|37aCGEN|47aDMG|5DMSP|67VULN|7aBPWR|8FEWX|9aASPD
252	32634 35118	   	171.98	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|29VULN|3MBVNT|48DMG|5RCR|6CDMG|7DMSP|aAART
253	46322 12531	   	171.96	ACR|3DMG|2VULN|1DUR|1ASPD	1RPLT|2RCR|37ERES|457DMG|67VULN|7BPWR|8ASPD|9RMIN|aDUR
254	46421 12321	   	171.96	ACR|3DMG|2VULN|1ASPD|1DUR	1RPLT|2RCR|347DMG|58VULN|6ASPD|9FEWX|aDUR
255	41426 11238	   	171.93	DCR|3DMG|1AART|1VULN|1CDMG	1RPLT|2MBVNT|345DMG|5BPWR|6AART|7TLV|8RCR|9VULN|aCDMG
256	46421 21212	   	171.83	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7FEWX|8CDMG|9BEXP|aCGEN
257	46421 21213	   	171.83	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7FEWX|8CDMG|9BEXP|aDMSP
258	46421 22212	   	171.83	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7LHND|8CDMG|9BEXP|aFEWX
259	46421 23211	   	171.83	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|79BEXP|8CDMG|aLHND
260	41461 21184	   	171.76	DCR|3VULN|2DMG|1CDMG|1DUR	1RPLT|2MBVNT|36DMG|4RCVC|567VULN|6BPWR|8DUR|9RCR|aCDMG
261	32634 38844	   	171.75	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|29aVULN|3MBVNT|4DMG|5RCR|6CDMG|7AART|8BASICY
262	46321 12215	   	171.73	ACR|3DMG|2VULN|2ASPD	1RPLT|2RCR|37aERES|47aDMG|5DMSP|67VULN|7aBPWR|8FEWX|9aASPD
263	46421 21232	   	171.73	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7FEWX|8CDMG|9DUST|aCGEN
264	46421 21233	   	171.73	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7FEWX|8CDMG|9DUST|aDMSP
265	46421 22213	   	171.73	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7LHND|8CDMG|9BEXP|aLEGI
266	46421 22232	   	171.73	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7LHND|8CDMG|9DUST|aFEWX
267	46421 23213	   	171.73	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|79BEXP|8CDMG|aERES
268	32634 23177	   	171.70	ACR|4VULN|1AART|1DMG	1BEXP|269aVULN|3MBVNT|4DMG|5RCR|7FEWX|8AART
269	65222 21311	   	171.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1CGEN|26aVULN|3ASPD|4DMG|56SNIHEL|6BPWR|7AART|8RCR|9DUR
270	46421 22233	   	171.63	ACR|3DMG|2VULN|1CDMG	1RPLT|2RCR|346DMG|56VULN|6BPWR|7LHND|8CDMG|9DUST|aLEGI
271	32635 48343	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|29VULN|3MBVNT|4DMG|5CDMG|6RCR|7AART|8ZMB|aLHND
272	32635 48344	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|29VULN|3MBVNT|4DMG|5CDMG|6RCR|7AART|8ZMB|aCGEN
273	46422 23333	 * 	171.54	ACR|3DMG|1AART|1CDMG|1FLTHEA	1RPLT|2RCR|348DMG|5LHND|6FLTHEA|7CDMG|9AART|aLIT
274	53122 51341	   	171.52	DCR|2AART|2VULN|2CDMG|1ZMB|1DUR	1DUR|2CGEN|3aAART|4ZMB|58CDMG|67VULN|9RCR
275	46421 21221	   	171.49	ACR|3DMG|2VULN|1AART|1CDMG|1MSE	1RPLT|2RCR|346DMG|56VULN|6BPWR|7FEWX|8CDMG|9MSE|aAART
276	46421 23221	   	171.49	ACR|3DMG|2VULN|1AART|1CDMG|1MSE	1RPLT|2RCR|346DMG|56VULN|6BPWR|7BEXP|8CDMG|9MSE|aAART
277	32635 48341	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|29VULN|3MBVNT|4DMG|5CDMG|6RCR|7AART|8ZMB|aDUST
278	52333 22121	   	171.45	DCR|2VULN|2DMG|1AART|2DUR	15DUR|26VULN|3LHND|4AART|7BELT|8aDMG|9RCR
279	46422 23331	   	171.44	ACR|3DMG|1AART|1CDMG|1FLTHEA	1RPLT|2RCR|348DMG|5LHND|6FLTHEA|7CDMG|9AART|aTLV
280	46422 23332	   	171.44	ACR|3DMG|1AART|1CDMG|1FLTHEA	1RPLT|2RCR|348DMG|5LHND|6FLTHEA|7CDMG|9AART|aDLOT
281	32634 33113	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	1BEXP|279VULN|3MBVNT|48DMG|5RCR|6CDMG|aDUR
282	22443 22421	   	171.32	ACR|3VULN|1AART|1DMG|1DUR	1LWND|249VULN|37RCVC|5RCR|6AART|8DUR|aDMG
283	62123 22121	 * 	171.16	DCR|2VULN|2DMG|1AART|2ASPD	1aCGEN|24DMG|3aVULN|5RMIN|6aASPD|7AART|8BELT|9RCR|aBPWR
284	62144 11321	   	170.98	DCR|4VULN|1AART|1DMG	1aCGEN|2DMG|348aVULN|5AART|6BELT|7aLHND|9RCR|aBPWR
285	32634 33162	   	170.95	ACR|3DMG|2VULN|2CDMG	19BEXP|27VULN|3MBVNT|489DMG|5RCR|69CDMG|9BPWR|aLHND
286	32634 33163	   	170.95	ACR|3DMG|2VULN|2CDMG	19BEXP|27VULN|3MBVNT|489DMG|5RCR|69CDMG|9BPWR|aCGEN
287	32634 33166	   	170.95	ACR|3DMG|2VULN|2CDMG	19BEXP|27VULN|3MBVNT|489DMG|5RCR|69CDMG|9BPWR|aRPLT
288	32634 33361	   	170.95	ACR|3VULN|2DMG|2CDMG	19BEXP|278VULN|3MBVNT|49DMG|5RCR|69CDMG|9BPWR|aLWND
289	32634 33362	   	170.95	ACR|3VULN|2DMG|2CDMG	19BEXP|278VULN|3MBVNT|49DMG|5RCR|69CDMG|9BPWR|aCGEN
290	32634 33364	   	170.95	ACR|3VULN|2DMG|2CDMG	19BEXP|278VULN|3MBVNT|49DMG|5RCR|69CDMG|9BPWR|aLHND
291	32634 33365	   	170.95	ACR|3VULN|2DMG|2CDMG	19aBEXP|278VULN|3MBVNT|49DMG|5RCR|69CDMG|9BPWR
292	32634 35164	   	170.95	ACR|3DMG|2VULN|2CDMG	19BEXP|2aVULN|3MBVNT|489DMG|5RCR|69CDMG|7DMSP|9BPWR
