0	Index      	 *	Score 	Summary	Detail	
1	33656 32321	 * 	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|69aVULN|7FEWX|8DMG
152	22411 32773	   	156.46	DCR|2VULN|2DMG|1FLTHEA	1ERES|2FLTHEA|3RCVC|4BEXP|58DMG|6RCR|7MBVNT|9aVULN
153	35551 31312	 * 	156.43	ACR|2DMG|1AART|1VULN|2DUR|1SELL	17DUR|2BASICY|37LWND|4RCR|57DMG|6SELL|7BPWR|8AART|9DUST|aVULN
154	35111 44332	 * 	156.41	DCR|3DMG|1AART|2ASPD|1DUR	1DUR|2BASICY|34ASPD|58aDMG|6AART|7LIT|9RCR
155	36362 36231	   	156.17	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2VULN|3BELT|4ASPD|5RCR|6RPLT|7ZMB|8CDMG|9aDMG
156	36113 32254	 * 	156.17	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2VULN|3ASPD|4ZMB|5LWND|6LIT|79AART|8DMG|aRCR
157	35351 43221	 * 	156.08	ACR|3DMG|1VULN|1CDMG|1DUR	1DUR|2BASICY|3DUST|4RCR|567DMG|8VULN|9RPLT|aCDMG
158	14221 41634	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3LHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9DUST|aZMB
159	43224 12121	 * 	155.95	ACR|4VULN|1AART|1DMG|1MSE	1MSE|2RCR|3RPLT|4DUST|589aVULN|6DMG|7AART
160	22335 53151	   	155.82	DCR|3VULN|1CDMG|1FLTHEA|1ZMB	1ERES|2FLTHEA|3DMSP|4CDMG|5ZMB|6RCR|7LIT|89aVULN
161	12532 13331	   	155.79	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2LHND|3LEGI|4LWND|57aVULN|6RCR|8AART|9DUR
162	21135 53151	   	155.72	DCR|3VULN|1CDMG|1FLTHEA|1ZMB	12ERES|3FLTHEA|4CDMG|5ZMB|6RCR|7LIT|89aVULN
163	22235 53151	   	155.72	DCR|3VULN|1CDMG|1FLTHEA|1ZMB	13ERES|2FLTHEA|4CDMG|5ZMB|6RCR|7LIT|89aVULN
164	12542 16231	   	155.69	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2LHND|3LEGI|4DUST|57aVULN|6RCR|8AART|9DUR
165	33653 13331	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5LHND|7RCR|8DMG|9FEWX|aVULN
166	33653 13341	   	155.64	DCR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2DUST|36CDMG|4AART|5LHND|7RCR|8DMG|9CGEN|aVULN
167	33653 13361	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5LHND|7RCR|8DMG|9BEXP|aVULN
168	33655 13331	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5BEXP|7RCR|8DMG|9FEWX|aVULN
169	33653 13312	   	155.54	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5LHND|7RCR|8DMG|9SNIHEL|aVULN
170	33653 13521	   	155.54	DCR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2DUST|36CDMG|4AART|5LHND|7RCR|8LEGI|9DMG|aVULN
171	33655 13312	   	155.54	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5BEXP|7RCR|8DMG|9SNIHEL|aVULN
172	36111 36161	 * 	155.47	DCR|1AART|1VULN|1DMG|2ZMB|2DUR|1ASPD	17DUR|2VULN|3ASPD|46ZMB|5RCVC|8DMG|9AART|aRCR
173	33651 33118	   	155.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DUST|3CDMG|4AART|5ZMB|6DMG|7MBVNT|8LIT|9RCR|aVULN
174	33651 33521	   	155.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DUST|3CDMG|4AART|5ZMB|6DMG|7MBVNT|8RPLT|9RCR|aVULN
175	16234 32224	   	155.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2ZMB|3LWND|4FEWX|5VULN|6LIT|7AART|89DMG|aRCR
176	12214 32224	   	155.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2LHND|3BEXP|4ZMB|5VULN|6LIT|7AART|89DMG|aRCR
177	13214 32224	   	155.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2BEXP|3FEWX|4ZMB|5VULN|6LIT|7AART|89DMG|aRCR
178	13414 32224	   	155.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2BEXP|3LWND|4ZMB|5VULN|6LIT|7AART|89DMG|aRCR
179	13514 32224	   	155.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2BEXP|3LHND|4ZMB|5VULN|6LIT|7AART|89DMG|aRCR
180	33651 33642	   	155.35	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2DUST|3CDMG|4AART|5ZMB|69DMG|7MBVNT|8RCR|aFEWX
181	21262 31262	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	12aERES|3LWND|4RCR|5aCGEN|6ZMB|7DMG|8AART|9aVULN|aBPWR
182	14421 22544	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2CDMG|3FEWX|49DMG|5MBVNT|6BEXP|7aVULN|8RCR
183	36311 62216	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2aVULN|3BELT|4CDMG|59DMG|6FEWX|7DUST|8RCR
184	16134 32224	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2ZMB|3DUST|4FEWX|5VULN|6LIT|7AART|89DMG|aRCR
185	33651 33643	   	155.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2aDUST|3CDMG|4AART|5ZMB|69DMG|7MBVNT|8RCR
186	33621 36236	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4BELT|5aDMG|67VULN|8RCR|9ERES
187	33621 36241	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4BELT|59DMG|67VULN|8RCR|aTLV
188	33621 36242	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4BELT|59DMG|67VULN|8RCR|aNUKE
189	13353 41236	 * 	155.17	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	17ASPD|2BEXP|37MLV|4CGEN|5ZMB|67VULN|7BPWR|8AART|9CDMG|aRCR
190	33122 12614	   	155.09	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4FEWX|5aVULN|6RCR|7LHND|8aDMG|9RCVC|aBPWR
191	33122 15614	   	155.09	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4FEWX|5aVULN|6RCR|7LWND|8aDMG|9RCVC|aBPWR
192	33132 11614	   	155.09	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4LWND|5aVULN|6RCR|7FEWX|8aDMG|9RCVC|aBPWR
193	33132 12614	   	155.09	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4LWND|5aVULN|6RCR|7LHND|8aDMG|9RCVC|aBPWR
194	33132 14614	   	155.09	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4LWND|5aVULN|6RCR|7BEXP|8aDMG|9RCVC|aBPWR
195	33162 11614	   	155.09	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4LHND|5aVULN|6RCR|7FEWX|8aDMG|9RCVC|aBPWR
196	33132 12646	   	155.07	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DUR|2DUST|3ASPD|4LWND|5VULN|6RCR|7LHND|8DMG|9CDMG|aAART
197	36311 12232	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2VULN|36BELT|4CDMG|5DMG|7LHND|8RCR|9AART|aZMB
198	36311 42232	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2VULN|3BELT|4CDMG|5DMG|6DMSP|7LHND|8RCR|9AART|aZMB
199	22542 13423	 * 	155.03	DCR|3VULN|1DMG|1FLTHEA|1ZMB	1ERES|2FLTHEA|3LSRICY|4LHND|5ZMB|6DMG|78aVULN|9RCR
200	22562 13423	   	155.03	DCR|3VULN|1DMG|1FLTHEA|1ZMB	1ERES|2FLTHEA|3LSRICY|47aVULN|5ZMB|6DMG|8FEWX|9RCR
201	42151 15312	   	154.97	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1MSE	1MSE|2CDMG|3AART|4aVULN|5ZMB|6ASPD|7RCR|8DMG|9AIRHEL
202	14222 15236	   	154.97	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2CDMG|3LHND|4DMG|5DUST|6RCR|7LEGI|8DUR|9VULN|aAART
203	22562 13523	   	154.93	DCR|3VULN|1DMG|1FLTHEA|1ZMB	1ERES|2FLTHEA|3LSRICY|47aVULN|5ZMB|6DMG|8DUST|9RCR
204	36222 54113	   	154.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|26VULN|3RPLT|4ASPD|5AART|7CGEN|8LIT|9RCR|aDMG
205	32241 68124	   	154.86	DCR|2DMG|1AART|1VULN|2DUR	18DUR|28TLV|3BEXP|4DUST|58DMG|6MBVNT|7RCR|8BPWR|9VULN|aAART
206	36222 52113	   	154.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26VULN|3RPLT|4ASPD|5AART|7TLV|8LIT|9RCR|aDMG
207	36333 53533	   	154.77	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|259VULN|3BELT|4LIT|6CDMG|7DMG|8RCR|aRCVC
208	33122 14432	 * 	154.72	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	19DUR|2DUST|39ASPD|4FEWX|5VULN|6RCR|79BEXP|8AART|9BPWR|aDMG
209	36226 35122	   	154.69	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|289VULN|3RPLT|4ASPD|5BEXP|6AART|7RCR|aLHND
210	36226 35321	   	154.69	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|29aVULN|3RPLT|4ASPD|58BEXP|6AART|7RCR
211	36225 35122	   	154.59	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|289VULN|3RPLT|4ASPD|5DUST|6AART|7RCR|aLHND
212	36225 35333	   	154.59	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|29aVULN|3RPLT|4ASPD|5DUST|6AART|7RCR|8BEXP
213	36226 35123	   	154.59	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|289VULN|3RPLT|4ASPD|5BEXP|6AART|7RCR|aDUST
214	32624 12135	   	154.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3LIT|4VULN|56DMG|7MBVNT|8AART|9ZMB|aRCR
215	22411 32743	 * 	154.53	DCR|3DMG|1VULN|1FLTHEA	1ERES|2FLTHEA|3RCVC|4BEXP|589DMG|6RCR|7MBVNT|aVULN
216	43121 13634	 * 	154.50	ACR|3VULN|2DMG|3ASPD|2MSE	1aMSE|2RCR|369ASPD|4FEWX|5aDMG|78aVULN|aBPWR
217	36225 35123	   	154.49	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|289VULN|3RPLT|4ASPD|5aDUST|6AART|7RCR
218	42153 13325	 * 	154.45	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1MSE	1MSE|26CDMG|3AART|4aVULN|5LHND|7RCR|8DMG|9ZMB
219	42251 15312	   	154.37	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1MSE	1MSE|2CDMG|3aVULN|4AART|5ZMB|6ASPD|7RCR|8DMG|9AIRHEL
220	64213 11324	   	154.36	DCR|1AART|1VULN|1DMG|1ZMB|2RCVC|1DUR	14RCVC|2VULN|3LWND|5RPLT|6RCR|7AART|8DMG|9ZMB|aDUR
221	33656 32113	   	154.18	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DUST|3CDMG|4AART|5RCR|6VULN|7FEWX|8ASPD|9ERES|aDMG
222	33656 32312	   	154.18	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DUST|3CDMG|4AART|5RCR|6VULN|7FEWX|8DMG|9ERES|aASPD
223	33621 34243	   	154.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17DUR|2DUST|3CDMG|4BELT|59DMG|6VULN|8RCR|aZMB
224	64213 11331	   	154.00	DCR|2VULN|1AART|1DMG|2RCVC	14RCVC|2aVULN|3LWND|5RPLT|6RCR|7AART|8DMG|9FEWX
225	64213 11361	   	154.00	DCR|2VULN|1AART|1DMG|2RCVC	14RCVC|2aVULN|3LWND|5RPLT|6RCR|7AART|8DMG|9BEXP
226	64213 11312	   	153.90	DCR|2VULN|1AART|1DMG|2RCVC	14RCVC|2aVULN|3LWND|5RPLT|6RCR|7AART|8DMG|9AIRHEL
227	42253 13325	 * 	153.85	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1MSE	1MSE|26CDMG|3aVULN|4AART|5LHND|7RCR|8DMG|9ZMB
228	22134 62312	   	153.82	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1ERES|2FLTHEA|3BEXP|4VULN|5LEGI|6RCR|7DUR|8AART|9ZMB|aCDMG
229	31223 43632	   	153.71	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|3LWND|4DMG|5ZMB|678VULN|9RCR|aCGEN
230	31223 43633	   	153.71	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|3LWND|4DMG|5ZMB|678VULN|9RCR|aRMIN
231	31223 43636	   	153.71	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|3LWND|4DMG|5ZMB|678VULN|9RCR|aRPLT
232	36221 21113	   	153.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|26VULN|3RPLT|4ASPD|5CGEN|7AART|8LIT|9RCR|aDMG
233	14221 41615	   	153.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2CDMG|3LHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9RCVC|aDUR
234	33656 11131	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8LHND|9FEWX|aVULN
235	33656 11211	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8RMIN|9LWND|aVULN
236	33656 11232	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8RMIN|9VULN|aFEWX
237	33656 11233	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8RMIN|9VULN|aLHND
238	33656 11331	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8BEXP|9FEWX|aVULN
239	33656 12331	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7LWND|8DMG|9FEWX|aVULN
240	36322 25334	 * 	153.65	DCR|2VULN|1AART|2ZMB|2DUR	1aDUR|2aVULN|3BELT|4BEXP|5RPLT|6RCR|7LWND|8AART|9aZMB|aBPWR
241	31223 43631	   	153.61	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|3LWND|4DMG|5ZMB|678VULN|9RCR|aERES
242	31223 43635	   	153.61	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|3LWND|4DMG|5ZMB|678VULN|9RCR|aDUST
243	36224 21113	   	153.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26VULN|3RPLT|4ASPD|5TLV|7AART|8LIT|9RCR|aDMG
244	33656 11112	   	153.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8LHND|9SNIHEL|aVULN
245	33656 11231	   	153.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8RMIN|9VULN|aTLV
246	33656 11312	   	153.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7DMG|8BEXP|9SNIHEL|aVULN
247	33656 12312	   	153.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUR|2DUST|36CDMG|4AART|5RCR|7LWND|8DMG|9SNIHEL|aVULN
248	14222 12426	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3LHND|4DMG|5DUST|6RCR|7FEWX|8ZMB|9aVULN
249	14422 12421	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3aFEWX|4DMG|5DUST|6RCR|79VULN|8ZMB
250	14422 12422	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3FEWX|4DMG|5DUST|6RCR|79VULN|8ZMB|aRMIN
251	14422 12423	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3FEWX|4DMG|5DUST|6RCR|79VULN|8ZMB|aCGEN
252	33122 12624	   	153.49	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4FEWX|5aVULN|6RCR|79LHND|8aDMG|aBPWR
253	33132 12624	   	153.49	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|4LWND|5aVULN|6RCR|79LHND|8aDMG|aBPWR
254	33162 11624	   	153.49	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2aDUST|3ASPD|49LHND|5aVULN|6RCR|7FEWX|8aDMG|aBPWR
255	35351 52323	   	153.48	ACR|2VULN|2DMG|3DUR	179DUR|2aBASICY|38DUST|4RCR|5aDMG|6aVULN|aBPWR
256	36333 53531	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|259VULN|3BELT|4LIT|6CDMG|7DMG|8RCR|aRPLT
257	35351 43212	   	153.44	ACR|3DMG|1VULN|1ZMB|1DUR	1DUR|2BASICY|3DUST|4RCR|567DMG|8VULN|9LWND|aZMB
258	35351 43232	   	153.44	ACR|3DMG|1VULN|1ZMB|1DUR	1DUR|2BASICY|3DUST|4RCR|567DMG|8VULN|9FEWX|aZMB
259	33122 12664	   	153.39	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|29aDUST|3ASPD|4FEWX|5aVULN|6RCR|7LHND|8aDMG|aBPWR
260	33122 16531	   	153.39	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2DUST|3ASPD|4FEWX|57VULN|6RCR|8BELT|9aDMG
261	33132 12664	   	153.39	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|29aDUST|3ASPD|4LWND|5aVULN|6RCR|7LHND|8aDMG|aBPWR
262	13231 62436	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2BEXP|3FEWX|4DUR|5DMG|6CDMG|7aVULN|8ZMB|9RCR
263	22335 53122	   	153.32	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1ERES|2FLTHEA|3DMSP|4CDMG|5ZMB|6RCR|7LIT|8VULN|9AART|aASPD
264	33621 36235	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4BELT|5DMG|67aVULN|8RCR|9ERES
265	12532 13326	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LHND|3LEGI|4LWND|57VULN|6RCR|8AART|9RPLT|aDMG
266	33121 62436	   	153.25	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DUST|3ASPD|4FEWX|5DMG|6CDMG|7aVULN|8ZMB|9RCR
267	21135 53122	   	153.22	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	12ERES|3FLTHEA|4CDMG|5ZMB|6RCR|7LIT|8VULN|9AART|aASPD
268	22235 53122	   	153.22	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	13ERES|2FLTHEA|4CDMG|5ZMB|6RCR|7LIT|8VULN|9AART|aASPD
269	12532 13312	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LHND|3LEGI|4LWND|57VULN|6RCR|8AART|9DUST|aDMG
270	22311 36663	   	153.16	DCR|2VULN|2DMG|1FLTHEA	1ERES|2FLTHEA|3DMSP|4BEXP|58DMG|6RCR|7LHND|9aVULN
271	63561 13313	 * 	153.14	DCR|4VULN|1DMG|1SELL	1RCVC|2SELL|389aVULN|4BELT|5DMG|6LWND|7RCR
272	14252 33222	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3LHND|4VULN|5RPLT|6ZMB|7MBVNT|8AART|9RCR|aDMG
273	33653 32334	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DUST|3CDMG|4AART|5LHND|6VULN|7FEWX|8DMG|9ZMB|aRCR
274	36151 22262	   	153.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|47LHND|5aDMG|6RMIN|8AART|9RCR
275	21111 36663	   	153.06	DCR|2VULN|2DMG|1FLTHEA	12ERES|3FLTHEA|4BEXP|58DMG|6RCR|7LHND|9aVULN
276	22211 36663	   	153.06	DCR|2VULN|2DMG|1FLTHEA	13ERES|2FLTHEA|4BEXP|58DMG|6RCR|7LHND|9aVULN
277	22311 31663	   	153.06	DCR|2VULN|2DMG|1FLTHEA	1ERES|2FLTHEA|3DMSP|4BEXP|58DMG|6RCR|7DUST|9aVULN
278	22311 32773	   	153.06	DCR|2VULN|2DMG|1FLTHEA	1ERES|2FLTHEA|3DMSP|4BEXP|58DMG|6RCR|7MBVNT|9aVULN
279	36132 53262	   	153.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|25VULN|3ASPD|46LWND|7DUST|8AART|9RCR|aDMG
280	35353 33422	   	152.98	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2BASICY|3DUST|4RCR|5AART|6aLHND|78VULN|9DMG
281	35353 33423	   	152.98	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2BASICY|3DUST|4RCR|5AART|6LHND|78VULN|9DMG|aRMIN
282	21111 31663	   	152.96	DCR|2VULN|2DMG|1FLTHEA	12ERES|3FLTHEA|4BEXP|58DMG|6RCR|7DUST|9aVULN
283	21111 32773	   	152.96	DCR|2VULN|2DMG|1FLTHEA	12ERES|3FLTHEA|4BEXP|58DMG|6RCR|7MBVNT|9aVULN
284	22211 31663	   	152.96	DCR|2VULN|2DMG|1FLTHEA	13ERES|2FLTHEA|4BEXP|58DMG|6RCR|7DUST|9aVULN
285	22211 32773	   	152.96	DCR|2VULN|2DMG|1FLTHEA	13ERES|2FLTHEA|4BEXP|58DMG|6RCR|7MBVNT|9aVULN
286	16621 33112	 * 	152.90	DCR|1VULN|2CDMG|2FLTHEA|2ZMB|2ASPD	19ASPD|2aZMB|39CDMG|4CGEN|5RPLT|6RCR|7VULN|89FLTHEA|9BPWR
287	16631 33112	   	152.90	DCR|1VULN|2CDMG|2FLTHEA|2ZMB|2ASPD	19ASPD|2aZMB|39CDMG|4MLV|5RPLT|6RCR|7VULN|89FLTHEA|9BPWR
288	36132 21262	   	152.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|25VULN|3ASPD|4LWND|67DUST|8AART|9RCR|aDMG
289	36142 11262	   	152.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|25VULN|3ASPD|47DUST|6LWND|8AART|9RCR|aDMG
290	36152 21262	   	152.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|25VULN|3ASPD|4LHND|67DUST|8AART|9RCR|aDMG
291	36422 33262	   	152.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|25VULN|3DUST|4MLV|6TLV|7DMG|8AART|9RCR|aASPD
292	32132 15233	 * 	152.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2TLV|3CANHEL|457VULN|6LHND|8AART|9CDMG|aRCR
293	32332 15233	   	152.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2TLV|3CANSTR|457VULN|6LHND|8AART|9CDMG|aRCR
294	64211 11421	   	152.80	DCR|3VULN|1AART|1ZMB|2RCVC	14RCVC|257VULN|3LWND|6CGEN|8AART|9RCR|aZMB
295	42153 63331	 * 	152.78	DCR|3VULN|1AART|1DMG|1CDMG|1MSE	1MSE|2CDMG|3AART|46aVULN|5LHND|7RCR|8DMG|9FEWX
296	36225 35233	   	152.76	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUR|2VULN|3RPLT|4ASPD|5DUST|69AART|7RCR|8ERES|aDMG
297	14621 33124	   	152.72	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1ASPD|2CDMG|3ZMB|4CGEN|5RPLT|6RCR|7VULN|8FLTHEA|9MBVNT|aAART
298	14631 33124	   	152.72	DCR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3ZMB|4MLV|5RPLT|6RCR|7VULN|8FLTHEA|9MBVNT|aAART
299	16621 33124	   	152.72	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4CGEN|5RPLT|6RCR|7VULN|8FLTHEA|9MBVNT|aAART
300	16631 33124	   	152.72	DCR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4MLV|5RPLT|6RCR|7VULN|8FLTHEA|9MBVNT|aAART
301	42153 63312	 * 	152.68	DCR|3VULN|1AART|1DMG|1CDMG|1MSE	1MSE|2CDMG|3AART|46aVULN|5LHND|7RCR|8DMG|9AIRHEL
302	36362 32143	   	152.67	ACR|3VULN|1DMG|2DUR|1ASPD	1aDUR|29aVULN|3BELT|4ASPD|5RCR|6RPLT|7DMG|8aLWND|aBPWR
303	55312 52312	   	152.58	ACR|2VULN|1AART|1DMG|1DUR	1CGEN|23LIT|4RCR|5LWND|6AART|7DMG|8aVULN|9DUR
304	36226 35333	   	152.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2VULN|3RPLT|4ASPD|58BEXP|6AART|7RCR|9ZMB|aDMG
305	36222 51524	   	152.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|26VULN|3RPLT|4ASPD|5AART|7DUST|8DMG|9MBVNT|aRCR
306	33122 14431	 * 	152.24	DCR|2VULN|1AART|2ASPD|2DUR	19DUR|2DUST|39ASPD|4FEWX|5aVULN|6RCR|79BEXP|8AART|9BPWR
