0	Index      	 *	Score 	Summary	Detail	
1	51114 42233	 * 	197.52	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2RPLT|3CDMG|45aVULN|6RCR|7FEWX|89DMG
157	13251 21133	   	171.63	DCR|3VULN|1AART|1DMG|2ASPD	1aBEXP|27aVULN|3AART|4DMG|5RPLT|6LSRICY|8aASPD|9RCR|aBPWR
158	33142 13142	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1SNIHEL|2LWND|3AART|4CGEN|5ZMB|68DMG|7RCR|9CDMG|aVULN
159	41153 64132	   	171.57	DCR|3VULN|2DMG|2DUR|2RCVC	1RMIN|25RCVC|36aVULN|4MBVNT|7RCR|8aDMG|9aDUR|aBPWR
160	42343 33121	   	171.57	DCR|4VULN|2DMG	1RMIN|249aVULN|3CGEN|58DMG|6RCR|7RCVC
161	51245 21211	   	171.54	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RPLT|368CGEN|4RCR|568VULN|68BPWR|78BEXP|9DMG|aDUR
162	16213 13531	   	171.42	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2DMG|3DUR|4FLTHEA|5VULN|6CDMG|7ASPD|8AART|9ZMB|aRCR
163	25213 13531	   	171.42	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2FEWX|3DUR|4FLTHEA|5VULN|6CDMG|7ASPD|8AART|9ZMB|aRCR
164	41164 33132	   	171.40	DCR|3VULN|2DMG|2DUR	1RMIN|2RCVC|35aVULN|47LWND|6RCR|8aDMG|9aDUR|aBPWR
165	25313 16313	   	171.33	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	19DMG|2FEWX|3BEXP|4FLTHEA|5VULN|6CDMG|7RCR|8AART|aLIT
166	25313 16314	   	171.33	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	19DMG|2FEWX|3BEXP|4FLTHEA|5VULN|6CDMG|7RCR|8AART|aCGEN
167	25313 16315	   	171.33	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	19DMG|2FEWX|3aBEXP|4FLTHEA|5VULN|6CDMG|7RCR|8AART
168	25313 16333	   	171.33	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1DMG|2FEWX|3BEXP|4FLTHEA|59VULN|6CDMG|7RCR|8AART|aLIT
169	25313 16334	   	171.33	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2FEWX|3BEXP|4FLTHEA|59VULN|6CDMG|7RCR|8AART|aCGEN
170	25313 16335	   	171.33	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2FEWX|3aBEXP|4FLTHEA|59VULN|6CDMG|7RCR|8AART
171	21213 13531	   	171.32	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2DUST|3DUR|4FLTHEA|5VULN|6CDMG|7ASPD|8AART|9ZMB|aRCR
172	26513 13531	   	171.32	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2DUR|3DUST|4FLTHEA|5VULN|6CDMG|7ASPD|8AART|9ZMB|aRCR
173	41113 15132	   	171.30	DCR|3VULN|2DMG|2DUR	14RMIN|2RCVC|38aVULN|5aDMG|6RCR|7LEGI|9aDUR|aBPWR
174	41613 12142	   	171.30	DCR|3VULN|2DMG|2DUR	14RMIN|2RCVC|3aDUR|5aDMG|6RCR|78aVULN|9LEGI|aBPWR
175	42253 64132	   	171.27	DCR|3VULN|2DMG|2DUR	1RMIN|26aVULN|35RCVC|4MBVNT|7RCR|8aDMG|9aDUR|aBPWR
176	16513 16313	   	171.23	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	1BEXP|29DMG|3DUST|4FLTHEA|5VULN|6CDMG|7RCR|8AART|aLIT
177	16513 16333	   	171.23	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1BEXP|2DMG|3DUST|4FLTHEA|59VULN|6CDMG|7RCR|8AART|aLIT
178	21313 16313	   	171.23	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	19DMG|2DUST|3BEXP|4FLTHEA|5VULN|6CDMG|7RCR|8AART|aLIT
179	21313 16314	   	171.23	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	19DMG|2DUST|3BEXP|4FLTHEA|5VULN|6CDMG|7RCR|8AART|aCGEN
180	21313 16315	   	171.23	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	19DMG|2DUST|3aBEXP|4FLTHEA|5VULN|6CDMG|7RCR|8AART
181	21313 16333	   	171.23	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1DMG|2DUST|3BEXP|4FLTHEA|59VULN|6CDMG|7RCR|8AART|aLIT
182	21313 16334	   	171.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2DUST|3BEXP|4FLTHEA|59VULN|6CDMG|7RCR|8AART|aCGEN
183	21313 16335	   	171.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2DUST|3aBEXP|4FLTHEA|59VULN|6CDMG|7RCR|8AART
184	25513 16313	   	171.23	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	19DMG|2FEWX|3DUST|4FLTHEA|5VULN|6CDMG|7RCR|8AART|aLIT
185	25513 16333	   	171.23	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1DMG|2FEWX|3DUST|4FLTHEA|59VULN|6CDMG|7RCR|8AART|aLIT
186	51114 42131	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CDMG|45VULN|6RCR|7FEWX|8ASPD|9DMG|aBEXP
187	51114 42132	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CDMG|45VULN|6RCR|7FEWX|8ASPD|9DMG|aCGEN
188	51114 42133	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CDMG|45VULN|6RCR|7FEWX|8ASPD|9DMG|aLIT
189	51114 43131	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CDMG|45VULN|6RCR|7aBEXP|8ASPD|9DMG
190	51114 43132	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CDMG|45VULN|6RCR|7BEXP|8ASPD|9DMG|aRMIN
191	51114 43333	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RPLT|3CDMG|45VULN|6RCR|7BEXP|8RMIN|9DMG|aDUR
192	22214 12632	   	171.10	DCR|3DMG|2VULN|2DUR	15aDMG|2LWND|3RCVC|4RMIN|6RCR|7aVULN|8DMSP|9aDUR|aBPWR
193	42264 33132	   	171.10	DCR|3VULN|2DMG|2DUR	1RMIN|25aVULN|3RCVC|47LWND|6RCR|8aDMG|9aDUR|aBPWR
194	13252 62612	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	17BEXP|26VULN|3AART|48DMG|5LIT|9CDMG|aRCR
195	13252 63612	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|26VULN|3AART|48DMG|57LIT|9CDMG|aRCR
196	52216 14133	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3DUR|4LIT|5RCR|6DMG|7RCVC|89aVULN
197	16314 12142	   	171.02	DCR|3VULN|3DMG	13aBEXP|25aDMG|4RMIN|6RCR|78aVULN|9LEGI|aBPWR
198	23234 26121	   	171.02	DCR|3VULN|3DMG	159DMG|2SNIHEL|39LWND|4MLV|6RCR|7FEWX|89aVULN|9BPWR
199	23244 26121	   	171.02	DCR|3VULN|3DMG	159DMG|2SNIHEL|39LWND|4CGEN|6RCR|7FEWX|89aVULN|9BPWR
200	23642 26121	   	171.02	DCR|3VULN|3DMG	139DMG|2SNIHEL|49CGEN|5LWND|6RCR|7FEWX|89aVULN|9BPWR
201	42213 15132	   	171.00	DCR|3VULN|2DMG|2DUR	14RMIN|28aVULN|3RCVC|5aDMG|6RCR|7LEGI|9aDUR|aBPWR
202	65213 12142	   	171.00	DCR|3VULN|2DMG|2DUR	1aDUR|24RMIN|3RCVC|5aDMG|6RCR|78aVULN|9LEGI|aBPWR
203	26123 52322	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	14DMG|2DUR|3RPLT|5LIT|6RCR|79VULN|8AART|aBEXP
204	26123 52324	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	14DMG|2DUR|3RPLT|5LIT|6RCR|79VULN|8AART|aLWND
205	66123 52322	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RPLT|5LIT|6RCR|79VULN|8AART|aBEXP
206	63216 13421	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|29VULN|3AART|4LIT|5RCR|6DMG|7LHND|8CDMG
207	21614 12122	   	170.92	DCR|3VULN|3DMG	15aDMG|23DUST|4RMIN|6RCR|78aVULN|9aBEXP|aBPWR
208	21614 12162	   	170.92	DCR|3VULN|3DMG	15aDMG|23DUST|4RMIN|6RCR|78aVULN|9aFEWX|aBPWR
209	23214 23121	   	170.92	DCR|3VULN|3DMG	159DMG|2SNIHEL|39LWND|4TLV|6RCR|7FEWX|89aVULN|9BPWR
210	26123 52325	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	14DMG|2DUR|3RPLT|5LIT|6RCR|79VULN|8AART|aSNIHEL
211	26123 52326	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	14DMG|2DUR|3RPLT|5LIT|6RCR|79VULN|8AART|aDUST
212	23622 23121	   	170.82	DCR|3VULN|3DMG	139DMG|2SNIHEL|49ERES|5LWND|6RCR|7FEWX|89aVULN|9BPWR
213	55122 41233	   	170.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3ZMB|4LHND|59DMG|6RCR|7RCVC|8VULN|aDUR
214	21614 12142	   	170.72	DCR|3VULN|3DMG	15aDMG|23aDUST|4RMIN|6RCR|78aVULN|9LEGI|aBPWR
215	21614 12224	   	170.72	DCR|3VULN|3DMG	15aDMG|23DUST|4RMIN|6RCR|79aVULN|8aERES|aBPWR
216	51111 66331	   	170.65	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	17AART|2RPLT|36CDMG|4VULN|5ZMB|8RCR|9DMG|aLHND
217	51111 66332	   	170.65	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	17AART|2RPLT|36CDMG|4VULN|5ZMB|8RCR|9DMG|aRMIN
218	51111 66333	   	170.65	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	17AART|2RPLT|36CDMG|4VULN|5ZMB|8RCR|9DMG|aFEWX
219	51111 36334	   	170.65	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	17AART|26RPLT|3aCDMG|4VULN|5ZMB|8RCR|9DMG
220	21231 34254	   	170.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	17DMG|247DUST|3DUR|5ASPD|67VULN|7BPWR|8AART|9RCR|aFEWX
221	21231 34256	   	170.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	17DMG|247DUST|3DUR|5ASPD|67VULN|7BPWR|8AART|9RCR|aERES
222	63341 33114	   	170.44	DCR|3VULN|1DMG|2ZMB|2DUR	1aDUR|24aVULN|37RCVC|5CGEN|6RCR|8DMG|9aZMB|aBPWR
223	13111 35166	   	170.32	DCR|3VULN|2DMG|2ASPD|1ZMB	19BEXP|246VULN|34ASPD|4BPWR|58DMG|7ZMB|aRCR
224	24213 12114	   	170.22	DCR|3DMG|2VULN|2ZMB	15aDMG|2aCGEN|3ERES|4RMIN|6RCR|78VULN|9aZMB|aBPWR
225	51111 16316	   	170.11	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2RPLT|3CDMG|46VULN|5ZMB|8RCR|9DUR|aRCVC
226	26123 52341	   	170.11	DCR|2DMG|2AART|1VULN|2DUR	14DMG|2aDUR|3RPLT|5LIT|6RCR|7VULN|89AART
227	62152 23124	   	170.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|24LSRHEA|3AART|4BPWR|5LEGI|6ZMB|7RCR|8DMG|9aVULN
228	11161 34253	   	170.04	DCR|2VULN|2AART|1DMG|2DUR|1ASPD	147BEXP|27DUR|3ASPD|5DMG|67VULN|7BPWR|8aAART|9RCR
229	63111 28232	   	169.92	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1DUR|24VULN|34ASPD|4BPWR|5DMG|6MBVNT|7ZMB|8AART|9RCVC|aRCR
230	63216 14112	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|289VULN|3AART|4LIT|5RCR|6DMG|7RCVC|aMLV
231	63216 14123	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3AART|4LIT|5RCR|6DMG|7RCVC|9LHND
232	63216 14111	   	169.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|289VULN|3AART|4LIT|5RCR|6DMG|7RCVC|aTLV
233	63216 14113	   	169.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|289VULN|3AART|4LIT|5RCR|6DMG|7RCVC|aERES
234	42343 36113	   	169.72	DCR|4VULN|1DMG|1ZMB|1ASPD	1RMIN|248aVULN|3CGEN|5DMG|6RCR|7ASPD|9ZMB
235	26144 32113	   	169.61	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|2DUR|3RPLT|4CGEN|5aAART|6RCR|7CDMG|8ASPD|9VULN
236	26334 32113	   	169.61	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|2DUR|3CGEN|4RPLT|5aAART|6RCR|7CDMG|8ASPD|9VULN
237	66334 32113	   	169.61	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CGEN|4RPLT|5aAART|6RCR|7CDMG|8ASPD|9VULN
238	31132 25152	   	169.57	DCR|3VULN|1AART|1CDMG|1ZMB	1SNIHEL|2LIT|3AART|4RMIN|5CDMG|6RCR|78aVULN|9ZMB
239	42343 32324	   	169.57	DCR|4VULN|2DMG	1RMIN|249aVULN|37CGEN|5aDMG|6RCR|8aLHND|aBPWR
240	55112 31612	 * 	169.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2CGEN|36ZMB|48DMG|5LIT|7VULN|9CDMG|aRCR
241	13216 16428	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	1BEXP|2aVULN|3AART|4LIT|5RCR|68DMG|7MBVNT|9ASPD
242	63216 16431	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3AART|4LIT|5RCR|68DMG|7MBVNT|aRPLT
243	63216 16432	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3AART|4LIT|5RCR|68DMG|7MBVNT|aLHND
244	63216 16434	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3AART|4LIT|5RCR|68DMG|7MBVNT|aBEXP
245	13112 35636	   	169.44	DCR|4VULN|3ASPD|1DMG	158BEXP|2489VULN|346ASPD|48BPWR|7RCR|aDMG
246	63216 16433	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3AART|4LIT|5RCR|68DMG|7MBVNT|aERES
247	42343 32121	   	169.37	DCR|4VULN|2DMG	1RMIN|249aVULN|37CGEN|58DMG|6RCR
248	51121 41213	 * 	169.35	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	14aAART|2RPLT|3CDMG|5FEWX|6RCR|7DUR|8DMG|9VULN
249	51124 42213	   	169.35	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	14aAART|2RPLT|3CDMG|5DUR|6RCR|7FEWX|8DMG|9VULN
250	51124 43213	   	169.35	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	14aAART|2RPLT|3CDMG|5DUR|6RCR|7BEXP|8DMG|9VULN
251	56161 21233	   	169.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|26VULN|36MLV|4RCR|5RPLT|6BPWR|7BEXP|8CDMG|9DMG|aDUR
252	42343 36111	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1RMIN|248VULN|3CGEN|5DMG|6RCR|7ASPD|9ZMB|aCDMG
253	51123 41213	   	169.25	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	14aAART|2RPLT|3CDMG|5DUST|6RCR|7DUR|8DMG|9VULN
254	13114 35145	   	169.24	DCR|4VULN|3ASPD|1DMG	1BEXP|2459VULN|346ASPD|4BPWR|7RCR|8MBVNT|aDMG
255	51245 32111	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CGEN|4RCR|59VULN|6DMG|7CDMG|8ASPD|aBEXP
256	51245 32131	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2RPLT|3CGEN|4RCR|5VULN|69DMG|7CDMG|8ASPD|aBEXP
257	51245 22233	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RPLT|36CGEN|4RCR|56VULN|6BPWR|7CDMG|8ERES|9DMG|aDUR
258	51245 32112	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RPLT|3CGEN|4RCR|59VULN|6DMG|7CDMG|8ASPD|aLEGI
259	51245 32132	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2RPLT|3CGEN|4RCR|5VULN|69DMG|7CDMG|8ASPD|aLEGI
260	16251 31251	   	168.93	DCR|2DMG|1AART|1VULN|3DUR|2ASPD	1BEXP|24DMG|347DUR|4BPWR|5aASPD|6VULN|8AART|9RCR
261	24443 12111	   	168.91	DCR|3VULN|2DMG|1CDMG	15DMG|2CGEN|347VULN|6RCR|8LIT|9FEWX|aCDMG
262	51632 33531	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2RPLT|3LHND|4LEGI|58VULN|6RCR|7DUR|9DMG
263	26214 12133	   	168.90	DCR|2VULN|2DMG|1CDMG|2DUR	15DMG|29DUR|3RCVC|4RMIN|6RCR|78VULN|aCDMG
264	66214 12133	   	168.90	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|25DMG|3RCVC|4RMIN|6RCR|78VULN|aCDMG
265	52216 13133	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1AART|27LHND|3DUR|4LIT|5RCR|6DMG|89aVULN
266	51111 16311	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2RPLT|3CDMG|46VULN|5ZMB|8RCR|9DUR|aBEXP
267	51111 16312	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2RPLT|3CDMG|46VULN|5ZMB|8RCR|9DUR|aLHND
268	51111 16314	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2RPLT|3CDMG|46VULN|5ZMB|8RCR|9DUR|aLIT
269	51111 16315	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2RPLT|3CDMG|46VULN|5ZMB|8RCR|9DUR|aFEWX
270	51111 36313	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|26RPLT|3CDMG|4aVULN|5ZMB|8RCR|9DUR
271	53536 33131	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|39DMG|4LSRREG|5CDMG|6DUR|7RCR|8VULN|aBEXP
272	53536 33132	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|39DMG|4LSRREG|5CDMG|6DUR|7RCR|8VULN|aLWND
273	63341 33115	   	168.65	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|37RCVC|5CGEN|6RCR|8DMG|9ZMB|aAART
274	63633 11112	   	168.62	DCR|2VULN|2DMG|2CDMG|3DUR	17aDUR|28VULN|3aCDMG|4DMSP|5aDMG|6RPLT|9RCR|aBPWR
275	53536 33133	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|39DMG|4LSRREG|5CDMG|6DUR|7RCR|8VULN|aDUST
276	42343 33126	   	168.47	DCR|3VULN|2DMG|1ZMB	1RMIN|249VULN|3CGEN|58DMG|6RCR|7RCVC|aZMB
277	63341 32114	   	168.37	DCR|3VULN|1DMG|2ZMB|2DUR	1aDUR|24aVULN|3RCVC|57CGEN|6RCR|8DMG|9aZMB|aBPWR
278	56361 33112	   	168.34	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|2VULN|34CDMG|56TLV|7RCR|8ZMB|9DUR|aDMG
279	23611 11551	 * 	168.33	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2SNIHEL|4VULN|6CDMG|7TLV|8AART|9RCR|aFEWX
280	23611 11552	   	168.33	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2SNIHEL|4VULN|6CDMG|7TLV|8AART|9RCR|aBEXP
281	13111 28232	   	168.32	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1BEXP|24VULN|34ASPD|4BPWR|5DMG|6MBVNT|7ZMB|8AART|9DUR|aRCR
282	63111 28282	   	168.32	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1DUR|24VULN|34ASPD|4BPWR|5DMG|6MBVNT|7ZMB|8AART|9BEXP|aRCR
283	51114 41223	   	168.28	DCR|3VULN|1AART|2CDMG	1AART|2RPLT|3aCDMG|458VULN|6RCR|7RCVC|9CANSTR
284	61243 12115	   	168.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|34ERES|5DMG|6RCR|78VULN|9ZMB|aAART
285	23515 21325	   	168.23	DCR|3VULN|2DMG|2CDMG	19DMG|2SNIHEL|39CDMG|479VULN|5RMIN|6RCVC|8DMSP|9BPWR|aRCR
286	23523 21325	   	168.23	DCR|3VULN|2DMG|2CDMG	19DMG|2SNIHEL|39CDMG|4RMIN|579VULN|6RCVC|8DMSP|9BPWR|aRCR
287	13633 52112	   	168.23	DCR|3DMG|2VULN|2CDMG	1aBEXP|28VULN|3aCDMG|4DMSP|56aDMG|7RPLT|9RCR|aBPWR
288	51111 36335	   	168.19	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	17AART|26RPLT|3CDMG|4VULN|5aZMB|8RCR|9DMG
289	63132 42231	   	168.16	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4LWND|5AART|689DMG|7CGEN|aRCR
290	63142 42231	   	168.16	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4LHND|5AART|689DMG|7CGEN|aRCR
291	23543 21325	   	168.13	DCR|3VULN|2DMG|2CDMG	19DMG|2SNIHEL|39CDMG|4NUKE|579VULN|6RCVC|8DMSP|9BPWR|aRCR
292	25313 46311	   	168.06	DCR|2VULN|2DMG|1AART|1FLTHEA	19DMG|2FEWX|3BEXP|4FLTHEA|57VULN|6RPLT|8AART|aRCR
293	23442 26122	   	168.00	DCR|2VULN|2DMG|3ZMB	19DMG|2SNIHEL|349ZMB|5LWND|6RCR|7FEWX|89VULN|9BPWR|aERES
294	21313 46311	   	167.96	DCR|2VULN|2DMG|1AART|1FLTHEA	19DMG|2DUST|3BEXP|4FLTHEA|57VULN|6RPLT|8AART|aRCR
295	53512 31112	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LIT|3DMG|45VULN|6ZMB|7RCVC|8MLV|9CDMG|aRCR
296	41151 35132	   	167.72	DCR|4VULN|3ASPD|2DUR	1RMIN|2RCVC|378aVULN|4MBVNT|57aASPD|6RCR|7aBPWR|9aDUR
297	16314 12132	   	167.70	DCR|3VULN|2DMG|2DUR	13aBEXP|25DMG|4RMIN|6RCR|78aVULN|9aDUR|aBPWR
298	55111 41232	   	167.69	DCR|2DMG|1AART|1VULN|2ZMB	1AART|2CGEN|3aZMB|49DMG|5FEWX|6RCR|7RCVC|8VULN
299	16213 12563	   	167.68	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|2DUR	1aBEXP|2DMG|3aDUR|4FLTHEA|5VULN|6aCDMG|7RMIN|8AART|9RCR|aBPWR
300	22214 12114	   	167.67	DCR|2VULN|2DMG|1FLTHEA|1ZMB	15DMG|2LWND|3RCVC|4RMIN|6RCR|78VULN|9ZMB|aFLTHEA
301	55113 41232	   	167.59	DCR|2DMG|1AART|1VULN|2ZMB	1AART|2CGEN|3aZMB|49DMG|5DUST|6RCR|7RCVC|8VULN
