0	Index      	 *	Score 	Summary	Detail	
1	32312 13462	 * 	183.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aAART
163	21311 64362	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3BEXP|4CDMG|589VULN|6RCR|7LIT|aAART
164	42826 24112	   	161.31	DCR|3VULN|1AART|1CDMG|1ASPD	1RPLT|2MBVNT|3BELT|479VULN|5CDMG|6RCR|8ASPD|aAART
165	12312 51356	   	160.75	DCR|2VULN|2DMG|1AART|1DUR	1MLV|2DUR|3BELT|46DMG|58VULN|7BEXP|9AART|aRCR
166	23112 34746	 * 	160.60	ACR|4VULN|1DMG|1ZMB	1FEWX|268aVULN|3ZMB|4RCR|5DUST|7MBVNT|9DMG
167	12312 14261	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3BELT|4DMG|5aVULN|6RCR|7ZMB|8CDMG|9ASPD
168	23115 43131	   	160.55	ACR|3VULN|1DMG|1CDMG|1ZMB	17FEWX|27aVULN|3ZMB|4RCR|5CDMG|67CGEN|7BPWR|8LWND|9DMG
169	21515 11336	   	160.52	ACR|3VULN|1AART|1CDMG|1DUR	16FEWX|2DUR|3ERES|4RCR|5CDMG|79aVULN|8AART
170	23515 63332	   	160.52	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|279VULN|3ERES|4RCR|5CDMG|6DUR|8AART|aRCVC
171	32515 11336	   	160.52	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUR|36FEWX|4RCR|5CDMG|79aVULN|8AART
172	16633 32135	   	160.50	ACR|3VULN|1AART|1DMG	1MLV|2DMG|3TLV|4RCR|5FEWX|68aVULN|7AART|9LSRREG
173	32123 42234	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3aLHND|489VULN|5ZMB|6RCR|7AART
174	32123 42235	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LHND|489VULN|5ZMB|6RCR|7AART|aBEXP
175	32123 42236	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LHND|489VULN|5ZMB|6RCR|7AART|aLIT
176	32623 42234	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LWND|489VULN|5ZMB|6RCR|7AART|aLHND
177	22123 42233	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1FEWX|2ERES|3LHND|489VULN|5ZMB|6RCR|7AART|aDUR
178	23553 42233	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1FEWX|289VULN|3ERES|4LWND|5ZMB|6RCR|7AART|aDUR
179	32126 42231	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LHND|489VULN|5RMIN|6RCR|7AART|aZMB
180	32626 42231	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LWND|489VULN|5RMIN|6RCR|7AART|aZMB
181	32312 14261	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3BELT|4DMG|5aVULN|6RCR|7ZMB|8CDMG|9ASPD
182	23115 43331	   	160.45	ACR|3VULN|1DMG|1CDMG|1ZMB	17FEWX|27aVULN|3ZMB|4RCR|5CDMG|67CGEN|7BPWR|8DUST|9DMG
183	21113 32112	   	160.43	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1FEWX|2DUR|35ZMB|4RCR|68VULN|7AART|9CGEN|aCDMG
184	32415 21336	   	160.42	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUR|3DUST|4RCR|5CDMG|6RCVC|79aVULN|8AART
185	33615 21336	   	160.42	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUST|3DUR|4RCR|5CDMG|6RCVC|79aVULN|8AART
186	32121 42231	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LHND|489VULN|5NUKE|6RCR|7AART|aZMB
187	32142 42231	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LHND|4TLV|589VULN|6RCR|7AART|aZMB
188	32621 42231	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LWND|489VULN|5NUKE|6RCR|7AART|aZMB
189	32623 42236	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LWND|489VULN|5ZMB|6RCR|7AART|aLEGI
190	32642 42231	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|3LWND|4TLV|589VULN|6RCR|7AART|aZMB
191	53521 42231	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1LHND|2DUR|3ERES|489VULN|5NUKE|6RCR|7AART|aZMB
192	42254 44273	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2MBVNT|3ZMB|4DMG|5MGNLIT|6RCR|7CDMG|8AART|9VULN|aDUR
193	21113 32532	   	160.33	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1FEWX|2DUR|35ZMB|4RCR|69VULN|7AART|8ERES|aCDMG
194	21113 32111	 * 	160.31	ACR|2VULN|3ZMB|1AART|1DUR	1FEWX|2DUR|35aZMB|4RCR|68VULN|7AART|9CGEN
195	21113 32166	   	160.31	ACR|2VULN|3ZMB|1AART|1DUR	1FEWX|2DUR|35aZMB|4RCR|68VULN|7AART|9BEXP
196	23112 43631	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|28aVULN|3ZMB|4RCR|5DUST|6CDMG|7MLV|9DMG
197	23112 51631	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|28aVULN|3ZMB|4RCR|5DUST|6CGEN|7CDMG|9DMG
198	23115 23631	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|28aVULN|3ZMB|4RCR|5CDMG|6DUST|7MLV|9DMG
199	21113 32531	   	160.21	ACR|2VULN|3ZMB|1AART|1DUR	1FEWX|2DUR|35aZMB|4RCR|69VULN|7AART|8ERES
200	23112 32366	   	160.21	ACR|2VULN|3ZMB|1AART|1DUR	1FEWX|26VULN|39aZMB|4RCR|5DUST|7AART|8DUR
201	53352 23623	 * 	160.21	DCR|3DMG|1AART|1CDMG|1DUR	1LHND|2DUR|3BEXP|46aDMG|5LIT|7RCR|8AART|9CDMG
202	23112 45621	   	160.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|28aVULN|3ZMB|4RCR|5DUST|6CDMG|7DMG|9ERES
203	23115 25621	   	160.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|28aVULN|3ZMB|4RCR|5CDMG|6DUST|7DMG|9ERES
204	55111 31631	   	160.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|28aVULN|3ZMB|4RCR|5NUKE|6DUST|7CDMG|9DMG
205	31663 33136	   	160.11	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|2RMIN|3CDMG|4AART|59aVULN|6LHND|7ASPD|8RCR
206	32312 13465	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aRMIN
207	32312 13466	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aRCVC
208	32312 13463	   	160.00	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aCANSTR
209	32312 13464	   	160.00	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aDUST
210	12123 41431	 * 	159.93	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1MLV|2DUR|3LHND|4aVULN|5ZMB|6RCR|78CDMG|9DMG
211	12523 41431	   	159.93	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1MLV|2DUR|3FEWX|4aVULN|5ZMB|6RCR|78CDMG|9DMG
212	12623 41431	   	159.93	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1MLV|2DUR|3LWND|4aVULN|5ZMB|6RCR|78CDMG|9DMG
213	53132 41431	   	159.93	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1LHND|2DUR|3ZMB|4CGEN|5aVULN|6RCR|78CDMG|9DMG
214	23221 46352	 * 	159.91	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|27VULN|3RPLT|46AART|5TLV|8DMG|9RCR|aDUR
215	23113 26622	   	159.90	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|2aVULN|35ZMB|4RCR|6BELT|7AART|8CGEN|9DMG
216	23346 26333	 * 	159.88	DCR|3VULN|1DMG|2CDMG|1DUR	1FEWX|245VULN|35BEXP|5BPWR|6DUR|7aCDMG|8RCR|9DMG
217	12312 14211	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aRCVC
218	12312 14213	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aBEXP
219	12312 14216	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aRMIN
220	12313 14212	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5LWND|6RCR|7ZMB|8CDMG|9AART|aVULN
221	12314 14223	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5BEXP|6RCR|7ZMB|8CDMG|9AART|aVULN
222	16135 32111	   	159.80	ACR|2VULN|1AART|1DMG|2ZMB	1MLV|2DMG|3aZMB|4RCR|5DUST|68VULN|7AART|9CGEN
223	16135 32136	   	159.80	ACR|2VULN|1AART|1DMG|2ZMB	1MLV|2DMG|3aZMB|4RCR|5DUST|68VULN|7AART|9BEXP
224	23115 55224	 * 	159.78	ACR|2VULN|2AART|1CDMG|1ZMB	1FEWX|27VULN|3ZMB|4RCR|5CDMG|6BELT|8MBVNT|9aAART
225	12312 14212	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aTLV
226	12312 14214	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aLEGI
227	12312 14215	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aCANHEL
228	32312 14211	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aRCVC
229	32312 14213	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aBEXP
230	32312 14216	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aRMIN
231	32313 14212	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5LWND|6RCR|7ZMB|8CDMG|9AART|aVULN
232	32314 14223	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5BEXP|6RCR|7ZMB|8CDMG|9AART|aVULN
233	23113 31543	   	159.71	ACR|2VULN|3ZMB|1AART|1DUR	17FEWX|26VULN|359ZMB|4RCR|8AART|aDUR
234	23113 32543	   	159.71	ACR|2VULN|3ZMB|1AART|1DUR	1FEWX|26VULN|359ZMB|4RCR|7DMSP|8AART|aDUR
235	12312 45312	   	159.70	DCR|3VULN|2DMG|1DUR	1MLV|2DUR|3BELT|4aDMG|589VULN|6MBVNT|7RCR
236	12315 38312	   	159.70	DCR|3DMG|2VULN|1DUR	1MLV|2DUR|3BELT|46aDMG|5MBVNT|7RCR|89VULN
237	16135 32631	   	159.70	ACR|2VULN|1AART|1DMG|2ZMB	1MLV|2DMG|3aZMB|4RCR|5DUST|69VULN|7AART|8ERES
238	36135 32211	   	159.70	ACR|2VULN|1AART|1DMG|2ZMB	1ERES|2DMG|3aZMB|4RCR|5DUST|68VULN|7AART|9CGEN
239	32312 14212	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aTLV
240	32312 14214	   	159.63	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aLEGI
241	32312 14215	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9AART|aCANHEL
242	36135 32131	   	159.60	ACR|2VULN|1AART|1DMG|2ZMB	1ERES|2DMG|3aZMB|4RCR|5DUST|69VULN|7AART|8TLV
243	55413 32223	   	159.51	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LHND|27VULN|3SELL|4LIT|5AART|6RCR|8ZMB|9DUR|aCDMG
244	32312 13655	   	159.50	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	18ERES|2DUR|3BELT|4DMG|57VULN|6RCR|9AART|aASPD
245	21251 11662	 * 	159.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1FEWX|2DUR|3RPLT|4AART|5VULN|6DMG|7aZMB|8CDMG|9RCR
246	23113 34345	   	159.42	ACR|2VULN|2DMG|2ZMB|1ASPD	1FEWX|26VULN|35ZMB|4RCR|7RMIN|8aDMG|9ASPD
247	23113 31521	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	17FEWX|26VULN|35ZMB|4RCR|8AART|9DMG|aBEXP
248	23113 31522	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	17FEWX|26VULN|35ZMB|4RCR|8AART|9DMG|aRCVC
249	23113 31524	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	17FEWX|26VULN|35ZMB|4RCR|8AART|9DMG|aLHND
250	23113 31526	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	17FEWX|26VULN|35ZMB|4RCR|8AART|9DMG|aLIT
251	23113 32521	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|26VULN|35ZMB|4RCR|7DMSP|8AART|9DMG|aBEXP
252	23113 32522	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|26VULN|35ZMB|4RCR|7DMSP|8AART|9DMG|aRCVC
253	23113 32524	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|26VULN|35ZMB|4RCR|7DMSP|8AART|9DMG|aLHND
254	23113 32526	   	159.30	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|26VULN|35ZMB|4RCR|7DMSP|8AART|9DMG|aLIT
255	42831 22228	 * 	159.28	DCR|2DMG|1AART|3ASPD|1CDMG	1RPLT|2MBVNT|3BELT|458ASPD|58BPWR|6RCR|78DMG|9AART|aCDMG
256	42834 22228	   	159.28	DCR|2DMG|1AART|3ASPD|1CDMG	1RPLT|2MBVNT|3BELT|458ASPD|6RCR|78DMG|8BPWR|9AART|aCDMG
257	12312 14245	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9RMIN|aAART
258	16231 31452	   	159.21	DCR|2VULN|2DMG|1AART	1MLV|27DMG|3DMSP|4AART|5RPLT|6LHND|8aVULN|9RCR
259	23113 31523	   	159.20	ACR|2VULN|1AART|1DMG|2ZMB	17FEWX|26VULN|35ZMB|4RCR|8AART|9DMG|aDUST
260	23113 32523	   	159.20	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|26VULN|35ZMB|4RCR|7DMSP|8AART|9DMG|aDUST
261	32312 14245	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5VULN|6RCR|7ZMB|8CDMG|9RMIN|aAART
262	21311 63611	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3BEXP|4CDMG|5VULN|6RCR|7LSRREG|8ZMB|9DMG|aAART
263	36231 31452	   	159.11	DCR|2VULN|2DMG|1AART	1ERES|27DMG|3DMSP|4AART|5RPLT|6LHND|8aVULN|9RCR
264	25151 12331	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2RCVC|3RPLT|4RCR|5VULN|6CDMG|7AART|8DUR|9DMG|aZMB
265	26151 12331	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DMSP|3RPLT|4RCR|5VULN|6CDMG|7AART|8DUR|9DMG|aZMB
266	12423 41262	   	159.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3DUST|4VULN|5TLV|6RCR|7CDMG|8ZMB|9DMG|aAART
267	12311 54422	   	158.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MLV|2DUR|3BELT|46DMG|5ZMB|7LIT|8RCR|9AART|aVULN
268	12123 41331	   	158.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|28DUR|3LHND|4aVULN|5ZMB|6RCR|7CDMG|9DMG
269	12523 41331	   	158.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|28DUR|3FEWX|4aVULN|5ZMB|6RCR|7CDMG|9DMG
270	12623 41331	   	158.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|28DUR|3LWND|4aVULN|5ZMB|6RCR|7CDMG|9DMG
271	23144 41331	   	158.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2aVULN|3ZMB|4MLV|58DUR|6RCR|7CDMG|9DMG
272	53126 41331	   	158.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|28DUR|3ZMB|4aVULN|5RMIN|6RCR|7CDMG|9DMG
273	53132 41331	   	158.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|28DUR|3ZMB|4CGEN|5aVULN|6RCR|7CDMG|9DMG
274	32311 54422	   	158.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|3BELT|46DMG|5ZMB|7LIT|8RCR|9AART|aVULN
275	23346 26332	   	158.86	DCR|3VULN|1DMG|1CDMG|2DUR	1FEWX|245VULN|35BEXP|5BPWR|6aDUR|7CDMG|8RCR|9DMG
276	12312 61356	   	158.82	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2DUR|3BELT|4DMG|568VULN|7BEXP|9AART|aRCR
277	42826 21312	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2MBVNT|3BELT|49VULN|5CDMG|6RCR|7RCVC|8DMG|aAART
278	42826 24422	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2MBVNT|3BELT|47VULN|5CDMG|6RCR|8RCVC|9DMG|aAART
279	23112 35461	   	158.60	ACR|2VULN|1AART|1DMG|2ZMB	18FEWX|26VULN|3aZMB|4RCR|5DUST|7DMG|9AART
280	12123 42262	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2DUR|39LHND|48VULN|5ZMB|6RCR|7AART|aCDMG
281	53132 42222	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUR|3ZMB|49CGEN|58VULN|6RCR|7AART|aCDMG
282	53132 42232	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUR|3ZMB|4CGEN|58VULN|6RCR|7AART|9RCVC|aCDMG
283	23112 32113	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|268VULN|3ZMB|4RCR|5DUST|7AART|9CGEN|aDUR
284	23112 32121	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|268VULN|3ZMB|4RCR|5DUST|7AART|9BELT|aDUR
285	23112 32133	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|268VULN|3ZMB|4RCR|5DUST|7AART|9BEXP|aDUR
286	23116 52233	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|289VULN|3ZMB|4RCR|5ERES|6LWND|7AART|aDUR
287	23513 52233	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|289VULN|3ERES|4RCR|5ZMB|6LWND|7AART|aDUR
288	23112 45612	   	158.47	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|28VULN|3ZMB|4RCR|5DUST|6CDMG|7DMG|9ASPD|aDUR
289	23115 25612	   	158.47	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|28VULN|3ZMB|4RCR|5CDMG|6DUST|7DMG|9ASPD|aDUR
290	32123 42262	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2DUR|39LHND|48VULN|5ZMB|6RCR|7AART|aCDMG
291	33113 63553	 * 	158.39	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2DUST|3LHND|4RCR|5TLV|6FLTHEA|7AART|89VULN|aDMG
292	23112 32533	   	158.38	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|269VULN|3ZMB|4RCR|5DUST|7AART|8ERES|aDUR
293	23116 12233	   	158.38	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|289VULN|3ZMB|4RCR|5ERES|6LEGI|7AART|aDUR
294	23513 12233	   	158.38	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|289VULN|3ERES|4RCR|5ZMB|6LEGI|7AART|aDUR
295	36332 42223	   	158.37	DCR|2VULN|2AART|1DMG	1ERES|2DMG|3LWND|4LHND|58VULN|6RCR|7aAART|9CGEN
296	36332 42533	   	158.37	DCR|2VULN|2AART|1DMG	1ERES|2DMG|3LWND|4LHND|59VULN|6RCR|7aAART|8CGEN
297	11153 44323	   	158.29	ACR|2VULN|1AART|1DMG|1CDMG	17MLV|2RMIN|3RPLT|4RCR|57LIT|67VULN|7BPWR|8AART|9DMG|aCDMG
298	36332 42213	   	158.27	DCR|2VULN|2AART|1DMG	1ERES|2DMG|3LWND|4LHND|58VULN|6RCR|7aAART|9TLV
299	23344 41131	   	158.27	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|24aVULN|38BEXP|5DUR|6RCR|7CDMG|9DMG
300	23214 12326	 * 	158.26	DCR|2VULN|2AART|1CDMG|1ZMB	1FEWX|25VULN|3RPLT|4BEXP|6CDMG|79AART|8RCR|aZMB
301	23311 42326	   	158.26	DCR|2VULN|2AART|1CDMG|1ZMB	1FEWX|25VULN|3BEXP|4CDMG|6RPLT|79AART|8RCR|aZMB
302	12432 41631	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2DUR|3DUST|4CGEN|58aVULN|6RCR|7CDMG|9DMG
303	32312 13125	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|4DMG|579VULN|6RCR|8LIT|aCDMG
304	32312 13421	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|4DMG|57aVULN|6RCR|8CDMG|9LHND
305	23112 32326	 * 	158.12	ACR|2VULN|2AART|2ZMB|1DUR	1FEWX|26VULN|3aZMB|4RCR|5DUST|79AART|8DUR
306	23113 41523	   	158.10	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|29VULN|35ZMB|4RCR|6LIT|7DMG|8BELT|aAART
307	11153 45323	   	158.09	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2RMIN|3RPLT|4RCR|5LIT|67VULN|8AART|9DMG|aCDMG
308	12421 41631	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2DUR|3DUST|48aVULN|5NUKE|6RCR|7CDMG|9DMG
309	12423 41631	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2DUR|3DUST|48aVULN|5TLV|6RCR|7CDMG|9DMG
310	36312 41611	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1ERES|2DMG|3LWND|4DUST|58aVULN|6RCR|7CDMG|9ASPD
311	32312 13451	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|4DMG|57aVULN|6RCR|8CDMG|9DUST
312	23112 33322	   	158.00	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|26VULN|39ZMB|4RCR|5DUST|7BELT|8DMG|aAART
313	32312 13551	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1ERES|28DUR|3BELT|4DMG|57VULN|6RCR|9AART|aFEWX
314	32312 13556	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1ERES|28DUR|3BELT|4DMG|57VULN|6RCR|9AART|aRMIN
315	23115 35411	 * 	157.95	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1FEWX|2aVULN|3ZMB|4RCR|58CDMG|6LWND|7DMG|9ASPD
316	36332 42261	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3LWND|49LHND|58VULN|6RCR|7AART|aZMB
317	36352 42131	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3LWND|48BEXP|59VULN|6RCR|7AART|aZMB
318	36352 42231	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3LWND|4BEXP|59VULN|6RCR|7AART|8RCVC|aZMB
319	43541 12111	   	157.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2LEGI|3ASPD|4DMG|58VULN|6CDMG|7AART|9CGEN|aRCR
320	14351 23611	   	157.90	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2CGEN|3VULN|4LIT|59DMG|6DUR|7RCR|8AART|aASPD
321	51351 23611	   	157.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2RCVC|3VULN|4LIT|59DMG|6DUR|7RCR|8AART|aASPD
322	51222 31152	   	157.88	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7DMG|8RMIN|9RCR
323	51222 31252	   	157.88	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7DMG|8MLV|9RCR
324	51222 35352	   	157.88	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7CGEN|8DMG|9RCR
325	36142 63113	 * 	157.86	DCR|3AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49aAART|5LWND|6RCR|7LHND|8VULN
326	21115 53423	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4RCR|5CDMG|6BELT|7CGEN|8DMG|9AART|aVULN
