0	Index      	 *	Score 	Summary	Detail	
1	51142 31135	 * 	193.02	ACR|3DMG|2VULN|1AART|2DUR	19DUR|2BEXP|3RCR|49VULN|5FEWX|6BASHEA|7AART|89aDMG|9BPWR
165	33321 25133	   	165.61	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1ERES|29ASPD|3DUR|45DMG|6RCR|7LIT|8VULN|aAART
166	36321 25133	   	165.61	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1ERES|2DUR|39ASPD|45DMG|6RCR|7LIT|8VULN|aAART
167	36521 25133	   	165.61	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1ERES|2DUR|35DMG|49ASPD|6RCR|7LIT|8VULN|aAART
168	11412 43363	 * 	165.61	DCR|3VULN|1AART|1FLTHEA|1ASPD	127BEXP|3AART|49aVULN|5FLTHEA|6RCR|8ASPD
169	24242 33511	   	165.47	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR|1ASPD	127CANSTR|27BPWR|37ZMB|47VULN|5RCR|6AART|8DUR|9CDMG|aASPD
170	11412 45112	   	165.46	DCR|2AART|2VULN|1FLTHEA|1ZMB	12BEXP|37AART|49VULN|5FLTHEA|6RCR|8ZMB|aRMIN
171	31431 66231	 * 	165.42	DCR|3VULN|2DMG|2ZMB	19ERES|24FEWX|349VULN|49BPWR|5aDMG|6BEXP|79ZMB|8RCR
172	11412 45113	   	165.36	DCR|2AART|2VULN|1FLTHEA|1ZMB	12BEXP|37AART|49VULN|5FLTHEA|6RCR|8ZMB|aERES
173	31133 66411	 * 	165.33	DCR|4VULN|1DMG|1CDMG	1ERES|2FEWX|3CDMG|489aVULN|5LHND|6RCR|7DMG
174	24422 52323	   	165.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	12CANSTR|2BPWR|3LHND|4ZMB|5RCR|6CDMG|79VULN|8DMG|aAART
175	25322 52423	   	165.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2MLV|3TLV|4ZMB|5RCR|6CDMG|79VULN|8DMG|aAART
176	43621 26311	   	165.20	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1CGEN|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aLIT
177	43621 26313	   	165.20	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1CGEN|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aDMSP
178	46321 26311	   	165.20	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1CGEN|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aLIT
179	46321 26313	   	165.20	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1CGEN|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aDMSP
180	54321 26311	   	165.20	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1DUR|2CGEN|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aLIT
181	54321 26313	   	165.20	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1DUR|2CGEN|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aDMSP
182	24232 52323	   	165.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	12CANSTR|2BPWR|3ZMB|4LEGI|5RCR|6CDMG|79VULN|8DMG|aAART
183	33321 26311	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1ASPD|1DUR	1ERES|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aLIT
184	33321 26313	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aDMSP
185	33321 26316	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aBEXP
186	33321 26326	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9RPLT|aVULN
187	33321 26436	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2ASPD|3DUR|457DMG|6RCR|8DMSP|9FLTHEA|aVULN
188	36321 26311	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1ASPD|1DUR	1ERES|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aLIT
189	36321 26313	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aDMSP
190	36321 26316	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aBEXP
191	36321 26326	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9RPLT|aVULN
192	36521 26311	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1ASPD|1DUR	1ERES|2DUR|357DMG|4ASPD|6RCR|8FLTHEA|9VULN|aLIT
193	36521 26313	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2DUR|357DMG|4ASPD|6RCR|8FLTHEA|9VULN|aDMSP
194	43621 26312	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1ASPD|1DUR	1CGEN|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aDUST
195	46321 26312	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1ASPD|1DUR	1CGEN|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aDUST
196	54321 26312	   	165.10	DCR|3DMG|1VULN|1FLTHEA|1ASPD|1DUR	1DUR|2CGEN|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aDUST
197	13513 24325	   	165.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1BEXP|2ERES|3DMG|4ZMB|5RCVC|6RCR|79aVULN|8CDMG
198	31513 24325	   	165.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1ERES|2FEWX|3DMG|4ZMB|5RCVC|6RCR|79aVULN|8CDMG
199	33321 26312	   	165.00	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN|aDUST
200	33321 26314	   	165.00	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1aERES|2ASPD|3DUR|457DMG|6RCR|8FLTHEA|9VULN
201	36321 26312	   	165.00	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN|aDUST
202	36321 26314	   	165.00	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1aERES|2DUR|3ASPD|457DMG|6RCR|8FLTHEA|9VULN
203	36521 26312	   	165.00	DCR|3DMG|1VULN|1FLTHEA|1DUR|1ASPD	1ERES|2DUR|357DMG|4ASPD|6RCR|8FLTHEA|9VULN|aDUST
204	52142 31134	   	164.82	ACR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	19DUR|2MSE|3RCR|49VULN|5FEWX|6BASHEA|7AART|89DMG|9BPWR|aZMB
205	12411 23433	   	164.81	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DUR|9aASPD
206	11411 21634	   	164.67	DCR|3VULN|1AART|1CDMG|1ZMB	12BEXP|3AART|46aVULN|5CDMG|7RCVC|8ZMB|9RCR
207	12412 43111	   	164.66	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD	17BEXP|2RCVC|3AART|49VULN|5FLTHEA|6RCR|8ZMB|aASPD
208	31431 14351	 * 	164.53	DCR|3VULN|2AART|1DMG	1ERES|24FEWX|348VULN|4BPWR|5DMG|6RPLT|79AART|aRCR
209	13431 14351	   	164.43	DCR|3VULN|2AART|1DMG	1BEXP|24ERES|348VULN|4BPWR|5DMG|6RPLT|79AART|aRCR
210	12411 23211	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LIT|aRPLT
211	12411 23212	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LIT|aCGEN
212	12411 23213	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LIT|aFEWX
213	12411 23221	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9FEWX|aMGNLIT
214	12411 23224	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9FEWX|aLHND
215	12411 23226	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1aBEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9FEWX
216	12411 23231	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LWND|aMGNLIT
217	12411 23235	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LWND|aLHND
218	12411 23531	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8LHND|9DMG|aMGNLIT
219	12411 23535	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8aLHND|9DMG
220	12411 43214	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG	16BEXP|2RCVC|3AART|4aVULN|5CDMG|7RCR|8DMG|9LIT
221	12411 43215	   	164.38	DCR|2DMG|1AART|1VULN|1CDMG	16BEXP|2RCVC|3AART|4VULN|5CDMG|7RCR|8aDMG|9LIT
222	26242 33311	   	164.33	ACR|3VULN|1AART|2ZMB|1ASPD	17CANSTR|2RCVC|37ZMB|479VULN|5RCR|6AART|7BPWR|8LHND|aASPD
223	26242 33411	   	164.33	ACR|3VULN|1AART|2ZMB|1ASPD	17CANSTR|2RCVC|37ZMB|479VULN|5RCR|6AART|7BPWR|8BEXP|aASPD
224	12411 23115	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8ERES|9LIT|aDMG
225	12411 23222	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9FEWX|aLSRHEA
226	12411 23225	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9FEWX|aDUST
227	12411 23232	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LWND|aLSRHEA
228	12411 23234	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LWND|aLEGI
229	12411 23236	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8DMG|9LWND|aTLV
230	12411 23532	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8LHND|9DMG|aLSRHEA
231	12411 23534	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3AART|46VULN|5CDMG|7RCR|8LHND|9DMG|aLEGI
232	36511 25222	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|35DMG|4ZMB|6RCR|7LIT|8AART|9CGEN|aVULN
233	13511 25242	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2ERES|35DMG|4ZMB|6RCR|7LIT|8AART|9DUR|aVULN
234	31511 25242	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2FEWX|35DMG|4ZMB|6RCR|7LIT|8AART|9DUR|aVULN
235	14511 24322	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CGEN|35DMG|4ZMB|6RCR|79VULN|8CDMG|aFEWX
236	41511 24322	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2FEWX|35DMG|4ZMB|6RCR|79VULN|8CDMG|aBEXP
237	41321 64231	 * 	164.21	DCR|3DMG|2VULN|2ASPD	19CGEN|2FEWX|39ASPD|45aDMG|6BEXP|79VULN|8RCR|9BPWR
238	51321 34231	   	164.20	DCR|2VULN|2DMG|2ASPD|2DUR	19DUR|2BEXP|3RCVC|49ASPD|5aDMG|6CGEN|79VULN|8RCR|9BPWR
239	33321 23325	   	164.19	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|2ASPD|3DUR|45DMG|6RCR|7ZMB|8LIT|9AART|aCDMG
240	36321 23325	   	164.19	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|2DUR|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aCDMG
241	36521 23325	   	164.19	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|2DUR|35DMG|4ASPD|6RCR|7ZMB|8LIT|9AART|aCDMG
242	33451 21116	   	164.18	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	17ERES|26ASPD|3AART|49DMG|5VULN|8ZMB|aRCR
243	36511 25212	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|35DMG|4ZMB|6RCR|7LIT|8AART|9MBVNT|aVULN
244	13511 24322	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2ERES|35DMG|4ZMB|6RCR|79VULN|8CDMG|aFEWX
245	13511 24324	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2ERES|35DMG|4ZMB|6RCR|79VULN|8CDMG|aMLV
246	31511 24322	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2FEWX|35DMG|4ZMB|6RCR|79VULN|8CDMG|aBEXP
247	31511 24324	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2FEWX|35DMG|4ZMB|6RCR|79VULN|8CDMG|aMLV
248	31511 24335	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|29FEWX|35DMG|4ZMB|6RCR|7aVULN|8CDMG
249	34511 24322	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2BEXP|35DMG|4ZMB|6RCR|79VULN|8CDMG|aFEWX
250	35511 24322	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2LWND|35DMG|4ZMB|6RCR|79VULN|8CDMG|aBEXP
251	14511 24323	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CGEN|35DMG|4ZMB|6RCR|79VULN|8CDMG|aDUST
252	41511 24323	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2FEWX|35DMG|4ZMB|6RCR|79VULN|8CDMG|aDUST
253	12411 53216	   	164.11	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1BEXP|2RCVC|3AART|4VULN|56CDMG|7RCR|8DMG|9LIT|aZMB
254	51321 44231	   	164.10	DCR|2VULN|2DMG|2ASPD|2DUR	19DUR|2BEXP|3RCVC|49ASPD|5aDMG|6TLV|79VULN|8RCR|9BPWR
255	13511 24323	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2ERES|35DMG|4ZMB|6RCR|79VULN|8CDMG|aDUST
256	13511 24326	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2aERES|35DMG|4ZMB|6RCR|79VULN|8CDMG
257	31511 24323	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2FEWX|35DMG|4ZMB|6RCR|79VULN|8CDMG|aDUST
258	31511 24326	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1aERES|2FEWX|35DMG|4ZMB|6RCR|79VULN|8CDMG
259	34511 24323	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2BEXP|35DMG|4ZMB|6RCR|79VULN|8CDMG|aDUST
260	35511 24323	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2LWND|35DMG|4ZMB|6RCR|79VULN|8CDMG|aDUST
261	16314 11251	   	163.91	DCR|2VULN|2DMG|1AART	1BEXP|2RPLT|3TLV|4AART|5LWND|6aVULN|7RCR|89DMG
262	14321 23522	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1BEXP|2CGEN|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
263	14521 23522	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1BEXP|2CGEN|35DMG|4ASPD|6RCR|7ZMB|8LIT|9AART|aVULN
264	41321 23322	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2FEWX|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
265	41521 23322	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2FEWX|35DMG|4ASPD|6RCR|7ZMB|8LIT|9AART|aVULN
266	44321 23522	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2BEXP|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
267	13321 23522	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1BEXP|2ERES|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
268	13521 23522	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1BEXP|2ERES|35DMG|4ASPD|6RCR|7ZMB|8LIT|9AART|aVULN
269	31321 23322	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2FEWX|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
270	31521 23322	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2FEWX|35DMG|4ASPD|6RCR|7ZMB|8LIT|9AART|aVULN
271	34321 23522	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2BEXP|3ASPD|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
272	34521 23522	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2BEXP|35DMG|4ASPD|6RCR|7ZMB|8LIT|9AART|aVULN
273	36511 25322	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|35DMG|4ZMB|6RCR|7LIT|8RMIN|9AART|aVULN
274	43521 23322	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2ASPD|3DUST|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
275	11412 42223	   	163.60	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	12BEXP|3AART|4aVULN|5FLTHEA|6RCR|7FEWX|8CDMG|9DUR
276	11412 44223	   	163.60	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	12BEXP|3AART|4aVULN|5FLTHEA|6RCR|7LHND|8CDMG|9DUR
277	21235 53631	 * 	163.57	DCR|4VULN|1AART|1CDMG	17CANSTR|2AART|367DUST|4679VULN|5RMIN|67BPWR|8CDMG|aRCR
278	33521 23322	   	163.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3DUST|45DMG|6RCR|7ZMB|8LIT|9AART|aVULN
279	51142 31323	   	163.52	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2BEXP|3RCR|49aVULN|5FEWX|6BASHEA|7AART|8CDMG
280	32412 25336	   	163.46	DCR|4VULN|1AART|1ASPD	1ERES|25TLV|3AART|459aVULN|5BPWR|6ASPD|7RCR|8RMIN
281	31617 34333	 * 	163.45	ACR|4VULN|1DMG|3DUR	189ERES|2FEWX|3MBVNT|489DUR|5RCR|6789VULN|89BPWR|aDMG
282	31657 44333	   	163.45	ACR|4VULN|1DMG|3DUR	189ERES|2FEWX|3MBVNT|4789VULN|5RCR|689DUR|89BPWR|aDMG
283	11411 23462	   	163.41	DCR|3VULN|1AART|1CDMG|1DUR	12aBEXP|3AART|46aVULN|5CDMG|7RCR|8DUR|9aCGEN|aBPWR
284	36462 12223	 * 	163.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2DUR|3aVULN|4RCR|5LIT|6LWND|79AART|8DMG
285	11412 41215	   	163.33	DCR|1AART|1VULN|2CDMG|1FLTHEA|1ZMB|1DUR	12BEXP|3AART|4VULN|5FLTHEA|6RCR|7DUR|89CDMG|aZMB
286	36511 26112	 * 	163.11	DCR|3DMG|1AART|2ZMB|1DUR	1ERES|2DUR|357DMG|4aZMB|6RCR|8FEWX|9AART
287	12412 41352	   	163.07	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1BEXP|2RCVC|3AART|4VULN|5FLTHEA|6RCR|7DUR|8RPLT|9DMG|aASPD
288	36511 24121	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|35DMG|4ZMB|6RCR|7VULN|8BELT|9LIT|aAART
289	13511 25134	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2ERES|35DMG|4ZMB|6RCR|7LIT|8VULN|9DUR|aAART
290	31511 25134	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2FEWX|35DMG|4ZMB|6RCR|7LIT|8VULN|9DUR|aAART
291	11411 23353	   	163.06	DCR|2AART|2VULN|1CDMG|1ZMB	128BEXP|39AART|46VULN|5CDMG|7RCR|aZMB
292	11411 23551	   	163.06	DCR|2AART|2VULN|1CDMG|1ZMB	12BEXP|39AART|46VULN|5CDMG|7RCR|8LHND|aZMB
