0	Index      	 *	Score 	Summary	Detail	
1	65333 12333	 * 	202.51	DCR|2AART|2VULN|2DMG|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aCDMG
163	32333 13412	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9DUR
164	51321 12335	   	181.76	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|38DMG|4TLV|5AART|6RCR|79VULN
165	12333 13412	   	181.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9DUR
166	51321 35142	   	181.37	DCR|2VULN|2DMG|1AART|3DUR	126DUR|3aDMG|4aTLV|5AART|7RCR|8RCVC|9aVULN|aBPWR
167	51331 35142	   	181.37	DCR|2VULN|2DMG|1AART|3DUR	126DUR|3aDMG|4aERES|5AART|7RCR|8RCVC|9aVULN|aBPWR
168	61232 23315	   	181.30	DCR|4VULN|2DMG|2DUR	1aDMG|2459VULN|3aFEWX|6aDUR|7RCR|8RCVC|aBPWR
169	13126 52631	   	181.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	139DUST|2AART|49VULN|5RCR|6DUR|7ZMB|89DMG|9BPWR|aFEWX
170	13126 52632	   	181.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	139DUST|2AART|49VULN|5RCR|6DUR|7ZMB|89DMG|9BPWR|aLIT
171	33332 64361	   	181.04	DCR|3VULN|1AART|1DMG|2CDMG	17BEXP|2AART|37CDMG|4DMG|5CGEN|679VULN|7BPWR|8RCR|aFEWX
172	33332 64362	   	181.04	DCR|3VULN|1AART|1DMG|2CDMG	17aBEXP|2AART|37CDMG|4DMG|5CGEN|679VULN|7BPWR|8RCR
173	13124 42523	   	181.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	13DUST|2AART|469VULN|5ZMB|7RCR|8DUR|aDMG
174	66533 12233	   	180.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1DMG|2ASPD|38DUST|45AART|6RCR|79VULN|aCDMG
175	15333 12335	   	180.64	DCR|3VULN|2AART|1ZMB|1ASPD|1DUR	1DUST|2ASPD|3ZMB|45AART|6RCR|789VULN|aDUR
176	51331 16623	 * 	180.60	DCR|3DMG|1AART|1CDMG|2DUR|1ZMB	12DUR|378DMG|4ERES|5AART|6RCR|9CDMG|aZMB
177	61314 22211	   	180.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9CDMG|aLIT
178	61314 22212	   	180.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9CDMG|aRMIN
179	61314 22213	   	180.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9CDMG|aLWND
180	61314 22236	 * 	180.55	ACR|2AART|2VULN|1DMG|1FLTHEA|1ZMB	1DMG|27VULN|39CGEN|46AART|5RCR|8ZMB|aFLTHEA
181	61314 22243	   	180.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9MLV|aCDMG
182	61314 22612	   	180.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5RCR|8RMIN|9CDMG|aZMB
183	61314 26211	   	180.55	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2VULN|3CGEN|46AART|5RCR|8ZMB|9CDMG|aLIT
184	61314 26212	   	180.55	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2VULN|3CGEN|46AART|5RCR|8ZMB|9CDMG|aRMIN
185	61314 26213	   	180.55	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2VULN|3CGEN|46AART|5RCR|8ZMB|9CDMG|aLWND
186	61314 22512	   	180.45	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27VULN|3CGEN|46AART|5RCR|8ERES|9CDMG|aZMB
187	62114 26211	   	180.45	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2ERES|3VULN|46AART|5RCR|8ZMB|9CDMG|aLIT
188	62114 26212	   	180.45	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2ERES|3VULN|46AART|5RCR|8ZMB|9CDMG|aRMIN
189	62114 26213	   	180.45	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2ERES|3VULN|46AART|5RCR|8ZMB|9CDMG|aLWND
190	61314 23335	   	180.42	ACR|2AART|2VULN|2DMG|1DUR	18DMG|29VULN|3CGEN|46AART|5RCR|7BEXP|aDUR
191	61632 23423	   	180.39	DCR|3VULN|2DMG|1CDMG|1ASPD|1DUR	1aDMG|245VULN|3BEXP|6DUR|7RCR|8CDMG|9ASPD
192	62113 22364	   	180.37	DCR|3DMG|2AART|1VULN|1DUR	18aDMG|2ERES|3VULN|46AART|5DUR|7RCR|9BEXP
193	62114 21215	   	180.35	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|27ERES|3aVULN|46AART|5RCR|8ZMB|9CDMG
194	61311 36312	 * 	180.27	DCR|3DMG|1AART|1VULN|1FLTHEA|1DUR	19aDMG|2VULN|3CGEN|4AART|5LIT|6FLTHEA|7DUR|8RCR
195	61311 36335	 * 	180.27	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|29aVULN|3CGEN|4AART|5LIT|6FLTHEA|7DUR|8RCR
196	21236 12321	   	180.17	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79VULN|8DMG|aASPD
197	61312 46212	   	180.13	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|26VULN|3CGEN|47AART|5MLV|8RCR|9CDMG|aZMB
198	61314 33412	   	180.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUR|aZMB
199	62112 46212	   	180.03	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|2ERES|36VULN|47AART|5MLV|8RCR|9CDMG|aZMB
200	61632 13215	   	179.89	DCR|5VULN|2DMG	1aDMG|2459aVULN|38aBEXP|6LEGI|7RCR|aBPWR
201	61414 33412	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|28VULN|38ERES|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUR|aZMB
202	62114 33412	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUR|aZMB
203	32333 13451	   	179.84	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aDUR
204	53311 16215	   	179.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|27DMG|3CGEN|4DMSP|5AART|6RCR|8ZMB|9CDMG|aVULN
205	63311 16215	   	179.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2DUR|3CGEN|4DMSP|5AART|6RCR|8ZMB|9CDMG|aVULN
206	63311 11636	   	179.79	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1aDMG|2DUR|3aCGEN|4DMSP|5AART|6RCR|7ERES|8ASPD|9aVULN|aBPWR
207	62112 42236	   	179.77	DCR|3VULN|2DMG|1AART	1aDMG|2ERES|36aVULN|4AART|5MLV|7RCR|8FEWX|9aCGEN|aBPWR
208	12333 13451	   	179.74	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aDUR
209	66322 12513	   	179.72	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	13DMG|28ASPD|4DUR|5AART|6RCR|7VULN|9RPLT|aZMB
210	66322 12112	   	179.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7aVULN|8BEXP|9LIT
211	66322 12432	   	179.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7aVULN|8LIT|9FEWX
212	66322 12612	   	179.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7aVULN|8FEWX|9LIT
213	66322 13422	   	179.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7BEXP|8LIT|9aVULN
214	61232 24431	   	179.66	DCR|3VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|245VULN|3FEWX|6DUR|8ZMB|9RCR|aCDMG
215	62321 11215	   	179.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	13DMG|27ERES|4DUR|5AART|6RCR|8ZMB|9CDMG|aVULN
216	66322 12212	   	179.59	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7aVULN|8DUST|9LIT
217	66322 12322	   	179.59	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|79VULN|8NUKE|aDMSP
218	66322 12326	   	179.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	13DMG|2ASPD|4DUR|5AART|6RCR|79VULN|8NUKE|aLWND
219	66352 12323	   	179.59	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUST|5AART|6RCR|78VULN|9BEXP|aDUR
220	66322 12324	   	179.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	13DMG|2ASPD|4DUR|5AART|6RCR|79VULN|8NUKE|aTLV
221	66322 12325	   	179.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|79VULN|8NUKE|aDUST
222	65511 12333	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2BEXP|3CGEN|4DMSP|5AART|6RCR|79VULN|aCDMG
223	11212 45513	   	179.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16aDUST|2DUR|3aVULN|4ZMB|5FEWX|7RCR|8AART|9aDMG|aBPWR
224	11214 15513	   	179.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15aDUST|2DUR|3aVULN|4ZMB|6FEWX|7RCR|8AART|9aDMG|aBPWR
225	53333 12522	   	179.44	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	15DUR|2DMG|3CGEN|4aAART|6RCR|79VULN|8ASPD
226	55333 12322	   	179.44	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	15DUR|2ASPD|3CGEN|4aAART|6RCR|79VULN|8DMG
227	63333 12522	   	179.44	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	1DMG|25DUR|3CGEN|4aAART|6RCR|79VULN|8ASPD
228	61632 23215	   	179.40	DCR|4VULN|2DMG|2DUR	1aDMG|2459VULN|38aBEXP|6aDUR|7RCR|aBPWR
229	65621 12333	   	179.36	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|23BEXP|4TLV|5AART|6RCR|79VULN|aCDMG
230	66322 12412	   	179.36	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8LIT|9RCVC
231	66322 16213	   	179.36	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	137DMG|2ASPD|4DUR|5AART|6RCR|8LHND|9RCVC|aVULN
232	66341 12321	   	179.26	DCR|2VULN|2DMG|1AART|2ASPD	13DMG|2aASPD|4LWND|5AART|6RCR|79VULN|8NUKE
233	66322 16113	   	179.26	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	137DMG|2ASPD|4DUR|5AART|6RCR|8DUST|9RCVC|aVULN
234	53334 13332	   	179.13	ACR|2AART|2DMG|2CDMG|2DUR|1ZMB	18DUR|28DMG|3CGEN|49AART|5RCR|6TLV|78CDMG|8BPWR|aZMB
235	63334 13332	   	179.13	ACR|2AART|2DMG|2CDMG|2DUR|1ZMB	18DMG|28DUR|3CGEN|49AART|5RCR|6TLV|78CDMG|8BPWR|aZMB
236	42312 44211	   	179.07	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|2aZMB|3CGEN|4AART|5MLV|6aVULN|7RCR|8BEXP|9aDMG|aBPWR
237	53434 13332	   	179.03	ACR|2AART|2DMG|2CDMG|2DUR|1ZMB	18DUR|28DMG|3ERES|49AART|5RCR|6TLV|78CDMG|8BPWR|aZMB
238	63434 13332	   	179.03	ACR|2AART|2DMG|2CDMG|2DUR|1ZMB	18DMG|28DUR|3ERES|49AART|5RCR|6TLV|78CDMG|8BPWR|aZMB
239	23433 23636	   	179.02	DCR|3VULN|2DMG|1AART|1SELL	1SELL|239LWND|39BPWR|4BELT|5AART|69DMG|7RCR|89aVULN
240	54333 12321	   	179.00	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	15DUR|2ZMB|3CGEN|4AART|6RCR|79VULN|8DMG|aASPD
241	12532 44211	   	178.97	DCR|2VULN|2DMG|1AART|2ZMB	1DUST|2aZMB|3CGEN|4AART|5MLV|6aVULN|7RCR|8BEXP|9aDMG|aBPWR
242	32532 44111	   	178.97	DCR|2VULN|2DMG|1AART|2ZMB	1BEXP|2aZMB|3CGEN|4AART|5MLV|6aVULN|7RCR|8DUST|9aDMG|aBPWR
243	42312 44111	   	178.97	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|2aZMB|3CGEN|4AART|5MLV|6aVULN|7RCR|8DUST|9aDMG|aBPWR
244	32333 14416	 * 	178.89	ACR|2VULN|2DMG|1AART|2ZMB	19BEXP|29ZMB|3RPLT|4RCR|5AART|6aVULN|7CGEN|89DMG|9BPWR
245	12432 44211	   	178.87	DCR|2VULN|2DMG|1AART|2ZMB	1DUST|2aZMB|3ERES|4AART|5MLV|6aVULN|7RCR|8BEXP|9aDMG|aBPWR
246	32432 44111	   	178.87	DCR|2VULN|2DMG|1AART|2ZMB	1BEXP|2aZMB|3ERES|4AART|5MLV|6aVULN|7RCR|8DUST|9aDMG|aBPWR
247	33216 62611	   	178.86	DCR|2VULN|2DMG|1AART|2ASPD	1BEXP|2AART|3aVULN|4LHND|5ERES|6aASPD|7RCR|8CGEN|9aDMG|aBPWR
248	51361 12522	   	178.84	DCR|2VULN|2AART|1DMG|2DUR|1ASPD	12DUR|3DMG|4CGEN|5aAART|6RCR|79VULN|8ASPD
249	22232 64343	   	178.83	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|3BEXP|4AART|57CGEN|67aVULN|7BPWR|8RCR|9RCVC
250	22235 34343	   	178.83	DCR|3VULN|2DMG|1AART|1SELL	1SELL|27DMG|3BEXP|4AART|57aVULN|67MLV|7BPWR|8RCR|9RCVC
251	51321 12522	   	178.74	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	12DUR|3DMG|4TLV|5aAART|6RCR|79VULN|8ASPD
252	12333 14416	   	178.69	ACR|2VULN|2DMG|1AART|2ZMB	19DUST|29ZMB|3RPLT|4RCR|5AART|6aVULN|7CGEN|89DMG|9BPWR
253	53333 12332	   	178.65	DCR|2VULN|2DMG|1AART|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|79VULN|aLIT
254	63333 12332	   	178.65	DCR|2VULN|2DMG|1AART|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|79VULN|aLIT
255	53333 12331	   	178.55	DCR|2VULN|2DMG|1AART|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|79VULN|aERES
256	53333 12334	   	178.55	DCR|2VULN|2DMG|1AART|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|79VULN|aDUST
257	53333 12336	   	178.55	DCR|2VULN|2DMG|1AART|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|79VULN|aMBVNT
258	63333 12331	   	178.55	DCR|2VULN|2DMG|1AART|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|79VULN|aERES
259	63333 12334	   	178.55	DCR|2VULN|2DMG|1AART|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|79VULN|aDUST
260	63333 12336	   	178.55	DCR|2VULN|2DMG|1AART|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|79VULN|aMBVNT
261	35333 12533	 * 	178.41	DCR|2AART|2VULN|2ASPD|1CDMG|1ZMB	1BEXP|28ASPD|3ZMB|45AART|6RCR|79VULN|aCDMG
262	61413 22316	   	178.36	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	18DMG|2VULN|3ERES|46AART|5DUR|7RCR|9RPLT|aCDMG
263	62113 22316	   	178.36	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	18DMG|2ERES|3VULN|46AART|5DUR|7RCR|9RPLT|aCDMG
264	62113 22366	 * 	178.36	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	18DMG|2ERES|3VULN|46AART|5DUR|7RCR|9BEXP|aFLTHEA
265	15333 12533	   	178.31	DCR|2AART|2VULN|2ASPD|1CDMG|1ZMB	1DUST|28ASPD|3ZMB|45AART|6RCR|79VULN|aCDMG
266	61413 22521	   	178.26	DCR|2AART|2VULN|1DMG|2ASPD|1DUR	1DMG|29VULN|3ERES|46AART|5DUR|7RCR|8aASPD
267	62113 22521	   	178.26	DCR|2AART|2VULN|1DMG|2ASPD|1DUR	1DMG|2ERES|39VULN|46AART|5DUR|7RCR|8aASPD
268	35333 12314	   	178.22	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|7VULN|8aDMG|9RMIN
269	35333 12322	   	178.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|79VULN|8DMG|aDMSP
270	35333 12326	   	178.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|79VULN|8DMG|aLWND
271	35333 12334	   	178.22	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|7VULN|8aDMG|9CGEN
272	35333 12354	   	178.22	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|7VULN|8aDMG|9MLV
273	35333 12363	   	178.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	19BEXP|2ASPD|3ZMB|45AART|6RCR|7aVULN|8DMG
274	35333 12422	   	178.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|79VULN|8LIT|aDMG
275	65333 12522	   	178.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|8ASPD|aDMSP
276	65333 12341	   	178.22	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	18DMG|2BEXP|3ZMB|45AART|6RCR|7VULN|9MLV|aASPD
277	65333 12422	   	178.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|8LIT|aASPD
278	63633 23215	 * 	178.16	DCR|3VULN|3DMG|1DUR	15aDMG|2DUR|38aBEXP|49aVULN|6RCVC|7RCR|aBPWR
279	66322 32235	   	178.15	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	13aDMG|2ASPD|46DUR|5AART|7MBVNT|8RCR|9VULN
280	15333 12324	   	178.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|45AART|6RCR|78VULN|9BEXP|aDMG
281	15333 12422	   	178.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|45AART|6RCR|79VULN|8LIT|aDMG
282	35333 12324	   	178.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|79VULN|8DMG|aTLV
283	35333 12325	   	178.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|79VULN|8DMG|aDUST
284	66533 12313	   	178.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2ASPD|3DUST|45AART|6RCR|78VULN|9RPLT|aZMB
285	52316 32413	 * 	178.08	ACR|2VULN|2DMG|1AART|3DUR	13aDUR|2LEGI|4AART|5RCR|6MBVNT|7RMIN|8aVULN|9aDMG|aBPWR
286	52616 32413	   	178.08	ACR|2VULN|2DMG|1AART|3DUR	13aDUR|2LEGI|3aBPWR|4AART|5RCR|6MBVNT|7RMIN|8aVULN|9aDMG
287	51361 12332	   	178.05	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|79VULN|aLIT
288	53311 12335	   	178.05	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|28DMG|3CGEN|4DMSP|5AART|6RCR|79VULN
289	63311 12335	   	178.05	DCR|2VULN|2DMG|1AART|2DUR	18DMG|2aDUR|3CGEN|4DMSP|5AART|6RCR|79VULN
290	35334 22323	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|4AART|5RCR|6DMSP|79aVULN|8DMG
291	51321 12332	   	177.95	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|79VULN|aLIT
292	51361 12331	   	177.95	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|79VULN|aERES
293	51361 12334	   	177.95	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|79VULN|aDUST
294	51361 12336	   	177.95	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|79VULN|aMBVNT
295	53332 42621	   	177.89	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|28DMG|3CGEN|4AART|5MLV|69VULN|7RCR|aASPD
296	63332 42621	   	177.89	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	18DMG|2DUR|3CGEN|4AART|5MLV|69VULN|7RCR|aASPD
297	61312 32621	   	177.89	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	18DMG|29VULN|3CGEN|4AART|5MLV|6DUR|7RCR|aASPD
298	51321 12331	   	177.85	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|79VULN|aERES
299	51321 12334	   	177.85	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|79VULN|aDUST
300	51321 12336	   	177.85	DCR|2VULN|2DMG|1AART|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|79VULN|aMBVNT
301	32333 13112	   	177.84	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1ASPD	1BEXP|2ZMB|3RPLT|4RCR|5AART|6VULN|7aDMG|8ASPD|9FLTHEA
302	61313 12621	   	177.79	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	18DMG|29VULN|3CGEN|4AART|5DUR|6TLV|7RCR|aASPD
303	61412 32621	   	177.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|29VULN|3ERES|4AART|5MLV|6DUR|7RCR|aASPD
304	62112 32621	   	177.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|2ERES|39VULN|4AART|5MLV|6DUR|7RCR|aASPD
305	61314 33463	   	177.79	ACR|3DMG|2VULN|1AART	189DMG|28VULN|38aCGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR
306	66322 12111	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8BEXP|9LIT
307	66322 12431	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8LIT|9FEWX
308	66322 12611	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8FEWX|9LIT
309	66322 13421	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7BEXP|8LIT|9VULN
310	66322 16322	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	137DMG|2ASPD|4DUR|5AART|6RCR|8RPLT|9LHND|aVULN
311	12333 13416	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3RPLT|4RCR|5AART|6VULN|78DMG|9DUR|aCDMG
312	12333 13112	   	177.74	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1ASPD	1DUST|2ZMB|3RPLT|4RCR|5AART|6VULN|7aDMG|8ASPD|9FLTHEA
313	61413 12621	   	177.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|29VULN|3ERES|4AART|5DUR|6TLV|7RCR|aASPD
314	62113 12621	   	177.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|2ERES|39VULN|4AART|5DUR|6TLV|7RCR|aASPD
315	62321 12634	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	13aDMG|2ERES|4DUR|5AART|6RCR|7RMIN|8ASPD|9VULN
316	62321 13634	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	13aDMG|2ERES|4DUR|5AART|6RCR|7CGEN|8ASPD|9VULN
317	66322 12211	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8DUST|9LIT
318	66322 12314	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8NUKE|9RMIN
319	66322 12334	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6RCR|7VULN|8NUKE|9CGEN
320	62321 16313	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	137DMG|2ERES|4DUR|5AART|6RCR|8RPLT|9ASPD|aVULN
321	62114 33463	   	177.59	ACR|3DMG|2VULN|1AART	189DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|aCGEN
322	62114 33464	   	177.59	ACR|3DMG|2VULN|1AART	189DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|aFEWX
323	61412 12316	   	177.56	DCR|2VULN|2DMG|1AART|2ASPD	1aDMG|2aVULN|3ERES|4AART|5MLV|6aASPD|7RCR|8NUKE|9RMIN|aBPWR
324	33336 32463	   	177.54	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|2AART|3CDMG|48DMG|5MBVNT|68VULN|7aRCVC|8BPWR|9RCR
325	62114 12417	 * 	177.49	ACR|3VULN|2DMG|1AART	1aDMG|2ERES|38aVULN|4AART|5RCR|6aTLV|7MBVNT|9RMIN|aBPWR
326	52314 42213	 * 	177.43	DCR|2DMG|1AART|1VULN|3DUR|2ZMB	13aDUR|2LEGI|4AART|5aZMB|6VULN|7RCR|8BEXP|9aDMG|aBPWR
327	31113 26163	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3FEWX|4ZMB|57VULN|6RCR|8CDMG|9AART|aDMG
