0	Index      	 *	Score 	Summary	Detail	
1	52833 34232	 * 	204.98	ACR|3VULN|3DMG|1AART|1DUR	1MBVNT|279VULN|3RCR|4AART|56aDMG|8DUR
175	52833 13311	   	181.18	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1MBVNT|2VULN|3RCR|47AART|58DMG|6LWND|9DUR|aCDMG
176	52835 34124	   	181.18	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1MBVNT|26VULN|3RCR|49AART|5CDMG|7DUR|8BELT|aDMG
177	52835 14422	   	181.18	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3RCR|47AART|5CDMG|6ASPD|9DMG|aLHND
178	52835 14423	   	181.18	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3RCR|47AART|5CDMG|6ASPD|9DMG|aBEXP
179	52835 14424	   	181.18	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3RCR|47AART|5CDMG|6ASPD|9DMG|aLIT
180	52833 37331	   	180.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1MBVNT|2VULN|3RCR|4AART|56DMG|7ASPD|8ZMB|9LHND|aCDMG
181	52833 37341	   	180.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1MBVNT|2VULN|3RCR|4AART|56DMG|7ASPD|8ZMB|9DUST|aCDMG
182	52447 22834	 * 	180.62	DCR|4VULN|1AART|1DMG|1DUR	1MBVNT|239aVULN|4DUR|5LIT|6DMG|7RCR|8AART
183	52833 34242	   	180.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9ASPD|aMLV
184	52833 34244	   	180.61	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9ASPD|aCGEN
185	52814 32453	   	180.54	ACR|3VULN|2DMG|1AART|1SELL	1MBVNT|29aVULN|3RCR|4aLWND|5SELL|6RMIN|7AART|8aDMG|aBPWR
186	52814 42453	   	180.54	ACR|3VULN|2DMG|1AART|1SELL	1MBVNT|29aVULN|3RCR|4LWND|5SELL|6aCGEN|7AART|8aDMG|aBPWR
187	52833 34243	   	180.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9ASPD|aDUST
188	35322 24328	   	180.49	ACR|2VULN|2DMG|1AART|2ZMB	1aLHND|2AART|3aZMB|4RCR|5ERES|68DMG|7aVULN|9MBVNT|aBPWR
189	52833 31231	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9LHND|aCDMG
190	52833 31273	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9MLV|aCDMG
191	52833 31533	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29VULN|3RCR|4AART|56DMG|7FEWX|8LIT|aCDMG
192	52833 32633	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8FEWX|aCDMG
193	52833 32833	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8LHND|aCDMG
194	52833 34163	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9LHND|aCDMG
195	52833 34731	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|56DMG|8LWND|9LHND|aCDMG
196	52833 34833	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|56DMG|8MLV|9FEWX|aCDMG
197	52833 54331	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|58DMG|6FEWX|9LHND|aCDMG
198	52833 61331	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3RCR|4AART|58DMG|7FEWX|9LHND|aCDMG
199	52814 82423	   	180.34	ACR|3DMG|2VULN|1AART|1SELL	1MBVNT|2aVULN|3RCR|4LWND|5SELL|68aDMG|7AART|9aERES|aBPWR
200	15322 24328	   	180.29	ACR|2VULN|2DMG|1AART|2ZMB	1aDUST|2AART|3aZMB|4RCR|5ERES|68DMG|7aVULN|9MBVNT|aBPWR
201	52833 31241	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9DUST|aCDMG
202	52833 31283	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9TLV|aCDMG
203	52833 32133	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8DUST|aCDMG
204	52833 32233	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8LEGI|aCDMG
205	52833 34333	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|56DMG|8ERES|9FEWX|aCDMG
206	52833 34741	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|56DMG|8LWND|9DUST|aCDMG
207	52833 54341	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|58DMG|6FEWX|9DUST|aCDMG
208	52833 61341	   	180.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3RCR|4AART|58DMG|7FEWX|9DUST|aCDMG
209	52833 37421	 * 	180.28	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|28VULN|3RCR|4AART|56DMG|79ASPD|aFEWX
210	52833 37423	   	180.28	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|28VULN|3RCR|4AART|56DMG|79ASPD|aLHND
211	52833 64114	   	180.20	ACR|4VULN|1AART|1DMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8LIT|aRCVC
212	52833 34326	   	180.18	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|27VULN|3RCR|4AART|56DMG|8ERES|9aASPD
213	52833 34373	   	180.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4AART|56DMG|8ERES|9DUST|aCDMG
214	52833 37422	   	180.18	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|28VULN|3RCR|4AART|56DMG|79ASPD|aDUST
215	52833 44262	   	180.18	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|28VULN|3RCR|4AART|5aDMG|6ERES|79ASPD
216	52833 44361	   	180.18	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|2aVULN|3RCR|4AART|58DMG|6ERES|79ASPD
217	52834 34262	   	180.18	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|28VULN|3RCR|4AART|5ERES|6aDMG|79ASPD
218	52834 34361	   	180.18	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|2aVULN|3RCR|4AART|5ERES|68DMG|79ASPD
219	52447 22833	 * 	180.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|239VULN|4DUR|5LIT|6DMG|7RCR|8AART|aCDMG
220	52833 31374	   	180.05	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|568DMG|7FEWX|9RCVC|aCDMG
221	56384 23431	 * 	179.97	DCR|2VULN|2DMG|1AART|2ZMB	1MBVNT|2AART|3LHND|46DMG|5aZMB|7RCR|89VULN
222	35323 24211	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4RCR|5CGEN|6DMG|78VULN|9DUR|aCDMG
223	35323 24311	   	179.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4RCR|5CGEN|68DMG|7VULN|9DUR|aCDMG
224	35323 26231	   	179.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4RCR|5CGEN|67DMG|8DUR|9VULN|aCDMG
225	15325 24231	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2AART|3ZMB|4RCR|5ASPD|6DMG|78VULN|9LHND|aCDMG
226	15325 24331	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1DUST|2AART|3ZMB|4RCR|5ASPD|68DMG|7VULN|9LHND|aCDMG
227	15323 24211	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4RCR|5CGEN|6DMG|78VULN|9DUR|aCDMG
228	15323 24311	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4RCR|5CGEN|68DMG|7VULN|9DUR|aCDMG
229	15323 26231	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4RCR|5CGEN|67DMG|8DUR|9VULN|aCDMG
230	35322 24211	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4RCR|5ERES|6DMG|78VULN|9DUR|aCDMG
231	35322 24311	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4RCR|5ERES|68DMG|7VULN|9DUR|aCDMG
232	35322 26231	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4RCR|5ERES|67DMG|8DUR|9VULN|aCDMG
233	52833 25442	 * 	179.53	ACR|3DMG|2VULN|1AART|2ASPD|1DUR|1MSE	1MBVNT|29VULN|3RCR|4AART|59aDMG|6MSE|7DUR|89ASPD|9BPWR
234	15322 24211	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4RCR|5ERES|6DMG|78VULN|9DUR|aCDMG
235	15322 24311	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4RCR|5ERES|68DMG|7VULN|9DUR|aCDMG
236	15322 26231	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4RCR|5ERES|67DMG|8DUR|9VULN|aCDMG
237	56424 24211	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3TLV|4RCR|5ZMB|6DMG|78VULN|9DUR|aCDMG
238	56424 24311	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3TLV|4RCR|5ZMB|68DMG|7VULN|9DUR|aCDMG
239	56424 27231	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3TLV|4RCR|5ZMB|67DMG|8DUR|9VULN|aCDMG
240	25163 63211	 * 	179.39	ACR|3VULN|2DMG|2ZMB|1CDMG	18ZMB|27ERES|3RPLT|48DMG|5RCR|689VULN|8BPWR|aCDMG
241	25163 61221	 * 	179.37	ACR|3DMG|2VULN|3ZMB	178ZMB|2ERES|3RPLT|48aDMG|5RCR|68VULN|8BPWR|9LIT
242	25163 61233	 * 	179.37	ACR|3VULN|2DMG|3ZMB	178ZMB|2ERES|3RPLT|48DMG|5RCR|68aVULN|8BPWR|9RMIN
243	52833 34174	   	179.04	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9ZMB|aRCVC
244	52447 22374	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|238VULN|4DUR|5LIT|6DMG|7RCR|9CDMG|aAART
245	52833 34214	   	178.97	ACR|2VULN|2DMG|1AART|2DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|89DUR|aCGEN
246	52835 14241	   	178.93	ACR|2AART|2VULN|2ASPD|1CDMG|1ZMB	1MBVNT|29VULN|3RCR|47AART|5CDMG|69ASPD|89BEXP|9BPWR|aZMB
247	52833 41238	   	178.90	ACR|4VULN|1AART|1DMG	1MBVNT|289aVULN|3RCR|4AART|5DMG|6aERES|7aLHND|aBPWR
248	52833 64112	   	178.90	ACR|4VULN|1AART|1DMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8LIT|aLWND
249	52833 34213	   	178.87	ACR|2VULN|2DMG|1AART|2DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|89DUR|aDUST
250	52833 64311	   	178.80	ACR|4VULN|1AART|1DMG	1MBVNT|267aVULN|3RCR|4AART|5DMG|8ERES|9CGEN
251	52833 64341	   	178.80	ACR|4VULN|1AART|1DMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8ERES|aFEWX
252	52833 64344	   	178.80	ACR|4VULN|1AART|1DMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8ERES|aCGEN
253	52833 25141	 * 	178.71	ACR|2VULN|2DMG|3ZMB|1AART|1DUR|1MSE	1MBVNT|29VULN|3RCR|4AART|59DMG|6MSE|7DUR|89aZMB|9BPWR
254	52233 55143	   	178.71	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1MBVNT|29VULN|3BEXP|4AART|59DMG|6FEWX|7DUR|89ZMB|9BPWR|aRCR
255	52833 64342	   	178.70	ACR|4VULN|1AART|1DMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8ERES|aDUST
256	52833 64343	   	178.70	ACR|4VULN|1AART|1DMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8ERES|aLEGI
257	52812 22443	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|49aLWND|5ERES|6CDMG|7AART|8aDMG|aBPWR
258	52833 64242	   	178.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|267VULN|3RCR|4AART|5DMG|8DUR|9ASPD|aMLV
259	52833 64244	   	178.68	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8DUR|9ASPD|aCGEN
260	52812 22438	   	178.58	ACR|2DMG|2VULN|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aLWND|5ERES|6CDMG|7AART|8aDMG|9LEGI|aBPWR
261	52812 22483	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aLWND|59ERES|6CDMG|7AART|8aDMG|aBPWR
262	52822 22443	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aERES|59LWND|6CDMG|7AART|8aDMG|aBPWR
263	52842 22443	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aTLV|59LWND|6CDMG|7AART|8aDMG|aBPWR
264	52833 64243	   	178.58	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8DUR|9ASPD|aDUST
265	35322 24228	   	178.55	ACR|3VULN|1AART|1DMG|2ZMB	1aLHND|2AART|3aZMB|4RCR|5ERES|6DMG|78aVULN|9MBVNT|aBPWR
266	52833 13215	   	178.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	1MBVNT|28VULN|3RCR|47AART|5DMG|6LWND|9DUR|aZMB
267	52833 13261	   	178.53	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1MBVNT|28VULN|3RCR|47AART|5DMG|6LWND|9ASPD|aZMB
268	52833 13315	   	178.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1MBVNT|2VULN|3RCR|47AART|58DMG|6LWND|9DUR|aZMB
269	52833 13361	   	178.53	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	1MBVNT|2VULN|3RCR|47AART|58DMG|6LWND|9ASPD|aZMB
270	52834 64231	   	178.50	ACR|5VULN|1AART|1DUR	1MBVNT|2679aVULN|3RCR|4AART|5ERES|8DUR
271	52821 22438	   	178.48	ACR|2DMG|2VULN|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aERES|5LHND|6CDMG|7AART|8aDMG|9LEGI|aBPWR
272	52822 22438	   	178.48	ACR|2DMG|2VULN|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aERES|5LWND|6CDMG|7AART|8aDMG|9LEGI|aBPWR
273	52822 22483	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|49aERES|5LWND|6CDMG|7AART|8aDMG|aBPWR
274	52841 22438	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aTLV|5LHND|6CDMG|7AART|8aDMG|9LEGI|aBPWR
275	52842 22438	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3RCR|4aTLV|5LWND|6CDMG|7AART|8aDMG|9LEGI|aBPWR
276	52833 16233	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3RCR|4AART|5DMG|6LWND|7CGEN|aCDMG
277	52833 31174	   	178.45	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|569DMG|7FEWX|8BEXP|aCDMG
278	52833 31314	   	178.45	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|568DMG|7FEWX|9LHND|aCDMG
279	52833 31334	   	178.45	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|568DMG|7FEWX|9LWND|aCDMG
280	52833 31384	   	178.45	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|568DMG|79FEWX|aCDMG
281	52833 31644	   	178.45	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|56aDMG|7FEWX|8LWND|9CDMG
282	52833 52414	   	178.45	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|58aDMG|6FEWX|7CDMG|9BEXP
283	52833 54231	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|278VULN|3RCR|4AART|5DMG|6FEWX|9LHND|aCDMG
284	52833 61231	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|268VULN|3RCR|4AART|5DMG|7FEWX|9LHND|aCDMG
285	52835 12244	 * 	178.45	ACR|3VULN|1AART|3ASPD|1CDMG	1MBVNT|279VULN|3RCR|4AART|5CDMG|69aASPD|89BEXP|9BPWR
286	15322 24228	   	178.35	ACR|3VULN|1AART|1DMG|2ZMB	1aDUST|2AART|3aZMB|4RCR|5ERES|6DMG|78aVULN|9MBVNT|aBPWR
287	52833 41233	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3RCR|4AART|5DMG|6ERES|7LHND|aCDMG
288	52833 52444	   	178.35	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2VULN|3RCR|4AART|58aDMG|6FEWX|7CDMG|9DUST
289	52833 54241	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|278VULN|3RCR|4AART|5DMG|6FEWX|9DUST|aCDMG
290	52833 61241	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|268VULN|3RCR|4AART|5DMG|7FEWX|9DUST|aCDMG
291	52833 62133	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|269VULN|3RCR|4AART|5DMG|7CGEN|8DUST|aCDMG
292	52833 62233	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|269VULN|3RCR|4AART|5DMG|7CGEN|8LEGI|aCDMG
293	52833 64333	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|267VULN|3RCR|4AART|5DMG|8ERES|9FEWX|aCDMG
294	52834 31233	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3RCR|4AART|5ERES|6DMG|7LHND|aCDMG
295	52834 61333	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|269VULN|3RCR|4AART|5ERES|7FEWX|8DMG|aCDMG
296	52835 31233	 * 	178.35	ACR|3VULN|1AART|2CDMG|2ASPD	1MBVNT|26aVULN|3RCR|4AART|5aCDMG|7LWND|8ERES|9aASPD|aBPWR
297	52835 32422	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|268VULN|3RCR|4AART|5CDMG|7TLV|9DMG|aLHND
298	52835 32423	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|268VULN|3RCR|4AART|5CDMG|7TLV|9DMG|aBEXP
299	52835 32424	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|268VULN|3RCR|4AART|5CDMG|7TLV|9DMG|aLIT
300	52833 44261	   	178.25	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|28aVULN|3RCR|4AART|5DMG|6ERES|79ASPD
301	52833 44362	 * 	178.25	ACR|3DMG|1AART|1VULN|2ASPD	1MBVNT|2VULN|3RCR|4AART|58aDMG|6ERES|79ASPD
302	52833 47233	   	178.25	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3RCR|4AART|5DMG|6ERES|7LEGI|aCDMG
303	52834 34261	   	178.25	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|28aVULN|3RCR|4AART|5ERES|6DMG|79ASPD
304	52834 34362	   	178.25	ACR|3DMG|1AART|1VULN|2ASPD	1MBVNT|2VULN|3RCR|4AART|5ERES|68aDMG|79ASPD
305	52834 37233	   	178.25	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3RCR|4AART|5ERES|6DMG|7LEGI|aCDMG
306	52834 63333	   	178.25	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|269VULN|3RCR|4AART|5ERES|7DUST|8DMG|aCDMG
307	52835 32444	   	178.25	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|268VULN|3RCR|4AART|5CDMG|7TLV|9DUST|aDMG
308	35325 26211	   	178.22	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1LHND|2AART|3ZMB|4RCR|5ASPD|67DMG|89DUR|aVULN
309	26363 42138	   	178.19	ACR|2VULN|2DMG|1AART|2ZMB	1aZMB|2aVULN|3MLV|4RCR|5MBVNT|6AART|78BEXP|9aDMG|aBPWR
310	52833 32354	   	178.18	ACR|2AART|2VULN|2DMG	1MBVNT|29VULN|3RCR|4aAART|56DMG|7CGEN|8RPLT
311	15325 26211	   	178.12	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1DUST|2AART|3ZMB|4RCR|5ASPD|67DMG|89DUR|aVULN
312	56238 23344	 * 	178.04	DCR|3DMG|1AART|3ASPD|2ZMB	1MBVNT|2AART|39aASPD|4LHND|56aDMG|7RCR|8aZMB|aBPWR
313	52833 31235	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9LHND|aZMB
314	52833 31271	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9MLV|aZMB
315	52833 31532	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|29VULN|3RCR|4AART|56DMG|7FEWX|8LIT|aZMB
316	52833 32631	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8FEWX|aZMB
317	52833 32831	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8LHND|aZMB
318	52833 34162	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9LHND|aZMB
319	52833 34173	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9ZMB|aDMSP
320	52833 34831	   	177.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|56DMG|8MLV|9FEWX|aZMB
321	52833 31245	   	177.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9DUST|aZMB
322	52833 31281	   	177.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9TLV|aZMB
323	52833 32131	   	177.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8DUST|aZMB
324	52833 32231	   	177.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8LEGI|aZMB
325	52833 34331	   	177.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|56DMG|8ERES|9FEWX|aZMB
326	52833 34371	   	177.54	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|56DMG|8ERES|9DUST|aZMB
327	52447 22832	   	177.52	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|239VULN|4DUR|5LIT|6DMG|7RCR|8AART|aZMB
328	52833 31371	   	177.41	ACR|3DMG|1AART|1VULN|1ZMB	1MBVNT|2VULN|3RCR|4AART|568DMG|7FEWX|9RCVC|aZMB
329	52853 44441	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4RMIN|57DUST|67DMG|7BPWR|8CDMG|9AART|aLWND
330	52853 44442	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4RMIN|57DUST|67DMG|7BPWR|8CDMG|9AART|aCGEN
331	52853 44443	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RCR|4RMIN|57DUST|67DMG|7BPWR|8CDMG|9AART|aLIT
332	26363 46231	   	177.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|28VULN|3MLV|4RCR|5MBVNT|6AART|7DUR|9DMG|aCDMG
333	52833 64214	   	177.03	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|89DUR|aCGEN
334	52838 22232	   	177.03	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|289VULN|3RCR|4AART|57DUR|6CGEN|aDMG
335	52838 42232	   	177.03	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|289VULN|3RCR|4AART|57DUR|6RMIN|aDMG
336	52833 64213	   	176.93	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|89DUR|aDUST
337	52834 64212	   	176.93	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|267VULN|3RCR|4AART|5ERES|89DUR|aDMG
338	53132 73723	 * 	176.92	DCR|3VULN|2DMG|1AART|1SELL	1MBVNT|2SELL|3aDMG|4LWND|56aVULN|7RCR|8AART|9aERES|aBPWR
339	52811 24184	   	176.82	ACR|4VULN|2DMG|1DUR	1MBVNT|289aVULN|3RCR|4aLWND|5DUR|6LIT|7aDMG|aBPWR
340	52838 33231	   	176.78	ACR|4VULN|1AART|1ZMB|1DUR	1MBVNT|289aVULN|3RCR|4AART|5DUR|6ZMB|7DMSP
