0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13526 32423	1	 * 	287.17	DCR|5VULN|2TLV|1DMG|2CDMG	12359VULN|39BPWR|4TBNT|69TLV|7RCR|89CDMG|aDMG
175	13156 23522	6	   	262.64	DCR|5VULN|1DUR|1ASPD	1368aVULN|2ASPD|4LIT|5FEWX|7DUR|9RCR
176	13162 16122	3	   	262.64	DCR|5VULN|1DUR|1ASPD	1357aVULN|2ASPD|4FEWX|6DUR|8LIT|9RCR
177	16162 16122	2	   	262.64	DCR|5VULN|1DUR|1ASPD	1457aVULN|2BEXP|3ASPD|6DUR|8LIT|9RCR
178	32162 16122	3	   	262.64	DCR|5VULN|1DUR|1ASPD	1BEXP|2ASPD|3457aVULN|6DUR|8LIT|9RCR
179	33162 16122	1	   	262.64	DCR|5VULN|1DUR|1ASPD	1BEXP|2457aVULN|3ASPD|6DUR|8LIT|9RCR
180	13122 16122	3	   	262.54	DCR|5VULN|1DUR|1ASPD	1357aVULN|2ASPD|4LEGI|6DUR|8LIT|9RCR
181	13142 16122	4	   	262.54	DCR|5VULN|1DUR|1ASPD	1357aVULN|2ASPD|4LEGI|6DUR|8LIT|9RCR
182	14162 26122	2	   	262.54	DCR|5VULN|1DUR|1ASPD	1457aVULN|2DUR|3ASPD|6LEGI|8LIT|9RCR
183	13143 42214	9	   	262.47	DCR|4VULN|2ASPD|1DMG|1CDMG	1367VULN|27ASPD|4LEGI|5BELT|7BPWR|8RCR|9DMG|aCDMG
184	13222 26334	3	 * 	262.47	DCR|4VULN|2ASPD|2TLV|1CDMG	1578VULN|28ASPD|3RMIN|4LEGI|68TLV|8BPWR|9CDMG|aRCR
185	13522 26334	2	   	262.47	DCR|4VULN|2ASPD|2TLV|1CDMG	1578VULN|28ASPD|3RMIN|4LEGI|68TLV|8BPWR|9CDMG|aRCR
186	11422 26334	1	   	262.37	DCR|4VULN|2ASPD|2TLV|1CDMG|1NUKE	1578VULN|2NUKE|38ASPD|4LEGI|68TLV|8BPWR|9CDMG|aRCR
187	13355 33622	7	   	262.23	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	18VULN|2ASPD|38MLV|4TLV|5LIT|6RCR|78DMG|8BPWR|9aDUR
188	11232 46333	1	   	262.16	ACR|5VULN|2DMG|2TLV|1NUKE|1AART	1578aVULN|2NUKE|3RCR|48DMG|68TLV|8BPWR|9AART
189	13124 16324	7	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	138VULN|2ASPD|4DMSP|5DMG|6CDMG|7DUR|9TLV|aRCR
190	14132 12411	7	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	147VULN|2DUR|3CDMG|5AART|6MLV|89DMG|aRCR
191	14132 66211	6	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	146VULN|2DUR|3CDMG|5AART|79DMG|8MLV|aRCR
192	14134 32211	7	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	147VULN|2DUR|3CDMG|59DMG|6AART|8MLV|aRCR
193	12251 26522	1	   	262.10	DCR|5VULN|1DMG|2LIT	1568aVULN|2LWND|3FEWX|46LIT|6BPWR|7DMG|9RCR
194	13355 33152	9	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	19aVULN|2ASPD|39MLV|48TLV|5LIT|6RCR|79DMG|9BPWR
195	14136 35121	8	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1489VULN|2DUR|3CDMG|5LIT|6TLV|7RCR|aFEWX
196	15136 35123	8	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1489VULN|2LWND|3CDMG|5LIT|6TLV|7RCR|aDUR
197	11444 13331	2	   	261.99	DCR|3VULN|2DMG|2DUR	148VULN|2BELT|34DUR|48BPWR|58CGEN|68DMG|7RCR|9RCVC|aLIT
198	12421 13442	10	   	261.98	DCR|3VULN|2CDMG|1DUR|1TLV|2LIT|1AART	189VULN|2DUST|39LIT|4TLV|5AART|6DUR|79CDMG|9BPWR|aRCR
199	13143 42115	10	   	261.94	DCR|5VULN|2ASPD|1CDMG	13678VULN|27ASPD|4LEGI|5BELT|7BPWR|9CDMG|aRCR
200	16613 23623	7	   	261.92	DCR|3VULN|2DMG|2TLV|1ASPD	158VULN|2BEXP|38TLV|4LIT|6ERES|78DMG|8BPWR|9RCR|aASPD
201	12136 35124	8	   	261.90	DCR|4VULN|1DUR|1TLV|1CDMG	1489VULN|2DUST|3CDMG|5LIT|6TLV|7RCR|aDUR
202	14136 35122	8	   	261.90	DCR|4VULN|1TLV|1DUR|1CDMG	1489VULN|2DUR|3CDMG|5LIT|6TLV|7RCR|aERES
203	11436 42231	9	   	261.64	DCR|4VULN|2DMG|1DUR	1567VULN|2BELT|37DMG|47FEWX|7BPWR|8RCR|9LHND|aDUR
204	26132 41363	7	   	261.64	DCR|4VULN|2DMG|1DUR	189ZMB|2378VULN|4CGEN|5DUR|68DMG|8BPWR|aRCR
205	11432 42121	10	   	261.64	DCR|4VULN|2DMG|1DUR	1678VULN|2BELT|37DMG|47FEWX|5DMSP|7BPWR|9DUR|aRCR
206	11433 42121	10	   	261.64	DCR|4VULN|2DMG|1DUR	1678VULN|25BELT|37DMG|47FEWX|7BPWR|9DUR|aRCR
207	14132 62241	6	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	1469VULN|27DUR|3CDMG|5AART|8MBVNT|aRCR
208	11436 42221	9	   	261.54	DCR|4VULN|2DMG|1DUR	1567VULN|2BELT|37DMG|47FEWX|7BPWR|8RCR|9MBVNT|aDUR
209	13232 46331	2	   	261.49	ACR|4VULN|2DMG|2TLV|2AART|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9aAART
210	11442 52114	8	   	261.44	DCR|4VULN|2DMG|1DUR	1678VULN|2BELT|37DMG|4MBVNT|5DMSP|7BPWR|9DUR|aRCR
211	11442 52124	9	   	261.44	DCR|4VULN|2DMG|1DUR	1678VULN|2BELT|37DMG|4MBVNT|5DMSP|7BPWR|9DUR|aRCR
212	11443 52114	8	   	261.44	DCR|4VULN|2DMG|1DUR	1678VULN|25BELT|37DMG|4MBVNT|7BPWR|9DUR|aRCR
213	11443 52124	9	   	261.44	DCR|4VULN|2DMG|1DUR	1678VULN|25BELT|37DMG|4MBVNT|7BPWR|9DUR|aRCR
214	11462 42121	10	   	261.44	DCR|4VULN|2DMG|1DUR	1678VULN|2BELT|37DMG|47DUST|5DMSP|7BPWR|9DUR|aRCR
215	11463 42121	10	   	261.44	DCR|4VULN|2DMG|1DUR	1678VULN|25BELT|37DMG|47DUST|7BPWR|9DUR|aRCR
216	13521 32256	1	   	261.34	DCR|4VULN|2DMG|1TLV	1238VULN|3BPWR|4TBNT|5RCVC|6TLV|7RCR|9aDMG
217	13234 43321	2	 * 	261.17	ACR|3VULN|3DMG|3DUR|1ASPD	19aVULN|2ASPD|3RCR|49aDMG|5BBNT|6LHND|7DUST|89aDUR|9aBPWR
218	26114 24212	6	   	260.84	DCR|4VULN|3DMG	14ZMB|238aVULN|567DMG|9RCR
219	13536 23222	1	   	260.79	DCR|5VULN|1DMG|1CDMG	12349VULN|3BPWR|5RMIN|6RCR|7DMG|8RPLT|aCDMG
220	14132 11354	2	   	260.65	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	158VULN|28DUR|3ASPD|4DMG|6RCVC|78CGEN|8BPWR|9CDMG|aRCR
221	11265 35314	9	   	260.60	DCR|4VULN|3DMG|1SELL	179aVULN|2BELT|3SELL|4MBVNT|579DMG|6RCR|79BPWR|89DUST
222	13526 22243	1	   	260.59	DCR|5VULN|1DMG|1CDMG	12358VULN|3BPWR|4TBNT|6ERES|7RCR|9CDMG|aDMG
223	13611 53133	10	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1578VULN|2ASPD|3LIT|4MLV|6CDMG|9RCR|aDMG
224	13111 44566	9	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	13aVULN|2ASPD|4aZMB|5MBVNT|6DMG|7CDMG|8RCR|9aDUR|aBPWR
225	13152 53312	9	   	260.48	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	137VULN|2ASPD|4LIT|5DMG|6aCDMG|8DUR|9RCR
226	14163 32212	9	   	260.41	DCR|3VULN|2DUR|2CDMG|2LIT|1AART	18aVULN|28DUR|37CDMG|4AART|5FEWX|68LIT|8BPWR|9RCR
227	14163 32216	10	   	260.41	DCR|3VULN|2DUR|2CDMG|2LIT|1AART	18aVULN|28DUR|37CDMG|4AART|5FEWX|68LIT|8BPWR|9RCR
228	14163 32232	8	   	260.41	DCR|3VULN|2DUR|2CDMG|2LIT|1AART	18aVULN|28DUR|37CDMG|4AART|5FEWX|68LIT|8BPWR|9RCR
229	14166 32212	9	   	260.41	DCR|3VULN|2DUR|2CDMG|2LIT|1AART	18aVULN|28DUR|37CDMG|4AART|5BEXP|68LIT|8BPWR|9RCR
230	14166 32232	8	   	260.41	DCR|3VULN|2DUR|2CDMG|2LIT|1AART	18aVULN|28DUR|37CDMG|4AART|5BEXP|68LIT|8BPWR|9RCR
231	14412 31112	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	19aVULN|24DUR|3LIT|5DMG|6RCR|7MLV|8TLV
232	14412 31132	7	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	18aVULN|24DUR|3LIT|5DMG|6RCR|7MLV|9TLV
233	14412 31152	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	19aVULN|24DUR|3LIT|5DMG|6RCR|7MLV|8TLV
234	14412 31632	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	18aVULN|24DUR|3LIT|5DMG|6RCR|7MLV|9TLV
235	22113 43132	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|28DUR|35aVULN|4LIT|6TLV|7DMG|9RCR
236	22113 44432	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|27DUR|35aVULN|4LIT|6TLV|8DMG|9RCR
237	22165 43132	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|28DUR|34aVULN|5LIT|6TLV|7DMG|9RCR
238	14136 63131	9	   	260.33	DCR|4VULN|2DUR|1CDMG	1478VULN|26DUR|3CDMG|5LIT|9RCR|aLHND
239	14136 63131	10	   	260.33	DCR|4VULN|2DUR|1CDMG	1478VULN|26DUR|3CDMG|5LIT|9RCR|aMLV
240	14136 63133	10	   	260.33	DCR|4VULN|2DUR|1CDMG	1478VULN|26DUR|3CDMG|5LIT|9RCR|aRMIN
241	14411 53131	9	   	260.33	DCR|4VULN|2DUR|1CDMG	1578VULN|24DUR|3LIT|6CDMG|9RCR|aLHND
242	14411 53131	10	   	260.33	DCR|4VULN|2DUR|1CDMG	1578VULN|24DUR|3LIT|6CDMG|9RCR|aMLV
243	14411 53133	10	   	260.33	DCR|4VULN|2DUR|1CDMG	1578VULN|24DUR|3LIT|6CDMG|9RCR|aRMIN
244	13232 46313	2	   	260.31	ACR|4VULN|2DMG|2TLV|1DUR|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9LWND|aDUR
245	13232 46363	2	   	260.31	ACR|4VULN|2DMG|2TLV|1DUR|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9LHND|aDUR
246	14253 23361	10	   	260.31	DCR|4VULN|3DUR	178aVULN|278DUR|3RPLT|4LIT|5FEWX|678LHND|78BPWR|9RCR
247	14255 33331	9	   	260.31	DCR|4VULN|3DUR	178aVULN|278DUR|3RPLT|4LIT|5LHND|678FEWX|78BPWR|9RCR
248	14433 23361	10	   	260.31	DCR|4VULN|3DUR	178aVULN|278DUR|3LIT|4RPLT|5FEWX|678LHND|78BPWR|9RCR
249	14435 33331	9	   	260.31	DCR|4VULN|3DUR	178aVULN|278DUR|3LIT|4RPLT|5LHND|678FEWX|78BPWR|9RCR
250	14136 63132	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1478VULN|26DUR|3CDMG|5LIT|9RCR|aDLOT
251	14136 63133	9	   	260.23	DCR|4VULN|2DUR|1CDMG	1478VULN|26DUR|3CDMG|5LIT|9RCR|aTBNT
252	14411 53132	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1578VULN|24DUR|3LIT|6CDMG|9RCR|aDLOT
253	14411 53133	9	   	260.23	DCR|4VULN|2DUR|1CDMG	1578VULN|24DUR|3LIT|6CDMG|9RCR|aTBNT
254	13232 46323	2	   	260.21	ACR|4VULN|2DMG|2TLV|1DUR|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9LEGI|aDUR
255	13532 23422	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1234VULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9LWND|aTLV
256	13532 23434	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1234VULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9TLV|aRMIN
257	13532 23436	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1234VULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9TLV|aLWND
258	13536 23633	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1234VULN|3BPWR|5RMIN|6RCR|7DMG|8FEWX|9TLV|aDUR
259	14623 21235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	157aVULN|2DUR|3TLV|4RPLT|6LWND|8DMG|9RCR
260	13225 23433	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	125aVULN|3ERES|4DMSP|6RCR|7DMG|8DUR|9TLV
261	13521 32253	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1238VULN|3BPWR|4TBNT|5RCVC|6TLV|7RCR|9DMG|aDUR
262	13532 23431	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1234VULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9TLV|aTBNT
263	13532 23432	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1234VULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9TLV|aBBNT
264	13313 21323	2	 * 	260.00	ACR|4VULN|3DUR|3ASPD|1AART	169aVULN|269ASPD|3AART|4BELT|5RCR|69aBPWR|79aDUR|8TBNT
265	13111 22344	4	 * 	259.99	DCR|3VULN|2ASPD|2TLV|1DMG|1CDMG	138VULN|26ASPD|48ZMB|58TLV|7RCR|8BPWR|9DMG|aCDMG
266	13113 42651	4	   	259.99	DCR|3VULN|2ASPD|2TLV|1DMG|1CDMG	138VULN|28ASPD|4ZMB|5CDMG|6BELT|78TLV|8BPWR|9DMG|aRCR
267	13562 12325	1	   	259.90	DCR|4VULN|2CDMG|1TLV|1DUR	1238VULN|3BPWR|45CDMG|6DUR|7MBVNT|9TLV|aRCR
268	14411 35321	5	   	259.81	DCR|4VULN|3DUR	1569VULN|24aDUR|3LIT|7BBNT|8RCR
269	23232 26613	2	   	259.79	DCR|4VULN|2DUR|2ASPD	18ZMB|25ASPD|3BBNT|458aVULN|58BPWR|6RCR|78DUR|9BEXP
270	23232 26653	2	   	259.79	DCR|4VULN|2DUR|2ASPD	18ZMB|25ASPD|3BBNT|458aVULN|58BPWR|6RCR|78DUR|9FEWX
271	23232 26633	2	   	259.69	DCR|4VULN|2DUR|2ASPD	18ZMB|25ASPD|3BBNT|458aVULN|58BPWR|6RCR|78DUR|9DUST
272	14412 35233	10	 * 	259.66	DCR|2VULN|3DUR|2DMG|3LIT|1NUKE	1aVULN|24aDUR|378LIT|5aDMG|6RCR|9NUKE|aBPWR
273	14412 35234	8	   	259.66	DCR|2VULN|3DUR|2DMG|3LIT	1aVULN|24aDUR|378LIT|5aDMG|6RCR|9MBVNT|aBPWR
274	13144 23631	3	   	259.58	ACR|4VULN|3DMG|3ASPD	138aVULN|28aASPD|4RCR|5BBNT|678DMG|8aBPWR|9aBEXP
275	13234 33631	2	   	259.58	ACR|4VULN|3DMG|3ASPD	168aVULN|28aASPD|3RCR|478DMG|5BBNT|8aBPWR|9aBEXP
276	13264 23631	2	   	259.58	ACR|4VULN|3DMG|3ASPD	148aVULN|28aASPD|3RCR|5BBNT|678DMG|8aBPWR|9aBEXP
277	13532 25433	1	   	259.58	DCR|5VULN|1TLV|1DUR	1234aVULN|3BPWR|5CGEN|6RCR|7ZMB|8DUR|9TLV
278	13532 51125	1	   	259.58	DCR|5VULN|1TLV|1DUR	12346VULN|3BPWR|5CGEN|7DUR|8RPLT|9TLV|aRCR
279	13536 21612	1	   	259.58	DCR|5VULN|1TLV|1DUR	12348VULN|3BPWR|5RMIN|6RCR|7TLV|9BEXP|aDUR
280	13536 21632	1	   	259.58	DCR|5VULN|1TLV|1DUR	12348VULN|3BPWR|5RMIN|6RCR|7TLV|9FEWX|aDUR
281	13332 16364	4	   	259.54	DCR|4VULN|2DUR|2ASPD|1SELL	1578VULN|28ASPD|3MLV|4ZMB|68DUR|8BPWR|9SELL|aRCR
282	13433 56213	6	   	259.54	DCR|4VULN|2DUR|2ASPD|1SELL	159aVULN|29ASPD|3SELL|4LHND|6MLV|7RCR|89DUR|9BPWR
283	13144 23622	3	   	259.48	ACR|4VULN|3DMG|3ASPD	1389VULN|289ASPD|4RCR|5BBNT|678DMG|89BPWR|aRCVC
284	13234 33622	2	   	259.48	ACR|4VULN|3DMG|3ASPD	1689VULN|289ASPD|3RCR|478DMG|5BBNT|89BPWR|aRCVC
285	13234 33625	2	   	259.48	ACR|4VULN|3DMG|3ASPD	1689VULN|289ASPD|3RCR|478DMG|5BBNT|89BPWR|aBEXP
286	13234 33626	2	   	259.48	ACR|4VULN|3DMG|3ASPD	1689VULN|289ASPD|3RCR|478DMG|5BBNT|89BPWR|aLHND
287	13264 23622	2	   	259.48	ACR|4VULN|3DMG|3ASPD	1489VULN|289ASPD|3RCR|5BBNT|678DMG|89BPWR|aRCVC
288	13532 21463	1	   	259.48	DCR|5VULN|1TLV|1DUR	1234aVULN|3BPWR|5CGEN|6RCR|7TLV|8DUR|9ERES
289	13532 26433	1	   	259.48	DCR|5VULN|1TLV|1DUR	1234aVULN|3BPWR|5CGEN|6RCR|7ERES|8DUR|9TLV
290	13144 23611	3	   	259.38	ACR|4VULN|3DMG|3ASPD	138aVULN|28aASPD|4RCR|5BBNT|678DMG|8aBPWR|9aDUST
291	13144 23623	3	   	259.38	ACR|4VULN|3DMG|3ASPD	1389VULN|289ASPD|4RCR|5BBNT|678DMG|89BPWR|aDUST
292	13234 33611	2	   	259.38	ACR|4VULN|3DMG|3ASPD	168aVULN|28aASPD|3RCR|478DMG|5BBNT|8aBPWR|9aDUST
293	13234 33623	2	   	259.38	ACR|4VULN|3DMG|3ASPD	1689VULN|289ASPD|3RCR|478DMG|5BBNT|89BPWR|aDUST
294	13234 33624	2	   	259.38	ACR|4VULN|3DMG|3ASPD	1689VULN|289ASPD|3RCR|478DMG|5BBNT|89BPWR|aERES
295	13264 23611	2	   	259.38	ACR|4VULN|3DMG|3ASPD	148aVULN|28aASPD|3RCR|5BBNT|678DMG|8aBPWR|9aDUST
296	13264 23623	2	   	259.38	ACR|4VULN|3DMG|3ASPD	1489VULN|289ASPD|3RCR|5BBNT|678DMG|89BPWR|aDUST
297	13154 43322	5	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5TLV|6RMIN|7DUR|9RCR
298	13156 23322	4	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5MLV|6TLV|7DUR|9RCR
299	13156 23336	9	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	136aVULN|2ASPD|4LIT|5FEWX|7TLV|8DUR|9RCR
300	13252 16122	4	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	157aVULN|2ASPD|3RMIN|4TLV|6DUR|8LIT|9RCR
301	13352 16122	4	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	157aVULN|2ASPD|3MLV|4TLV|6DUR|8LIT|9RCR
302	13611 23322	5	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	158aVULN|2ASPD|3LIT|4MLV|6TLV|7DUR|9RCR
303	13661 23322	5	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	158aVULN|2ASPD|3LIT|4RMIN|6TLV|7DUR|9RCR
304	14613 32352	7	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1589VULN|2DUR|3TLV|4LIT|6RCR|7BELT|aASPD
305	12611 13442	10	   	259.14	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	189VULN|2DUST|39TLV|4LIT|5AART|6DUR|79CDMG|9BPWR|aRCR
306	14132 66221	6	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	146VULN|29DUR|3CDMG|5AART|7DMG|8MLV|aRCR
307	14134 32114	9	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	147VULN|29DUR|3CDMG|5DMG|6AART|8RCVC|aRCR
308	14134 32114	8	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	147VULN|29DUR|3CDMG|5DMG|6AART|8RCVC|aRCR
309	14134 32221	7	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	147VULN|29DUR|3CDMG|5DMG|6AART|8MLV|aRCR
310	14113 13244	9	   	259.11	DCR|3VULN|2DUR|3LIT|1CDMG|1AART	158VULN|28DUR|3CDMG|4MLV|678LIT|8BPWR|9RCR|aAART
311	14132 12421	7	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	147VULN|29DUR|3CDMG|5AART|6MLV|8DMG|aRCR
312	14132 62211	6	   	259.01	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	146VULN|27DUR|3CDMG|5AART|8MBVNT|9DMG|aRCR
313	14134 32431	9	   	259.01	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	147VULN|28DUR|3CDMG|5DMG|6AART|9ERES|aRCR
314	14621 13531	3	 * 	258.98	DCR|3VULN|3DUR|2TLV|1AART	19aVULN|29aDUR|36TLV|4LHND|59aFEWX|7AART|8RCR|9aBPWR
315	15135 22133	10	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	147VULN|2LWND|37CDMG|5RCVC|67DMG|7BPWR|8DUR|9LHND|aRCR
316	15135 22143	10	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	147VULN|2LWND|37CDMG|5RCVC|67DMG|7BPWR|8DUR|9BEXP|aRCR
317	15135 22224	8	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	147VULN|2LWND|37CDMG|5RCVC|67DMG|7BPWR|8CGEN|9TLV|aRCR
318	15135 22224	7	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	147VULN|2LWND|37CDMG|5RCVC|67DMG|7BPWR|8ZMB|9TLV|aRCR
319	11111 16614	10	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	149VULN|2BELT|3LEGI|5LWND|69DMG|7RCR|89CDMG|9BPWR|aDUR
320	11112 16614	10	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	149VULN|2BELT|3LEGI|5LHND|69DMG|7RCR|89CDMG|9BPWR|aDUR
321	14663 13332	5	   	258.86	DCR|3VULN|2DMG|2TLV|1DUR	148VULN|2DUR|38TLV|5BELT|68DMG|7RCR|8BPWR|9RCVC|aDUST
322	14663 13333	5	   	258.86	DCR|3VULN|2DMG|2TLV|1DUR	148VULN|2DUR|38TLV|5BELT|68DMG|7RCR|8BPWR|9RCVC|aBBNT
323	15135 22124	7	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	147VULN|2LWND|37CDMG|5RCVC|67DMG|7BPWR|8ERES|9TLV|aRCR
324	22113 35233	10	 * 	258.86	DCR|3VULN|2DMG|3LIT|1DUR	1aZMB|2DUR|35aVULN|478LIT|6RCR|9aDMG|aBPWR
325	22165 35233	10	   	258.86	DCR|3VULN|2DMG|3LIT|1DUR	1aZMB|2DUR|34aVULN|578LIT|6RCR|9aDMG|aBPWR
326	12251 26124	1	   	258.81	DCR|4VULN|1DMG|1DUR|2LIT	156aVULN|2LWND|3FEWX|46LIT|6BPWR|7DMG|8DUR|9RCR
327	14261 12115	8	 * 	258.78	DCR|3VULN|3DUR|2CDMG|1AART	147VULN|278DUR|3RPLT|57CDMG|6BELT|7BPWR|9AART|aRCR
328	14221 12215	7	   	258.78	DCR|3VULN|3DUR|2CDMG|1AART	178VULN|247DUR|3RPLT|57CDMG|6BELT|7BPWR|9AART|aRCR
329	14221 12415	8	   	258.78	DCR|3VULN|3DUR|2CDMG|1AART	178VULN|247DUR|3RPLT|57CDMG|6BELT|7BPWR|9AART|aRCR
330	14663 13323	5	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	148VULN|2DUR|38TLV|5BELT|68DMG|7RCR|8BPWR|9ERES|aDUST
331	11421 51242	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	1789VULN|2BELT|3DMG|45LIT|6TLV|aRCR
332	14451 13322	7	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	158aVULN|2DUR|34LIT|6LHND|7DMG|9RCR
333	33124 34475	8	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	1BEXP|26LIT|3MBVNT|456aVULN|6BPWR|7RCR|8DUR|9DMG
334	14412 33163	8	   	258.71	DCR|2VULN|2DUR|2ASPD|1DMG|2LIT|1CDMG	19VULN|24DUR|39LIT|5DMG|6RCR|7DUST|89ASPD|9BPWR|aCDMG
335	23232 26353	2	   	258.67	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1ZMB|25ASPD|3BBNT|45aVULN|5BPWR|6RCR|7DUR|8TLV|9DMG
336	14133 24234	9	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	149VULN|2DUR|38CDMG|5DUST|67DMG|aRCR
337	22163 42224	8	   	258.64	DCR|4VULN|2DUR|1DMG	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9RPLT|aDMG
338	13111 22333	4	   	258.58	DCR|4VULN|2ASPD|2TLV|1AART	138aVULN|26ASPD|48ZMB|58TLV|7RCR|8BPWR|9AART
339	13253 61333	7	   	258.58	DCR|4VULN|2ASPD|2TLV|1AART	178aVULN|28ASPD|3RMIN|48TLV|5RCVC|6RCR|8BPWR|9AART
340	13253 66333	6	   	258.58	DCR|4VULN|2ASPD|2TLV|1AART	178aVULN|28ASPD|3RMIN|48TLV|5RCVC|6RCR|8BPWR|9AART
341	13521 32422	1	   	258.57	DCR|4VULN|2TLV|2CDMG|1ASPD	1239VULN|39BPWR|4TBNT|5RCVC|69TLV|7RCR|89CDMG|aASPD
342	14132 51214	9	   	258.55	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	148VULN|28DUR|3CDMG|5AART|6LIT|78FEWX|8BPWR|9RCR|aASPD
343	14132 51215	10	   	258.55	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	148VULN|28DUR|3CDMG|5AART|6LIT|78FEWX|8BPWR|9RCR|aASPD
344	14132 51234	8	   	258.55	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	148VULN|28DUR|3CDMG|5AART|6LIT|78FEWX|8BPWR|9RCR|aASPD
345	13112 11564	3	   	258.54	DCR|4VULN|3ASPD|1DMG	135aVULN|25aASPD|4TBNT|5aBPWR|6MLV|7DMG|8aCGEN|9RCR
346	22163 42226	9	 * 	258.54	DCR|4VULN|2DUR|2CDMG	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9aCDMG
347	13522 52513	1	   	258.44	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9RMIN|aRCVC
