0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12253 53242	10	 * 	293.15	DCR|3VULN|2DMG|2TLV|2DUR|2ASPD	18DUR|24ASPD|348VULN|48BPWR|5LWND|69TLV|78DMG|aRCR
158	62227 71214	10	 * 	267.30	DCR|4VULN|2TLV|1DMG|1AART	1DMG|2MBVNT|368aVULN|46TLV|5AART|6BPWR|7LIT|9RCR
159	62227 71214	9	   	267.30	DCR|4VULN|2TLV|1DMG|1AART	1DMG|2MBVNT|368aVULN|46TLV|5AART|6BPWR|7LIT|9RCR
160	62264 36444	7	   	267.23	DCR|5VULN|2DMG|1DUR	14DMG|2MBVNT|3489aVULN|4BPWR|5BEXP|6DUR|7RCR
161	63334 12613	9	   	267.23	DCR|5VULN|2DMG|2ASPD	18DMG|28ASPD|34689VULN|5RMIN|7RCR|8BPWR|aTBNT
162	62262 43841	4	   	267.19	DCR|3VULN|3DMG|1TLV|1CDMG	14aDMG|2MBVNT|34aVULN|4aBPWR|5CDMG|6RCR|7TLV|8aCGEN|9LEGI
163	12252 36353	9	   	267.19	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	16DUR|24ASPD|349VULN|4BPWR|5MBVNT|7RCR|8TLV|aDMG
164	12252 36533	8	   	267.19	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	16DUR|24ASPD|348VULN|4BPWR|5MBVNT|7RCR|9TLV|aDMG
165	62262 43513	4	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	149DMG|2MBVNT|34aVULN|4BPWR|5CDMG|6RCR|7TLV|8FEWX
166	65241 43312	10	   	267.06	DCR|4VULN|1TLV|1DMG|1DUR|1AART	1DMG|2369VULN|4AART|5MBVNT|7TLV|8DUR|aRCR
167	62263 32633	5	   	266.99	DCR|3VULN|3DMG|1TLV|1CDMG	145DMG|2MBVNT|34aVULN|4BPWR|6CDMG|7DUST|8RCR|9TLV
168	12445 32123	10	 * 	266.87	DCR|2VULN|3DUR|3ASPD|1DMG|2CDMG|1AART	139DUR|23aASPD|3aBPWR|4AART|5DMG|6RCR|7aCDMG|8aVULN
169	62263 44713	8	 * 	266.63	DCR|5VULN|3DMG	145DMG|2MBVNT|3469aVULN|4BPWR|7MLV|8RCR
170	62262 33632	8	   	266.48	DCR|3VULN|3DMG|2DUR	149DMG|2MBVNT|349VULN|49BPWR|5RPLT|6RCR|79DUR|8LEGI|aLIT
171	63334 12623	10	   	266.42	DCR|4VULN|2DMG|2AART|2ASPD	18DMG|28ASPD|3468VULN|5RMIN|7RCR|8BPWR|9aAART
172	62263 63114	6	   	266.38	DCR|3VULN|3DMG|2DUR	145DMG|2MBVNT|349VULN|4BPWR|68DUR|7ASPD|aRCR
173	62263 84114	6	   	266.38	DCR|3VULN|3DMG|2DUR	145DMG|2MBVNT|349VULN|4BPWR|6ASPD|78DUR|aRCR
174	62263 45244	8	   	266.38	DCR|3VULN|3DMG|2DUR	145DMG|2MBVNT|346VULN|4BPWR|79DUR|8ASPD|aRCR
175	46221 51133	2	   	265.91	DCR|4VULN|1TLV|2CDMG|1DUR	1349VULN|29CDMG|5TLV|6ASPD|7RCR|89ZMB|9BPWR|aDUR
176	13653 35221	1	 * 	265.76	DCR|2VULN|2DMG|3TLV|2DUR|1CDMG	1aDUR|24DMG|34aTLV|4aBPWR|5CGEN|6CDMG|7aVULN|8RCR|9MBVNT
177	63633 35221	1	   	265.76	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1aDMG|24DUR|3aTLV|5CGEN|6CDMG|7aVULN|8RCR|9MBVNT|aBPWR
178	24253 31513	7	   	265.68	DCR|4VULN|2TLV|1DMG|1DUR	1LHND|24TLV|349aVULN|4BPWR|5LWND|6DUR|7DMG|8RCR
179	12221 64234	10	   	265.66	DCR|2VULN|3DUR|2DMG|1TLV	178DUR|2ASPD|38VULN|4TLV|59FEWX|68DMG|8BPWR|aRCR
180	14222 82311	7	   	265.66	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1aDUR|24TLV|3aVULN|5MBVNT|6ERES|7CDMG|8RCR|9aDMG|aBPWR
181	62832 83441	4	   	265.66	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1aDMG|2MBVNT|3ERES|4aVULN|57TLV|6CDMG|8aDUR|9RCR|aBPWR
182	63331 24141	6	   	265.66	DCR|2VULN|2DMG|1TLV|2CDMG|2ASPD|1DUR	17DMG|27ASPD|34VULN|5DUR|67CDMG|7BPWR|8RCR|9MLV|aTLV
183	14251 11125	6	   	265.58	DCR|4VULN|2TLV|1DMG|1DUR	1DUR|24TLV|3467VULN|4BPWR|5MLV|8RCR|9ERES|aDMG
184	14253 11513	7	   	265.58	DCR|4VULN|2TLV|1DMG|1DUR	1DUR|24TLV|349aVULN|4BPWR|5LWND|6DUST|7DMG|8RCR
185	46222 21236	2	   	265.57	DCR|4VULN|2DUR|1TLV|1CDMG	1345VULN|2CDMG|6aDUR|7RCR|8BBNT|9TLV
186	44221 31124	6	   	265.57	DCR|4VULN|2DUR|1TLV|1CDMG	1367VULN|2TLV|49ERES|56DUR|6BPWR|8RCR|aCDMG
187	62324 45413	6	   	265.56	DCR|2VULN|3DUR|2DMG|1TLV	1aDMG|2MBVNT|3LWND|4aVULN|5LIT|6RCR|7TLV|89aDUR|aBPWR
188	14252 64314	8	 * 	265.48	DCR|4VULN|3TLV|1DMG|1DUR	1DUR|246TLV|3489VULN|4BPWR|5MBVNT|7DMG|aRCR
189	62244 45413	6	   	265.46	DCR|2VULN|3DUR|2DMG|1TLV	1aDMG|2MBVNT|3aVULN|4LEGI|5LIT|6RCR|7TLV|89aDUR|aBPWR
190	14242 12624	3	   	265.45	DCR|4VULN|3DUR|1TLV	17aDUR|2TLV|379aVULN|4TBNT|5MBVNT|67aLWND|7aBPWR|8RCR
191	14255 21111	9	 * 	265.44	DCR|2VULN|3DUR|2DMG|3TLV	18aDUR|24aTLV|34VULN|4aBPWR|5RPLT|6CGEN|7aDMG|9RCR
192	14255 31111	9	   	265.44	DCR|2VULN|3DUR|2DMG|3TLV	18aDUR|24aTLV|34VULN|4aBPWR|5RPLT|6MLV|7aDMG|9RCR
193	62324 33824	8	 * 	265.37	DCR|3VULN|3DMG|3LIT|1AART	178DMG|2MBVNT|3LWND|478VULN|578LIT|6AART|78BPWR|9RCR|aASPD
194	62244 33824	8	   	265.27	DCR|3VULN|3DMG|3LIT|1AART	178DMG|2MBVNT|378VULN|4LEGI|578LIT|6AART|78BPWR|9RCR|aASPD
195	42213 21534	6	   	265.27	DCR|3VULN|2DMG|3ASPD|1DUR|1CDMG	139VULN|259ASPD|4MLV|6CDMG|7RCR|89DMG|9BPWR|aDUR
196	44221 31152	6	   	265.25	DCR|4VULN|3DUR|1TLV	1367VULN|2TLV|4ERES|569DUR|6BPWR|8RCR|aRMIN
197	63334 12621	8	   	265.24	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|28ASPD|3468VULN|5RMIN|7RCR|8BPWR|9DUR|aLHND
198	63334 12622	8	   	265.24	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|28ASPD|3468VULN|5RMIN|7RCR|8BPWR|9DUR|aCGEN
199	44221 31151	6	   	265.15	DCR|4VULN|3DUR|1TLV	1367VULN|2TLV|4ERES|569DUR|6BPWR|8RCR|aMBVNT
200	44321 31153	6	   	265.15	DCR|4VULN|3DUR|1TLV	167aVULN|2TLV|34ERES|569DUR|6BPWR|8RCR
201	43131 16113	4	   	264.73	DCR|5VULN|2DMG|1CDMG	1578aVULN|2RPLT|3BELT|45DMG|5BPWR|6RCR|9CDMG
202	62263 21841	6	   	264.64	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3479VULN|47BPWR|67BEXP|8DUR|aRCR
203	62263 41471	5	   	264.64	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3478VULN|47BPWR|67LWND|9DUR|aRCR
204	62263 41841	5	   	264.64	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3479VULN|47BPWR|67LWND|8DUR|aRCR
205	63533 12363	7	   	264.58	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|2ASPD|37DUR|467VULN|5BELT|7BPWR|8CDMG|9RMIN|aRCR
206	62263 26441	6	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3489VULN|4BPWR|6BEXP|7DUR|aRCR
207	62263 34714	6	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3489VULN|4BPWR|6ZMB|7DUR|aRCR
208	62263 43841	6	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7FEWX|8DUR|aRCR
209	62263 43841	7	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7FEWX|8DUR|aRCR
210	62263 45131	9	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7DUR|8BEXP|aRCR
211	62263 45141	7	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7DUR|8FEWX|aRCR
212	62263 45141	8	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7DUR|8BEXP|aRCR
213	62263 45241	7	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7DUR|8LWND|aRCR
214	62263 62441	7	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3489VULN|4BPWR|6DUR|7BEXP|aRCR
215	62263 62441	6	   	264.54	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3489VULN|4BPWR|6DUR|7LHND|aRCR
216	62264 31441	7	   	264.54	DCR|4VULN|3DMG|1DUR	147DMG|2MBVNT|3489VULN|4BPWR|5BEXP|6DUR|aRCR
217	65532 31441	7	   	264.54	DCR|4VULN|3DMG|1DUR	137DMG|2389VULN|3BPWR|4BEXP|5MBVNT|6DUR|aRCR
218	62232 32615	8	   	264.54	DCR|4VULN|3DMG|2ASPD	19aDMG|2MBVNT|347aVULN|5RPLT|6RCR|8aASPD|aBPWR
219	62263 45411	7	   	264.44	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3468VULN|4BPWR|7DUR|9DUST|aRCR
220	62263 63441	7	   	264.44	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3489VULN|4BPWR|6DUR|7DUST|aRCR
221	62267 31441	7	   	264.44	DCR|4VULN|3DMG|1DUR	147DMG|2MBVNT|3489VULN|4BPWR|5DUST|6DUR|aRCR
222	13633 33211	1	   	264.09	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	14DUR|2aDMG|3TLV|5CGEN|6aCDMG|7BEXP|8RCR|9aVULN|aBPWR
223	13634 36211	1	   	264.09	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	14DUR|2aDMG|3TLV|5LWND|6aCDMG|7CGEN|8RCR|9aVULN|aBPWR
224	44211 11134	6	   	264.09	DCR|5VULN|1TLV|1DUR	13679VULN|2TLV|4MLV|5DUR|8RCR|aASPD
225	13633 31211	1	   	263.99	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	14DUR|2aDMG|3TLV|5CGEN|6aCDMG|7DUST|8RCR|9aVULN|aBPWR
226	13634 31211	1	   	263.99	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	14DUR|2aDMG|3TLV|5LWND|6aCDMG|7ERES|8RCR|9aVULN|aBPWR
227	16312 35251	2	   	263.99	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	15DUR|24CDMG|34DMG|4BPWR|6FEWX|79VULN|8RCR|aTLV
228	14251 11132	6	   	263.96	DCR|5VULN|2TLV|1DUR	1DUR|24TLV|34679VULN|4BPWR|5MLV|8RCR|aRMIN
229	14251 11136	6	   	263.96	DCR|5VULN|2TLV|1DUR	1DUR|24TLV|34679VULN|4BPWR|5MLV|8RCR|aFEWX
230	44511 11132	6	   	263.96	DCR|5VULN|2TLV|1DUR	13679VULN|23TLV|3BPWR|4MLV|5DUR|8RCR|aRMIN
231	65431 12231	9	   	263.94	DCR|4VULN|2DMG|1DUR|2LIT	19DMG|2469VULN|3LWND|5MLV|79LIT|8RCR|9BPWR|aDUR
232	14251 11131	6	   	263.86	DCR|5VULN|2TLV|1DUR	1DUR|24TLV|34679VULN|4BPWR|5MLV|8RCR|aMBVNT
233	14251 11133	6	   	263.86	DCR|5VULN|2TLV|1DUR	1DUR|24TLV|34679VULN|4BPWR|5MLV|8RCR|aBBNT
234	14251 11135	6	   	263.86	DCR|5VULN|2TLV|1DUR	1DUR|24TLV|34679VULN|4BPWR|5MLV|8RCR|aDUST
235	34251 11153	6	   	263.86	DCR|5VULN|2TLV|1DUR	1DUST|24TLV|3467aVULN|4BPWR|5MLV|8RCR|9DUR
236	44511 11131	6	   	263.86	DCR|5VULN|2TLV|1DUR	13679VULN|23TLV|3BPWR|4MLV|5DUR|8RCR|aMBVNT
237	44511 11133	6	   	263.86	DCR|5VULN|2TLV|1DUR	13679VULN|23TLV|3BPWR|4MLV|5DUR|8RCR|aBBNT
238	12252 22843	9	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	1aDUR|24ASPD|34aVULN|4aBPWR|5MBVNT|6LHND|7LIT|8aTLV|9RCR
239	12252 22863	8	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	1aDUR|24ASPD|34aVULN|4aBPWR|5MBVNT|6LHND|7LIT|8aTLV|9RCR
240	12252 42843	9	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	1aDUR|24ASPD|34aVULN|4aBPWR|5MBVNT|6LWND|7LIT|8aTLV|9RCR
241	12252 73843	9	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	1aDUR|24ASPD|34aVULN|4aBPWR|5MBVNT|6LIT|7LHND|8aTLV|9RCR
242	12252 74843	9	   	263.71	DCR|3VULN|2TLV|2DUR|2ASPD	1aDUR|24ASPD|34aVULN|4aBPWR|5MBVNT|6LIT|7LWND|8aTLV|9RCR
243	62262 32127	10	   	263.70	DCR|3VULN|2DMG|1TLV|1DUR|1AART	14DMG|2MBVNT|347VULN|4BPWR|5RPLT|6RCR|8DUR|9TLV|aAART
244	62552 43312	10	   	263.60	DCR|3VULN|2DMG|1TLV|1DUR|1AART	13DMG|2MBVNT|3BPWR|4AART|569VULN|7TLV|8DUR|aRCR
245	62264 35444	8	   	263.47	DCR|4VULN|2DMG|2DUR	14DMG|2MBVNT|349aVULN|4BPWR|5BEXP|67DUR|8RCR
246	63535 31313	9	   	263.36	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	1DMG|2ASPD|3aDUR|4aVULN|5TLV|6aLIT|7CDMG|8RCR|9BEXP|aBPWR
247	63535 31333	8	   	263.36	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	1DMG|2ASPD|3aDUR|4aVULN|5TLV|6aLIT|7CDMG|8RCR|9BEXP|aBPWR
248	63535 31333	9	   	263.36	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	1DMG|2ASPD|3aDUR|4aVULN|5TLV|6aLIT|7CDMG|8RCR|9LWND|aBPWR
249	62262 32345	10	   	263.35	DCR|4VULN|3DMG|2LIT	14aDMG|2MBVNT|347aVULN|4aBPWR|5RPLT|6RCR|8aLIT|9RMIN
250	65431 12233	9	   	263.35	DCR|4VULN|3DMG|2LIT	19aDMG|2469VULN|3LWND|5MLV|79LIT|8RCR|9BPWR
251	12232 54114	4	   	263.28	DCR|2VULN|3DMG|2DUR|2ASPD|1CDMG	17DUR|27ASPD|34VULN|5CDMG|67aDMG|7BPWR|8RCR|9ERES
252	62262 14434	4	 * 	263.21	DCR|2VULN|3DMG|2DUR|2CDMG|1AART	14aDMG|2MBVNT|34VULN|4aBPWR|5aCDMG|6AART|7RCR|8aDUR|9RPLT
253	62262 46434	4	   	263.21	DCR|2VULN|3DMG|2DUR|2CDMG|1AART	14aDMG|2MBVNT|34VULN|4aBPWR|5aCDMG|6RCR|7AART|8aDUR|9RPLT
