0	Index      	 *	Score 	Summary	Detail	
1	66321 22224	 * 	205.26	DCR|3VULN|2DMG|1AART|3ZMB	1AART|27aVULN|3CGEN|478ZMB|57DMG|6RPLT|7BPWR|9RCR
165	13235 32331	 * 	177.21	ACR|1AART|1DMG|2CDMG|1VULN|2ZMB|2DUR	19DUR|29ZMB|3DMG|4RCR|5LWND|6AART|79CDMG|8RCVC|9BPWR|aVULN
166	43333 38182	   	177.05	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2MBVNT|3aVULN|4aDMG|5aDUR|6AART|7RCR|8RCVC|9BELT|aBPWR
167	63332 41116	   	177.02	ACR|3AART|2DMG|1VULN|2ZMB	149AART|27ZMB|37DMG|5RCR|67LHND|7BPWR|8CGEN|aVULN
168	63332 41316	   	176.92	ACR|3AART|2DMG|1VULN|2ZMB	149AART|27ZMB|37DMG|5RCR|67LHND|7BPWR|8TLV|aVULN
169	25231 23324	   	176.68	ACR|2VULN|2DMG|1AART|2ASPD	16BASHEA|28DMG|3RCR|4FEWX|56ASPD|6BPWR|79VULN|aAART
170	25233 61613	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|29DMG|3RCR|4FEWX|5ZMB|67VULN|8AART|aRCVC
171	25213 32232	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LWND|5ZMB|6AART|7RMIN|9aVULN
172	25213 34232	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LWND|5ZMB|6AART|7TLV|9aVULN
173	25253 32232	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4DUST|5ZMB|6AART|7RMIN|9aVULN
174	25263 32232	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LEGI|5ZMB|6AART|7RMIN|9aVULN
175	25224 35332	   	176.42	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	17BASHEA|27DMG|3RCR|4ASPD|5ZMB|67DUR|7BPWR|8LWND|9AART|aVULN
176	25253 34232	   	176.34	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4DUST|5ZMB|6AART|7TLV|9aVULN
177	25263 34232	   	176.34	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LEGI|5ZMB|6AART|7TLV|9aVULN
178	32662 35213	   	176.33	DCR|3VULN|1AART|1DMG|1FLTHEA	1CGEN|2MLV|3AART|4RPLT|568VULN|7RCR|9DMG|aFLTHEA
179	26142 13232	   	176.15	DCR|2VULN|2DMG|1AART|2DUR	1BASHEA|23DUR|4AART|58DMG|6BEXP|7RCR|9aVULN
180	63332 31363	   	176.13	ACR|2AART|2VULN|1DMG|2ZMB	14AART|2aZMB|3DMG|5RCR|6aVULN|7aLWND|89RCVC|aBPWR
181	13234 15141	   	176.09	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR|1ZMB	18DUR|2ZMB|3DMG|4RCR|57ASPD|6VULN|9CDMG|aAART
182	25222 32234	   	176.07	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1BASHEA|28DMG|3RCR|4ASPD|5AART|6DUR|7RMIN|9VULN|aCDMG
183	25222 32424	   	176.07	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1BASHEA|29DMG|3RCR|4ASPD|5AART|6DUR|7RMIN|8VULN|aCDMG
184	25263 23331	   	176.05	ACR|3DMG|1AART|1VULN|2ZMB	1BASHEA|268DMG|3RCR|4LEGI|56ZMB|6BPWR|7VULN|9BELT|aAART
185	25222 34234	   	175.97	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1BASHEA|28DMG|3RCR|4ASPD|5AART|6DUR|7TLV|9VULN|aCDMG
186	63332 32146	   	175.97	ACR|3AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	149AART|2ZMB|3DMG|5RCR|6VULN|7CDMG|8CGEN|aASPD
187	63332 32223	   	175.97	ACR|3AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14aAART|2ZMB|3DMG|5RCR|6VULN|7CDMG|8FEWX|9DUR
188	25231 23616	   	175.95	ACR|3DMG|1AART|1VULN|2ASPD	16BASHEA|29aDMG|3RCR|4FEWX|56ASPD|6BPWR|7VULN|8AART
189	25222 31246	   	175.77	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	1BASHEA|2aDMG|3RCR|4ASPD|57AART|6DUR|8RCVC|9VULN
190	25233 61314	   	175.74	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4FEWX|5ZMB|67VULN|9RCVC|aAART
191	43134 34213	   	175.68	ACR|2VULN|2DMG|1AART|2ASPD	1RMIN|2MBVNT|3aASPD|4RCR|5LHND|6RPLT|7aVULN|8AART|9aDMG|aBPWR
192	63332 14242	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6FEWX|7BEXP|8aVULN|9DUR
193	63332 31142	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6aVULN|7LWND|8FEWX|9DUR
194	63332 31642	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6aVULN|7LWND|8BEXP|9DUR
195	63332 33122	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6aVULN|7DUR|8FEWX|9LWND
196	63332 33131	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8FEWX|aLWND
197	63332 33136	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8FEWX|aLHND
198	63332 33215	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|3aDMG|5RCR|6VULN|7DUR|8CGEN|9RMIN
199	63332 33223	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8CGEN|aBEXP
200	63332 33224	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8CGEN|aLHND
201	63332 33225	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8CGEN|aLWND
202	63332 33226	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8CGEN|aMLV
203	63332 33622	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6aVULN|7DUR|8BEXP|9LWND
204	63332 33631	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8BEXP|aLWND
205	63332 33636	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8BEXP|aLHND
206	63332 33662	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6aVULN|7DUR|8BEXP|9FEWX
207	63332 34142	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6aVULN|7BEXP|8FEWX|9DUR
208	63332 35623	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7CGEN|8DUR|aBEXP
209	63332 35226	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7CGEN|8LHND|aDUR
210	63332 36132	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	14AART|2ZMB|37DMG|5RCR|6VULN|8CGEN|9MLV|aASPD
211	63332 36136	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|37DMG|5RCR|6VULN|8CGEN|9MLV|aDUR
212	63332 36163	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|37DMG|5RCR|6VULN|8CGEN|9DUR|aBEXP
213	63332 36252	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	14AART|2ZMB|37DMG|5RCR|6VULN|8LHND|9LWND|aASPD
214	63332 36422	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	14AART|2ZMB|37DMG|5RCR|6VULN|8LWND|9FEWX|aASPD
215	63352 36232	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	19AART|2ZMB|37DMG|4DMSP|5RCR|6VULN|8LHND|aASPD
216	63332 13242	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6FEWX|7DUST|8aVULN|9DUR
217	63332 13245	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|3aDMG|5RCR|6FEWX|7DUST|8VULN|9DUR
218	63332 33132	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8FEWX|aDUST
219	63332 33133	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8FEWX|aNUKE
220	63332 33134	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8FEWX|aLEGI
221	63332 33222	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8CGEN|aERES
222	63332 33515	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|3aDMG|5RCR|6VULN|7DUR|8ERES|9RMIN
223	63332 33524	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8ERES|aLHND
224	63332 33525	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8ERES|aLWND
225	63332 33526	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8ERES|aMLV
226	63332 33632	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8BEXP|aDUST
227	63332 33633	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8BEXP|aNUKE
228	63332 33634	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|69VULN|7DUR|8BEXP|aLEGI
229	63332 35622	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7CGEN|8DUR|aERES
230	63332 52242	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6DUST|7FEWX|8aVULN|9DUR
231	63332 53242	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	14AART|2ZMB|3DMG|5RCR|6DUST|7BEXP|8aVULN|9DUR
232	63332 36162	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|37DMG|5RCR|6VULN|8CGEN|9DUR|aERES
233	63332 36412	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	14AART|2ZMB|37DMG|5RCR|6VULN|8LWND|9LEGI|aASPD
234	63342 32321	   	175.48	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ZMB|3DMG|49RCVC|5RCR|6aVULN|7CDMG|8LWND
235	11234 16445	 * 	175.46	DCR|3VULN|2DMG|3DUR|1CDMG	158DUR|2LWND|368VULN|48DMG|7MBVNT|8BPWR|9CDMG|aRCR
236	63332 33522	   	175.43	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	14AART|2ZMB|39DMG|5RCR|6VULN|7DUR|8aERES
237	66213 62123	   	175.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|28aVULN|3DUR|4RPLT|5ZMB|6LIT|7RCR|9CDMG
238	66233 34221	   	175.28	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	1AART|2VULN|345DUR|6LIT|7RCR|8ZMB|9aDMG
239	66233 34223	   	175.28	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	1AART|2aVULN|345DUR|6LIT|7RCR|8ZMB|9DMG
240	63332 11145	   	175.28	ACR|3DMG|2AART|2ZMB|1DUR	14AART|27ZMB|379DMG|5RCR|67FEWX|7BPWR|8CGEN|aDUR
