0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
163	13165 26343	   	168.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5AART|69DMG|7MBVNT|8VULN|aLIT
164	13165 26344	   	168.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5AART|69DMG|7MBVNT|8VULN|aLWND
165	15331 14134	 * 	168.52	DCR|2VULN|2DMG|1AART	1RCVC|2aVULN|3AART|4aTLV|5CGEN|6DUST|7RCR|8RMIN|9aDMG|aBPWR
166	13165 26341	   	168.50	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5AART|69DMG|7MBVNT|8VULN|aERES
167	13165 26342	   	168.50	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5AART|69DMG|7MBVNT|8VULN|aTLV
168	13521 33235	   	168.46	ACR|2DMG|1AART|1VULN|2DUR	18RCVC|2RCR|37DUR|49DMG|5FEWX|6AART|aVULN
169	13535 33235	   	168.46	ACR|2DMG|1AART|1VULN|2DUR	18RCVC|2RCR|37DUR|4FEWX|59DMG|6AART|aVULN
170	13246 21315	 * 	168.33	ACR|2VULN|2DMG|2ZMB|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8DUR|9aDMG
171	13123 24261	   	168.30	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1RCVC|2RCR|3FEWX|4DMG|5ASPD|67CDMG|8DUR|9VULN|aAART
172	13245 23235	   	168.23	ACR|2VULN|2DMG|2ZMB|1DUR	1RCVC|2RCR|39ZMB|49VULN|5RPLT|6DUR|7aDMG|89ERES|9BPWR
173	22413 22611	   	168.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|23DMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LWND|aAART
174	22413 22631	   	168.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|23DMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LHND|aAART
175	13223 62621	   	168.10	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|3aZMB|4LHND|57VULN|6RMIN|8AART|9DMG
176	13214 23114	   	168.03	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1RCVC|2RCR|36ZMB|4ASPD|5BEXP|7aVULN|8CDMG|9AART
177	13241 31633	   	167.87	ACR|3VULN|2CDMG|2ZMB|1DUR	19RCVC|2RCR|3aZMB|47aVULN|5FEWX|6DUR|8aCDMG|aBPWR
178	13242 21633	   	167.87	ACR|3VULN|2CDMG|2ZMB|1DUR	19RCVC|2RCR|3aZMB|47aVULN|5DUR|6FEWX|8aCDMG|aBPWR
179	13611 23132	   	167.73	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|3BELT|4LHND|5ASPD|6DMG|7AART|8aVULN|9DUR
180	13661 23112	   	167.73	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|3BELT|4DUR|5ASPD|6DMG|7AART|8aVULN|9LHND
181	13661 23121	   	167.73	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|3BELT|4DUR|5ASPD|6DMG|7AART|8aVULN|9RMIN
182	42433 51211	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	19LWND|23DMG|4RCR|57VULN|6DUR|8DUST|aAART
183	13246 22241	   	167.53	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|8DUR|9BEXP|aAART
184	13625 32221	   	167.50	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4LIT|5LHND|68VULN|7AART|9CDMG|aDMG
185	13643 21221	   	167.50	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4BEXP|58VULN|6DMG|7AART|9CDMG|aLWND
186	13653 21221	   	167.50	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4FEWX|58VULN|6DMG|7AART|9CDMG|aLWND
187	13523 43121	   	167.46	ACR|3VULN|1DMG|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3DUR|4DMG|5MLV|79aVULN|8CDMG
188	13246 14111	   	167.43	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6DUST|7CGEN|8CDMG|9DUR|aAART
189	13246 53111	   	167.43	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6BEXP|7TLV|8CDMG|9DUR|aAART
190	13611 23122	 * 	167.40	ACR|2VULN|1AART|1DMG|2ASPD	1RCVC|2RCR|3BELT|4LHND|59ASPD|6DMG|7AART|8aVULN
191	13621 62221	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4LIT|5MBVNT|68VULN|7AART|9CDMG|aDMG
192	13643 21123	   	167.40	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3BELT|4BEXP|5VULN|6aDMG|7AART|8DUST|9CDMG
193	13643 21125	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4BEXP|5aVULN|6DMG|7AART|8DUST|9CDMG
194	13643 21222	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4BEXP|58VULN|6DMG|7AART|9CDMG|aDUST
195	13643 21225	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4BEXP|58VULN|6DMG|7AART|9CDMG|aLEGI
196	13653 21123	   	167.40	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3BELT|4FEWX|5VULN|6aDMG|7AART|8DUST|9CDMG
197	13653 21125	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4FEWX|5aVULN|6DMG|7AART|8DUST|9CDMG
198	13653 21222	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4FEWX|58VULN|6DMG|7AART|9CDMG|aDUST
199	13653 21225	   	167.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|4FEWX|58VULN|6DMG|7AART|9CDMG|aLEGI
200	13523 26415	   	167.36	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1RCVC|2RCR|38DUR|4DMG|58MLV|68CDMG|7MBVNT|8BPWR|9AART|aVULN
201	13246 13111	   	167.33	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6DUST|7TLV|8CDMG|9DUR|aAART
202	13243 61143	   	167.30	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|37ZMB|4aVULN|5TLV|6LSRHEA|8DMG|9AART
203	25253 22363	 * 	167.29	DCR|1AART|1VULN|1DMG|3DUR|2ASPD|1CDMG	13aDUR|2CDMG|4AART|58ASPD|6DMG|7VULN|9RCR
204	13223 56112	   	167.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5VULN|6DUR|7CDMG|8AART|9BEXP|aDMG
205	13223 56122	   	167.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5VULN|6DUR|7CDMG|8AART|9FEWX|aDMG
206	13241 36612	   	167.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5FEWX|6DUR|7CDMG|8AART|9BEXP|aDMG
207	13242 26612	   	167.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5DUR|6FEWX|7CDMG|8AART|9BEXP|aDMG
208	22442 26232	   	167.25	DCR|2VULN|2DMG|1AART|2DUR	15DUR|23DMG|48VULN|6MLV|7AART|9LWND|aRCR
209	13246 23314	 * 	167.23	ACR|4VULN|3ZMB	1RCVC|2RCR|35aZMB|457aVULN|5aBPWR|6MLV|8LWND|9aBEXP
210	13343 36361	   	167.20	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|36ERES|4aVULN|5TLV|7AART|8CDMG|9DMG
211	13164 31744	   	167.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6VULN|7MBVNT|8AART|9DMG|aZMB
212	13223 56152	   	167.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5VULN|6DUR|7CDMG|8AART|9DUST|aDMG
213	13616 62333	   	167.13	ACR|4VULN|3ZMB	1RCVC|2RCR|3BELT|4aLHND|58aZMB|679aVULN|aBPWR
214	13165 42321	   	167.02	ACR|2VULN|2AART|1CDMG|1ASPD	1RCVC|2RCR|36FEWX|4CDMG|59AART|7aVULN|8ASPD
215	13165 52321	   	167.02	ACR|2VULN|2AART|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|59AART|6DMSP|7aVULN|8ASPD
216	13312 53241	 * 	167.02	ACR|2VULN|2DMG|2ASPD|1DUR	1RCVC|2RCR|3ERES|4aASPD|5LIT|6CGEN|7aDMG|8DUR|9aVULN|aBPWR
217	13246 21213	   	167.00	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8LWND|9DMG|aAART
218	13246 61213	   	167.00	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6CGEN|7RPLT|8LWND|9DMG|aAART
219	13144 33621	   	166.98	ACR|3VULN|2AART|1ASPD|1SELL	1RCVC|2RCR|3FEWX|4SELL|5ASPD|67aVULN|89AART
220	13246 22233	   	166.92	ACR|3VULN|2ZMB|1CDMG|1DUR|1ASPD	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6MLV|7CDMG|8DUR|9ASPD
221	12346 62331	   	166.82	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2LWND|3AART|4CGEN|5CDMG|6DMG|7aVULN|8ASPD|9RCR
222	12346 62333	   	166.82	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2LWND|3AART|4CGEN|5CDMG|6aDMG|7VULN|8ASPD|9RCR
223	13533 62126	   	166.78	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|3DUR|4FEWX|59aVULN|6BEXP|7ZMB|8AART
224	13245 33633	   	166.78	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|3ZMB|469VULN|5RPLT|7CGEN|8AART|aDUR
225	13523 26471	   	166.76	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1RCVC|2RCR|38DUR|4DMG|58MLV|68CDMG|7MBVNT|8BPWR|9VULN|aAART
226	12336 22331	   	166.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2LWND|3AART|4ERES|5CDMG|6DMG|7aVULN|8ASPD|9RCR
227	12336 22333	   	166.72	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2LWND|3AART|4ERES|5CDMG|6aDMG|7VULN|8ASPD|9RCR
228	14336 22331	   	166.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2LHND|3AART|4ERES|5CDMG|6DMG|7aVULN|8ASPD|9RCR
229	14336 22333	   	166.72	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2LHND|3AART|4ERES|5CDMG|6aDMG|7VULN|8ASPD|9RCR
230	42133 61323	   	166.71	DCR|2VULN|2DMG|2CDMG|1ASPD	18aLWND|2aDMG|3RMIN|4ASPD|57VULN|6RCR|9aCDMG|aBPWR
231	13521 33535	   	166.68	ACR|2DMG|1AART|1VULN|2DUR	1RCVC|2RCR|37DUR|49DMG|58FEWX|6AART|aVULN
232	13241 34126	   	166.68	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49aVULN|5FEWX|6DUR|7DUST|8AART
233	13242 24126	   	166.68	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49aVULN|5DUR|6FEWX|7DUST|8AART
234	13241 36313	   	166.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5FEWX|6DUR|7CDMG|8LWND|9AART|aDMG
235	13242 26313	   	166.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5DUR|6FEWX|7CDMG|8LWND|9AART|aDMG
236	13523 25314	   	166.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|4DMG|5MLV|6CDMG|7ZMB|8CGEN|9AART|aVULN
237	13213 25114	   	166.65	ACR|3ZMB|1AART|1VULN|1CDMG|1ASPD|2RCVC	15RCVC|2RCR|367ZMB|4ASPD|8CDMG|9AART|aVULN
238	42233 51123	   	166.64	ACR|2VULN|2DMG|2CDMG|1DUR	13aLWND|2aDMG|4RCR|57VULN|6DUR|8RCVC|9aCDMG|aBPWR
239	22123 24748	 * 	166.61	DCR|3DMG|1AART|2ZMB|2DUR	1aDUR|24aDMG|3RMIN|5RCVC|6aZMB|7MBVNT|8RCR|9AART|aBPWR
240	13244 21363	 * 	166.59	ACR|3VULN|2ZMB|2ASPD|1CDMG	1RCVC|2RCR|3aZMB|49aVULN|5NUKE|6CDMG|7LWND|8aASPD|aBPWR
241	13515 13212	   	166.58	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|4LWND|5AART|6LIT|79VULN|8CDMG|aZMB
242	13223 56612	   	166.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5VULN|6DUR|7CDMG|8DUST|9AART|aDMG
243	13214 43114	   	166.55	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|2RCVC	16RCVC|2RCR|3ZMB|4ASPD|5BEXP|7aVULN|8CDMG|9AART
244	13216 43114	   	166.55	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|2RCVC	16RCVC|2RCR|3ZMB|4ASPD|5FEWX|7aVULN|8CDMG|9AART
245	13124 35621	   	166.53	ACR|2VULN|2AART|1DMG|2RCVC|1SELL	17RCVC|2RCR|3FEWX|4DMG|5SELL|6aVULN|89AART
246	13241 34112	 * 	166.43	ACR|2VULN|2AART|2ZMB|1DUR	1RCVC|2RCR|39ZMB|49VULN|5FEWX|6DUR|79DUST|8aAART|9BPWR
247	13242 24112	   	166.43	ACR|2VULN|2AART|2ZMB|1DUR	1RCVC|2RCR|39ZMB|49VULN|5DUR|6FEWX|79DUST|8aAART|9BPWR
248	13241 31643	   	166.39	ACR|3VULN|2CDMG|2ZMB|1DUR	1RCVC|2RCR|3aZMB|47aVULN|59FEWX|6DUR|8aCDMG|aBPWR
249	13242 21643	   	166.39	ACR|3VULN|2CDMG|2ZMB|1DUR	1RCVC|2RCR|3aZMB|47aVULN|5DUR|69FEWX|8aCDMG|aBPWR
250	13223 51356	   	166.18	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|57aVULN|6DUR|8LWND|9AART
251	13165 23431	   	166.15	ACR|2DMG|1AART|2CDMG|1ZMB	1RCVC|2RCR|38FEWX|48CDMG|5AART|68DMG|7RPLT|8BPWR|9MLV|aZMB
252	13164 11262	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6LIT|7DMG|8ZMB|9VULN|aAART
253	13216 23421	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5FEWX|6CDMG|7CGEN|8VULN|9DMG|aAART
254	13216 25421	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5FEWX|6CDMG|7RMIN|8VULN|9DMG|aAART
255	13241 36121	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5FEWX|6DUR|7CDMG|8DMSP|9DMG|aAART
256	13242 26121	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5DUR|6FEWX|7CDMG|8DMSP|9DMG|aAART
257	13531 25421	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|45FEWX|6CDMG|7ZMB|8VULN|9DMG|aAART
258	13213 25161	   	166.05	ACR|3ZMB|1AART|1VULN|1CDMG|1ASPD|2RCVC	15RCVC|2RCR|367ZMB|4ASPD|8CDMG|9VULN|aAART
259	52223 22424	 * 	166.02	DCR|3VULN|3DMG	19aDUST|26aDMG|3LWND|4MLV|57aVULN|8RCR|aBPWR
260	13244 23521	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5NUKE|6CDMG|7CGEN|8DUR|9DMG|aAART
261	13316 25421	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ERES|4ASPD|5FEWX|6CDMG|7ZMB|8VULN|9DMG|aAART
262	13626 34122	   	165.90	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3BELT|47LIT|57CGEN|67VULN|7BPWR|8CDMG|9DMG|aAART
263	62363 33334	   	165.88	DCR|3DMG|1AART|1VULN|1ZMB	1FEWX|256DMG|3RPLT|4AART|7VULN|8BEXP|9ZMB|aRCR
264	13553 33153	   	165.88	ACR|2DMG|1AART|1VULN|2DUR	1RCVC|2RCR|39DUR|4DUST|5VULN|6VENICY|7AART|8aDMG
265	13255 33234	   	165.84	ACR|3VULN|1AART|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|567VULN|8ERES|9AART|aDUR
266	62363 33134	   	165.78	DCR|3DMG|1AART|1VULN|1ZMB	1FEWX|256DMG|3RPLT|4AART|7VULN|8DUST|9ZMB|aRCR
267	13421 51112	   	165.78	ACR|2VULN|2DMG|2AART|1DUR|2MSE	1RCVC|2RCR|39MSE|49DMG|5FEWX|6DUR|79VULN|8aAART|9BPWR
268	13161 51262	   	165.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5LIT|67DMG|8LWND|9VULN|aAART
269	13626 22432	   	165.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3BELT|4LIT|5CGEN|69DMG|7CDMG|8VULN|aAART
270	13626 33432	   	165.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3BELT|4LIT|5CGEN|6VULN|7CDMG|89DMG|aAART
271	13144 33521	   	165.68	ACR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1RCVC|2RCR|3FEWX|4SELL|5ASPD|67VULN|8DUR|9DMG|aAART
272	13124 33551	   	165.68	ACR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|8DUR|9ASPD|aAART
273	13126 26421	   	165.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3FEWX|49DMG|5MLV|6CDMG|7MBVNT|8VULN|aAART
274	13623 22432	   	165.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3BELT|4LIT|5ERES|69DMG|7CDMG|8VULN|aAART
275	13623 33432	   	165.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3BELT|4LIT|5ERES|6VULN|7CDMG|89DMG|aAART
276	13423 51623	   	165.54	ACR|3DMG|2VULN|2CDMG|1DUR|2MSE	1RCVC|2RCR|3aMSE|49aDMG|57VULN|6DUR|8aCDMG|aBPWR
277	13564 21221	 * 	165.48	ACR|2DMG|1VULN|3DUR|1CDMG|1ASPD	1RCVC|2RCR|368DUR|4CDMG|5ASPD|7aDMG|9VULN
278	13555 21111	   	165.48	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|39DUR|49DUST|5DMG|6FEWX|79VULN|8AART|9BPWR|aLHND
279	13555 21113	   	165.48	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|39DUR|49DUST|5DMG|6FEWX|79VULN|8AART|9BPWR|aMLV
280	15162 11621	   	165.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|27VULN|3DUR|4BEXP|5RCR|6MLV|8CDMG|9DMG|aAART
281	13611 65223	   	165.38	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3BELT|4LHND|5ASPD|68VULN|7AART|9CDMG|aZMB
282	13524 53321	 * 	165.30	ACR|4VULN|1DMG|1DUR|1SELL	1RCVC|2RCR|3DUR|4DMG|5SELL|679aVULN|8CGEN
283	13246 22211	   	165.28	ACR|3VULN|2ZMB|1CDMG|2DUR	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6MLV|7CDMG|89DUR
284	13246 22223	   	165.28	ACR|3VULN|2ZMB|1CDMG|2DUR	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6MLV|7CDMG|8aDUR
285	13246 62211	   	165.28	ACR|3VULN|2ZMB|1CDMG|2DUR	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6CGEN|7CDMG|89DUR
286	13246 62223	   	165.28	ACR|3VULN|2ZMB|1CDMG|2DUR	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6CGEN|7CDMG|8aDUR
287	13524 21612	   	165.24	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1RCVC|2RCR|36DUR|47DMG|5SELL|8AART|9VULN|aLWND
288	13524 21613	   	165.24	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1RCVC|2RCR|36DUR|47DMG|5SELL|8AART|9VULN|aRPLT
289	13524 21623	   	165.24	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1RCVC|2RCR|36DUR|47DMG|5SELL|8AART|9CGEN|aVULN
290	13243 22433	   	165.23	ACR|2VULN|1AART|2CDMG|1ZMB	18RCVC|2RCR|3ZMB|4aVULN|5TLV|67CDMG|9AART
291	13164 33622	   	165.22	ACR|2VULN|2AART|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|67VULN|89AART|aLWND
292	13164 33623	   	165.22	ACR|2VULN|2AART|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|67VULN|89AART|aRPLT
293	13355 31221	 * 	165.20	ACR|4VULN|1DMG|1DUR|1SELL	1RCVC|2RCR|3ERES|4SELL|569aVULN|7DMG|8DUR
294	13165 22431	   	164.99	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7DUR|8CGEN|9ASPD|aVULN
295	13123 42214	   	164.96	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7CDMG|8DUR|9AART|aVULN
296	13123 43113	   	164.96	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART|aDUR
297	22223 22431	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|26DMG|3LWND|4MLV|57VULN|8RCR|9CGEN|aAART
298	22443 12431	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|23DMG|47VULN|5MLV|6BEXP|8RCR|9CGEN|aAART
299	13523 26414	   	164.88	ACR|2DMG|1AART|2CDMG|2DUR	1RCVC|2RCR|38DUR|4aDMG|58MLV|68CDMG|7MBVNT|8BPWR|9AART
300	13616 23112	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|49LHND|5ZMB|6DMG|7AART|8aVULN
301	13616 23132	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|4LHND|5ZMB|6DMG|7AART|8aVULN|9FEWX
302	13616 23152	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|4LHND|5ZMB|6DMG|7AART|8aVULN|9LWND
303	13636 23112	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|4LWND|5ZMB|6DMG|7AART|8aVULN|9LHND
304	13636 23121	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|4LWND|5ZMB|6DMG|7AART|8aVULN|9RMIN
305	13636 23152	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|49LWND|5ZMB|6DMG|7AART|8aVULN
306	13646 23112	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|4BEXP|5ZMB|6DMG|7AART|8aVULN|9LHND
307	13646 23121	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3BELT|4BEXP|5ZMB|6DMG|7AART|8aVULN|9RMIN
308	13245 53321	   	164.83	ACR|2DMG|1AART|1VULN|1ZMB	18RCVC|2RCR|3ZMB|4VULN|5RPLT|6BEXP|79DMG|aAART
309	13223 56113	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6DUR|7CDMG|8AART|9BEXP
310	13223 56123	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6DUR|7CDMG|8AART|9FEWX
311	13241 36613	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5FEWX|6DUR|7CDMG|8AART|9BEXP
312	13242 26613	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5DUR|6FEWX|7CDMG|8AART|9BEXP
313	13242 35621	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5DUR|6CGEN|7CDMG|8AART|9RMIN
314	13242 35631	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49VULN|5DUR|6CGEN|7CDMG|8AART|aMLV
315	13242 35632	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49VULN|5DUR|6CGEN|7CDMG|8AART|aRMIN
316	13242 35633	   	164.78	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49VULN|5DUR|6CGEN|7CDMG|8AART|aFEWX
317	42413 22623	 * 	164.74	DCR|2DMG|1VULN|2CDMG|2ASPD|1ZMB	1aLWND|23DMG|4aASPD|5RCVC|6ZMB|7VULN|8RCR|9aCDMG|aBPWR
318	15162 52112	   	164.72	ACR|2VULN|2AART|2ZMB|2DUR	1RCVC|29VULN|39DUR|4BEXP|5RCR|6FEWX|79ZMB|8aAART|9BPWR
