0	Index      	 *	Score 	Summary	Detail	
1	45136 11434	 * 	195.14	ACR|3VULN|3DMG|1AART	1LEGI|29aVULN|3aLIT|4RCR|5AART|68aDMG|7MBVNT|aBPWR
166	32221 51136	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LSRICY|25VULN|39DMG|4RCR|6ZMB|7LHND|8CDMG|aASPD
167	32224 43323	   	169.22	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1DUR	1LSRICY|26VULN|38DMG|4RCR|5FLTHEA|7RMIN|9DUR|aZMB
168	32224 52324	 * 	169.21	ACR|3DMG|1VULN|2FLTHEA|1CDMG	1LSRICY|2VULN|378DMG|4RCR|5aFLTHEA|6TLV|9CDMG
169	34221 35512	   	168.88	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1SELL	1LSRICY|27DUR|39DMG|4RCR|5VULN|6CDMG|8SELL|aAART
170	34221 51136	   	168.88	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1LSRICY|28DUR|3aDMG|4RCR|5VULN|6AART|7CGEN|9ZMB
171	34221 15153	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|2DUR|3aDMG|4RCR|59VULN|6MBVNT|7LIT|8AART
172	32221 22332	   	168.80	ACR|2VULN|2DMG|2CDMG|1ZMB	19LSRICY|25VULN|39DMG|4RCR|6RMIN|7DMSP|89CDMG|9BPWR|aZMB
173	34221 53136	   	168.78	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1LSRICY|28DUR|3aDMG|4RCR|5VULN|6AART|7ERES|9ZMB
174	14261 11233	   	168.70	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|23MLV|479VULN|5RCR|6LWND|8AART|aDMG
175	14531 11233	   	168.70	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2MLV|379VULN|4RCVC|5RCR|6LWND|8AART|aDMG
176	33126 34313	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|2CDMG|3BEXP|4AART|5ZMB|6LHND|79VULN|8RCR|aDMG
177	33126 34351	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|2CDMG|3BEXP|4AART|5ZMB|6LHND|7aVULN|8RCR|9DMG
178	33126 34353	 * 	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LSRICY|2CDMG|3BEXP|4AART|5ZMB|6LHND|7VULN|8RCR|9aDMG
179	33126 64313	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|2CDMG|3BEXP|4AART|5ZMB|6FEWX|79VULN|8RCR|aDMG
180	32221 51132	   	168.60	ACR|2VULN|2DMG|2CDMG|1ZMB	1LSRICY|25VULN|39DMG|4RCR|6ZMB|7LHND|8aCDMG
181	32221 55132	   	168.60	ACR|2VULN|2DMG|2CDMG|1ZMB	1LSRICY|25VULN|39DMG|4RCR|6ZMB|7FEWX|8aCDMG
182	32221 31564	   	168.37	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|25VULN|3aDMG|4RCR|6CGEN|7LHND|8DUR|9AART
183	32221 34436	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	1LSRICY|25VULN|3aDMG|4RCR|6CGEN|7ASPD|8FEWX|9AART
184	31221 51154	   	168.24	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|39aDMG|4RCR|5VULN|6AART|7CGEN|8DUR
185	45131 14333	 * 	168.19	ACR|4VULN|1AART|1CDMG	1LEGI|256aVULN|3LIT|4RCR|7AART|8CDMG|9ERES
186	32223 22336	   	168.17	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|27VULN|3aDMG|4RCR|5TLV|6DUR|8NUKE|9AART
187	31221 52514	   	168.14	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|39aDMG|4RCR|5VULN|6AART|7DUST|8DUR
188	31221 53154	   	168.14	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|39aDMG|4RCR|5VULN|6AART|7ERES|8DUR
189	32221 54352	   	168.13	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LSRICY|25VULN|3DMG|4RCR|6ZMB|7ASPD|8MLV|9DUR|aAART
190	32221 24152	   	168.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LSRICY|25VULN|3DMG|4RCR|6RMIN|7ASPD|8ZMB|9DUR|aAART
191	32221 34152	   	168.13	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LSRICY|25VULN|3DMG|4RCR|6CGEN|7ASPD|8ZMB|9DUR|aAART
192	34221 52114	   	168.04	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|39aDMG|4RCR|5VULN|6AART|7DUST|8LEGI
193	34521 21323	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2DUR|3AART|4RCR|5BEXP|6LHND|78VULN|9CDMG|aDMG
194	34521 61323	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2DUR|3AART|4RCR|5BEXP|6LWND|78VULN|9CDMG|aDMG
195	32222 24153	 * 	168.03	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	1LSRICY|2VULN|3aDMG|4RCR|5ASPD|689DUR|7AART
196	32323 24153	   	168.03	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	1LSRICY|2VULN|3ASPD|4RCR|589DUR|6aDMG|7AART
197	34321 24153	   	168.03	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	1LSRICY|289DUR|3ASPD|4RCR|5VULN|6aDMG|7AART
198	34521 41323	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2DUR|3AART|4RCR|5BEXP|6DUST|78VULN|9CDMG|aDMG
199	32221 52352	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|25VULN|3DMG|4RCR|6ZMB|7DMSP|8CDMG|9LIT|aAART
200	32221 53562	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|25VULN|3DMG|4RCR|6ZMB|7ERES|8CDMG|9CGEN|aAART
201	32221 22212	   	167.77	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|25VULN|39DMG|4RCR|6RMIN|7DMSP|8DUR|aAART
202	32221 24612	   	167.77	ACR|2VULN|2DMG|1AART|1ASPD	1LSRICY|25VULN|39DMG|4RCR|6RMIN|7ASPD|8CGEN|aAART
203	32226 41212	   	167.77	ACR|2VULN|2DMG|1AART|1DUR	15LSRICY|26VULN|39DMG|4RCR|7MLV|8DUR|aAART
204	32226 42212	   	167.77	ACR|2VULN|2DMG|1AART|1DUR	15LSRICY|26VULN|39DMG|4RCR|7CGEN|8DUR|aAART
205	34221 22412	   	167.77	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|2DUR|36DMG|4RCR|59VULN|7CGEN|8FEWX|aAART
206	32221 52512	   	167.74	ACR|4VULN|1DMG|1ZMB|1DUR	1LSRICY|2589VULN|3DMG|4RCR|6ZMB|7DMSP|aDUR
207	32321 52513	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1LSRICY|2589VULN|3ASPD|4RCR|6ZMB|7DMSP|aDMG
208	32221 24312	   	167.67	ACR|2VULN|2DMG|1AART|1ASPD	1LSRICY|25VULN|39DMG|4RCR|6RMIN|7ASPD|8ERES|aAART
209	32225 35214	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|29VULN|37DMG|4RCR|5RPLT|6DUR|8SNIHEL|aAART
210	32226 43212	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	15LSRICY|26VULN|39DMG|4RCR|7TLV|8DUR|aAART
211	34221 22212	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|2DUR|36DMG|4RCR|59VULN|7CGEN|8DUST|aAART
212	34221 24512	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|2DUR|36DMG|4RCR|59VULN|7FEWX|8ERES|aAART
213	32225 21253	   	167.64	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2VULN|39aDMG|4RCR|5RPLT|6CGEN|7AART|8DUR
214	32225 21626	   	167.64	ACR|3DMG|1AART|1VULN|1ASPD	1LSRICY|2VULN|38aDMG|4RCR|5RPLT|6CGEN|7AART|9ASPD
215	32325 21612	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	1LSRICY|29aVULN|3ASPD|4RCR|5RPLT|6CGEN|7AART|8DMG
216	34221 23512	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1LSRICY|2DUR|36DMG|4RCR|59VULN|7DUST|8ERES|aAART
217	45133 14111	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|269VULN|3LIT|4RCR|5RCVC|7AART|8DMG|aDUR
218	32225 41253	   	167.54	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2VULN|39aDMG|4RCR|5RPLT|6ERES|7AART|8DUR
219	32325 41612	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1LSRICY|29aVULN|3ASPD|4RCR|5RPLT|6ERES|7AART|8DMG
220	32222 46613	 * 	167.41	ACR|2DMG|1VULN|2CDMG|2ASPD|1FLTHEA	1LSRICY|2VULN|3aDMG|4RCR|5aASPD|6CGEN|7aCDMG|8FLTHEA|9FEWX|aBPWR
221	32222 46623	   	167.41	ACR|2DMG|1VULN|2CDMG|2ASPD|1FLTHEA	1LSRICY|2VULN|3aDMG|4RCR|5aASPD|6CGEN|7aCDMG|8FLTHEA|9LHND|aBPWR
222	32221 41613	   	167.38	ACR|4VULN|2DMG	1LSRICY|2569VULN|3aDMG|4RCR|7MLV|8RCVC
223	32221 42413	   	167.38	ACR|4VULN|2DMG	1LSRICY|2569VULN|3aDMG|4RCR|78CGEN
224	32221 22513	   	167.38	ACR|4VULN|2DMG	1LSRICY|2589VULN|3aDMG|4RCR|6RMIN|7DMSP
225	32226 41513	   	167.38	ACR|4VULN|2DMG	15LSRICY|2689VULN|3aDMG|4RCR|7MLV
226	32324 52213	   	167.31	ACR|2DMG|1VULN|2FLTHEA|2ASPD|1CDMG	1LSRICY|2VULN|3aASPD|4RCR|5aFLTHEA|6TLV|7aDMG|8CDMG|9FEWX|aBPWR
227	32324 52223	   	167.31	ACR|2DMG|1VULN|2FLTHEA|2ASPD|1CDMG	1LSRICY|2VULN|3aASPD|4RCR|5aFLTHEA|6TLV|7aDMG|8CDMG|9LHND|aBPWR
228	32224 42513	   	167.29	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1LSRICY|267VULN|3DMG|4RCR|5FLTHEA|8ASPD|9BEXP|aZMB
229	32224 42613	   	167.29	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1LSRICY|267VULN|3DMG|4RCR|5FLTHEA|8DUR|9CGEN|aZMB
230	32324 42413	   	167.29	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1LSRICY|267VULN|3ASPD|4RCR|5FLTHEA|8DMG|9BEXP|aZMB
231	32221 43613	   	167.28	ACR|4VULN|2DMG	1LSRICY|2569VULN|3aDMG|4RCR|7TLV|8RCVC
232	32221 46613	   	167.28	ACR|4VULN|2DMG	1LSRICY|2569VULN|3aDMG|4RCR|7ERES|8RCVC
233	32226 43513	   	167.28	ACR|4VULN|2DMG	15LSRICY|2689VULN|3aDMG|4RCR|7TLV
234	32224 42531	   	167.19	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1LSRICY|267VULN|3DMG|4RCR|5FLTHEA|8ASPD|9BASICY|aZMB
235	32224 42633	   	167.19	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1LSRICY|267VULN|3DMG|4RCR|5FLTHEA|8DUR|9ERES|aZMB
236	32324 42431	   	167.19	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1LSRICY|267VULN|3ASPD|4RCR|5FLTHEA|8DMG|9BASICY|aZMB
237	34221 36137	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2DUR|3DMG|4RCR|59aVULN|6CDMG|7MBVNT|8ZMB
238	32221 43553	   	167.18	ACR|4VULN|2DMG	1LSRICY|2568VULN|3aDMG|4RCR|79TLV
239	32221 46113	   	167.18	ACR|4VULN|2DMG	1LSRICY|2569VULN|3aDMG|4RCR|78ERES
240	32221 41321	   	167.13	ACR|3VULN|2DMG|1CDMG	1aLSRICY|256VULN|3aDMG|4RCR|7MLV|8CDMG|9aLWND|aBPWR
241	32221 41331	   	167.13	ACR|3VULN|2DMG|1CDMG	1aLSRICY|256VULN|3aDMG|4RCR|7MLV|8CDMG|9aLHND|aBPWR
242	32221 42321	   	167.13	ACR|3VULN|2DMG|1CDMG	1aLSRICY|256VULN|3aDMG|4RCR|7CGEN|8CDMG|9aLWND|aBPWR
243	32221 42331	   	167.13	ACR|3VULN|2DMG|1CDMG	1aLSRICY|256VULN|3aDMG|4RCR|7CGEN|8CDMG|9aLHND|aBPWR
244	32221 43321	   	167.03	ACR|3VULN|2DMG|1CDMG	1aLSRICY|256VULN|3aDMG|4RCR|7TLV|8CDMG|9aLWND|aBPWR
245	32221 43331	   	167.03	ACR|3VULN|2DMG|1CDMG	1aLSRICY|256VULN|3aDMG|4RCR|7TLV|8CDMG|9aLHND|aBPWR
246	31221 17384	   	167.03	ACR|3DMG|2VULN|1CDMG	19LSRICY|2LHND|389DMG|4RCR|59VULN|6MBVNT|7DMSP|9BPWR|aCDMG
247	32221 11324	   	167.03	ACR|3DMG|2VULN|1CDMG	19LSRICY|25VULN|389DMG|4RCR|69LWND|7LEGI|9BPWR|aCDMG
248	32224 42142	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|39DMG|4RCR|5FLTHEA|8LIT|aCGEN
249	32224 42143	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|39DMG|4RCR|5FLTHEA|8LIT|aBELT
250	32224 42262	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|39DMG|4RCR|5FLTHEA|8LWND|aRCVC
251	32224 42263	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|39DMG|4RCR|5FLTHEA|8aLWND
252	32224 42421	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|38DMG|4RCR|5FLTHEA|9RCVC|aFEWX
253	32224 42423	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|38DMG|4RCR|5FLTHEA|9RCVC|aLWND
254	32224 43314	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|26aVULN|38DMG|4RCR|5FLTHEA|7RMIN|9BEXP
255	32221 21611	   	166.93	ACR|3DMG|2VULN|1CDMG	1LSRICY|25VULN|389DMG|4RCR|6RMIN|7LHND|aCDMG
256	32221 25136	   	166.93	ACR|3VULN|2DMG|1CDMG	1LSRICY|25aVULN|39DMG|4RCR|6RMIN|7FEWX|8CDMG
257	32221 31611	   	166.93	ACR|3DMG|2VULN|1CDMG	1LSRICY|25VULN|389DMG|4RCR|6CGEN|7LHND|aCDMG
258	32222 22336	   	166.92	ACR|3VULN|2DMG|1DUR|1ASPD|1SELL	1LSRICY|27aVULN|39DMG|4RCR|5ASPD|6DUR|8SELL
259	32323 22336	   	166.92	ACR|3VULN|2DMG|1DUR|1ASPD|1SELL	1LSRICY|27aVULN|3ASPD|4RCR|5DUR|69DMG|8SELL
260	34321 22336	   	166.92	ACR|3VULN|2DMG|1DUR|1ASPD|1SELL	1LSRICY|2DUR|3ASPD|4RCR|57aVULN|69DMG|8SELL
261	32225 51211	 * 	166.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1LSRICY|2aVULN|3DMG|4RCR|5RPLT|69ZMB|7AART|8DUR
262	32225 51213	 * 	166.84	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1LSRICY|2VULN|3aDMG|4RCR|5RPLT|69ZMB|7AART|8DUR
263	32224 42431	   	166.83	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|38DMG|4RCR|5FLTHEA|9ERES|aLHND
264	32224 43353	   	166.83	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|26aVULN|38DMG|4RCR|5FLTHEA|7RMIN|9DUST
265	45131 33362	   	166.83	ACR|3VULN|2DMG|1CDMG	1LEGI|259VULN|3LIT|4RCR|6CDMG|7aDMG|8RMIN
266	32222 34513	 * 	166.83	ACR|3VULN|2DMG|2ASPD	1LSRICY|289VULN|3aDMG|4RCR|57ASPD|6DMSP
267	32222 54513	   	166.83	ACR|3VULN|2DMG|2ASPD	1LSRICY|289VULN|3aDMG|4RCR|57ASPD|6RCVC
268	32223 12611	   	166.83	ACR|3DMG|2VULN|1CDMG	1LSRICY|27VULN|389DMG|4RCR|5TLV|6LHND|aCDMG
269	32223 62611	   	166.73	ACR|3DMG|2VULN|1CDMG	1LSRICY|27VULN|389DMG|4RCR|5TLV|6LEGI|aCDMG
270	32224 42432	   	166.73	ACR|3VULN|2DMG|1FLTHEA	1LSRICY|267VULN|38DMG|4RCR|5FLTHEA|9ERES|aTLV
271	32224 52314	 * 	166.73	ACR|3DMG|2VULN|1FLTHEA	1LSRICY|2aVULN|378DMG|4RCR|5FLTHEA|6TLV|9ERES
272	45136 13132	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|2VULN|3LIT|4RCR|5AART|69DMG|7DUR|8TLV|aCDMG
273	32213 22536	   	166.50	DCR|3VULN|2DMG|1DUR|1ASPD|1SELL	1LSRICY|28aVULN|39DMG|4SELL|5DUR|6ASPD|7RCR
274	34211 22536	   	166.50	DCR|3VULN|2DMG|1DUR|1ASPD|1SELL	1LSRICY|2DUR|39DMG|4SELL|58aVULN|6ASPD|7RCR
275	32221 52252	   	166.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LSRICY|25VULN|3DMG|4RCR|6ZMB|7DMSP|89DUR|aAART
276	32222 44336	   	166.44	ACR|3DMG|1AART|1VULN|1ASPD	1LSRICY|2VULN|38aDMG|4RCR|5ASPD|6CGEN|7FEWX|9AART
277	32222 45336	   	166.34	ACR|3DMG|1AART|1VULN|1ASPD	1LSRICY|2VULN|38aDMG|4RCR|5ASPD|6CGEN|7DUST|9AART
278	32222 61336	   	166.34	ACR|3DMG|1AART|1VULN|1ASPD	1LSRICY|2VULN|38aDMG|4RCR|5ASPD|6LEGI|7CGEN|9AART
279	32223 21336	   	166.34	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2VULN|38aDMG|4RCR|5TLV|6DUR|7CGEN|9AART
280	34221 22264	   	166.34	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|36aDMG|4RCR|5VULN|7CGEN|8DUST|9AART
281	34221 22336	   	166.34	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|36aDMG|4RCR|5VULN|7CGEN|8NUKE|9AART
282	34225 52211	   	166.24	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1LSRICY|2DUR|3DMG|4RCR|5RPLT|69ZMB|7aVULN|8AART
283	34225 52213	   	166.24	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1LSRICY|2DUR|3aDMG|4RCR|5RPLT|69ZMB|7VULN|8AART
284	32222 66336	   	166.24	ACR|3DMG|1AART|1VULN|1ASPD	1LSRICY|2VULN|38aDMG|4RCR|5ASPD|6LEGI|7ERES|9AART
285	32321 56621	 * 	166.24	ACR|2VULN|2DMG|2ZMB|2ASPD	19LSRICY|25VULN|39ASPD|4RCR|6aZMB|7LWND|89DMG|9BPWR
286	31221 55121	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2LHND|3DMG|4RCR|5aVULN|6AART|7MLV|8DUR|9CDMG
287	31221 55123	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRICY|2LHND|3aDMG|4RCR|5VULN|6AART|7MLV|8DUR|9CDMG
288	32221 52315	 * 	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	1LSRICY|25VULN|3aDMG|4RCR|69ZMB|7DMSP|8CDMG
289	31221 52516	   	166.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1LSRICY|2LHND|39DMG|4RCR|5VULN|6AART|7DUST|8DUR|aFLTHEA
290	34221 55321	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2DUR|3DMG|4RCR|5aVULN|6AART|7MLV|8DUST|9CDMG
291	34221 55323	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRICY|2DUR|3aDMG|4RCR|5VULN|6AART|7MLV|8DUST|9CDMG
292	32224 13541	 * 	166.11	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1DUR	1LSRICY|2VULN|3DMG|4RCR|5FLTHEA|6DUR|79CDMG|8CANHEL|aAART
293	45136 23233	 * 	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1LEGI|28VULN|3LIT|4RCR|5AART|68BASHEA|78CDMG|8BPWR|9RPLT|aDMG
294	34221 52116	   	166.03	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1LSRICY|2DUR|39DMG|4RCR|5VULN|6AART|7DUST|8LEGI|aFLTHEA
295	34221 52421	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2DUR|3DMG|4RCR|5aVULN|6AART|7DUST|8TLV|9CDMG
296	34221 52423	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LSRICY|2DUR|3aDMG|4RCR|5VULN|6AART|7DUST|8TLV|9CDMG
297	32224 12213	   	165.99	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2DUR	1LSRICY|2aVULN|3DMG|4RCR|5FLTHEA|6aDUR|7MLV|8NUKE|9aCDMG|aBPWR
298	32224 15213	   	165.89	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2DUR	1LSRICY|2aVULN|3DMG|4RCR|5FLTHEA|6aDUR|7ERES|8NUKE|9aCDMG|aBPWR
299	31221 23314	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|368DMG|4RCR|5VULN|7DUR|9BEXP|aAART
300	31221 23333	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|368DMG|4RCR|5VULN|7DUR|9LIT|aAART
301	31221 23362	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|368DMG|4RCR|5VULN|7DUR|9CGEN|aAART
302	31221 23433	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|369DMG|4RCR|5VULN|7DUR|8LIT|aAART
303	34221 21314	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7LHND|9BEXP|aAART
304	34221 21333	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7LHND|9LIT|aAART
305	34221 21362	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7LHND|9CGEN|aAART
306	34221 21433	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|369DMG|4RCR|5VULN|7LHND|8LIT|aAART
307	34221 24362	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7FEWX|9CGEN|aAART
308	31221 24354	   	165.84	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|368DMG|4RCR|5VULN|7FEWX|9DUR|aAART
309	32221 41232	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1LSRICY|256VULN|3DMG|4RCR|7MLV|8DUR|9DUST|aAART
310	32221 42232	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1LSRICY|256VULN|3DMG|4RCR|7CGEN|8DUR|9DUST|aAART
311	32221 44352	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1LSRICY|256VULN|3DMG|4RCR|7FEWX|8ERES|9DUR|aAART
312	31221 23322	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|368DMG|4RCR|5VULN|7DUR|9ERES|aAART
313	31221 25354	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2LHND|368DMG|4RCR|5VULN|7DUST|9DUR|aAART
314	34221 21322	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7LHND|9ERES|aAART
315	34221 23362	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7DUST|9CGEN|aAART
316	34221 24322	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7FEWX|9ERES|aAART
317	32221 45261	   	165.72	ACR|3VULN|2DMG|2DUR	1aLSRICY|256VULN|3aDMG|4RCR|7LWND|8LIT|9aDUR|aBPWR
318	32221 43232	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1LSRICY|256VULN|3DMG|4RCR|7TLV|8DUR|9DUST|aAART
319	34221 23322	   	165.64	ACR|3DMG|1AART|1VULN|1DUR	1LSRICY|2DUR|368DMG|4RCR|5VULN|7DUST|9ERES|aAART
320	32321 32256	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|25VULN|3ASPD|4RCR|6CGEN|7AART|8CDMG|9RPLT|aDMG
321	11131 25613	   	165.60	ACR|2VULN|2AART|1DMG|1ZMB	1ZMB|2BEXP|3ERES|4RCVC|5RCR|69AART|78VULN|aDMG
322	32221 32217	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|25VULN|3DMG|4RCR|6CGEN|7AART|8CDMG|9MBVNT|aDUR
323	32221 32226	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|25VULN|3DMG|4RCR|6CGEN|7AART|8CDMG|9DUST|aDUR
324	32221 32531	   	165.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1LSRICY|25VULN|3DMG|4RCR|6CGEN|7AART|8ERES|9FLTHEA|aASPD
325	32321 32146	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|25VULN|3ASPD|4RCR|6CGEN|7AART|8CANHEL|9DMG|aCDMG
326	32321 32216	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|25VULN|3ASPD|4RCR|6CGEN|7AART|8CDMG|9MBVNT|aDMG
327	32321 32225	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|25VULN|3ASPD|4RCR|6CGEN|7AART|8CDMG|9DUST|aDMG
328	34521 21116	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2DUR|3AART|4RCR|5BEXP|6LHND|7VULN|89DMG|aZMB
329	34522 33236	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2DUR|3AART|4RCR|56MLV|7aDMG|8VULN|9ZMB
330	34523 53323	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2DUR|3AART|4RCR|5DMSP|6ZMB|79DMG|8LWND|aVULN
331	32224 21415	   	165.28	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1LSRICY|27VULN|3DMG|4RCR|5FLTHEA|6BEXP|8DUR|9CDMG|aZMB
