0	Index      	 *	Score 	Summary	Detail	
1	53421 43113	 * 	186.12	DCR|3DMG|2AART|2VULN	1248LHND|348DMG|48BPWR|59AART|6RCVC|78VULN|aRCR
166	33324 51111	   	164.54	ACR|3VULN|1AART|1DMG|1DUR	12LIT|3DMG|469VULN|5RCR|7ERES|8AART|aDUR
167	35324 51111	   	164.54	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2DMSP|3DMG|469VULN|5RCR|7ERES|8AART|aDUR
168	33324 55112	   	164.54	ACR|3VULN|1AART|1DMG|1ASPD	12LIT|3DMG|469VULN|5RCR|7ASPD|8AART|aDUST
169	33324 55131	   	164.54	ACR|3VULN|1AART|1DMG|1ASPD	12LIT|3DMG|46aVULN|5RCR|7ASPD|8AART|9ERES
170	41122 43623	 * 	164.50	ACR|2VULN|1DMG|2ZMB|1CDMG|1FLTHEA	1TLV|28ZMB|3RCR|4CDMG|5aVULN|6FLTHEA|7DMG|9FEWX
171	41123 16122	   	164.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LIT|8RCVC|9ASPD|aVULN
172	41113 11261	   	164.23	ACR|3VULN|1AART|2ZMB|1ASPD	17TLV|27ZMB|3RCR|4LWND|5CGEN|679VULN|7BPWR|8AART|aASPD
173	41163 11261	   	164.13	ACR|3VULN|1AART|2ZMB|1ASPD	17TLV|27ZMB|3RCR|4ERES|5LHND|679VULN|7BPWR|8AART|aASPD
174	41125 26132	   	163.99	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	18aTLV|2ZMB|3RCR|4aCDMG|5DUR|6FEWX|7aVULN|9AART|aBPWR
175	41123 22612	   	163.93	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	189TLV|29ZMB|3RCR|4CDMG|5AART|6LWND|79VULN|9BPWR|aDUR
176	41123 62612	   	163.93	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	189TLV|29ZMB|3RCR|4CDMG|5AART|6LHND|79VULN|9BPWR|aDUR
177	41133 16223	   	163.88	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1TLV|24aZMB|3RCR|5DMG|6VULN|7DUR|8DMSP|9AART
178	41431 35313	 * 	163.88	DCR|2AART|3ZMB|1VULN|1DMG	1TLV|267ZMB|3DMG|4RCVC|59AART|8VULN|aRCR
179	43141 16324	   	163.71	DCR|2VULN|2DMG|1AART	1TLV|2LEGI|35VULN|4AART|6aDMG|7RCR|8MBVNT|9LHND
180	41122 41132	   	163.68	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|59VULN|6FLTHEA|7LWND|8SNIHEL|aAART
181	41122 41432	   	163.68	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|59VULN|6FLTHEA|7LWND|8BASHEA|aAART
182	23215 56111	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2ZMB|3LIT|4DUST|5AART|68VULN|7RCR|9DUR|aDMG
183	41123 22211	   	163.40	ACR|2VULN|1AART|2CDMG|2ZMB	19TLV|29ZMB|3RCR|48CDMG|5AART|6LWND|79VULN|9BPWR|aFEWX
184	41123 22213	   	163.40	ACR|2VULN|1AART|2CDMG|2ZMB	19TLV|29ZMB|3RCR|48CDMG|5AART|6LWND|79VULN|9BPWR|aBEXP
185	41123 62211	   	163.40	ACR|2VULN|1AART|2CDMG|2ZMB	19TLV|29ZMB|3RCR|48CDMG|5AART|6LHND|79VULN|9BPWR|aFEWX
186	41123 62213	   	163.40	ACR|2VULN|1AART|2CDMG|2ZMB	19TLV|29ZMB|3RCR|48CDMG|5AART|6LHND|79VULN|9BPWR|aBEXP
187	41123 22215	   	163.30	ACR|2VULN|1AART|2CDMG|2ZMB	19TLV|29ZMB|3RCR|48CDMG|5AART|6LWND|79VULN|9BPWR|aLSRHEA
188	41123 62215	   	163.30	ACR|2VULN|1AART|2CDMG|2ZMB	19TLV|29ZMB|3RCR|48CDMG|5AART|6LHND|79VULN|9BPWR|aLSRHEA
189	41123 16252	   	163.23	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LIT|8VULN|aRCVC
190	51121 65113	 * 	163.20	DCR|2AART|2VULN|3ZMB	138LHND|29AART|48VULN|5RCVC|678ZMB|8BPWR|aRCR
191	51231 82644	   	163.18	DCR|3DMG|1AART|1VULN	1LHND|2AART|3MBVNT|49aDMG|5VULN|6CGEN|7RCR|8FEWX
192	33322 22353	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12LIT|3DMG|49VULN|5DUR|6RCR|7DMSP|8ZMB|aAART
193	33322 22363	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	12LIT|39DMG|4VULN|5DUR|6RCR|7DMSP|8ZMB|aAART
194	35322 22353	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|27DMSP|3DMG|49VULN|5DUR|6RCR|8ZMB|aAART
195	35322 22363	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|27DMSP|39DMG|4VULN|5DUR|6RCR|8ZMB|aAART
196	51312 15512	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14LHND|2AART|36DMG|5BEXP|7ZMB|8RCR|9VULN|aDUR
197	21363 11134	   	163.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19BEXP|2DMSP|3AART|4SNIHEL|59DUR|6DMG|7ZMB|89VULN|9BPWR|aRCR
198	41112 22226	   	163.10	ACR|4VULN|1DMG|1ZMB	1TLV|2ZMB|3RCR|4LWND|5FEWX|679aVULN|8DMG
199	41116 22226	   	163.10	ACR|4VULN|1DMG|1ZMB	1TLV|2ZMB|3RCR|4LWND|5BEXP|679aVULN|8DMG
200	51233 82444	   	163.08	DCR|3DMG|1AART|1VULN	1LHND|2AART|3MBVNT|49aDMG|5DUST|6CGEN|7RCR|8VULN
201	33322 24343	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	12LIT|37DMG|4VULN|5DUR|6RCR|8ZMB|9DUST|aAART
202	34132 24353	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2RMIN|3DUR|47DMG|5ERES|6RCR|8ZMB|9VULN|aAART
203	35322 24343	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DMSP|37DMG|4VULN|5DUR|6RCR|8ZMB|9DUST|aAART
204	51323 15512	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2AART|36DMG|45DUST|7ZMB|8RCR|9VULN|aDUR
205	51231 44472	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|3MBVNT|4DMG|589VULN|6LWND|7DUR|aRCR
206	41133 12264	   	162.90	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7LWND|8AART|aRCVC
207	41122 15216	   	162.75	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4aCDMG|57VULN|6RCVC|8DUR|9DMG
208	51231 12821	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|2AART|3MBVNT|4aDMG|59VULN|6LIT|7LWND|8RCR
209	51231 46821	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|2AART|3MBVNT|4aDMG|59VULN|6LWND|7LIT|8RCR
210	51235 22821	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|2AART|3MBVNT|4aDMG|5LIT|69VULN|7LWND|8RCR
211	41121 12226	   	162.65	ACR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5RMIN|69aVULN|7RPLT|8DMG
212	41124 12226	   	162.65	ACR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5MLV|69aVULN|7RPLT|8DMG
213	33324 15114	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	12LIT|3DMG|49VULN|5RCR|6DMSP|7ASPD|8AART|aCDMG
214	41123 15332	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8LHND|9VULN|aDUR
215	41123 16622	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LIT|8DMSP|9ASPD|aVULN
216	41123 26116	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|6LWND|7BELT|8DUR|9VULN|aDMG
217	51231 32845	   	162.48	DCR|2DMG|1AART|1VULN|2ZMB	18aLHND|2AART|3MBVNT|4aDMG|5VULN|6ERES|7RCR|9aZMB|aBPWR
218	26234 44315	   	162.48	DCR|3VULN|1AART|1DMG	1BEXP|2AIRHEL|3FEWX|4MBVNT|589VULN|6RCR|7AART|aDMG
219	41123 12116	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	17TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|8RPLT|9VULN|aDUR
220	41123 16332	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	19TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LIT|8ASPD|aVULN
221	41123 22365	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|6LWND|7VULN|8DUR|9DUST|aDMG
222	41123 35634	   	162.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|6ERES|7MBVNT|8VULN|9DUR|aDMG
223	23241 24632	 * 	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3LIT|459VULN|6RCR|7DMG|8CDMG|aLHND
224	23241 24633	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3LIT|459VULN|6RCR|7DMG|8CDMG|aFEWX
225	41133 12424	   	162.30	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|68VULN|7LWND|9AART|aRCVC
226	41122 16422	   	162.25	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5aVULN|67RCVC|8ASPD|9AART
227	41122 43353	   	162.25	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5aVULN|6FLTHEA|7DMG|8LWND|9RCVC
228	23241 24631	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3LIT|459VULN|6RCR|7DMG|8CDMG|aTLV
229	33322 24525	   	162.20	DCR|3VULN|2DMG|1DUR	12LIT|37DMG|49aVULN|5DUR|6RCR|8LWND
230	33313 23778	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12LIT|3DMG|4AART|5MBVNT|67VULN|8DUR|9RCR|aCDMG
231	41113 11212	   	162.11	ACR|2VULN|3ZMB|1AART|1DUR	17TLV|27aZMB|3RCR|4LWND|5CGEN|67VULN|7BPWR|8AART|9DUR
232	41163 11212	   	162.01	ACR|2VULN|3ZMB|1AART|1DUR	17TLV|27aZMB|3RCR|4ERES|5LHND|67VULN|7BPWR|8AART|9DUR
233	36221 45221	   	161.95	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3DMG|4BELT|59VULN|6AART|7RCR|8aRCVC
234	41122 43361	   	161.95	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5VULN|6FLTHEA|79DMG|8LWND|aRCVC
235	41123 11511	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LWND|8VULN|aDMSP
236	41123 11515	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LWND|8VULN|aRPLT
237	41123 11516	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LWND|8VULN|aBELT
238	41123 14111	   	161.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RPLT|9VULN|aBELT
239	41123 14112	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RPLT|9VULN|aLIT
240	41123 14113	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RPLT|9VULN|aCGEN
241	41123 14115	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RPLT|9VULN|aLHND
242	41123 14212	   	161.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RMIN|9MLV|aVULN
243	41123 14222	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RMIN|9LWND|aVULN
244	41123 14322	   	161.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8MLV|9BEXP|aVULN
245	41123 14332	   	161.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8MLV|9LWND|aVULN
246	41123 14362	   	161.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8MLV|9RMIN|aVULN
247	41123 15112	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7CGEN|8BELT|aVULN
248	41123 16235	   	161.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1TLV|2ZMB|3RCR|4aCDMG|5AART|6DMG|7LIT|8VULN|9FEWX
249	41123 16251	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LIT|8VULN|aLWND
250	41123 16262	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|4aCDMG|5AART|6DMG|7LIT|8VULN|9CGEN
251	41123 13462	   	161.88	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5AART|69DMG|7ERES|8RCVC|aDUR
252	41122 45232	   	161.88	ACR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5VULN|6FLTHEA|7AART|8ASPD|9DUR|aFEWX
253	51352 23253	   	161.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|27AART|3DMG|4RPLT|5DUR|6RCR|8VULN|9ZMB|aFEWX
254	41123 11513	   	161.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LWND|8VULN|aNUKE
255	41123 13112	   	161.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7ERES|8BELT|aVULN
256	41123 14252	   	161.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8RMIN|9ERES|aVULN
257	41123 14352	   	161.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8MLV|9ERES|aVULN
258	41123 14633	   	161.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8AIRHEL|9VULN|aLHND
259	41123 16253	   	161.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|49CDMG|5AART|6DMG|7LIT|8VULN|aSNIHEL
260	41122 45213	   	161.78	ACR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5VULN|6FLTHEA|7AART|8ASPD|9LEGI|aDUR
261	41123 21332	   	161.75	ACR|2VULN|1AART|2CDMG|1ZMB	1aTLV|2ZMB|3RCR|4aCDMG|5AART|6LWND|7RCVC|8LHND|9aVULN|aBPWR
262	51353 52313	 * 	161.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|29AART|3DMG|4RPLT|5RCVC|6CDMG|7ZMB|8VULN|aRCR
263	51322 23252	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|27AART|3DMG|4DUST|5RPLT|6RCR|8VULN|9ZMB|aDUR
264	51352 23251	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|27AART|3DMG|4RPLT|5DUR|6RCR|8VULN|9ZMB|aDUST
265	41123 14622	   	161.72	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1TLV|2ZMB|3RCR|47CDMG|5AART|6DMG|8AIRHEL|9DUST|aVULN
266	41133 12254	   	161.70	ACR|2DMG|1AART|1VULN|2ZMB	1aTLV|24ZMB|3RCR|5aDMG|6VULN|7LWND|8AART|9aBEXP|aBPWR
267	41113 11223	   	161.70	ACR|2VULN|1AART|1DMG|2ZMB	17TLV|27ZMB|3RCR|4LWND|5CGEN|67VULN|7BPWR|8AART|9LIT|aDMG
268	41113 11252	   	161.70	ACR|2VULN|1AART|1DMG|2ZMB	17TLV|27ZMB|3RCR|4LWND|5CGEN|67VULN|7BPWR|8AART|9BEXP|aDMG
269	51361 16311	   	161.63	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3DMG|4LWND|5VULN|6LIT|7RCR|8DUR|9ZMB|aCDMG
270	41133 11311	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7MLV|8AART|aCGEN
271	41133 11314	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7MLV|8AART|aLHND
272	41133 11316	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7MLV|8AART|aRPLT
273	41133 11351	   	161.60	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|59DMG|6VULN|7MLV|8AART|aCGEN
274	41133 11354	   	161.60	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|59DMG|6VULN|7MLV|8AART|aLHND
275	41133 11356	   	161.60	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|59DMG|6VULN|7MLV|8AART|aRPLT
276	41133 12252	   	161.60	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|5aDMG|6VULN|7LWND|8AART|9BEXP
277	41133 12253	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|6aVULN|7LWND|8AART|9BEXP
278	41133 12262	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7LWND|8AART|aMLV
279	41163 11225	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	17TLV|27ZMB|3RCR|4ERES|5LHND|67VULN|7BPWR|8AART|9LIT|aDMG
280	41163 11252	   	161.60	ACR|2VULN|1AART|1DMG|2ZMB	17TLV|27ZMB|3RCR|4ERES|5LHND|67VULN|7BPWR|8AART|9BEXP|aDMG
281	51281 72344	   	161.53	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3MBVNT|4CGEN|5VULN|6ZMB|7RCR|8DUR|9DMG|aCDMG
282	51321 16311	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|3DMG|4DUST|5VULN|6LIT|7RCR|8DUR|9ZMB|aCDMG
283	51324 26311	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|3DMG|4DUST|5LIT|6VULN|7RCR|8DUR|9ZMB|aCDMG
284	41113 11561	   	161.51	ACR|2VULN|3ZMB|1AART|1ASPD	17TLV|278ZMB|3RCR|4LWND|5CGEN|67VULN|7BPWR|9AART|aASPD
285	51361 22122	   	161.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	19LHND|2AART|38DMG|4LWND|5VULN|6ASPD|7RCR|aDUR
286	51461 22122	   	161.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	19LHND|2AART|3ASPD|4LWND|5VULN|68DMG|7RCR|aDUR
287	41133 11312	   	161.50	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7MLV|8AART|aDUST
288	41133 11315	   	161.50	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7MLV|8AART|aERES
289	41133 11352	   	161.50	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|59DMG|6VULN|7MLV|8AART|aDUST
290	41133 11355	   	161.50	ACR|2DMG|1AART|1VULN|2ZMB	1TLV|24ZMB|3RCR|59DMG|6VULN|7MLV|8AART|aERES
291	41133 12265	   	161.50	ACR|2VULN|1AART|1DMG|2ZMB	1TLV|24ZMB|3RCR|5DMG|69VULN|7LWND|8AART|aDUST
292	33322 24352	   	161.40	DCR|2VULN|2DMG|2ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8aZMB
293	35322 24352	   	161.40	DCR|2VULN|2DMG|2ZMB|1DUR	1LIT|2DMSP|37DMG|49VULN|5DUR|6RCR|8aZMB
294	51211 22171	   	161.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2AART|3MBVNT|4MLV|5VULN|6ASPD|7RCR|8aDMG|9DUR
295	51231 52171	   	161.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2AART|3MBVNT|4aDMG|5VULN|6MLV|7RCR|8ASPD|9DUR
296	51231 82171	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3MBVNT|4aDMG|5VULN|6CGEN|7RCR|8ASPD|9DUR
297	51271 82341	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3MBVNT|4ASPD|5VULN|6CGEN|7RCR|8DUR|9aDMG
298	51281 22171	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3MBVNT|4CGEN|5VULN|6ASPD|7RCR|8aDMG|9DUR
299	51281 22341	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3MBVNT|4CGEN|5VULN|6ASPD|7RCR|8DUR|9aDMG
300	51321 16116	   	161.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|3DMG|4DUST|58VULN|6LIT|7RCR|9DUR|aASPD
301	51321 22261	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3aDMG|4DUST|5VULN|6ASPD|7RCR|8RMIN|9DUR
302	51421 22261	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3ASPD|4DUST|5VULN|6aDMG|7RCR|8RMIN|9DUR
303	51231 82184	   	161.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|3MBVNT|4DMG|59VULN|6CGEN|7RCR|8ASPD|aDUR
304	51281 22184	   	161.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|3MBVNT|4CGEN|59VULN|6ASPD|7RCR|8DMG|aDUR
305	51321 16326	   	161.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|3DMG|4DUST|59VULN|6LIT|7RCR|8DUR|aASPD
306	51321 22121	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|38DMG|4DUST|5VULN|6ASPD|7RCR|9DUR|aDMSP
307	51321 22123	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|38DMG|4DUST|5VULN|6ASPD|7RCR|9DUR|aCGEN
308	51321 22126	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|38DMG|4DUST|5VULN|6ASPD|7RCR|9DUR|aLWND
309	51421 16111	   	161.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|3ASPD|4DUST|58VULN|6LIT|7RCR|9DUR|aDMG
310	51421 16321	   	161.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|3ASPD|4DUST|59VULN|6LIT|7RCR|8DUR|aDMG
311	51421 22121	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3ASPD|4DUST|5VULN|68DMG|7RCR|9DUR|aDMSP
312	51421 22123	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3ASPD|4DUST|5VULN|68DMG|7RCR|9DUR|aCGEN
313	51421 22126	   	161.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3ASPD|4DUST|5VULN|68DMG|7RCR|9DUR|aLWND
314	51322 23226	   	161.37	DCR|2AART|2VULN|1DMG	1LHND|27AART|3DMG|4DUST|5RPLT|6RCR|8aVULN|9RMIN
315	51322 23232	   	161.37	DCR|2AART|2VULN|1DMG	1LHND|27AART|3DMG|4DUST|5RPLT|6RCR|8aVULN|9BEXP
316	51231 32171	   	161.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2AART|3MBVNT|4aDMG|5VULN|6ERES|7RCR|8ASPD|9DUR
317	51271 32171	   	161.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2AART|3MBVNT|4ASPD|5VULN|6ERES|7RCR|8aDMG|9DUR
318	51231 32184	   	161.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2AART|3MBVNT|4DMG|59VULN|6ERES|7RCR|8ASPD|aDUR
319	51271 32184	   	161.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2AART|3MBVNT|4ASPD|59VULN|6ERES|7RCR|8DMG|aDUR
320	51321 22112	   	161.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|38DMG|49DUST|5VULN|6ASPD|7RCR|aDUR
321	51321 22122	   	161.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2AART|38DMG|4DUST|5VULN|6ASPD|7RCR|9DUR|aERES
322	51421 22112	   	161.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2AART|3ASPD|49DUST|5VULN|68DMG|7RCR|aDUR
323	51421 22122	   	161.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LHND|2AART|3ASPD|4DUST|5VULN|68DMG|7RCR|9DUR|aERES
324	51322 23246	   	161.27	DCR|2AART|2VULN|1DMG	1LHND|27AART|3DMG|4DUST|5RPLT|6RCR|8aVULN|9ERES
