0	Index      	 *	Score 	Summary	Detail	
1	16124 33332	 * 	208.05	DCR|3DMG|2VULN|1AART|1CDMG|2DUR	129DMG|29BPWR|39DUR|4AART|5LIT|6RCR|7ERES|89VULN|aCDMG
161	16125 22313	   	184.27	DCR|3DMG|1AART|3DUR|2ZMB|2ASPD	126DMG|26aBPWR|356DUR|4AART|7aZMB|8RCR|9aASPD
162	16125 32314	   	184.27	DCR|3DMG|1AART|3DUR|2ZMB|2ASPD	127DMG|27BPWR|357DUR|4AART|67ZMB|8RCR|9aASPD
163	16124 36321	   	184.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4AART|5LIT|6RCR|7ZMB|89VULN|aDUST
164	13324 36233	   	184.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|23VULN|4AART|5LIT|6RCR|7ZMB|9LEGI|aDUR
165	13324 36234	   	184.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|23VULN|4AART|5LIT|6RCR|7ZMB|9LEGI|aASPD
166	13324 36251	   	184.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|23VULN|4AART|5LIT|6RCR|7ZMB|9DUR|aDUST
167	13632 41422	   	184.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|2aVULN|3CDMG|4LHND|59AART|6RCR|7ZMB|8LEGI
168	13632 43512	 * 	184.04	DCR|3DMG|1AART|1VULN|2CDMG	18aDMG|2VULN|3aCDMG|4LHND|5AART|6RCR|7FEWX|9aBEXP|aBPWR
169	33154 52831	   	183.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|2MBVNT|3RCVC|49CDMG|5NUKE|6RCR|79DMG|8AART|9BPWR|aRPLT
170	33154 52832	   	183.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|2MBVNT|3RCVC|49CDMG|5NUKE|6RCR|79DMG|8AART|9BPWR|aMLV
171	33154 52833	   	183.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|2MBVNT|3RCVC|49CDMG|5NUKE|6RCR|79DMG|8AART|9BPWR|aLHND
172	33153 52821	   	183.88	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|2MBVNT|3RCVC|4aCDMG|59ERES|6RCR|79DMG|8AART|9BPWR
173	13662 43132	   	183.87	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1DMG|2aVULN|3CDMG|4BEXP|5AART|6RCR|7aFEWX|8DUR|9aZMB|aBPWR
174	16124 31236	   	183.85	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	128DMG|28BPWR|38DUR|4AART|578LIT|6RCR|9VULN|aASPD
175	16266 21112	   	183.79	ACR|2DMG|2AART|1VULN|1CDMG|1FLTHEA	12DMG|2BPWR|3LIT|4RCR|5CDMG|6RMIN|78AART|9VULN|aFLTHEA
176	16122 21161	   	183.76	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	12DMG|2BPWR|38DUR|49AART|5RPLT|6VULN|7RCR|aCDMG
177	13331 66142	   	183.72	DCR|3VULN|2DMG|1AART|1CDMG	14DMG|234VULN|4BPWR|5DUST|6CDMG|7RPLT|8AART|9BEXP|aRCR
178	13331 66152	   	183.72	DCR|3VULN|2DMG|1AART|1CDMG	14DMG|234VULN|4BPWR|5DUST|6CDMG|7RPLT|8AART|9LWND|aRCR
179	13332 14623	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6RMIN|9LHND|aRCR
180	13332 14633	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6RMIN|9LWND|aRCR
181	13332 14663	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6RMIN|9FEWX|aRCR
182	13332 24623	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6BEXP|9CGEN|aRCR
183	13332 24653	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6BEXP|9RMIN|aRCR
184	13332 54623	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6MLV|9LHND|aRCR
185	13332 54633	   	183.70	DCR|5VULN|2DMG|1ZMB	14DMG|23478VULN|4BPWR|5ZMB|6MLV|9LWND|aRCR
186	13336 66131	   	183.61	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|234VULN|4BPWR|5MBVNT|6RPLT|7RCR|8BEXP|9AART|aASPD
187	13315 34621	   	183.31	DCR|3DMG|2AART|2VULN	178DMG|23VULN|47DUST|59AART|67LWND|7BPWR|aRCR
188	16122 21432	   	183.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	12DMG|2BPWR|39DUR|4AART|5RPLT|6aVULN|7RCR|8ASPD
189	16316 62331	   	183.18	ACR|3DMG|2VULN|1AART|1DUR|1SELL	129DMG|29BPWR|3MGNLIT|49VULN|5RCR|6AART|79ERES|8SELL|aDUR
190	13336 66443	   	183.01	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|234VULN|4BPWR|5MBVNT|6RPLT|7RCR|8MLV|9ASPD|aAART
191	16316 12125	   	182.83	ACR|3DMG|2VULN|1AART|1DUR	12aDMG|2BPWR|3MGNLIT|48VULN|5RCR|6DUR|7AART|9RCVC
192	16262 34113	   	182.81	ACR|3VULN|3DMG|1ASPD|1DUR	12aDMG|2BPWR|3LIT|4RCR|578VULN|6ASPD|9DUR
193	16122 21413	   	182.75	DCR|2AART|2DMG|1VULN|1ZMB|1DUR|1ASPD	12DMG|2BPWR|3DUR|49AART|5RPLT|6VULN|7RCR|8ASPD|aZMB
194	13336 66224	   	182.62	DCR|4VULN|3DMG	149DMG|2348VULN|4BPWR|5MBVNT|6RPLT|7RCR|aBEXP
195	16122 21524	   	182.57	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	128DMG|2BPWR|3DUR|4AART|5RPLT|6VULN|7RCR|9aASPD
196	13336 66221	   	182.52	DCR|4VULN|3DMG	149DMG|2348VULN|4BPWR|5MBVNT|6RPLT|7RCR|aERES
197	13336 66222	   	182.52	DCR|4VULN|3DMG	149DMG|2348VULN|4BPWR|5MBVNT|6RPLT|7RCR|aBASHEA
198	16262 14322	   	182.49	ACR|3VULN|3DMG|1CDMG	129DMG|2BPWR|3LIT|4RCR|57aVULN|6ERES|8CDMG
199	13324 32223	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|239VULN|4AART|5LIT|6RCR|7LWND|8ZMB|aDUR
200	13324 32224	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|239VULN|4AART|5LIT|6RCR|7LWND|8ZMB|aASPD
201	13324 33156	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|239VULN|4AART|5LIT|6RCR|7MGNLIT|8ZMB|aASPD
202	13324 36313	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|238VULN|4AART|5LIT|6RCR|7ZMB|9LHND|aDUR
203	13324 36314	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|238VULN|4AART|5LIT|6RCR|7ZMB|9LHND|aASPD
204	13324 36623	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|239VULN|4AART|5LIT|6RCR|7ZMB|8LWND|aDUR
205	13324 36421	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|239VULN|4AART|5LIT|6RCR|7ZMB|8DUR|aDUST
206	13324 36333	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|238VULN|4AART|5LIT|6RCR|7ZMB|9LEGI|aDUR
207	13324 36334	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|238VULN|4AART|5LIT|6RCR|7ZMB|9LEGI|aASPD
208	13324 36351	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|238VULN|4AART|5LIT|6RCR|7ZMB|9DUR|aDUST
209	13324 32131	   	182.27	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7LWND|89CGEN|9BPWR|aRMIN
210	13324 32133	   	182.27	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7LWND|89CGEN|9BPWR|aLHND
211	13346 15232	   	182.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|23VULN|4MLV|5BELT|6CDMG|7RCR|8AART|9DUR
212	13324 32132	   	182.17	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7LWND|89CGEN|9BPWR|aERES
213	13324 34531	   	182.17	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7ERES|89BEXP|9BPWR|aRMIN
214	13324 34533	   	182.17	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7ERES|89BEXP|9BPWR|aRCVC
215	13324 34631	   	182.17	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7ERES|89LWND|9BPWR|aRMIN
216	13324 34633	   	182.17	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7ERES|89LWND|9BPWR|aRCVC
217	13324 31143	   	182.07	DCR|3VULN|2DMG|1AART	19DMG|23aVULN|4AART|578LIT|6RCR
218	13324 31632	   	182.07	DCR|3DMG|2VULN|1AART	18aDMG|23VULN|4AART|57LIT|6RCR|9RCVC
219	13324 34532	   	182.07	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7aERES|89BEXP|9BPWR
220	13324 34632	   	182.07	DCR|3VULN|2DMG|1AART	19DMG|239VULN|4AART|5LIT|6RCR|7aERES|89LWND|9BPWR
221	13333 36661	   	182.06	DCR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	14DMG|234VULN|4BPWR|5CANSTR|6ASPD|7LIT|8RCR|9CDMG|aZMB
222	13322 61563	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|23VULN|4AART|5RPLT|6LHND|7RCR|9ASPD|aZMB
223	13324 35421	   	181.92	DCR|3VULN|2DMG|1AART|1SELL	19DMG|239VULN|4AART|59LIT|6RCR|7SELL|8RMIN|9BPWR|aNUKE
224	13322 31563	   	181.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|23VULN|4AART|5RPLT|6DUST|7RCR|9ASPD|aZMB
225	13336 34252	   	181.67	DCR|3VULN|2DMG|1AART|1ZMB	14DMG|234VULN|4BPWR|5MBVNT|6LWND|7AART|8BEXP|9ZMB|aRCR
226	33158 37442	   	181.54	DCR|3VULN|1AART|1DMG|2CDMG	169VULN|2MBVNT|3RCVC|49CDMG|5AART|7RCR|89LWND|9BPWR|aDMG
227	16316 12511	   	181.53	ACR|3DMG|1AART|1VULN|2DUR|1ZMB	129DMG|2BPWR|3MGNLIT|4VULN|5RCR|6aDUR|7AART|8ZMB
228	16124 32142	   	181.50	DCR|3DMG|1AART|1CDMG|2DUR|1ZMB	127DMG|27BPWR|37DUR|4AART|57LIT|6RCR|8RCVC|9ZMB|aCDMG
229	13142 61216	   	181.47	DCR|2VULN|2AART|1DMG|2ASPD|1CDMG	1DMG|25VULN|3CGEN|4CDMG|6aAART|79ASPD|8RCR
230	12132 46522	   	181.42	DCR|3DMG|2VULN|1AART|1SELL	18aDMG|2SELL|3aFEWX|4LHND|5AART|6RCR|7LWND|9aVULN|aBPWR
231	12432 43522	   	181.32	DCR|3DMG|2VULN|1AART|1SELL	18aDMG|2SELL|3LEGI|4LHND|5AART|6RCR|7aFEWX|9aVULN|aBPWR
232	16122 21525	   	181.25	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	128DMG|2BPWR|3aDUR|4AART|5RPLT|6VULN|7RCR|9ASPD
233	33813 71332	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2MBVNT|39DUR|5FEWX|6RCR|7LHND|89DMG|9BPWR|aCDMG
234	33813 74332	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2MBVNT|39DUR|5FEWX|6RCR|7BEXP|89DMG|9BPWR|aCDMG
235	12152 42325	   	181.22	DCR|3VULN|2DMG|1AART|1SELL	19DMG|2SELL|3FEWX|49aVULN|5AART|6RCR|7RCVC|89ERES|9BPWR
236	12152 43325	   	181.22	DCR|3VULN|2DMG|1AART|1SELL	19DMG|2SELL|37FEWX|49aVULN|5AART|6RCR|89ERES|9BPWR
237	12532 43522	   	181.22	DCR|3DMG|2VULN|1AART|1SELL	18aDMG|2SELL|3aDUST|4LHND|5AART|6RCR|7FEWX|9aVULN|aBPWR
238	13331 54431	   	181.21	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|234VULN|4BPWR|5DUST|6RPLT|7LWND|8RCR|9AART|aASPD
239	33814 71332	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2MBVNT|39DUR|5DUST|6RCR|7LHND|89DMG|9BPWR|aCDMG
240	33814 74332	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2MBVNT|39DUR|5DUST|6RCR|7BEXP|89DMG|9BPWR|aCDMG
241	16122 21164	   	181.11	DCR|2AART|2DMG|1VULN|2DUR|1ZMB	12DMG|2BPWR|38DUR|49AART|5RPLT|6VULN|7RCR|aZMB
242	16316 13421	   	181.03	ACR|3DMG|2VULN|1AART|1DUR	129DMG|2BPWR|3MGNLIT|48VULN|5RCR|6DUR|7RCVC|aAART
243	33152 47442	   	180.94	DCR|3VULN|1AART|1DMG|2CDMG	159VULN|2MBVNT|3RCVC|49CDMG|6AART|7RCR|89LWND|9BPWR|aDMG
244	16124 32361	   	180.93	DCR|3DMG|1AART|1VULN|3DUR	127DMG|279BPWR|379DUR|4AART|579LIT|6RCR|89MLV|aVULN
245	16316 12353	   	180.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	12DMG|2BPWR|3MGNLIT|4aVULN|5RCR|6DUR|7AART|8CDMG|9FEWX
246	16366 32133	   	180.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	12DMG|2BPWR|3MGNLIT|4DUR|5RCR|6LWND|7AART|8aVULN|9CDMG
247	16316 32633	   	180.75	ACR|3DMG|2AART|1VULN|1ZMB	128DMG|2BPWR|3MGNLIT|4VULN|5RCR|6LHND|79AART|aZMB
248	16136 32133	   	180.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	12DMG|2BPWR|3DUR|4AIRHEL|5RCR|6LWND|7AART|8aVULN|9CDMG
249	12152 46332	 * 	180.62	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aDMG|2SELL|3FEWX|4aVULN|5AART|6RCR|7LHND|8BEXP|9aZMB|aBPWR
250	12152 41532	 * 	180.62	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	19DMG|2SELL|38FEWX|49VULN|5AART|6RCR|79ZMB|9BPWR|aMLV
251	12152 41533	 * 	180.62	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	19DMG|2SELL|38FEWX|49VULN|5AART|6RCR|79ZMB|9BPWR|aLHND
252	13632 42152	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4LHND|5AART|6RCR|7RCVC|8LWND|9aDUR|aBPWR
253	13632 43132	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4LHND|5AART|6RCR|7FEWX|8aDUR|9DMSP|aBPWR
254	13632 43152	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4LHND|5AART|6RCR|7FEWX|8aDUR|9RCVC|aBPWR
255	13632 43162	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|49LHND|5AART|6RCR|7FEWX|8aDUR|aBPWR
256	13632 43252	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4LHND|5AART|6RCR|78FEWX|9aDUR|aBPWR
257	13662 42132	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4BEXP|5AART|6RCR|7RCVC|8LWND|9aDUR|aBPWR
258	13662 43112	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4BEXP|5AART|6RCR|79FEWX|8aDUR|aBPWR
259	13662 43232	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|4BEXP|5AART|6RCR|78FEWX|9aDUR|aBPWR
260	13662 43332	   	180.62	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDMG|2VULN|3aCDMG|48BEXP|5AART|6RCR|7FEWX|9aDUR|aBPWR
261	13631 13818	 * 	180.56	DCR|3DMG|2VULN|2CDMG|2DUR	17aDMG|27VULN|3aCDMG|4LHND|57CGEN|6MBVNT|7aBPWR|8aDUR|9RCR
262	12552 43332	 * 	180.52	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aDMG|2SELL|3DUST|4aVULN|5AART|6RCR|7FEWX|8BEXP|9aZMB|aBPWR
263	12452 43332	 * 	180.52	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aDMG|2SELL|3LEGI|4aVULN|5AART|6RCR|7FEWX|8BEXP|9aZMB|aBPWR
264	13336 37332	   	180.51	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|234VULN|4BPWR|5MBVNT|6LWND|7NUKE|8RCR|9ASPD|aAART
265	13324 32256	   	180.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|23VULN|4AART|5LIT|6RCR|7LWND|8ZMB|9DUR|aCDMG
266	13322 31412	   	180.37	DCR|3VULN|2AART|1DMG|1ASPD	1DMG|23aVULN|49AART|5RPLT|6DUST|7RCR|8ASPD
267	16125 22314	   	180.32	DCR|3DMG|1AART|3DUR|2ASPD|1ZMB	126DMG|26BPWR|356DUR|4AART|7ZMB|8RCR|9aASPD
268	13322 61142	 * 	180.26	DCR|2VULN|2DMG|1AART|3DUR	1aDMG|23VULN|4AART|5RPLT|6aLHND|7RCR|89aDUR|aBPWR
269	16124 33324	   	180.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	12DMG|2BPWR|3DUR|4AART|5LIT|6RCR|7ERES|89VULN|aASPD
270	33463 42414	   	180.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	15VULN|2MBVNT|3RMIN|48DMG|6AART|7ZMB|9CDMG|aRCR
271	14622 21142	   	180.16	DCR|2VULN|2DMG|1AART|3DUR	1aDMG|2LEGI|3DMSP|4AART|5RPLT|6aVULN|7RCR|89aDUR|aBPWR
272	13336 12718	   	180.11	DCR|4VULN|2DMG|1ZMB|1DUR	14DMG|2348VULN|4BPWR|5MBVNT|6RCVC|7DUR|9RCR|aZMB
273	13322 31142	   	180.06	DCR|2VULN|2DMG|1AART|3DUR	1aDMG|23VULN|4AART|5RPLT|6aDUST|7RCR|89aDUR|aBPWR
274	31216 63333	 * 	180.04	ACR|4VULN|2DMG|2ZMB	1479VULN|29FEWX|3LWND|5RCR|6aZMB|89DMG|9BPWR
275	13324 32323	   	180.02	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|23VULN|4AART|59LIT|6RCR|79LWND|8SELL|9BPWR|aCDMG
276	31616 63333	   	179.94	ACR|4VULN|2DMG|2ZMB	1479VULN|29FEWX|3DUST|5RCR|6aZMB|89DMG|9BPWR
277	31418 43333	 * 	179.93	DCR|4VULN|2DMG|2CDMG	1579VULN|25FEWX|3RPLT|4MBVNT|59BPWR|69CDMG|89DMG|aRCR
278	13322 61512	   	179.87	DCR|3DMG|2VULN|1AART	18aDMG|23VULN|4AART|5RPLT|6aLHND|7RCR|9aBEXP|aBPWR
279	31412 43333	   	179.83	DCR|4VULN|2DMG|2CDMG	1579VULN|2FEWX|3RPLT|4MBVNT|69CDMG|89DMG|9BPWR|aRCR
280	31412 45733	   	179.83	DCR|4VULN|2DMG|2CDMG	1589VULN|2FEWX|3RPLT|4MBVNT|69CDMG|79DMG|9BPWR|aRCR
281	13324 32333	   	179.82	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|23VULN|4AART|5LIT|6RCR|7LWND|8SELL|aCDMG
282	22332 41626	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3LWND|4LHND|5AART|6RCR|7ZMB|8DMG|9aVULN
283	22352 41232	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|38LWND|49VULN|5AART|6RCR|7ZMB|aDMG
284	13331 66314	   	179.77	DCR|3VULN|3DMG|1CDMG	14aDMG|234VULN|4BPWR|5DUST|6CDMG|7RPLT|8RCR|9BEXP
285	13331 66324	   	179.77	DCR|3VULN|3DMG|1CDMG	14aDMG|234VULN|4BPWR|5DUST|6CDMG|7RPLT|8RCR|9FEWX
286	14622 21512	   	179.77	DCR|3DMG|2VULN|1AART	18aDMG|2LEGI|3DMSP|4AART|5RPLT|6aVULN|7RCR|9aBEXP|aBPWR
287	35322 31522	   	179.77	DCR|3VULN|2DMG|1AART	13aVULN|2RMIN|4AART|5RPLT|6DUST|7RCR|8aDMG|9aFEWX|aBPWR
288	13632 41362	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2aVULN|3CDMG|4LHND|5AART|6RCR|7ZMB|8ERES|9ASPD
289	13322 31512	   	179.67	DCR|3DMG|2VULN|1AART	18aDMG|23VULN|4AART|5RPLT|6aDUST|7RCR|9aBEXP|aBPWR
290	13432 61142	   	179.66	DCR|2VULN|2DMG|1AART|3DUR	1aDMG|26VULN|3RPLT|4aFEWX|5AART|7RCR|89aDUR|aBPWR
291	13322 61522	   	179.57	DCR|3VULN|2DMG|1AART	18DMG|23aVULN|4AART|5RPLT|6LHND|7RCR|9TLV
292	35322 31552	   	179.57	DCR|3VULN|2DMG|1AART	13aVULN|2RMIN|4AART|5RPLT|6aDUST|7RCR|8aDMG|9NUKE|aBPWR
293	13632 42412	   	179.56	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2aVULN|3CDMG|4LHND|5AART|6RCR|7RCVC|8MBVNT|9aBEXP|aBPWR
294	13322 31522	   	179.47	DCR|3VULN|2DMG|1AART	18DMG|23aVULN|4AART|5RPLT|6DUST|7RCR|9TLV
295	13432 61132	   	179.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|26aVULN|3RPLT|4FEWX|5AART|7RCR|8DUR|9ZMB
296	16316 62113	   	179.39	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	129DMG|2BPWR|3MGNLIT|4VULN|5RCR|6AART|7ERES|8DUR|aCDMG
297	31116 63333	   	179.37	ACR|3VULN|2DMG|3ZMB	179VULN|2FEWX|3RCVC|4LEGI|5RCR|69aZMB|89DMG|9BPWR
298	16125 22232	   	179.35	DCR|3DMG|3ZMB|1AART|3DUR	126DMG|26BPWR|356DUR|4AART|789ZMB|aRCR
299	33511 36218	   	179.30	DCR|4VULN|2DMG|2DUR	158aVULN|2MBVNT|34RPLT|6aDMG|7RCR|9aDUR|aBPWR
300	13632 41252	   	179.29	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1aDMG|2VULN|3aCDMG|4LHND|5AART|6RCR|7ZMB|8aLWND|9NUKE|aBPWR
301	16136 22613	   	179.29	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	129DMG|2BPWR|3DUR|4AIRHEL|5RCR|6AART|7ERES|8VULN|aCDMG
302	13432 61512	   	179.27	DCR|3DMG|2VULN|1AART	18aDMG|26VULN|3RPLT|4aFEWX|5AART|7RCR|9aBEXP|aBPWR
303	13333 35426	   	179.26	DCR|3VULN|3DMG|1ZMB|1ASPD	149DMG|234VULN|4BPWR|5CANSTR|6ASPD|7ZMB|8FEWX|aRCR
304	31326 62163	   	179.25	DCR|3VULN|3CDMG|1AART|2DUR	19aVULN|2FEWX|3BELT|49DUR|589CDMG|6AART|7RCR|9BPWR
305	16122 21436	   	179.25	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	12DMG|2BPWR|39DUR|4AART|5RPLT|6VULN|7RCR|8ASPD|aCDMG
306	12152 42321	   	179.22	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|2SELL|3FEWX|49VULN|5AART|6RCR|7RCVC|89ERES|9BPWR|aCDMG
307	12152 43321	   	179.22	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|2SELL|37FEWX|49VULN|5AART|6RCR|89ERES|9BPWR|aCDMG
308	22152 41532	 * 	179.21	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|2ASPD	19CDMG|29ASPD|38FEWX|4VULN|5AART|6RCR|79ZMB|9BPWR|aDMG
309	13662 41232	   	179.19	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1DMG|2aVULN|39CDMG|4BEXP|5AART|6RCR|7ZMB|8LWND
310	14432 31522	   	179.17	DCR|3DMG|2VULN|1AART	18aDMG|2LEGI|3RPLT|46aFEWX|5AART|7RCR|9aVULN|aBPWR
311	13662 41123	   	179.15	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1SELL	19DMG|2VULN|39CDMG|4BEXP|5AART|6RCR|7ZMB|89LIT|9BPWR|aSELL
312	12552 42321	   	179.12	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	19DMG|2SELL|3DUST|49VULN|5AART|6RCR|7RCVC|89ERES|9BPWR|aCDMG
313	13142 61241	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|259VULN|3CGEN|4CDMG|6AART|7ASPD|8RCR|aLIT
314	13211 52526	   	178.97	ACR|3VULN|3DMG|2DUR	179DMG|29aVULN|37FEWX|47DUR|5RCR|6RPLT|79BPWR|89DUST
315	13142 61243	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|259VULN|3CGEN|4CDMG|6AART|7ASPD|8RCR|aDUST
316	33155 34246	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	189VULN|2MBVNT|3RCVC|4CDMG|5DUR|6DMG|7RCR|aAART
317	33843 71332	   	178.96	DCR|2VULN|2DMG|1AART|3DUR	19VULN|2MBVNT|349DUR|5FEWX|6RCR|7LHND|89DMG|9BPWR|aAART
318	33247 44452	   	178.95	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	17VULN|2MBVNT|38LWND|47DUR|57DMG|6AART|7BPWR|9ZMB|aRCR
319	12132 31622	   	178.92	DCR|3DMG|2VULN|1AART|1SELL	18aDMG|2SELL|3FEWX|4aLHND|5AART|6MBVNT|7RCR|9aVULN|aBPWR
320	16316 12613	   	178.89	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	128DMG|2BPWR|3MGNLIT|4VULN|5RCR|6DUR|7AART|9CGEN|aCDMG
321	13322 61533	 * 	178.87	DCR|2VULN|2DMG|1AART|2ZMB	18DMG|23VULN|4AART|5RPLT|6LHND|7RCR|9aZMB
322	33844 71332	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	19VULN|2MBVNT|349DUR|5DUST|6RCR|7LHND|89DMG|9BPWR|aAART
323	33813 88332	   	178.85	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2MBVNT|39DUR|5FEWX|6LHND|7RCR|89DMG|9BPWR|aCDMG
