0	Index      	 *	Score 	Summary	Detail	
1	32231 63662	 * 	197.43	ACR|4VULN|2DMG|1AART|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aAART
171	35231 52521	   	177.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2CGEN|35aVULN|4RCR|6DMG|7RMIN|8ZMB|9AART
172	31231 52521	   	177.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ERES|35aVULN|4RCR|6DMG|7RMIN|8ZMB|9AART
173	32231 52521	   	177.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2TLV|35aVULN|4RCR|6DMG|7RMIN|8ZMB|9AART
174	61121 31185	   	177.32	DCR|3DMG|2VULN|1CDMG|1ZMB	134DMG|2MBVNT|5ZMB|6CDMG|7RCR|8DUST|9aVULN
175	31236 16314	   	177.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9RCVC
176	31236 26314	   	177.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|36aVULN|4RCR|5AART|7DMG|8ASPD|9RCVC
177	32236 16314	   	177.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9RCVC
178	32236 26314	   	177.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2TLV|36aVULN|4RCR|5AART|7DMG|8ASPD|9RCVC
179	61654 34113	   	177.27	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD|1SELL	1aDMG|2MBVNT|3ZMB|4SELL|5aCDMG|6RCR|7ASPD|8DUST|9aVULN|aBPWR
180	31231 36236	   	177.27	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|358VULN|4RCR|6ZMB|7CDMG|9ASPD|aAART
181	52223 31146	   	177.26	DCR|2VULN|2DMG|2AART|1ZMB	13VULN|2TLV|49DMG|5ERES|6ZMB|78AART|aRCR
182	31231 56231	 * 	177.23	ACR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|358aVULN|4RCR|6DMG|7CDMG|9ASPD
183	32231 56261	   	177.23	ACR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2TLV|358aVULN|4RCR|6DMG|7CDMG|9ASPD
184	61177 34211	   	177.06	DCR|2AART|2VULN|2DMG	13DMG|2MBVNT|4ERES|58AART|6RCR|7FEWX|9aVULN
185	31233 63662	   	177.03	ACR|4VULN|2DMG|1DUR	1DUR|2ERES|367aVULN|4RCR|5RCVC|89DMG
186	61284 24354	   	176.92	DCR|3VULN|2DMG|1AART|1SELL	16DMG|2MBVNT|3SELL|4AART|57aVULN|8RCR|9LWND
187	61284 24325	   	176.82	DCR|3DMG|2VULN|1AART|1SELL	16aDMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9ERES
188	61284 24326	   	176.82	DCR|3VULN|2DMG|1AART|1SELL	16DMG|2MBVNT|3SELL|4AART|57aVULN|8RCR|9ERES
189	61177 32311	   	176.62	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8CGEN|9aVULN
190	51241 11226	   	176.57	DCR|3VULN|2DMG|1AART	134VULN|2ERES|5AART|6LWND|7aDMG|8RCR|9CGEN
191	51241 11236	   	176.57	DCR|3VULN|2DMG|1AART	134VULN|2ERES|5AART|69LWND|7aDMG|8RCR
192	52241 11226	   	176.57	DCR|3VULN|2DMG|1AART	134VULN|2TLV|5AART|6LWND|7aDMG|8RCR|9CGEN
193	61446 32134	   	176.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2MBVNT|38VULN|4LWND|5CDMG|6RCR|78FEWX|8BPWR|9LIT|aAART
194	31232 55523	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|4RCR|5CGEN|6DMG|7AART|8CDMG|9ZMB
195	61177 32411	   	176.52	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8TLV|9aVULN
196	22231 56362	   	176.49	ACR|3VULN|2DMG|1AART	18CGEN|2FEWX|357VULN|4RCR|69DMG|aAART
197	22231 62662	   	176.49	ACR|3VULN|2DMG|1AART	1CGEN|27FEWX|356VULN|4RCR|89DMG|aAART
198	23231 25662	   	176.49	ACR|3VULN|2DMG|1AART	1CGEN|26BEXP|357VULN|4RCR|89DMG|aAART
199	63113 52321	   	176.46	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2BEXP|4LIT|5MLV|6RCR|7CDMG|89VULN|aAART
200	61126 52344	   	176.45	DCR|3DMG|2VULN|1CDMG|2DUR	134DMG|2MBVNT|59DUR|69VULN|79LWND|8RCR|9BPWR|aCDMG
201	61153 62344	   	176.45	DCR|3DMG|2VULN|1CDMG|2DUR	136DMG|2MBVNT|49VULN|59DUR|79LWND|8RCR|9BPWR|aCDMG
202	61121 33341	   	176.43	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	134DMG|2MBVNT|5ZMB|6CDMG|7LHND|8VULN|9AART|aRCR
203	61123 23241	   	176.43	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	134DMG|2MBVNT|5LHND|6CDMG|7VULN|8ZMB|9AART|aRCR
204	31231 61662	   	176.43	ACR|4VULN|2DMG|1DUR	1DUR|2ERES|356aVULN|4RCR|7RCVC|89DMG
205	63111 52321	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2BEXP|4LIT|5TLV|6RCR|7CDMG|89VULN|aAART
206	63115 52321	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2BEXP|4LIT|5ERES|6RCR|7CDMG|89VULN|aAART
207	11148 43673	   	176.35	DCR|3DMG|2VULN|2ASPD|2DUR	1aASPD|2MBVNT|36aDMG|46VULN|5RPLT|6aBPWR|7DUST|8RCR|9aDUR
208	35231 13442	   	176.17	ACR|4VULN|1AART|2DUR|1ZMB	16DUR|2CGEN|3578VULN|4RCR|9ZMB|aAART
209	51233 31266	   	176.13	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2ERES|4DUR|5RCVC|6ZMB|7AART|9RCR|aDMG
210	32231 13442	   	176.07	ACR|4VULN|1AART|2DUR|1ZMB	16DUR|2TLV|3578VULN|4RCR|9ZMB|aAART
211	31246 16211	   	176.05	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|26ERES|369VULN|4AART|5RCR|6BPWR|7DMG
212	31246 26211	   	176.05	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|2ERES|369VULN|4AART|5RCR|7DMG
213	32246 16211	   	176.05	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|26TLV|369VULN|4AART|5RCR|6BPWR|7DMG
214	32246 26211	   	176.05	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|2TLV|369VULN|4AART|5RCR|7DMG
215	22236 16216	   	176.00	ACR|4VULN|1AART|1DMG	1CGEN|26FEWX|3679VULN|4RCR|5AART|6BPWR|8ERES|aDMG
216	31236 16226	   	175.97	ACR|2VULN|2DMG|1AART|2DUR	18DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7aDMG|9CGEN
217	31236 26226	   	175.97	ACR|2VULN|2DMG|1AART|2DUR	18DUR|2ERES|36VULN|4RCR|5AART|7aDMG|9CGEN
218	32236 16226	   	175.97	ACR|2VULN|2DMG|1AART|2DUR	18DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7aDMG|9CGEN
219	32236 26226	   	175.97	ACR|2VULN|2DMG|1AART|2DUR	18DUR|2TLV|36VULN|4RCR|5AART|7aDMG|9CGEN
220	11148 41525	   	175.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|36DMG|46VULN|5RPLT|6BPWR|7ZMB|8RCR|9FEWX|aAART
221	61177 33422	   	175.91	DCR|3DMG|1AART|1VULN|2DUR	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|8VULN|9aDUR
222	22236 26216	   	175.90	ACR|4VULN|1AART|1DMG	1CGEN|2FEWX|3679VULN|4RCR|5AART|8ERES|aDMG
223	11252 43146	   	175.82	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2MBVNT|3679VULN|4AART|5LIT|8DMG|aRCR
224	11116 84244	 * 	175.78	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	14ASPD|2MBVNT|3DMG|5CDMG|6RCR|789VULN|aZMB
225	11826 84244	   	175.78	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	13ASPD|2MBVNT|4DMG|5CDMG|6RCR|789VULN|aZMB
226	35236 16331	   	175.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26CGEN|36aVULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9TLV
227	31233 13666	   	175.77	ACR|2VULN|2DMG|1AART|2DUR	16DUR|2ERES|37VULN|4RCR|5RCVC|89DMG|aAART
228	32233 13662	   	175.77	ACR|2VULN|2DMG|1AART|2DUR	16DUR|2TLV|37VULN|4RCR|5RCVC|89DMG|aAART
229	11226 33363	   	175.75	DCR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|79aDMG
230	11436 33363	   	175.75	DCR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|2MBVNT|3FEWX|48VULN|5CDMG|6RCR|79aDMG
231	31236 16361	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9MLV
232	31236 26361	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|36aVULN|4RCR|5AART|7DMG|8ASPD|9MLV
233	32236 16331	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|aFEWX
234	32236 16335	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|aCGEN
235	32236 16361	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9MLV
236	32236 26331	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2TLV|369VULN|4RCR|5AART|7DMG|8ASPD|aFEWX
237	32236 26335	   	175.68	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2TLV|369VULN|4RCR|5AART|7DMG|8ASPD|aCGEN
238	32236 26361	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2TLV|36aVULN|4RCR|5AART|7DMG|8ASPD|9MLV
239	35236 26331	   	175.68	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2CGEN|36aVULN|4RCR|5AART|7DMG|8ASPD|9TLV
240	23236 16335	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|26BEXP|36aVULN|4RCR|5AART|6BPWR|7DMG|8DMSP|9CDMG
241	23236 16513	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|26BEXP|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX
242	23236 16523	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|26BEXP|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND
243	61446 33723	 * 	175.63	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2MBVNT|37aVULN|4LWND|5CDMG|6RCR|8AART|9RMIN
244	32236 15334	 * 	175.60	ACR|5VULN|1AART|1DUR	1DUR|26TLV|3689aVULN|4RCR|5AART|6BPWR|7FEWX
245	32236 25334	   	175.60	ACR|5VULN|1AART|1DUR	1DUR|2TLV|3689aVULN|4RCR|5AART|7FEWX
246	61285 14324	   	175.58	DCR|3DMG|2AART|1VULN|1SELL	158DMG|2MBVNT|3SELL|4aAART|5BPWR|6RCR|7VULN|9MLV
247	31236 16331	   	175.58	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9TLV
248	31236 26331	   	175.58	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|36aVULN|4RCR|5AART|7DMG|8ASPD|9TLV
249	63121 16613	   	175.56	DCR|3VULN|3DMG|1DUR	134DMG|269BEXP|589VULN|7RCR|9BPWR|aDUR
250	23236 26335	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|2BEXP|36aVULN|4RCR|5AART|7DMG|8DMSP|9CDMG
251	23236 26513	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|2BEXP|36aVULN|4RCR|5AART|7DMG|8CDMG|9FEWX
252	23236 26523	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|2BEXP|36aVULN|4RCR|5AART|7DMG|8CDMG|9LHND
253	22236 16234	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|26FEWX|367VULN|4RCR|5AART|6BPWR|8ERES|9CDMG|aDMG
254	61446 33713	   	175.53	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2MBVNT|37aVULN|4LWND|5CDMG|6RCR|8AART|9NUKE
255	61285 14341	   	175.48	DCR|3DMG|2AART|1VULN|1SELL	158DMG|2MBVNT|3SELL|4aAART|5BPWR|6RCR|7VULN|9CANHEL
256	22236 26234	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|2FEWX|367VULN|4RCR|5AART|8ERES|9CDMG|aDMG
257	35231 11662	   	175.27	ACR|2VULN|2DMG|1AART|2DUR	16DUR|2CGEN|35VULN|4RCR|7RCVC|89DMG|aAART
258	61177 32142	   	175.21	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	139DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8CDMG|aDUR
259	31231 11666	   	175.17	ACR|2VULN|2DMG|1AART|2DUR	16DUR|2ERES|35VULN|4RCR|7RCVC|89DMG|aAART
260	32231 11662	   	175.17	ACR|2VULN|2DMG|1AART|2DUR	16DUR|2TLV|35VULN|4RCR|7RCVC|89DMG|aAART
261	61282 22344	   	175.15	DCR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|5DUR|7ASPD|8RCR|9aVULN
262	61285 14321	   	175.14	DCR|3DMG|1AART|1VULN|1ZMB|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7VULN|9MLV|aZMB
263	61421 38154	 * 	175.08	DCR|2VULN|2DMG|1AART|2CDMG	19DMG|2MBVNT|35VULN|49FEWX|69CDMG|7AART|8BELT|9BPWR|aRCR
264	33535 33241	 * 	174.98	5VULN|3DMG|1AART|2DUR	17DUR|2AART|3RMIN|479DMG|5678aVULN|7BPWR
265	61453 24353	 * 	174.94	DCR|3DMG|1AART|1VULN|2CDMG	189DMG|2MBVNT|3VULN|4AART|59LWND|69CDMG|7BELT|9BPWR|aRCR
266	61411 38154	   	174.88	DCR|2VULN|2DMG|1AART|2CDMG	19DMG|2MBVNT|35VULN|49DUST|69CDMG|7AART|8BELT|9BPWR|aRCR
267	31231 63622	   	174.76	ACR|5VULN|1DMG|2DUR	19DUR|2ERES|3567aVULN|4RCR|8DMG
268	61177 32144	   	174.58	DCR|3DMG|1AART|2CDMG|1ZMB	139DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8aCDMG
269	61147 41384	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2MBVNT|4RMIN|5AART|6CDMG|7FEWX|8RCR|9aVULN
270	52216 52121	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	139VULN|2TLV|4LIT|5DMG|6RCR|7CDMG|8BEXP|aAART
271	61447 24353	   	174.34	DCR|3DMG|1AART|1VULN|2CDMG	189DMG|2MBVNT|3VULN|49LWND|5AART|69CDMG|7BELT|9BPWR|aRCR
272	35231 52612	   	174.32	ACR|4VULN|2DMG|1DUR	1DUR|2CGEN|358aVULN|4RCR|69DMG|7RMIN
273	32231 45334	   	174.30	ACR|5VULN|1AART|1DUR	1DUR|2TLV|3589aVULN|4RCR|6DUST|7AART
274	35236 16212	   	174.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26CGEN|369VULN|4RCR|5AART|6BPWR|7DMG|aLWND
275	35236 16213	   	174.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26CGEN|369VULN|4RCR|5AART|6BPWR|7DMG|aLHND
276	31231 52612	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|2ERES|358aVULN|4RCR|69DMG|7RMIN
277	31231 54612	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|2ERES|358aVULN|4RCR|69DMG|7CGEN
278	31231 63663	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|2ERES|3567VULN|4RCR|89DMG|aFEWX
279	32231 52612	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|2TLV|358aVULN|4RCR|69DMG|7RMIN
280	32231 54612	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|2TLV|358aVULN|4RCR|69DMG|7CGEN
281	32231 63663	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aLIT
282	35236 26212	   	174.13	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2CGEN|369VULN|4RCR|5AART|7DMG|aLWND
283	35236 26213	   	174.13	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2CGEN|369VULN|4RCR|5AART|7DMG|aLHND
284	31231 63661	   	174.12	ACR|4VULN|2DMG|1DUR	1DUR|2aERES|3567VULN|4RCR|89DMG
285	32231 63661	   	174.12	ACR|4VULN|2DMG|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aERES
286	61454 52212	   	174.07	DCR|3VULN|2DMG|1AART	17DMG|2MBVNT|367VULN|4AART|57FEWX|7BPWR|8DUST|9RCVC|aRCR
287	31236 16212	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|369VULN|4RCR|5AART|6BPWR|7DMG|aLWND
288	31236 16213	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|369VULN|4RCR|5AART|6BPWR|7DMG|aLHND
289	31236 16215	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|369VULN|4RCR|5AART|6BPWR|7DMG|aCGEN
290	31236 16224	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|9CGEN
291	31236 16231	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|9LWND
292	31236 16251	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|9LHND
293	31236 26212	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|369VULN|4RCR|5AART|7DMG|aLWND
294	31236 26213	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|369VULN|4RCR|5AART|7DMG|aLHND
295	31236 26215	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|369VULN|4RCR|5AART|7DMG|aCGEN
296	31236 26224	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|36aVULN|4RCR|5AART|7DMG|9CGEN
297	31236 26231	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|36aVULN|4RCR|5AART|7DMG|9LWND
298	31236 26251	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|36aVULN|4RCR|5AART|7DMG|9LHND
299	32236 16212	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|aLWND
300	32236 16213	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|aLHND
301	32236 16215	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|aFEWX
302	32236 16224	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|9CGEN
303	32236 16231	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|9LWND
304	32236 16251	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|9LHND
305	32236 26212	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|369VULN|4RCR|5AART|7DMG|aLWND
306	32236 26213	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|369VULN|4RCR|5AART|7DMG|aLHND
307	32236 26215	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|369VULN|4RCR|5AART|7DMG|aFEWX
308	32236 26224	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|36aVULN|4RCR|5AART|7DMG|9CGEN
309	32236 26231	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|36aVULN|4RCR|5AART|7DMG|9LWND
310	32236 26251	   	174.03	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|36aVULN|4RCR|5AART|7DMG|9LHND
311	33356 12531	   	173.96	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	14DUR|25AART|3LSRHEA|6RCR|7VULN|8ZMB|9ASPD|aDMG
312	35235 22421	 * 	173.95	ACR|2VULN|1DMG|2CDMG|2FLTHEA|1DUR|1ASPD	1DUR|2CGEN|3aVULN|4RCR|5aCDMG|6BASICY|7aFLTHEA|8DMG|9ASPD|aBPWR
313	31236 16214	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26aERES|369VULN|4RCR|5AART|6BPWR|7DMG
314	31236 16261	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|9DUST
315	31236 26214	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2aERES|369VULN|4RCR|5AART|7DMG
316	31236 26261	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|36aVULN|4RCR|5AART|7DMG|9DUST
317	31236 26611	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	1aDUR|28ERES|369VULN|4RCR|5AART|7DMG
318	32236 16214	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|aERES
319	32236 16261	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|9DUST
320	32236 26214	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|369VULN|4RCR|5AART|7DMG|aERES
321	32236 26261	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|36aVULN|4RCR|5AART|7DMG|9DUST
322	62421 33263	   	173.90	DCR|3VULN|2DMG|2DUR|1ZMB	1aDMG|2FEWX|35aVULN|4BEXP|6ZMB|7RPLT|8RCR|9aDUR|aBPWR
323	63421 33263	   	173.90	DCR|3VULN|2DMG|2DUR|1ZMB	1aDMG|2BEXP|35aVULN|4FEWX|6ZMB|7RPLT|8RCR|9aDUR|aBPWR
324	32246 16331	   	173.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26TLV|369VULN|4AART|5RCR|6BPWR|7DMG|8ASPD|aFEWX
325	32246 26331	   	173.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2TLV|369VULN|4AART|5RCR|7DMG|8ASPD|aFEWX
326	11246 33764	   	173.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|37VULN|4LWND|5CDMG|6RCR|8AART|9DMG|aDUR
327	31235 22421	   	173.85	ACR|2VULN|2FLTHEA|1DMG|2CDMG|1DUR|1ASPD	1DUR|2ERES|3aVULN|4RCR|5aCDMG|6BASICY|7aFLTHEA|8DMG|9ASPD|aBPWR
328	32235 22421	   	173.85	ACR|2VULN|1DMG|2FLTHEA|2CDMG|1DUR|1ASPD	1DUR|2TLV|3aVULN|4RCR|5aCDMG|6BASICY|7aFLTHEA|8DMG|9ASPD|aBPWR
329	31233 63626	   	173.84	ACR|3VULN|1AART|1DMG|2DUR	19DUR|2ERES|367VULN|4RCR|5RCVC|8DMG|aAART
330	32233 63622	   	173.84	ACR|3VULN|1AART|1DMG|2DUR	19DUR|2TLV|367VULN|4RCR|5RCVC|8DMG|aAART
331	61634 32613	   	173.80	DCR|3VULN|2DMG|2DUR|1ZMB	19DMG|2MBVNT|3ZMB|49DUR|569VULN|7aRMIN|8RCR|9BPWR
332	61634 32614	   	173.80	DCR|3VULN|2DMG|2DUR|1ZMB	19DMG|2MBVNT|3ZMB|49DUR|569VULN|7RMIN|8RCR|9BPWR|aLWND
333	33316 12256	 * 	173.79	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUR|25AART|3LSRHEA|4RCVC|6RCR|7VULN|89CDMG|aDMG
334	31246 16331	   	173.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|26ERES|36aVULN|4AART|5RCR|6BPWR|7DMG|8ASPD|9TLV
335	31246 26331	   	173.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|36aVULN|4AART|5RCR|7DMG|8ASPD|9TLV
336	31231 56153	   	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|2ERES|35aVULN|4RCR|69DMG|7CDMG|8BEXP
337	61123 52346	   	173.77	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|59LHND|69VULN|79LWND|8RCR|9BPWR|aAART
338	61122 36348	   	173.76	DCR|3DMG|2VULN|1CDMG|1DUR	134DMG|2MBVNT|5RCVC|6DUR|7aVULN|8RCR|9CDMG
339	61613 36113	   	173.74	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	19DMG|2MBVNT|39ZMB|4ASPD|58DUR|6RCR|79VULN|9BPWR|aRMIN
340	61634 32612	   	173.70	DCR|3VULN|2DMG|2DUR|1ZMB	19DMG|2MBVNT|3ZMB|49DUR|569VULN|7RMIN|8RCR|9BPWR|aDUST
341	31236 16511	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX|aASPD
342	31236 16521	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND|aASPD
343	31236 16531	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9BEXP|aASPD
344	31236 26511	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8CDMG|9FEWX|aASPD
