0	Index      	 *	Score 	Summary	Detail	
1	22535 12622	 * 	192.74	ACR|3VULN|3DMG|1AART	1CGEN|25aDMG|367VULN|4RCR|8LWND|9AART
183	22235 11161	   	170.71	ACR|3DMG|1VULN|2FLTHEA|2ZMB	1CGEN|25aDMG|3LHND|4RCR|6VULN|7aZMB|8FEWX|9aFLTHEA|aBPWR
184	22535 21161	   	170.71	ACR|3DMG|1VULN|2FLTHEA|2ZMB	1CGEN|25aDMG|3VULN|4RCR|6LHND|7aZMB|8FEWX|9aFLTHEA|aBPWR
185	15135 13161	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7CDMG|8ASPD|9RMIN|aAART
186	16135 13161	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56VULN|7CDMG|8DMG|9RMIN|aAART
187	22514 34233	 * 	170.60	DCR|3VULN|3AART|1DMG	1CGEN|2DMG|369VULN|457AART|8FEWX|aRCR
188	22514 34133	   	170.50	DCR|3VULN|3AART|1DMG	1CGEN|2DMG|369VULN|457AART|8DUST|aRCR
189	22533 41336	   	170.45	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1CGEN|28DMG|39VULN|4RCR|57DUR|6ASPD|aCDMG
190	15235 13631	 * 	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|5689VULN|7CDMG|aCGEN
191	15235 13632	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|5689VULN|7CDMG|aFEWX
192	15235 13633	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4RCR|5689VULN|7CDMG|aLHND
193	63212 31531	   	170.35	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18FEWX|28BEXP|35CDMG|4RCR|6DUR|78DMG|8BPWR|9VULN|aAART
194	52531 13322	   	170.30	ACR|3DMG|1AART|1VULN|1ZMB	18ERES|27aDMG|3VULN|4RCR|5CGEN|6ZMB|9AART
195	15135 13631	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|5689VULN|7CDMG|aCGEN
196	15135 13632	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|5689VULN|7CDMG|aFEWX
197	15135 13633	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|5689VULN|7CDMG|aLHND
198	15312 12423	   	170.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	15DUR|2DMG|3CGEN|4AART|6CDMG|7ASPD|8RCR|9VULN|aZMB
199	22212 13536	   	170.11	DCR|2AART|2DMG|1VULN|2DUR	1CGEN|28DMG|3LHND|49AART|56DUR|7RCR|aVULN
200	22535 32316	 * 	170.04	ACR|2DMG|2AART|1VULN|1CDMG	1CGEN|25DMG|3VULN|4RCR|6ERES|78AART|9BELT|aCDMG
201	13212 21666	 * 	170.03	ACR|2VULN|2DMG|2CDMG|2DUR	1aDUR|2aBEXP|35CDMG|4RCR|68VULN|7aDMG|9RMIN|aBPWR
202	52212 13536	   	170.01	DCR|2AART|2DMG|1VULN|2DUR	1ERES|28DMG|3LHND|49AART|56DUR|7RCR|aVULN
203	16235 15233	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|56VULN|7AART|8RPLT|9DMG|aZMB
204	22235 11334	   	169.90	ACR|3DMG|1AART|1VULN|1ZMB	19CGEN|258DMG|3LHND|4RCR|6VULN|7ZMB|aAART
205	22235 11364	   	169.90	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7ZMB|9RCVC|aAART
206	22535 21334	   	169.90	ACR|3DMG|1AART|1VULN|1ZMB	19CGEN|258DMG|3VULN|4RCR|6LHND|7ZMB|aAART
207	22635 11224	   	169.90	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|39FEWX|4RCR|6VULN|7ZMB|aAART
208	22635 11234	   	169.90	ACR|3DMG|1AART|1VULN|1ZMB	19CGEN|258DMG|3FEWX|4RCR|6VULN|7ZMB|aAART
209	12451 12433	   	169.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LWND|3CGEN|468VULN|5RCR|7AART|9CDMG|aZMB
210	16135 15233	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56VULN|7AART|8RPLT|9DMG|aZMB
211	12521 12433	   	169.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LWND|368VULN|4TLV|5RCR|7AART|9CDMG|aZMB
212	13521 15433	   	169.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2BEXP|368VULN|4TLV|5RCR|7AART|9CDMG|aZMB
213	22535 22323	   	169.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|25DMG|3VULN|4RCR|6LHND|7AART|8LWND|9ZMB|aCDMG
214	22235 12323	   	169.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|25DMG|3LHND|4RCR|6VULN|7AART|8LWND|9ZMB|aCDMG
215	22533 43371	 * 	169.64	ACR|3VULN|2FLTHEA|1DMG|1DUR|1ASPD	1aCGEN|2DMG|38aVULN|4RCR|5DUR|6ASPD|7MBVNT|9aFLTHEA|aBPWR
216	52235 12323	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|25DMG|3LHND|4RCR|6VULN|7AART|8LWND|9ZMB|aCDMG
217	52535 22323	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|25DMG|3VULN|4RCR|6LHND|7AART|8LWND|9ZMB|aCDMG
218	15234 23324	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|28DMG|3BEXP|4RCR|5LIT|6LSRICY|7AART|9aVULN
219	15235 15231	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29DMG|3BEXP|4RCR|56VULN|7AART|8RPLT|aCGEN
220	15235 15232	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29DMG|3BEXP|4RCR|56VULN|7AART|8RPLT|aLHND
221	66235 13233	   	169.56	ACR|5VULN|1DMG|1ASPD	1FEWX|2ASPD|3BEXP|4RCR|5679aVULN|8DMG
222	22614 12423	   	169.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2DMG|3FEWX|45AART|6CDMG|7ASPD|8RCR|9VULN|aZMB
223	15135 15231	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29DMG|3DUST|4RCR|56VULN|7AART|8RPLT|aCGEN
224	15135 15232	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29DMG|3DUST|4RCR|56VULN|7AART|8RPLT|aLHND
225	15235 15233	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29DMG|3BEXP|4RCR|56VULN|7AART|8RPLT|aERES
226	22531 32562	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	15CGEN|2aDMG|38VULN|4RCR|6ERES|7AART|9ASPD
227	15335 36111	   	169.43	ACR|3DMG|2VULN|3DUR	17aDUR|25aDMG|38CGEN|4RCR|6TLV|9aVULN|aBPWR
228	22535 32532	   	169.37	ACR|2VULN|2DMG|1AART|1ASPD	1CGEN|25DMG|38VULN|4RCR|69ERES|7AART|aASPD
229	15135 15233	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29DMG|3DUST|4RCR|56VULN|7AART|8RPLT|aERES
230	52532 32522	   	169.33	ACR|3VULN|2DMG|3DUR	1aERES|26DMG|39aVULN|4RCR|58aDUR|7DMSP|aBPWR
231	15335 16331	   	169.33	ACR|3DMG|2VULN|3DUR	17aDUR|25aDMG|3CGEN|4RCR|69VULN|8aERES|aBPWR
232	15335 42331	   	169.33	ACR|3DMG|2VULN|3DUR	16aDUR|25aDMG|3CGEN|4RCR|79VULN|8aERES|aBPWR
233	52531 51231	   	169.33	ACR|3VULN|2DMG|3DUR	1aERES|2aDMG|389VULN|4RCR|5CGEN|67aDUR|aBPWR
234	22235 12614	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1CGEN|25DMG|3LHND|4RCR|68VULN|7AART|9SELL|aDUR
235	52532 36322	   	169.23	ACR|3VULN|2DMG|3DUR	18aERES|26DMG|39aVULN|4RCR|57aDUR|aBPWR
236	15331 11336	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|28DMG|35CGEN|4RCR|69VULN|7ZMB|aCDMG
237	15335 11162	   	169.22	ACR|2VULN|2DMG|1FLTHEA|1ZMB|1DUR	1DUR|25DMG|3CGEN|4RCR|6aVULN|7ZMB|8FEWX|9FLTHEA
238	22531 41336	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15CGEN|28DMG|39VULN|4RCR|6DUR|7ZMB|aCDMG
239	22533 21336	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	16CGEN|28DMG|39VULN|4RCR|5DUR|7ZMB|aCDMG
240	22535 36331	   	169.14	ACR|3VULN|3DMG	17aCGEN|25aDMG|379VULN|4RCR|67ERES|7aBPWR|8aFEWX
241	11215 33531	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	18DUR|28DUST|3CDMG|4RCR|57FEWX|68DMG|8BPWR|9VULN|aAART
242	22534 13336	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CGEN|27DMG|39VULN|4RCR|5ASPD|6ZMB|8ERES|aCDMG
243	22535 15331	   	169.04	ACR|3VULN|3DMG	1aCGEN|25aDMG|369VULN|4RCR|7TLV|8aFEWX|aBPWR
244	22535 31231	   	169.04	ACR|3VULN|3DMG	1aCGEN|25aDMG|389VULN|4RCR|6ERES|7aBEXP|aBPWR
245	15333 33436	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|2DMG|3CGEN|4RCR|6TLV|7CDMG|89VULN|aAART
246	52532 31236	   	169.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18ERES|26DMG|39VULN|4RCR|5DUR|7ZMB|aCDMG
247	16235 11335	   	168.97	ACR|4VULN|1DMG|2DUR|1ASPD	17DUR|2ASPD|3BEXP|4RCR|569aVULN|8DMG
248	22535 13114	   	168.94	ACR|3VULN|3DMG	178CGEN|25aDMG|369VULN|4RCR
249	22535 14331	   	168.94	ACR|3VULN|3DMG	1aCGEN|25aDMG|369VULN|4RCR|7BEXP|8aERES|aBPWR
250	52535 12311	   	168.94	ACR|3VULN|3DMG	1aERES|25aDMG|367VULN|4RCR|8FEWX|9aCGEN|aBPWR
251	52535 13331	   	168.94	ACR|3VULN|3DMG	1aERES|25aDMG|369VULN|4RCR|7CGEN|8aFEWX|aBPWR
252	52235 13231	   	168.94	ACR|3VULN|3DMG	1aERES|25aDMG|3LHND|4RCR|689VULN|7aCGEN|aBPWR
253	52535 23231	   	168.94	ACR|3VULN|3DMG	1aERES|25aDMG|389VULN|4RCR|6LHND|7aCGEN|aBPWR
254	62212 23146	   	168.84	ACR|3DMG|3CDMG|1VULN|1ASPD	1aFEWX|2LWND|35aCDMG|4RCR|6VULN|7ASPD|89aDMG|aBPWR
255	63212 23146	   	168.84	ACR|3DMG|3CDMG|1VULN|1ASPD	1aFEWX|2BEXP|35aCDMG|4RCR|6VULN|7ASPD|89aDMG|aBPWR
256	22535 12312	   	168.84	ACR|3VULN|3DMG	1aCGEN|259DMG|367VULN|4RCR|8BASHEA
257	22535 12313	   	168.84	ACR|3VULN|3DMG	1CGEN|259DMG|367VULN|4RCR|8BASHEA|aLWND
258	22535 12315	   	168.84	ACR|3VULN|3DMG	1CGEN|259DMG|367VULN|4RCR|8BASHEA|aDMSP
259	22535 16331	   	168.84	ACR|3VULN|3DMG	1aCGEN|25aDMG|369VULN|4RCR|7DUST|8aERES|aBPWR
260	52535 12133	   	168.84	ACR|3VULN|3DMG	1ERES|25aDMG|367VULN|4RCR|8CGEN|9LIT
261	22535 12243	   	168.74	ACR|3VULN|3DMG	1CGEN|25aDMG|367VULN|4RCR|8TLV|9CANHEL
262	22535 12263	   	168.74	ACR|3VULN|3DMG	1CGEN|25aDMG|367VULN|4RCR|8TLV|9BASICY
263	22535 33238	   	168.74	ACR|3VULN|3DMG	1CGEN|25aDMG|389VULN|4RCR|6ERES|7MBVNT
264	15232 11216	   	168.49	ACR|2VULN|2DMG|3DUR|2ZMB|1SELL	15aDUR|2aDMG|3BEXP|4RCR|67ZMB|8SELL|9aVULN|aBPWR
265	15532 11216	   	168.49	ACR|2VULN|2DMG|3DUR|2ZMB|1SELL	15aDUR|2aDMG|3FEWX|4RCR|67ZMB|8SELL|9aVULN|aBPWR
266	22531 36222	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	157CGEN|2aDMG|37VULN|4RCR|67ERES|7BPWR|8ASPD|9AART
267	22535 36221	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	17CGEN|25DMG|37VULN|4RCR|67ERES|7BPWR|8ASPD|9AART|aRPLT
268	22535 36223	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	17CGEN|25DMG|37VULN|4RCR|67ERES|7BPWR|8ASPD|9AART|aFEWX
269	52531 36222	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	17ERES|2aDMG|37VULN|4RCR|567CGEN|7BPWR|8ASPD|9AART
270	52531 13251	   	168.35	ACR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1aERES|27DMG|3aVULN|4RCR|5CGEN|6ZMB|8SELL|9aCDMG|aBPWR
271	22231 11331	   	168.34	ACR|3DMG|2VULN|2ZMB	15aCGEN|28aDMG|3LHND|4RCR|69VULN|7aZMB|aBPWR
272	22531 21331	   	168.34	ACR|3DMG|2VULN|2ZMB	15aCGEN|28aDMG|39VULN|4RCR|6LHND|7aZMB|aBPWR
273	15233 16521	   	168.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2DMG|3BEXP|4RCR|5FEWX|68VULN|7AART|aZMB
274	22531 15222	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	15CGEN|2aDMG|36VULN|4RCR|7TLV|8ASPD|9AART
275	22535 15221	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	1CGEN|25DMG|36VULN|4RCR|7TLV|8ASPD|9AART|aRPLT
276	22535 15223	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	1CGEN|25DMG|36VULN|4RCR|7TLV|8ASPD|9AART|aFEWX
277	52535 13221	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	1ERES|25DMG|36VULN|4RCR|7CGEN|8ASPD|9AART|aRPLT
278	52535 13223	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	1ERES|25DMG|36VULN|4RCR|7CGEN|8ASPD|9AART|aFEWX
279	15133 16521	   	168.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2DMG|3DUST|4RCR|5FEWX|68VULN|7AART|aZMB
280	52235 11331	   	168.14	ACR|3DMG|2VULN|2ZMB	1aERES|25aDMG|38LHND|4RCR|69VULN|7aZMB|aBPWR
281	52533 31231	   	168.14	ACR|3VULN|2DMG|2ZMB	1aERES|2aDMG|389VULN|4RCR|5RMIN|6CGEN|7aZMB|aBPWR
282	52535 21331	   	168.14	ACR|3DMG|2VULN|2ZMB	1aERES|25aDMG|39VULN|4RCR|68LHND|7aZMB|aBPWR
283	16135 15333	   	168.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56aVULN|7AART|8RCVC|9CDMG
284	52533 13322	   	168.04	ACR|3VULN|2DMG|2ZMB	18aERES|27DMG|39aVULN|4RCR|5RMIN|6aZMB|aBPWR
285	52235 11231	   	168.04	ACR|3DMG|2VULN|2ZMB	18aERES|25aDMG|3LHND|4RCR|69VULN|7aZMB|aBPWR
286	52535 21231	   	168.04	ACR|3DMG|2VULN|2ZMB	18aERES|25aDMG|39VULN|4RCR|6LHND|7aZMB|aBPWR
287	65233 13324	   	167.77	ACR|2VULN|2DMG|1AART|1DUR	1FEWX|28DMG|3BEXP|4RCR|5LHND|67VULN|9DUR|aAART
288	15234 34211	   	167.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2DMG|3BEXP|4RCR|5LIT|6ZMB|7aVULN|8AART
289	15234 23325	   	167.64	ACR|3DMG|1AART|1VULN|1DUR	1DUR|28aDMG|3BEXP|4RCR|5LIT|6LSRICY|7AART|9VULN
290	22531 32522	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	15CGEN|2DMG|389VULN|4RCR|6ERES|7AART|aASPD
291	52531 32522	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2DMG|389VULN|4RCR|56CGEN|7AART|aASPD
292	13215 31533	 * 	167.53	ACR|2VULN|2DMG|3DUR|1CDMG	168DUR|28BEXP|3CDMG|4RCR|5FEWX|78DMG|8BPWR|9aVULN
293	15331 43211	   	167.43	ACR|2VULN|2DMG|3DUR|2ASPD	16aDUR|2aDMG|35CGEN|4RCR|78ASPD|9aVULN|aBPWR
294	15331 55211	   	167.43	ACR|2VULN|2DMG|3DUR|2ASPD	17aDUR|2aDMG|35CGEN|4RCR|68ASPD|9aVULN|aBPWR
295	15334 35211	   	167.43	ACR|2VULN|2DMG|3DUR|2ASPD	17aDUR|2aDMG|36CGEN|4RCR|58ASPD|9aVULN|aBPWR
296	22531 32132	   	167.40	ACR|2DMG|2AART|1VULN|1ZMB	15CGEN|2aDMG|3VULN|4RCR|6ERES|79AART|8ZMB
297	22531 32136	   	167.40	ACR|2VULN|2AART|1DMG|1ZMB	15CGEN|2DMG|3aVULN|4RCR|6ERES|79AART|8ZMB
298	22531 32325	   	167.40	ACR|2VULN|2AART|1DMG|1ZMB	15CGEN|2DMG|39VULN|4RCR|6ERES|78AART|aZMB
299	22535 32131	   	167.40	ACR|2DMG|2AART|1VULN|1ZMB	1CGEN|25DMG|3VULN|4RCR|6ERES|79AART|8ZMB|aRPLT
300	22535 32133	   	167.40	ACR|2DMG|2AART|1VULN|1ZMB	1CGEN|25DMG|3VULN|4RCR|6ERES|79AART|8ZMB|aFEWX
301	22535 32134	   	167.40	ACR|2DMG|2AART|1VULN|1ZMB	1CGEN|25DMG|3VULN|4RCR|6ERES|79AART|8ZMB|aMLV
302	52531 32132	   	167.40	ACR|2DMG|2AART|1VULN|1ZMB	1ERES|2aDMG|3VULN|4RCR|56CGEN|79AART|8ZMB
303	52531 32136	   	167.40	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2DMG|3aVULN|4RCR|56CGEN|79AART|8ZMB
304	22235 52136	   	167.40	ACR|2DMG|2AART|1VULN|1ZMB	1CGEN|25DMG|3LHND|4RCR|6ERES|79AART|8ZMB|aVULN
305	52531 32325	   	167.40	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2DMG|39VULN|4RCR|56CGEN|78AART|aZMB
306	22531 12114	   	167.38	ACR|4VULN|2DMG	158CGEN|2aDMG|3679VULN|4RCR
307	22535 12113	   	167.38	ACR|4VULN|2DMG	18CGEN|25DMG|3679VULN|4RCR|aLIT
308	22535 12116	   	167.38	ACR|4VULN|2DMG	18CGEN|25DMG|3679VULN|4RCR|aMLV
309	22535 12162	   	167.38	ACR|4VULN|2DMG	18CGEN|25DMG|367aVULN|4RCR|9LWND
310	22535 12512	   	167.38	ACR|4VULN|2DMG	19CGEN|25DMG|367aVULN|4RCR|8BEXP
311	22535 12522	   	167.38	ACR|4VULN|2DMG	1CGEN|25DMG|367aVULN|4RCR|8BEXP|9DMSP
312	22535 12612	   	167.38	ACR|4VULN|2DMG	19CGEN|25DMG|367aVULN|4RCR|8LWND
313	22535 36112	   	167.38	ACR|4VULN|2DMG	178CGEN|25DMG|379aVULN|4RCR|67ERES|7BPWR
314	11215 36533	   	167.33	ACR|2VULN|2DMG|3DUR|1CDMG	178DUR|28DUST|3CDMG|4RCR|5FEWX|68DMG|8BPWR|9aVULN
315	22535 32335	   	167.30	ACR|2DMG|2AART|1VULN|1ZMB	1CGEN|25DMG|3VULN|4RCR|69ERES|78AART|aZMB
316	15333 11161	   	167.29	ACR|2DMG|2FLTHEA|1VULN|2ZMB|2DUR	15DUR|2aDMG|3CGEN|4RCR|6VULN|7aZMB|8FEWX|9aFLTHEA|aBPWR
317	15235 13612	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|568VULN|7CDMG|9MLV|aZMB
318	22531 12312	   	167.28	ACR|4VULN|2DMG	15CGEN|29DMG|367aVULN|4RCR|8BASHEA
319	22535 12111	   	167.28	ACR|4VULN|2DMG	18CGEN|25DMG|3679VULN|4RCR|aDUST
320	22535 12112	   	167.28	ACR|4VULN|2DMG	18CGEN|25DMG|3679VULN|4RCR|aERES
321	22535 12122	   	167.28	ACR|4VULN|2DMG	18CGEN|25DMG|367aVULN|4RCR|9ERES
322	22535 12211	   	167.28	ACR|4VULN|2DMG	1aCGEN|25DMG|3679VULN|4RCR|8TLV
323	22535 12215	   	167.28	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8TLV|aLWND
324	22535 12252	   	167.28	ACR|4VULN|2DMG	19CGEN|25DMG|367aVULN|4RCR|8TLV
325	22535 12321	   	167.28	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8BASHEA|aBEXP
326	22535 12323	   	167.28	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8BASHEA|aRCVC
327	22535 12325	   	167.28	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8BASHEA|aLWND
328	22535 13212	   	167.28	ACR|4VULN|2DMG	17CGEN|25DMG|369aVULN|4RCR|8TLV
329	22535 13322	   	167.28	ACR|4VULN|2DMG	17CGEN|25DMG|369aVULN|4RCR|8BASHEA
330	22535 15112	   	167.28	ACR|4VULN|2DMG	18CGEN|25DMG|369aVULN|4RCR|7TLV
331	22535 33231	   	167.28	ACR|4VULN|2DMG	1aCGEN|25DMG|389aVULN|4RCR|6aERES|7MBVNT|aBPWR
332	52535 12111	   	167.28	ACR|4VULN|2DMG	1ERES|25DMG|3679VULN|4RCR|8aCGEN
333	52535 12321	   	167.28	ACR|4VULN|2DMG	1ERES|25DMG|3679VULN|4RCR|8FEWX|aCGEN
334	52535 12323	   	167.28	ACR|4VULN|2DMG	1ERES|25DMG|3679VULN|4RCR|8FEWX|aRPLT
335	52535 13112	   	167.28	ACR|4VULN|2DMG	1ERES|25DMG|369aVULN|4RCR|78CGEN
336	52535 32322	   	167.28	ACR|4VULN|2DMG	16aERES|25DMG|379aVULN|4RCR|8aFEWX|aBPWR
337	15135 13612	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|568VULN|7CDMG|9MLV|aZMB
338	22535 12213	   	167.18	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8TLV|aDUST
339	22535 12324	   	167.18	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8BASHEA|aDUST
340	22535 12326	   	167.18	ACR|4VULN|2DMG	1CGEN|25DMG|3679VULN|4RCR|8BASHEA|aERES
341	52535 12113	   	167.18	ACR|4VULN|2DMG	1ERES|25DMG|3679VULN|4RCR|8CGEN|aDUST
342	52535 32112	   	167.18	ACR|4VULN|2DMG	16ERES|25DMG|379aVULN|4RCR|8CGEN
343	22533 53114	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	17CGEN|27DMG|389VULN|4RCR|5DUR|67SNIHEL|7BPWR|aASPD
344	12211 63135	   	167.12	ACR|3VULN|1AART|1CDMG|2DUR	17DUR|2LWND|3CDMG|4RCR|5CGEN|6AART|89aVULN
345	15333 11533	   	167.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|2DMG|3CGEN|4RCR|6aVULN|7ZMB|8RPLT|9AART
346	22114 11233	   	167.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2DMG|3LWND|45AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
347	22114 12633	   	167.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2DMG|3LWND|45AART|6CDMG|7ASPD|8VULN|9RCR|aZMB
348	22214 11233	   	167.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2DMG|3LHND|45AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
349	22214 12633	   	167.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2DMG|3LHND|45AART|6CDMG|7ASPD|8VULN|9RCR|aZMB
350	36314 11233	   	167.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2DMG|3CGEN|45AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
351	36314 12633	   	167.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2DMG|3CGEN|45AART|6CDMG|7ASPD|8VULN|9RCR|aZMB
352	22535 12334	   	167.06	ACR|3VULN|2DMG|1ASPD|1DUR	1CGEN|25DMG|367VULN|4RCR|8BASHEA|9DUR|aASPD
353	22535 23231	   	167.03	ACR|3DMG|2VULN|2ASPD	17aCGEN|25aDMG|39VULN|4RCR|6LHND|8aASPD|aBPWR
354	22235 13231	   	167.03	ACR|3DMG|2VULN|2ASPD	17aCGEN|25aDMG|3LHND|4RCR|69VULN|8aASPD|aBPWR
355	12224 36262	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2LWND|3CDMG|4RPLT|5LIT|6RCR|7aDMG|8AART|9VULN
356	52114 11233	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3LWND|45AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
357	52114 12633	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3LWND|45AART|6CDMG|7ASPD|8VULN|9RCR|aZMB
358	52214 11233	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3LHND|45AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
359	52214 12633	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3LHND|45AART|6CDMG|7ASPD|8VULN|9RCR|aZMB
360	22534 34331	   	166.93	ACR|3VULN|2DMG|2ASPD	16aCGEN|28DMG|39aVULN|4RCR|5aASPD|7LEGI|aBPWR
361	65235 13221	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1FEWX|28DMG|3BEXP|4RCR|567VULN|9RCVC|aFLTHEA
362	65235 13231	   	166.93	ACR|3VULN|2DMG|1FLTHEA	1FEWX|28DMG|3BEXP|4RCR|567VULN|9DMSP|aFLTHEA
363	22535 12235	   	166.83	ACR|3VULN|2DMG|1CDMG	1CGEN|25DMG|367VULN|4RCR|8TLV|9LIT|aCDMG
364	65135 13221	   	166.83	ACR|3VULN|2DMG|1FLTHEA	1FEWX|28DMG|3DUST|4RCR|567VULN|9RCVC|aFLTHEA
