0	Index      	 *	Score 	Summary	Detail	
1	32362 12323	 * 	196.07	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|789VULN|aZMB
157	32362 12643	   	169.44	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1aASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|7VULN|8ZMB|9LHND
158	32362 12653	   	169.44	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1aASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|7VULN|8ZMB|9LWND
159	32362 12246	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|7aVULN|8RMIN|9LHND
160	32362 12331	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9aCGEN
161	32362 12341	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9LWND|aMLV
162	32362 12342	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9LWND|aRCVC
163	32362 12343	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9LWND|aBEXP
164	32362 12344	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9LWND|aFEWX
165	32362 12351	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9RCVC|aBEXP
166	32362 12355	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9RCVC|aLIT
167	32362 12361	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9FEWX|aMLV
168	32362 12362	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9FEWX|aRCVC
169	32362 12363	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9FEWX|aBEXP
170	32362 12364	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9aFEWX
171	32362 12365	   	169.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9FEWX|aLIT
172	32362 13353	   	169.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2aDMG|3CDMG|4AART|5RPLT|6RCR|7BELT|8BEXP|9VULN
173	26636 22121	   	169.36	ACR|3VULN|2DMG|1DUR|1ASPD	126DUST|26BPWR|3RCR|456VULN|78DMG|9DUR|aASPD
174	32362 12217	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|7aVULN|8RMIN|9MBVNT
175	32362 12332	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9CGEN|aDUST
176	32362 12346	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9LWND|aERES
177	32362 12352	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9RCVC|aDUST
178	32362 12526	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|7aVULN|8LHND|9ERES
179	32362 12536	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|7aVULN|8LHND|9TLV
180	14121 52252	 * 	169.23	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5aDMG|6CGEN|7VULN|8RPLT|9AART
181	32362 12345	   	169.17	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ASPD|2DMG|3CDMG|4AART|5RPLT|6RCR|78VULN|9LWND|aSELL
182	32362 12133	   	169.14	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2DMG|38CDMG|4AART|5RPLT|6RCR|7VULN|9CGEN|aZMB
183	32362 12153	   	169.14	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2DMG|38CDMG|4AART|5RPLT|6RCR|7VULN|9RCVC|aZMB
184	34311 34115	   	169.05	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	16ASPD|2RMIN|3CDMG|4CGEN|56VULN|6BPWR|7aDMG|8RCR|9DUR
185	22652 24221	   	168.89	ACR|3VULN|1AART|3DUR|1ZMB	1DUST|256DUR|3RCR|45aVULN|5BPWR|7CGEN|8ZMB|9AART
186	62652 23221	   	168.89	ACR|3VULN|1AART|3DUR|1ZMB	1BEXP|256DUR|3RCR|45aVULN|5BPWR|7ERES|8ZMB|9AART
187	12323 51224	   	168.85	DCR|3DMG|2VULN|2ASPD|1DUR	1BELT|247BEXP|34VULN|47BPWR|57ASPD|678DMG|9RCR|aDUR
188	32611 52633	 * 	168.83	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	18ASPD|2aDMG|3RMIN|4AART|5LIT|6CDMG|7VULN|9RCR
189	22652 23221	   	168.79	ACR|3VULN|1AART|3DUR|1ZMB	1DUST|256DUR|3RCR|45aVULN|5BPWR|7ERES|8ZMB|9AART
190	26636 23312	 * 	168.79	ACR|4VULN|1AART|1CDMG	126DUST|26BPWR|3RCR|4567VULN|8LHND|9CDMG|aAART
191	64621 33311	   	168.72	DCR|3VULN|3DMG	19aBEXP|23RPLT|46aVULN|58aDMG|7RCR|aBPWR
192	32462 33251	   	168.65	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DMG|3aVULN|4FEWX|569LWND|6BPWR|7RCR|8AART
193	32224 13234	   	168.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ASPD|29DMG|4LWND|5VULN|6FEWX|7RCR|8AART|aZMB
194	32234 23234	   	168.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ASPD|29DMG|4FEWX|5VULN|6LWND|7RCR|8AART|aZMB
195	32246 13234	   	168.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ASPD|29DMG|4VULN|5LHND|6FEWX|7RCR|8AART|aZMB
196	32612 22126	   	168.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	15ASPD|2DMG|3RMIN|4AART|69VULN|7BEXP|8RCR|aZMB
197	32462 43231	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36VULN|4FEWX|5LWND|7RCR|8AART|aCGEN
198	32462 43233	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|36VULN|4FEWX|5LWND|7RCR|8AART|aBEXP
199	32466 23231	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|35VULN|4FEWX|6LWND|7RCR|8AART|aCGEN
200	32466 23233	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|29DMG|35VULN|4FEWX|6LWND|7RCR|8AART|aBEXP
201	24621 33361	   	168.52	DCR|3VULN|3DMG	1aDUST|23RPLT|46aVULN|58aDMG|7RCR|9RCVC|aBPWR
202	14131 36322	   	168.51	ACR|2VULN|2DMG|1FLTHEA|2DUR	1BELT|2RCR|37DUR|4aVULN|57BEXP|67DMG|7BPWR|8RCVC|9FLTHEA
203	32325 23156	   	168.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	16ASPD|2DMG|3CDMG|4DUR|5ZMB|7ERES|8RCR|9AART|aVULN
204	32241 13234	   	168.48	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ASPD|29DMG|4VULN|5DUST|6FEWX|7RCR|8AART|aZMB
205	32612 21224	   	168.43	DCR|3VULN|1AART|1DMG|2ASPD	15ASPD|2DMG|3RMIN|4AART|689VULN|7MLV|aRCR
206	32461 12231	   	168.42	DCR|2VULN|2DMG|2CDMG|2ASPD	1aASPD|26DMG|3aVULN|47FEWX|5ERES|8RCR|9aCDMG|aBPWR
207	24621 33331	   	168.42	DCR|3VULN|3DMG	19aDUST|23RPLT|46aVULN|58aDMG|7RCR|aBPWR
208	14121 24234	   	168.41	ACR|2VULN|2DMG|1FLTHEA|2DUR	1BELT|2RCR|3aDUR|4FLTHEA|5aDMG|69BEXP|7TLV|8aVULN|aBPWR
209	25212 42224	   	168.33	DCR|3VULN|1AART|1DMG|2ASPD	1DUST|2DMSP|35ASPD|4AART|6DMG|789VULN|aRCR
210	36212 42224	   	168.33	DCR|3VULN|1AART|1DMG|2ASPD	15ASPD|2DUST|3DMSP|4AART|6DMG|789VULN|aRCR
211	14132 36322	   	168.31	ACR|2VULN|2DMG|1FLTHEA|2DUR	1BELT|2RCR|37DUR|4aVULN|57DUST|67DMG|7BPWR|8RCVC|9FLTHEA
212	14136 52212	   	168.23	ACR|2VULN|2AART|1DMG|1DUR	1BELT|2RCR|3DUR|46VULN|5DMG|7aAART|8CGEN|9LIT
213	26212 42224	   	168.23	DCR|3VULN|1AART|1DMG|2ASPD	12DUST|2BPWR|35ASPD|4AART|6DMG|789VULN|aRCR
214	23651 32325	 * 	168.14	ACR|3VULN|1AART|2CDMG|1DUR	19DUST|2LWND|3RCR|479VULN|5DUR|6LHND|89CDMG|9BPWR|aAART
215	62653 23321	 * 	168.00	ACR|3DMG|1VULN|3DUR|1CDMG	19aBEXP|27aDUR|3RCR|4VULN|5CDMG|68aDMG|aBPWR
216	32244 21114	   	167.96	DCR|2VULN|2DMG|1AART|2ASPD	13ASPD|29DMG|45VULN|6LHND|7DMSP|8AART|aRCR
217	26633 22423	   	167.92	ACR|3VULN|2DMG|2DUR	126DUST|269BPWR|3RCR|469VULN|5RCVC|79DMG|89DUR|aLIT
218	32454 11121	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DMG|39VULN|4LHND|5AART|7ERES|8RCR|aBEXP
219	32631 63335	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2aDMG|3RMIN|4DUST|5CGEN|68VULN|7RCR|9AART
220	14131 12112	   	167.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|48VULN|5BEXP|6LIT|7AART|9ZMB|aDMG
221	32454 11122	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DMG|39VULN|4LHND|5AART|7ERES|8RCR|aDUST
222	32362 13133	 * 	167.74	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	1ASPD|2aDMG|3CDMG|49AART|5RPLT|6RCR|7BELT|8DUR
223	26636 22123	   	167.72	ACR|3VULN|2DMG|2DUR	126DUST|26BPWR|3RCR|456VULN|78DMG|9aDUR
224	22653 23331	   	167.70	ACR|3DMG|1VULN|3DUR|1CDMG	19aDUST|27aDUR|3RCR|4VULN|5CDMG|68aDMG|aBPWR
225	14132 12112	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|48VULN|5DUST|6LIT|7AART|9ZMB|aDMG
226	14145 12112	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4DUST|58VULN|6LIT|7AART|9ZMB|aDMG
227	32266 11111	 * 	167.59	DCR|2DMG|1AART|3ASPD|2CDMG|1ZMB	135ASPD|29DMG|46CDMG|7ZMB|8AART|aRCR
228	32462 33633	   	167.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|26DMG|39VULN|4FEWX|56LWND|6BPWR|7RCR|8LIT|aAART
229	62653 13322	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3RCR|47VULN|5CDMG|6LIT|8AART|9DMG|aCGEN
230	14231 12152	   	167.43	ACR|2VULN|2DMG|1AART	1BELT|2RCR|3LHND|48VULN|5BEXP|6LIT|7AART|9aDMG
231	14331 12152	   	167.43	ACR|2VULN|2DMG|1AART	1BELT|2RCR|3LWND|48VULN|5BEXP|6LIT|7AART|9aDMG
232	12413 51225	   	167.43	DCR|3DMG|1AART|1VULN|2ASPD	1BELT|237BEXP|4VULN|57ASPD|678DMG|7BPWR|9RCR|aAART
233	22653 13322	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3RCR|47VULN|5CDMG|6LIT|8AART|9DMG|aCGEN
234	22653 13324	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3RCR|47VULN|5CDMG|6LIT|8AART|9DMG|aFEWX
235	62653 13323	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3RCR|47VULN|5CDMG|6LIT|8AART|9DMG|aDUST
236	14232 12152	   	167.33	ACR|2VULN|2DMG|1AART	1BELT|2RCR|3LHND|48VULN|5DUST|6LIT|7AART|9aDMG
237	14332 12152	   	167.33	ACR|2VULN|2DMG|1AART	1BELT|2RCR|3LWND|48VULN|5DUST|6LIT|7AART|9aDMG
238	22653 13323	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aDUST|2DUR|3RCR|47VULN|5CDMG|6LIT|8AART|9DMG
239	14121 62326	   	167.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5DMG|6AART|7BEXP|8RMIN|9CDMG|aVULN
240	14121 63522	   	167.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5DMG|6AART|7LWND|8RMIN|9CDMG|aVULN
241	14121 66112	   	167.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5DMG|6AART|7CDMG|8RCVC|9RMIN|aVULN
242	14121 66121	   	167.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5DMG|6AART|7CDMG|8RCVC|9LIT|aVULN
243	14233 42323	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|3LHND|47VULN|5CDMG|6CGEN|8aDMG|9ZMB
244	14333 42323	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|3LWND|47VULN|5CDMG|6CGEN|8aDMG|9ZMB
245	32612 46311	   	166.91	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	15ASPD|26DMG|3RMIN|4AART|7RCR|8VULN|9DUR|aBEXP
246	32612 46333	   	166.91	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	15ASPD|26DMG|3RMIN|4AART|7RCR|8VULN|9CGEN|aDUR
247	32311 43635	   	166.87	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|29aDMG|3CDMG|4CGEN|5VULN|6LHND|7RCR|8ZMB
248	24621 33431	   	166.87	DCR|4VULN|2DMG	19aDUST|23RPLT|468aVULN|5aDMG|7RCR|aBPWR
249	12323 51625	   	166.85	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1BELT|247BEXP|34VULN|47BPWR|57ASPD|67DMG|8CDMG|9RCR|aDUR
250	14136 51312	   	166.83	ACR|4VULN|1DMG|2DUR	1BELT|2RCR|37DUR|469aVULN|5DMG|8LIT
251	32612 46312	   	166.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	15ASPD|26DMG|3RMIN|4AART|7RCR|8VULN|9DUR|aDUST
252	13241 52413	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2LIT|3CGEN|4AART|5ZMB|6RCR|78VULN|9DMG|aDUR
253	32462 33232	   	166.72	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|269DMG|3VULN|4FEWX|56aLWND|6BPWR|7RCR|8AART
254	32462 33233	   	166.72	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|269DMG|3VULN|4aFEWX|56LWND|6BPWR|7RCR|8AART
255	32462 33234	   	166.72	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|269DMG|3VULN|4FEWX|56LWND|6BPWR|7RCR|8AART|aRCVC
256	32462 33235	   	166.72	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|269DMG|3VULN|4FEWX|56LWND|6BPWR|7RCR|8AART|aLIT
257	14124 11623	   	166.67	ACR|2VULN|1AART|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|35DUR|4FLTHEA|69VULN|7AART|8LIT|aZMB
258	32362 11165	   	166.67	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1ASPD|2aDMG|38CDMG|4AART|5RPLT|6RCR|7LWND|9ZMB
259	34362 12123	   	166.67	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ASPD|2RMIN|38CDMG|4AART|5RPLT|6RCR|79VULN|aZMB
260	32453 13235	   	166.62	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|29aDMG|3VULN|4LHND|5RCVC|6FEWX|7RCR|8AART
261	32463 23235	   	166.62	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|29aDMG|3VULN|4FEWX|5RCVC|6LWND|7RCR|8AART
262	14136 22422	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4aVULN|5DMG|6ZMB|7LIT|8BEXP|9AART
263	14121 51226	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5DMG|6CGEN|7AART|8BEXP|9CDMG|aVULN
264	14122 11114	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5BEXP|6LWND|7AART|8VULN|9DMG|aCDMG
265	14122 11162	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5BEXP|6LWND|7AART|8VULN|9CDMG|aDMG
266	14122 51214	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5BEXP|6VULN|7AART|8LHND|9DMG|aCDMG
267	14122 51262	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5BEXP|6VULN|7AART|8LHND|9CDMG|aDMG
268	14224 11114	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LHND|4FLTHEA|5DUR|6LWND|7AART|8VULN|9DMG|aCDMG
269	14224 11162	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LHND|4FLTHEA|5DUR|6LWND|7AART|8VULN|9CDMG|aDMG
270	14224 21114	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LHND|4FLTHEA|5DUR|6FEWX|7AART|8VULN|9DMG|aCDMG
271	14224 21162	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LHND|4FLTHEA|5DUR|6FEWX|7AART|8VULN|9CDMG|aDMG
272	14322 21114	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LWND|4FLTHEA|5BEXP|6DUR|7AART|8VULN|9DMG|aCDMG
273	14322 21162	   	166.50	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LWND|4FLTHEA|5BEXP|6DUR|7AART|8VULN|9CDMG|aDMG
274	32466 12231	   	166.49	DCR|3VULN|1DMG|2CDMG|2ASPD	1aASPD|2DMG|35aVULN|46FEWX|7TLV|8RCR|9aCDMG|aBPWR
275	14136 22122	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4aVULN|5DMG|6ZMB|7LIT|8DUST|9AART
276	14136 22222	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4aVULN|5DMG|6ZMB|7LIT|8MBVNT|9AART
277	32456 33221	   	166.41	DCR|3DMG|2VULN|2ASPD	19ASPD|269DMG|3aVULN|4LHND|569DUST|69BPWR|7RCR|8RPLT
278	14324 31214	   	166.40	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LWND|4FLTHEA|5DUR|6VULN|7AART|8LEGI|9DMG|aCDMG
279	14324 31262	   	166.40	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LWND|4FLTHEA|5DUR|6VULN|7AART|8LEGI|9CDMG|aDMG
280	14126 31214	   	166.40	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5LWND|6VULN|7AART|8LEGI|9DMG|aCDMG
281	14126 31262	   	166.40	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|4FLTHEA|5LWND|6VULN|7AART|8LEGI|9CDMG|aDMG
282	22344 33624	   	166.37	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|3aDMG|4RPLT|5RCR|69VULN|7MBVNT|8AART
283	14124 14212	   	166.28	ACR|3VULN|1DMG|1FLTHEA|2DUR	1BELT|2RCR|35DUR|4FLTHEA|68aVULN|7DUST|9DMG
284	14124 15212	   	166.28	ACR|3VULN|1DMG|1FLTHEA|2DUR	1BELT|2RCR|35DUR|4FLTHEA|68aVULN|7MBVNT|9DMG
285	22133 66448	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|23DUR|4CDMG|5MBVNT|6AART|7DMG|8aVULN|9RCR
