0	Index      	 *	Score 	Summary	Detail	
1	52631 32115	 * 	200.88	ACR|3VULN|2DMG|1AART|2ZMB|1ASPD	1aZMB|2AART|3aDMG|4ASPD|5RCR|6LWND|7RMIN|89aVULN|aBPWR
163	22351 26124	   	175.29	DCR|5VULN|2DMG	138LHND|2345aVULN|38BPWR|68LWND|78DMG|9RCR
164	22351 36124	   	175.29	DCR|5VULN|2DMG	138LHND|2345aVULN|38BPWR|68BEXP|78DMG|9RCR
165	61311 26131	   	175.17	ACR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1RCVC|2RCR|38TLV|47DMG|58VULN|68ZMB|8BPWR|9DUR|aASPD
166	22351 61151	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8LIT|9DMG|aBEXP
167	22351 61152	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8LIT|9DMG|aRPLT
168	22351 61153	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8LIT|9DMG|aMLV
169	22351 61315	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8RPLT|9MLV|aDMG
170	22351 61321	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8RPLT|9DMG|aDMSP
171	22351 61322	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8RPLT|9DMG|aBEXP
172	22351 61324	   	175.08	DCR|4VULN|1AART|1DMG	13LHND|2345VULN|3BPWR|6AART|7RCR|8RPLT|9DMG|aLWND
173	22351 61341	   	175.08	DCR|4VULN|1AART|1DMG	139LHND|2345VULN|3BPWR|6AART|7RCR|8RPLT|aDMG
174	52631 15221	 * 	175.03	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1ZMB|27AART|3DMG|4ASPD|5RCR|6CGEN|8aVULN|9MLV
175	52631 15233	   	175.03	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ZMB|27AART|3aDMG|4ASPD|5RCR|6CGEN|8VULN|9BEXP
176	12151 61361	   	174.98	DCR|4VULN|1AART|1DMG	13LWND|2459VULN|6AART|7RCR|8RPLT|aDMG
177	31163 62262	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RMIN|2RCR|3FEWX|47CDMG|56VULN|8DMG|9ASPD|aAART
178	31263 62262	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RMIN|2RCR|3BEXP|47CDMG|56VULN|8DMG|9ASPD|aAART
179	52631 25221	   	174.93	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1ZMB|27AART|3DMG|4ASPD|5RCR|6TLV|8aVULN|9MLV
180	52631 25233	   	174.93	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ZMB|27AART|3aDMG|4ASPD|5RCR|6TLV|8VULN|9BEXP
181	61251 51123	   	174.79	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|3LHND|4VULN|58AART|6aDUR|7CDMG|9DMG
182	22351 61211	   	174.79	DCR|5VULN|1AART|1DUR	13LHND|23458VULN|3BPWR|6AART|7RCR|9BEXP|aDUR
183	61311 26142	   	174.72	ACR|2VULN|2DMG|3ZMB	1RCVC|2RCR|38TLV|47DMG|58VULN|689ZMB|8BPWR|aERES
184	31153 61333	   	174.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3FEWX|4ZMB|5DUR|6VULN|7DMG|8aAART|9CDMG
185	31154 11333	   	174.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3FEWX|4ZMB|5VULN|6DUR|7DMG|8aAART|9CDMG
186	22351 61251	   	174.69	DCR|5VULN|1AART|1DUR	13LHND|23458VULN|3BPWR|6AART|7RCR|9LEGI|aDUR
187	13344 33221	   	174.63	DCR|3DMG|1AART|1VULN|1CDMG	13LWND|23CGEN|3BPWR|4CDMG|59aDMG|6AART|7RCR|8VULN
188	52631 53212	   	174.58	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	18ZMB|2AART|38DMG|4ASPD|5RCR|6VULN|78CGEN|8BPWR|9DUR|aRMIN
189	13544 33221	   	174.53	DCR|3DMG|1AART|1VULN|1CDMG	13LWND|2CGEN|4CDMG|59aDMG|6AART|7RCR|8VULN
190	52631 53211	   	174.48	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	18ZMB|2AART|38DMG|4ASPD|5RCR|6VULN|78CGEN|8BPWR|9DUR|aERES
191	11344 33221	   	174.43	DCR|3DMG|1AART|1VULN|1CDMG	13LWND|23ERES|3BPWR|4CDMG|59aDMG|6AART|7RCR|8VULN
192	11544 33221	   	174.43	DCR|3DMG|1AART|1VULN|1CDMG	13LWND|2ERES|4CDMG|59aDMG|6AART|7RCR|8VULN
193	61251 13623	   	174.42	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCVC|2RCR|39LHND|49VULN|5AART|6DMG|7CGEN|89DUR|9BPWR|aASPD
194	52623 14223	   	174.42	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1ZMB|2AART|36DMG|4LWND|5VULN|7DUR|8FLTHEA|9RCR|aRMIN
195	22321 16521	   	174.37	DCR|3VULN|2DMG|1AART	137LHND|23aVULN|3BPWR|4LWND|5AART|68DMG|9RCR
196	34213 12166	   	174.33	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9aRCVC
197	62234 33226	   	174.33	DCR|2DMG|2AART|1VULN|1CDMG	1RCVC|2LWND|3CDMG|4CGEN|59DMG|6aAART|7RCR|8VULN
198	52623 14222	   	174.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1ZMB|2AART|36DMG|4LWND|5VULN|7DUR|8FLTHEA|9RCR|aDUST
199	52631 13116	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67CGEN|7BPWR|8LIT|9aVULN
200	52631 13221	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67CGEN|7BPWR|8aVULN|9MLV
201	52631 13233	   	174.25	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD	17ZMB|2AART|3aDMG|47ASPD|5RCR|67CGEN|7BPWR|8VULN|9BEXP
202	52631 13242	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67CGEN|7BPWR|8aVULN|9BELT
203	52631 13261	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67CGEN|7BPWR|89VULN|aBEXP
204	52631 13262	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67CGEN|7BPWR|89VULN|aLIT
205	52631 33122	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	19ZMB|2AART|3DMG|49ASPD|5RCR|6LWND|7CGEN|89VULN|9BPWR|aRMIN
206	52631 33125	   	174.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	19ZMB|2AART|3DMG|49ASPD|5RCR|6aLWND|7CGEN|89VULN|9BPWR
207	52534 23322	 * 	174.22	DCR|3DMG|1AART|2ZMB|1CDMG	15ZMB|2AART|3DMSP|459DMG|5BPWR|6RCR|7FEWX|8RPLT|aCDMG
208	52631 33121	   	174.15	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	19ZMB|2AART|3DMG|49ASPD|5RCR|6LWND|7CGEN|89VULN|9BPWR|aERES
209	34213 62431	   	174.06	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2aVULN|3AART|4DUR|59DMG|6RCVC|7RCR|8CGEN
210	52631 23116	   	174.05	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67TLV|7BPWR|8LIT|9aVULN
211	52631 23221	   	174.05	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67TLV|7BPWR|8aVULN|9MLV
212	52631 23233	   	174.05	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD	17ZMB|2AART|3aDMG|47ASPD|5RCR|67TLV|7BPWR|8VULN|9BEXP
213	52631 23242	   	174.05	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67TLV|7BPWR|8aVULN|9BELT
214	52631 23261	   	174.05	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67TLV|7BPWR|89VULN|aBEXP
215	52631 23262	   	174.05	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	17ZMB|2AART|3DMG|47ASPD|5RCR|67TLV|7BPWR|89VULN|aLIT
216	52631 23433	   	174.05	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD	17ZMB|2AART|3aDMG|47ASPD|5RCR|67TLV|7BPWR|8BEXP|9VULN
217	22361 62116	 * 	174.00	DCR|4VULN|2AART|1DUR	13LHND|2368VULN|3BPWR|4BEXP|5aAART|7RCR|9DUR
218	61312 11541	   	173.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCVC|2RCR|39TLV|49DMG|5RPLT|6DUR|7CDMG|89VULN|9BPWR|aASPD
219	62234 33225	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2LWND|3CDMG|4CGEN|59DMG|6AART|7RCR|8VULN|aZMB
220	34213 52214	   	173.71	DCR|2AART|1VULN|1DMG|1FLTHEA|2DUR|1ASPD	1RMIN|2VULN|39AART|46DUR|5DMG|7RCR|8FLTHEA|aASPD
221	31354 26111	 * 	173.69	ACR|4VULN|2DMG	1RMIN|2RCR|368CGEN|4589VULN|78DMG|8BPWR|aRCVC
222	61251 13216	   	173.64	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|2RCR|38LHND|4VULN|5aAART|68DMG|78CGEN|8BPWR|9DUR
223	34223 12433	   	173.58	DCR|3DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3AART|4DUST|569DMG|7RCR|8CGEN|aZMB
224	31153 61623	   	173.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3FEWX|4ZMB|5DUR|6aVULN|7DMG|8ASPD|9AART
225	31154 11623	   	173.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3FEWX|4ZMB|5aVULN|6DUR|7DMG|8ASPD|9AART
226	31253 61623	   	173.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3BEXP|4ZMB|5DUR|6aVULN|7DMG|8ASPD|9AART
227	31254 11623	   	173.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3BEXP|4ZMB|5aVULN|6DUR|7DMG|8ASPD|9AART
228	61311 26132	   	173.52	ACR|2VULN|2DMG|2ZMB|2DUR	1RCVC|2RCR|38TLV|47DMG|58VULN|68ZMB|8BPWR|9aDUR
229	22351 26126	   	173.47	DCR|4VULN|2DMG|1ZMB	138LHND|2345VULN|38BPWR|68LWND|78DMG|9RCR|aZMB
230	22351 36126	   	173.47	DCR|4VULN|2DMG|1ZMB	138LHND|2345VULN|38BPWR|68BEXP|78DMG|9RCR|aZMB
231	34213 14214	   	173.46	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|28VULN|3AART|479DUR|56DMG|aRCR
232	61251 12116	   	173.44	ACR|2AART|2VULN|1DMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5aAART|6DMG|7RMIN|9DUR
233	61251 13116	   	173.44	ACR|2AART|2VULN|1DMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5aAART|6DMG|7CGEN|9DUR
234	61251 61223	   	173.44	ACR|2AART|2VULN|1DMG|1ASPD	1RCVC|2RCR|3LHND|46VULN|59AART|7ASPD|8LWND|aDMG
235	52631 11214	   	173.20	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1ZMB|2AART|3DMG|47ASPD|5RCR|6CGEN|8VULN|9DUR|aCDMG
236	34213 12161	   	173.16	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9RCVC|aBEXP
237	34213 12162	   	173.16	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9RCVC|aLIT
238	34213 12165	   	173.16	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9RCVC|aLWND
239	61152 11433	   	173.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUST|48VULN|5BEXP|6DUR|7DMG|9AART|aCDMG
240	52631 21214	   	173.10	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1ZMB|2AART|3DMG|47ASPD|5RCR|6TLV|8VULN|9DUR|aCDMG
241	34213 12164	   	173.06	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9RCVC|aDUST
242	12253 23356	   	173.06	ACR|2VULN|2DMG|3ZMB|1ASPD	1aLWND|28VULN|35aZMB|4RCR|6ASPD|7TLV|9aDMG|aBPWR
243	61311 24114	   	173.01	ACR|3VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|38TLV|4DMG|589VULN|68ZMB|7DMSP|8BPWR|aCDMG
244	61311 26214	   	172.99	ACR|3VULN|2DMG|1ZMB	1RCVC|2RCR|3TLV|47DMG|59aVULN|6ZMB|8BEXP
245	61311 26252	   	172.99	ACR|3DMG|2VULN|1ZMB	1RCVC|2RCR|3TLV|479DMG|5aVULN|6ZMB|8BEXP
246	34213 52123	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|28VULN|3AART|46DUR|5DMG|7RCR|9FEWX|aCDMG
247	34213 52131	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|28VULN|3AART|46DUR|5DMG|7RCR|9BELT|aCDMG
248	34213 52513	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|29VULN|3AART|46DUR|5DMG|7RCR|8BEXP|aCDMG
249	34213 12252	   	172.91	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1RMIN|2VULN|3AART|49DUR|56DMG|7RCR|8FLTHEA|aLIT
250	34213 12253	   	172.91	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1RMIN|2VULN|3AART|49DUR|56DMG|7RCR|8FLTHEA|aLHND
251	34213 12255	   	172.91	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1RMIN|2VULN|3AART|49DUR|56DMG|7RCR|8FLTHEA|aDMSP
252	34213 12256	   	172.91	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1aRMIN|2VULN|3AART|49DUR|56DMG|7RCR|8FLTHEA
253	34213 12623	   	172.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1RMIN|2VULN|3AART|48DUR|56DMG|7RCR|9FEWX|aCDMG
254	34213 12631	   	172.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1RMIN|2VULN|3AART|48DUR|56DMG|7RCR|9BELT|aCDMG
255	32213 52113	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|2LHND|3AART|46DUR|5DMG|7RCR|89VULN|aCDMG
256	61251 13221	   	172.84	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|38LHND|4aVULN|5AART|68DMG|78CGEN|8BPWR|9MLV
257	31163 63252	   	172.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17RMIN|2RCR|3FEWX|4CDMG|56VULN|8DMG|9ZMB|aAART
258	31263 63252	   	172.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17RMIN|2RCR|3BEXP|4CDMG|56VULN|8DMG|9ZMB|aAART
259	34163 13232	 * 	172.68	DCR|4VULN|1AART|2CDMG	1RMIN|2589VULN|3BEXP|49CDMG|69FEWX|7RCR|9BPWR|aAART
260	52133 62116	   	172.61	DCR|3VULN|2AART|1ZMB|1DUR	1ZMB|2aAART|3BEXP|4CGEN|568VULN|7RCR|9DUR
261	52333 62116	   	172.61	DCR|3VULN|2AART|1ZMB|1DUR	1ZMB|2aAART|3LHND|4CGEN|568VULN|7RCR|9DUR
262	61311 31561	   	172.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3TLV|4DMG|58VULN|6RPLT|7CDMG|9ASPD|aAART
263	61312 31561	   	172.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3TLV|4DMG|5RPLT|68VULN|7CDMG|9ASPD|aAART
264	31354 26112	   	172.38	ACR|4VULN|2DMG	1RMIN|2RCR|368aCGEN|4589VULN|78DMG|8BPWR
265	31354 26113	   	172.38	ACR|4VULN|2DMG	1RMIN|2RCR|368CGEN|4589VULN|78DMG|8BPWR|aLWND
266	52133 62221	 * 	172.37	DCR|4VULN|1AART|2ZMB	18ZMB|2AART|3BEXP|48CGEN|568aVULN|7RCR|8BPWR|9MLV
267	52133 62262	   	172.37	DCR|4VULN|1AART|2ZMB	18ZMB|2AART|3BEXP|48CGEN|5689VULN|7RCR|8BPWR|aLIT
268	52333 62221	   	172.37	DCR|4VULN|1AART|2ZMB	18ZMB|2AART|3LHND|48CGEN|568aVULN|7RCR|8BPWR|9MLV
269	31531 12516	 * 	172.34	ACR|4VULN|1AART|1ZMB	1RMIN|2RCR|3LIT|4AART|5LWND|6ZMB|789aVULN
270	12151 61325	 * 	172.33	DCR|3VULN|2AART|1DMG	13LWND|245VULN|6aAART|7RCR|8RPLT|9DMG
271	61312 11543	   	172.32	ACR|2VULN|2DMG|1CDMG|2DUR	1RCVC|2RCR|39TLV|49DMG|5RPLT|6aDUR|7CDMG|89VULN|9BPWR
272	52623 11431	   	172.22	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ZMB|2aAART|36DMG|4LWND|5VULN|7ASPD|8RPLT|9RCR
273	52622 32521	   	172.22	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1ZMB|25AART|38DMG|4LWND|6DUR|7RMIN|9RCR|aVULN
274	61311 31514	 * 	172.15	ACR|4VULN|1DMG|1CDMG	1RCVC|2RCR|3TLV|4DMG|589aVULN|6RPLT|7CDMG
275	61312 31514	   	172.15	ACR|4VULN|1DMG|1CDMG	1RCVC|2RCR|3TLV|4DMG|5RPLT|689aVULN|7CDMG
276	52133 62213	   	172.15	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	18ZMB|2AART|3BEXP|48CGEN|568VULN|7RCR|8BPWR|9DUR|aASPD
277	52333 62213	   	172.15	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	18ZMB|2AART|3LHND|48CGEN|568VULN|7RCR|8BPWR|9DUR|aASPD
278	34213 13621	   	172.05	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2aVULN|3AART|48DUR|56DMG|7CGEN|9RCR
279	34213 35521	   	172.05	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2aVULN|3AART|47DUR|58DMG|6MLV|9RCR
280	34213 53521	   	172.05	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2aVULN|3AART|46DUR|58DMG|7CGEN|9RCR
281	34223 12212	   	172.02	DCR|2AART|2DMG|1VULN|1FLTHEA	1RMIN|2VULN|39AART|4DUST|56DMG|7RCR|8FLTHEA|aLIT
282	34223 12213	   	172.02	DCR|2AART|2DMG|1VULN|1FLTHEA	1RMIN|2VULN|39AART|4DUST|56DMG|7RCR|8FLTHEA|aLHND
283	34223 12215	   	172.02	DCR|2AART|2DMG|1VULN|1FLTHEA	1RMIN|2VULN|39AART|4DUST|56DMG|7RCR|8FLTHEA|aDMSP
284	34223 12216	   	172.02	DCR|2AART|2DMG|1VULN|1FLTHEA	1aRMIN|2VULN|39AART|4DUST|56DMG|7RCR|8FLTHEA
285	34223 62212	   	172.02	DCR|2AART|2VULN|1DMG|1FLTHEA	1RMIN|26VULN|39AART|4DUST|5DMG|7RCR|8FLTHEA|aLIT
286	34223 62213	   	172.02	DCR|2AART|2VULN|1DMG|1FLTHEA	1RMIN|26VULN|39AART|4DUST|5DMG|7RCR|8FLTHEA|aLHND
287	34223 62215	   	172.02	DCR|2AART|2VULN|1DMG|1FLTHEA	1RMIN|26VULN|39AART|4DUST|5DMG|7RCR|8FLTHEA|aDMSP
288	34223 62216	   	172.02	DCR|2AART|2VULN|1DMG|1FLTHEA	1aRMIN|26VULN|39AART|4DUST|5DMG|7RCR|8FLTHEA
289	53233 62116	   	172.01	DCR|3VULN|2AART|1ZMB|1DUR	1ZMB|2LHND|3aAART|4CGEN|568VULN|7RCR|9DUR
290	31331 26114	   	171.93	ACR|3VULN|2DMG|1CDMG	1RMIN|2RCR|3468CGEN|589VULN|78DMG|8BPWR|aCDMG
291	31351 26114	   	171.93	ACR|3VULN|2DMG|1CDMG	1RMIN|2RCR|368CGEN|489VULN|5DMSP|78DMG|8BPWR|aCDMG
292	52133 62241	 * 	171.92	DCR|3VULN|1AART|2ZMB|1CDMG	18ZMB|2AART|3BEXP|48CGEN|568VULN|7RCR|8BPWR|9BELT|aCDMG
293	52534 23212	   	171.92	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	15ZMB|2AART|3DMSP|45DMG|5BPWR|6RCR|7FEWX|8VULN|9DUR|aRMIN
294	52534 23233	   	171.92	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	15ZMB|2AART|3DMSP|45DMG|5BPWR|6RCR|7FEWX|8VULN|9BEXP|aASPD
295	52534 23211	   	171.82	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	15ZMB|2AART|3DMSP|45DMG|5BPWR|6RCR|7FEWX|8VULN|9DUR|aERES
296	53233 62221	   	171.77	DCR|4VULN|1AART|2ZMB	18ZMB|2LHND|3AART|48CGEN|568aVULN|7RCR|8BPWR|9MLV
297	54233 62221	   	171.77	DCR|4VULN|1AART|2ZMB	18ZMB|2FEWX|3AART|48CGEN|568aVULN|7RCR|8BPWR|9MLV
298	12123 35322	 * 	171.76	DCR|2VULN|2DMG|1AART|2ASPD	134LWND|29VULN|5RMIN|69ASPD|79DMG|8RCR|9BPWR|aAART
299	32213 12112	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1aRMIN|2LHND|3AART|4DUR|56DMG|7RCR|89VULN
300	32213 12115	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2LHND|3AART|4DUR|56DMG|7RCR|89VULN|aDMSP
301	34213 12122	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1aRMIN|28VULN|3AART|4DUR|56DMG|7RCR|9FEWX
302	34213 12126	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9FEWX|aBEXP
303	34213 12133	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9BELT|aRPLT
304	34213 12134	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9BELT|aLIT
305	34213 12136	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9BELT|aBEXP
306	34213 12421	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2aVULN|3AART|4DUR|56DMG|7RCR|8CGEN|9DMSP
307	34213 12512	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1aRMIN|29VULN|3AART|4DUR|56DMG|7RCR|8BEXP
308	34213 12516	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|29VULN|3AART|4DUR|56DMG|7RCR|8aBEXP
309	53233 62213	   	171.55	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	18ZMB|2LHND|3AART|48CGEN|568VULN|7RCR|8BPWR|9DUR|aASPD
310	54233 62213	   	171.55	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	18ZMB|2FEWX|3AART|48CGEN|568VULN|7RCR|8BPWR|9DUR|aASPD
311	34223 12112	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1aRMIN|28VULN|3AART|4DUST|56DMG|7RCR|9DUR
312	34223 12116	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUST|56DMG|7RCR|9DUR|aBEXP
313	32213 12111	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2LHND|3AART|4DUR|56DMG|7RCR|89VULN|aERES
314	34213 12121	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9FEWX|aERES
315	34213 12125	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9FEWX|aLEGI
316	34213 12132	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUR|56DMG|7RCR|9BELT|aERES
317	34213 12511	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|29VULN|3AART|4DUR|56DMG|7RCR|8BEXP|aERES
318	34213 12515	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|29VULN|3AART|4DUR|56DMG|7RCR|8BEXP|aLEGI
319	34213 12543	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2aVULN|3AART|4DUR|56DMG|7RCR|8BEXP|9DUST
320	34223 12612	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1aRMIN|29VULN|3AART|4DUST|56DMG|7RCR|8DUR
321	34223 12616	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|29VULN|3AART|4DUST|56DMG|7RCR|8DUR|aBEXP
322	34223 12653	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2aVULN|3AART|4DUST|56DMG|7RCR|8DUR|9BEXP
323	52133 13521	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2AART|3BEXP|47CGEN|5aVULN|68DMG|9RCR
324	52233 13521	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2AART|3LWND|47CGEN|5aVULN|68DMG|9RCR
325	52333 13521	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2AART|3LHND|47CGEN|5aVULN|68DMG|9RCR
326	52333 16521	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2AART|37LHND|4CGEN|5aVULN|68DMG|9RCR
327	31163 64232	 * 	171.39	ACR|4VULN|1AART|1CDMG	1RMIN|2RCR|39FEWX|4CDMG|5689VULN|79DUST|9BPWR|aAART
328	31263 64232	   	171.39	ACR|4VULN|1AART|1CDMG	1RMIN|2RCR|39BEXP|4CDMG|5689VULN|79DUST|9BPWR|aAART
329	31251 11355	   	171.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RMIN|2RCR|38BEXP|4ZMB|5LEGI|68DUR|78DMG|8BPWR|9VULN|aAART
330	31253 31366	   	171.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RMIN|2RCR|38BEXP|4ZMB|58DUR|6MBVNT|78DMG|8BPWR|9VULN|aAART
