0	Index      	 *	Score 	Summary	Detail	
1	53321 21516	 * 	199.89	DCR|3VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3RCVC|4AART|59aVULN|69DUR|7RCR|9BPWR
163	23122 65131	   	172.18	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|478aVULN|57DMG|67BEXP|7BPWR|9TLV
164	23122 65181	   	172.18	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67BEXP|7BPWR|aDUST
165	23122 25171	   	172.08	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|478aVULN|57DMG|67DUST|7BPWR|9MLV
166	23122 25183	   	172.08	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67DUST|7BPWR|aLIT
167	23122 25186	   	172.08	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67DUST|7BPWR|aCGEN
168	23122 65216	   	172.06	ACR|3VULN|2DMG|1DUR|1ASPD	1RMIN|2RCR|3MBVNT|479VULN|57DMG|67BEXP|7BPWR|8DUR|aASPD
169	23122 65126	   	172.06	ACR|3VULN|2DMG|1DUR|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67BEXP|7BPWR|9DUR|aASPD
170	23122 65184	   	172.04	ACR|4VULN|2DMG|1SELL	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67BEXP|7BPWR|aSELL
171	53321 31511	   	172.00	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LHND|7RCR|9BPWR|aBEXP
172	53321 31513	   	172.00	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LHND|7RCR|9BPWR|aCGEN
173	53321 31514	   	172.00	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LHND|7RCR|9BPWR|aDMSP
174	53321 61511	   	172.00	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LWND|7RCR|9BPWR|aBEXP
175	53321 61513	   	172.00	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LWND|7RCR|9BPWR|aCGEN
176	23122 25131	   	171.98	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|478aVULN|57DMG|67DUST|7BPWR|9TLV
177	23122 25181	   	171.98	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67aDUST|7BPWR
178	23122 25187	   	171.98	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67DUST|7BPWR|aVENICY
179	23122 35211	   	171.96	ACR|3DMG|2VULN|1DUR|1ASPD	1RMIN|2RCR|3MBVNT|47VULN|579DMG|6DMSP|7BPWR|8DUR|aASPD
180	12413 36314	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|27VULN|3DUST|4FEWX|5ZMB|6CDMG|8RCR|9DMG|aAART
181	53321 31512	   	171.90	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LHND|7RCR|9BPWR|aTLV
182	53321 31516	   	171.90	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LHND|7RCR|9BPWR|aDUST
183	53321 61512	   	171.90	DCR|2VULN|3ZMB|1AART|1CDMG	189ZMB|2CDMG|3RCVC|4AART|59VULN|69LWND|7RCR|9BPWR|aTLV
184	23122 25216	   	171.86	ACR|3VULN|2DMG|1DUR|1ASPD	1RMIN|2RCR|3MBVNT|479VULN|57DMG|67DUST|7BPWR|8DUR|aASPD
185	23122 25126	   	171.86	ACR|3VULN|2DMG|1DUR|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67DUST|7BPWR|9DUR|aASPD
186	23122 25184	   	171.84	ACR|4VULN|2DMG|1SELL	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67DUST|7BPWR|aSELL
187	23126 37335	 * 	171.79	ACR|4VULN|1AART|1CDMG	1RMIN|2RCR|3MBVNT|478aVULN|5DUST|6CDMG|9AART
188	42212 34614	 * 	171.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1LEGI|28ZMB|3VULN|48CGEN|5RCR|6AART|78DMG|8BPWR|9MBVNT|aCDMG
189	23122 35118	   	171.73	ACR|3DMG|2VULN|1CDMG	1RMIN|2RCR|3MBVNT|47VULN|579DMG|6DMSP|7BPWR|8LWND|aCDMG
190	12432 34326	 * 	171.65	DCR|3DMG|2VULN|1CDMG|2DUR	17DUR|27VULN|3DUST|4CGEN|567DMG|7BPWR|8LIT|9CDMG|aRCR
191	42212 34251	   	171.64	ACR|2VULN|2DMG|1AART|1ZMB	1LEGI|2ZMB|38VULN|4CGEN|5RCR|6AART|7aDMG|9ERES
192	23122 35716	   	171.63	ACR|3DMG|2VULN|1CDMG	1RMIN|2RCR|3MBVNT|47VULN|579DMG|6DMSP|7BPWR|8DUST|aCDMG
193	23122 37134	 * 	171.63	ACR|3VULN|2DMG|1FLTHEA	1RMIN|2RCR|3MBVNT|48aVULN|59DMG|6DMSP|7FLTHEA
194	23122 81814	   	171.63	ACR|3VULN|2DMG|1CDMG	1RMIN|2RCR|3MBVNT|49aVULN|59DMG|6LIT|7CDMG|89TLV|9BPWR
195	44231 32226	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|5aVULN|6FEWX|7RCR|8DMG|9LIT
196	23122 25161	   	171.53	ACR|3VULN|2DMG|1CDMG	1RMIN|2RCR|3MBVNT|478VULN|57DMG|679DUST|7BPWR|aCDMG
197	23122 25536	   	171.53	ACR|3VULN|2DMG|1CDMG	1RMIN|2RCR|3MBVNT|479VULN|57DMG|67DUST|7BPWR|8AIRHEL|aCDMG
198	23122 25552	   	171.53	ACR|3DMG|2VULN|1CDMG	1RMIN|2RCR|3MBVNT|47VULN|57aDMG|67DUST|7BPWR|8AIRHEL|9CDMG
199	23122 25661	   	171.53	ACR|3VULN|2DMG|2ASPD	1RMIN|2RCR|3MBVNT|47aVULN|57DMG|67DUST|7BPWR|89ASPD
200	53621 21124	   	171.50	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3DMSP|4AART|59VULN|6DUR|7RCR|8aASPD
201	23354 22135	   	171.49	ACR|3VULN|2DMG|2ASPD|1SELL	1RMIN|2RCR|3SELL|49DMG|59aVULN|6LIT|7DUST|89ASPD|9BPWR
202	44231 12226	   	171.47	DCR|3VULN|1AART|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|59aVULN|6RCR|7RMIN|8RCVC
203	42232 24114	   	171.25	ACR|3VULN|1AART|1DMG|2ZMB	1LEGI|27ZMB|378VULN|4RMIN|5RCR|67DUST|7BPWR|9DMG|aAART
204	23122 44635	   	171.04	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2RCR|3MBVNT|4aVULN|5DMG|6ASPD|7CDMG|8RCVC|9AART
205	23122 81532	   	171.04	ACR|2VULN|2DMG|2ZMB|1CDMG	1RMIN|2RCR|3MBVNT|49VULN|59DMG|6LIT|7CDMG|89ZMB|9BPWR|aFEWX
206	23122 81533	   	171.04	ACR|2VULN|2DMG|2ZMB|1CDMG	1RMIN|2RCR|3MBVNT|49VULN|59DMG|6LIT|7CDMG|89ZMB|9BPWR|aBEXP
207	23122 81538	   	171.04	ACR|2VULN|2DMG|2ZMB|1CDMG	1RMIN|2RCR|3MBVNT|49VULN|59DMG|6LIT|7CDMG|89ZMB|9BPWR|aLWND
208	53321 21143	   	170.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|3RCVC|4AART|5VULN|6DUR|7RCR|8ASPD|9FEWX|aDMG
209	53323 31123	   	170.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|3RCVC|4AART|5LWND|6DUR|7RCR|8ASPD|9VULN|aDMG
210	53323 31134	   	170.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|3RCVC|4AART|5LWND|6DUR|7RCR|8ASPD|9DMG|aVULN
211	53326 21123	   	170.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|3RCVC|4AART|5DUR|6LWND|7RCR|8ASPD|9VULN|aDMG
212	53326 21134	   	170.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|3RCVC|4AART|5DUR|6LWND|7RCR|8ASPD|9DMG|aVULN
213	53321 21113	   	170.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|3RCVC|4AART|5VULN|6DUR|7RCR|8ASPD|9DUST|aDMG
214	23612 55123	   	170.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RMIN|2RCR|3LWND|4CGEN|5aDMG|6CDMG|7AART|8ASPD|9VULN
215	23122 65217	   	170.42	ACR|3VULN|2DMG|2DUR	1RMIN|2RCR|3MBVNT|479VULN|57DMG|67BEXP|7BPWR|8aDUR
216	23122 65127	   	170.42	ACR|3VULN|2DMG|2DUR	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67BEXP|7BPWR|9aDUR
217	13113 61334	   	170.33	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	189DUR|2LIT|389BEXP|4VULN|5RCR|6CDMG|789DMG|89BPWR|aASPD
218	63213 61334	   	170.33	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	189FEWX|2LIT|389DUR|4VULN|5RCR|6CDMG|789DMG|89BPWR|aASPD
219	23123 36874	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2RCR|3MBVNT|48VULN|5LHND|6CDMG|7AART|9DMG|aDUR
220	23122 35225	   	170.32	ACR|3DMG|2VULN|2DUR	1RMIN|2RCR|3MBVNT|47VULN|57aDMG|6DMSP|7BPWR|89DUR
221	23122 35288	   	170.32	ACR|3VULN|2DMG|2DUR	1RMIN|2RCR|3MBVNT|479VULN|57DMG|6DMSP|7BPWR|8aDUR
222	23525 53222	   	170.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RMIN|2RCR|3LSRHEA|49DUR|5AART|6DMG|7CDMG|8VULN|aZMB
223	54232 26211	 * 	170.22	DCR|3DMG|2VULN|1FLTHEA|1ZMB	1ZMB|249DMG|3DUST|5FEWX|69VULN|7FLTHEA|89ERES|9BPWR|aRCR
224	23122 25213	   	170.22	ACR|3VULN|2DMG|2DUR	1RMIN|2RCR|3MBVNT|479VULN|57DMG|67DUST|7BPWR|8aDUR
225	23122 25123	   	170.22	ACR|3VULN|2DMG|2DUR	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67DUST|7BPWR|9aDUR
226	13413 61334	   	170.03	ACR|3DMG|1VULN|3DUR|1CDMG|1ASPD	189DUR|2LIT|389DUST|4VULN|5RCR|6CDMG|789DMG|89BPWR|aASPD
227	53321 31354	   	169.97	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|3RCVC|4AART|59aVULN|6LHND|7RCR|8CANSTR
228	23127 35813	 * 	169.96	ACR|4VULN|3ZMB|1DUR	1RMIN|2RCR|3MBVNT|4789VULN|578ZMB|6DMSP|78BPWR|aDUR
