0	Index      	 *	Score 	Summary	Detail	
1	55351 44212	 * 	184.21	DCR|3VULN|3DMG|1CDMG|1DUR	1ERES|2MBVNT|356VULN|467DMG|6BPWR|8DUR|9RCR|aCDMG
167	13242 23124	   	160.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8ASPD|9DUR|aVULN
168	45318 23424	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|4LHND|6RCR|7AART|8BELT|9DUR|aDMG
169	65242 23124	   	160.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8ASPD|9DUR|aVULN
170	36323 31661	   	160.78	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|28BEXP|38VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|9DMG|aLHND
171	36323 31662	   	160.78	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|28BEXP|38VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|9DMG|aDMSP
172	36323 31663	   	160.78	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|28BEXP|38VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|9DMG|aLWND
173	45712 14121	   	160.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|3DMG|4CDMG|5ZMB|6DUR|7AART|8LHND|9RCR|aVULN
174	12416 52231	   	160.52	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|26DUST|36aVULN|4AART|5RCR|6BPWR|7DUR|8CDMG|9CGEN
175	11652 23421	 * 	160.48	DCR|2VULN|1AART|1DMG|2ASPD	1FEWX|2ERES|3DMG|4aASPD|59VULN|6RCR|7AART|8MGNSTR
176	11652 23112	   	160.48	DCR|2VULN|1AART|1DMG|2ASPD	1FEWX|2ERES|3DMG|48ASPD|5aVULN|6RCR|7AART|9CGEN
177	13242 23643	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8DUST|9VULN|aCDMG
178	33328 23581	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LWND|35VULN|4MBVNT|6RCR|7AART|8SNIHEL|9DMG|aCDMG
179	65242 23643	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8DUST|9VULN|aCDMG
180	33328 23445	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2LWND|359VULN|4MBVNT|6RCR|7AART|8DUR|aZMB
181	11327 23366	 * 	160.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1FEWX|2ERES|35VULN|4MBVNT|6RCR|7AART|8TLV|9DMG|aFLTHEA
182	51336 23346	   	160.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2TLV|3LHND|4MBVNT|5DMG|6RCR|7AART|89VULN|aFLTHEA
183	11327 23445	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	1FEWX|2ERES|359VULN|4MBVNT|6RCR|7AART|8DUR|aZMB
184	13242 43323	   	160.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2LWND|3MBVNT|45DMG|6DUR|7AART|8VULN|9RCR|aCDMG
185	65242 43323	   	160.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2FEWX|3MBVNT|45DMG|6DUR|7AART|8VULN|9RCR|aCDMG
186	12242 18238	   	160.21	DCR|2VULN|2DMG|1AART	1FEWX|2DUST|3MBVNT|45DMG|6BEXP|7RCR|89VULN|aAART
187	45324 41338	   	160.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2MBVNT|37VULN|4RPLT|5DUST|6RCR|89DMG|aCDMG
188	13416 11121	   	160.00	ACR|3VULN|1AART|1DMG	1FEWX|2LWND|39aVULN|4AART|5RCR|6DMG|7LHND|8LSRREG
189	13416 11521	   	160.00	ACR|3VULN|1AART|1DMG	1FEWX|2LWND|39aVULN|4AART|5RCR|6DMG|7LHND|8AIRHEA
190	13416 14232	   	160.00	ACR|3VULN|1AART|1DMG	1FEWX|2LWND|39aVULN|4AART|5RCR|6DMG|7RPLT|8VENICY
191	63212 35348	   	160.00	ACR|3VULN|1AART|1DMG	1LWND|2LHND|3MBVNT|4AART|5RCR|6RPLT|79aVULN|8DMG
192	41212 35251	 * 	160.00	ACR|3VULN|3ASPD|1DMG|1DUR	136ASPD|2TLV|47aVULN|5RCR|8DUR|9DMG
193	13242 22443	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7BEXP|8AART|9VULN|aCDMG
194	65242 22443	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7BEXP|8AART|9VULN|aCDMG
195	12416 11131	   	159.90	ACR|3VULN|1AART|1DMG	1FEWX|2DUST|39aVULN|4AART|5RCR|6DMG|7LHND|8LSRREG
196	12416 11531	   	159.90	ACR|3VULN|1AART|1DMG	1FEWX|2DUST|39aVULN|4AART|5RCR|6DMG|7LHND|8AIRHEA
197	12416 14222	   	159.90	ACR|3VULN|1AART|1DMG	1FEWX|2DUST|39aVULN|4AART|5RCR|6DMG|7RPLT|8VENICY
198	62416 11121	   	159.90	ACR|3VULN|1AART|1DMG	1LWND|2DUST|39aVULN|4AART|5RCR|6DMG|7LHND|8LSRREG
199	33322 61174	   	159.71	DCR|2VULN|2DMG|1AART	1RMIN|2LWND|3aVULN|4MBVNT|59DMG|6RPLT|7AART|8RCR
200	34434 31413	 * 	159.68	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3AART|4RCR|5aCDMG|6MBVNT|7BEXP|8aDUR|9aVULN|aBPWR
201	64122 61331	   	159.62	DCR|4VULN|1AART	1LWND|2AART|358aVULN|4LIT|6RCR|7ERES|9DMSP
202	45723 21411	   	159.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2MBVNT|39DMG|4DUR|5AART|6BEXP|7RCR|8VULN|aMLV
203	45723 21413	   	159.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2MBVNT|39DMG|4DUR|5AART|6BEXP|7RCR|8VULN|aLHND
204	45723 21441	   	159.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2MBVNT|3DMG|4DUR|5AART|6BEXP|7RCR|89VULN|aMLV
205	45723 21443	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2MBVNT|3DMG|4DUR|5AART|6BEXP|7RCR|89VULN|aLHND
206	45723 21114	   	159.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2MBVNT|39DMG|4DUR|5AART|6BEXP|7RCR|8LWND|aVULN
207	34431 21132	 * 	159.54	ACR|2AART|1VULN|1FLTHEA|1CDMG|1ZMB	1RMIN|2RCVC|38AART|4RCR|5ZMB|6RPLT|7FLTHEA|9CDMG|aVULN
208	45723 21414	   	159.50	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2MBVNT|39DMG|4DUR|5AART|6BEXP|7RCR|8VULN|aTLV
209	45723 21444	   	159.50	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2MBVNT|3DMG|4DUR|5AART|6BEXP|7RCR|89VULN|aTLV
210	12242 18482	   	159.48	DCR|3DMG|1AART|1VULN	1FEWX|2DUST|3MBVNT|459DMG|6BEXP|7RCR|8AART|aVULN
211	35111 42325	   	159.46	DCR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1RMIN|2LIT|3SELL|4DMG|5DUR|6RCR|7aVULN|8ASPD|9AART
212	46223 36211	   	159.45	DCR|3ZMB|1AART|3ASPD|1CDMG|1DUR	134ASPD|247ZMB|47BPWR|5AART|6RCR|8CDMG|9LHND|aDUR
213	46223 36231	   	159.45	DCR|3ZMB|1AART|3ASPD|1CDMG|1DUR	134ASPD|247ZMB|47BPWR|5AART|6RCR|8CDMG|9FEWX|aDUR
214	41212 35243	 * 	159.43	ACR|4VULN|3ASPD|2DUR	136ASPD|2aTLV|479aVULN|5RCR|8aDUR|aBPWR
215	36633 71244	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2BEXP|3DMG|4MBVNT|5AART|6LWND|7RCR|8CDMG|9aVULN
216	46223 32532	   	159.35	DCR|3ZMB|1AART|3ASPD|1CDMG|1DUR	134ASPD|24aZMB|4BPWR|5AART|6RCR|7DUR|8AIRHEA|9CDMG
217	26115 32231	   	159.33	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LIT|26MLV|3SELL|46DMG|5AART|6BPWR|7RCR|8BEXP|9CDMG|aVULN
218	26115 32531	   	159.33	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LIT|26MLV|3SELL|46DMG|5AART|6BPWR|7RCR|8FEWX|9CDMG|aVULN
219	34433 11324	 * 	159.29	ACR|3VULN|1AART|3DUR	1RMIN|2RCVC|3AART|4RCR|58LIT|68aVULN|789DUR|8BPWR
220	33328 23464	 * 	159.16	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2LWND|35VULN|4MBVNT|6RCR|7AART|89DUR|aDMG
221	22115 32231	   	159.13	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LIT|26TLV|3SELL|46DMG|5AART|6BPWR|7RCR|8BEXP|9CDMG|aVULN
222	22115 32531	   	159.13	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LIT|26TLV|3SELL|46DMG|5AART|6BPWR|7RCR|8FEWX|9CDMG|aVULN
223	24115 32231	   	159.13	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LIT|26ERES|3SELL|46DMG|5AART|6BPWR|7RCR|8BEXP|9CDMG|aVULN
224	24115 32531	   	159.13	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LIT|26ERES|3SELL|46DMG|5AART|6BPWR|7RCR|8FEWX|9CDMG|aVULN
225	64116 13321	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|38VULN|4LHND|5RCR|6DMG|7ERES|9AIRHEL|aCDMG
226	46223 31151	 * 	159.04	DCR|1AART|3ASPD|1DMG|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RMIN|8DMG|9CDMG|aFEWX
227	46223 31152	   	159.04	DCR|1AART|3ASPD|1DMG|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RMIN|8DMG|9CDMG|aLWND
228	46223 31153	   	159.04	DCR|1AART|3ASPD|1DMG|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RMIN|8DMG|9CDMG|aMLV
229	46223 33151	   	159.04	DCR|1AART|1VULN|3ASPD|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RCVC|8VULN|9CDMG|aFEWX
230	46223 33152	   	159.04	DCR|1AART|3ASPD|1VULN|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RCVC|8VULN|9CDMG|aLHND
231	46223 33153	   	159.04	DCR|1AART|1VULN|3ASPD|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RCVC|8VULN|9CDMG|aMLV
232	46223 33412	   	159.04	DCR|1AART|3ASPD|1DMG|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RCVC|8CDMG|9FEWX|aDMG
233	46223 31361	   	159.04	DCR|1AART|1VULN|3ASPD|2ZMB|1CDMG	134ASPD|24ZMB|4BPWR|5AART|6RCR|7RMIN|8BEXP|9CDMG|aVULN
234	55742 42341	   	158.97	DCR|3DMG|2VULN|1ZMB	14ERES|2MBVNT|346DMG|46BPWR|56VULN|7CGEN|8LIT|9RCR|aZMB
235	46223 31132	   	158.93	DCR|3ZMB|1AART|3ASPD|1DMG	134ASPD|24aZMB|4BPWR|5AART|6RCR|7RMIN|8DMG|9FEWX
236	46223 31342	   	158.93	DCR|3ZMB|1AART|3ASPD|1DMG	134ASPD|24aZMB|4BPWR|5AART|6RCR|7RMIN|8BEXP|9DMG
237	46223 33132	   	158.93	DCR|3ZMB|1AART|3ASPD|1VULN	134ASPD|24aZMB|4BPWR|5AART|6RCR|7RCVC|8VULN|9LWND
238	46223 36121	   	158.93	DCR|3ZMB|1AART|1DMG|3ASPD	134ASPD|247ZMB|47BPWR|5AART|6RCR|8LIT|9DMG|aLWND
239	55312 51313	   	158.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2MBVNT|38VULN|4LHND|5DMG|6AART|7RCR|9ASPD|aDUR
240	46331 33262	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2ZMB|3LIT|46VULN|5TLV|7RCVC|8RCR|9AART|aDMG
241	46223 34132	   	158.83	DCR|3ZMB|1AART|3ASPD|1DMG	134ASPD|24aZMB|4BPWR|5AART|6RCR|7TLV|8DMG|9FEWX
242	46223 34312	   	158.83	DCR|3ZMB|1AART|3ASPD|1VULN	134ASPD|24aZMB|4BPWR|5AART|6RCR|7TLV|8VULN|9RMIN
243	46223 34321	   	158.83	DCR|3ZMB|1AART|3ASPD|1VULN	134ASPD|249ZMB|4BPWR|5AART|6RCR|7TLV|8VULN|aCGEN
244	46223 34323	   	158.83	DCR|3ZMB|1AART|1VULN|3ASPD	134ASPD|249ZMB|4BPWR|5AART|6RCR|7TLV|8VULN|aMLV
245	46223 36112	   	158.83	DCR|3ZMB|1AART|3ASPD|1DMG	134ASPD|247ZMB|47BPWR|5AART|6RCR|8LIT|9TLV|aDMG
246	46223 36123	   	158.83	DCR|3ZMB|1AART|3ASPD|1DMG	134ASPD|247ZMB|47BPWR|5AART|6RCR|8LIT|9DMG|aTLV
247	13212 16363	 * 	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|8VULN|9DUR|aCDMG
248	34432 21131	   	158.79	ACR|2AART|2VULN|1DMG	1RMIN|2RCVC|38AART|4RCR|56VULN|7ERES|9DMG|aRPLT
249	34432 21132	   	158.79	ACR|2AART|2VULN|1DMG	1RMIN|2RCVC|38AART|4RCR|56VULN|7ERES|9DMG|aBEXP
250	34432 21133	   	158.79	ACR|2AART|2VULN|1DMG	1RMIN|2RCVC|38AART|4RCR|56VULN|7ERES|9DMG|aLWND
251	34432 21134	   	158.79	ACR|2AART|2VULN|1DMG	1RMIN|2RCVC|38AART|4RCR|56VULN|7ERES|9DMG|aBELT
252	34432 21135	   	158.79	ACR|2AART|2VULN|1DMG	1RMIN|2RCVC|38AART|4RCR|56VULN|7ERES|9DMG|aMLV
253	34432 21136	   	158.79	ACR|2AART|2VULN|1DMG	1RMIN|2RCVC|38AART|4RCR|56VULN|7ERES|9DMG|aDMSP
254	46331 32262	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2ZMB|3LIT|46VULN|57TLV|8RCR|9AART|aDMG
255	11613 33651	   	158.69	ACR|2VULN|2DMG|1AART|1SELL	1FEWX|2ERES|36DMG|4SELL|5RCR|7aVULN|8RMIN|9AART
256	12268 41244	   	158.62	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUST|3MBVNT|4CDMG|5RCR|69aVULN|7AART|8DUR
257	12268 41644	   	158.62	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUST|3MBVNT|4CDMG|5RCR|68aVULN|7AART|9DUR
258	41222 15141	   	158.62	ACR|3VULN|1AART|2ASPD|1DUR	13ASPD|2TLV|4LWND|5RCR|689VULN|7AART|aDUR
259	53621 14221	   	158.58	DCR|2VULN|1AART|1DMG|2ASPD	1ERES|2AART|3aASPD|4DMG|59VULN|6LHND|7BASHEA|8RCR
260	55312 51321	   	158.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2MBVNT|38VULN|4LHND|5DMG|6AART|7RCR|9AIRHEL|aCDMG
261	16416 12223	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3VULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ZMB|aLWND
262	13416 53213	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LWND|3VULN|4AART|5RCR|6BEXP|7ASPD|8ZMB|9DMG|aCDMG
263	13416 12224	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LWND|3VULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ZMB|aASPD
264	13416 12225	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2LWND|3VULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ZMB|aDUR
265	13416 22141	   	158.42	ACR|3VULN|2AART|1DUR	1FEWX|2LWND|389VULN|46AART|5RCR|7RCVC|aDUR
266	16416 12222	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3VULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ZMB|aDUST
267	12416 12224	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2DUST|3VULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ZMB|aASPD
268	12416 12225	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUST|3VULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ZMB|aDUR
269	12416 43213	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2DUST|3VULN|4AART|5RCR|6LWND|7ASPD|8ZMB|9DMG|aCDMG
270	13212 15247	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LWND|3MBVNT|4AART|5RCR|6DMG|7ZMB|8CDMG|9VULN|aASPD
271	26131 14232	   	158.33	ACR|3VULN|1AART|1ZMB|1ASPD|1SELL	1LIT|2MLV|3SELL|4RCR|5ZMB|6ASPD|7AART|89aVULN
272	35131 14232	   	158.33	ACR|3VULN|1AART|1ZMB|1ASPD|1SELL	1RMIN|2LIT|3SELL|4RCR|5ZMB|6ASPD|7AART|89aVULN
273	16416 13111	   	158.32	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2DUR|3VULN|4AART|5RCR|69DMG|7ASPD|8LHND|aMLV
274	16416 13112	   	158.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2DUR|3VULN|4AART|5RCR|69DMG|7ASPD|8LHND|aRPLT
275	16416 13113	   	158.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2DUR|3VULN|4AART|5RCR|69DMG|7ASPD|8aLHND
276	33328 23362	 * 	158.27	DCR|2VULN|2AART|1DMG	1RMIN|2LWND|35VULN|4MBVNT|6RCR|7aAART|8TLV|9DMG
277	22131 14232	   	158.23	ACR|3VULN|1AART|1ZMB|1ASPD|1SELL	1LIT|2TLV|3SELL|4RCR|5ZMB|6ASPD|7AART|89aVULN
278	24131 14232	   	158.23	ACR|3VULN|1AART|1ZMB|1ASPD|1SELL	1LIT|2ERES|3SELL|4RCR|5ZMB|6ASPD|7AART|89aVULN
279	16416 13211	   	158.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2DUR|3VULN|4AART|5RCR|69DMG|7ASPD|8MBVNT|aMLV
280	16416 13213	   	158.22	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2DUR|3VULN|4AART|5RCR|69DMG|7ASPD|8MBVNT|aLHND
281	16416 13241	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUR|39VULN|4AART|5RCR|6DMG|7ASPD|8MBVNT|aMLV
282	16416 13243	   	158.22	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2DUR|39VULN|4AART|5RCR|6DMG|7ASPD|8MBVNT|aLHND
283	16416 13322	   	158.22	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2DUR|3VULN|4AART|5RCR|6aDMG|7ASPD|8TLV|9RPLT
284	16416 13332	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUR|3aVULN|4AART|5RCR|6DMG|7ASPD|8TLV|9MLV
285	23136 61842	 * 	158.20	DCR|3VULN|1AART|1CDMG|2DUR	1LIT|2LEGI|369VULN|4MBVNT|56DUR|6BPWR|7CDMG|8AART|aRCR
286	45327 41321	   	158.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|37aVULN|4RPLT|5FEWX|6RCR|8DMG|9CDMG
287	16416 13214	   	158.12	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2DUR|3VULN|4AART|5RCR|69DMG|7ASPD|8MBVNT|aTLV
288	16416 13244	   	158.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUR|39VULN|4AART|5RCR|6DMG|7ASPD|8MBVNT|aTLV
289	13416 12231	   	158.09	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LWND|3aVULN|4AART|5RCR|6DMG|7MLV|8CDMG|9CGEN
290	45324 41321	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|37aVULN|4RPLT|5DUST|6RCR|8DMG|9CDMG
291	34133 35213	 * 	158.06	DCR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3aCDMG|4LHND|5AART|6MBVNT|7RCR|8aDUR|9aVULN|aBPWR
292	12416 12231	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DUST|3aVULN|4AART|5RCR|6DMG|7MLV|8CDMG|9CGEN
293	62416 12231	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3aVULN|4AART|5RCR|6DMG|7MLV|8CDMG|9CGEN
294	13212 32333	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LWND|3MBVNT|4AART|5RCR|6LIT|7DMG|8CDMG|9aVULN
295	13212 32346	 * 	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1FEWX|2LWND|3MBVNT|4AART|5RCR|6LIT|79DMG|8CDMG|aVULN
296	13416 12261	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LWND|3aVULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ERES
297	65212 32333	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3MBVNT|4AART|5RCR|6LIT|7DMG|8CDMG|9aVULN
298	65212 32346	   	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2FEWX|3MBVNT|4AART|5RCR|6LIT|79DMG|8CDMG|aVULN
299	21621 46333	   	157.98	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1aLIT|2aCGEN|3VULN|4SELL|5ZMB|6RCR|7AART|8RMIN|9aDMG|aBPWR
300	13242 23311	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aMLV
301	13242 23312	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aRPLT
302	13242 23313	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aLHND
303	13242 23316	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aBEXP
304	13242 23317	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2aLWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB
305	13243 23345	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25LWND|3MBVNT|4DMG|6RCR|7AART|89VULN|aZMB
306	13247 23345	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	15FEWX|2LWND|3MBVNT|4DMG|6RCR|7AART|89VULN|aZMB
307	14336 23345	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DMSP|3LHND|4MBVNT|5DMG|6RCR|7AART|89VULN|aZMB
308	15336 23345	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	12FEWX|2BPWR|3LHND|4MBVNT|5DMG|6RCR|7AART|89VULN|aZMB
309	63246 23345	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|24LHND|3MBVNT|5DMG|6RCR|7AART|89VULN|aZMB
310	65242 23311	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aMLV
311	65242 23312	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aRPLT
312	65242 23313	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aLHND
313	65242 23316	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aBEXP
314	65242 23317	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1aLWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB
315	65243 23345	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	15LWND|2FEWX|3MBVNT|4DMG|6RCR|7AART|89VULN|aZMB
316	13242 23413	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8LIT|9ZMB|aVULN
317	65242 23413	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8LIT|9ZMB|aVULN
318	12416 12261	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DUST|3aVULN|4AART|5RCR|6DMG|7MLV|8CDMG|9ERES
319	13242 23314	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aTLV
320	13242 23315	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aDUST
321	13242 23614	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7AART|8DUST|9ZMB|aVULN
322	33328 23365	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2LWND|35VULN|4MBVNT|6RCR|7AART|8TLV|9DMG|aZMB
323	65242 23314	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aTLV
324	65242 23315	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8VULN|9ZMB|aDUST
325	65242 23614	   	157.83	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7AART|8DUST|9ZMB|aVULN
326	13242 48454	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2LWND|3MBVNT|45DMG|6DUR|7RCR|8AART|9ASPD|aVULN
