0	Index      	 *	Score 	Summary	Detail	
1	13623 26512	 * 	189.93	ACR|3DMG|2AART|2VULN	19CGEN|2RMIN|3aAART|4LIT|5RCR|689DMG|79VULN|9BPWR
169	22343 23366	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	159VULN|2CGEN|3LWND|4RCR|6DMG|7DUR|8AART|aTLV
170	13511 25138	   	166.72	DCR|2AART|2DMG|1VULN|2ASPD	17CGEN|2RMIN|3VULN|4aAART|57ASPD|67DMG|7BPWR|8MBVNT|9RCR
171	22123 28741	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2CGEN|3BEXP|4MBVNT|68DMG|7ZMB|9RCR|aAART
172	23123 28741	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2RMIN|3BEXP|4MBVNT|68DMG|7ZMB|9RCR|aAART
173	26123 28741	   	166.42	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ERES|3BEXP|4MBVNT|68DMG|7ZMB|9RCR|aAART
174	23216 51631	   	166.25	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|2RMIN|3ERES|4AART|5aBEXP|6LHND|7ASPD|8aDMG|9RCR|aBPWR
175	23461 13214	   	166.12	DCR|2VULN|2DMG|1AART|1ZMB	19VULN|2RMIN|3LIT|49MLV|5ZMB|6ERES|7AART|89DMG|9BPWR|aRCR
176	23235 23115	   	166.09	ACR|3DMG|1AART|1VULN|1ASPD|1SELL	1VULN|2RMIN|3ERES|4RCR|5ASPD|67aDMG|8SELL|9AART
177	23213 51631	   	166.05	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|2RMIN|3ERES|4AART|5aDUST|6LHND|7ASPD|8aDMG|9RCR|aBPWR
178	61236 63112	 * 	165.94	ACR|3VULN|2DMG|2ZMB	17ZMB|2BELT|3LIT|479VULN|5RCR|67DMG|7BPWR|8LHND|aFEWX
179	61236 63113	   	165.94	ACR|3VULN|2DMG|2ZMB	17ZMB|2BELT|3LIT|479VULN|5RCR|67DMG|7BPWR|8LHND|aBEXP
180	61236 63212	   	165.94	ACR|3VULN|2DMG|2ZMB	17ZMB|2aBELT|3LIT|479VULN|5RCR|67DMG|7BPWR|8BEXP
181	61236 63213	   	165.94	ACR|3VULN|2DMG|2ZMB	17ZMB|2BELT|3LIT|479VULN|5RCR|67DMG|7BPWR|8BEXP|aCGEN
182	61236 63322	   	165.94	ACR|3VULN|2DMG|2ZMB	17ZMB|2BELT|38LIT|47aVULN|5RCR|67DMG|7BPWR|9DMSP
183	22212 21344	   	165.87	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2CGEN|3ERES|4DUR|5RCR|6BELT|78DMG|9AART
184	61236 63111	   	165.84	ACR|3VULN|2DMG|2ZMB	17ZMB|2BELT|3LIT|479VULN|5RCR|67DMG|7BPWR|8LHND|aERES
185	61236 63211	   	165.84	ACR|3VULN|2DMG|2ZMB	17ZMB|2BELT|3LIT|479VULN|5RCR|67DMG|7BPWR|8BEXP|aERES
186	23236 34343	 * 	165.74	ACR|3VULN|3CDMG|1AART	18aVULN|2RMIN|3ERES|4RCR|58aCDMG|6RPLT|78aLHND|8aBPWR|9AART
187	23236 36343	   	165.74	ACR|3VULN|3CDMG|1AART	18aVULN|2RMIN|3ERES|4RCR|58aCDMG|6RPLT|78aLWND|8aBPWR|9AART
188	23262 31631	   	165.65	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|2RMIN|3ERES|4aLHND|5AART|6BEXP|7ASPD|8aDMG|9RCR|aBPWR
189	13535 23412	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RMIN|38VULN|4RCR|5ASPD|6DMG|7AART|9BELT|aCDMG
190	23236 32255	 * 	165.63	ACR|3VULN|2AART|1CDMG	19aVULN|2RMIN|3ERES|4RCR|5CDMG|6RPLT|78AART
191	22413 66211	   	165.58	ACR|4VULN|2AART	1678VULN|2CGEN|3LIT|4aAART|5RCR|9FEWX
192	23262 61631	   	165.55	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|2RMIN|3ERES|4aLHND|5AART|6DUST|7ASPD|8aDMG|9RCR|aBPWR
193	14231 63123	   	165.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1CGEN|2DUR|3ERES|4RCR|56VULN|7AART|8RMIN|9DMG|aFLTHEA
194	13531 23323	   	165.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1CGEN|2RMIN|38VULN|4RCR|5ERES|6DMG|7AART|9DUR|aFLTHEA
195	23233 23323	   	165.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	18VULN|2RMIN|3ERES|4RCR|5CGEN|6DMG|7AART|9DUR|aFLTHEA
196	22251 25132	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2CGEN|37ERES|4NUKE|5AART|67DMG|7BPWR|8MBVNT|9RCR|aDUR
197	13621 36233	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2RMIN|3AART|4LIT|5VULN|6CDMG|79DMG|8RCR|aDUR
198	21523 32284	   	165.21	DCR|2VULN|2AART|1DMG|1ASPD	15VULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|9RCVC|aDMG
199	22123 32483	   	165.17	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8ZMB|9CDMG|aFLTHEA
200	22323 32783	   	165.17	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	15VULN|2CGEN|3LWND|4MBVNT|6RCR|7AART|8ZMB|9CDMG|aFLTHEA
201	21523 32228	   	165.11	DCR|2VULN|2AART|1DMG|1ASPD	15VULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|9ERES|aDMG
202	21523 32262	 * 	165.07	DCR|3VULN|3AART|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|78aAART
203	26123 32483	   	165.07	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8ZMB|9CDMG|aFLTHEA
204	26323 32783	   	165.07	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	15VULN|2ERES|3LWND|4MBVNT|6RCR|7AART|8ZMB|9CDMG|aFLTHEA
205	22212 63223	   	165.04	ACR|3VULN|1AART|1DMG|1DUR	169VULN|2CGEN|3ERES|4DUR|5RCR|7AART|8SNIHEL|aDMG
206	22343 23354	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CGEN|3LWND|4RCR|6DMG|7DUR|8AART|9LIT|aCDMG
207	64326 23141	 * 	165.01	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4VULN|5MBVNT|67DMG|8NUKE|9RCR|aAART
208	64326 23441	   	165.01	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4VULN|5MBVNT|67DMG|8ERES|9RCR|aAART
209	23323 32778	   	164.97	DCR|3VULN|2AART|1ZMB	159VULN|2RMIN|3LWND|4MBVNT|6RCR|7aAART|8ZMB
210	11232 36424	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2FEWX|3ERES|4RCR|5DUR|6aVULN|7CDMG|8AART|9DMG
211	32232 36424	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CGEN|3ERES|4RCR|5DUR|6aVULN|7CDMG|8AART|9DMG
212	22132 36615	   	164.86	ACR|3VULN|2DMG|1ASPD|1DUR	169VULN|2CGEN|39BEXP|4ERES|5RCR|7ASPD|89DMG|9BPWR|aDUR
213	22212 66612	   	164.76	ACR|3VULN|2DMG|1DUR|1ASPD	169VULN|2CGEN|39ERES|4DUR|5RCR|7ASPD|89DMG|9BPWR|aLWND
214	22212 66613	   	164.76	ACR|3VULN|2DMG|1DUR|1ASPD	169VULN|2CGEN|39ERES|4DUR|5RCR|7ASPD|89DMG|9BPWR|aLHND
215	22222 36615	   	164.76	ACR|3VULN|2DMG|1ASPD|1DUR	169VULN|2CGEN|39ERES|4FEWX|5RCR|7ASPD|89DMG|9BPWR|aDUR
216	61233 25623	   	164.72	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2BELT|3LIT|45VULN|68DMG|7TLV|9AART|aRCR
217	61233 26623	   	164.72	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2BELT|3LIT|45VULN|68DMG|7ERES|9AART|aRCR
218	22314 21266	   	164.70	DCR|3VULN|2AART|2DUR	19aVULN|29CGEN|3LWND|4LIT|59DUR|68AART|7RCR|9BPWR
219	22212 66611	   	164.66	ACR|3VULN|2DMG|1DUR|1ASPD	169VULN|2CGEN|39ERES|4DUR|5RCR|7ASPD|89DMG|9BPWR|aBASICY
220	61253 32352	 * 	164.60	DCR|3VULN|3ZMB|1AART	178ZMB|2BELT|3LIT|47BEXP|57aVULN|6AART|7BPWR|9RCR
221	22216 11424	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2CGEN|3ERES|4DUR|5CDMG|6BEXP|7RCR|8AART|9DMG
222	22123 32818	   	164.51	DCR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8aDMG|9DMSP
223	22123 32828	   	164.51	DCR|2VULN|2DMG|1AART	15VULN|2CGEN|39BEXP|4MBVNT|6RCR|7AART|8aDMG
224	22123 32858	   	164.51	DCR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8aDMG|9FEWX
225	22323 32528	   	164.51	DCR|2VULN|2DMG|1AART	15VULN|2CGEN|38LWND|4MBVNT|6RCR|7AART|9aDMG
226	22323 32828	   	164.51	DCR|2VULN|2DMG|1AART	15VULN|28CGEN|3LWND|4MBVNT|6RCR|7AART|9aDMG
227	26314 21263	   	164.50	DCR|3VULN|2AART|2DUR	19aVULN|29ERES|3LWND|4LIT|59DUR|68AART|7RCR|9BPWR
228	22143 22236	   	164.49	ACR|3VULN|2DMG|1ZMB	159VULN|27CGEN|39BEXP|4RCR|69DMG|8RPLT|9BPWR|aZMB
229	22343 22236	   	164.49	ACR|3VULN|2DMG|1ZMB	159VULN|27CGEN|39LWND|4RCR|69DMG|8RPLT|9BPWR|aZMB
230	13125 42631	   	164.45	DCR|2VULN|2DMG|1AART|1ASPD	1aCGEN|2RMIN|3LHND|4aVULN|5ASPD|6DUST|7AART|8aDMG|9RCR|aBPWR
231	22142 26161	   	164.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2CGEN|3BEXP|4RCR|5LHND|6aDMG|7CDMG|8ASPD|9AART
232	22342 26161	   	164.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2CGEN|3LWND|4RCR|5LHND|6aDMG|7CDMG|8ASPD|9AART
233	26323 32528	   	164.41	DCR|2VULN|2DMG|1AART	15VULN|2ERES|38LWND|4MBVNT|6RCR|7AART|9aDMG
234	35133 43611	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2RPLT|3VULN|4LHND|5aDMG|6RCR|7ZMB|8AART|9ASPD
235	23235 23363	   	164.33	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1VULN|2RMIN|3ERES|4RCR|5ASPD|67DMG|8RPLT|9AART|aFLTHEA
236	22343 36631	   	164.29	ACR|3DMG|2VULN|1ZMB	15VULN|2CGEN|3LWND|4RCR|6ZMB|78aDMG|9LIT
237	23143 23314	   	164.29	ACR|3DMG|2VULN|1ZMB	15VULN|2RMIN|38BEXP|4RCR|67aDMG|9ZMB
238	23143 23414	   	164.29	ACR|3DMG|2VULN|1ZMB	15VULN|2RMIN|3BEXP|4RCR|67aDMG|8RCVC|9ZMB
239	23143 33631	   	164.29	ACR|3DMG|2VULN|1ZMB	15VULN|2RMIN|3BEXP|4RCR|6ZMB|78aDMG|9LIT
240	23143 33653	   	164.29	ACR|3VULN|2DMG|1ZMB	15aVULN|2RMIN|3BEXP|4RCR|6ZMB|78DMG|9RPLT
241	23343 23414	   	164.29	ACR|3DMG|2VULN|1ZMB	15VULN|2RMIN|3LWND|4RCR|67aDMG|8RCVC|9ZMB
242	23343 33631	   	164.29	ACR|3DMG|2VULN|1ZMB	15VULN|2RMIN|3LWND|4RCR|6ZMB|78aDMG|9LIT
243	35111 43611	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2RPLT|3VULN|4aDMG|5LEGI|6RCR|7ZMB|8AART|9ASPD
244	35121 43631	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2RPLT|3VULN|4ASPD|5LEGI|6RCR|7ZMB|8AART|9aDMG
245	26143 23314	   	164.19	ACR|3DMG|2VULN|1ZMB	15VULN|2ERES|38BEXP|4RCR|67aDMG|9ZMB
246	26143 33631	   	164.19	ACR|3DMG|2VULN|1ZMB	15VULN|2ERES|3BEXP|4RCR|6ZMB|78aDMG|9LIT
247	26343 33631	   	164.19	ACR|3DMG|2VULN|1ZMB	15VULN|2ERES|3LWND|4RCR|6ZMB|78aDMG|9LIT
248	14235 23362	   	164.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|2aDUR|3ERES|4RCR|5ASPD|6DMG|7AART|89VULN
249	61233 23533	   	163.98	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2BELT|3LIT|459VULN|6DMG|7AART|8ERES|aRCR
250	61233 63333	   	163.98	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2BELT|3LIT|459VULN|6ERES|7AART|8DMG|aRCR
251	25212 32426	   	163.97	DCR|3DMG|2VULN|1ZMB	1aVULN|2RPLT|3LHND|46aDMG|5DUST|7RCR|8ZMB|9aMLV|aBPWR
252	22212 21544	   	163.94	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2CGEN|3ERES|4DUR|5RCR|6BELT|7DMG|9AART
253	61236 63131	   	163.94	ACR|2VULN|2DMG|2ZMB|1CDMG	17ZMB|2BELT|3LIT|47VULN|5RCR|67DMG|7BPWR|8LHND|9CDMG|aLWND
254	61236 63132	   	163.94	ACR|2VULN|2DMG|2ZMB|1CDMG	17ZMB|2BELT|3LIT|47VULN|5RCR|67DMG|7BPWR|8LHND|9CDMG|aBEXP
255	61236 63231	   	163.94	ACR|2VULN|2DMG|2ZMB|1CDMG	17ZMB|2BELT|3LIT|47VULN|5RCR|67DMG|7BPWR|8BEXP|9CDMG|aLWND
256	61236 63232	   	163.94	ACR|2VULN|2DMG|2ZMB|1CDMG	17ZMB|2BELT|3LIT|47VULN|5RCR|67DMG|7BPWR|8BEXP|9CDMG|aFEWX
257	22411 34212	   	163.79	DCR|3VULN|1AART|2DUR|1ASPD	189VULN|27CGEN|39LIT|4AART|59DUR|6RCR|9BPWR|aASPD
258	14231 63422	   	163.77	ACR|3VULN|1AART|2DUR|1ZMB	1CGEN|29DUR|3ERES|4RCR|568VULN|7AART|aZMB
259	23214 25126	   	163.75	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2RMIN|3ERES|4AART|57MLV|67DMG|7BPWR|8MBVNT|9DUR|aRCR
260	26411 35212	   	163.69	DCR|3VULN|1AART|2DUR|1ASPD	189VULN|2ERES|39LIT|4AART|59DUR|6RCR|7RCVC|9BPWR|aASPD
261	26312 36216	   	163.68	DCR|3DMG|1AART|1VULN	1VULN|2ERES|3LWND|4LIT|5AART|6RCR|7BASHEA|89aDMG
262	64326 32442	   	163.65	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	138ZMB|23DUR|3BPWR|4VULN|5MBVNT|6RCR|7AART|9LWND|aCDMG
263	43253 33145	 * 	163.53	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB|1SELL	1RPLT|27ASPD|37CDMG|4SELL|57VULN|6MBVNT|7BPWR|8AART|9RCR|aZMB
264	21523 32366	   	163.46	DCR|4VULN|1AART|1ASPD	159aVULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8RCVC
265	14235 33363	   	163.41	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1CGEN|2DUR|3ERES|4RCR|5ASPD|6ZMB|7AART|89VULN|aFLTHEA
266	25463 33131	   	163.32	ACR|3DMG|2VULN|2DUR	19VULN|2RPLT|36aCGEN|479DMG|5RCR|89DUR|9BPWR
267	22123 33738	   	163.31	DCR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7DMSP|8aDMG|9AART
268	22123 34738	   	163.31	DCR|2VULN|2DMG|1AART	15VULN|27CGEN|3BEXP|4MBVNT|6RCR|8aDMG|9AART
269	22343 33362	   	163.27	ACR|3VULN|1AART|2DUR|1ZMB	159VULN|2CGEN|3LWND|4RCR|6ZMB|7aDUR|8AART
270	25463 33132	   	163.22	ACR|3DMG|2VULN|2DUR	19VULN|2RPLT|36CGEN|479DMG|5RCR|89DUR|9BPWR|aERES
271	26123 33738	   	163.21	DCR|2VULN|2DMG|1AART	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7DMSP|8aDMG|9AART
272	13621 35232	 * 	163.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2RMIN|3aAART|4LIT|5VULN|6CDMG|7ZMB|8RCR|9DMG
273	22212 63123	   	163.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	16VULN|2CGEN|3ERES|4DUR|5RCR|7AART|8RMIN|9DMG|aFLTHEA
274	23323 32254	   	163.11	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8DUR|aCDMG
275	22143 33236	   	163.09	ACR|3VULN|2AART|1ZMB	15aVULN|2CGEN|3BEXP|4RCR|6ZMB|79AART|8RPLT
276	22143 33552	   	163.09	ACR|3VULN|2AART|1ZMB	159VULN|2CGEN|3BEXP|4RCR|6ZMB|7aAART|8RMIN
277	23143 53432	   	163.09	ACR|3VULN|2AART|1ZMB	158VULN|2RMIN|3BEXP|4RCR|6CGEN|7aAART|9ZMB
278	22251 25325	   	163.05	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2CGEN|37ERES|4NUKE|5AART|67DMG|7BPWR|8BEXP|9DUR|aRCR
279	26331 25126	   	163.05	DCR|2VULN|2DMG|1AART|1DUR	17VULN|24ERES|37LWND|5AART|67DMG|7BPWR|8MBVNT|9DUR|aRCR
280	21523 32154	   	163.01	DCR|3VULN|1AART|1CDMG|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8LHND|aCDMG
281	21523 32367	   	163.01	DCR|3VULN|1AART|1CDMG|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8RCVC|aCDMG
282	22143 33221	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2CGEN|3BEXP|4RCR|6ZMB|7AART|8RPLT|9DMG|aASPD
283	23221 25126	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2RMIN|3ERES|47TLV|5AART|67DMG|7BPWR|8MBVNT|9DUR|aRCR
284	23343 33151	 * 	162.95	ACR|3VULN|1DMG|3DUR|1ZMB	159VULN|2RMIN|39LWND|4RCR|6ZMB|7DMG|89aDUR|9BPWR
285	64321 32135	 * 	162.94	DCR|2VULN|3ZMB|1DMG|2DUR	13aZMB|23DUR|3aBPWR|4aVULN|5DMSP|6RCR|7CGEN|8DMG|9aLIT
286	23236 63163	   	162.92	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	1aVULN|2RMIN|3ERES|4RCR|5aCDMG|6TLV|7ASPD|8aDUR|9AART|aBPWR
287	14231 63125	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|3ERES|4RCR|56VULN|7AART|8RMIN|9DMG|aZMB
288	22143 33322	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3BEXP|4RCR|6ZMB|7AART|8ERES|9DMG|aDUR
289	13531 23325	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RMIN|38VULN|4RCR|5ERES|6DMG|7AART|9DUR|aZMB
290	13531 23336	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RMIN|38VULN|4RCR|5ERES|6DMG|7AART|9ZMB|aDUR
291	13535 23431	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2RMIN|38VULN|4RCR|5ASPD|6DMG|7AART|9ZMB|aLEGI
292	23233 23325	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2RMIN|3ERES|4RCR|5CGEN|6DMG|7AART|9DUR|aZMB
293	23233 23336	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2RMIN|3ERES|4RCR|5CGEN|6DMG|7AART|9ZMB|aDUR
294	62226 32263	   	162.86	DCR|2VULN|2AART|2ASPD|1ZMB	1ZMB|2FEWX|3ERES|49VULN|5aASPD|6RCR|78AART
295	22123 32851	   	162.78	DCR|3VULN|1AART|1DMG	15aVULN|2aCGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9aFEWX|aBPWR
296	23153 62132	 * 	162.78	DCR|3VULN|1AART|2CDMG	15aVULN|2RMIN|3aBEXP|4LWND|6RCR|7AART|8LHND|9aCDMG|aBPWR
297	23233 23223	   	162.73	ACR|2VULN|2DMG|1AART	1aVULN|2RMIN|3ERES|4RCR|59aCGEN|6aDMG|7AART|8RPLT|aBPWR
298	23323 32132	   	162.68	DCR|3VULN|1AART|2CDMG	15aVULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8aLHND|9aCDMG|aBPWR
299	26142 12633	   	162.63	ACR|2VULN|2DMG|1AART	1aVULN|2aERES|3BEXP|4RCR|56LHND|7AART|8aDMG|9RMIN|aBPWR
300	23233 36615	   	162.61	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	19VULN|2RMIN|3ERES|4RCR|59CGEN|6ZMB|7ASPD|89DMG|9BPWR|aDUR
301	22123 32783	   	162.58	DCR|3VULN|1AART|2CDMG	15aVULN|2aCGEN|3BEXP|4MBVNT|6RCR|7AART|8ERES|9aCDMG|aBPWR
302	22123 32871	   	162.58	DCR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|aLHND
303	22123 32873	   	162.58	DCR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|aMLV
304	22123 32874	   	162.58	DCR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|aFEWX
305	22123 32875	   	162.58	DCR|3VULN|1AART|1DMG	159VULN|2CGEN|3aBEXP|4MBVNT|6RCR|7AART|8DMG
306	22323 32483	   	162.58	DCR|3VULN|1AART|2CDMG	15aVULN|2aCGEN|3LWND|4MBVNT|6RCR|7AART|8TLV|9aCDMG|aBPWR
307	23123 32878	   	162.58	DCR|3VULN|1AART|1DMG	159VULN|2RMIN|3BEXP|4MBVNT|6RCR|7AART|8CGEN|aDMG
308	23323 32147	   	162.58	DCR|3VULN|1AART|1DMG	15aVULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8LHND|9DMG
309	23323 32158	   	162.58	DCR|3VULN|1AART|1DMG	159VULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8LHND|aDMG
310	22143 23321	   	162.53	ACR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4RCR|69DMG|7AART|8ERES|aDMSP
311	22143 23324	   	162.53	ACR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4RCR|69DMG|7AART|8ERES|aLHND
312	22123 32778	   	162.48	DCR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8ERES|aDMG
313	22123 32876	   	162.48	DCR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|aLEGI
314	23323 32358	   	162.48	DCR|3VULN|1AART|1DMG	159VULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8DUST|aDMG
315	26323 32147	   	162.48	DCR|3VULN|1AART|1DMG	15aVULN|2ERES|3LWND|4MBVNT|6RCR|7AART|8LHND|9DMG
316	26323 32883	   	162.48	DCR|3VULN|1AART|2CDMG	15aVULN|2aERES|3LWND|4MBVNT|6RCR|7AART|8CGEN|9aCDMG|aBPWR
317	22123 27741	   	162.45	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2CGEN|3BEXP|4MBVNT|68DMG|7ASPD|9RCR|aAART
318	23123 27741	   	162.45	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2RMIN|3BEXP|4MBVNT|68DMG|7ASPD|9RCR|aAART
319	22143 23322	   	162.43	ACR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4RCR|69DMG|7AART|8ERES|aBASICY
320	22143 23325	   	162.43	ACR|2VULN|2DMG|1AART	15VULN|2CGEN|3BEXP|4RCR|69DMG|7AART|8ERES|aTLV
321	22143 33435	   	162.43	ACR|3VULN|1AART|2ZMB|1DUR	158VULN|2CGEN|3BEXP|4RCR|69ZMB|7AART|aDUR
322	22343 23315	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4RCR|6DMG|7DUR|8AART|9DMSP|aZMB
323	22343 23345	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4RCR|6DMG|7DUR|8AART|9FEWX|aZMB
324	26323 32483	   	162.38	DCR|3VULN|1AART|2CDMG	15aVULN|2aERES|3LWND|4MBVNT|6RCR|7AART|8TLV|9aCDMG|aBPWR
325	25161 33531	 * 	162.36	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	13VULN|2RPLT|4ZMB|5DUR|6CDMG|7DMG|8RCR|9aASPD
326	21523 23241	   	162.35	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2DUST|3ASPD|4MBVNT|67DMG|8RMIN|9RCR|aAART
327	26123 27741	   	162.35	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2ERES|3BEXP|4MBVNT|68DMG|7ASPD|9RCR|aAART
328	23235 33635	   	162.28	ACR|2VULN|2DMG|2ASPD|1ZMB	1aVULN|2RMIN|3ERES|4RCR|5aASPD|6ZMB|78DMG|9aLIT|aBPWR
329	23235 32612	   	162.28	ACR|2VULN|2DMG|2ASPD|1ZMB	19VULN|2RMIN|3ERES|4RCR|59ASPD|6ZMB|7CGEN|89DMG|9BPWR|aLWND
330	23235 32613	   	162.28	ACR|2VULN|2DMG|2ASPD|1ZMB	19VULN|2RMIN|3ERES|4RCR|59ASPD|6ZMB|7CGEN|89DMG|9BPWR|aLHND
331	12143 26261	   	162.23	ACR|2VULN|2DMG|1AART	1aCGEN|2LHND|3aBEXP|4RCR|5LWND|67DMG|8AART|9aVULN|aBPWR
332	22413 35213	   	162.23	ACR|2VULN|2DMG|1AART	19VULN|27CGEN|39LIT|4AART|5RCR|6RMIN|89DMG|9BPWR|aLWND
333	41211 23431	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|4AART|5ASPD|6DMG|78VULN|9RCR|aLHND
334	41211 23433	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|4AART|5ASPD|6DMG|78VULN|9RCR|aMLV
