0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11114 33535	4	 * 	269.15	橙5易伤2伤害1全技能	1a低血量敌人2攻速3479a易伤5全技能6a伤害8核a序列升级
217	12466 23312	10	   	243.81	橙3易伤2等级2攻速	19低血量敌人279易伤3雷电45攻速6核89等级9序列升级a策反
218	12466 23312	9	   	243.81	橙3易伤2等级2攻速	19低血量敌人279易伤3雷电45攻速6核89等级9序列升级a敌人爆炸
219	12141 33622	1	   	243.81	橙3易伤2等级1时间	17低血量敌人2雷电37等级4时间5挖尘67a易伤7序列升级8基地爆炸9核
220	11115 53612	5	   	243.71	橙3易伤2等级1时间	1低血量敌人2攻速349易伤5时间67等级8核a矿等
221	11115 53613	5	   	243.71	橙3易伤2等级1时间	1低血量敌人2攻速349易伤5时间67等级8核a金币生成
222	12466 23313	10	   	243.71	橙3易伤2等级2攻速	19低血量敌人279易伤3雷电45攻速6核89等级9序列升级a挖尘
223	12466 23313	9	   	243.71	橙3易伤2等级2攻速	19低血量敌人279易伤3雷电45攻速6核89等级9序列升级a掉矿
224	11113 53611	5	   	243.71	橙3易伤2等级1时间	1低血量敌人2攻速349易伤5最后敌人67等级8核a时间
225	12141 33411	1	   	243.71	橙3易伤3等级1时间	17低血量敌人2雷电378等级4时间5挖尘67a易伤7序列升级9核
226	12533 53611	5	   	243.71	橙3易伤2等级1时间	1低血量敌人239易伤4攻速5最后敌人67等级8核a时间
227	24532 23433	9	   	243.61	橙3易伤2等级1时间	1随机矿2a掉矿3a等级4雷电5时间6核78a易伤9挖青a序列升级
228	11112 63816	5	   	243.61	橙3易伤2等级1时间	1低血量敌人2攻速349易伤5加一67等级8时间a核
229	11115 51116	5	   	243.61	橙3易伤2等级1时间	1低血量敌人2攻速347易伤5时间68等级9挖青a核
230	11115 53316	5	   	243.61	橙3易伤2等级1时间	1低血量敌人2攻速349易伤5时间67等级8挖尘a核
231	11115 53611	4	   	243.61	橙3易伤2等级1时间	1低血量敌人2攻速349易伤5挖青67等级8核a时间
232	25234 11611	10	   	243.59	橙3易伤3伤害2攻速	1随机矿268伤害378易伤48攻速5立即金币8序列升级9低血量敌人a核
233	25234 11631	10	   	243.59	橙3易伤3伤害2攻速	1随机矿268伤害378易伤48攻速5立即金币8序列升级9最后敌人a核
234	12523 23253	7	   	243.51	橙3易伤1等级1伤害1暴击1全技能	1低血量敌人234易伤5暴击6等级7全技能8最后敌人9核a伤害
235	12523 23353	8	   	243.51	橙3易伤1等级1伤害1暴击1全技能	1低血量敌人234易伤5暴击6等级7全技能8最后敌人9核a伤害
236	12523 23653	8	   	243.51	橙3易伤1等级1伤害1暴击1全技能	1低血量敌人234易伤5暴击6等级7全技能8敌人爆炸9核a伤害
237	32212 35253	3	   	243.49	橙3易伤3伤害1时间	17金币生成2双倍物品3掉矿467伤害57a易伤7序列升级8时间9核
238	32252 35253	4	   	243.49	橙3易伤3伤害1时间	17金币生成2双倍物品3掉矿467伤害57a易伤7序列升级8时间9核
239	42212 35253	3	   	243.49	橙3易伤3伤害1时间	17矿等2双倍物品3掉矿467伤害57a易伤7序列升级8时间9核
240	25112 12623	10	   	243.41	橙3易伤1等级1伤害1暴击1全技能	1随机矿2伤害3暴击4等级589易伤6全技能7挖尘a核
241	25112 11535	7	   	243.38	橙2易伤1等级1伤害1时间1暴击1全技能	1随机矿2伤害3暴击4等级58易伤6全技能7雷电9时间a核
242	22116 33263	5	   	243.23	橙5易伤1时间1暴击	1随机矿2基地爆炸3467a易伤5暴击8时间9核
243	26116 33263	5	   	243.23	橙5易伤1时间1暴击	1随机矿2敌人爆炸3467a易伤5暴击8时间9核
244	12523 23362	6	   	243.15	橙4易伤1等级1暴击	1低血量敌人2347易伤5暴击6等级8基地爆炸9核a雷电
245	12523 23462	6	   	243.15	橙4易伤1等级1暴击	1低血量敌人2347易伤5暴击6等级8敌人爆炸9核a雷电
246	12523 24362	7	   	243.15	橙4易伤1等级1暴击	1低血量敌人2347易伤5暴击6等级8基地爆炸9核a雷电
247	11113 51613	5	   	243.15	橙4易伤1等级1暴击	1低血量敌人2攻速3479易伤5最后敌人6等级8核a暴击
248	12166 33235	3	   	243.15	橙4易伤1等级1暴击	1低血量敌人247a易伤3敌人爆炸5雷电6暴击8等级9核
249	12442 22235	7	   	243.15	橙4易伤1等级1暴击	1低血量敌人247a易伤3雷电5最后敌人6暴击8等级9核
250	12442 23235	6	   	243.15	橙4易伤1等级1暴击	1低血量敌人247a易伤3雷电5最后敌人6暴击8等级9核
251	12523 14235	5	   	243.15	橙4易伤1等级1暴击	1低血量敌人234a易伤5暴击6雷电7最后敌人8等级9核
252	12533 51613	5	   	243.15	橙4易伤1等级1暴击	1低血量敌人2379易伤4攻速5最后敌人6等级8核a暴击
253	12523 12146	7	   	243.13	橙5易伤1时间1暴击	1低血量敌人23479易伤5暴击6挖尘8核a时间
254	12523 12242	10	   	243.13	橙5易伤1时间1暴击	1低血量敌人23478易伤5暴击6挖尘9核a时间
255	12523 12246	9	   	243.13	橙5易伤1时间1暴击	1低血量敌人23478易伤5暴击6挖尘9核a时间
256	12523 12266	8	   	243.13	橙5易伤1时间1暴击	1低血量敌人23478易伤5暴击6挖尘9核a时间
257	11115 51613	4	   	243.05	橙4易伤1等级1暴击	1低血量敌人2攻速3479易伤5挖青6等级8核a暴击
258	12415 23235	6	   	243.05	橙4易伤1等级1暴击	1低血量敌人257a易伤3雷电4挖青6暴击8等级9核
259	12523 12112	7	   	243.05	橙4易伤1等级1暴击	1低血量敌人2347易伤5暴击6挖尘8核9等级a雷电
260	25112 36214	10	   	243.00	橙2易伤2伤害1等级1时间1暴击	1随机矿27伤害3暴击4等级58易伤6最后敌人9时间a核
261	11136 23311	9	 * 	242.80	橙2易伤2等级3攻速1时间	19低血量敌人259攻速37易伤4雷电6核89等级9序列升级a时间
262	25161 22213	10	   	242.72	橙2易伤2伤害1等级2暴击1全技能	1随机矿24伤害34暴击4序列升级58易伤6等级7挖尘9全技能a核
263	51426 22311	9	   	242.60	橙2易伤2等级3攻速1时间	19挖尘249攻速3雷电57易伤6核89等级9序列升级a时间
264	25242 33422	4	   	242.52	橙3易伤2伤害2时间	1随机矿29伤害359易伤4立即金币6额外掉落7赏金邻近89时间9序列升级a核
265	25332 43531	4	   	242.50	橙4易伤2伤害1全技能	1随机矿2a伤害3策反4全技能579a易伤6a矿等8核a序列升级
266	25336 13531	6	   	242.30	橙4易伤2伤害1全技能	1随机矿2a伤害3策反4全技能5a掉矿679a易伤8核a序列升级
267	31334 35252	1	   	242.21	橙2易伤3伤害1时间1暴击1全技能	17金币生成2掉矿367伤害4全技能57易伤7序列升级8时间9核a暴击
268	11142 51611	5	   	242.20	橙3易伤1等级2攻速1时间1全技能	1低血量敌人25攻速379易伤4时间6等级8核a全技能
269	12523 21132	7	   	242.16	橙3易伤1等级1伤害1暴击	1低血量敌人234易伤5暴击6等级7金币生成8核9伤害a雷电
270	11112 44613	4	   	242.06	橙3易伤1等级1伤害1暴击	1低血量敌人2攻速346易伤5赏金塔7核8暴击9伤害a等级
271	25221 22144	4	   	242.06	橙3易伤1等级1伤害1暴击	1随机矿2伤害346易伤56掉矿6序列升级7攻速8暴击9核a等级
272	35133 23344	5	   	242.06	橙3易伤1等级1伤害1暴击1核弹	1金币生成2核弹3暴击4雷电5伤害679易伤8等级a核
273	51112 44313	4	   	241.96	橙3易伤1等级1伤害1暴击	1挖尘2攻速346易伤5赏金塔7核8暴击9伤害a等级
274	51436 22311	10	   	241.72	橙2易伤2等级2攻速1时间2雷电	19挖尘29攻速34雷电57易伤6核89等级9序列升级a时间
275	12521 15813	10	   	241.60	橙5易伤1伤害	1低血量敌人23468易伤5加一7伤害9核a雷电
276	12523 16124	10	   	241.39	橙3易伤2伤害1时间1暴击	1低血量敌人234易伤5暴击6挖尘7时间89伤害a核
277	21252 12265	2	   	241.25	橙4易伤1等级2暴击	129随机矿35暴击4567易伤5序列升级8核a等级
278	21342 12265	4	   	241.25	橙4易伤1等级2暴击	129随机矿35暴击4567易伤5序列升级8核a等级
279	21352 12265	3	   	241.25	橙4易伤1等级2暴击	129随机矿35暴击4567易伤5序列升级8核a等级
280	11334 51612	1	   	241.25	橙4易伤1等级1伤害	13低血量敌人2最后敌人479a易伤5伤害6等级8核
281	12522 35235	4	   	241.25	橙4易伤1等级1伤害	1低血量敌人2345易伤6额外掉落7伤害8核9策反a等级
282	12532 35235	3	   	241.25	橙4易伤1等级1伤害	1低血量敌人2345易伤6额外掉落7伤害8核9策反a等级
283	13334 51612	2	   	241.25	橙4易伤1等级1伤害	13低血量敌人2最后敌人479a易伤5伤害6等级8核
284	13613 51612	4	   	241.25	橙4易伤1等级1伤害	1低血量敌人25最后敌人3伤害479a易伤6等级8核
285	13613 51612	5	   	241.25	橙4易伤1等级1伤害	15低血量敌人2最后敌人3伤害479a易伤6等级8核
286	22214 51612	1	   	241.25	橙4易伤1等级1伤害	1随机矿279a易伤3等级4低血量敌人5伤害6矿等8核
287	23234 51612	1	   	241.25	橙4易伤1等级1伤害	1随机矿2低血量敌人3等级479a易伤5伤害6矿等8核
288	22221 62316	1	   	241.20	橙2易伤2时间1等级1伤害2雷电	1随机矿29易伤3等级4赏金塔59时间69雷电7核8赏金邻近9序列升级a伤害
289	12521 15116	7	   	241.15	橙4易伤1等级1伤害	1低血量敌人2346易伤5加一7伤害8最后敌人9等级a核
290	12521 15216	8	   	241.15	橙4易伤1等级1伤害	1低血量敌人2346易伤5加一7伤害8最后敌人9等级a核
291	12521 15216	7	   	241.15	橙4易伤1等级1伤害	1低血量敌人2346易伤5加一7伤害8敌人爆炸9等级a核
292	12124 51612	2	   	241.15	橙4易伤1等级1伤害	1低血量敌人279a易伤3挖青4双倍矿5伤害6等级8核
293	13124 51612	1	   	241.15	橙4易伤1等级1伤害	1低血量敌人279a易伤3挖青4双倍矿5伤害6等级8核
294	52523 33116	6	   	241.15	橙4易伤1等级1伤害	1挖尘2347易伤5伤害6低血量敌人8最后敌人9等级a核
295	52523 33216	6	   	241.15	橙4易伤1等级1伤害	1挖尘2347易伤5伤害6低血量敌人8敌人爆炸9等级a核
296	52523 32216	8	   	241.15	橙4易伤1等级1伤害	1挖尘2348易伤5伤害6低血量敌人7基地爆炸9等级a核
297	24115 14233	3	   	241.11	橙3易伤2等级1暴击	1随机矿2a掉矿3暴击45a易伤6雷电7低血量敌人8a等级9核a序列升级
298	11113 53613	5	   	241.11	橙3易伤2等级1暴击	1低血量敌人2攻速349易伤5最后敌人67等级8核a暴击
299	12166 33234	3	   	241.11	橙3易伤2等级1暴击	1低血量敌人247易伤3敌人爆炸5雷电6暴击8a等级9核
300	12442 22234	7	   	241.11	橙3易伤2等级1暴击	1低血量敌人247易伤3雷电5最后敌人6暴击8a等级9核
301	12442 23234	6	   	241.11	橙3易伤2等级1暴击	1低血量敌人247易伤3雷电5最后敌人6暴击8a等级9核
302	12523 14234	5	   	241.11	橙3易伤2等级1暴击	1低血量敌人234易伤5暴击6雷电7最后敌人8a等级9核
303	12533 53613	5	   	241.11	橙3易伤2等级1暴击	1低血量敌人239易伤4攻速5最后敌人67等级8核a暴击
304	12521 15116	8	   	241.05	橙4易伤1等级1伤害	1低血量敌人2346易伤5加一7伤害8挖尘9等级a核
305	11112 73746	9	   	241.04	橙4易伤2伤害	18低血量敌人2攻速3468易伤5加一78伤害8序列升级9最后敌人a核
306	11115 53613	4	   	241.01	橙3易伤2等级1暴击	1低血量敌人2攻速349易伤5挖青67等级8核a暴击
307	12415 23234	6	   	241.01	橙3易伤2等级1暴击	1低血量敌人257易伤3雷电4挖青6暴击8a等级9核
308	35226 22141	4	   	241.01	橙3易伤2等级1暴击1核弹	1金币生成2核弹346易伤56等级6序列升级7攻速8暴击9核a挖尘
309	25253 13531	3	   	240.96	橙4易伤1伤害1时间1全技能	1随机矿2伤害3579易伤4全技能6时间8核a矿等
310	25253 13533	3	   	240.96	橙4易伤1伤害1时间1全技能	1随机矿2伤害3579易伤4全技能6时间8核a立即金币
311	12522 35216	4	   	240.96	橙4易伤1伤害1时间1全技能	1低血量敌人2345易伤6额外掉落7伤害8核9全技能a时间
312	12532 35216	3	   	240.96	橙4易伤1伤害1时间1全技能	1低血量敌人2345易伤6额外掉落7伤害8核9全技能a时间
313	25222 16611	6	   	240.96	橙4易伤1伤害1时间1全技能	1随机矿2伤害3469易伤5基地爆炸7时间8核a全技能
314	25222 26611	4	   	240.96	橙4易伤1伤害1时间1全技能	1随机矿2伤害3459易伤6基地爆炸7时间8核a全技能
315	25226 11611	7	   	240.96	橙4易伤1伤害1时间1全技能	1随机矿2伤害3469易伤5时间7低血量敌人8核a全技能
316	25226 21611	6	   	240.96	橙4易伤1伤害1时间1全技能	1随机矿2伤害3479易伤5时间6低血量敌人8核a全技能
317	11112 73716	8	   	240.94	橙4易伤2伤害	18低血量敌人2攻速3468易伤5加一78伤害8序列升级9挖青a核
318	11112 73716	9	   	240.94	橙4易伤2伤害	18低血量敌人2攻速3468易伤5加一78伤害8序列升级9挖尘a核
319	25253 13532	3	   	240.86	橙4易伤1伤害1时间1全技能	1随机矿2伤害3579易伤4全技能6时间8核a赏金邻近
320	12521 15533	10	   	240.84	橙4易伤2伤害	1低血量敌人2346易伤5加一78伤害9雷电a核
321	51112 72722	8	   	240.84	橙4易伤2伤害	18挖尘2攻速3468易伤5加一78伤害8序列升级9核a矿等
322	51112 72723	8	   	240.84	橙4易伤2伤害	18挖尘2攻速3468易伤5加一78伤害8序列升级9核a金币生成
323	22246 33611	1	   	240.43	橙2易伤2等级1伤害1时间1全技能	1随机矿29易伤37等级4伤害5时间6金币生成8核a全技能
324	32622 35216	1	   	240.43	橙2易伤2等级1伤害1时间1全技能	1金币生成25易伤34等级6额外掉落7伤害8核9全技能a时间
325	22231 51212	1	   	240.40	橙4易伤2等级	1随机矿279a易伤3a等级4金币生成5敌人爆炸6a矿等8核a序列升级
326	22256 31212	1	   	240.40	橙4易伤2等级	1随机矿279a易伤3a等级4敌人爆炸5矿等6a金币生成8核a序列升级
327	32251 61212	1	   	240.40	橙4易伤2等级	1a金币生成279a易伤3矿等4敌人爆炸5随机矿6a等级8核a序列升级
328	22563 33151	1	   	240.39	橙3易伤2时间1等级1全技能1卖塔	1随机矿246易伤3卖塔5a时间7等级8核9全技能
329	22116 61212	3	   	240.30	橙4易伤2等级	1随机矿2a基地爆炸379a易伤4掉矿5矿等6a等级8核a序列升级
330	22316 61212	1	   	240.30	橙4易伤2等级	1随机矿279a易伤3a基地爆炸4掉矿5矿等6a等级8核a序列升级
331	22416 61212	1	   	240.30	橙4易伤2等级	1随机矿279a易伤3a敌人爆炸4掉矿5矿等6a等级8核a序列升级
332	26116 61212	3	   	240.30	橙4易伤2等级	1随机矿2a敌人爆炸379a易伤4掉矿5矿等6a等级8核a序列升级
333	32431 21612	1	   	240.30	橙4易伤2等级	1a金币生成279a易伤3敌人爆炸4掉矿5随机矿6a等级8核a序列升级
334	32431 33612	1	   	240.30	橙4易伤2等级	1a金币生成269a易伤3敌人爆炸4掉矿5随机矿7a等级8核a序列升级
335	42311 61212	1	   	240.30	橙4易伤2等级	1a矿等279a易伤3基地爆炸4掉矿5随机矿6a等级8核a序列升级
336	42411 61212	1	   	240.30	橙4易伤2等级	1a矿等279a易伤3敌人爆炸4掉矿5随机矿6a等级8核a序列升级
337	42461 33131	3	 * 	240.30	紫4易伤2伤害1等级1暴击	18矿等2双倍物品3478易伤5核68伤害8序列升级9等级a暴击
338	25224 23112	10	   	240.29	橙3易伤2伤害2雷电1暴击	1随机矿29伤害349易伤5金币生成6暴击79雷电8平台9序列升级a核
339	52241 32153	7	   	240.29	橙3易伤2时间1等级1全技能1卖塔	14挖尘247易伤3卖塔4序列升级56时间8核9全技能a等级
340	25131 16332	5	   	240.27	橙2易伤1等级1伤害1时间2雷电1暴击	1随机矿2伤害3暴击49雷电5时间6a易伤7核8等级
341	12561 51212	2	   	240.20	橙4易伤2等级	1低血量敌人279a易伤34等级5敌人爆炸6矿等8核
342	13561 51212	1	   	240.20	橙4易伤2等级	1低血量敌人279a易伤34等级5敌人爆炸6矿等8核
343	13561 53212	3	   	240.20	橙4易伤2等级	1低血量敌人2最后敌人349a易伤5随机矿67等级8核
344	14111 53212	4	   	240.20	橙4易伤2等级	1低血量敌人2矿等349a易伤5敌人爆炸67等级8核
345	14162 23212	3	   	240.20	橙4易伤2等级	1低血量敌人2矿等359a易伤47等级6敌人爆炸8核
346	14232 23212	2	   	240.20	橙4易伤2等级	1低血量敌人2矿等37等级459a易伤6敌人爆炸8核
347	21531 21612	1	   	240.20	橙4易伤2等级	1随机矿2a掉矿379a易伤4金币生成5敌人爆炸6a等级8核a序列升级
348	21531 33612	1	   	240.20	橙4易伤2等级	1随机矿2a掉矿369a易伤4金币生成5敌人爆炸7a等级8核a序列升级
349	24226 33612	4	   	240.20	橙4易伤2等级	1随机矿2a掉矿349a易伤5敌人爆炸6金币生成7a等级8核a序列升级
350	24231 21612	3	   	240.20	橙4易伤2等级	1随机矿2a掉矿379a易伤4金币生成5敌人爆炸6a等级8核a序列升级
351	24231 33612	3	   	240.20	橙4易伤2等级	1随机矿2a掉矿369a易伤4金币生成5敌人爆炸7a等级8核a序列升级
352	24531 21612	2	   	240.20	橙4易伤2等级	1随机矿2a掉矿379a易伤4金币生成5敌人爆炸6a等级8核a序列升级
353	24531 33612	2	   	240.20	橙4易伤2等级	1随机矿2a掉矿369a易伤4金币生成5敌人爆炸7a等级8核a序列升级
354	35222 13612	5	   	240.20	橙4易伤2等级1核弹	1a金币生成2核弹349a易伤5基地爆炸6掉矿7a等级8核a序列升级
355	41111 53212	4	   	240.20	橙4易伤2等级	1矿等2最后敌人349a易伤5敌人爆炸67等级8核
356	41162 23212	3	   	240.20	橙4易伤2等级	1矿等2最后敌人359a易伤47等级6敌人爆炸8核
357	41162 63212	3	   	240.20	橙4易伤2等级	1矿等2最后敌人359a易伤47等级6低血量敌人8核
358	41212 61212	2	   	240.20	橙4易伤2等级	1矿等2最后敌人36等级4低血量敌人579a易伤8核
359	42212 23212	1	   	240.20	橙4易伤2等级	1矿等259a易伤37等级4低血量敌人6敌人爆炸8核
360	43111 53212	4	   	240.20	橙4易伤2等级	1矿等2低血量敌人349a易伤5敌人爆炸67等级8核
361	43162 23212	3	   	240.20	橙4易伤2等级	1矿等2低血量敌人359a易伤47等级6敌人爆炸8核
362	43232 23212	2	   	240.20	橙4易伤2等级	1矿等2低血量敌人37等级459a易伤6敌人爆炸8核
363	45222 13612	5	   	240.20	橙4易伤2等级1核弹	1a矿等2核弹349a易伤5基地爆炸6掉矿7a等级8核a序列升级
364	11136 23316	10	   	240.20	橙2易伤2等级3攻速1暴击	19低血量敌人259攻速37易伤4雷电6核89等级9序列升级a暴击
365	12251 35153	5	   	240.19	橙2易伤2等级1伤害1时间1全技能1卖塔	1低血量敌人26易伤3卖塔47等级5全技能8时间9核a伤害
366	12161 53212	2	   	240.10	橙4易伤2等级	1低血量敌人249a易伤3挖青5随机矿67等级8核
367	13161 53212	1	   	240.10	橙4易伤2等级	1低血量敌人249a易伤3挖青5随机矿67等级8核
368	22224 33165	1	   	240.10	橙4易伤2等级	1随机矿2579易伤36等级4赏金塔8额外掉落a核
369	22224 33316	1	   	240.10	橙4易伤2等级	18随机矿2579易伤36等级4赏金塔a核
370	22224 33516	1	   	240.10	橙4易伤2等级	1随机矿2579易伤36等级4赏金塔8双倍矿a核
371	12523 14135	7	   	240.07	橙3易伤1等级1伤害2暴击	1低血量敌人234易伤57暴击6挖尘8核9伤害a等级
372	25252 12115	6	   	239.99	橙2易伤2时间1等级1伤害1暴击	1随机矿2伤害36易伤45时间7平台8暴击9等级a核
373	25221 24153	3	   	239.89	橙2易伤2时间1等级1伤害1暴击	1随机矿2伤害37易伤4赏金塔59时间6暴击8核a等级
374	43211 24153	1	   	239.89	橙2易伤2时间1等级1伤害1暴击	1矿等2赏金塔3伤害47易伤59时间6暴击8核a等级
375	52351 32135	7	   	239.89	橙2易伤2时间1等级1伤害1暴击	1挖尘27易伤3立即金币46时间5暴击8核9伤害a等级
376	22562 23116	1	   	239.86	橙4易伤2等级1卖塔	1随机矿245a易伤3卖塔5序列升级6挖尘79等级8核
377	52243 23116	7	   	239.86	橙4易伤2等级1卖塔	14挖尘245a易伤3卖塔4序列升级69等级7矿等8核
378	12523 23131	7	   	239.70	橙3易伤1等级1时间1暴击1全技能	1低血量敌人234易伤5暴击6等级7全技能8时间9额外掉落a核
379	12523 23152	7	   	239.70	橙3易伤1等级1时间1暴击1全技能	1a低血量敌人234易伤5暴击6等级7全技能8时间9核
380	12523 23363	10	   	239.70	橙3易伤1等级1时间1暴击1全技能	1低血量敌人234易伤5暴击6等级7全技能8最后敌人9时间a核
381	12543 23151	10	   	239.70	橙3易伤1等级1时间1暴击1全技能	1低血量敌人238易伤4立即金币5暴击6等级7全技能9核a时间
382	16223 23151	10	   	239.70	橙3易伤1等级1时间1暴击1全技能	12低血量敌人348易伤5暴击6等级7全技能9核a时间
383	16223 23154	9	   	239.70	橙3易伤1等级1时间1暴击1全技能	12低血量敌人348易伤5暴击6等级7全技能9核a时间
384	12523 23151	7	   	239.60	橙3易伤1等级1时间1暴击1全技能	1低血量敌人234易伤5暴击6等级7全技能8时间9核a挖尘
385	24223 24215	10	   	239.60	橙3易伤1等级1时间1暴击1全技能	1随机矿2掉矿347易伤5暴击6等级8时间9全技能a核
386	13561 51212	3	   	239.53	橙5易伤1等级	1低血量敌人2最后敌人3479a易伤5随机矿6等级8核
387	14111 51212	4	   	239.53	橙5易伤1等级	1低血量敌人2矿等3479a易伤5敌人爆炸6等级8核
388	14162 21212	3	   	239.53	橙5易伤1等级	1低血量敌人2矿等3579a易伤4等级6敌人爆炸8核
389	14232 21212	2	   	239.53	橙5易伤1等级	1低血量敌人2矿等3等级4579a易伤6敌人爆炸8核
390	41111 51212	4	   	239.53	橙5易伤1等级	1矿等2最后敌人3479a易伤5敌人爆炸6等级8核
391	41162 21212	3	   	239.53	橙5易伤1等级	1矿等2最后敌人3579a易伤4等级6敌人爆炸8核
392	41162 61212	3	   	239.53	橙5易伤1等级	1矿等2最后敌人3579a易伤4等级6低血量敌人8核
393	42212 21212	1	   	239.53	橙5易伤1等级	1矿等2579a易伤3等级4低血量敌人6敌人爆炸8核
394	43111 51212	4	   	239.53	橙5易伤1等级	1矿等2低血量敌人3479a易伤5敌人爆炸6等级8核
395	43162 21212	3	   	239.53	橙5易伤1等级	1矿等2低血量敌人3579a易伤4等级6敌人爆炸8核
396	43232 21212	2	   	239.53	橙5易伤1等级	1矿等2低血量敌人3等级4579a易伤6敌人爆炸8核
397	12523 23252	10	   	239.53	橙3易伤1等级2全技能1暴击	1低血量敌人234易伤5暴击6等级78全技能9核a雷电
398	11112 73828	7	   	239.51	橙4易伤1伤害1时间	1低血量敌人2攻速346a易伤5加一7伤害8时间9核
399	11112 74728	6	   	239.51	橙4易伤1伤害1时间	1低血量敌人2攻速346a易伤5加一7时间8伤害9核
400	12522 14133	10	   	239.51	橙4易伤1伤害1时间	1低血量敌人2346易伤5时间7伤害8挖尘9雷电a核
401	11112 73816	7	   	239.51	橙4易伤1伤害1时间	1低血量敌人2攻速3469易伤5加一7伤害8时间a核
402	11112 74716	6	   	239.51	橙4易伤1伤害1时间	1低血量敌人2攻速3469易伤5加一7时间8伤害a核
403	12523 23156	7	   	239.46	橙3易伤1等级1时间1暴击1全技能1卖塔	1低血量敌人234易伤5暴击6等级7全技能8时间9核a卖塔
404	12161 51212	2	   	239.43	橙5易伤1等级	1低血量敌人2479a易伤3挖青5随机矿6等级8核
405	13161 51212	1	   	239.43	橙5易伤1等级	1低血量敌人2479a易伤3挖青5随机矿6等级8核
406	52522 33243	4	   	239.43	橙5易伤1等级	1挖尘23456易伤7额外掉落8等级9核a矿等
407	32241 61612	1	   	239.42	橙3易伤2等级1伤害	1a金币生成279易伤3a矿等4伤害5敌人爆炸6a等级8核a序列升级
408	42241 31612	1	   	239.42	橙3易伤2等级1伤害	1a矿等279易伤3a等级4伤害5敌人爆炸6a金币生成8核a序列升级
409	51112 73624	6	   	239.41	橙4易伤1伤害1时间	1挖尘2攻速3467易伤5加一8伤害9核a时间
410	52521 13524	8	   	239.41	橙4易伤1伤害1时间	1挖尘2346易伤5加一7攻速8伤害9核a时间
411	52521 13624	7	   	239.41	橙4易伤1伤害1时间	1挖尘2346易伤5加一7攻速8伤害9核a时间
412	52521 14624	6	   	239.41	橙4易伤1伤害1时间	1挖尘2346易伤5加一7攻速8伤害9核a时间
413	51112 72224	8	   	239.41	橙4易伤1伤害1时间	1挖尘2攻速3468易伤5加一7伤害9核a时间
414	52532 72224	8	   	239.41	橙4易伤1伤害1时间	1挖尘2368易伤4攻速5加一7伤害9核a时间
415	32112 52386	1	   	239.33	橙5易伤1等级	1金币生成24679易伤3加一5赏金塔8核a等级
416	52522 33241	4	   	239.33	橙5易伤1等级	1挖尘23456易伤7额外掉落8等级9核a掉矿
417	32434 21612	1	   	239.32	橙3易伤2等级1伤害	1a金币生成279易伤3a敌人爆炸4掉矿5伤害6a等级8核a序列升级
418	32434 33612	1	   	239.32	橙3易伤2等级1伤害	1a金币生成269易伤3a敌人爆炸4掉矿5伤害7a等级8核a序列升级
419	11115 63116	5	   	239.28	橙3易伤2时间1等级	1低血量敌人2攻速347易伤56时间8最后敌人9等级a核
420	11115 63216	5	   	239.28	橙3易伤2时间1等级	1低血量敌人2攻速347易伤56时间8敌人爆炸9等级a核
421	12552 15133	10	   	239.28	橙3易伤2时间1等级	1低血量敌人236易伤45时间7基地爆炸8等级9雷电a核
422	12522 16233	6	 * 	239.25	橙4易伤3时间	1a低血量敌人2346易伤57a时间8核9a金币生成a序列升级
423	24131 12132	5	   	239.22	橙2易伤2等级1时间2雷电1暴击	1随机矿28掉矿3暴击48雷电5时间6a易伤78等级8序列升级9核
424	24163 31132	3	   	239.22	橙2易伤2等级1时间2雷电1暴击	1随机矿28掉矿3暴击48等级5时间6a易伤78雷电8序列升级9核
425	11334 53612	1	   	239.22	橙3易伤2等级1伤害	13低血量敌人2最后敌人49a易伤5伤害67等级8核
426	13334 53612	2	   	239.22	橙3易伤2等级1伤害	13低血量敌人2最后敌人49a易伤5伤害67等级8核
427	13613 53612	5	   	239.22	橙3易伤2等级1伤害	15低血量敌人2最后敌人3伤害49a易伤67等级8核
428	13613 53612	4	   	239.22	橙3易伤2等级1伤害	1低血量敌人25最后敌人3伤害49a易伤67等级8核
429	22214 53612	1	   	239.22	橙3易伤2等级1伤害	1随机矿29a易伤37等级4低血量敌人5伤害6矿等8核
430	23234 53612	1	   	239.22	橙3易伤2等级1伤害	1随机矿2低血量敌人37等级49a易伤5伤害6矿等8核
431	11112 61846	5	   	239.18	橙3易伤2时间1等级	1低血量敌人2攻速347易伤5加一6等级89时间a核
432	11146 34216	8	   	239.18	橙3易伤2时间1等级	1低血量敌人2攻速378易伤46时间5加一9等级a核
433	11161 63216	3	   	239.18	橙3易伤2时间1等级	1低血量敌人2攻速379易伤4等级5挖尘68时间a核
434	12521 83446	5	   	239.18	橙3易伤2时间1等级	1低血量敌人234易伤5加一69时间7等级8攻速a核
435	52162 31216	8	   	239.18	橙3易伤2时间1等级	1挖尘248易伤3敌人爆炸56时间7攻速9等级a核
436	52552 11133	10	   	239.18	橙3易伤2时间1等级	1挖尘236易伤45时间7低血量敌人8等级9雷电a核
437	11111 51611	4	   	239.16	橙4易伤1等级1全技能	1低血量敌人2攻速3479易伤5敌人爆炸6等级8核a全技能
438	12531 51611	4	   	239.16	橙4易伤1等级1全技能	1低血量敌人2379易伤4攻速5敌人爆炸6等级8核a全技能
