0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53253 32226	9	 * 	293.77	DCR|5VULN|2DMG|2TLV	1258aVULN|28BPWR|38DMG|4FEWX|6LIT|78TLV|9RCR
170	26313 32226	10	   	267.50	DCR|4VULN|2TLV|1DMG|1AART	18FEWX|2358VULN|4DMG|6LIT|78TLV|8BPWR|9RCR|aAART
171	51335 61131	4	   	267.47	DCR|5VULN|2DUR|1CDMG|1AART	1357aVULN|2AART|47DUR|6RCR|7BPWR|8ERES|9CDMG
172	51335 61321	4	   	267.47	DCR|5VULN|2DUR|1CDMG|1AART	1357aVULN|2AART|47DUR|6RCR|7BPWR|8CDMG|9ERES
173	51225 61131	4	   	267.47	DCR|5VULN|2DUR|1CDMG|1AART	1457aVULN|2AART|37DUR|6RCR|7BPWR|8ERES|9CDMG
174	51225 61321	4	   	267.47	DCR|5VULN|2DUR|1CDMG|1AART	1457aVULN|2AART|37DUR|6RCR|7BPWR|8CDMG|9ERES
175	53241 52231	3	   	267.33	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6FEWX|7RCR|8BELT|aDUR
176	54241 32332	3	   	267.33	DCR|5VULN|2DMG|1DUR	1459aVULN|2RCVC|35DMG|5BPWR|6DUR|7RCR|8CGEN
177	53241 32332	3	   	267.33	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8CGEN|aMLV
178	53241 32335	3	   	267.33	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8CGEN|aLHND
179	53241 32432	3	   	267.33	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8BELT|aBEXP
180	53313 16353	7	   	267.27	DCR|4VULN|3DUR|1DMG|1SELL	1257VULN|257BPWR|3SELL|457DUR|67ERES|8ASPD|9DMG|aRCR
181	53313 42613	10	   	267.27	DCR|4VULN|3DUR|1DMG|1SELL	1259VULN|25BPWR|3SELL|45aDUR|6LIT|7RCR|8DMG
182	53313 42622	9	   	267.27	DCR|4VULN|3DUR|1DMG|1SELL	125aVULN|25BPWR|3SELL|459DUR|6LIT|7RCR|8DMG
183	53233 22322	4	   	267.23	DCR|5VULN|2DMG|1DUR	1256aVULN|2BPWR|39DMG|4DUR|7RCR|8CGEN
184	53241 35123	3	   	267.23	DCR|5VULN|2DMG|1DUR	12457VULN|25BPWR|35DMG|6DUR|8FEWX|9LEGI|aRCR
185	53241 35133	3	   	267.23	DCR|5VULN|2DMG|1DUR	12457VULN|25BPWR|35DMG|6DUR|8FEWX|9DUST|aRCR
186	53241 32331	3	   	267.23	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8CGEN|aDUST
187	53241 32334	3	   	267.23	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8CGEN|aLEGI
188	53241 32433	3	   	267.23	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8BELT|aMBVNT
189	53241 32632	3	   	267.23	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8ERES|aMLV
190	12543 62332	10	 * 	267.17	DCR|3VULN|3DMG|3ASPD|1DUR	148ASPD|289DUST|3DUR|579VULN|689DMG|89BPWR|aRCR
191	26312 22533	5	   	267.15	DCR|4VULN|2DMG|1TLV	1FEWX|2369VULN|45DMG|7RCR|8TLV|aLIT
192	26312 32426	9	   	267.15	DCR|4VULN|2DMG|1TLV	1FEWX|238aVULN|45DMG|6LIT|7TLV|9RCR
193	26313 22523	5	   	267.15	DCR|4VULN|2DMG|1TLV	1FEWX|2356VULN|49DMG|7RCR|8TLV|aLIT
194	26313 22523	4	   	267.15	DCR|4VULN|2DMG|1TLV	1FEWX|2356VULN|49DMG|7RCR|8TLV|aLIT
195	53252 22533	5	   	267.15	DCR|4VULN|2DMG|1TLV	1269VULN|2BPWR|35DMG|4FEWX|7RCR|8TLV|aLIT
196	53253 22523	4	   	267.15	DCR|4VULN|2DMG|1TLV	1256VULN|2BPWR|39DMG|4FEWX|7RCR|8TLV|aLIT
197	53253 22523	5	   	267.15	DCR|4VULN|2DMG|1TLV	1256VULN|2BPWR|39DMG|4FEWX|7RCR|8TLV|aLIT
198	53233 22622	4	   	267.13	DCR|5VULN|2DMG|1DUR	1256aVULN|2BPWR|39DMG|4DUR|7RCR|8ERES
199	53241 32631	3	   	267.13	DCR|5VULN|2DMG|1DUR	12459VULN|25BPWR|35DMG|6DUR|7RCR|8ERES|aDUST
200	53113 12135	7	   	267.12	DCR|4VULN|2DMG|2TLV	127aVULN|2aBPWR|3LHND|4aDMG|5ZMB|6FEWX|8aTLV|9RCR
201	53111 26135	7	   	267.12	DCR|4VULN|2DMG|2TLV	126aVULN|2aBPWR|3LHND|4aDMG|5FEWX|7ZMB|8aTLV|9RCR
202	53113 43135	6	   	267.12	DCR|4VULN|2DMG|2TLV	126aVULN|2aBPWR|3LHND|4aDMG|5ZMB|7BEXP|8aTLV|9RCR
203	53241 32336	3	   	267.08	DCR|5VULN|2DMG|1DUR|1SELL	12459VULN|25BPWR|35DMG|6DUR|7RCR|8CGEN|aSELL
204	53242 22523	3	   	267.05	DCR|4VULN|2DMG|1TLV	1246VULN|2BPWR|39DMG|5DUST|7RCR|8TLV|aLIT
205	53243 22523	4	   	267.05	DCR|4VULN|2DMG|1TLV	1256VULN|2BPWR|39DMG|4DUST|7RCR|8TLV|aLIT
206	53262 22533	4	   	267.05	DCR|4VULN|2DMG|1TLV	1269VULN|2BPWR|34DMG|5DUST|7RCR|8TLV|aLIT
207	53113 41135	7	   	267.02	DCR|4VULN|2DMG|2TLV	126aVULN|2aBPWR|3LHND|4aDMG|5ZMB|7DUST|8aTLV|9RCR
208	53211 26135	7	   	267.02	DCR|4VULN|2DMG|2TLV	126aVULN|2aBPWR|3aDMG|4LEGI|5FEWX|7ZMB|8aTLV|9RCR
209	53213 12135	7	   	267.02	DCR|4VULN|2DMG|2TLV	127aVULN|2aBPWR|3aDMG|4LEGI|5ZMB|6FEWX|8aTLV|9RCR
210	53213 43135	6	   	267.02	DCR|4VULN|2DMG|2TLV	126aVULN|2aBPWR|3aDMG|4LEGI|5ZMB|7BEXP|8aTLV|9RCR
211	53213 41135	7	   	266.92	DCR|4VULN|2DMG|2TLV	126aVULN|2aBPWR|3aDMG|4LEGI|5ZMB|7DUST|8aTLV|9RCR
212	26312 22535	5	   	266.92	DCR|4VULN|2DMG|2TLV	1FEWX|2369VULN|45DMG|7RCR|8aTLV
213	26313 22525	4	   	266.92	DCR|4VULN|2DMG|2TLV	1FEWX|2356VULN|49DMG|7RCR|8aTLV
214	26313 22525	5	   	266.92	DCR|4VULN|2DMG|2TLV	1FEWX|2356VULN|49DMG|7RCR|8aTLV
215	51211 41153	9	   	266.85	DCR|4VULN|2DMG|1DUR|1AART	159aVULN|2AART|3DUR|4LIT|68DMG|7RCR
216	11132 21465	5	 * 	266.83	DCR|3DMG|3DUR|1VULN|1TLV|3ASPD	18aASPD|2LEGI|38aDMG|4RCVC|5TLV|6VULN|78aDUR|8aBPWR|9RCR
217	26312 22236	5	   	266.83	DCR|5VULN|3DMG	1aFEWX|2369aVULN|45aDMG|7RCR|8BELT|aBPWR
218	53252 22236	5	   	266.83	DCR|5VULN|3DMG	1269aVULN|2aBPWR|35aDMG|4aFEWX|7RCR|8BELT
219	53261 47331	10	   	266.83	DCR|5VULN|3DMG	1289aVULN|289BPWR|348DMG|5MBVNT|689ZMB|7RCR
220	53241 52232	3	   	266.73	DCR|5VULN|3DMG	12459VULN|25BPWR|35aDMG|6FEWX|7RCR|8BELT
221	53262 22236	4	   	266.63	DCR|5VULN|3DMG	1269aVULN|2aBPWR|34aDMG|5aDUST|7RCR|8BELT
222	51313 24111	10	   	266.62	DCR|4VULN|2TLV|1DMG|2AART|1SELL	135aVULN|27AART|45TLV|5BPWR|6SELL|8RCR|9DMG
223	54223 24223	1	   	266.49	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	14aVULN|25TLV|3CDMG|6DMG|7DUR|8RCR|9LIT
224	55223 24223	2	   	266.49	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	14aVULN|25TLV|3CDMG|6DMG|7DUR|8RCR|9LIT
225	53261 14324	6	   	266.38	DCR|3VULN|3DMG|2DUR	127VULN|27BPWR|347DMG|5MBVNT|67DUR|8RCR|9BBNT|aLIT
226	53261 64324	5	   	266.38	DCR|3VULN|3DMG|2DUR	127VULN|27BPWR|347DMG|5MBVNT|67DUR|8RCR|9BBNT|aLIT
227	26313 32421	10	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1FEWX|2358VULN|4DMG|6LIT|7TLV|9RCR|aDUR
228	53253 32421	10	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1258VULN|2BPWR|3DMG|4FEWX|6LIT|7TLV|9RCR|aDUR
229	53263 41231	9	   	265.55	DCR|3VULN|3DMG|1DUR|1CDMG	126VULN|26BPWR|346DMG|5RMIN|7DUR|8CDMG|9RCR|aASPD
230	51322 36331	10	   	265.48	DCR|4VULN|2DUR|2ASPD|1CDMG|1AART	1389VULN|2AART|48ASPD|5RPLT|68DUR|7RCR|8BPWR|aCDMG
231	51312 35231	8	   	265.44	DCR|5VULN|1TLV|1DUR|1AART	1378aVULN|2AART|4TLV|5RPLT|6DUR|9RCR
232	51223 74327	5	   	265.41	DCR|3VULN|3DUR|2DMG|1AART	14aVULN|2AART|38aDUR|5MBVNT|6aDMG|7RCR|9RPLT|aBPWR
233	51333 74327	5	   	265.41	DCR|3VULN|3DUR|2DMG|1AART	13aVULN|2AART|48aDUR|5MBVNT|6aDMG|7RCR|9RPLT|aBPWR
234	55111 33433	5	 * 	265.34	DCR|2VULN|3DUR|2DMG|2TLV|1NUKE	18VULN|28TLV|39DMG|4NUKE|5FEWX|678DUR|8BPWR|aRCR
235	51413 35133	8	   	265.26	DCR|3VULN|3DUR|2DMG|1AART|1SELL	17aVULN|2AART|3SELL|4BEXP|5aDMG|68aDUR|9RCR|aBPWR
236	51413 35333	7	   	265.26	DCR|3VULN|3DUR|2DMG|1AART|1SELL	17aVULN|2AART|3SELL|4BEXP|5aDMG|68aDUR|9RCR|aBPWR
237	51322 36423	8	   	265.06	DCR|4VULN|3DUR|2ASPD|1AART	139aVULN|2AART|4aASPD|5RPLT|68aDUR|7RCR|aBPWR
238	51322 36433	9	   	265.06	DCR|4VULN|3DUR|2ASPD|1AART	139aVULN|2AART|4aASPD|5RPLT|68aDUR|7RCR|aBPWR
239	24352 22116	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1FEWX|29DUR|367VULN|4DMG|5TLV|8RCR|aCDMG
240	26313 14116	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1FEWX|235VULN|4DMG|69DUR|7TLV|8RCR|aCDMG
241	53231 24116	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	126VULN|2BPWR|3DMG|49DUR|5FEWX|7TLV|8RCR|aCDMG
242	53232 24116	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	126VULN|2BPWR|3DMG|49DUR|5LWND|7TLV|8RCR|aCDMG
243	53232 24131	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	126VULN|2BPWR|3DMG|4aDUR|5LWND|7TLV|8RCR|9CDMG
244	53234 24131	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	126VULN|2BPWR|3DMG|4aDUR|5LHND|7TLV|8RCR|9CDMG
245	53241 32321	3	   	264.64	DCR|4VULN|3DMG|1DUR	1245VULN|25BPWR|359DMG|6DUR|7RCR|8CGEN|aLHND
246	53241 32323	3	   	264.64	DCR|4VULN|3DMG|1DUR	1245VULN|25BPWR|359DMG|6DUR|7RCR|8CGEN|aFEWX
247	53241 32252	3	   	264.54	DCR|4VULN|3DMG|1DUR	1245VULN|25BPWR|35aDMG|6DUR|7RCR|8FEWX|9TBNT
248	53241 32325	3	   	264.54	DCR|4VULN|3DMG|1DUR|1NUKE	1245VULN|25BPWR|359DMG|6DUR|7RCR|8CGEN|aNUKE
249	53241 32326	3	   	264.54	DCR|4VULN|3DMG|1DUR	1245VULN|25BPWR|359DMG|6DUR|7RCR|8CGEN|aBBNT
250	53241 32621	3	   	264.54	DCR|4VULN|3DMG|1DUR	1245VULN|25BPWR|359DMG|6DUR|7RCR|8ERES|aLHND
251	53241 32623	3	   	264.54	DCR|4VULN|3DMG|1DUR	1245VULN|25BPWR|359DMG|6DUR|7RCR|8ERES|aFEWX
252	53234 51332	4	   	264.49	DCR|3VULN|2DUR|1DMG|2ASPD|1CDMG|1AART	127VULN|27BPWR|3DMG|47DUR|5AART|67ASPD|8CDMG|9CGEN|aRCR
253	53241 23133	3	   	264.49	DCR|5VULN|2DMG|1CDMG|1SELL	12457VULN|25BPWR|35DMG|6MLV|8SELL|9CDMG|aRCR
254	53241 63133	3	   	264.49	DCR|5VULN|2DMG|1CDMG|1SELL	12457VULN|25BPWR|35DMG|6CGEN|8SELL|9CDMG|aRCR
255	53234 51322	4	   	264.39	DCR|3VULN|2DUR|1DMG|2ASPD|1CDMG|1AART	127VULN|27BPWR|3DMG|47DUR|5AART|67ASPD|8CDMG|9ERES|aRCR
256	26313 32222	10	   	264.39	DCR|4VULN|2TLV|1DMG|2LIT	18FEWX|2358VULN|4DMG|6aLIT|78TLV|8BPWR|9RCR
257	53233 22431	4	   	264.23	DCR|5VULN|2DUR|1DMG	12569VULN|2BPWR|3DMG|4aDUR|7RCR|8BELT
258	53233 52332	4	   	264.23	DCR|5VULN|2DUR|1DMG	1259aVULN|2BPWR|3DMG|46DUR|7RCR|8CGEN
259	53233 52632	4	   	264.13	DCR|5VULN|2DUR|1DMG	1259aVULN|2BPWR|3DMG|46DUR|7RCR|8ERES
260	51322 36334	8	   	264.07	DCR|3VULN|3DUR|1DMG|2ASPD|1AART	138VULN|2AART|48ASPD|5RPLT|68aDUR|7RCR|8BPWR|9DMG
261	26312 32226	10	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	18FEWX|238VULN|45DMG|6LIT|78TLV|8BPWR|9RCR|aAART
262	53251 32226	10	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	128VULN|28BPWR|38DMG|45FEWX|6LIT|78TLV|9RCR|aAART
263	53256 33221	10	   	263.94	DCR|4VULN|2DMG|1DUR|2LIT	1278VULN|28BPWR|38DMG|4FEWX|5CGEN|68LIT|9RCR|aDUR
264	51311 15131	2	   	263.94	DCR|3VULN|2DMG|3TLV|1AART	157VULN|2AART|3TBNT|457TLV|57BPWR|67DMG|8BEXP|9RCR|aASPD
265	51211 41243	9	   	263.85	DCR|4VULN|2DUR|1DMG|1AART	158aVULN|2AART|39DUR|4LIT|6DMG|7RCR
266	51225 62333	4	 * 	263.85	DCR|4VULN|2DUR|2CDMG|1AART	145aVULN|2AART|3aDUR|6RCR|7DUST|8ASPD|9aCDMG|aBPWR
267	51335 62333	4	   	263.85	DCR|4VULN|2DUR|2CDMG|1AART	135aVULN|2AART|4aDUR|6RCR|7DUST|8ASPD|9aCDMG|aBPWR
