0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21221 46362	2	 * 	295.44	DCR|5VULN|3DMG|2LIT	13789VULN|237DMG|37BPWR|4RCVC|57LIT|6BBNT|aRCR
166	21263 25112	8	   	270.92	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3aAART|4DUST|5LWND|67DUR|7BPWR|9RCR
167	21226 11641	6	 * 	269.85	DCR|2VULN|2DMG|2DUR|3TLV|1CDMG|1AART	18VULN|28DMG|3AART|459TLV|6CDMG|78DUR|8BPWR|aRCR
168	21234 32641	5	   	269.85	DCR|2VULN|2DMG|2DUR|3TLV|1CDMG|1AART	18VULN|28DMG|3AART|45DUR|6CDMG|789TLV|8BPWR|aRCR
169	21235 12641	5	   	269.85	DCR|2VULN|2DMG|2DUR|3TLV|1CDMG|1AART	18VULN|28DMG|3AART|46DUR|5CDMG|789TLV|8BPWR|aRCR
170	21345 22311	8	   	269.85	DCR|4VULN|2DMG|1DUR	1567VULN|27DMG|3DMSP|4RPLT|7BPWR|8RCR|9LIT|aDUR
171	21345 22315	9	   	269.85	DCR|4VULN|2DMG|1DUR	1567VULN|27DMG|3DMSP|4RPLT|7BPWR|8RCR|9DUR|aLIT
172	61515 11313	2	   	269.85	DCR|4VULN|2DMG|1TLV	1aZMB|257aVULN|3TLV|4LIT|6BBNT|8aDMG|9RCR|aBPWR
173	21222 55252	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1578VULN|2DMG|3AART|4TLV|6DUR|9RMIN|aRCR
174	21222 63432	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1579VULN|2DMG|3AART|4TLV|6MLV|8DUR|aRCR
175	21223 45252	5	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1678VULN|2DMG|3AART|4TLV|5DUR|9RMIN|aRCR
176	25222 33432	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1579VULN|2TLV|3AART|4MLV|6DMG|8DUR|aRCR
177	25252 33431	3	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1579VULN|2TLV|3AART|4ZMB|6DMG|8DUR|aRCR
178	25333 33431	2	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1379VULN|2TLV|4ZMB|5DMG|6AART|8DUR|aRCR
179	51222 33432	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1MLV|2579VULN|3AART|4TLV|6DMG|8DUR|aRCR
180	61222 33431	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2579VULN|3AART|4TLV|6DMG|8DUR|aRCR
181	21242 41242	2	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	13aVULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|7BEXP|89DUR
182	23333 42412	1	   	269.66	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1589VULN|2DUR|3ERES|4DMG|6RCR|7TLV|aAART
183	25133 24611	2	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	157VULN|2TLV|3LHND|46DMG|8aDUR|9RCR
184	25133 24611	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	157VULN|2TLV|3LHND|46DMG|8aDUR|9RCR
185	21251 24235	2	   	269.50	DCR|4VULN|2DMG|1DUR|1SELL	1378VULN|23DMG|3BPWR|4BBNT|5SELL|6RCR|9DUR|aLIT
186	21666 32113	2	 * 	269.42	DCR|2VULN|3DUR|2DMG|2ASPD	1aVULN|2aDMG|3LIT|4FEWX|569DUR|7aASPD|8RCR|aBPWR
187	21616 32113	2	   	269.42	DCR|2VULN|3DUR|2DMG|2ASPD	1aVULN|2aDMG|3LIT|459DUR|6BEXP|7aASPD|8RCR|aBPWR
188	21326 12154	4	 * 	269.19	DCR|3VULN|3DUR|2TLV|1DMG	17aVULN|2DMG|3DMSP|46aDUR|5RPLT|8RCR|9aTLV|aBPWR
189	21251 21366	2	   	269.13	DCR|3VULN|3DMG|2CDMG|1ASPD|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9CGEN|aASPD
190	21222 26243	10	   	269.08	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1AART	169VULN|2DMG|3AART|4TLV|5CDMG|7RCR|8LIT|aDUR
191	21251 21331	2	   	269.03	DCR|3VULN|3DMG|2CDMG|1ASPD|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9DUST|aASPD
192	21251 21311	2	   	268.88	DCR|3VULN|3DMG|2CDMG|1ASPD|2SELL	138VULN|238DMG|38BPWR|4BBNT|59SELL|6RCR|78CDMG|aASPD
193	21342 43213	2	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1379VULN|2DMG|4FEWX|5TLV|6RCR|8ASPD|aCDMG
194	25133 43213	2	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1579VULN|2TLV|3LHND|4DMG|6RCR|8ASPD|aCDMG
195	25133 43213	3	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1579VULN|2TLV|3LHND|4DMG|6RCR|8ASPD|aCDMG
196	21251 25133	2	   	268.45	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG|1SELL	13aVULN|23DMG|3BPWR|4BBNT|5SELL|6RCR|7TLV|8DUR|9CDMG
197	25232 43216	2	 * 	268.45	DCR|5VULN|2ASPD|3TLV	1379aVULN|23aTLV|3aBPWR|4ZMB|5LWND|6RCR|8aASPD
198	25332 43216	2	   	268.45	DCR|5VULN|2ASPD|2TLV	1379aVULN|2aTLV|4ZMB|5LWND|6RCR|8aASPD|aBPWR
199	26362 23123	6	   	268.45	DCR|5VULN|2ASPD|2TLV	1467aVULN|2RPLT|3FEWX|5aTLV|8RCR|9aASPD|aBPWR
200	26363 22153	6	   	268.45	DCR|5VULN|2ASPD|2TLV	1467aVULN|2RPLT|3FEWX|5aASPD|8RCR|9aTLV|aBPWR
201	21563 43213	2	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1579VULN|2DMG|3TLV|4LEGI|6RCR|8ASPD|aCDMG
202	23333 42416	1	   	268.31	DCR|4VULN|1DMG|1TLV|1DUR	1589VULN|2DUR|3ERES|4DMG|6RCR|7TLV|aLIT
203	21242 23514	2	 * 	268.13	DCR|3VULN|3DMG|2TLV|1AART	138VULN|236DMG|38BPWR|4FEWX|58TLV|78CGEN|9AART|aRCR
204	21244 33744	2	   	268.10	DCR|3VULN|3DMG|1TLV|1CDMG	137VULN|238DMG|3BPWR|4FEWX|5MBVNT|6TLV|9RCR|aCDMG
205	21233 65632	5	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1679VULN|2DMG|3AART|48DUR|5LWND|aRCR
206	21234 53132	6	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1679VULN|2DMG|3AART|45DUR|8FEWX|aRCR
207	21234 63131	9	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	189aVULN|2DMG|3AART|45DUR|6RCR|7LHND
208	21234 65332	5	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1789VULN|2DMG|3AART|45DUR|6FEWX|aRCR
209	21236 25332	6	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1789VULN|2DMG|3AART|46DUR|5FEWX|aRCR
210	21236 55332	5	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1789VULN|2DMG|3AART|46DUR|5FEWX|aRCR
211	21213 21514	2	   	268.03	DCR|3VULN|3DMG|2TLV|1AART	138VULN|235DMG|38BPWR|4ERES|68FEWX|78TLV|9AART|aRCR
212	23233 61311	4	 * 	268.03	DCR|3VULN|3DMG|3TLV|1AART	18aVULN|2BEXP|3RMIN|4MBVNT|58aDMG|6RCR|78aTLV|8aBPWR|9AART
213	21234 53232	6	   	268.00	DCR|4VULN|2DUR|1DMG|1AART	1679VULN|2DMG|3AART|45DUR|8DUST|aRCR
214	21234 53322	6	   	268.00	DCR|4VULN|2DUR|1DMG|1AART	1678VULN|2DMG|3AART|45DUR|9DUST|aRCR
215	21231 55163	2	 * 	267.99	ACR|4VULN|3DMG|2DUR	139aVULN|238DMG|3aBPWR|4RCR|5LIT|6aDUR|7aFEWX
216	23142 13315	1	   	267.95	DCR|4VULN|3DUR|1TLV	1468VULN|278DUR|3TBNT|58FEWX|8BPWR|9TLV|aRCR
217	22233 61311	4	   	267.93	DCR|3VULN|3DMG|3TLV|1AART	18aVULN|2DUST|3RMIN|4MBVNT|58aDMG|6RCR|78aTLV|8aBPWR|9AART
218	12137 26417	6	   	267.83	DCR|3VULN|3DMG|2TLV|1AART	129DUST|3AART|4MBVNT|5aTLV|69aDMG|79aVULN|8RCR|9aBPWR
219	21213 31514	2	   	267.83	DCR|3VULN|3DMG|2TLV|1AART	138VULN|235DMG|38BPWR|4ERES|68DUST|78TLV|9AART|aRCR
220	21231 54163	2	   	267.79	ACR|4VULN|3DMG|2DUR	139aVULN|238DMG|3aBPWR|4RCR|5LIT|6aDUR|7aDUST
221	21235 12145	6	   	267.31	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	17VULN|278DMG|3AART|4DUR|5CDMG|67BEXP|7BPWR|9TLV|aRCR
222	21235 32145	5	   	267.31	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	17VULN|278DMG|3AART|4DUR|5CDMG|67FEWX|7BPWR|9TLV|aRCR
223	21235 32145	6	   	267.31	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	17VULN|278DMG|3AART|4DUR|5CDMG|67LWND|7BPWR|9TLV|aRCR
224	21242 42213	2	   	267.27	DCR|3VULN|2DMG|2TLV|1CDMG|1ASPD	139VULN|23DMG|3BPWR|4FEWX|57TLV|6RCR|8ASPD|aCDMG
225	21316 26511	2	   	267.17	DCR|3VULN|2DMG|2CDMG|1DUR	138VULN|28DMG|4ERES|5LIT|6RCR|78CDMG|8BPWR|9CGEN|aDUR
226	21611 62363	2	   	267.17	DCR|3VULN|2DMG|2TLV|1DUR	158VULN|28DMG|3LIT|4DUR|68TLV|7BELT|8BPWR|9MBVNT|aRCR
227	21222 26332	9	   	267.16	DCR|4VULN|1DMG|1TLV|1CDMG|1AART	169aVULN|2DMG|3AART|4TLV|5CDMG|7RCR|8MLV
228	21351 25233	2	   	267.16	DCR|3VULN|2DMG|1TLV|2LIT|1CDMG|1SELL	13aVULN|2aDMG|4BBNT|5SELL|6RCR|7TLV|8CDMG|9aLIT|aBPWR
229	25212 43613	2	 * 	267.11	DCR|5VULN|1DMG|2TLV	1379aVULN|23TLV|3BPWR|4ERES|5LWND|6RCR|8DMG
230	21222 26632	9	   	267.06	DCR|4VULN|1DMG|1TLV|1CDMG|1AART	169aVULN|2DMG|3AART|4TLV|5CDMG|7RCR|8ERES
231	21566 13311	2	   	266.95	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	18VULN|28DMG|3TLV|4LEGI|5ERES|6RCR|789DUR|8BPWR|aASPD
232	21351 21346	2	   	266.92	DCR|3VULN|2DMG|2CDMG|1DUR|1SELL	138VULN|28DMG|4BBNT|5SELL|6RCR|78CDMG|8BPWR|9DUR|aLIT
233	21232 55631	6	   	266.87	DCR|3VULN|2DUR|2ASPD|1DMG|1AART	19aVULN|2DMG|3AART|4aDUR|5CGEN|6RCR|7LWND|8aASPD|aBPWR
234	21513 13514	3	   	266.81	DCR|3VULN|3DUR|2DMG	19aVULN|25DMG|3aBEXP|47aDUR|6RCR|8RCVC|aBPWR
235	21236 66211	6	   	266.77	DCR|3VULN|2DUR|2ASPD|1DMG|1AART	17aVULN|2DMG|3AART|4aDUR|5FEWX|6ERES|8aASPD|9RCR|aBPWR
236	62162 33331	5	   	266.77	DCR|3VULN|2DUR|2ASPD|1DMG|1AART	1ZMB|25ASPD|3AART|45DUR|5BPWR|6DMG|789VULN|aRCR
237	23122 14411	1	   	266.71	DCR|3VULN|3DUR|2DMG	16aVULN|24aDUR|3TBNT|5FEWX|7LHND|8RCR|9aDMG|aBPWR
238	23126 14411	1	   	266.71	DCR|3VULN|3DUR|2DMG	16aVULN|24aDUR|3TBNT|5BEXP|7LHND|8RCR|9aDMG|aBPWR
239	23142 24411	1	   	266.71	DCR|3VULN|3DUR|2DMG	14aVULN|26aDUR|3TBNT|5FEWX|7LHND|8RCR|9aDMG|aBPWR
240	23142 43411	1	   	266.71	DCR|3VULN|3DUR|2DMG	14aVULN|27aDUR|3TBNT|5FEWX|6BEXP|8RCR|9aDMG|aBPWR
241	23146 33411	1	   	266.71	DCR|3VULN|3DUR|2DMG	14aVULN|27aDUR|3TBNT|5BEXP|6FEWX|8RCR|9aDMG|aBPWR
242	62223 13641	4	 * 	266.63	DCR|3VULN|3ASPD|2DUR|1DMG	1ZMB|235ASPD|45DUR|5BPWR|679VULN|8DMG|aRCR
243	23563 13631	7	   	266.60	DCR|4VULN|2DMG|2ASPD	1379VULN|25BEXP|49ASPD|6RCR|89DMG|9BPWR|aLHND
244	21216 26514	2	   	266.57	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|4ERES|5LIT|6RCR|78CDMG|9MBVNT|aBELT
245	21216 26521	2	   	266.57	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|4aERES|5LIT|6RCR|78CDMG|9MLV
246	21216 26522	2	   	266.57	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|4ERES|5LIT|6RCR|78CDMG|9MLV|aMBVNT
247	21216 26523	2	   	266.57	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|4ERES|5LIT|6RCR|78CDMG|9MLV|aLEGI
248	21216 26532	2	   	266.57	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|49ERES|5LIT|6RCR|78CDMG|aLHND
249	21216 26533	2	   	266.57	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|49ERES|5LIT|6RCR|78CDMG|aLWND
250	21251 21633	2	   	266.57	DCR|3VULN|3DMG|2LIT|1CDMG|1SELL	13aVULN|23aDMG|3aBPWR|4BBNT|5SELL|6RCR|7CDMG|8ERES|9aLIT
251	23563 13632	7	   	266.50	DCR|4VULN|2DMG|2ASPD	1379VULN|25BEXP|49ASPD|6RCR|89DMG|9BPWR|aBBNT
252	21216 26512	2	   	266.47	DCR|3VULN|3DMG|2CDMG	138VULN|238DMG|38BPWR|4ERES|5LIT|6RCR|78CDMG|9MBVNT|aLEGI
253	21251 21321	2	   	266.43	DCR|3VULN|3DMG|2CDMG|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9LIT|aLWND
254	21251 21322	2	   	266.43	DCR|3VULN|3DMG|2CDMG|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9LIT|aFEWX
255	21251 21323	2	   	266.43	DCR|3VULN|3DMG|2CDMG|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9LIT|aBEXP
256	21251 21324	2	   	266.43	DCR|3VULN|3DMG|2CDMG|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9LIT|aRMIN
257	21251 21325	2	   	266.33	DCR|3VULN|3DMG|2CDMG|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9LIT|aERES
258	21242 43241	2	   	266.15	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	137VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|9RPLT|aDUR
259	21242 43261	2	   	266.15	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	137VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|9MLV|aDUR
260	21214 42341	2	   	266.05	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	139VULN|23DMG|3BPWR|4ERES|5LHND|6RCR|7TLV|8ASPD|aDUR
261	21342 24613	2	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	137VULN|26DMG|4FEWX|5TLV|8DUR|9RCR|aASPD
262	21523 24613	2	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	157VULN|26DMG|3TLV|4BEXP|8DUR|9RCR|aASPD
263	23212 41611	1	   	265.81	DCR|2VULN|3DUR|2DMG|1TLV|1AART	1aVULN|24aDUR|3RMIN|5TLV|6RCR|7BEXP|8aDMG|9AART|aBPWR
264	21222 26624	7	   	265.75	DCR|3VULN|2TLV|1DMG|2CDMG|1ASPD|1AART	168VULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9ASPD|aZMB
265	21222 66622	7	   	265.75	DCR|3VULN|2TLV|1DMG|2CDMG|1ASPD|1AART	18aVULN|2DMG|3AART|48TLV|58CDMG|6RCVC|7RCR|8BPWR|9ASPD
266	25233 32611	2	   	265.72	DCR|3VULN|2DUR|2TLV|1DMG|1AART	13aVULN|23TLV|3aBPWR|4aZMB|5DMG|6AART|7LWND|8aDUR|9RCR
267	23212 43613	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	179VULN|24DUR|3RMIN|5TLV|6RCR|8DMG|aCDMG
268	21222 26623	7	   	265.65	DCR|3VULN|2TLV|1DMG|2CDMG|1ASPD|1AART	168VULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9ASPD|aDUST
269	21222 26625	7	   	265.65	DCR|3VULN|2TLV|1DMG|2CDMG|1ASPD|1AART	168VULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9ASPD|aBBNT
270	21223 54313	10	   	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aTLV|5aDUR|6RCR|7BELT|8RCVC|aBPWR
271	21225 24111	8	   	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	18aVULN|2DMG|3AART|4aTLV|5FEWX|6ZMB|7aDUR|9RCR|aBPWR
272	21231 23211	9	   	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aDUR|5ZMB|6RCR|7LHND|8aTLV|aBPWR
273	21231 23221	8	   	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aDUR|5ZMB|6RCR|7LHND|8aTLV|aBPWR
274	21225 24611	9	   	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aTLV|5FEWX|6ZMB|7aDUR|8RCR|aBPWR
275	21225 24621	8	   	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aTLV|5FEWX|6ZMB|7aDUR|8RCR|aBPWR
276	23362 43613	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	179VULN|24DUR|3ERES|5TLV|6RCR|8DMG|aCDMG
277	21225 12131	2	   	265.56	DCR|3VULN|3DMG|1DUR|1ASPD	136VULN|239DMG|3BPWR|4RCVC|5ASPD|7DUR|8RMIN|aRCR
278	21242 43232	2	   	265.56	DCR|3VULN|3DMG|1TLV|1ASPD	137VULN|239DMG|3BPWR|4aFEWX|5TLV|6RCR|8ASPD
279	21242 43233	2	   	265.56	DCR|3VULN|3DMG|1TLV|1ASPD	137VULN|239DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aLHND
280	21242 43236	2	   	265.56	DCR|3VULN|3DMG|1TLV|1ASPD	137VULN|239DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aBEXP
281	21215 12135	5	   	265.54	DCR|2VULN|3DMG|2DUR|1CDMG|1NUKE|1AART	17VULN|278DMG|3AART|4BEXP|5CDMG|67DUR|7BPWR|9NUKE|aRCR
282	21231 22211	9	   	265.52	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aDUR|5ZMB|6RCR|7DUST|8aTLV|aBPWR
283	21231 22221	8	   	265.52	DCR|3VULN|2DUR|2TLV|1DMG|1AART	19aVULN|2DMG|3AART|4aDUR|5ZMB|6RCR|7DUST|8aTLV|aBPWR
284	21536 12141	6	   	265.47	DCR|3VULN|3DUR|1DMG|1TLV	168VULN|2DMG|38BEXP|4RPLT|568DUR|68BPWR|7TBNT|9TLV|aRCR
285	25321 62311	6	 * 	265.47	DCR|3VULN|3DUR|3LIT|1TLV	189VULN|2TLV|3DMSP|489DUR|589LIT|6RMIN|7BELT|89BPWR|aRCR
286	21225 12531	2	   	265.46	DCR|3VULN|3DMG|1DUR|1ASPD	136VULN|239DMG|3BPWR|4RCVC|5ASPD|7DUR|8ERES|aRCR
287	21242 43231	2	   	265.46	DCR|3VULN|3DMG|1TLV|1ASPD	137VULN|239DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aERES
288	21242 43234	2	   	265.46	DCR|3VULN|3DMG|1TLV|1ASPD	137VULN|239DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aDUST
289	21223 32154	2	   	265.45	DCR|4VULN|2DMG|2TLV	137aVULN|23DMG|3aBPWR|4RCVC|5RPLT|6aBEXP|8RCR|9aTLV
