0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63162 33134	10	 * 	274.30	DCR|5VULN|2TLV|1DUR|1ASPD	1DUST|24578VULN|34TLV|4BPWR|6DUR|9ASPD|aRCR
177	63212 15412	3	   	247.00	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2579VULN|3LHND|4CDMG|6AART|8RCR|aTLV
178	63315 71114	1	   	246.99	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	18DUST|28DUR|3MBVNT|4CDMG|5DMG|6RCR|78VULN|8BPWR|9LIT|aTLV
179	63161 13134	10	   	246.94	DCR|5VULN|2TLV	1DUST|24678VULN|34TLV|4BPWR|5LHND|9ERES|aRCR
180	22651 26333	1	   	246.93	DCR|3VULN|3DUR|1AART	1RMIN|2AART|3LIT|478VULN|59aDUR|6RCR
181	31124 42613	1	   	246.91	DCR|3VULN|2DMG|1TLV	1ERES|2TLV|39aVULN|4MBVNT|58DMG|6LIT|7RCR
182	32142 62613	5	   	246.91	DCR|3VULN|2DMG|1TLV	1ERES|2LIT|3TLV|49aVULN|58DMG|6MBVNT|7RCR
183	33128 52613	2	   	246.91	DCR|3VULN|2DMG|1TLV	1ERES|28DMG|39aVULN|4MBVNT|5LIT|6TLV|7RCR
184	33432 53113	8	   	246.81	DCR|4VULN|1DMG|1ASPD	1ERES|2DMG|3LIT|4FEWX|5ASPD|6RCR|789aVULN
185	24231 62612	1	   	246.81	DCR|3VULN|2DUR|2ASPD|1AART	1RMIN|237VULN|4RPLT|57ASPD|67DUR|7BPWR|8RCR|9DMSP|aAART
186	24336 22612	1	   	246.81	DCR|3VULN|2DUR|2ASPD|1AART	1RMIN|267VULN|37DUR|4RPLT|57ASPD|7BPWR|8RCR|9DMSP|aAART
187	63132 41134	10	   	246.57	DCR|2VULN|3DUR|1DMG|1TLV	15DUST|28VULN|3TLV|457DUR|5BPWR|6LIT|9DMG|aRCR
188	33152 21223	9	 * 	246.54	DCR|2VULN|2DMG|2DUR|2TLV	1ERES|28DMG|3BEXP|4CGEN|58VULN|6aDUR|78TLV|8BPWR|9RCR
189	32345 64113	8	   	246.48	DCR|4VULN|2DUR	1ERES|2LIT|34DUR|5MBVNT|6RCR|789aVULN
190	33352 21223	9	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	1ERES|28DMG|3DUST|4CGEN|58VULN|6aDUR|78TLV|8BPWR|9RCR
191	66332 13322	6	 * 	246.37	DCR|3VULN|3ASPD|2DUR	123DUST|28BPWR|48DUR|589VULN|6RCR|78aASPD
192	63532 25211	4	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|268VULN|3CDMG|4TLV|5DMG|7ASPD|9RMIN|aRCR
193	33521 63311	3	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	13ERES|26DMG|469VULN|5AART|6BPWR|7CDMG|8RCR|aLWND
194	33543 63311	4	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	13ERES|26DMG|4AART|569VULN|6BPWR|7CDMG|8RCR|aLWND
195	35221 63313	2	   	245.67	DCR|3VULN|2ASPD|1DUR|1CDMG|1AART	1ERES|2DMSP|36ASPD|469VULN|5AART|6BPWR|7CDMG|8RCR|aDUR
196	36221 63313	1	   	245.67	DCR|3VULN|2ASPD|1DUR|1CDMG|1AART	1ERES|2DMSP|36ASPD|469VULN|5AART|6BPWR|7CDMG|8RCR|aDUR
197	63312 21134	1	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|2DUR|3MBVNT|4CDMG|568VULN|7ASPD|9RCR|aDMG
198	63312 43134	2	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|258VULN|3MBVNT|4CDMG|6ASPD|7DUR|9RCR|aDMG
199	63312 71134	2	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|258VULN|3MBVNT|4CDMG|6DUR|7ASPD|9RCR|aDMG
200	33521 63331	3	   	245.66	DCR|3VULN|2DMG|1CDMG|1AART	139ERES|26DMG|46aVULN|5AART|6BPWR|7CDMG|8RCR
201	33543 63331	4	   	245.66	DCR|3VULN|2DMG|1CDMG|1AART	139ERES|26DMG|4AART|56aVULN|6BPWR|7CDMG|8RCR
202	61313 24143	3	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	18DUST|2FEWX|38aVULN|4CDMG|5TLV|68DUR|7RCR|8BPWR|9MLV
203	61313 24152	3	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	18DUST|2FEWX|38aVULN|4CDMG|5TLV|68DUR|7RCR|8BPWR|9LHND
204	32315 34136	1	   	245.57	DCR|3VULN|1DMG|1TLV|1DUR	1ERES|268VULN|3DUR|4BBNT|5LIT|7TLV|9DMG|aRCR
205	63112 33331	7	   	245.57	DCR|3VULN|1DMG|1TLV|1DUR	14DUST|257VULN|3TLV|6DUR|8DMG|9RCR|aLIT
206	25386 41233	9	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1RMIN|2LEGI|3MBVNT|46DUR|56aVULN|6BPWR|7TLV|8CDMG|9RCR
207	61313 24123	3	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	18DUST|2FEWX|38aVULN|4CDMG|5TLV|68DUR|7RCR|8BPWR|9ERES
208	24231 62631	1	   	245.45	DCR|3VULN|2DUR|2ASPD	1RMIN|237VULN|4RPLT|57ASPD|67DUR|7BPWR|8RCR|9ZMB|aLIT
209	24336 22631	1	   	245.45	DCR|3VULN|2DUR|2ASPD	1RMIN|267VULN|37DUR|4RPLT|57ASPD|7BPWR|8RCR|9ZMB|aLIT
210	63331 45442	1	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	19DUST|29DUR|3MBVNT|4LEGI|5TLV|6RCR|7CDMG|89aVULN|9BPWR
211	25384 45141	6	 * 	245.36	DCR|3VULN|2DUR|2CDMG|1AART	1RMIN|2LEGI|3MBVNT|49DUR|59CDMG|6AART|789VULN|9BPWR|aRCR
212	33126 26126	4	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ERES|2DMG|3BEXP|4aDUR|568VULN|7AART|9RCR
213	25321 45141	6	   	245.36	DCR|3VULN|2DUR|2CDMG|1AART	1RMIN|2LEGI|3MBVNT|49CDMG|59DUR|6AART|789VULN|9BPWR|aRCR
214	25324 23241	5	   	245.36	DCR|3VULN|2DUR|2CDMG|1AART	1RMIN|2LEGI|3MBVNT|49CDMG|579VULN|69DUR|8AART|9BPWR|aRCR
215	23127 74263	2	 * 	245.29	DCR|4VULN|2DMG	1RMIN|279CGEN|379aVULN|4MBVNT|5BBNT|6RCR|79BPWR|89DMG
216	25132 15112	6	   	245.21	DCR|3VULN|3DUR|1TLV	1RMIN|2LEGI|347DUR|567VULN|7BPWR|8LHND|9RCR|aTLV
217	32314 62513	1	   	245.11	DCR|3VULN|3DUR|1TLV	18ERES|289VULN|358DUR|4BBNT|6RCR|7DMSP|8BPWR|aTLV
218	25386 41141	7	   	245.11	DCR|3VULN|3DUR|1TLV	1RMIN|2LEGI|3MBVNT|469DUR|568VULN|6BPWR|7TLV|aRCR
219	63132 16213	7	   	245.11	DCR|3VULN|3DUR|1TLV	15DUST|26aVULN|3TLV|457DUR|5BPWR|8LWND|9RCR
220	63132 16613	7	   	245.11	DCR|3VULN|3DUR|1TLV	15DUST|26aVULN|3TLV|457DUR|5BPWR|8LHND|9RCR
221	63135 26213	7	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|25aVULN|3TLV|467DUR|8LWND|9RCR
222	63132 12113	6	   	245.11	DCR|3VULN|3DUR|1TLV	15DUST|26aVULN|3TLV|458DUR|5BPWR|7LWND|9RCR
223	63132 12113	7	   	245.11	DCR|3VULN|3DUR|1TLV	15DUST|26aVULN|3TLV|458DUR|5BPWR|7BEXP|9RCR
224	63132 23413	8	   	245.11	DCR|3VULN|3DUR|1TLV	15DUST|28aVULN|3TLV|456DUR|5BPWR|7LWND|9RCR
225	63135 22113	6	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|25aVULN|3TLV|468DUR|7LWND|9RCR
226	63135 22113	7	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|25aVULN|3TLV|468DUR|7BEXP|9RCR
227	64213 13421	10	   	245.09	DCR|4VULN|2DMG	148DUST|2RCVC|3LHND|58DMG|678aVULN|8BPWR|9RCR
228	64323 13421	10	   	245.09	DCR|4VULN|2DMG	138DUST|2RCVC|4LHND|58DMG|678aVULN|8BPWR|9RCR
229	66223 13421	10	   	245.09	DCR|4VULN|2DMG	128DUST|28BPWR|34LHND|58DMG|678aVULN|9RCR
230	66233 13421	10	   	245.09	DCR|4VULN|2DMG	128DUST|28BPWR|3LHND|4RCVC|58DMG|678aVULN|9RCR
231	63132 14113	7	   	245.01	DCR|3VULN|3DUR|1TLV	15DUST|26aVULN|3TLV|458DUR|5BPWR|7LEGI|9RCR
232	63132 16113	7	   	245.01	DCR|3VULN|3DUR|1TLV	15DUST|26aVULN|3TLV|457DUR|5BPWR|8LEGI|9RCR
233	63135 24113	7	   	245.01	DCR|3VULN|3DUR|1TLV	1DUST|25aVULN|3TLV|468DUR|7LEGI|9RCR
234	63135 26113	7	   	245.01	DCR|3VULN|3DUR|1TLV	1DUST|25aVULN|3TLV|467DUR|8LEGI|9RCR
235	31127 74263	2	   	244.99	DCR|4VULN|2DMG	179ERES|2RMIN|379aVULN|4MBVNT|5BBNT|6RCR|79BPWR|89DMG
236	33124 41846	2	   	244.89	DCR|4VULN|2DMG	1ERES|25DMG|379aVULN|4MBVNT|6TBNT|8RCR
237	23411 26316	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	12RMIN|3CDMG|4AART|569VULN|7TLV|8RCR|aDMG
238	24231 35312	1	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1RMIN|2379VULN|4RPLT|5ASPD|6AART|8RCR|aTLV
239	63522 35211	3	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|257VULN|3CDMG|4DUR|6AART|8DMG|9LWND|aRCR
240	61312 35432	3	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|2FEWX|357VULN|4CDMG|6AART|8RCR|9DMG|aDUR
