0	Index      	Bounty	 *	Score 	Summary	Detail	
1	64132 26121	7	 * 	291.20	DCR|5VULN|3DUR|1DMG	12345VULN|6DMG|78aDUR|9RCR
180	64132 21521	7	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|78BEXP|9RCR|aDUR
181	64132 22121	8	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8CGEN|9RCR|aDUR
182	64132 22421	8	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8RMIN|9RCR|aDUR
183	64132 22612	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8DUR|9RCR|aRPLT
184	64132 23312	9	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7LWND|8MLV|9RCR|aDUR
185	64132 23313	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7LWND|8MLV|9RCR|aDUR
186	64132 26312	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7DUR|8MLV|9RCR|aRPLT
187	64132 33121	8	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9CGEN|aDUR
188	64132 33132	8	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9LHND|aDUR
189	64132 33133	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9FEWX|aDUR
190	64132 33141	9	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9ZMB|aDUR
191	64132 33152	9	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9LWND|aDUR
192	64132 33153	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9LWND|aDUR
193	64132 33161	8	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9ZMB|aDUR
194	64132 33233	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8BEXP|9DMG|aDUR
195	64132 33236	10	   	263.39	DCR|5VULN|1DMG|1TLV	12345VULN|6RMIN|7RCR|8BEXP|9DMG|aTLV
196	64132 33253	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8BEXP|9DUR|aDMG
197	64132 33532	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DUR|9DMG|aRPLT
198	64132 34323	6	   	263.39	DCR|5VULN|1DMG|1TLV	12345VULN|6RMIN|7RPLT|8DMG|9RCR|aTLV
199	61211 42353	9	   	263.38	DCR|3VULN|3DUR|1TLV|1AART	137VULN|2AART|47aDUR|57FEWX|6RCR|7BPWR|8TLV|9LIT
200	61213 42353	9	   	263.38	DCR|3VULN|3DUR|1TLV|1AART	137VULN|2AART|47aDUR|57BEXP|6RCR|7BPWR|8TLV|9LIT
201	64132 22121	7	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8ERES|9RCR|aDUR
202	64132 22312	9	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8LEGI|9RCR|aDUR
203	64132 22313	10	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8LEGI|9RCR|aDUR
204	64132 22611	10	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MLV|8DUR|9RCR|aERES
205	64132 23128	6	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MBVNT|8DUR|9LHND|aRCR
206	64132 23412	9	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7LWND|8ERES|9RCR|aDUR
207	64132 24121	8	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7ERES|8CGEN|9RCR|aDUR
208	64132 26311	10	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7DUR|8MLV|9RCR|aERES
209	64132 33121	9	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DMG|9ERES|aDUR
210	64132 33531	10	   	263.29	DCR|5VULN|1DMG|1DUR	12345VULN|6RMIN|7RCR|8DUR|9DMG|aERES
211	61211 42332	10	   	263.26	DCR|3VULN|2DUR|2AART|1TLV|1CDMG	137VULN|29AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|aCDMG
212	61213 42332	10	   	263.26	DCR|3VULN|2DUR|2AART|1TLV|1CDMG	137VULN|29AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|aCDMG
213	61141 42332	10	   	263.26	DCR|3VULN|2DUR|2AART|1TLV|1CDMG	147VULN|29AART|37DUR|57FEWX|6RCR|7BPWR|8TLV|aCDMG
214	61143 42332	10	   	263.26	DCR|3VULN|2DUR|2AART|1TLV|1CDMG	147VULN|29AART|37DUR|57BEXP|6RCR|7BPWR|8TLV|aCDMG
215	46222 14331	3	   	263.25	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37BEXP|4FEWX|5ASPD|67aVULN|7BPWR|8RCR|9TLV
216	64132 24312	9	   	263.19	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7ERES|8LEGI|9RCR|aDUR
217	46231 14331	5	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37BEXP|4DUST|5ASPD|67aVULN|7BPWR|8RCR|9TLV
218	46231 21331	7	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37BEXP|4DUST|5ASPD|67aVULN|7BPWR|8RCR|9TLV
219	46231 24331	6	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37BEXP|4DUST|5ASPD|67aVULN|7BPWR|8RCR|9TLV
220	46232 14331	4	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37BEXP|4DUST|5ASPD|67aVULN|7BPWR|8RCR|9TLV
221	46232 14331	3	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37BEXP|4DUST|5ASPD|67aVULN|7BPWR|8RCR|9TLV
222	46431 21331	7	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2DMG|37FEWX|4DUST|5ASPD|67aVULN|7BPWR|8RCR|9TLV
223	65231 51331	7	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17aVULN|2DMG|37BEXP|4DUST|5ASPD|67DUR|7BPWR|8RCR|9TLV
224	43321 31421	9	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18DUR|2RPLT|3BEXP|4LEGI|58DMG|6AART|789VULN|8BPWR|aRCR
225	31221 23225	8	   	262.99	DCR|2VULN|3DMG|2DUR|1ASPD|1AART	1RMIN|269DMG|3ASPD|4RPLT|59DUR|7AART|89VULN|9BPWR|aRCR
226	61232 15161	10	   	262.92	DCR|3VULN|3DMG|2LIT|1AART	139VULN|2AART|4ZMB|59LIT|679DMG|8RCR|9BPWR|aRCVC
227	61232 15162	10	   	262.92	DCR|3VULN|3DMG|2LIT|1AART	139VULN|2AART|4ZMB|59LIT|679DMG|8RCR|9BPWR|aLHND
228	44333 42332	3	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	14aDUR|239VULN|5DMG|6CDMG|7RCR|8RMIN
229	64132 12235	4	   	262.00	DCR|5VULN|1DMG|2LIT	12347VULN|5aLIT|6LHND|8RCR|9DMG
230	61211 42342	10	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57aFEWX|6RCR|7BPWR|8TLV|9DMG
231	61211 42342	9	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9DMG|aMLV
232	61213 42342	9	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9DMG|aMLV
233	61213 42342	10	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9DMG|aFEWX
234	61211 42432	7	   	261.88	DCR|4VULN|2DUR|1CDMG|1AART	1379VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8RMIN|aCDMG
235	61212 34421	5	   	261.88	DCR|4VULN|2DUR|1CDMG|1AART	1369VULN|2AART|49DUR|5RPLT|7RCR|89ZMB|9BPWR|aCDMG
236	61213 42432	7	   	261.88	DCR|4VULN|2DUR|1CDMG|1AART	1379VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8RMIN|aCDMG
237	61235 52321	8	   	261.88	DCR|4VULN|2DUR|1CDMG|1AART	1359VULN|2AART|49ZMB|6RCR|79DUR|8RPLT|9BPWR|aCDMG
238	61211 42341	9	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9DMG|aBBNT
239	61211 42343	9	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9DMG|aTBNT
240	61211 42343	10	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9DMG|aERES
241	61211 42351	8	   	261.81	DCR|3VULN|2DUR|2CDMG|1TLV|1AART	137VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9aCDMG
242	61213 42341	9	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9DMG|aBBNT
243	61213 42343	10	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9DMG|aERES
244	61213 42343	9	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9DMG|aTBNT
245	61213 42351	8	   	261.81	DCR|3VULN|2DUR|2CDMG|1TLV|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9aCDMG
246	61211 41341	10	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|4aDUR|5FEWX|6RCR|8TLV|9DMG
247	61213 41341	10	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	137VULN|2AART|4aDUR|5BEXP|6RCR|8TLV|9DMG
248	43312 54311	1	   	261.70	DCR|3VULN|2DUR|2ASPD|1TLV	18DUR|258VULN|3MLV|4LIT|68ASPD|7RCR|8BPWR|9TLV|aLWND
249	61312 54311	1	   	261.70	DCR|3VULN|2DUR|2ASPD|1TLV	158VULN|28DUR|3MLV|4LIT|68ASPD|7RCR|8BPWR|9TLV|aLWND
250	61111 42522	10	   	261.66	DCR|4VULN|3DUR|1AART	179aVULN|2AART|347DUR|579FEWX|6RCR|79BPWR|89CGEN
251	61111 41431	7	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|34aDUR|5aFEWX|6RCR|8RMIN|aBPWR
252	61111 43431	6	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|34aDUR|5aFEWX|6RCR|8RMIN|aBPWR
253	61113 41431	7	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|34aDUR|5aBEXP|6RCR|8RMIN|aBPWR
254	61113 43431	6	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|34aDUR|5aBEXP|6RCR|8RMIN|aBPWR
255	61111 42122	10	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|347DUR|57FEWX|6RCR|7BPWR|8RPLT
256	61111 42126	9	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|347DUR|57FEWX|6RCR|7BPWR|8RPLT
257	61113 42122	10	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8RPLT
258	61113 42122	9	   	261.46	DCR|4VULN|3DUR|1AART	179aVULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8RPLT
259	61221 61153	6	   	261.38	DCR|4VULN|2CDMG|2AART|1DUR	1378VULN|2aAART|48CDMG|58ZMB|6RCR|8BPWR|9DUR
260	64132 12223	4	   	261.30	DCR|5VULN|1DUR|1AART	12347VULN|5LIT|6LHND|8RCR|9DUR|aAART
