0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36324 13151	5	 * 	289.25	DCR|4VULN|3DUR|2DMG	1268VULN|349DUR|58DMG|78DUST|8BPWR|aRCR
171	36322 15423	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	127VULN|34DUR|5ASPD|6DMG|8BELT|9RCR|aTLV
172	33522 33413	1	   	263.04	DCR|2VULN|2DMG|3LIT|2AART|1DUR|1CDMG	18VULN|2CDMG|348LIT|58DMG|6RCR|7aAART|8BPWR|9DUR
173	36322 22536	10	   	263.02	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	12VULN|346DUR|5ASPD|7DMG|8TLV|9CDMG|aRCR
174	36333 34331	7	 * 	262.92	DCR|3VULN|3ASPD|2DUR|1TLV	128VULN|38DUR|4RPLT|5RMIN|678ASPD|8BPWR|9TLV|aRCR
175	36312 24531	5	   	262.80	DCR|4VULN|3DUR|1ASPD	1269VULN|39aDUR|4LWND|5ASPD|79FEWX|8RCR|9BPWR
176	34521 43211	8	   	262.80	DCR|3VULN|2DMG|2DUR|1AART|1SELL	156VULN|27DUR|3SELL|4aDMG|8AART|9RCR
177	31118 51373	3	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	18aVULN|2aLWND|3CDMG|4MBVNT|5AART|6DUR|7RCR|9aDMG|aBPWR
178	31123 24116	6	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	168VULN|2LWND|3CDMG|46DMG|5RPLT|6BPWR|7RCR|9DUR|aAART
179	33324 12161	6	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	19VULN|2RCVC|34DUR|569DMG|79TLV|8BBNT|9BPWR|aRCR
180	33324 12561	6	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	19VULN|2RCVC|34DUR|569DMG|79TLV|8TBNT|9BPWR|aRCR
181	34121 42211	8	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	156VULN|2DUR|3CDMG|4aDMG|7RCVC|8AART|9RCR
182	36411 21143	3	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	126VULN|3AART|4BBNT|56DMG|6BPWR|7CDMG|8DUR|9LHND|aRCR
183	36411 21353	3	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	126VULN|3AART|4BBNT|56DMG|6BPWR|7CDMG|8LWND|9DUR|aRCR
184	32316 23662	1	 * 	262.00	DCR|3VULN|2DUR|3CDMG|1DMG	19aVULN|29DUR|3BELT|4BEXP|5DMG|6RCR|789CDMG|9BPWR
185	12212 68341	1	   	261.79	DCR|3VULN|2DMG|2DUR	1RMIN|2MBVNT|37aVULN|4BEXP|57DUR|67DMG|7BPWR|8LIT|9RCR
186	44212 68341	2	   	261.79	DCR|3VULN|2DMG|2DUR	1MBVNT|2RMIN|37aVULN|4BEXP|57DUR|67DMG|7BPWR|8LIT|9RCR
187	44382 18341	6	   	261.79	DCR|3VULN|2DMG|2DUR	1MBVNT|2RMIN|37DUR|4BEXP|57DMG|67aVULN|7BPWR|8LIT|9RCR
188	31144 32333	3	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	169aVULN|2LWND|3CDMG|4AART|56DUR|6BPWR|7RPLT|8RCR
189	33644 32333	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	169aVULN|2CDMG|3LWND|4AART|56DUR|6BPWR|7RPLT|8RCR
190	36324 11613	8	   	261.69	DCR|3VULN|2DMG|2DUR	127VULN|34DUR|56DMG|8LIT|9LWND|aRCR
191	36324 16113	7	   	261.69	DCR|3VULN|2DMG|2DUR	128VULN|34DUR|56DMG|7LIT|9LWND|aRCR
192	43344 16146	1	   	261.65	DCR|3VULN|2DUR|3CDMG|1DMG|1SELL	1MBVNT|248CDMG|3SELL|568VULN|78DUR|8BPWR|9DMG|aRCR
193	36324 11613	9	   	261.59	DCR|3VULN|2DMG|2DUR	127VULN|34DUR|56DMG|8LIT|9DUST|aRCR
194	34111 43214	8	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	156aVULN|27DUR|3CDMG|4ERES|8AART|9RCR
195	34355 33213	3	   	261.46	DCR|4VULN|3DUR|1NUKE|1AART	145aVULN|25aDUR|3NUKE|5aBPWR|6AART|7aLHND|8RPLT|9RCR
196	31521 42152	5	   	261.40	DCR|4VULN|2DMG|1DUR|1SELL	157aVULN|267LWND|3SELL|47DMG|7BPWR|8DUR|9RCR
197	36633 13132	2	   	261.16	DCR|4VULN|3DUR|1AART	1239VULN|48aDUR|5BBNT|6RCR|7AART
198	33552 33411	1	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	148VULN|2CDMG|38LIT|58DMG|6RCR|7AART|8BPWR|9TBNT|aRPLT
199	34121 16163	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	159VULN|2DUR|3CDMG|4DMG|6LHND|7TLV|8AART|aRCR
200	34122 13263	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	189VULN|2DUR|3CDMG|4DMG|5LHND|6AART|7TLV|aRCR
201	34123 13663	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	179VULN|2DUR|3CDMG|4DMG|5FEWX|6AART|8TLV|aRCR
202	34125 13263	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	189VULN|2DUR|3CDMG|4DMG|5AART|6LWND|7TLV|aRCR
203	34132 16163	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	159VULN|2DUR|3CDMG|4LWND|6DMG|7TLV|8AART|aRCR
204	36415 33233	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	126VULN|3AART|4LHND|5TLV|7DUR|8DMG|9CDMG|aRCR
205	36422 33233	9	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	126VULN|3AART|4TLV|5LHND|7DUR|8DMG|9CDMG|aRCR
206	34121 36163	9	   	260.67	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	159VULN|2DUR|3CDMG|4DMG|6LEGI|7TLV|8AART|aRCR
207	36322 15422	8	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	127VULN|34DUR|5ASPD|6DMG|8BELT|9RCR|aCDMG
208	36324 12433	5	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	126VULN|34DUR|5DMG|7TLV|8LIT|9RMIN|aRCR
209	36324 24313	9	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	128VULN|34DUR|5DMG|6ERES|7LIT|9TLV|aRCR
210	36322 45333	5	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	128VULN|348DUR|58ASPD|6RPLT|7RMIN|8BPWR|9AART|aRCR
211	36322 55333	6	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	128VULN|348DUR|58ASPD|6RPLT|7RMIN|8BPWR|9AART|aRCR
212	33322 15542	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	178VULN|2RCVC|349DUR|5ASPD|6DMG|aRCR
213	36322 12542	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	128VULN|349DUR|5ASPD|6DMG|7RCVC|aRCR
214	36322 15251	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	127VULN|349DUR|5ASPD|6DMG|8CGEN|aRCR
215	36322 15335	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	127VULN|349DUR|5ASPD|6DMG|8BEXP|aRCR
216	36322 16251	5	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	126VULN|349DUR|5ASPD|7MLV|8DMG|aRCR
217	36322 22135	9	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	12aVULN|346DUR|5ASPD|7DMG|8BEXP|9RCR
218	36322 22165	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	129VULN|346DUR|5ASPD|7DMG|8BEXP|aRCR
219	36324 32135	9	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	12aVULN|346DUR|5DMG|7ASPD|8BEXP|9RCR
220	36322 15135	10	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	127VULN|349DUR|5ASPD|6DMG|8DUST|aRCR
221	32222 16151	1	 * 	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|257DUR|3CGEN|4LHND|67DMG|7BPWR|89TLV|aRCR
222	32232 16151	1	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|257DUR|3CGEN|4LWND|67DMG|7BPWR|89TLV|aRCR
223	32531 16151	1	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|237DUR|4CGEN|5FEWX|67DMG|7BPWR|89TLV|aRCR
224	32533 16151	1	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|237DUR|4CGEN|5LHND|67DMG|7BPWR|89TLV|aRCR
225	34222 16151	3	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|257DUR|3CGEN|4LHND|67DMG|7BPWR|89TLV|aRCR
226	34222 16151	2	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|257DUR|3CGEN|4LHND|67DMG|7BPWR|89TLV|aRCR
227	34232 16151	3	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|257DUR|3CGEN|4LWND|67DMG|7BPWR|89TLV|aRCR
228	34232 16151	2	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|257DUR|3CGEN|4LWND|67DMG|7BPWR|89TLV|aRCR
229	44422 26324	7	   	259.86	ACR|4VULN|3DMG|1TLV|2LIT	1MBVNT|2RMIN|3RCR|4679VULN|569DMG|69BPWR|89LIT|aTLV
230	44422 26327	7	   	259.86	ACR|4VULN|3DMG|1DUR|2LIT	1MBVNT|2RMIN|3RCR|4679VULN|569DMG|69BPWR|89LIT|aDUR
231	36323 13166	4	   	259.83	DCR|3VULN|3DUR|2ASPD|1AART	12aVULN|348DUR|5BBNT|6RCR|7AART|9aASPD|aBPWR
232	36312 13536	7	   	259.79	DCR|4VULN|2DUR|2ASPD	129aVULN|39DUR|4LWND|56ASPD|79FEWX|8RCR|9BPWR
233	36222 21111	5	   	259.79	DCR|4VULN|2DUR|2ASPD	1268VULN|379BEXP|48DUR|58ASPD|8BPWR|aRCR
234	32511 16151	1	   	259.76	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|237DUR|4ERES|5FEWX|67DMG|7BPWR|89TLV|aRCR
235	32513 16151	1	   	259.76	DCR|2VULN|3DUR|2DMG|2TLV	17VULN|237DUR|4ERES|5LHND|67DMG|7BPWR|89TLV|aRCR
236	36322 22561	7	 * 	259.58	DCR|2VULN|3DUR|2ASPD|1DMG|1TLV	12VULN|346DUR|59ASPD|7DMG|8TLV|aRCR
237	36322 22561	8	   	259.58	DCR|2VULN|3DUR|2ASPD|1DMG|1TLV	12VULN|346DUR|59ASPD|7DMG|8TLV|aRCR
238	36633 12363	2	   	259.32	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	123VULN|4DUR|5BBNT|6RCR|7DMG|8LIT|9TLV|aCDMG
